0	Index      	 *	Score 	Summary	Detail	
1	62215 23633	 * 	180.32	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1NUKE|25DMG|3CGEN|4AART|6RCR|7CDMG|8ZMB|9ASPD|aVULN
845	62411 13426	   	150.76	DCR|2VULN|1AART|1DMG|1ASPD	1NUKE|2DMG|3ASPD|4AART|56BEXP|7MBVNT|8RCR|9aVULN
846	62333 25312	   	150.76	DCR|2VULN|2DMG|1CDMG	1NUKE|2aDMG|3DUST|4aCGEN|5CDMG|6LIT|7RCR|8aVULN|9LEGI|aBPWR
847	32262 56323	   	150.72	DCR|2AART|1VULN|1DMG|1DUR	1LIT|28AART|3VULN|4BELT|5DUR|6RCR|7DMG|9DLOT|aLWND
848	33225 32336	   	150.72	DCR|3VULN|1DMG|1ZMB|1ASPD	1LIT|2LWND|3ERES|479VULN|5DMG|6ASPD|8RCR|aZMB
849	31633 42221	   	150.70	DCR|2VULN|2DMG|1CDMG|1DUR	18LIT|2DUST|38VULN|4CDMG|5RPLT|6CGEN|78DMG|8BPWR|9DUR|aRCR
850	22123 22424	   	150.69	ACR|3VULN|1AART|1CDMG	1FEWX|2CGEN|3LIT|467VULN|5RCR|8LHND|9AART|aCDMG
851	22363 22424	   	150.69	ACR|3VULN|1AART|1CDMG	1FEWX|2CGEN|367VULN|4LIT|5RCR|8LHND|9AART|aCDMG
852	31423 26412	   	150.68	ACR|3DMG|2VULN	1LIT|2aDUST|3CGEN|46VULN|5RCR|789DMG
853	31423 26421	   	150.68	ACR|3VULN|2DMG	1LIT|2DUST|3CGEN|46aVULN|5RCR|78DMG|9ERES
854	32621 51234	   	150.68	ACR|2AART|2VULN|1CDMG	16LIT|23AART|46VULN|5RCR|6BPWR|7DUST|8BEXP|9MLV|aCDMG
855	32621 52131	   	150.68	ACR|2AART|2VULN|1FLTHEA	16LIT|23AART|46VULN|5RCR|6BPWR|7FEWX|8ERES|9MGNLIT|aFLTHEA
856	32621 52151	   	150.68	ACR|2AART|2VULN|1CDMG	16LIT|23AART|46VULN|5RCR|6BPWR|7FEWX|8ERES|9MLV|aCDMG
857	32621 52351	   	150.68	ACR|2AART|2VULN|1CDMG	16LIT|23AART|46VULN|5RCR|6BPWR|7FEWX|8RMIN|9TLV|aCDMG
858	32621 52361	   	150.68	ACR|2AART|2VULN|1CDMG	16LIT|23AART|46VULN|5RCR|6BPWR|7FEWX|8RMIN|9ERES|aCDMG
859	32621 52521	   	150.68	ACR|2AART|2VULN|1CDMG	16LIT|23AART|46VULN|5RCR|6BPWR|79FEWX|8DUST|aCDMG
860	32621 52631	   	150.68	ACR|2AART|2VULN|1FLTHEA	16LIT|23AART|46VULN|5RCR|6BPWR|7FEWX|8TLV|9MGNLIT|aFLTHEA
861	32621 53131	   	150.68	ACR|2AART|2VULN|1FLTHEA	16LIT|23AART|46VULN|5RCR|6BPWR|7BEXP|8ERES|9MGNLIT|aFLTHEA
862	32621 53151	   	150.68	ACR|2AART|2VULN|1CDMG	16LIT|23AART|46VULN|5RCR|6BPWR|7BEXP|8ERES|9MLV|aCDMG
863	32621 53351	   	150.68	ACR|2AART|2VULN|1CDMG	16LIT|23AART|46VULN|5RCR|6BPWR|7BEXP|8RMIN|9TLV|aCDMG
864	32621 53361	   	150.68	ACR|2AART|2VULN|1CDMG	16LIT|23AART|46VULN|5RCR|6BPWR|7BEXP|8RMIN|9ERES|aCDMG
865	32621 53631	   	150.68	ACR|2AART|2VULN|1FLTHEA	16LIT|23AART|46VULN|5RCR|6BPWR|7BEXP|8TLV|9MGNLIT|aFLTHEA
866	32621 63631	   	150.68	ACR|2AART|2VULN|1FLTHEA	1LIT|23AART|48VULN|5RCR|6MLV|7FEWX|9MGNLIT|aFLTHEA
867	32621 14334	   	150.68	ACR|2AART|2VULN|1CDMG	1LIT|23AART|49VULN|5RCR|6FEWX|7LWND|8RMIN|aCDMG
868	32621 31334	   	150.68	ACR|2AART|2VULN|1CDMG	1LIT|23AART|49VULN|5RCR|6LHND|7FEWX|8RMIN|aCDMG
869	32621 34334	   	150.68	ACR|2AART|2VULN|1CDMG	1LIT|23AART|49VULN|5RCR|6LHND|7LWND|8RMIN|aCDMG
870	62415 23421	   	150.66	DCR|2DMG|1AART|1VULN|1ASPD	1NUKE|25DMG|3ASPD|4AART|6FEWX|7MBVNT|8RCR|9VULN|aDUST
871	62415 33422	   	150.66	DCR|2DMG|1AART|1VULN|1ASPD	1NUKE|25DMG|3ASPD|4AART|6DUST|7MBVNT|8RCR|9VULN|aBEXP
872	62415 33423	   	150.66	DCR|2DMG|1AART|1VULN|1ASPD	1NUKE|25DMG|3ASPD|4AART|6DUST|7MBVNT|8RCR|9VULN|aFEWX
873	62415 33424	   	150.66	DCR|2DMG|1AART|1VULN|1ASPD	1NUKE|25DMG|3ASPD|4AART|6DUST|7MBVNT|8RCR|9VULN|aLIT
874	12332 61114	   	150.66	DCR|3DMG|2VULN	17DMSP|2BELT|3RMIN|45aDMG|6aVULN|8RCR|9aCGEN|aBPWR
875	31225 23336	   	150.66	DCR|2VULN|2DMG|1CDMG	1LIT|2DUST|3ERES|46VULN|5aDMG|7RCR|8CDMG|9FEWX
876	31225 23431	   	150.66	DCR|2VULN|2DMG|1CDMG	1LIT|2DUST|3ERES|46VULN|58DMG|7RCR|9CDMG|aDMSP
877	31225 23434	   	150.66	DCR|2VULN|2DMG|1CDMG	1LIT|2DUST|3ERES|46VULN|58DMG|7RCR|9CDMG|aFEWX
878	31225 23435	   	150.66	DCR|2VULN|2DMG|1CDMG	1aLIT|2DUST|3ERES|46VULN|58DMG|7RCR|9CDMG
879	31225 33432	   	150.66	DCR|2VULN|2DMG|1CDMG	16LIT|2DUST|3ERES|4aVULN|58DMG|7RCR|9CDMG
880	62223 25312	   	150.66	DCR|2VULN|2DMG|1CDMG	1NUKE|2aDMG|3CGEN|4aDUST|5CDMG|6LIT|7RCR|8aVULN|9LEGI|aBPWR
881	22123 62432	   	150.64	ACR|4VULN|1AART	16FEWX|2CGEN|3LIT|4679VULN|5RCR|6BPWR|8LHND|aAART
882	32265 61111	   	150.63	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	15LIT|2AART|3VULN|4BELT|6CDMG|7RCR|8DMG|9RPLT|aDUR
883	32265 61123	   	150.63	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	15LIT|2AART|3VULN|4BELT|6CDMG|7RCR|8DMG|9BEXP|aASPD
884	32265 61133	   	150.63	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	15LIT|2AART|3VULN|4BELT|6CDMG|7RCR|8DMG|9CGEN|aASPD
885	32262 56321	   	150.62	DCR|2AART|1VULN|1DMG|1DUR	1LIT|28AART|3VULN|4BELT|5DUR|6RCR|7DMG|9DLOT|aBASHEA
886	32262 56322	   	150.62	DCR|2AART|1VULN|1DMG|1DUR	1LIT|28AART|3VULN|4BELT|5DUR|6RCR|7DMG|9DLOT|aTLV
887	23362 35226	   	150.62	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1FEWX|2DUR|3LIT|4DUST|5ZMB|6DMG|7RCR|8VULN|9AART|aASPD
888	31512 35226	   	150.62	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1LIT|2DUST|3DUR|4FEWX|5ZMB|6DMG|7RCR|8VULN|9AART|aASPD
889	32621 32121	   	150.62	ACR|3AART|1VULN|1DMG|1DUR	1LIT|237AART|4VULN|5RCR|6LHND|8DUR|9TLV|aDMG
890	32621 32252	   	150.62	ACR|3AART|1VULN|1DMG|1DUR	1LIT|237AART|4VULN|5RCR|6LHND|8BASICY|9DUR|aDMG
891	22111 24111	   	150.62	DCR|2VULN|1AART|1CDMG|1ZMB	19FEWX|29CGEN|3LIT|4CDMG|5AART|69VULN|7RCR|8RPLT|9BPWR|aZMB
892	25411 24111	   	150.62	DCR|2VULN|1AART|1CDMG|1ZMB	19FEWX|29LIT|3CGEN|4CDMG|5AART|69VULN|7RCR|8RPLT|9BPWR|aZMB
893	26111 24111	   	150.62	DCR|2VULN|1AART|1CDMG|1ZMB	19FEWX|29MLV|3LIT|4CDMG|5AART|69VULN|7RCR|8RPLT|9BPWR|aZMB
894	22324 35215	   	150.60	DCR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2CGEN|35VULN|4DUR|69DMG|7CDMG|8RMIN|aRCR
895	31633 12221	   	150.60	DCR|2VULN|2DMG|1CDMG|1DUR	18LIT|2DUST|38VULN|4CDMG|5RPLT|6ERES|78DMG|8BPWR|9DUR|aRCR
896	12141 31525	   	150.59	DCR|2AART|1VULN|1DMG|1ZMB	1DMSP|2BELT|3DMG|4LIT|58AART|6VULN|7RCR|9DLOT|aZMB
897	32421 24336	   	150.58	ACR|2AART|2VULN|1CDMG	1LIT|2aAART|3RMIN|4TLV|5RCR|6RPLT|79VULN|8CDMG
898	32431 24336	   	150.58	ACR|2AART|2VULN|1CDMG	1LIT|2aAART|3RMIN|4ERES|5RCR|6RPLT|79VULN|8CDMG
899	32621 12634	   	150.58	ACR|2AART|2VULN|1CDMG	1LIT|23AART|49VULN|5RCR|6FEWX|7BEXP|8TLV|aCDMG
900	32621 33334	   	150.58	ACR|2AART|2VULN|1CDMG	1LIT|23AART|49VULN|5RCR|6LHND|7DUST|8RMIN|aCDMG
901	32621 51131	   	150.58	ACR|2AART|2VULN|1FLTHEA	16LIT|23AART|46VULN|5RCR|6BPWR|7DUST|8ERES|9MGNLIT|aFLTHEA
902	32621 51151	   	150.58	ACR|2AART|2VULN|1CDMG	16LIT|23AART|46VULN|5RCR|6BPWR|7DUST|8ERES|9MLV|aCDMG
903	32621 51351	   	150.58	ACR|2AART|2VULN|1CDMG	16LIT|23AART|46VULN|5RCR|6BPWR|7DUST|8RMIN|9TLV|aCDMG
904	32621 51361	   	150.58	ACR|2AART|2VULN|1CDMG	16LIT|23AART|46VULN|5RCR|6BPWR|7DUST|8RMIN|9ERES|aCDMG
905	32621 51511	   	150.58	ACR|2AART|2VULN|1CDMG	16LIT|23AART|46VULN|5RCR|6BPWR|78DUST|9BEXP|aCDMG
906	32621 52124	   	150.58	ACR|2AART|2VULN|1CDMG	16LIT|23AART|46VULN|5RCR|6BPWR|7FEWX|8ERES|9DUST|aCDMG
907	32621 53124	   	150.58	ACR|2AART|2VULN|1CDMG	16LIT|23AART|46VULN|5RCR|6BPWR|7BEXP|8ERES|9DUST|aCDMG
908	32631 22261	   	150.58	ACR|2AART|2VULN|1FLTHEA	1LIT|23AART|4LEGI|5RCR|6RPLT|7FLTHEA|89VULN|aMLV
909	32631 22264	   	150.58	ACR|2AART|2VULN|1FLTHEA	1LIT|23AART|4LEGI|5RCR|6RPLT|7FLTHEA|89VULN|aBEXP
910	32631 24331	   	150.58	ACR|2AART|2VULN|1CDMG	1LIT|23AART|4LEGI|5RCR|6RPLT|79VULN|8CDMG|aRMIN
911	32631 24333	   	150.58	ACR|2AART|2VULN|1CDMG	1LIT|23AART|4LEGI|5RCR|6aRPLT|79VULN|8CDMG
912	62415 33421	   	150.56	DCR|2DMG|1AART|1VULN|1ASPD	1NUKE|25DMG|3ASPD|4AART|6aDUST|7MBVNT|8RCR|9VULN
913	31225 13432	   	150.56	DCR|2VULN|2DMG|1CDMG	1LIT|26DUST|3ERES|4aVULN|58DMG|7RCR|9CDMG
914	32261 53353	   	150.55	DCR|2VULN|1AART|1CDMG|1ASPD	1LIT|2AART|37VULN|4BELT|5LHND|6RCR|8CGEN|9CDMG|aASPD
915	22123 22432	   	150.54	ACR|4VULN|1AART	1FEWX|2CGEN|3LIT|4679VULN|5RCR|8LHND|aAART
916	22363 22432	   	150.54	ACR|4VULN|1AART	1FEWX|2CGEN|3679VULN|4LIT|5RCR|8LHND|aAART
917	25423 22432	   	150.54	ACR|4VULN|1AART	1FEWX|2LIT|3CGEN|4679VULN|5RCR|8LHND|aAART
918	32621 42121	   	150.52	ACR|3AART|1VULN|1DMG|1DUR	1LIT|237AART|4VULN|5RCR|6DUST|8DUR|9TLV|aDMG
919	25211 24111	   	150.52	DCR|2VULN|1AART|1CDMG|1ZMB	19FEWX|29LIT|3ERES|4CDMG|5AART|69VULN|7RCR|8RPLT|9BPWR|aZMB
920	32621 21261	   	150.51	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8ZMB|9aLHND
921	32621 21262	   	150.51	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8ZMB|9LHND|aBEXP
922	32621 26311	   	150.51	ACR|2AART|1DMG|1VULN|1ZMB	1LIT|23AART|4VULN|5RCR|6RPLT|7CGEN|8DMG|9ZMB|aLWND
923	32621 26312	   	150.51	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|23AART|4VULN|5RCR|6RPLT|7CGEN|8DMG|9ZMB|aDMSP
924	32621 26313	   	150.51	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|23AART|4VULN|5RCR|6RPLT|7aCGEN|8DMG|9ZMB
925	32621 26314	   	150.51	ACR|2AART|1VULN|1DMG|1ZMB	1aLIT|23AART|4VULN|5RCR|6RPLT|7CGEN|8DMG|9ZMB
926	32621 26315	   	150.51	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|23AART|4VULN|5RCR|6RPLT|7CGEN|8DMG|9ZMB|aFEWX
927	32621 26323	   	150.51	ACR|2AART|1DMG|1VULN|1ZMB	1LIT|23AART|4VULN|5RCR|6RPLT|7CGEN|8DMG|9LHND|aZMB
928	31224 16611	   	150.50	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LIT|2DUST|3ERES|45VULN|6DUR|7DMG|8AART|9ASPD|aRCR
929	53124 63111	 * 	150.49	ACR|2DMG|1AART|2ZMB|1CDMG	1aBEXP|2CDMG|3aDMG|4ERES|5RCR|6LEGI|7LIT|8AART|9aZMB|aBPWR
930	32631 22262	   	150.48	ACR|2AART|2VULN|1FLTHEA	1LIT|23AART|4LEGI|5RCR|6RPLT|7FLTHEA|89VULN|aTLV
931	32631 24335	   	150.48	ACR|2AART|2VULN|1CDMG	1LIT|23AART|4LEGI|5RCR|6RPLT|79VULN|8CDMG|aDUST
932	63125 32125	   	150.46	DCR|2VULN|2AART|1CDMG	1NUKE|2CDMG|3RCVC|4BASICY|5aVULN|6CGEN|79AART|8RCR
933	12332 65141	   	150.46	DCR|3DMG|2VULN	1DMSP|2BELT|3RMIN|459DMG|67VULN|8RCR|aLHND
934	12332 65143	   	150.46	DCR|3DMG|2VULN	1DMSP|2BELT|3aRMIN|459DMG|67VULN|8RCR
935	12332 65151	   	150.46	DCR|3VULN|2DMG	1DMSP|2BELT|3RMIN|45DMG|679VULN|8RCR|aCGEN
936	12332 65153	   	150.46	DCR|3VULN|2DMG	1DMSP|2BELT|3RMIN|45DMG|679VULN|8RCR|aLWND
937	12116 21156	   	150.46	DCR|3VULN|2DMG	17DMSP|2BELT|36DMG|49aVULN|5CGEN|8RCR
938	12332 61124	   	150.46	DCR|3DMG|2VULN	17DMSP|2BELT|3RMIN|45aDMG|6aVULN|8RCR|9aERES|aBPWR
939	12332 61164	   	150.46	DCR|3DMG|2VULN	17DMSP|2BELT|3RMIN|45aDMG|6aVULN|8RCR|9aTLV|aBPWR
940	32322 31516	   	150.45	DCR|3DMG|1AART|1DUR	19LIT|2AART|369FEWX|469DMG|5BELT|69BPWR|7RCR|8DMSP|aDUR
941	32262 52533	   	150.45	DCR|2VULN|1AART|1CDMG|1DUR	1LIT|2AART|39VULN|4BELT|5DUR|6RCR|7CANHEL|8MLV|aCDMG
942	32262 53352	   	150.45	DCR|2VULN|1AART|1CDMG|1DUR	1LIT|2AART|37VULN|4BELT|5DUR|6RCR|8CGEN|9CDMG|aTLV
943	32261 51326	   	150.45	DCR|2VULN|1AART|1CDMG|1DUR	1LIT|2AART|39VULN|4BELT|5LHND|6RCR|7DUST|8CDMG|aDUR
944	32121 65511	   	150.43	ACR|2VULN|1AART|1CDMG|1ZMB	17LIT|2AART|3DMSP|47VULN|5RCR|67MLV|7BPWR|8LWND|9ZMB|aCDMG
945	32121 65611	   	150.43	ACR|2VULN|1AART|1CDMG|1ZMB	17LIT|2AART|3DMSP|47VULN|5RCR|67MLV|7BPWR|8BEXP|9ZMB|aCDMG
946	12136 32126	   	150.43	DCR|2DMG|1VULN|2ZMB|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|7VULN|8aZMB|9ERES
947	53133 83111	   	150.42	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1BEXP|2CDMG|3DMG|4LWND|5MBVNT|6VULN|7AART|8RCR|9aDUR
948	43215 62413	   	150.42	DCR|3DMG|1AART|1ZMB	1TLV|2ZMB|3CGEN|4AART|59aDMG|6MBVNT|7BEXP|8RCR
949	32621 21241	   	150.41	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8ZMB|9MBVNT|aLHND
950	32621 21248	   	150.41	ACR|2AART|1VULN|1DMG|1ZMB	1aLIT|23AART|4VULN|5RCR|6RPLT|7DMG|8ZMB|9MBVNT
951	32621 21265	   	150.41	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8ZMB|9LHND|aTLV
952	32621 21511	   	150.41	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8TLV|9ZMB|aLWND
953	32621 21512	   	150.41	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8TLV|9ZMB|aDMSP
954	32621 21513	   	150.41	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8TLV|9ZMB|aCGEN
955	32621 21514	   	150.41	ACR|2AART|1VULN|1DMG|1ZMB	1aLIT|23AART|4VULN|5RCR|6RPLT|7DMG|8TLV|9ZMB
956	32621 21515	   	150.41	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8TLV|9ZMB|aFEWX
957	32621 21523	   	150.41	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8TLV|9LHND|aZMB
958	32621 26224	   	150.41	ACR|2AART|1VULN|2CDMG|1ZMB	1LIT|23AART|4VULN|5RCR|6RPLT|7CGEN|8ZMB|9aCDMG
959	32621 26316	   	150.41	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|23AART|4VULN|5RCR|6RPLT|7CGEN|8DMG|9ZMB|aDUST
960	65333 12251	   	150.39	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1NUKE|246LWND|3VULN|5CDMG|7RCR|8ZMB|9AART|aDMG
961	53124 11162	   	150.38	ACR|2VULN|2DMG|1CDMG	1BEXP|2CDMG|38DMG|4ERES|5RCR|6aVULN|7LHND|9RCVC
962	53124 12162	   	150.38	ACR|2VULN|2DMG|1CDMG	1BEXP|2CDMG|38DMG|4ERES|5RCR|6aVULN|7LWND|9RCVC
963	31632 26621	   	150.38	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2DUST|35VULN|4CDMG|6RPLT|7DMG|8AART|9FEWX|aRCR
964	31633 26621	   	150.38	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2DUST|36VULN|4CDMG|5RPLT|7DMG|8AART|9FEWX|aRCR
965	12111 21156	   	150.36	DCR|3VULN|2DMG	17DMSP|2BELT|36DMG|49aVULN|5ERES|8RCR
966	12133 61156	   	150.36	DCR|3VULN|2DMG	17DMSP|2BELT|34DMG|5ERES|69aVULN|8RCR
967	12332 65142	   	150.36	DCR|3DMG|2VULN	1DMSP|2BELT|3RMIN|459DMG|67VULN|8RCR|aTLV
968	32262 52413	   	150.35	DCR|2VULN|1AART|1CDMG|1DUR	1LIT|2AART|38VULN|4BELT|5DUR|6RCR|7CANHEL|9ERES|aCDMG
969	32121 52311	   	150.33	ACR|2VULN|1AART|1CDMG|1ZMB	16LIT|2AART|3DMSP|46VULN|5RCR|6BPWR|7FEWX|8RMIN|9ZMB|aCDMG
970	32121 53311	   	150.33	ACR|2VULN|1AART|1CDMG|1ZMB	16LIT|2AART|3DMSP|46VULN|5RCR|6BPWR|7BEXP|8RMIN|9ZMB|aCDMG
971	32121 55411	   	150.33	ACR|2VULN|1AART|1CDMG|1ZMB	16LIT|2AART|3DMSP|46VULN|5RCR|6BPWR|7RMIN|8LHND|9ZMB|aCDMG
972	32121 65111	   	150.33	ACR|2VULN|1AART|1CDMG|1ZMB	17LIT|2AART|3DMSP|47VULN|5RCR|67MLV|7BPWR|8DUST|9ZMB|aCDMG
973	32121 65411	   	150.33	ACR|2VULN|1AART|1CDMG|1ZMB	17LIT|2AART|3DMSP|47VULN|5RCR|67MLV|7BPWR|8LEGI|9ZMB|aCDMG
