0	Index      	 *	Score 	Summary	Detail	
1	12613 43513	 * 	178.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1LIT|2DUST|3RCR|4DMG|56VULN|7ZMB|8AART|9CDMG|aDUR
817	26252 12432	   	151.18	ACR|2VULN|2DMG|1FLTHEA	19DUST|29CGEN|3FEWX|4RCR|57VULN|6LEGI|89DMG|9BPWR|aFLTHEA
818	15612 23621	   	151.17	ACR|2DMG|1VULN|2ZMB|1DUR|1ASPD	1LIT|2FEWX|3RCR|4aDMG|5ASPD|6VULN|79ZMB|8DUR
819	14663 33222	   	151.12	ACR|1AART|1VULN|1DMG|2CDMG	1LIT|26BEXP|3RCR|46CDMG|5AART|6BPWR|7VULN|8RPLT|9DMG|aFEWX
820	14663 33223	   	151.12	ACR|1AART|1DMG|2CDMG|1VULN	1LIT|26BEXP|3RCR|46CDMG|5AART|6BPWR|7VULN|8RPLT|9DMG|aLWND
821	15663 33222	   	151.12	ACR|1AART|1VULN|1DMG|2CDMG	1LIT|26aFEWX|3RCR|46CDMG|5AART|6BPWR|7VULN|8RPLT|9DMG
822	23111 21212	   	151.11	DCR|4VULN|1CDMG|1DUR	1DUST|2RCVC|3LHND|4CDMG|5DUR|679aVULN|8RCR
823	23411 11212	   	151.11	DCR|4VULN|1CDMG|1DUR	1DUST|2RCVC|379aVULN|4CDMG|5DUR|6FEWX|8RCR
824	23411 31212	   	151.11	DCR|4VULN|1CDMG|1DUR	1DUST|2RCVC|369aVULN|4CDMG|5DUR|7BEXP|8RCR
825	23411 41212	   	151.11	DCR|4VULN|1CDMG|1DUR	1DUST|2RCVC|379aVULN|4CDMG|5DUR|6LWND|8RCR
826	23411 61212	   	151.11	DCR|4VULN|1CDMG|1DUR	1DUST|2RCVC|379aVULN|4CDMG|5DUR|6BEXP|8RCR
827	23511 21212	   	151.11	DCR|4VULN|1CDMG|1DUR	1DUST|2RCVC|3BEXP|4CDMG|5DUR|679aVULN|8RCR
828	23515 36212	   	151.11	DCR|4VULN|1CDMG|1DUR	1DUST|2RCVC|3BEXP|4CDMG|569aVULN|7DUR|8RCR
829	65115 32212	   	151.11	DCR|4VULN|1CDMG|1DUR	1DUR|2RCVC|3LHND|4CDMG|569aVULN|7DUST|8RCR
830	23464 34843	   	151.10	DCR|2VULN|1AART|1DMG	1DUST|28RCVC|3aVULN|4MBVNT|5AART|6DMG|7RCR|9LIT
831	25652 22321	   	151.08	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|37ERES|4RCR|5aVULN|6LIT|8AART|9DMG
832	11663 62311	   	151.07	ACR|2VULN|1AART|1CDMG|1ASPD	1LIT|2LHND|3RCR|4CDMG|5AART|6aVULN|7ASPD|8RCVC|9RPLT
833	16532 13313	   	151.06	DCR|2VULN|1AART|2ASPD|1CDMG	1LIT|2CDMG|3ERES|4aVULN|59ASPD|6RPLT|7RCR|8AART
834	11612 21245	   	151.05	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|27LHND|3RCR|4DMG|5ASPD|6AART|8VULN|9BEXP|aCDMG
835	11612 21261	   	151.05	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1aLIT|27LHND|3RCR|4DMG|5ASPD|6AART|8VULN|9CDMG
836	11612 21262	   	151.05	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|27LHND|3RCR|4DMG|5ASPD|6AART|8VULN|9CDMG|aRMIN
837	11612 21266	   	151.05	ACR|1AART|1DMG|1VULN|1CDMG|1ASPD	1LIT|27LHND|3RCR|4DMG|5ASPD|6AART|8VULN|9CDMG|aLWND
838	11613 23515	   	151.05	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5MLV|6AART|7CGEN|8VULN|9ASPD|aCDMG
839	11613 24114	   	151.05	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5MLV|6AART|7VULN|8BELT|9ASPD|aCDMG
840	11613 24613	   	151.05	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|28LHND|3RCR|4DMG|5MLV|6AART|7VULN|9CDMG|aDUR
841	11653 43131	   	151.03	ACR|2VULN|2DMG|1ZMB	1LIT|2LHND|3RCR|4LWND|58VULN|6MLV|7ZMB|9aDMG
842	12611 13365	   	151.03	ACR|2VULN|2DMG|1ZMB	1aLIT|25DUST|3RCR|4aDMG|6LWND|7ZMB|8aVULN|9RPLT|aBPWR
843	61151 63323	   	151.02	ACR|2VULN|1AART|2DUR|1ZMB	18DUR|2LHND|3CGEN|4RCR|5ZMB|6AART|7RCVC|9aVULN
844	32222 14636	   	151.02	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1RMIN|29DUR|3BASICY|4DMG|5CDMG|6AART|7LIT|8RCR|aVULN
845	24132 26117	   	151.01	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1DUST|2ZMB|3DUR|4MBVNT|5VULN|6aDMG|7RCR|8CDMG|9LWND
846	24132 26124	   	151.01	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2ZMB|3DUR|4MBVNT|5aVULN|6DMG|7RCR|8CDMG|9RMIN
847	24132 26153	   	151.01	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2ZMB|3DUR|4MBVNT|5aVULN|6DMG|7RCR|8CDMG|9BEXP
848	24132 34424	   	151.01	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2ZMB|3DUR|4MBVNT|5aVULN|6RMIN|7RCR|8DMG|9CDMG
849	24136 54331	   	151.01	DCR|2AART|1DMG|1CDMG|1ZMB|1DUR	1DUST|2ZMB|3DUR|4MBVNT|56AART|7RCR|8CGEN|9CDMG|aDMG
850	62323 26163	   	150.97	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1DUR|2LSRICY|3CDMG|49VULN|5ZMB|6SELL|7RCR|8BEXP|aDMG
851	62323 26223	   	150.97	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR|1SELL	1DUR|2LSRICY|3CDMG|4VULN|5ZMB|6SELL|7RCR|8aDMG|9CGEN
852	65413 11212	   	150.97	ACR|2VULN|1AART|1CDMG|2DUR	1aDUR|2RCVC|37VULN|4CDMG|5RCR|6FEWX|8RMIN|9AART
853	65413 31212	   	150.97	ACR|2VULN|1AART|1CDMG|2DUR	1aDUR|2RCVC|36VULN|4CDMG|5RCR|7BEXP|8RMIN|9AART
854	65113 21222	   	150.97	ACR|2VULN|1AART|1CDMG|2DUR	1aDUR|2RCVC|3LHND|4CDMG|5RCR|67VULN|8RMIN|9AART
855	65513 21212	   	150.97	ACR|2VULN|1AART|1CDMG|2DUR	1aDUR|2RCVC|3BEXP|4CDMG|5RCR|67VULN|8RMIN|9AART
856	11614 33163	   	150.95	ACR|2VULN|1DMG|2ZMB|1CDMG	1LIT|2LHND|3RCR|4DMG|5CDMG|68VULN|7CGEN|9aZMB
857	11612 21216	   	150.95	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|27LHND|3RCR|4DMG|5ASPD|6AART|8VULN|9MBVNT|aCDMG
858	11612 21265	   	150.95	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|27LHND|3RCR|4DMG|5ASPD|6AART|8VULN|9CDMG|aERES
859	11613 22515	   	150.95	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5MLV|6AART|7TLV|8VULN|9ASPD|aCDMG
860	11621 22525	   	150.95	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|25LHND|3RCR|4DUR|6AART|7ERES|8VULN|9DMG|aCDMG
861	32613 36351	   	150.94	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RMIN|29DUR|3CGEN|4CDMG|5RCR|6VULN|7AART|8FEWX|aDMG
862	11611 43121	   	150.93	ACR|2VULN|2DMG|1ZMB	1LIT|2LHND|3RCR|4aDMG|5DUST|68VULN|7ZMB|9CGEN
863	11611 43132	   	150.93	ACR|2VULN|2DMG|1ZMB	1LIT|2LHND|3RCR|49DMG|5DUST|68VULN|7ZMB|aBEXP
864	12613 43121	   	150.93	ACR|2VULN|2DMG|1ZMB	1LIT|2DUST|3RCR|4aDMG|56VULN|7ZMB|8FEWX|9CGEN
865	12613 43132	   	150.93	ACR|2VULN|2DMG|1ZMB	1LIT|2DUST|3RCR|49DMG|56VULN|7ZMB|8FEWX|aBEXP
866	12613 63121	   	150.93	ACR|2VULN|2DMG|1ZMB	1LIT|2DUST|3RCR|4aDMG|58VULN|6LWND|7ZMB|9CGEN
867	12613 63132	   	150.93	ACR|2VULN|2DMG|1ZMB	1LIT|2DUST|3RCR|49DMG|58VULN|6LWND|7ZMB|aBEXP
868	12616 43121	   	150.93	ACR|2VULN|2DMG|1ZMB	1LIT|2DUST|3RCR|4aDMG|5LHND|68VULN|7ZMB|9CGEN
869	12616 43132	   	150.93	ACR|2VULN|2DMG|1ZMB	1LIT|2DUST|3RCR|49DMG|5LHND|68VULN|7ZMB|aBEXP
870	14611 43121	   	150.93	ACR|2VULN|2DMG|1ZMB	1LIT|2BEXP|3RCR|4aDMG|5DUST|68VULN|7ZMB|9CGEN
871	14611 43132	   	150.93	ACR|2VULN|2DMG|1ZMB	1LIT|2aBEXP|3RCR|49DMG|5DUST|68VULN|7ZMB
872	14611 43133	   	150.93	ACR|2VULN|2DMG|1ZMB	1LIT|2BEXP|3RCR|49DMG|5DUST|68VULN|7ZMB|aLHND
873	15611 43121	   	150.93	ACR|2VULN|2DMG|1ZMB	1LIT|2FEWX|3RCR|4aDMG|5DUST|68VULN|7ZMB|9CGEN
874	15611 43132	   	150.93	ACR|2VULN|2DMG|1ZMB	1LIT|2FEWX|3RCR|49DMG|5DUST|68VULN|7ZMB|aBEXP
875	11611 43251	   	150.93	ACR|2VULN|2DMG|1ZMB	1LIT|2LHND|3RCR|4aDMG|5DUST|69VULN|7ZMB|8CGEN
876	11611 43351	   	150.93	ACR|2VULN|2DMG|1ZMB	1LIT|2LHND|3RCR|4aDMG|5DUST|69VULN|7ZMB|8MLV
877	11633 43131	   	150.93	ACR|2VULN|2DMG|1ZMB	1LIT|2LHND|3RCR|4DUST|58VULN|6MLV|7ZMB|9aDMG
878	12613 63251	   	150.93	ACR|2VULN|2DMG|1ZMB	1LIT|2DUST|3RCR|4aDMG|59VULN|6LWND|7ZMB|8CGEN
879	12613 63351	   	150.93	ACR|2VULN|2DMG|1ZMB	1LIT|2DUST|3RCR|4aDMG|59VULN|6LWND|7ZMB|8MLV
880	25151 63223	   	150.92	ACR|2VULN|1AART|2DUR|1ZMB	1DUST|28DUR|3CGEN|4RCR|5ZMB|6AART|7RCVC|9aVULN
881	26151 63223	   	150.92	ACR|2VULN|1AART|2DUR|1ZMB	1DUST|2CGEN|38DUR|4RCR|5ZMB|6AART|7RCVC|9aVULN
882	12663 33222	   	150.92	ACR|1AART|1VULN|1DMG|2CDMG	1LIT|26DUST|3RCR|46CDMG|5AART|6BPWR|7VULN|8RPLT|9DMG|aFEWX
883	12663 33223	   	150.92	ACR|1AART|1DMG|2CDMG|1VULN	1LIT|26DUST|3RCR|46CDMG|5AART|6BPWR|7VULN|8RPLT|9DMG|aLWND
884	23462 28344	   	150.92	DCR|2VULN|1AART|1CDMG|1ZMB	1DUST|2RCVC|37VULN|4MBVNT|5LWND|6AART|8RCR|9ZMB|aCDMG
885	24132 26164	   	150.91	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2ZMB|3DUR|4MBVNT|5aVULN|6DMG|7RCR|8CDMG|9ERES
886	24136 54231	   	150.91	DCR|2AART|1DMG|1CDMG|1ZMB|1DUR	1DUST|2ZMB|3DUR|4MBVNT|56AART|7RCR|8ERES|9CDMG|aDMG
887	24511 22631	 * 	150.89	ACR|2DMG|1AART|2ZMB|1CDMG	1DUST|28ZMB|3LWND|4LEGI|5RCR|6aDMG|7AART|9CDMG
888	62323 26233	   	150.87	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR|1SELL	1DUR|2LSRICY|3CDMG|4VULN|5ZMB|6SELL|7RCR|8aDMG|9TLV
889	62323 26243	   	150.87	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR|1SELL	1DUR|2LSRICY|3CDMG|4VULN|5ZMB|6SELL|7RCR|8aDMG|9ERES
890	65413 32212	   	150.87	ACR|2VULN|1AART|1CDMG|2DUR	1aDUR|2RCVC|36VULN|4CDMG|5RCR|7DUST|8RMIN|9AART
891	65613 21212	   	150.87	ACR|2VULN|1AART|1CDMG|2DUR	1aDUR|2RCVC|3DUST|4CDMG|5RCR|67VULN|8RMIN|9AART
892	12613 43233	   	150.85	ACR|2VULN|1DMG|2ZMB|1CDMG	1LIT|2DUST|3RCR|4DMG|56VULN|7aZMB|8CGEN|9CDMG
893	11614 32163	   	150.85	ACR|2VULN|1DMG|2ZMB|1CDMG	1LIT|2LHND|3RCR|4DMG|5CDMG|68VULN|7ERES|9aZMB
894	11612 22313	   	150.85	ACR|1AART|1VULN|1DMG|2ASPD|1DUR	1LIT|2LHND|3RCR|4DMG|59ASPD|6AART|7ERES|8DUR|aVULN
895	11611 43111	   	150.83	ACR|2VULN|2DMG|1ZMB	1LIT|2LHND|3RCR|4aDMG|5DUST|68VULN|7ZMB|9ERES
896	11611 43131	   	150.83	ACR|2VULN|2DMG|1ZMB	1LIT|2LHND|3RCR|49DMG|5aDUST|68VULN|7ZMB
897	11611 43135	   	150.83	ACR|2VULN|2DMG|1ZMB	1LIT|2LHND|3RCR|49DMG|5DUST|68VULN|7ZMB|aERES
898	11611 43136	   	150.83	ACR|2VULN|2DMG|1ZMB	1LIT|2LHND|3RCR|49DMG|5DUST|68VULN|7ZMB|aMBVNT
899	12612 43121	   	150.83	ACR|2VULN|2DMG|1ZMB	1LIT|2DUST|3RCR|4aDMG|5LEGI|68VULN|7ZMB|9CGEN
900	12612 43132	   	150.83	ACR|2VULN|2DMG|1ZMB	1LIT|2DUST|3RCR|49DMG|5LEGI|68VULN|7ZMB|aBEXP
901	12613 23355	   	150.83	ACR|2VULN|2DMG|1ZMB	16LIT|2DUST|3RCR|4aDMG|58VULN|7ZMB|9ERES
902	12613 43111	   	150.83	ACR|2VULN|2DMG|1ZMB	1LIT|2DUST|3RCR|4aDMG|56VULN|7ZMB|8FEWX|9ERES
903	12613 43131	   	150.83	ACR|2VULN|2DMG|1ZMB	1LIT|2aDUST|3RCR|49DMG|56VULN|7ZMB|8FEWX
904	12613 43135	   	150.83	ACR|2VULN|2DMG|1ZMB	1LIT|2DUST|3RCR|49DMG|56VULN|7ZMB|8FEWX|aERES
905	12613 43136	   	150.83	ACR|2VULN|2DMG|1ZMB	1LIT|2DUST|3RCR|49DMG|56VULN|7ZMB|8FEWX|aMBVNT
906	12613 43421	   	150.83	ACR|2VULN|2DMG|1ZMB	1LIT|2DUST|3RCR|4aDMG|56VULN|7ZMB|8MBVNT|9CGEN
907	12613 43432	   	150.83	ACR|2VULN|2DMG|1ZMB	1LIT|2DUST|3RCR|49DMG|56VULN|7ZMB|8MBVNT|aBEXP
908	12613 43434	   	150.83	ACR|2VULN|2DMG|1ZMB	1LIT|2DUST|3RCR|49DMG|56VULN|7ZMB|8MBVNT|aFEWX
909	12613 63111	   	150.83	ACR|2VULN|2DMG|1ZMB	1LIT|2DUST|3RCR|4aDMG|58VULN|6LWND|7ZMB|9ERES
910	12613 63131	   	150.83	ACR|2VULN|2DMG|1ZMB	1LIT|2aDUST|3RCR|49DMG|58VULN|6LWND|7ZMB
911	12613 63135	   	150.83	ACR|2VULN|2DMG|1ZMB	1LIT|2DUST|3RCR|49DMG|58VULN|6LWND|7ZMB|aERES
912	12613 63136	   	150.83	ACR|2VULN|2DMG|1ZMB	1LIT|2DUST|3RCR|49DMG|58VULN|6LWND|7ZMB|aMBVNT
913	12616 43111	   	150.83	ACR|2VULN|2DMG|1ZMB	1LIT|2DUST|3RCR|4aDMG|5LHND|68VULN|7ZMB|9ERES
914	12616 43131	   	150.83	ACR|2VULN|2DMG|1ZMB	1LIT|2aDUST|3RCR|49DMG|5LHND|68VULN|7ZMB
915	14611 43111	   	150.83	ACR|2VULN|2DMG|1ZMB	1LIT|2BEXP|3RCR|4aDMG|5DUST|68VULN|7ZMB|9ERES
916	14611 43131	   	150.83	ACR|2VULN|2DMG|1ZMB	1LIT|2BEXP|3RCR|49DMG|5aDUST|68VULN|7ZMB
917	15611 43111	   	150.83	ACR|2VULN|2DMG|1ZMB	1LIT|2FEWX|3RCR|4aDMG|5DUST|68VULN|7ZMB|9ERES
918	15611 43131	   	150.83	ACR|2VULN|2DMG|1ZMB	1LIT|2FEWX|3RCR|49DMG|5aDUST|68VULN|7ZMB
919	12612 43251	   	150.83	ACR|2VULN|2DMG|1ZMB	1LIT|2DUST|3RCR|4aDMG|5LEGI|69VULN|7ZMB|8CGEN
920	12612 43351	   	150.83	ACR|2VULN|2DMG|1ZMB	1LIT|2DUST|3RCR|4aDMG|5LEGI|69VULN|7ZMB|8MLV
921	12663 33226	   	150.82	ACR|1AART|1VULN|1DMG|2CDMG	1LIT|26DUST|3RCR|46CDMG|5AART|6BPWR|7VULN|8RPLT|9DMG|aLEGI
922	12663 33611	   	150.82	ACR|1AART|1VULN|1DMG|2CDMG	1LIT|268DUST|3RCR|46CDMG|5AART|6BPWR|7VULN|9BEXP|aDMG
923	23464 34353	   	150.80	DCR|2VULN|1AART|1DMG	1DUST|29RCVC|3aVULN|4MBVNT|5AART|6DMG|7RCR|8CGEN
924	11643 24111	   	150.79	ACR|2AART|2VULN|1ZMB|1SELL	1LIT|2LHND|3RCR|4SELL|57AART|6ZMB|8aVULN|9RPLT
925	16532 13333	   	150.76	DCR|2VULN|1AART|2CDMG|1ASPD	1LIT|29CDMG|3ERES|4aVULN|5ASPD|6RPLT|7RCR|8AART
926	21432 32551	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	15DUST|2LHND|3RPLT|4AART|6DMG|7aVULN|8RCR|9DUR
927	32112 62232	   	150.74	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	1RMIN|234DUR|5AART|6DMG|7CDMG|8VULN|9FEWX|aRCR
928	32112 62242	   	150.74	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	1RMIN|234DUR|5AART|6DMG|7CDMG|8VULN|9BEXP|aRCR
929	32112 62422	   	150.74	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	1RMIN|234DUR|5AART|6DMG|7CDMG|8LHND|9VULN|aRCR
930	32112 62652	   	150.74	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	18RMIN|234DUR|5AART|6DMG|7CDMG|9VULN|aRCR
931	32132 62232	   	150.74	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	1RMIN|234DUR|4BPWR|5AART|6DMG|7CDMG|8VULN|9FEWX|aRCR
932	32132 62242	   	150.74	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	1RMIN|234DUR|4BPWR|5AART|6DMG|7CDMG|8VULN|9BEXP|aRCR
933	32132 62422	   	150.74	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	1RMIN|234DUR|4BPWR|5AART|6DMG|7CDMG|8LHND|9VULN|aRCR
934	32132 62652	   	150.74	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	18RMIN|234DUR|4BPWR|5AART|6DMG|7CDMG|9VULN|aRCR
935	12612 43111	   	150.73	ACR|2VULN|2DMG|1ZMB	1LIT|2DUST|3RCR|4aDMG|5LEGI|68VULN|7ZMB|9ERES
936	12612 43131	   	150.73	ACR|2VULN|2DMG|1ZMB	1LIT|2aDUST|3RCR|49DMG|5LEGI|68VULN|7ZMB
937	12612 43135	   	150.73	ACR|2VULN|2DMG|1ZMB	1LIT|2DUST|3RCR|49DMG|5LEGI|68VULN|7ZMB|aERES
938	12612 43136	   	150.73	ACR|2VULN|2DMG|1ZMB	1LIT|2DUST|3RCR|49DMG|5LEGI|68VULN|7ZMB|aMBVNT
939	12613 43411	   	150.73	ACR|2VULN|2DMG|1ZMB	1LIT|2DUST|3RCR|4aDMG|56VULN|7ZMB|8MBVNT|9ERES
940	12613 43431	   	150.73	ACR|2VULN|2DMG|1ZMB	1LIT|2aDUST|3RCR|49DMG|56VULN|7ZMB|8MBVNT
941	12643 24111	   	150.69	ACR|2AART|2VULN|1ZMB|1SELL	1LIT|2DUST|3RCR|4SELL|57AART|6ZMB|8aVULN|9RPLT
942	16423 23144	 * 	150.66	DCR|2VULN|2DMG|1CDMG	19LIT|2CDMG|39DUST|4ERES|5MBVNT|6aDMG|7RCR|89VULN|9BPWR
943	32112 62212	   	150.64	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	1RMIN|234DUR|5AART|6DMG|7CDMG|8VULN|9DUST|aRCR
944	32132 62212	   	150.64	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	1RMIN|234DUR|4BPWR|5AART|6DMG|7CDMG|8VULN|9DUST|aRCR
945	16235 25133	   	150.63	DCR|2VULN|1AART|2CDMG|1ZMB	1LIT|29CDMG|3AART|4ERES|5ZMB|68VULN|7LWND|aRCR
946	32123 26215	   	150.63	DCR|1AART|1VULN|1DMG|3DUR|1ASPD	1RMIN|238DUR|4ASPD|5DMG|6AART|7RCR|9LIT|aVULN
947	33152 62631	   	150.59	ACR|1AART|1VULN|1DMG|2DUR|1ZMB	1RMIN|2LHND|3aDUR|4RCR|5VULN|6DMG|7AART|8ZMB|9AIRHEA
948	11621 24241	   	150.57	ACR|3VULN|1AART|1DUR	1LIT|25LHND|3RCR|4DUR|6AART|78aVULN|9BEXP
949	16235 22133	   	150.53	DCR|2VULN|1AART|2CDMG|1ZMB	1LIT|29CDMG|3AART|4ERES|5ZMB|68VULN|7DUST|aRCR
950	24132 26283	   	150.52	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DUST|2ZMB|3DUR|4MBVNT|5VULN|6DMG|7RCR|8CGEN|9AART|aASPD
951	61653 23132	 * 	150.49	ACR|1AART|1DMG|2CDMG|2DUR|1ZMB	18DUR|2LHND|358ERES|4RCR|68CDMG|7AART|8BPWR|9ZMB|aDMG
952	16211 41423	   	150.43	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|2CDMG|3AART|4RPLT|5RCVC|6ASPD|7FEWX|8RCR|9DMG|aVULN
953	16211 43423	   	150.43	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|2CDMG|3AART|4RPLT|5RCVC|6ASPD|7BEXP|8RCR|9DMG|aVULN
954	12314 34633	   	150.38	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2DUST|3CGEN|46VULN|5CDMG|7DMSP|8AART|9DMG|aRCR
955	16211 25531	   	150.37	DCR|1AART|1VULN|1DMG|1CDMG	1LIT|2CDMG|3AART|4RPLT|57RCVC|6RCR|8DMG|9CGEN|aVULN
956	16211 45231	   	150.36	DCR|2VULN|1AART|1CDMG|1ASPD	1LIT|2CDMG|3AART|4RPLT|5RCVC|6ASPD|7RCR|8aVULN|9BEXP
957	16243 21623	   	150.35	DCR|2VULN|1AART|1CDMG|2DUR	1LIT|2CDMG|3AART|4LSRHEA|56VULN|7aDUR|8RCR|9FEWX
958	16243 21633	   	150.35	DCR|2VULN|1AART|1CDMG|2DUR	1LIT|2CDMG|3AART|4LSRHEA|56VULN|79DUR|8RCR|aBEXP
959	21151 52531	   	150.33	ACR|2AART|1DMG|1CDMG|1ZMB|1DUR	1DUST|2LHND|3CGEN|4RCR|5ZMB|6DUR|78AART|9CDMG|aDMG
960	61151 12531	   	150.33	ACR|2AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2LHND|3CGEN|4RCR|5ZMB|6DUST|78AART|9CDMG|aDMG
961	61152 32611	   	150.31	ACR|2VULN|2AART|1DUR|1ASPD	1DUR|2LHND|3CGEN|4RCR|58VULN|6ASPD|7aAART|9MLV
962	12613 12531	   	150.30	ACR|3VULN|1DMG|1ZMB	1LIT|2DUST|3RCR|4DMG|578VULN|6BELT|9ZMB|aRCVC
963	32664 44484	   	150.26	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2DUR|3CGEN|4MBVNT|5AART|6aVULN|7BELT|8RCR|9DMG
964	31156 31621	 * 	150.26	DCR|3VULN|2DMG	1RMIN|2DLOT|3CGEN|46DMG|5ERES|79aVULN|8RCR
965	16211 15233	   	150.26	DCR|2VULN|1AART|1CDMG|1ASPD	1LIT|2CDMG|3AART|4RPLT|5RCVC|6TLV|7RCR|8aVULN|9ASPD
966	16211 45211	   	150.26	DCR|2VULN|1AART|1CDMG|1ASPD	1LIT|2CDMG|3AART|4RPLT|5RCVC|6ASPD|7RCR|8aVULN|9MBVNT
967	16243 21631	   	150.24	DCR|2VULN|1AART|1CDMG|2DUR	1LIT|2CDMG|3AART|4LSRHEA|56VULN|79DUR|8RCR|aMBVNT
968	16243 21632	   	150.24	DCR|2VULN|1AART|1CDMG|2DUR	1LIT|2CDMG|3AART|4LSRHEA|56VULN|79DUR|8RCR|aNUKE
969	21152 36312	   	150.22	ACR|4VULN|1CDMG|1ASPD	1DUST|2LHND|3CGEN|4RCR|589aVULN|6ASPD|7CDMG
970	11615 41111	   	150.22	ACR|1AART|1VULN|2CDMG|1DMG	1LIT|2LHND|3RCR|4DMG|5AIRHEA|6AART|7TLV|8VULN|9aCDMG
971	23412 22162	   	150.18	DCR|1AART|1VULN|2CDMG|1ZMB|1DUR	17DUST|2RCVC|3VULN|45CDMG|6RCR|8AART|9ZMB|aDUR
972	16213 31423	   	150.13	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|2CDMG|3AART|4RPLT|5ASPD|6RCVC|7FEWX|8RCR|9DMG|aVULN
973	16213 33423	   	150.13	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|2CDMG|3AART|4RPLT|5ASPD|6RCVC|7BEXP|8RCR|9DMG|aVULN
974	23464 34482	   	150.13	DCR|2AART|1VULN|1DMG|1ASPD	1DUST|2RCVC|3VULN|4MBVNT|5aAART|6DMG|7RCR|8ASPD|9BEXP
975	65113 26321	   	150.12	ACR|2VULN|1AART|1CDMG|2DUR|1SELL	17DUR|2RCVC|3LHND|4CDMG|5RCR|68VULN|9SELL|aAART
976	65413 33321	   	150.12	ACR|2VULN|1AART|1CDMG|2DUR|1SELL	17DUR|2RCVC|36VULN|4CDMG|5RCR|8LHND|9SELL|aAART
977	32613 36216	   	150.11	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1RMIN|2DUR|3CGEN|4CDMG|5RCR|6aVULN|7AART|8ASPD|9LWND
978	32613 36241	   	150.11	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1RMIN|2DUR|3CGEN|4CDMG|5RCR|6aVULN|7AART|8ASPD|9BELT
979	32613 36316	   	150.11	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1RMIN|2DUR|3CGEN|4CDMG|5RCR|6aVULN|7AART|8FEWX|9ASPD
980	61151 32533	   	150.09	ACR|1AART|1DMG|1VULN|2DUR|1ZMB	17DUR|2LHND|3CGEN|4RCR|5ZMB|6LIT|8AART|9DMG|aVULN
981	16211 55212	   	150.08	DCR|1AART|1VULN|2CDMG|1ZMB|1DUR	1LIT|29CDMG|3AART|4RPLT|5RCVC|6ZMB|7RCR|8VULN|aDUR
982	32452 61211	   	150.06	ACR|2VULN|2DMG|2DUR	1RMIN|29DUR|3LHND|4RCR|59VULN|6aDMG|7BEXP|89CGEN|9BPWR
983	32552 61211	   	150.06	ACR|2VULN|2DMG|2DUR	1RMIN|29DUR|3LWND|4RCR|59VULN|6aDMG|7BEXP|89CGEN|9BPWR
