0	Index      	 *	Score 	Summary	Detail	
1	23276 13336	 * 	188.31	DCR|3VULN|2DMG|1AART|1DUR	1DUR|2MBVNT|389VULN|4RPLT|5AART|6RCR|7aDMG
793	33441 12235	   	158.48	ACR|2VULN|1AART|1DMG|1ASPD	1RMIN|2RCR|39VULN|4AART|5CGEN|6RPLT|7LEGI|8ASPD|aDMG
794	33441 31122	   	158.48	ACR|2VULN|1AART|2CDMG|1ASPD	1RMIN|2RCR|38VULN|4AART|5CGEN|6BEXP|7ASPD|9aCDMG
795	33441 31132	   	158.48	ACR|2VULN|1AART|1DMG|1ASPD	1RMIN|2RCR|38VULN|4AART|5CGEN|6BEXP|7ASPD|9DUST|aDMG
796	33441 31152	   	158.48	ACR|2VULN|1AART|1DMG|1ASPD	1RMIN|2RCR|38VULN|4AART|5CGEN|6BEXP|7ASPD|9LEGI|aDMG
797	33441 34321	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2RCR|38VULN|4AART|5CGEN|6BEXP|7DUR|9DMG|aMBVNT
798	33441 34323	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2RCR|38VULN|4AART|5CGEN|6BEXP|7DUR|9DMG|aERES
799	33441 42221	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2RCR|38VULN|4AART|5CGEN|6DUR|7LHND|9DMG|aMBVNT
800	33441 42223	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2RCR|38VULN|4AART|5CGEN|6DUR|7LHND|9DMG|aERES
801	33441 43321	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2RCR|38VULN|4AART|5CGEN|6DUR|7BEXP|9DMG|aMBVNT
802	33441 43323	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2RCR|38VULN|4AART|5CGEN|6DUR|7BEXP|9DMG|aERES
803	33441 61122	   	158.48	ACR|2VULN|1AART|2CDMG|1ASPD	1RMIN|2RCR|38VULN|4AART|5CGEN|6LWND|7ASPD|9aCDMG
804	33441 61132	   	158.48	ACR|2VULN|1AART|1DMG|1ASPD	1RMIN|2RCR|38VULN|4AART|5CGEN|6LWND|7ASPD|9DUST|aDMG
805	33442 12431	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2RCR|38VULN|4AART|5LHND|6FEWX|7DUR|9DUST|aDMG
806	33442 36122	   	158.48	ACR|2DMG|1AART|1VULN|1DUR	1RMIN|2RCR|3VULN|4AART|5LHND|6DUR|7TLV|8DMSP|9aDMG
807	33513 34242	   	158.47	ACR|3DMG|1AART|2DUR	1RMIN|2RCR|3RCVC|48aDMG|58DUR|6AART|78LHND|8BPWR|9MLV
808	23327 11468	 * 	158.45	ACR|2DMG|1VULN|2CDMG|3DUR	14aDUR|2MBVNT|3RCR|5aDMG|6TLV|7VULN|8DMSP|9aCDMG|aBPWR
809	23327 12168	   	158.45	ACR|2DMG|1VULN|2CDMG|3DUR	14aDUR|2MBVNT|3RCR|5aDMG|6TLV|7RCVC|8VULN|9aCDMG|aBPWR
810	12522 22611	   	158.45	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1ERES|2CGEN|3AART|48DMG|5CDMG|6ZMB|7RCR|9BELT|aASPD
811	12522 22631	   	158.45	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1ERES|2CGEN|3AART|48DMG|5CDMG|6ZMB|7RCR|9DUR|aFEWX
812	12522 22632	   	158.45	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1ERES|2CGEN|3AART|48DMG|5CDMG|6ZMB|7RCR|9DUR|aBEXP
813	12522 22634	   	158.45	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1ERES|2CGEN|3AART|48DMG|5CDMG|6ZMB|7RCR|9DUR|aLHND
814	35522 22611	   	158.45	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1RMIN|2ERES|3AART|48DMG|5CDMG|6ZMB|7RCR|9BELT|aASPD
815	35522 22631	   	158.45	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1RMIN|2ERES|3AART|48DMG|5CDMG|6ZMB|7RCR|9DUR|aFEWX
816	35522 22632	   	158.45	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1RMIN|2ERES|3AART|48DMG|5CDMG|6ZMB|7RCR|9DUR|aBEXP
817	33313 51214	   	158.44	ACR|3VULN|1DMG|1ZMB|1ASPD	1RMIN|2RCR|3BEXP|4ZMB|5ASPD|6DMG|78aVULN|9CGEN
818	33313 51264	   	158.44	ACR|3VULN|1DMG|1ZMB|1ASPD	1RMIN|2RCR|3BEXP|4ZMB|5ASPD|6DMG|78aVULN|9MLV
819	33411 61142	   	158.44	ACR|3VULN|1DMG|1ZMB|1DUR	1RMIN|2RCR|378VULN|4ZMB|5DMSP|6DUR|9DMG|aCGEN
820	33411 61234	   	158.44	ACR|3VULN|1DMG|1ZMB|1DUR	1RMIN|2RCR|37aVULN|4ZMB|5DMSP|6DUR|8DMG|9LWND
821	33412 22253	   	158.44	ACR|3VULN|1DMG|1ZMB|1DUR	1RMIN|2RCR|39aVULN|4ZMB|5LIT|6DUR|7DMG|8CGEN
822	23382 41263	   	158.38	ACR|3VULN|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3RCR|4ERES|5DUST|67aVULN|8DMG|9CDMG
823	23332 64533	   	158.38	ACR|3VULN|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3RCR|4NUKE|5DUST|6DMG|7CDMG|89aVULN
824	33442 35311	   	158.38	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2RCR|38VULN|4AART|5LHND|6DUR|7DMG|9ERES|aMBVNT
825	33442 35313	   	158.38	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2RCR|38VULN|4AART|5LHND|6DUR|7DMG|9aERES
826	33441 25133	   	158.38	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2RCR|38VULN|4AART|5CGEN|6DMG|79DUST|aDUR
827	33442 36221	   	158.38	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2RCR|38VULN|4AART|5LHND|6DUR|7TLV|9DMG|aMBVNT
828	33442 36223	   	158.38	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2RCR|38VULN|4AART|5LHND|6DUR|7TLV|9DMG|aERES
829	33442 61122	   	158.38	ACR|2VULN|1AART|2CDMG|1ASPD	1RMIN|2RCR|38VULN|4AART|5LHND|6ERES|7ASPD|9aCDMG
830	33442 61132	   	158.38	ACR|2VULN|1AART|1DMG|1ASPD	1RMIN|2RCR|38VULN|4AART|5LHND|6ERES|7ASPD|9DUST|aDMG
831	23327 28831	   	158.38	ACR|2DMG|1AART|1VULN|2DUR	14DUR|2MBVNT|3RCR|5aDMG|6BEXP|7FEWX|8VULN|9AART
832	23341 21631	   	158.38	ACR|2DMG|1AART|1VULN|2DUR	18DUR|2MBVNT|3RCR|4FEWX|5BEXP|6aDMG|7VULN|9AART
833	23341 22833	   	158.38	ACR|2DMG|1AART|1VULN|2DUR	1aDUR|2MBVNT|3RCR|4FEWX|5BEXP|67DMG|8VULN|9AART
834	23341 23831	   	158.38	ACR|2DMG|1AART|1VULN|2DUR	17DUR|2MBVNT|3RCR|4FEWX|5BEXP|6aDMG|8VULN|9AART
835	23341 77631	   	158.38	ACR|2DMG|1AART|1VULN|2DUR	18DUR|2MBVNT|3RCR|4FEWX|5BEXP|6VULN|7aDMG|9AART
836	23342 22631	   	158.38	ACR|2DMG|1AART|1VULN|2DUR	18DUR|2MBVNT|3RCR|4FEWX|5VULN|6aDMG|7BEXP|9AART
837	23342 77631	   	158.38	ACR|2DMG|1AART|1VULN|2DUR	18DUR|2MBVNT|3RCR|4FEWX|5VULN|6BEXP|7aDMG|9AART
838	23327 71238	   	158.35	ACR|2DMG|1VULN|2CDMG|3DUR	14aDUR|2MBVNT|3RCR|5aDMG|69ERES|7VULN|8aCDMG|aBPWR
839	12522 22635	   	158.35	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1aERES|2CGEN|3AART|48DMG|5CDMG|6ZMB|7RCR|9DUR
840	33114 21236	   	158.34	ACR|3VULN|1DMG|1ZMB|1ASPD	15RMIN|2RCR|3ASPD|4DUST|679VULN|8DMG|aZMB
841	33126 21126	   	158.34	ACR|3VULN|1DMG|1ZMB|1ASPD	1RMIN|2RCR|3ASPD|4DMG|5ERES|678VULN|9CGEN|aZMB
842	33313 51224	   	158.34	ACR|3VULN|1DMG|1ZMB|1ASPD	1RMIN|2RCR|3BEXP|4ZMB|5ASPD|6DMG|78aVULN|9ERES
843	33353 52261	   	158.34	ACR|3DMG|1VULN|1ZMB|1ASPD	1RMIN|2RCR|3BEXP|46aDMG|5ASPD|7AIRHEL|8ZMB|9VULN
844	33411 61141	   	158.34	ACR|3VULN|1DMG|1ZMB|1DUR	1RMIN|2RCR|378VULN|4ZMB|5DMSP|6DUR|9DMG|aDUST
845	33411 61143	   	158.34	ACR|3VULN|1DMG|1ZMB|1DUR	1RMIN|2RCR|378VULN|4ZMB|5DMSP|6DUR|9DMG|aERES
846	33411 61214	   	158.34	ACR|3VULN|1DMG|1ZMB|1DUR	1RMIN|2RCR|37aVULN|4ZMB|5DMSP|6DUR|8DMG|9DUST
847	33333 34321	   	158.31	ACR|2AART|1VULN|1DMG|1CDMG|1SELL	1RMIN|2RCR|3BEXP|4SELL|57AART|6BELT|8VULN|9CDMG|aDMG
