0	Index      	 *	Score 	Summary	Detail	
1	22631 11414	 * 	183.33	ACR|3VULN|2DMG|1AART|1ASPD	1LWND|278VULN|3ASPD|4RCR|59DMG|6ERES|aAART
827	11312 26142	   	156.69	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4LWND|5RCR|6AART|8VULN|9MBVNT|aCGEN
828	11312 26143	   	156.69	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4LWND|5RCR|6AART|8VULN|9MBVNT|aFEWX
829	11312 26146	   	156.69	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4LWND|5RCR|6AART|8VULN|9MBVNT|aLIT
830	11312 26252	   	156.69	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4LWND|5RCR|6AART|8TLV|9DMSP|aVULN
831	11312 26514	   	156.69	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4LWND|5RCR|6AART|8FEWX|9ERES|aVULN
832	11312 26614	   	156.69	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4LWND|5RCR|6AART|8LHND|9ERES|aVULN
833	11312 26636	   	156.69	ACR|2DMG|1AART|2CDMG|1FLTHEA	1LSRREG|27DMG|39CDMG|4LWND|5RCR|6AART|8LHND|aFLTHEA
834	11322 26112	   	156.69	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4FEWX|5RCR|6AART|8VULN|9ERES|aLIT
835	11322 26113	   	156.69	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4FEWX|5RCR|6AART|8VULN|9ERES|aLWND
836	11322 26116	   	156.69	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4FEWX|5RCR|6AART|8VULN|9ERES|aDMSP
837	11322 26141	   	156.69	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4FEWX|5RCR|6AART|8VULN|9MBVNT|aMLV
838	11322 26142	   	156.69	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4FEWX|5RCR|6AART|8VULN|9MBVNT|aCGEN
839	11322 26143	   	156.69	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4FEWX|5RCR|6AART|8VULN|9MBVNT|aBELT
840	11322 26146	   	156.69	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4FEWX|5RCR|6AART|8VULN|9MBVNT|aLIT
841	11322 26165	   	156.69	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4FEWX|5RCR|6AART|8VULN|9BELT|aNUKE
842	11322 26166	   	156.69	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4FEWX|5RCR|6AART|8VULN|9BELT|aERES
843	11322 26264	   	156.69	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4FEWX|5RCR|6AART|8TLV|9LIT|aVULN
844	11322 26515	   	156.69	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4FEWX|5RCR|6AART|8BELT|9TLV|aVULN
845	11322 26614	   	156.69	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4FEWX|5RCR|6AART|8LHND|9ERES|aVULN
846	22631 42324	   	156.69	ACR|2VULN|1AART|1DMG|2ASPD	1LWND|28VULN|36ASPD|4RCR|5DMG|7MBVNT|9CGEN|aAART
847	22631 42334	   	156.69	ACR|2VULN|1AART|1DMG|2ASPD	1LWND|28VULN|36ASPD|4RCR|5DMG|7MBVNT|9MLV|aAART
848	22631 42624	 * 	156.69	ACR|2DMG|1AART|1VULN|2ASPD	1LWND|2VULN|36ASPD|4RCR|58DMG|7MBVNT|9CGEN|aAART
849	22631 42634	   	156.69	ACR|2DMG|1AART|1VULN|2ASPD	1LWND|2VULN|36ASPD|4RCR|58DMG|7MBVNT|9MLV|aAART
850	42231 51513	   	156.69	ACR|2VULN|1AART|1DMG|2ASPD	1ERES|27VULN|3FEWX|4RCR|58ASPD|6CGEN|9DMG|aAART
851	22331 11454	   	156.68	ACR|3VULN|1AART|1ZMB|1ASPD	1LWND|278VULN|3MLV|4RCR|5ASPD|6ERES|9ZMB|aAART
852	32331 11454	   	156.68	ACR|3VULN|1AART|1ZMB|1ASPD	1MLV|278VULN|3LWND|4RCR|5ASPD|6ERES|9ZMB|aAART
853	31133 21464	   	156.64	ACR|4VULN|1AART	1MLV|2RCVC|3789VULN|4RCR|5LWND|6LHND|aAART
854	22633 11412	   	156.64	ACR|4VULN|1DMG|1ASPD	1aLWND|2678VULN|3ASPD|4RCR|5DUST|9DMG
855	22633 11413	   	156.64	ACR|4VULN|1DMG|1ASPD	1LWND|2678VULN|3ASPD|4RCR|5DUST|9DMG|aLIT
856	22633 11414	   	156.64	ACR|4VULN|1DMG|1ASPD	1LWND|2678VULN|3ASPD|4RCR|5DUST|9DMG|aDMSP
857	22633 11443	   	156.64	ACR|4VULN|1DMG|1ASPD	19LWND|2678VULN|3ASPD|4RCR|5DUST|aDMG
858	22533 11416	   	156.64	ACR|4VULN|1DMG|1ASPD	1LWND|2678VULN|3RMIN|4RCR|5DUST|9DMG|aASPD
859	22631 11421	   	156.64	ACR|4VULN|1DMG|1ASPD	1LWND|278aVULN|3ASPD|4RCR|5DMG|6ERES|9LIT
860	22631 11442	   	156.64	ACR|4VULN|1DMG|1ASPD	1LWND|278aVULN|3ASPD|4RCR|5DMG|6ERES|9LHND
861	22631 32312	   	156.64	ACR|4VULN|1DMG|1ASPD	1LWND|278aVULN|3ASPD|4RCR|5DMG|6LHND|9TLV
862	22631 51432	   	156.64	ACR|4VULN|1DMG|1ASPD	1LWND|278aVULN|3ASPD|4RCR|5DMG|6CGEN|9DUST
863	22633 11135	   	156.64	ACR|4VULN|1DMG|1ASPD	1LWND|2679VULN|3ASPD|4RCR|5DUST|8RPLT|aDMG
864	22633 21463	   	156.64	ACR|4VULN|1DMG|1ASPD	1LWND|2789VULN|3ASPD|4RCR|5DUST|6DMSP|aDMG
865	22633 31463	   	156.64	ACR|4VULN|1DMG|1ASPD	16LWND|2789VULN|3ASPD|4RCR|5DUST|aDMG
866	22635 11411	   	156.64	ACR|4VULN|1DMG|1ASPD	1LWND|2678VULN|3ASPD|4RCR|5BEXP|9DMG|aDUST
867	24335 16333	   	156.64	ACR|4VULN|1DMG|1DUR	1LWND|2DUR|3TLV|4RCR|5BEXP|679aVULN|8DMG
868	24533 16333	   	156.64	ACR|4VULN|1DMG|1DUR	1LWND|2DUR|3RMIN|4RCR|5DUST|679aVULN|8DMG
869	11312 26242	   	156.59	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4LWND|5RCR|6AART|89TLV|aVULN
870	11322 26242	   	156.59	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4FEWX|5RCR|6AART|89TLV|aVULN
871	22631 42314	   	156.59	ACR|2VULN|1AART|1DMG|2ASPD	1LWND|28VULN|36ASPD|4RCR|5DMG|7MBVNT|9TLV|aAART
872	22631 42614	   	156.59	ACR|2DMG|1AART|1VULN|2ASPD	1LWND|2VULN|36ASPD|4RCR|58DMG|7MBVNT|9TLV|aAART
873	42313 45113	   	156.57	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1ERES|2VULN|3aAART|4RPLT|5CDMG|6DUR|7DMG|8LHND|9RCR
874	22633 11411	   	156.54	ACR|4VULN|1DMG|1ASPD	1LWND|2678VULN|3ASPD|4RCR|5aDUST|9DMG
875	22633 11415	   	156.54	ACR|4VULN|1DMG|1ASPD	1LWND|2678VULN|3ASPD|4RCR|5DUST|9DMG|aERES
876	42233 11413	   	156.54	ACR|4VULN|1DMG|1DUR	1ERES|2678VULN|3FEWX|4RCR|5DUST|9DMG|aDUR
877	22631 11432	   	156.54	ACR|4VULN|1DMG|1ASPD	1LWND|278aVULN|3ASPD|4RCR|5DMG|6ERES|9DUST
878	24333 16333	   	156.54	ACR|4VULN|1DMG|1DUR	1LWND|2DUR|3TLV|4RCR|5DUST|679aVULN|8DMG
879	22631 41234	   	156.52	ACR|1AART|1VULN|3ASPD|1DMG|1ZMB	1LWND|2VULN|367ASPD|4RCR|5DMG|8RMIN|9ZMB|aAART
880	11624 21314	   	156.50	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1LSRREG|2aDMG|3ASPD|4DUST|5DUR|6AART|7VULN|8RCR|9DMSP
881	42235 13216	   	156.47	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|26VULN|3FEWX|4RCR|5BEXP|7AART|8ZMB|9DUR|aCDMG
882	22333 26412	   	156.45	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|2aVULN|3MLV|4RCR|5DUST|6AART|7DMG|8TLV|9ZMB
883	32333 26412	   	156.45	ACR|2VULN|1AART|1DMG|1ZMB	1MLV|2aVULN|3LWND|4RCR|5DUST|6AART|7DMG|8TLV|9ZMB
884	42234 25112	   	156.45	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2aVULN|3FEWX|4RCR|5CGEN|6AART|7DMG|8LEGI|9ZMB
885	51131 55122	 * 	156.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	19CGEN|2RCVC|3VULN|4RCR|5CDMG|6aDUR|7DMG|8AART
886	11624 21334	   	156.40	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1LSRREG|2aDMG|3ASPD|49DUST|5DUR|6AART|7VULN|8RCR
887	42235 13362	   	156.39	ACR|2VULN|2AART|1DMG	1ERES|26VULN|3FEWX|4RCR|5BEXP|7aAART|8DMG|9RPLT
888	24631 32533	   	156.38	ACR|3VULN|1DMG|2ASPD|1DUR	18LWND|2DUR|38ASPD|4RCR|5DMG|6aLHND|789VULN|8BPWR
889	42233 13216	   	156.37	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|26VULN|3FEWX|4RCR|5DUST|7AART|8ZMB|9DUR|aCDMG
890	22633 11463	   	156.34	ACR|5VULN|1DUR|1ASPD	1LWND|26789VULN|3ASPD|4RCR|5DUST|aDUR
891	31134 12264	   	156.29	ACR|3VULN|1AART|1CDMG	16MLV|2RCVC|369VULN|4RCR|5RPLT|6BPWR|7CDMG|8LHND|aAART
892	22331 32564	   	156.28	ACR|3VULN|1DMG|1CDMG|1ASPD	1LWND|27aVULN|3MLV|4RCR|5ASPD|6LHND|8DMG|9CDMG
893	22631 32164	   	156.28	ACR|3VULN|1DMG|1CDMG|1ASPD	1LWND|27aVULN|3ASPD|4RCR|5DMG|6LHND|8RMIN|9CDMG
894	22631 32321	 * 	156.28	ACR|3VULN|1DMG|1FLTHEA|1ASPD	1LWND|278VULN|3ASPD|4RCR|5DMG|6LHND|9CGEN|aFLTHEA
895	22631 32331	   	156.28	ACR|3VULN|1DMG|1FLTHEA|1ASPD	1LWND|278VULN|3ASPD|4RCR|5DMG|6LHND|9MLV|aFLTHEA
896	22635 12135	   	156.28	ACR|3VULN|1DMG|1CDMG|1ASPD	1LWND|269VULN|3ASPD|4RCR|5BEXP|7FEWX|8CDMG|aDMG
897	32331 32564	   	156.28	ACR|3VULN|1DMG|1CDMG|1ASPD	1MLV|27aVULN|3LWND|4RCR|5ASPD|6LHND|8DMG|9CDMG
898	22631 35134	   	156.28	ACR|3VULN|1DMG|1CDMG|1ASPD	1LWND|29aVULN|3ASPD|4RCR|5DMG|6LHND|7MLV|8CDMG
899	24631 32531	   	156.28	ACR|3VULN|1DMG|2ASPD|1DUR	18LWND|2DUR|38ASPD|4RCR|5DMG|6LHND|789VULN|8BPWR|aMBVNT
900	11146 34243	   	156.28	DCR|2DMG|1AART|1VULN|1CDMG	1LSRREG|29DMG|3LIT|4FEWX|5MBVNT|6VULN|7RCR|8CDMG|aAART
901	11421 21344	   	156.28	DCR|2VULN|1AART|1DMG|1CDMG	1LSRREG|2DMG|3RMIN|4DUST|5LWND|6AART|7aVULN|8RCR|9CDMG
902	11626 21316	   	156.28	DCR|2VULN|1AART|1DMG|2ASPD	1aLSRREG|2DMG|3aASPD|4DUST|5FEWX|6AART|7aVULN|8RCR|9DMSP|aBPWR
903	21156 21342	   	156.28	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2BASHEA|3ERES|4DMG|5BEXP|6AART|7aVULN|8RCR|9CDMG
904	42332 63312	   	156.26	DCR|2VULN|1AART|1DMG|1DUR	1ERES|2aVULN|3AART|4FEWX|5DMSP|6RCR|7BEXP|8DMG|9DUR
905	31264 22418	   	156.20	DCR|2VULN|1AART|2DUR|1ZMB	1MLV|2RCVC|3AART|4ZMB|5MBVNT|6RCR|79DUR|8aVULN
906	31134 22264	   	156.19	ACR|3VULN|1AART|1CDMG	1MLV|2RCVC|369VULN|4RCR|5RPLT|7CDMG|8LHND|aAART
907	31532 46312	   	156.19	ACR|2VULN|1AART|1DMG|1DUR	1MLV|2RCVC|3BEXP|4RCR|5DUST|6AART|7aVULN|8DMG|9DUR
908	22631 11441	   	156.18	ACR|3VULN|1DMG|1FLTHEA|1ASPD	1LWND|278VULN|3ASPD|4RCR|5DMG|6ERES|9LHND|aFLTHEA
909	22631 32311	   	156.18	ACR|3VULN|1DMG|1FLTHEA|1ASPD	1LWND|278VULN|3ASPD|4RCR|5DMG|6LHND|9TLV|aFLTHEA
910	22631 34134	   	156.18	ACR|3VULN|1DMG|1CDMG|1ASPD	1LWND|29aVULN|3ASPD|4RCR|5DMG|6LHND|7TLV|8CDMG
911	22631 51431	   	156.18	ACR|3VULN|1DMG|1FLTHEA|1ASPD	1LWND|278VULN|3ASPD|4RCR|5DMG|6CGEN|9DUST|aFLTHEA
912	22633 12135	   	156.18	ACR|3VULN|1DMG|1CDMG|1ASPD	1LWND|269VULN|3ASPD|4RCR|5DUST|7FEWX|8CDMG|aDMG
913	22633 13135	   	156.18	ACR|3VULN|1DMG|1CDMG|1ASPD	1LWND|269VULN|3ASPD|4RCR|5DUST|7BEXP|8CDMG|aDMG
914	24335 16331	   	156.18	ACR|3VULN|1DMG|1CDMG|1DUR	1LWND|2DUR|3TLV|4RCR|5BEXP|679VULN|8DMG|aCDMG
915	24533 16331	   	156.18	ACR|3VULN|1DMG|1CDMG|1DUR	1LWND|2DUR|3RMIN|4RCR|5DUST|679VULN|8DMG|aCDMG
916	11626 21336	   	156.18	DCR|2VULN|1AART|1DMG|2ASPD	1aLSRREG|2DMG|3aASPD|49DUST|5FEWX|6AART|7aVULN|8RCR|aBPWR
917	13432 35322	 * 	156.17	DCR|3VULN|1AART|1FLTHEA	1LSRREG|2DMSP|39aVULN|48LIT|5FLTHEA|6RCR|7AART
918	33523 23424	   	156.16	DCR|2VULN|1AART|1DMG|1ASPD	1MLV|2NUKE|3AART|4ERES|5ASPD|6RCR|7FEWX|8aVULN|9DMG
919	42332 62312	   	156.16	DCR|2VULN|1AART|1DMG|1DUR	1ERES|2aVULN|3AART|4FEWX|5DMSP|6RCR|7LEGI|8DMG|9DUR
920	31131 35364	   	156.09	ACR|3VULN|1AART|1CDMG	1MLV|2RCVC|389VULN|4RCR|5CDMG|6LEGI|7RPLT|aAART
921	22631 11431	   	156.08	ACR|3VULN|1DMG|1FLTHEA|1ASPD	1LWND|278VULN|3ASPD|4RCR|5DMG|6ERES|9DUST|aFLTHEA
922	24333 16135	   	156.08	ACR|3VULN|1DMG|1CDMG|1DUR	1LWND|2DUR|3TLV|4RCR|5DUST|679VULN|8CDMG|aDMG
923	24333 16331	   	156.08	ACR|3VULN|1DMG|1CDMG|1DUR	1LWND|2DUR|3TLV|4RCR|5DUST|679VULN|8DMG|aCDMG
924	24631 42333	   	156.08	ACR|3VULN|1DMG|2ASPD|1DUR	1LWND|2DUR|36ASPD|4RCR|5DMG|7MBVNT|89aVULN
925	42361 63223	   	156.06	DCR|2VULN|1AART|1DMG|1DUR	158ERES|24VULN|3AART|6RCR|7DMG|9FEWX|aDUR
926	24631 22532	 * 	156.04	ACR|3VULN|1AART|1DMG|2ASPD|1DUR|1MSE	18LWND|2DUR|38ASPD|4RCR|5DMG|6MSE|789VULN|8BPWR|aAART
927	11341 21542	   	156.02	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1LSRREG|2DMG|3CDMG|45DUR|6ZMB|7RMIN|8AART|9VULN|aRCR
928	23554 21212	   	155.98	DCR|2VULN|1AART|1DMG|1CDMG	125LWND|3AART|45VULN|5BPWR|6LHND|7BEXP|8CDMG|9RCR|aDMG
929	23554 23212	   	155.98	DCR|2VULN|1AART|1DMG|1CDMG	125LWND|3AART|45VULN|5BPWR|6LHND|7FEWX|8CDMG|9RCR|aDMG
930	42322 31324	   	155.97	DCR|2AART|2VULN|1DMG	1ERES|29VULN|35AART|4LHND|6RMIN|7CGEN|8RCR|aDMG
931	11341 36531	   	155.96	DCR|2DMG|1AART|2CDMG|2DUR	1LSRREG|2aDMG|36CDMG|45DUR|7RCR|8AART|9TLV
932	42235 13221	   	155.95	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|26VULN|3FEWX|4RCR|5aBEXP|7AART|8ZMB|9DMG
933	42235 13222	   	155.95	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|26VULN|3FEWX|4RCR|5BEXP|7AART|8ZMB|9DMG|aMGNSTR
934	42235 13225	   	155.95	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|26VULN|3FEWX|4RCR|5BEXP|7AART|8ZMB|9DMG|aRMIN
935	42235 23224	   	155.95	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2aVULN|3FEWX|4RCR|5BEXP|6DMSP|7AART|8ZMB|9DMG
936	14312 26321	   	155.90	ACR|2DMG|1AART|1CDMG|2DUR|1ASPD	1LSRREG|2ASPD|3CDMG|4LWND|5RCR|6AART|78DMG|9aDUR
937	14312 26241	   	155.90	ACR|2DMG|1AART|1CDMG|2DUR|1ASPD	1LSRREG|2ASPD|3CDMG|4LWND|5RCR|6AART|79DMG|8aDUR
938	23554 22212	   	155.88	DCR|2VULN|1AART|1DMG|1CDMG	125LWND|3AART|45VULN|5BPWR|6LHND|7LEGI|8CDMG|9RCR|aDMG
939	11154 32341	   	155.87	DCR|3VULN|1DMG|1CDMG|1ASPD	1aLSRREG|2DMG|3aLIT|4DMSP|5CDMG|6ASPD|7RCR|89aVULN|aBPWR
940	42233 13221	   	155.85	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|26VULN|3FEWX|4RCR|5DUST|7AART|8ZMB|9DMG|aBEXP
941	42233 13223	   	155.85	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|26VULN|3FEWX|4RCR|5DUST|7AART|8ZMB|9DMG|aLHND
942	42233 13225	   	155.85	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|26VULN|3FEWX|4RCR|5DUST|7AART|8ZMB|9DMG|aRMIN
943	42233 23224	   	155.85	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2aVULN|3FEWX|4RCR|5DUST|6DMSP|7AART|8ZMB|9DMG
944	42235 13223	   	155.85	ACR|2VULN|1AART|1DMG|1ZMB	1aERES|26VULN|3FEWX|4RCR|5BEXP|7AART|8ZMB|9DMG
945	42313 15112	   	155.78	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2aVULN|3AART|4RPLT|5CDMG|6BEXP|7DMG|8LHND|9RCR
946	42313 15612	   	155.78	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2aVULN|3AART|4RPLT|5CDMG|6BEXP|7DMG|8FEWX|9RCR
947	42313 35612	   	155.78	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2aVULN|3AART|4RPLT|5CDMG|6LWND|7DMG|8FEWX|9RCR
948	42313 55112	   	155.78	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2aVULN|3AART|4RPLT|5CDMG|6FEWX|7DMG|8LHND|9RCR
949	11614 21315	 * 	155.76	DCR|2AART|1DMG|1VULN|2DUR|1ASPD	1LSRREG|2DMG|3ASPD|4LWND|5aDUR|69AART|7VULN|8RCR
950	42132 53224	   	155.75	ACR|2VULN|1AART|1DMG|1ZMB	13ERES|2aVULN|4RCR|5DUST|6FEWX|7AART|8ZMB|9DMG
951	42233 13222	   	155.75	ACR|2VULN|1AART|1DMG|1ZMB	1aERES|26VULN|3FEWX|4RCR|5DUST|7AART|8ZMB|9DMG
952	42233 63224	   	155.75	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2aVULN|3FEWX|4RCR|56DUST|7AART|8ZMB|9DMG
953	22425 61133	   	155.74	DCR|2AART|1VULN|1DMG|1CDMG	14LWND|2VULN|3RPLT|5aAART|6RCR|7FEWX|8CDMG|9DMG
954	62115 61133	   	155.74	DCR|2AART|1VULN|1DMG|1CDMG	1RPLT|24LHND|3VULN|5aAART|6RCR|7FEWX|8CDMG|9DMG
955	62125 61133	   	155.74	DCR|2AART|1VULN|1DMG|1CDMG	14RPLT|2LHND|3VULN|5aAART|6RCR|7FEWX|8CDMG|9DMG
956	62162 22374	   	155.73	DCR|4VULN|1DMG|1CDMG	1RPLT|2LHND|3469VULN|5DMG|7CDMG|8MBVNT|aRCR
957	22331 41143	 * 	155.69	ACR|2VULN|2AART|3ASPD	1LWND|29VULN|3MLV|4RCR|567ASPD|8aAART
958	32331 41143	   	155.69	ACR|2VULN|2AART|3ASPD	1MLV|29VULN|3LWND|4RCR|567ASPD|8aAART
959	45312 15112	   	155.68	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2LHND|3AART|4RPLT|5aVULN|6CDMG|7DMG|8LEGI|9RCR
960	42311 15112	   	155.68	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2aVULN|3AART|4RPLT|5DUST|6CDMG|7DMG|8LHND|9RCR
961	42311 15612	   	155.68	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2aVULN|3AART|4RPLT|5DUST|6CDMG|7DMG|8FEWX|9RCR
962	42313 35112	   	155.68	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2aVULN|3AART|4RPLT|5CDMG|6LWND|7DMG|8LEGI|9RCR
963	31155 32361	   	155.67	DCR|2VULN|1AART|2ZMB|1CDMG	1MLV|2RCVC|35VULN|45ZMB|5BPWR|6FEWX|7RCR|8CDMG|9AART|aLWND
964	31155 32363	   	155.67	DCR|2VULN|1AART|2ZMB|1CDMG	1MLV|2RCVC|35VULN|45ZMB|5BPWR|6FEWX|7RCR|8CDMG|9AART|aLHND
965	42231 54312	   	155.67	ACR|2VULN|2DMG|1ZMB|1ASPD	1ERES|2aVULN|3FEWX|4RCR|5ASPD|6aCGEN|7ZMB|8BELT|9aDMG|aBPWR
966	31223 66334	   	155.66	DCR|3VULN|1AART|1DUR	1MLV|2RCVC|3AART|4FEWX|5LWND|6RCR|78aVULN|9DUR
967	31132 53312	   	155.59	ACR|2VULN|1AART|1DMG|1DUR	1MLV|2RCVC|3aVULN|4RCR|5DUST|6FEWX|7AART|8DMG|9DUR
968	51132 53312	   	155.59	ACR|2VULN|1AART|1DMG|1DUR	1CGEN|2RCVC|3aVULN|4RCR|5DUST|6FEWX|7AART|8DMG|9DUR
969	42322 25215	   	155.58	DCR|2AART|2VULN|1DMG	1ERES|26VULN|35AART|467LHND|6BPWR|8RCVC|9RCR|aDMG
970	22631 32223	   	155.57	ACR|2VULN|2DMG|1ZMB|1ASPD	1LWND|27VULN|3ASPD|4RCR|5aDMG|6LHND|8ZMB|9LIT
971	22631 54313	   	155.57	ACR|2VULN|2DMG|1ZMB|1ASPD	1LWND|2aVULN|3ASPD|4RCR|59DMG|6CGEN|7ZMB|8BELT
972	42322 25512	   	155.55	DCR|3AART|2VULN|1DMG	1ERES|26VULN|359AART|467LHND|6BPWR|8DMG|aRCR
973	31261 11341	   	155.52	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1MLV|2RCVC|3AART|4ZMB|5VULN|6BASICY|7DUR|8RCR|9DMG|aASPD
974	51261 11341	   	155.52	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1CGEN|2RCVC|3AART|4ZMB|5VULN|6BASICY|7DUR|8RCR|9DMG|aASPD
975	14123 23244	   	155.50	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1LSRREG|2ASPD|3LIT|4DUR|5DMG|679VULN|8CDMG|aRCR
976	41132 53312	   	155.49	ACR|2VULN|1AART|1DMG|1DUR	1ERES|2RCVC|3aVULN|4RCR|5DUST|6FEWX|7AART|8DMG|9DUR
977	22631 11255	   	155.47	ACR|2VULN|2DMG|1ZMB|1ASPD	1LWND|27VULN|3ASPD|4RCR|5aDMG|6ERES|8FEWX|9ZMB
978	22631 14313	   	155.47	ACR|2VULN|2DMG|1ZMB|1ASPD	1LWND|2aVULN|3ASPD|4RCR|59DMG|6ERES|7ZMB|8BELT
979	22631 14522	   	155.47	ACR|2VULN|2DMG|1ZMB|1ASPD	1LWND|2aVULN|3ASPD|4RCR|58DMG|6ERES|7ZMB|9CGEN
980	22631 14532	   	155.47	ACR|2VULN|2DMG|1ZMB|1ASPD	1LWND|2aVULN|3ASPD|4RCR|58DMG|6ERES|7ZMB|9MLV
981	32111 13162	   	155.45	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|29VULN|3ERES|4ZMB|5CDMG|6RMIN|7RCR|8AART|aDUR
982	52111 13162	   	155.45	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|29VULN|3ERES|4ZMB|5CDMG|6RMIN|7RCR|8AART|aDUR
983	11362 32224	   	155.45	ACR|2DMG|1VULN|2CDMG|1ZMB|1DUR	1LSRREG|26DMG|3aCDMG|4BEXP|5RCR|7ZMB|8DUR|9VULN
984	42322 23212	   	155.45	DCR|3AART|2VULN|1DMG	18ERES|26VULN|359AART|46LHND|6BPWR|7DMG|aRCR
985	45362 23212	   	155.45	DCR|3AART|2VULN|1DMG	18ERES|26LHND|359AART|46VULN|6BPWR|7DMG|aRCR
986	41261 11341	   	155.42	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ERES|2RCVC|3AART|4ZMB|5VULN|6BASICY|7DUR|8RCR|9DMG|aASPD
987	31264 23448	   	155.42	DCR|2AART|2VULN|1ZMB	1MLV|2RCVC|39AART|4ZMB|5MBVNT|6RCR|7FEWX|8aVULN
988	31264 24448	   	155.42	DCR|2AART|2VULN|1ZMB	1MLV|2RCVC|39AART|4ZMB|5MBVNT|6RCR|7BEXP|8aVULN
989	22631 14512	   	155.37	ACR|2VULN|2DMG|1ZMB|1ASPD	1LWND|2aVULN|3ASPD|4RCR|58DMG|6ERES|7ZMB|9TLV
990	42235 35122	   	155.35	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2aVULN|3FEWX|4RCR|5BEXP|6LWND|7ZMB|8AART|9DMG
991	31131 51154	   	155.34	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1MLV|2RCVC|3VULN|4RCR|5CDMG|6ZMB|79DMG|8LIT|aDUR
992	31131 24214	   	155.34	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2RCVC|3aVULN|4RCR|5CDMG|6LWND|7DUR|8ZMB|9DMG
993	31131 24215	   	155.34	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1MLV|2RCVC|3VULN|4RCR|5CDMG|6LWND|7DUR|8ZMB|9aDMG
994	31131 52114	   	155.34	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2RCVC|3aVULN|4RCR|5CDMG|6ZMB|7LWND|8DUR|9DMG
