0	Index      	 *	Score 	Summary	Detail	
1	12122 44351	 * 	206.07	ACR|3VULN|2DMG|1AART|2ASPD|2DUR	16aVULN|2aDMG|3RCR|49DUR|5LWND|7aASPD|8AART|aBPWR
817	21112 12135	   	178.54	ACR|2VULN|2DMG|1AART|1ZMB	1aDMG|2LWND|3RCR|4RCVC|5aVULN|6MLV|7ZMB|8AART|9aTLV|aBPWR
818	12122 12215	   	178.53	ACR|4VULN|2DMG|1DUR	178aVULN|28DMG|3RCR|4DUR|5LWND|68CGEN|8BPWR|9RCVC
819	12136 12215	   	178.53	ACR|4VULN|2DMG|1DUR	178aVULN|28DMG|3RCR|4LHND|5DUR|68CGEN|8BPWR|9RCVC
820	13122 46215	   	178.53	ACR|4VULN|2DMG|1DUR	168aVULN|28CGEN|3RCR|4DUR|5LWND|78DMG|8BPWR|9RCVC
821	24122 12215	   	178.53	ACR|4VULN|2DMG|1DUR	18DMG|278aVULN|3RCR|4DUR|5LWND|68CGEN|8BPWR|9RCVC
822	24136 12215	   	178.53	ACR|4VULN|2DMG|1DUR	18DMG|278aVULN|3RCR|4LHND|5DUR|68CGEN|8BPWR|9RCVC
823	21213 52411	   	178.47	DCR|2VULN|2DMG|1AART|2ASPD	17DMG|2LWND|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8FEWX|9AART|aRCVC
824	21213 52611	   	178.47	DCR|2VULN|2DMG|1AART|2ASPD	17DMG|2LWND|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8BEXP|9AART|aRCVC
825	32115 33441	 * 	178.44	ACR|2VULN|3ZMB|1AART|1DMG	1aFEWX|2DMG|3RCR|4RCVC|59aZMB|6aVULN|7MBVNT|8AART|aBPWR
826	12132 23146	   	178.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	19VULN|2DMG|3RCR|4LHND|5LWND|6ASPD|7CDMG|8AART|aZMB
827	12132 23156	   	178.44	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1VULN|29DMG|3RCR|4LHND|5LWND|6ASPD|7CDMG|8AART|aZMB
828	24132 23146	   	178.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1DMG|29VULN|3RCR|4LHND|5LWND|6ASPD|7CDMG|8AART|aZMB
829	24132 23156	   	178.44	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	19DMG|2VULN|3RCR|4LHND|5LWND|6ASPD|7CDMG|8AART|aZMB
830	12136 42263	   	178.38	ACR|3VULN|3DMG|1DUR	168VULN|28aDMG|3RCR|4LHND|5DUR|78MLV|8BPWR|9DUST
831	12253 52411	   	178.37	DCR|2VULN|2DMG|1AART|2ASPD	17VULN|27DMG|3RPLT|4LEGI|57ASPD|6RCR|7BPWR|8FEWX|9AART|aRCVC
832	12253 52611	   	178.37	DCR|2VULN|2DMG|1AART|2ASPD	17VULN|27DMG|3RPLT|4LEGI|57ASPD|6RCR|7BPWR|8BEXP|9AART|aRCVC
833	26213 52411	   	178.37	DCR|2VULN|2DMG|1AART|2ASPD	17DMG|2LEGI|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8FEWX|9AART|aRCVC
834	26213 52611	   	178.37	DCR|2VULN|2DMG|1AART|2ASPD	17DMG|2LEGI|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8BEXP|9AART|aRCVC
835	21142 11552	   	178.37	ACR|2VULN|2DMG|1AART|2DUR	18DMG|2LWND|3RCR|4ERES|5AART|69DUR|7aVULN
836	52123 61261	   	178.34	ACR|2VULN|1AART|1DMG|3DUR|2ASPD	14aDUR|2DMG|3RCR|5AART|6aASPD|7BEXP|8DUST|9aVULN|aBPWR
837	23112 42151	   	178.34	ACR|2DMG|1AART|1VULN|2ZMB|2DUR	1aDMG|2DUST|3RCR|4RCVC|5aDUR|6AART|7VULN|8LHND|9aZMB|aBPWR
838	23112 42451	   	178.34	ACR|2DMG|1AART|1VULN|2ZMB|2DUR	1aDMG|2DUST|3RCR|4RCVC|5aDUR|6AART|7VULN|8BEXP|9aZMB|aBPWR
839	12122 33146	   	178.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	19VULN|2DMG|3RCR|4DUR|5LWND|6TLV|7CDMG|8AART|aZMB
840	12122 33156	   	178.34	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|29DMG|3RCR|4DUR|5LWND|6TLV|7CDMG|8AART|aZMB
841	12136 33146	   	178.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	19VULN|2DMG|3RCR|4LHND|5DUR|6TLV|7CDMG|8AART|aZMB
842	12136 33156	   	178.34	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|29DMG|3RCR|4LHND|5DUR|6TLV|7CDMG|8AART|aZMB
843	24122 33146	   	178.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMG|29VULN|3RCR|4DUR|5LWND|6TLV|7CDMG|8AART|aZMB
844	24122 33156	   	178.34	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	19DMG|2VULN|3RCR|4DUR|5LWND|6TLV|7CDMG|8AART|aZMB
845	12135 63111	   	178.33	ACR|2VULN|2DMG|1CDMG|1FLTHEA|1ZMB	1aVULN|27DMG|3RCR|4LHND|5CDMG|6LWND|8ZMB|9FLTHEA
846	24135 63111	   	178.33	ACR|2VULN|2DMG|1CDMG|1FLTHEA|1ZMB	17DMG|2aVULN|3RCR|4LHND|5CDMG|6LWND|8ZMB|9FLTHEA
847	12122 44335	   	178.31	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	16VULN|2aDMG|3RCR|4DUR|5LWND|7ASPD|8AART|9LHND
848	52112 22551	   	178.30	ACR|3DMG|2VULN|1ZMB|1DUR	1DUR|268DMG|3RCR|49RCVC|56VULN|6BPWR|7MLV|aZMB
849	12142 41261	   	178.30	ACR|4VULN|1AART|1DMG	179aVULN|2DMG|3RCR|4ERES|5AART|6FEWX|8RMIN
850	52122 23345	 * 	178.27	ACR|2VULN|2DMG|3CDMG|2DUR	14DUR|26DMG|3RCR|56VULN|6BPWR|78aCDMG|9BASICY
851	12142 21261	   	178.20	ACR|4VULN|1AART|1DMG	179aVULN|2DMG|3RCR|4ERES|5AART|6DUST|8RMIN
852	12142 21661	   	178.20	ACR|4VULN|1AART|1DMG	179aVULN|2DMG|3RCR|4ERES|5AART|6DUST|8CGEN
853	24142 21261	   	178.20	ACR|4VULN|1AART|1DMG	1DMG|279aVULN|3RCR|4ERES|5AART|6DUST|8RMIN
854	12125 21342	   	178.19	ACR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1VULN|2DMG|3RCR|46DUR|5CDMG|7aAART|8ZMB|9LWND
855	24125 21342	   	178.19	ACR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1DMG|2VULN|3RCR|46DUR|5CDMG|7aAART|8ZMB|9LWND
856	52213 52413	   	178.12	DCR|2VULN|1AART|3ASPD|1DMG|2DUR	17DUR|2DMG|3RPLT|47VULN|57aASPD|6RCR|7BPWR|8FEWX|9AART
857	52213 52613	   	178.12	DCR|2VULN|1AART|3ASPD|1DMG|2DUR	17DUR|2DMG|3RPLT|47VULN|57aASPD|6RCR|7BPWR|8BEXP|9AART
858	16132 13145	   	178.08	DCR|4VULN|1AART|1DMG|1ZMB	1234VULN|2BPWR|5ERES|6DMG|7AART|8LIT|9ZMB|aRCR
859	12142 12242	   	178.08	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	189VULN|2DMG|3RCR|4ERES|5AART|6DUR|7RPLT|aASPD
860	24142 12242	   	178.08	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DMG|289VULN|3RCR|4ERES|5AART|6DUR|7RPLT|aASPD
861	12241 35263	 * 	178.06	DCR|2VULN|2DMG|2AART|1ZMB	14VULN|28DMG|3RPLT|5DMSP|69AART|7ZMB|aRCR
862	52112 25522	   	178.06	ACR|3DMG|2VULN|2DUR|1ASPD	19DUR|268DMG|3RCR|4RCVC|56VULN|6BPWR|7ASPD|aBEXP
863	24126 21122	   	178.05	ACR|3VULN|1AART|1DMG|3DUR	1DMG|268VULN|3RCR|456DUR|6BPWR|7FEWX|9AART|aLHND
864	24126 21123	   	178.05	ACR|3VULN|1AART|1DMG|3DUR	1DMG|268VULN|3RCR|456DUR|6BPWR|7FEWX|9AART|aLIT
865	24126 21124	   	178.05	ACR|3VULN|1AART|1DMG|3DUR	1DMG|268VULN|3RCR|456DUR|6BPWR|7FEWX|9AART|aCGEN
866	24126 21125	   	178.05	ACR|3VULN|1AART|1DMG|3DUR	1DMG|268VULN|3RCR|456DUR|6BPWR|7FEWX|9AART|aDMSP
867	21213 52114	   	178.01	DCR|2VULN|2DMG|2ASPD|1FLTHEA|1ZMB	17DMG|2LWND|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8DMSP|9FLTHEA|aZMB
868	16131 51326	   	178.01	DCR|5VULN|1DMG|1CDMG|1SELL	12349VULN|2BPWR|5SELL|6RCR|7LHND|8CDMG|aDMG
869	12142 11311	   	177.98	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	17aVULN|2DMG|3RCR|48ERES|5AART|6DUR|9ASPD
870	24142 11311	   	177.98	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DMG|27aVULN|3RCR|48ERES|5AART|6DUR|9ASPD
871	32126 41231	   	177.97	ACR|2VULN|2DMG|1AART|2DUR	1aFEWX|2aDMG|3RCR|45DUR|6AART|7RMIN|8DUST|9aVULN|aBPWR
872	12253 52114	   	177.91	DCR|2VULN|2DMG|2ASPD|1FLTHEA|1ZMB	17VULN|27DMG|3RPLT|4LEGI|57ASPD|6RCR|7BPWR|8DMSP|9FLTHEA|aZMB
873	26213 52114	   	177.91	DCR|2VULN|2DMG|2ASPD|1FLTHEA|1ZMB	17DMG|2LEGI|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8DMSP|9FLTHEA|aZMB
874	12115 35533	   	177.90	ACR|3DMG|2VULN|1ZMB|1DUR	16VULN|289DMG|3RCR|4aRCVC|5ZMB|7DUR
875	52122 23652	   	177.87	ACR|2VULN|2DMG|1AART|1CDMG|2DUR|1ZMB|1MSE	14DUR|26DMG|3RCR|56VULN|6BPWR|7CDMG|8AART|9ZMB|aMSE
876	12142 36261	   	177.85	ACR|3VULN|1AART|1DMG|1CDMG	189VULN|2DMG|3RCR|4ERES|5AART|6LWND|7CDMG|aBEXP
877	12142 36263	   	177.85	ACR|3VULN|1AART|1DMG|1CDMG	189VULN|2DMG|3RCR|4ERES|5AART|6LWND|7CDMG|aCGEN
878	12125 32413	   	177.84	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2aDMG|3RCR|4DUR|5CDMG|6LHND|7ZMB|8BEXP|9AART
879	12125 32613	   	177.84	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2aDMG|3RCR|4DUR|5CDMG|6LHND|7ZMB|8FEWX|9AART
880	12125 62413	   	177.84	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2aDMG|3RCR|4DUR|5CDMG|6LWND|7ZMB|8BEXP|9AART
881	12125 62613	   	177.84	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2aDMG|3RCR|4DUR|5CDMG|6LWND|7ZMB|8FEWX|9AART
882	12135 22413	   	177.84	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2aDMG|3RCR|4LHND|5CDMG|6DUR|7ZMB|8BEXP|9AART
883	12135 22613	   	177.84	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2aDMG|3RCR|4LHND|5CDMG|6DUR|7ZMB|8FEWX|9AART
884	24125 32413	   	177.84	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1aDMG|2VULN|3RCR|4DUR|5CDMG|6LHND|7ZMB|8BEXP|9AART
885	24125 32613	   	177.84	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1aDMG|2VULN|3RCR|4DUR|5CDMG|6LHND|7ZMB|8FEWX|9AART
886	24135 22413	   	177.84	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1aDMG|2VULN|3RCR|4LHND|5CDMG|6DUR|7ZMB|8BEXP|9AART
887	24135 22613	   	177.84	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1aDMG|2VULN|3RCR|4LHND|5CDMG|6DUR|7ZMB|8FEWX|9AART
888	52112 25523	   	177.81	ACR|3DMG|2VULN|2DUR|1ASPD|1SELL	19DUR|268DMG|3RCR|4RCVC|56VULN|6BPWR|7ASPD|aSELL
889	12623 15512	   	177.81	DCR|4VULN|2DMG|1ZMB|1DUR	1478VULN|27DMG|3ZMB|5DUST|67MGNLIT|7BPWR|9DUR|aRCR
890	13612 13311	   	177.77	DCR|4VULN|1AART|1CDMG|1ZMB	1679VULN|2CGEN|3ZMB|4LIT|5AART|8RCR|aCDMG
891	44612 13311	   	177.77	DCR|4VULN|1AART|1CDMG|1ZMB	1CGEN|2679VULN|3ZMB|4LIT|5AART|8RCR|aCDMG
892	21112 26243	   	177.75	ACR|3VULN|2AART|1DMG	1DMG|26aLWND|3RCR|4RCVC|569VULN|6BPWR|78AART
893	21112 26245	   	177.75	ACR|3VULN|2AART|1DMG	1DMG|26LWND|3RCR|4RCVC|569VULN|6BPWR|78AART|aRPLT
894	21112 26262	   	177.75	ACR|3VULN|2AART|1DMG	1DMG|26LWND|3RCR|4RCVC|56aVULN|6BPWR|78AART|9MLV
895	12125 32313	   	177.74	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2aDMG|3RCR|4DUR|5CDMG|6LHND|7ZMB|8DUST|9AART
896	12125 62313	   	177.74	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2aDMG|3RCR|4DUR|5CDMG|6LWND|7ZMB|8DUST|9AART
897	12135 22313	   	177.74	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2aDMG|3RCR|4LHND|5CDMG|6DUR|7ZMB|8DUST|9AART
898	24125 32313	   	177.74	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1aDMG|2VULN|3RCR|4DUR|5CDMG|6LHND|7ZMB|8DUST|9AART
899	24125 62313	   	177.74	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1aDMG|2VULN|3RCR|4DUR|5CDMG|6LWND|7ZMB|8DUST|9AART
900	24135 22313	   	177.74	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1aDMG|2VULN|3RCR|4LHND|5CDMG|6DUR|7ZMB|8DUST|9AART
901	21112 26212	   	177.65	ACR|3VULN|2AART|1DMG	1DMG|26LWND|3RCR|4RCVC|56aVULN|6BPWR|78AART|9ERES
902	21112 26251	   	177.65	ACR|3VULN|2AART|1DMG	1DMG|26LWND|3RCR|4RCVC|56aVULN|6BPWR|78AART|9DUST
903	12142 21154	   	177.65	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	17VULN|2DMG|3RCR|4ERES|5AART|6DUST|8RCVC|9FLTHEA|aCDMG
904	52113 61261	   	177.63	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	1aDUR|2DMG|3RCR|4RCVC|5AART|6aASPD|7BEXP|8DUST|9aVULN|aBPWR
905	52113 64321	   	177.63	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	17DUR|27DMG|3RCR|4RCVC|5AART|67ASPD|7BPWR|8DUST|9CGEN|aVULN
906	12141 51261	   	177.60	ACR|4VULN|1AART|1DMG	179aVULN|2DMG|3RCR|4ERES|5DUST|6AART|8RMIN
907	12112 56243	   	177.55	ACR|3VULN|2AART|1DMG	159VULN|2DMG|3RCR|4RCVC|6LEGI|78AART|aLWND
908	12112 56262	   	177.55	ACR|3VULN|2AART|1DMG	15aVULN|2DMG|3RCR|4RCVC|6LEGI|78AART|9MLV
909	12142 31422	   	177.55	ACR|3VULN|2AART|1DMG	17aVULN|2DMG|3RCR|4ERES|59AART|6LWND|8RCVC
910	12142 41122	   	177.55	ACR|3VULN|2AART|1DMG	17aVULN|2DMG|3RCR|4ERES|59AART|6FEWX|8RCVC
911	12142 61422	   	177.55	ACR|3VULN|2AART|1DMG	17aVULN|2DMG|3RCR|4ERES|59AART|6LHND|8RCVC
912	24142 31422	   	177.55	ACR|3VULN|2AART|1DMG	1DMG|27aVULN|3RCR|4ERES|59AART|6LWND|8RCVC
913	24142 41122	   	177.55	ACR|3VULN|2AART|1DMG	1DMG|27aVULN|3RCR|4ERES|59AART|6FEWX|8RCVC
914	12112 33621	   	177.48	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	15VULN|2DMG|3RCR|4RCVC|6DUR|7CDMG|8AART|9LIT|aASPD
915	24112 33621	   	177.48	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DMG|25VULN|3RCR|4RCVC|6DUR|7CDMG|8AART|9LIT|aASPD
916	52112 26163	   	177.47	ACR|2VULN|2DMG|1FLTHEA|1CDMG|1DUR	1DUR|26DMG|3RCR|4RCVC|56VULN|6BPWR|7DMSP|8CDMG|9RPLT|aFLTHEA
917	12112 56212	   	177.45	ACR|3VULN|2AART|1DMG	15aVULN|2DMG|3RCR|4RCVC|6LEGI|78AART|9ERES
918	12112 56251	   	177.45	ACR|3VULN|2AART|1DMG	15aVULN|2DMG|3RCR|4RCVC|6LEGI|78AART|9DUST
919	12142 21122	   	177.45	ACR|3VULN|2AART|1DMG	17aVULN|2DMG|3RCR|4ERES|59AART|6DUST|8RCVC
920	24112 56212	   	177.45	ACR|3VULN|2AART|1DMG	1DMG|25aVULN|3RCR|4RCVC|6LEGI|78AART|9ERES
921	24142 21122	   	177.45	ACR|3VULN|2AART|1DMG	1DMG|27aVULN|3RCR|4ERES|59AART|6DUST|8RCVC
922	24126 21133	   	177.45	ACR|3VULN|1AART|1DMG|3DUR	1DMG|268VULN|3RCR|456DUR|6BPWR|7FEWX|9LHND|aAART
923	24126 21223	   	177.45	ACR|3VULN|1AART|1DMG|3DUR	1DMG|269VULN|3RCR|456DUR|6BPWR|7FEWX|8LHND|aAART
924	16136 33232	 * 	177.42	DCR|4VULN|2AART|1CDMG	1234VULN|2BPWR|5RCVC|6LHND|7aAART|8CDMG|9RCR
925	52112 25411	   	177.37	ACR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1DUR|26DMG|3RCR|4RCVC|56VULN|6BPWR|7aASPD|8CDMG|9FEWX
926	12432 12621	   	177.37	DCR|3VULN|1AART|1DMG|2ASPD|1DUR	18aVULN|2DMG|3aASPD|4LWND|5AART|6DUR|7aLHND|9RCR|aBPWR
927	21422 12521	   	177.37	DCR|3DMG|1AART|1VULN|2ASPD|1DUR	18aDMG|2LWND|3aASPD|4VULN|5AART|6DUR|7aLHND|9RCR|aBPWR
928	24432 12521	   	177.37	DCR|3DMG|1AART|1VULN|2ASPD|1DUR	18aDMG|2VULN|3aASPD|4LWND|5AART|6DUR|7aLHND|9RCR|aBPWR
929	12112 23211	   	177.35	ACR|2VULN|2AART|1DMG|1ASPD|1DUR	15VULN|2DMG|3RCR|47RCVC|6ASPD|8aAART|9DUR
930	24112 23211	   	177.35	ACR|2VULN|2AART|1DMG|1ASPD|1DUR	1DMG|25VULN|3RCR|47RCVC|6ASPD|8aAART|9DUR
931	12115 32551	   	177.34	ACR|2VULN|2DMG|1AART|1ZMB	16VULN|28DMG|3RCR|4RCVC|5ZMB|79FEWX|aAART
932	26422 12521	   	177.27	DCR|3DMG|1AART|1VULN|2ASPD|1DUR	18aDMG|2LEGI|3aASPD|4VULN|5AART|6DUR|7aLHND|9RCR|aBPWR
933	21115 34351	   	177.24	ACR|2DMG|1AART|1VULN|2ZMB|2DUR	1aDMG|2LWND|3RCR|4RCVC|5aZMB|6VULN|7BEXP|8AART|9aDUR|aBPWR
934	12233 32146	   	177.21	DCR|3VULN|2DMG|1AART|1ASPD	179VULN|27DMG|3RPLT|4LWND|5ASPD|67LHND|7BPWR|8AART|aRCR
935	24233 32146	   	177.21	DCR|3VULN|2DMG|1AART|1ASPD	17DMG|279VULN|3RPLT|4LWND|5ASPD|67LHND|7BPWR|8AART|aRCR
936	21213 52415	   	177.16	DCR|2VULN|2DMG|1AART|2ASPD	17DMG|2LWND|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8FEWX|9AART|aBEXP
937	21213 52615	   	177.16	DCR|2VULN|2DMG|1AART|2ASPD	17DMG|2LWND|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8BEXP|9AART|aFEWX
938	24233 52413	   	177.16	DCR|2VULN|2DMG|1AART|2ASPD	17DMG|2aVULN|3RPLT|47LWND|57ASPD|6RCR|7BPWR|8FEWX|9AART
939	24233 52613	   	177.16	DCR|2VULN|2DMG|1AART|2ASPD	17DMG|2aVULN|3RPLT|47LWND|57ASPD|6RCR|7BPWR|8BEXP|9AART
940	21112 22222	   	177.15	ACR|3VULN|2AART|1DMG	1DMG|26LWND|3RCR|4RCVC|56aVULN|6BPWR|7MLV|89AART
941	12125 21432	   	177.14	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	1aVULN|2DMG|3RCR|469DUR|5CDMG|7AART|8LIT
942	24125 21432	   	177.14	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	1DMG|2aVULN|3RCR|469DUR|5CDMG|7AART|8LIT
943	21115 35351	   	177.14	ACR|2DMG|1AART|1VULN|2ZMB|2DUR	1aDMG|2LWND|3RCR|4RCVC|5aZMB|6VULN|7DUST|8AART|9aDUR|aBPWR
944	52122 26162	   	177.02	ACR|2VULN|2DMG|1CDMG|2DUR|1ZMB	14DUR|26DMG|3RCR|56VULN|6BPWR|7DMSP|8CDMG|9RPLT|aZMB
945	53131 12116	   	176.98	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2CGEN|3RCR|4LIT|58aVULN|6DMG|7AART|9ASPD
946	16136 13233	   	176.98	DCR|4VULN|1AART|1CDMG|1ZMB	1234VULN|2BPWR|5RCVC|6BEXP|7AART|8CDMG|9RCR|aZMB
947	13612 13316	   	176.95	DCR|5VULN|1AART|1ZMB	1679aVULN|2CGEN|3ZMB|4LIT|5AART|8RCR
948	12116 16252	   	176.93	ACR|3VULN|2DMG|1ZMB|1DUR	189VULN|28DMG|3RCR|4RCVC|5DUR|6MLV|78LHND|8BPWR|aZMB
949	12116 52252	   	176.93	ACR|3VULN|2DMG|1ZMB|1DUR	189VULN|28DMG|3RCR|4RCVC|5DUR|6LHND|78MLV|8BPWR|aZMB
950	12122 12225	   	176.92	ACR|4VULN|2DMG|1DUR	178aVULN|28DMG|3RCR|4DUR|5LWND|689CGEN|8BPWR
951	12136 12225	   	176.92	ACR|4VULN|2DMG|1DUR	178aVULN|28DMG|3RCR|4LHND|5DUR|689CGEN|8BPWR
952	12136 42225	   	176.92	ACR|4VULN|2DMG|1DUR	168aVULN|28DMG|3RCR|4LHND|5DUR|78MLV|8BPWR|9CGEN
953	12136 42251	   	176.92	ACR|4VULN|2DMG|1DUR	1689VULN|28DMG|3RCR|4LHND|5DUR|78MLV|8BPWR|aBEXP
954	12136 42253	   	176.92	ACR|4VULN|2DMG|1DUR	1689VULN|28DMG|3RCR|4LHND|5DUR|78MLV|8BPWR|aLSRICY
955	13122 46225	   	176.92	ACR|4VULN|2DMG|1DUR	168aVULN|289CGEN|3RCR|4DUR|5LWND|78DMG|8BPWR
956	24122 12225	   	176.92	ACR|4VULN|2DMG|1DUR	18DMG|278aVULN|3RCR|4DUR|5LWND|689CGEN|8BPWR
957	24136 12225	   	176.92	ACR|4VULN|2DMG|1DUR	18DMG|278aVULN|3RCR|4LHND|5DUR|689CGEN|8BPWR
958	12143 51341	   	176.91	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	16VULN|28DMG|3RCR|4ERES|5VENICY|7ASPD|9DUR|aAART
959	12165 22116	   	176.88	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	18aVULN|2DMG|3RCR|4LIT|5DUR|6ERES|7AART|9ASPD
960	52131 22116	   	176.88	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2DMG|3RCR|4LIT|58aVULN|6ERES|7AART|9ASPD
961	12141 51122	   	176.85	ACR|3VULN|2AART|1DMG	17aVULN|2DMG|3RCR|4ERES|5DUST|69AART|8RCVC
962	24141 51122	   	176.85	ACR|3VULN|2AART|1DMG	1DMG|27aVULN|3RCR|4ERES|5DUST|69AART|8RCVC
963	52112 22152	   	176.83	ACR|3VULN|2DMG|1ZMB|1DUR	1DUR|26DMG|3RCR|4RCVC|569VULN|6BPWR|7MLV|8LWND|aZMB
964	52112 22515	   	176.83	ACR|3DMG|2VULN|1ZMB|1DUR	1DUR|268DMG|3RCR|4RCVC|56VULN|6BPWR|7MLV|9LIT|aZMB
965	52112 22652	   	176.83	ACR|3VULN|2DMG|1ZMB|1DUR	1DUR|26DMG|3RCR|4RCVC|569VULN|6BPWR|7MLV|8LHND|aZMB
966	52112 24112	   	176.83	ACR|3VULN|2DMG|1ZMB|1DUR	1DUR|26DMG|3RCR|4RCVC|568VULN|6BPWR|7LIT|9MLV|aZMB
967	52112 26324	   	176.83	ACR|3VULN|2DMG|1ZMB|1DUR	1DUR|26DMG|3RCR|4RCVC|569VULN|6BPWR|78DMSP|aZMB
968	13113 46235	   	176.83	ACR|3VULN|2DMG|1ZMB|1DUR	18aVULN|28CGEN|3RCR|4RCVC|5DUST|6DUR|78DMG|8BPWR|9ZMB
969	12122 12245	   	176.82	ACR|4VULN|2DMG|1DUR	178aVULN|28DMG|3RCR|4DUR|5LWND|68CGEN|8BPWR|9ERES
970	12122 12255	   	176.82	ACR|4VULN|2DMG|1DUR	178aVULN|28DMG|3RCR|4DUR|5LWND|68CGEN|8BPWR|9TLV
971	12136 12245	   	176.82	ACR|4VULN|2DMG|1DUR	178aVULN|28DMG|3RCR|4LHND|5DUR|68CGEN|8BPWR|9ERES
972	12136 12255	   	176.82	ACR|4VULN|2DMG|1DUR	178aVULN|28DMG|3RCR|4LHND|5DUR|68CGEN|8BPWR|9TLV
973	12136 42235	   	176.82	ACR|4VULN|2DMG|1DUR	168aVULN|28DMG|3RCR|4LHND|5DUR|78MLV|8BPWR|9TLV
974	24122 12245	   	176.82	ACR|4VULN|2DMG|1DUR	18DMG|278aVULN|3RCR|4DUR|5LWND|68CGEN|8BPWR|9ERES
975	24122 12255	   	176.82	ACR|4VULN|2DMG|1DUR	18DMG|278aVULN|3RCR|4DUR|5LWND|68CGEN|8BPWR|9TLV
976	52113 13246	   	176.80	ACR|2AART|2DMG|1VULN|2DUR	17DUR|27DMG|3RCR|4aRCVC|58AART|67LWND|7BPWR|9VULN
977	12634 33413	 * 	176.77	DCR|3DMG|2VULN|2ZMB|1CDMG	18VULN|268DMG|37ZMB|4LWND|58LIT|8BPWR|9RCR|aCDMG
978	12126 21151	   	176.77	ACR|2VULN|2DMG|3DUR|1CDMG|1ASPD	18VULN|26DMG|3RCR|456DUR|6BPWR|7FEWX|9CDMG|aASPD
979	26112 23363	   	176.75	ACR|2VULN|2DMG|2CDMG|1FLTHEA	16DMG|2LEGI|3RCR|4RCVC|56VULN|6BPWR|78CDMG|9RPLT|aFLTHEA
980	12115 35532	   	176.73	ACR|3DMG|2VULN|1ZMB|1DUR	16VULN|289DMG|3RCR|4RCVC|5ZMB|7DUR|aFEWX
981	26112 25152	   	176.73	ACR|3VULN|2DMG|1ZMB|1ASPD	16DMG|2LEGI|3RCR|4RCVC|569VULN|6BPWR|7ASPD|8LWND|aZMB
