0	Index      	 *	Score 	Summary	Detail	
1	32243 31563	 * 	200.65	ACR|3VULN|2DMG|1AART|2CDMG	19aVULN|2LEGI|3AART|4RCR|5aDMG|6TLV|7CGEN|8aCDMG|aBPWR
841	32263 11611	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	14VULN|2LEGI|3AART|4BPWR|5aDMG|6BEXP|7RCR|8RMIN|9DUR
842	32263 21211	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	14VULN|2LEGI|3AART|4BPWR|5aDMG|6LWND|7RCR|8CGEN|9DUR
843	32263 41211	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	14VULN|2LEGI|3AART|4BPWR|5aDMG|6FEWX|7RCR|8CGEN|9DUR
844	32263 41611	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	14VULN|2LEGI|3AART|4BPWR|5aDMG|6FEWX|7RCR|8RMIN|9DUR
845	34433 21133	   	171.45	DCR|2VULN|2DMG|1AART|1ASPD	18VULN|2ASPD|3AART|4CGEN|59DMG|6LWND|7RCR|aDUST
846	34463 21133	   	171.45	DCR|2VULN|2DMG|1AART|1ASPD	18VULN|2ASPD|3AART|4MLV|59DMG|6LWND|7RCR|aDUST
847	41223 15722	   	171.43	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|27aVULN|3AART|4FEWX|5DMG|6MBVNT|8CDMG|9RCR
848	41223 17127	   	171.43	DCR|3DMG|1AART|1VULN|1CDMG	1LHND|2VULN|3AART|4FEWX|58aDMG|6MBVNT|7CDMG|9RCR
849	12355 24122	   	171.43	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1CDMG|2LWND|3TLV|4RCR|58DUR|6AART|79DMG|aVULN
850	32611 21134	   	171.42	DCR|3VULN|1AART|1DMG|1ASPD	18aVULN|2LEGI|3DMG|4RCVC|5AART|6LWND|7RCR|9ASPD
851	31611 12124	   	171.37	ACR|3VULN|2DMG|1CDMG|1DUR	12aVULN|38DMG|4ERES|5RCR|6RMIN|7DUR|9CDMG
852	34311 12154	   	171.37	ACR|3VULN|2DMG|2ASPD|1DUR	13aVULN|2aASPD|4ERES|5RCR|6RMIN|7DUR|8aDMG|9MBVNT|aBPWR
853	34311 33154	   	171.37	ACR|3VULN|2DMG|1CDMG|1ASPD	13aVULN|2ASPD|4ERES|5RCR|6LWND|78DMG|9CDMG
854	31611 35631	   	171.37	ACR|3VULN|2DMG|1CDMG|1DUR	127VULN|38DMG|4ERES|5RCR|6LWND|9DUR|aCDMG
855	31631 55131	   	171.37	ACR|3VULN|2DMG|1CDMG|1DUR	126VULN|37DMG|4CGEN|5RCR|8LEGI|9DUR|aCDMG
856	31611 12324	   	171.37	ACR|3VULN|2DMG|1CDMG|1DUR	12aVULN|39DMG|4ERES|5RCR|6RMIN|7DUR|8CDMG
857	32432 33146	   	171.37	DCR|3VULN|2DMG|1AART	178VULN|2LEGI|3MLV|47LIT|5RPLT|67DMG|7BPWR|9RCR|aAART
858	34453 21133	   	171.35	DCR|2VULN|2DMG|1AART|1ASPD	18VULN|2ASPD|3AART|4TLV|59DMG|6LWND|7RCR|aDUST
859	41313 45231	   	171.35	ACR|3VULN|1AART|1DMG|1CDMG	1LHND|237VULN|4CGEN|5RCR|6DMG|8AART|9CDMG|aBEXP
860	41313 45233	   	171.35	ACR|3VULN|1AART|1DMG|1CDMG	1LHND|237VULN|4CGEN|5RCR|6DMG|8AART|9CDMG|aRMIN
861	41313 46232	   	171.35	ACR|3VULN|1AART|1DMG|1CDMG	1LHND|23aVULN|47CGEN|5RCR|6DMG|8AART|9CDMG
862	43113 45232	   	171.35	ACR|3VULN|1AART|1DMG|1CDMG	12LHND|3CGEN|47aVULN|5RCR|6DMG|8AART|9CDMG
863	32222 14127	   	171.33	DCR|3DMG|1AART|1VULN|1CDMG	1VULN|2LEGI|3AART|4FEWX|5MBVNT|6CDMG|78aDMG|9RCR
864	32223 17127	   	171.33	DCR|3DMG|1AART|1VULN|1CDMG	1VULN|2LEGI|3AART|4FEWX|58aDMG|6MBVNT|7CDMG|9RCR
865	41243 23242	   	171.33	ACR|2AART|2VULN|1DMG|2DUR	19LHND|29VULN|3aAART|4RCR|5DMG|68CGEN|79DUR|9BPWR
866	31611 55131	   	171.27	ACR|3VULN|2DMG|1CDMG|1DUR	126VULN|37DMG|4ERES|5RCR|8LEGI|9DUR|aCDMG
867	35232 33146	   	171.27	DCR|3VULN|2DMG|1AART	178VULN|27ERES|3LWND|4LIT|5RPLT|67DMG|7BPWR|9RCR|aAART
868	41313 45312	   	171.23	ACR|5VULN|1DMG|1ZMB	1LHND|23789VULN|4CGEN|5RCR|6DMG|aZMB
869	32243 23242	   	171.23	ACR|2AART|2VULN|1DMG|2DUR	19VULN|2LEGI|3aAART|4RCR|5DMG|689CGEN|79DUR|9BPWR
870	41243 23412	   	171.13	ACR|2AART|2DMG|1VULN|2DUR	1LHND|2VULN|3aAART|4RCR|58DMG|6CGEN|79DUR
871	41243 52132	   	171.13	ACR|2AART|2VULN|1DMG|2DUR	1LHND|2aVULN|39AART|4RCR|5DMG|6RPLT|78DUR
872	11344 11332	 * 	171.11	4VULN|2AART|2DMG|3CDMG	129CDMG|3aAART|4CGEN|5789VULN|69DMG|9BPWR
873	41243 14163	   	171.10	ACR|2AART|2VULN|1DMG|1ZMB	1LHND|28VULN|37AART|4RCR|5DMG|6MBVNT|9ZMB|aRCVC
874	41313 43212	   	171.08	ACR|2VULN|2DMG|2AART	1LHND|23VULN|4CGEN|5RCR|67DMG|8aAART|9RMIN
875	32236 65123	   	171.06	DCR|2VULN|2DMG|1AART|1CDMG	15VULN|2LEGI|3AART|45CGEN|5BPWR|69DMG|7CDMG|8FEWX|aRCR
876	32236 65223	   	171.06	DCR|2VULN|2DMG|1AART|1CDMG	15VULN|2LEGI|3AART|45CGEN|5BPWR|68DMG|7CDMG|9LWND|aRCR
877	32236 66133	   	171.06	DCR|2VULN|2DMG|1AART|1CDMG	15VULN|2LEGI|3AART|45CGEN|5BPWR|67DMG|8LHND|9CDMG|aRCR
878	32242 13128	   	171.03	ACR|2AART|2VULN|2CDMG|2DUR	1aVULN|2LEGI|37AART|4RCR|5MBVNT|6aCDMG|8aDUR|9RPLT|aBPWR
879	32243 23412	   	171.03	ACR|2AART|2DMG|1VULN|2DUR	1VULN|2LEGI|3aAART|4RCR|58DMG|6CGEN|79DUR
880	32243 52132	   	171.03	ACR|2AART|2VULN|1DMG|2DUR	1aVULN|2LEGI|39AART|4RCR|5DMG|6RPLT|78DUR
881	32243 52136	   	171.03	ACR|2AART|2DMG|1VULN|2DUR	1VULN|2LEGI|39AART|4RCR|5aDMG|6RPLT|78DUR
882	31611 54112	   	171.00	ACR|4VULN|1AART|1DMG	126aVULN|3DMG|48ERES|5RCR|7RPLT|9AART
883	41313 43262	   	170.98	ACR|2VULN|2DMG|2AART	1LHND|23VULN|4CGEN|5RCR|67DMG|8aAART|9DUST
884	32263 16326	   	170.96	DCR|2VULN|2DMG|1AART|1CDMG	14VULN|2LEGI|3AART|4BPWR|59DMG|6BEXP|7CDMG|8CGEN|aRCR
885	32263 31623	   	170.96	DCR|2VULN|2DMG|1AART|1CDMG	14VULN|2LEGI|3AART|4BPWR|59DMG|6CDMG|7LWND|8RMIN|aRCR
886	32263 33323	   	170.96	DCR|2VULN|2DMG|1AART|1CDMG	14VULN|2LEGI|3AART|4BPWR|59DMG|6CDMG|7FEWX|8CGEN|aRCR
887	32263 33623	   	170.96	DCR|2VULN|2DMG|1AART|1CDMG	14VULN|2LEGI|3AART|4BPWR|59DMG|6CDMG|7FEWX|8RMIN|aRCR
888	32263 43323	   	170.96	DCR|2VULN|2DMG|1AART|1CDMG	14VULN|2LEGI|3AART|4BPWR|59DMG|6FEWX|7CDMG|8CGEN|aRCR
889	32263 43623	   	170.96	DCR|2VULN|2DMG|1AART|1CDMG	14VULN|2LEGI|3AART|4BPWR|59DMG|6FEWX|7CDMG|8RMIN|aRCR
890	32263 55123	   	170.96	DCR|2VULN|2DMG|1AART|1CDMG	14VULN|2LEGI|3AART|4BPWR|59DMG|6RMIN|7CDMG|8FEWX|aRCR
891	32263 55223	   	170.96	DCR|2VULN|2DMG|1AART|1CDMG	14VULN|2LEGI|3AART|4BPWR|58DMG|6RMIN|7CDMG|9LWND|aRCR
892	51611 11126	   	170.92	DCR|2VULN|2AART|1DMG|1CDMG	1RMIN|2CGEN|3DMG|48VULN|59AART|6BEXP|7RCR|aCDMG
893	52111 11126	   	170.92	DCR|2VULN|2AART|1DMG|1CDMG	1RMIN|2DMG|3CGEN|48VULN|59AART|6BEXP|7RCR|aCDMG
894	52411 11126	   	170.92	DCR|2VULN|2AART|1DMG|1CDMG	1RMIN|2DMG|38VULN|4CGEN|59AART|6BEXP|7RCR|aCDMG
895	34311 33635	   	170.88	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	13aVULN|2ASPD|4ERES|5RCR|6LWND|7DMG|8DUR|9AART
896	31222 31513	   	170.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	124VULN|3CDMG|5LIT|6RCR|7ZMB|8DUR|9RCVC|aDMG
897	32263 36323	   	170.86	DCR|2VULN|2DMG|1AART|1CDMG	14VULN|2LEGI|3AART|4BPWR|59DMG|6CDMG|7DUST|8CGEN|aRCR
898	32263 36623	   	170.86	DCR|2VULN|2DMG|1AART|1CDMG	14VULN|2LEGI|3AART|4BPWR|59DMG|6CDMG|7DUST|8RMIN|aRCR
899	34321 25323	   	170.85	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	13VULN|2ASPD|4BEXP|5AART|6ERES|7CDMG|8RCR|9DMG|aDUR
900	11312 31132	 * 	170.82	DCR|2AART|2DMG|3CDMG|1ZMB	127CDMG|3aAART|4BEXP|57LHND|67DMG|7BPWR|8ZMB|9RCR
901	11322 31132	   	170.82	DCR|2AART|2DMG|3CDMG|1ZMB	127CDMG|3aAART|4FEWX|57LHND|67DMG|7BPWR|8ZMB|9RCR
902	31624 35333	   	170.77	DCR|4VULN|2DMG|1ZMB	1258VULN|37DMG|4BEXP|6RMIN|9ZMB|aRCR
903	41253 11133	   	170.72	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|28VULN|3AART|4RCVC|5DMG|6BEXP|7RCR|9CDMG|aDUR
904	41253 41133	   	170.72	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|28VULN|3AART|4RCVC|5DMG|6FEWX|7RCR|9CDMG|aDUR
905	31254 13116	   	170.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	12VULN|3CDMG|4AART|5ZMB|6DMG|7ERES|8DUR|9CGEN|aRCR
906	11352 31132	   	170.72	DCR|2AART|2DMG|3CDMG|1ZMB	127CDMG|3aAART|4DUST|57LHND|67DMG|7BPWR|8ZMB|9RCR
