0	Index      	 *	Score 	Summary	Detail	
1	23222 42526	 * 	180.39	DCR|3VULN|2DMG|1CDMG|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|59aVULN|7RCR|8CDMG
810	35333 31234	   	152.44	ACR|1AART|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1DUR|2AIRHEL|3CDMG|4RCR|5DMG|6DUST|7AART|8MLV|9FLTHEA|aZMB
811	23232 42146	   	152.39	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|26DMG|3ASPD|4LHND|58VULN|7RCR|9DUR|aRCVC
812	14336 34233	 * 	152.39	DCR|3VULN|1DMG|1FLTHEA|1ZMB|1SELL	1SELL|289VULN|3ZMB|4TLV|5FEWX|6DMG|7FLTHEA|aRCR
813	21432 26242	   	152.37	DCR|2AART|2VULN|1DMG	1MLV|28VULN|3DMG|4LHND|56AART|7TLV|9RCR|aCGEN
814	21432 26243	   	152.37	DCR|2AART|2VULN|1DMG	1MLV|28VULN|3DMG|4LHND|56AART|7TLV|9RCR|aDMSP
815	23632 26242	   	152.37	DCR|2AART|2VULN|1DMG	1MLV|2DMG|38VULN|4LHND|56AART|7TLV|9RCR|aCGEN
816	23632 26243	   	152.37	DCR|2AART|2VULN|1DMG	1MLV|2DMG|38VULN|4LHND|56AART|7TLV|9RCR|aDMSP
817	21432 24241	   	152.37	DCR|2AART|2VULN|1DMG	1MLV|28VULN|3DMG|4LHND|56AART|7CGEN|9RCR|aDUST
818	23632 24241	   	152.37	DCR|2AART|2VULN|1DMG	1MLV|2DMG|38VULN|4LHND|56AART|7CGEN|9RCR|aDUST
819	35333 34231	   	152.36	ACR|1AART|1DMG|2CDMG|1VULN|1DUR	1DUR|2AIRHEL|38CDMG|4RCR|5DMG|6DUST|7VULN|9LHND|aAART
820	21223 53242	   	152.35	DCR|3VULN|1AART|2DUR	1MLV|268VULN|3RCVC|46DUR|5AART|6BPWR|7LWND|9RCR|aCGEN
821	21223 53243	   	152.35	DCR|3VULN|1AART|2DUR	1MLV|268VULN|3RCVC|46DUR|5AART|6BPWR|7LWND|9RCR|aDMSP
822	21223 53245	   	152.35	DCR|3VULN|1AART|2DUR	1MLV|268VULN|3RCVC|46DUR|5AART|6BPWR|7aLWND|9RCR
823	21223 53246	   	152.35	DCR|3VULN|1AART|2DUR	1MLV|268VULN|3RCVC|46DUR|5AART|6BPWR|7LWND|9RCR|aLIT
824	62223 13241	   	152.35	DCR|3VULN|1AART|2DUR	1RMIN|268VULN|3RCVC|48DUR|5AART|78LWND|8BPWR|9RCR|aDUST
825	62223 16241	   	152.35	DCR|3VULN|1AART|2DUR	1RMIN|268VULN|3RCVC|48DUR|5AART|78BEXP|8BPWR|9RCR|aDUST
826	62223 16243	   	152.35	DCR|3VULN|1AART|2DUR	1RMIN|268VULN|3RCVC|48DUR|5AART|78BEXP|8BPWR|9RCR|aLEGI
827	34112 56133	   	152.34	DCR|2VULN|1DMG|1CDMG|2DUR|1ASPD	14DUR|2ERES|3ASPD|5DMG|68VULN|7RCR|9MLV|aCDMG
828	23221 52243	   	152.34	DCR|2DMG|1VULN|1CDMG|2DUR|1ASPD	1MLV|29DMG|3ASPD|46DUR|5ERES|7RCR|8VULN|aCDMG
829	34112 36523	   	152.34	DCR|2VULN|1DMG|1CDMG|2DUR|1ASPD	14DUR|2ERES|3ASPD|5DMG|6LWND|7RCR|8CDMG|9aVULN
830	13115 33136	   	152.34	ACR|2DMG|1AART|1VULN|1ASPD|1SELL	1SELL|2RPLT|3RCR|4FEWX|5ASPD|67DMG|8VULN|9LWND|aAART
831	13115 33166	   	152.34	ACR|2DMG|1AART|1VULN|1ASPD|1SELL	1SELL|2RPLT|3RCR|4FEWX|5ASPD|67DMG|8VULN|9LHND|aAART
832	13154 13125	   	152.34	ACR|2DMG|1AART|1VULN|1DUR|1SELL	1SELL|2RPLT|3RCR|4MLV|57DMG|6LWND|8VULN|9DUR|aAART
833	31623 32212	   	152.34	ACR|2DMG|1VULN|2CDMG|2DUR	17DUR|2BEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8VULN|9LHND|aMLV
834	31623 32213	   	152.34	ACR|2DMG|1VULN|2CDMG|2DUR	17DUR|2aBEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8VULN|9LHND
835	31623 32215	   	152.34	ACR|2DMG|1VULN|2CDMG|2DUR	17DUR|2BEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8VULN|9LHND|aRMIN
836	31623 32241	   	152.34	ACR|2DMG|1VULN|2CDMG|2DUR	17DUR|2BEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8VULN|9LIT|aLWND
837	31623 32243	   	152.34	ACR|2DMG|1VULN|2CDMG|2DUR	17DUR|2aBEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8VULN|9LIT
838	31623 32244	   	152.34	ACR|2DMG|1VULN|2CDMG|2DUR	17DUR|2BEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8VULN|9LIT|aCGEN
839	31623 32514	   	152.34	ACR|2DMG|1VULN|2CDMG|2DUR	17DUR|2BEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8FEWX|9LHND|aVULN
840	21432 26241	   	152.27	DCR|2AART|2VULN|1DMG	1MLV|28VULN|3DMG|4LHND|56AART|7TLV|9RCR|aDUST
841	23632 26241	   	152.27	DCR|2AART|2VULN|1DMG	1MLV|2DMG|38VULN|4LHND|56AART|7TLV|9RCR|aDUST
842	21223 52243	   	152.25	DCR|3VULN|1AART|2DUR	1MLV|268VULN|3RCVC|46DUR|5AART|6BPWR|7DUST|9RCR|aMGNSTR
843	21223 52244	   	152.25	DCR|3VULN|1AART|2DUR	1MLV|268VULN|3RCVC|46DUR|5AART|6BPWR|7DUST|9RCR|aCGEN
844	21223 52245	   	152.25	DCR|3VULN|1AART|2DUR	1MLV|268VULN|3RCVC|46DUR|5AART|6BPWR|7DUST|9RCR|aLWND
845	21223 53241	   	152.25	DCR|3VULN|1AART|2DUR	1MLV|268VULN|3RCVC|46DUR|5AART|6BPWR|7LWND|9RCR|aDUST
846	21223 52442	   	152.25	DCR|3VULN|1AART|2DUR	18MLV|26aVULN|3RCVC|46DUR|5AART|6BPWR|7DUST|9RCR
847	13115 33116	   	152.24	ACR|2DMG|1AART|1VULN|1ASPD|1SELL	1SELL|2RPLT|3RCR|4FEWX|5ASPD|67DMG|8VULN|9DUST|aAART
848	13124 13125	   	152.24	ACR|2DMG|1AART|1VULN|1DUR|1SELL	1SELL|2RPLT|3RCR|4TLV|57DMG|6LWND|8VULN|9DUR|aAART
849	31623 32114	   	152.24	ACR|2DMG|1VULN|2CDMG|2DUR	17DUR|2BEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8DUST|9LHND|aVULN
850	31623 32242	   	152.24	ACR|2DMG|1VULN|2CDMG|2DUR	17DUR|2BEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8VULN|9LIT|aDUST
851	31623 32262	   	152.24	ACR|2DMG|1VULN|2CDMG|2DUR	17DUR|2BEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8VULN|9MBVNT|aMLV
852	31623 32263	   	152.24	ACR|2DMG|1VULN|2CDMG|2DUR	17DUR|2aBEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8VULN|9MBVNT
853	31623 32264	   	152.24	ACR|2DMG|1VULN|2CDMG|2DUR	17DUR|2BEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8VULN|9MBVNT|aRMIN
854	31623 32425	   	152.24	ACR|2DMG|1VULN|2CDMG|2DUR	17DUR|2BEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8TLV|9VULN|aDMSP
855	31623 32426	   	152.24	ACR|2DMG|1VULN|2CDMG|2DUR	17DUR|2BEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8TLV|9VULN|aBELT
856	31623 32453	   	152.24	ACR|2DMG|1VULN|2CDMG|2DUR	17DUR|2BEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8TLV|9CGEN|aVULN
857	21533 43211	   	152.22	DCR|3VULN|1AART|1ZMB	14MLV|29aVULN|38DUST|5AART|6ZMB|7RCR
858	21613 43211	   	152.22	DCR|3VULN|1AART|1ZMB	1MLV|29aVULN|3DMSP|48DUST|5AART|6ZMB|7RCR
859	62613 43211	   	152.22	DCR|3VULN|1AART|1ZMB	1RMIN|29aVULN|3DMSP|48DUST|5AART|6ZMB|7RCR
860	34212 43131	   	152.20	DCR|2DMG|1AART|2DUR|1ZMB	1aDUR|2aERES|3RCVC|4DUST|5AART|6ZMB|7RCR|8aDMG|9NUKE|aBPWR
861	23252 32155	   	152.17	DCR|2VULN|1AART|1DMG|1ASPD	1MLV|2DMG|3ASPD|4LEGI|58VULN|6RCVC|7RCR|9CGEN|aAART
862	21333 63242	   	152.16	DCR|2DMG|1AART|1VULN|1DUR	14MLV|2VULN|38LHND|5DUR|6RCR|79DMG|aAART
863	21343 63242	   	152.16	DCR|2DMG|1AART|1VULN|1DUR	1MLV|2VULN|348LHND|5DUR|6RCR|79DMG|aAART
864	21633 63242	   	152.16	DCR|2DMG|1AART|1VULN|1DUR	1MLV|2VULN|3DMSP|48LHND|5DUR|6RCR|79DMG|aAART
865	14112 54232	   	152.16	DCR|4VULN|1CDMG|1ASPD|1SELL	1SELL|258aVULN|3LHND|4CDMG|6RCVC|7RCR|9ASPD
866	21223 52241	   	152.15	DCR|3VULN|1AART|2DUR	1MLV|268VULN|3RCVC|46DUR|5AART|6BPWR|7aDUST|9RCR
867	21223 52246	   	152.15	DCR|3VULN|1AART|2DUR	1MLV|268VULN|3RCVC|46DUR|5AART|6BPWR|7DUST|9RCR|aERES
868	31623 32165	   	152.14	ACR|2DMG|1VULN|2CDMG|2DUR	17DUR|2BEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8DUST|9MBVNT|aVULN
869	31623 32268	   	152.14	ACR|2DMG|1VULN|2CDMG|2DUR	17DUR|2BEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8VULN|9MBVNT|aDUST
870	31623 32416	   	152.14	ACR|2DMG|1VULN|2CDMG|2DUR	17DUR|2BEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8TLV|9NUKE|aVULN
871	31623 32422	   	152.14	ACR|2DMG|1VULN|2CDMG|2DUR	17DUR|2BEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8TLV|9VULN|aMBVNT
872	31623 32423	   	152.14	ACR|2DMG|1VULN|2CDMG|2DUR	17DUR|2BEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8TLV|9VULN|aDUST
873	51621 23433	   	152.11	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1FEWX|28BEXP|3DMG|4RCR|5LIT|6CDMG|7AART|9VULN|aZMB
874	51625 13122	   	152.09	ACR|2DMG|1AART|1VULN|1ASPD	1FEWX|2BEXP|37DMG|4RCR|5ASPD|6CGEN|8VULN|9AART|aRCVC
875	35353 62231	   	152.04	DCR|1AART|1DMG|2CDMG|1VULN|1DUR	1DUR|2AIRHEL|38CDMG|4FEWX|5DMG|6VULN|7RCR|9LHND|aAART
876	14523 21125	   	151.99	ACR|2VULN|2DMG|1ZMB|1SELL	1SELL|2aVULN|3RCVC|4RCR|5CGEN|6aLIT|7ZMB|8LHND|9aDMG|aBPWR
877	21424 23113	   	151.97	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1MLV|2VULN|3DMG|4RPLT|5MBVNT|6RCR|7ZMB|8AART|9aDUR
878	23624 23113	   	151.97	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1MLV|2DMG|3VULN|4RPLT|5MBVNT|6RCR|7ZMB|8AART|9aDUR
879	62424 23113	   	151.97	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1RMIN|2VULN|3DMG|4RPLT|5MBVNT|6RCR|7ZMB|8AART|9aDUR
880	31623 32541	 * 	151.95	ACR|3DMG|2CDMG|3DUR	17aDUR|2BEXP|37aDMG|4RCR|57CDMG|6LEGI|7aBPWR|8FEWX|9aLIT
881	35363 62231	   	151.94	DCR|1AART|1DMG|2CDMG|1VULN|1DUR	1DUR|2AIRHEL|38CDMG|4DUST|5DMG|6VULN|7RCR|9LHND|aAART
882	23212 23544	   	151.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1MLV|2DMG|3ASPD|4DUST|5VULN|6CGEN|7ZMB|8CDMG|9RCR|aAART
883	23224 42122	   	151.92	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1MLV|2DMG|3ASPD|4DUR|5ZMB|6ERES|7RCR|8VULN|9AART|aRCVC
884	62225 21126	   	151.88	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1RMIN|2VULN|3RCVC|47DUR|5LIT|6AART|8RCR|9ZMB|aDMG
885	42531 13121	   	151.87	DCR|3VULN|1AART|1CDMG	1LWND|2CDMG|3RCVC|4AART|5MLV|678VULN|9LIT|aRCR
886	31623 32141	   	151.85	ACR|3DMG|2CDMG|3DUR	17aDUR|2BEXP|37aDMG|4RCR|57CDMG|6LEGI|7aBPWR|8DUST|9aLIT
887	14112 36113	   	151.82	DCR|3VULN|1AART|1CDMG|1SELL	1SELL|258VULN|3LHND|4CDMG|6LWND|7RCR|9LIT|aAART
888	14112 36135	   	151.82	DCR|3VULN|1AART|1CDMG|1SELL	1SELL|258VULN|3LHND|4CDMG|6LWND|7RCR|9MLV|aAART
889	14212 36132	   	151.82	DCR|3VULN|1AART|1CDMG|1SELL	1SELL|258VULN|3BEXP|4CDMG|6LWND|7RCR|9MLV|aAART
890	14212 36152	   	151.82	DCR|3VULN|1AART|1CDMG|1SELL	1SELL|258VULN|3BEXP|4CDMG|6LWND|7RCR|9CGEN|aAART
891	13632 22614	   	151.80	DCR|1AART|1VULN|2CDMG|1DMG|1DUR|1SELL	1SELL|2RPLT|36CDMG|4VULN|5ERES|7RCR|8DUR|9DMG|aAART
892	13634 22134	   	151.80	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1SELL	1SELL|2RPLT|36CDMG|4VULN|5ASPD|7RCR|8LEGI|9DMG|aAART
893	35331 35243	   	151.78	ACR|2DMG|1AART|2CDMG|1DUR	1DUR|2AIRHEL|35CDMG|4RCR|6CGEN|7AART|89DMG|aLHND
894	35333 21663	   	151.78	ACR|2DMG|1AART|2CDMG|1DUR	1DUR|2AIRHEL|3aCDMG|4RCR|59DMG|6BEXP|7AART|8RPLT
895	22263 63631	 * 	151.76	DCR|3DMG|1AART|1DUR	1aMLV|2aDUST|3RCVC|4DUR|5FEWX|6RCR|78aDMG|9AART|aBPWR
896	43623 31315	 * 	151.74	ACR|4VULN|1AART	12LWND|367aVULN|4RPLT|5RCR|8AART|9FEWX
897	43623 31325	   	151.74	ACR|4VULN|1AART	12LWND|367aVULN|4RPLT|5RCR|8AART|9LHND
898	35331 35215	   	151.68	ACR|2DMG|1AART|2CDMG|1DUR	1DUR|2AIRHEL|35CDMG|4RCR|6CGEN|7AART|8aDMG|9ERES
899	35331 35242	   	151.68	ACR|2DMG|1AART|2CDMG|1DUR	1DUR|2AIRHEL|35CDMG|4RCR|6CGEN|7AART|89DMG|aLEGI
900	35333 31663	   	151.68	ACR|2DMG|1AART|2CDMG|1DUR	1DUR|2AIRHEL|3aCDMG|4RCR|59DMG|6DUST|7AART|8RPLT
901	21164 42222	   	151.67	DCR|2DMG|1AART|1VULN|1ASPD	1MLV|2VULN|3ASPD|4BEXP|56DMG|7RCR|8FEWX|9AART|aRCVC
902	21164 62222	   	151.67	DCR|2VULN|1AART|1DMG|1ASPD	1MLV|26VULN|3ASPD|4BEXP|5DMG|7RCR|8FEWX|9AART|aRCVC
903	31623 54233	   	151.53	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2aBEXP|3DMG|4RCR|5CDMG|6DUST|78VULN|9ZMB
904	35333 22223	   	151.53	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AIRHEL|3CDMG|4RCR|5DMG|6BEXP|7RPLT|8ZMB|9aVULN
905	35333 24323	   	151.53	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AIRHEL|3CDMG|4RCR|5DMG|6BEXP|7aVULN|8ZMB|9RPLT
906	35333 63323	   	151.53	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AIRHEL|3CDMG|4RCR|5DMG|6aVULN|7BEXP|8ZMB|9RPLT
907	51623 31236	   	151.53	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2BEXP|3DMG|4RCR|5CDMG|6ERES|7aVULN|8ASPD|9ZMB
908	51623 41232	   	151.53	ACR|2DMG|1VULN|1CDMG|1ZMB|1ASPD	1FEWX|2BEXP|38DMG|4RCR|5CDMG|6ASPD|7VULN|9ZMB|aBASHEA
909	51623 41233	   	151.53	ACR|2DMG|1VULN|1CDMG|1ZMB|1ASPD	1FEWX|2BEXP|38DMG|4RCR|5CDMG|6ASPD|7VULN|9ZMB|aERES
910	55333 61323	   	151.53	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2AIRHEL|3CDMG|4RCR|5DMG|6aVULN|7DUR|8ZMB|9RPLT
911	35333 24612	   	151.53	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AIRHEL|3CDMG|4RCR|5DMG|6BEXP|79VULN|8RPLT|aZMB
912	35333 63612	   	151.53	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AIRHEL|3CDMG|4RCR|5DMG|69VULN|7BEXP|8RPLT|aZMB
913	45333 61212	   	151.53	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2AIRHEL|3CDMG|4RCR|5DMG|69VULN|7DUR|8RPLT|aZMB
914	31622 21254	   	151.51	ACR|2VULN|2DMG|1DUR|1ASPD	1DUR|2BEXP|37DMG|4RCR|5LHND|6ASPD|89VULN|aLWND
915	13133 31613	   	151.50	ACR|3VULN|1DMG|1CDMG|1SELL	1SELL|2RPLT|3RCR|4BEXP|5CDMG|6CGEN|78aVULN|9DMG
916	13133 31636	   	151.50	ACR|3VULN|1DMG|1CDMG|1SELL	1SELL|2RPLT|3RCR|4BEXP|5CDMG|6CGEN|789VULN|aDMG
917	62124 21325	   	151.45	DCR|3VULN|1DMG|1ASPD|1DUR	1RMIN|28aVULN|3ASPD|4RPLT|5MBVNT|6RCR|7DUR|9DMG
918	62124 21344	   	151.45	DCR|3VULN|1DMG|1ASPD|1DUR	1RMIN|289VULN|3ASPD|4RPLT|5MBVNT|6RCR|7DUR|aDMG
919	35333 61131	   	151.44	ACR|1AART|1DMG|1VULN|1CDMG|2DUR	17DUR|2AIRHEL|3CDMG|4RCR|5DMG|6VULN|8FEWX|9LHND|aAART
920	31623 23661	   	151.44	ACR|1AART|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1DUR|2BEXP|3DMG|4RCR|5CDMG|6DMSP|7FLTHEA|8RPLT|9AART|aZMB
921	31623 54232	   	151.43	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2BEXP|3DMG|4RCR|5CDMG|6DUST|78VULN|9ZMB|aMBVNT
922	35333 32223	   	151.43	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AIRHEL|3CDMG|4RCR|5DMG|6DUST|7RPLT|8ZMB|9aVULN
923	35333 34323	   	151.43	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AIRHEL|3CDMG|4RCR|5DMG|6DUST|7aVULN|8ZMB|9RPLT
924	35333 34612	   	151.43	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AIRHEL|3CDMG|4RCR|5DMG|6DUST|79VULN|8RPLT|aZMB
925	35333 53223	   	151.43	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AIRHEL|3CDMG|4RCR|5DMG|6RPLT|7DUST|8ZMB|9aVULN
926	35333 64121	   	151.43	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AIRHEL|3CDMG|4RCR|5DMG|67VULN|8FEWX|9TLV|aZMB
927	31622 21252	   	151.41	ACR|2VULN|2DMG|1ASPD|1DUR	1DUR|2BEXP|37DMG|4RCR|5LHND|6ASPD|89VULN|aDUST
928	31622 21253	   	151.41	ACR|2VULN|2DMG|1DUR|1ASPD	1DUR|2BEXP|37DMG|4RCR|5LHND|6ASPD|89VULN|aTLV
929	31622 21255	   	151.41	ACR|2VULN|2DMG|1DUR|1ASPD	1DUR|2BEXP|37DMG|4RCR|5LHND|6ASPD|89VULN|aERES
930	13113 31613	   	151.40	ACR|3VULN|1DMG|1CDMG|1SELL	1SELL|2RPLT|3RCR|4FEWX|5CDMG|6ERES|78aVULN|9DMG
931	13113 31636	   	151.40	ACR|3VULN|1DMG|1CDMG|1SELL	1SELL|2RPLT|3RCR|4FEWX|5CDMG|6ERES|789VULN|aDMG
932	21223 11342	   	151.37	DCR|2VULN|1AART|1DMG|1DUR	1MLV|26VULN|3RCVC|4DUR|5AART|7DMG|8RMIN|9RCR|aCGEN
933	21223 11345	   	151.37	DCR|2VULN|1AART|1DMG|1DUR	1MLV|26VULN|3RCVC|4DUR|5AART|7DMG|8RMIN|9RCR|aLWND
934	21223 11442	   	151.37	DCR|2VULN|1AART|1DMG|1DUR	1MLV|26VULN|3RCVC|4DUR|5AART|7DMG|8aCGEN|9RCR
935	21223 11443	   	151.37	DCR|2VULN|1AART|1DMG|1DUR	1MLV|26VULN|3RCVC|4DUR|5AART|7DMG|8CGEN|9RCR|aRPLT
936	21223 13655	   	151.37	DCR|2VULN|1AART|1DMG|1DUR	1MLV|26VULN|3RCVC|4DUR|5AART|7LWND|8BELT|9RCR|aDMG
937	62223 11442	   	151.37	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|26VULN|3RCVC|4DUR|5AART|7DMG|8aCGEN|9RCR
938	62223 11443	   	151.37	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|26VULN|3RCVC|4DUR|5AART|7DMG|8CGEN|9RCR|aRPLT
939	24215 23224	   	151.33	DCR|2VULN|1AART|3ASPD|1ZMB	1aMLV|2ZMB|37aASPD|4DUST|5LIT|6AART|8aVULN|9RCR|aBPWR
940	21213 11446	   	151.27	DCR|2VULN|1AART|1DMG|1DUR	1MLV|26VULN|3RCVC|4DUST|5AART|7DMG|8CGEN|9RCR|aDUR
941	21223 11341	   	151.27	DCR|2VULN|1AART|1DMG|1DUR	1MLV|26VULN|3RCVC|4DUR|5AART|7DMG|8RMIN|9RCR|aDUST
942	21223 11343	   	151.27	DCR|2VULN|1AART|1DMG|1DUR	1MLV|26VULN|3RCVC|4DUR|5AART|7DMG|8RMIN|9RCR|aLEGI
943	21223 11346	   	151.27	DCR|2VULN|1AART|1DMG|1DUR	1MLV|26VULN|3RCVC|4DUR|5AART|7DMG|8RMIN|9RCR|aERES
944	21223 11441	   	151.27	DCR|2VULN|1AART|1DMG|1DUR	1MLV|26VULN|3RCVC|4DUR|5AART|7DMG|8CGEN|9RCR|aDUST
945	21223 11445	   	151.27	DCR|2VULN|1AART|1DMG|1DUR	1MLV|26VULN|3RCVC|4DUR|5AART|7DMG|8CGEN|9RCR|aERES
946	62223 11441	   	151.27	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|26VULN|3RCVC|4DUR|5AART|7DMG|8CGEN|9RCR|aDUST
947	14423 52221	   	151.23	ACR|2VULN|2DMG|1CDMG|1SELL	1SELL|29VULN|3DMSP|4RCR|56CGEN|79DMG|89BEXP|9BPWR|aCDMG
948	32563 63113	   	151.21	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2CDMG|38VULN|4DMG|5RPLT|6BELT|7RCR|9LWND|aZMB
949	51623 31632	   	151.18	ACR|2VULN|2DMG|1CDMG	1FEWX|2BEXP|39DMG|4RCR|5CDMG|6ERES|78VULN|aRMIN
950	51623 31633	   	151.18	ACR|2VULN|2DMG|1CDMG	1FEWX|2BEXP|39DMG|4RCR|5CDMG|6ERES|78VULN|aMLV
951	33323 44433	   	151.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2LWND|3DUST|46VULN|5MBVNT|7AART|8CDMG|9RCR|aZMB
952	21124 23116	   	151.14	DCR|2VULN|1AART|1ZMB|1DUR|1ASPD	1MLV|2aVULN|3ASPD|4RPLT|5MBVNT|6RCR|7ZMB|8AART|9DUR
953	62124 23116	   	151.14	DCR|2VULN|1AART|1ZMB|1ASPD|1DUR	1RMIN|2aVULN|3ASPD|4RPLT|5MBVNT|6RCR|7ZMB|8AART|9DUR
954	14421 51331	   	151.14	ACR|2VULN|1AART|1DMG|1DUR|1SELL	1SELL|27VULN|3DMSP|4RCR|59LWND|6DUR|8AART|aDMG
955	14423 52322	   	151.12	ACR|2VULN|2DMG|2DUR|1SELL	1SELL|29VULN|3DMSP|4RCR|56CGEN|79DMG|89DUR|9BPWR|aRCVC
956	21423 24311	   	151.12	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1MLV|2VULN|3DMG|4RPLT|5RMIN|6AART|7CDMG|8RCR|9aDUR
957	23623 24311	   	151.12	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1MLV|2DMG|3VULN|4RPLT|5RMIN|6AART|7CDMG|8RCR|9aDUR
958	23234 42523	   	151.11	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1MLV|2DMG|3ASPD|4LHND|5ZMB|6ERES|7RCR|8CDMG|9aVULN
959	35353 62323	   	151.11	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AIRHEL|3CDMG|4FEWX|5DMG|6aVULN|7RCR|8ZMB|9RPLT
960	14522 23613	   	151.11	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1SELL	1SELL|2VULN|3RCVC|4RCR|5DUST|6CDMG|7AART|8BEXP|9DMG|aDUR
961	16632 31142	   	151.11	ACR|1AART|1DMG|1VULN|1CDMG|1DUR|1SELL	1SELL|2AIRHEL|3LWND|4RCR|5AART|6DUR|7RCVC|8CDMG|9DMG|aVULN
962	21114 42111	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|28VULN|3ASPD|4DUR|56DMG|7RCR|9LIT|aRPLT
963	21114 42113	   	151.09	DCR|2VULN|2DMG|1ASPD|1DUR	1MLV|28VULN|3ASPD|4DUR|56DMG|7RCR|9LIT|aLHND
964	21114 42132	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	19MLV|28VULN|3ASPD|4DUR|56DMG|7RCR|aLWND
965	21114 42133	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	19MLV|28VULN|3ASPD|4DUR|56DMG|7RCR|aLHND
966	21134 42134	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	19MLV|28VULN|3ASPD|4LHND|56DMG|7RCR|aDUR
967	21134 42141	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|28VULN|3ASPD|4LHND|56DMG|7RCR|9DUR|aFEWX
968	21134 42142	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|28VULN|3ASPD|4LHND|56DMG|7RCR|9DUR|aLWND
969	21134 42143	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|28VULN|3ASPD|4LHND|56DMG|7RCR|9DUR|aRMIN
970	23222 42111	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|58VULN|7RCR|9LIT|aRPLT
