0	Index      	 *	Score 	Summary	Detail	
1	35284 16233	 * 	179.56	DCR|3VULN|1AART|1DMG|2ASPD|2DUR	17DUR|2MBVNT|357VULN|47ASPD|6AART|7BPWR|8FEWX|9DMG|aRCR
807	35214 48372	   	150.26	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|3aVULN|4FEWX|5AART|6RPLT|7RCVC|8RCR|9DMG
808	35214 48381	   	150.26	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|39VULN|4FEWX|5AART|6RPLT|7RCVC|8RCR|aDMG
809	35224 48372	   	150.26	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|3aVULN|4BEXP|5AART|6RPLT|7RCVC|8RCR|9DMG
810	35224 48381	   	150.26	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|39VULN|4BEXP|5AART|6RPLT|7RCVC|8RCR|aDMG
811	35224 74382	   	150.26	DCR|2DMG|1AART|1VULN|1DUR	1DUR|2MBVNT|3VULN|46BEXP|5AART|7CGEN|8RCR|9aDMG
812	35444 48372	   	150.26	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|3BEXP|4aVULN|5AART|6RPLT|7RCVC|8RCR|9DMG
813	35444 48381	   	150.26	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|3BEXP|49VULN|5AART|6RPLT|7RCVC|8RCR|aDMG
814	35444 74382	   	150.26	DCR|2DMG|1AART|1VULN|1DUR	1DUR|2MBVNT|36BEXP|4VULN|5AART|7CGEN|8RCR|9aDMG
815	53326 22312	   	150.19	DCR|2VULN|1AART|1CDMG|1DUR|1ASPD	1LWND|2AART|3FEWX|4TLV|5DUR|6ASPD|7aVULN|8CDMG|9RCR
816	35142 77234	   	150.17	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2MBVNT|3CDMG|4VULN|5BELT|6AART|7DMG|8ASPD|9RCR|aERES
817	24111 41232	   	150.16	DCR|2VULN|1AART|1DMG|1DUR	1TLV|2BEXP|3ERES|4DUR|5LHND|68VULN|7RCR|9AART|aDMG
818	25111 41232	   	150.16	DCR|2VULN|1AART|1DMG|1DUR	1TLV|2FEWX|3ERES|4DUR|5LHND|68VULN|7RCR|9AART|aDMG
819	31224 11232	   	150.16	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2FEWX|38VULN|4ERES|5TLV|6LHND|7RCR|9AART|aDMG
820	31254 11232	   	150.16	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2FEWX|38VULN|4LHND|5TLV|6ERES|7RCR|9AART|aDMG
821	35214 43371	   	150.16	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|37VULN|4FEWX|5AART|6RPLT|8RCR|9DMG|aAIRHEA
822	35214 43374	   	150.16	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|37VULN|4FEWX|5AART|6RPLT|8RCR|9DMG|aDUST
823	35214 43376	   	150.16	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|37VULN|4FEWX|5AART|6RPLT|8RCR|9DMG|aCANSTR
824	35224 43371	   	150.16	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|37VULN|4BEXP|5AART|6RPLT|8RCR|9DMG|aAIRHEA
825	35224 43376	   	150.16	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|37VULN|4BEXP|5AART|6RPLT|8RCR|9DMG|aCANSTR
826	35444 43371	   	150.16	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|3BEXP|47VULN|5AART|6RPLT|8RCR|9DMG|aAIRHEA
827	35444 43376	   	150.16	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|3BEXP|47VULN|5AART|6RPLT|8RCR|9DMG|aCANSTR
828	51244 11232	   	150.16	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2FEWX|38VULN|4DUR|5TLV|6ERES|7RCR|9AART|aDMG
829	62244 11232	   	150.16	DCR|2VULN|1AART|1DMG|1DUR	1BEXP|2LHND|38VULN|4DUR|5TLV|6ERES|7RCR|9AART|aDMG
830	35244 84834	   	150.15	DCR|2VULN|2DMG|1ZMB|1DUR	1DUR|2MBVNT|35VULN|4ZMB|6RPLT|7DUST|8aDMG|9RCR
831	53215 33361	   	150.14	DCR|2AART|1VULN|1DMG|1CDMG	1LWND|25AART|3ERES|4VULN|6DMG|7CDMG|8DUST|9RCR|aRPLT
832	53215 33362	   	150.14	DCR|2AART|1VULN|1DMG|1CDMG	1LWND|25AART|3ERES|4VULN|6DMG|7CDMG|8DUST|9RCR|aBEXP
833	31354 11343	   	150.09	ACR|1AART|1VULN|1DMG|2DUR|1ZMB	1aDUR|26FEWX|3CGEN|4AART|5RCR|7VULN|8ZMB|9DMG
834	35214 24473	   	150.05	DCR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1DUR|2MBVNT|37VULN|4FEWX|5AART|6FLTHEA|8BEXP|9ZMB|aRCR
835	35214 24733	   	150.05	DCR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1DUR|2MBVNT|37VULN|4FEWX|5AART|6FLTHEA|8ZMB|9LWND|aRCR
836	35224 24733	   	150.05	DCR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1DUR|2MBVNT|37VULN|4BEXP|5AART|6FLTHEA|8ZMB|9LWND|aRCR
837	35444 24733	   	150.05	DCR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1DUR|2MBVNT|3BEXP|47VULN|5AART|6FLTHEA|8ZMB|9LWND|aRCR
838	53154 23313	 * 	150.04	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA	1LWND|2AART|3BEXP|4VULN|5DUST|6FLTHEA|7RMIN|8DMG|9CDMG|aRCR
839	53215 33363	   	150.04	DCR|2AART|1VULN|1DMG|1CDMG	1LWND|25AART|3aERES|4VULN|6DMG|7CDMG|8DUST|9RCR
840	53161 32324	   	150.03	DCR|2VULN|1AART|1DMG	19LWND|2AART|3BEXP|4RPLT|5LSRICY|6RCR|78VULN|aDMG
841	53361 32324	   	150.03	DCR|2VULN|1AART|1DMG	19LWND|2AART|3FEWX|4RPLT|5LSRICY|6RCR|78VULN|aDMG
842	53361 32334	   	150.03	DCR|2VULN|1AART|1DMG	1LWND|2AART|39FEWX|4RPLT|5LSRICY|6RCR|78VULN|aDMG
843	53361 33233	   	150.03	DCR|2VULN|1AART|1DMG	1LWND|2AART|3FEWX|4RPLT|5LSRICY|6RCR|7LIT|8aVULN|9DMG
844	23532 11614	   	149.96	DCR|2DMG|1AART|3DUR|1CDMG	1TLV|2CDMG|356DUR|4RCVC|79DMG|8RCR|aAART
845	35214 23473	   	149.95	DCR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1DUR|2MBVNT|38VULN|4FEWX|5AART|6FLTHEA|7DUST|9ZMB|aRCR
846	35224 23473	   	149.95	DCR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1DUR|2MBVNT|38VULN|4BEXP|5AART|6FLTHEA|7DUST|9ZMB|aRCR
847	35444 23473	   	149.95	DCR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1DUR|2MBVNT|3BEXP|48VULN|5AART|6FLTHEA|7DUST|9ZMB|aRCR
848	35246 22216	   	149.94	DCR|2VULN|1AART|1ZMB|1ASPD|1DUR	1DUR|2MBVNT|3aVULN|4ZMB|5LWND|6AART|7RCR|8ASPD|9CGEN
849	35246 22246	   	149.94	DCR|2VULN|1AART|1ZMB|1ASPD|1DUR	1DUR|2MBVNT|3aVULN|4ZMB|5LWND|6AART|7RCR|8ASPD|9MLV
850	53154 21313	   	149.94	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA	1LWND|2AART|3BEXP|4VULN|5DUST|6FLTHEA|7TLV|8DMG|9CDMG|aRCR
851	53354 21313	   	149.94	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA	1LWND|2AART|3FEWX|4VULN|5DUST|6FLTHEA|7TLV|8DMG|9CDMG|aRCR
852	53162 32324	   	149.93	DCR|2VULN|1AART|1DMG	19LWND|2AART|3BEXP|4RPLT|5LSRREG|6RCR|78VULN|aDMG
853	53336 32324	   	149.93	DCR|2VULN|1AART|1DMG	19LWND|2AART|3FEWX|4VENICY|5RPLT|6RCR|78VULN|aDMG
854	53336 32334	   	149.93	DCR|2VULN|1AART|1DMG	1LWND|2AART|39FEWX|4VENICY|5RPLT|6RCR|78VULN|aDMG
855	53362 32324	   	149.93	DCR|2VULN|1AART|1DMG	19LWND|2AART|3FEWX|4RPLT|5LSRREG|6RCR|78VULN|aDMG
856	53362 32334	   	149.93	DCR|2VULN|1AART|1DMG	1LWND|2AART|39FEWX|4RPLT|5LSRREG|6RCR|78VULN|aDMG
857	53336 33233	   	149.93	DCR|2VULN|1AART|1DMG	1LWND|2AART|3FEWX|4VENICY|5RPLT|6RCR|7LIT|8aVULN|9DMG
858	53362 33233	   	149.93	DCR|2VULN|1AART|1DMG	1LWND|2AART|3FEWX|4RPLT|5LSRREG|6RCR|7LIT|8aVULN|9DMG
859	31352 32313	   	149.92	DCR|1AART|1DMG|1VULN|1CDMG|2DUR	1aDUR|2FEWX|3CGEN|4AART|5LWND|6DMG|7VULN|8CDMG|9RCR
860	31356 33613	   	149.92	DCR|1AART|1DMG|1VULN|1CDMG|2DUR	1aDUR|2FEWX|3CGEN|4AART|5VULN|6DMG|7CDMG|8LHND|9RCR
861	35133 58432	   	149.92	DCR|2VULN|3CDMG|1DMG|1DUR|1SELL	1DUR|2MBVNT|346CDMG|56VULN|6BPWR|7RPLT|8RCR|9SELL|aDMG
862	23663 13143	   	149.92	ACR|1AART|1VULN|1CDMG|2DUR|1ZMB|1ASPD	1TLV|2CDMG|3VULN|4RCR|5BEXP|6aDUR|7ASPD|8ZMB|9AART
863	51261 22231	   	149.89	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1LWND|2FEWX|3VULN|4LHND|5CGEN|6AART|7ZMB|8RCR|9CDMG|aDMG
864	53156 12311	   	149.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|2AART|3BEXP|4VULN|5MLV|6FEWX|7ZMB|8CDMG|9RCR|aDMG
865	53351 42311	   	149.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|2AART|3FEWX|4VULN|5BEXP|6MLV|7ZMB|8CDMG|9RCR|aDMG
866	53353 41111	   	149.89	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1LWND|2AART|3FEWX|4VULN|5ZMB|6LHND|7CDMG|8CGEN|9RCR|aDMG
867	62211 22231	   	149.89	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1BEXP|2LHND|3VULN|4FEWX|5CGEN|6AART|7ZMB|8RCR|9CDMG|aDMG
868	63261 22231	   	149.89	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1BEXP|2FEWX|3VULN|4LHND|5CGEN|6AART|7ZMB|8RCR|9CDMG|aDMG
869	55244 51232	   	149.87	DCR|3VULN|1DMG|2ZMB|1ASPD	1LWND|2MBVNT|356VULN|46ZMB|6BPWR|7ASPD|8DMG|9LHND|aRCR
870	21436 32313	   	149.82	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1TLV|2LHND|3FEWX|4AART|5aDUR|6DMG|7VULN|8CDMG|9RCR
871	31355 32313	   	149.82	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1aDUR|2FEWX|3CGEN|4AART|5LEGI|6DMG|7VULN|8CDMG|9RCR
872	31356 33313	   	149.82	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1aDUR|2FEWX|3CGEN|4AART|5VULN|6DMG|7CDMG|8DUST|9RCR
873	62251 22231	   	149.79	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1BEXP|2LHND|3VULN|4DUST|5CGEN|6AART|7ZMB|8RCR|9CDMG|aDMG
874	53153 12311	   	149.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|2AART|3BEXP|4VULN|5ERES|6FEWX|7ZMB|8CDMG|9RCR|aDMG
875	53153 42311	   	149.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|2AART|3BEXP|4VULN|5ERES|6LHND|7ZMB|8CDMG|9RCR|aDMG
876	53353 41311	   	149.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|2AART|3FEWX|4VULN|5ZMB|6LHND|7CDMG|8ERES|9RCR|aDMG
877	55243 22431	   	149.72	DCR|2VULN|1AART|1CDMG|1ZMB	1LWND|2MBVNT|38VULN|4ZMB|5FEWX|6AART|7RCR|9CDMG|aRPLT
878	55243 22432	   	149.72	DCR|2VULN|1AART|1CDMG|1ZMB	1LWND|2MBVNT|38VULN|4ZMB|5FEWX|6AART|7RCR|9CDMG|aBEXP
879	55243 22435	   	149.72	DCR|2VULN|1AART|1CDMG|1ZMB	1LWND|2MBVNT|38VULN|4ZMB|5FEWX|6AART|7RCR|9CDMG|aCGEN
880	55243 22437	   	149.72	DCR|2VULN|1AART|1CDMG|1ZMB	1LWND|2MBVNT|38VULN|4ZMB|5FEWX|6AART|7RCR|9CDMG|aLHND
881	55243 22438	   	149.72	DCR|2VULN|1AART|1CDMG|1ZMB	1aLWND|2MBVNT|38VULN|4ZMB|5FEWX|6AART|7RCR|9CDMG
882	55243 22471	   	149.72	DCR|2VULN|1AART|1CDMG|1ZMB	1LWND|2MBVNT|38VULN|4ZMB|5FEWX|6AART|7RCR|9LHND|aCDMG
883	35312 11382	   	149.66	DCR|2DMG|1AART|1VULN|1DUR	1DUR|2MBVNT|3CGEN|4LHND|5RCVC|6AART|7VULN|8RCR|9aDMG
884	35312 11387	   	149.66	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|3CGEN|4LHND|5RCVC|6AART|7aVULN|8RCR|9DMG
885	31251 11231	   	149.66	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2FEWX|38VULN|4LHND|5CGEN|6ERES|7RCR|9DMG|aAART
886	31255 31231	   	149.66	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2FEWX|38VULN|4LHND|5ERES|6CGEN|7RCR|9DMG|aAART
887	51241 11231	   	149.66	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2FEWX|38VULN|4DUR|5CGEN|6ERES|7RCR|9DMG|aAART
888	62241 11231	   	149.66	DCR|2VULN|1AART|1DMG|1DUR	1BEXP|2LHND|38VULN|4DUR|5CGEN|6ERES|7RCR|9DMG|aAART
889	62245 31231	   	149.66	DCR|2VULN|1AART|1DMG|1DUR	1BEXP|2LHND|38VULN|4DUR|5ERES|6CGEN|7RCR|9DMG|aAART
890	55544 22424	   	149.62	DCR|2VULN|1AART|1CDMG|1ZMB	1LWND|2MBVNT|3DUST|4ZMB|58VULN|6AART|7RCR|9CGEN|aCDMG
891	55544 22431	   	149.62	DCR|2VULN|1AART|1CDMG|1ZMB	1LWND|2MBVNT|3DUST|4ZMB|58VULN|6AART|7RCR|9CDMG|aRPLT
892	55544 22432	   	149.62	DCR|2VULN|1AART|1CDMG|1ZMB	1LWND|2MBVNT|3DUST|4ZMB|58VULN|6AART|7RCR|9CDMG|aBEXP
893	55544 22444	   	149.62	DCR|2VULN|1AART|1CDMG|1ZMB	1LWND|2MBVNT|3DUST|4ZMB|58VULN|6AART|7RCR|9MLV|aCDMG
894	55243 22434	   	149.62	DCR|2VULN|1AART|1CDMG|1ZMB	1LWND|2MBVNT|38VULN|4ZMB|5FEWX|6AART|7RCR|9CDMG|aTLV
895	55243 22436	   	149.62	DCR|2VULN|1AART|1CDMG|1ZMB	1LWND|2MBVNT|38VULN|4ZMB|5FEWX|6AART|7RCR|9CDMG|aAIRHEL
896	31352 36223	   	149.60	DCR|2DMG|1AART|2DUR|1ZMB	19DUR|2FEWX|3CGEN|4AART|5LWND|68DMG|7RCR|aZMB
897	36623 42121	 * 	149.57	DCR|3VULN|1AART|3DUR	126DUR|26BPWR|356VULN|4RPLT|7AIRHEA|8DLOT|9RCR|aAART
898	35837 11312	   	149.56	DCR|2DMG|1AART|1VULN|1DUR	1DUR|2MBVNT|3TLV|4CGEN|5aDMG|6AART|7VULN|8RCR|9LWND
899	35837 11322	   	149.56	DCR|2DMG|1AART|1VULN|1DUR	1DUR|2MBVNT|3TLV|4CGEN|5aDMG|6AART|7VULN|8RCR|9LHND
900	35837 11332	   	149.56	DCR|2DMG|1AART|1VULN|1DUR	1DUR|2MBVNT|3TLV|4CGEN|5aDMG|6AART|7VULN|8RCR|9BEXP
