0	Index      	 *	Score 	Summary	Detail	
1	23645 31436	 * 	176.48	DCR|3VULN|1AART|1DMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|58aVULN|6RCR|7LIT|9DMG
806	52161 11232	   	148.69	DCR|2VULN|2DMG|1DUR|1ASPD	1ASPD|2MLV|37VULN|4BEXP|59DMG|6DUR|8RCR|aLWND
807	52161 11233	   	148.69	DCR|2VULN|2DMG|1ASPD|1DUR	1ASPD|2MLV|37VULN|4BEXP|59DMG|6DUR|8RCR|aLIT
808	52161 11236	   	148.69	DCR|2VULN|2DMG|1ASPD|1DUR	1ASPD|2MLV|37VULN|4BEXP|59DMG|6DUR|8RCR|aCGEN
809	52161 13235	   	148.69	DCR|2VULN|2DMG|1DUR|1ASPD	1ASPD|2MLV|3aVULN|47BEXP|59DMG|6DUR|8RCR
810	13622 53361	   	148.67	DCR|2VULN|2AART|1DMG	1ERES|2DUST|3FEWX|45VULN|6LWND|78AART|9DMG|aRCR
811	23642 12127	   	148.67	DCR|2VULN|1AART|2ZMB|1CDMG	1DLOT|2AART|3MBVNT|48ZMB|5LHND|6CDMG|79VULN|aRCR
812	23645 11127	   	148.67	DCR|2VULN|1AART|2ZMB|1CDMG	1DLOT|2AART|3MBVNT|48ZMB|59VULN|6CDMG|7LHND|aRCR
813	26135 22322	 * 	148.67	ACR|3VULN|1AART|2DUR	1DLOT|2RPLT|379VULN|47LIT|5RCR|67DUR|7BPWR|8BASHEA|aAART
814	23516 18424	   	148.65	DCR|2AART|1VULN|1CDMG|1ASPD|1DUR	1DLOT|23AART|4ASPD|5MBVNT|6LEGI|7RCR|8CDMG|9VULN|aDUR
815	16226 32234	   	148.61	DCR|2DMG|1VULN|2ASPD|1ZMB|1DUR	1ERES|2VULN|3ZMB|46ASPD|5LWND|7DUR|8RCR|9aDMG
816	16231 32234	   	148.61	DCR|2DMG|1VULN|2ASPD|1ZMB|1DUR	1ERES|2VULN|3ZMB|4BEXP|56ASPD|7DUR|8RCR|9aDMG
817	52123 12234	   	148.61	DCR|2DMG|1VULN|2ASPD|1ZMB|1DUR	14ASPD|2MLV|3VULN|5LEGI|6ZMB|7DUR|8RCR|9aDMG
818	41421 11633	   	148.61	DCR|2DMG|1VULN|2ASPD|1ZMB|1DUR	1BEXP|2aASPD|3DUST|4ZMB|59DMG|6DUR|7VULN|8RCR
819	52133 52235	   	148.59	DCR|2VULN|2DMG|1ASPD|1DUR	1ASPD|24MLV|3aVULN|5LEGI|69DMG|7DUR|8RCR
820	52161 11234	   	148.59	DCR|2VULN|2DMG|1DUR|1ASPD	1ASPD|2MLV|37VULN|4BEXP|59DMG|6DUR|8RCR|aCANHEL
821	23234 12224	   	148.55	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1DLOT|2AART|3RPLT|4FEWX|5RCR|6CDMG|7LHND|8DUR|9VULN|aDMG
822	23234 14234	   	148.55	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1DLOT|2AART|3RPLT|4FEWX|5RCR|6CDMG|7VULN|8DUR|9LHND|aDMG
823	23234 14353	   	148.55	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1DLOT|2AART|3RPLT|4FEWX|5RCR|6CDMG|7VULN|8BELT|9DMG|aDUR
824	26123 53642	   	148.54	DCR|2VULN|1AART|2ASPD|2DUR	1DLOT|2RPLT|38VULN|48DUR|5MBVNT|68ASPD|7RCR|8BPWR|9DMSP|aAART
825	16133 52162	   	148.54	ACR|3VULN|1AART|1ZMB	1ERES|27aVULN|3RPLT|4ZMB|5RCR|69LWND|8AART
826	16224 41233	   	148.51	DCR|2VULN|1DMG|2ASPD|1ZMB|1DUR	1ERES|27VULN|3ZMB|4aASPD|5DUR|6DUST|8RCR|9DMG
827	51533 12121	   	148.51	ACR|2VULN|3ASPD|1DMG|1ZMB	124ASPD|2BPWR|3DMG|5RCR|6aLWND|78VULN|9ZMB
828	51533 12122	   	148.51	ACR|2VULN|3ASPD|1DMG|1ZMB	124ASPD|2BPWR|3DMG|5RCR|6LWND|78VULN|9ZMB|aFEWX
829	51533 12123	   	148.51	ACR|2VULN|3ASPD|1DMG|1ZMB	124ASPD|2BPWR|3DMG|5RCR|6LWND|78VULN|9ZMB|aCGEN
830	51533 12124	   	148.51	ACR|2VULN|3ASPD|1DMG|1ZMB	124ASPD|2BPWR|3DMG|5RCR|6LWND|78VULN|9ZMB|aLHND
831	51533 32121	   	148.51	ACR|2VULN|3ASPD|1DMG|1ZMB	124ASPD|2BPWR|3DMG|5RCR|6BEXP|78VULN|9ZMB|aLWND
832	51533 32122	   	148.51	ACR|2VULN|3ASPD|1DMG|1ZMB	124ASPD|2BPWR|3DMG|5RCR|6BEXP|78VULN|9ZMB|aRPLT
833	51533 32124	   	148.51	ACR|2VULN|3ASPD|1DMG|1ZMB	124ASPD|2BPWR|3DMG|5RCR|6BEXP|78VULN|9ZMB|aLHND
834	51533 42121	   	148.51	ACR|2VULN|3ASPD|1DMG|1ZMB	124ASPD|2BPWR|3DMG|5RCR|6FEWX|78VULN|9ZMB|aLWND
835	51533 42122	   	148.51	ACR|2VULN|3ASPD|1DMG|1ZMB	124ASPD|2BPWR|3DMG|5RCR|6FEWX|78VULN|9ZMB|aRPLT
836	51533 12325	   	148.51	ACR|2VULN|3ASPD|1DMG|1ZMB	124ASPD|2BPWR|3DMG|5RCR|6LWND|7aVULN|8DMSP|9ZMB
837	51533 21225	   	148.51	ACR|2VULN|3ASPD|1DMG|1ZMB	124ASPD|2BPWR|3DMG|5RCR|6RMIN|7aVULN|8MLV|9ZMB
838	51533 21522	   	148.51	ACR|2DMG|1VULN|3ASPD|1ZMB	124ASPD|2BPWR|39DMG|5RCR|6RMIN|7VULN|8LIT|aZMB
839	51533 35133	   	148.51	ACR|2DMG|1VULN|3ASPD|1ZMB	124ASPD|2BPWR|3aDMG|5RCR|6BEXP|7FEWX|8VULN|9ZMB
840	56232 21224	   	148.46	DCR|2VULN|1DMG|2ZMB|1DUR|1ASPD	1ASPD|29VULN|35ZMB|4MLV|6RCVC|7DUR|8RCR|aDMG
841	23244 12224	   	148.45	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1DLOT|2AART|3RPLT|4DUST|5RCR|6CDMG|7LHND|8DUR|9VULN|aDMG
842	23624 45744	   	148.45	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1DLOT|2AART|3MBVNT|4FEWX|5RCR|6CGEN|7VULN|8DUR|9DMG|aCDMG
843	23674 45244	   	148.45	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1DLOT|2AART|3MBVNT|4DUR|5RCR|6CGEN|7VULN|8FEWX|9DMG|aCDMG
844	26123 53612	   	148.44	DCR|2VULN|1AART|2ASPD|2DUR	1DLOT|2RPLT|38VULN|48DUR|5MBVNT|68ASPD|7RCR|8BPWR|9ERES|aAART
845	51533 32633	   	148.41	ACR|2DMG|1VULN|3ASPD|1ZMB	124ASPD|2BPWR|3aDMG|5RCR|6BEXP|7VULN|8DUST|9ZMB
846	51533 52121	   	148.41	ACR|2VULN|3ASPD|1DMG|1ZMB	124ASPD|2BPWR|3DMG|5RCR|6DUST|78VULN|9ZMB|aLWND
847	51533 52122	   	148.41	ACR|2VULN|3ASPD|1DMG|1ZMB	124ASPD|2BPWR|3DMG|5RCR|6DUST|78VULN|9ZMB|aRPLT
848	51533 12126	   	148.41	ACR|2VULN|3ASPD|1DMG|1ZMB	124ASPD|2BPWR|3DMG|5RCR|6LWND|78VULN|9ZMB|aLEGI
849	51533 62131	   	148.41	ACR|2VULN|3ASPD|1DMG|1ZMB	124ASPD|2BPWR|3DMG|5RCR|6LHND|78VULN|9AIRHEA|aZMB
850	16222 21224	   	148.36	DCR|2VULN|1DMG|2ZMB|1DUR|1ASPD	1ERES|29VULN|35ZMB|4ASPD|6RCVC|7DUR|8RCR|aDMG
851	23216 23633	   	148.36	DCR|3DMG|1AART|1DUR	1DLOT|2AART|3RPLT|4RCVC|58aDMG|6FEWX|7DUR|9RCR
852	23216 55233	   	148.36	DCR|3DMG|1AART|1DUR	1DLOT|2AART|3RPLT|4RCVC|56aDMG|7DUR|8FEWX|9RCR
853	23511 42132	   	148.32	DCR|2AART|1VULN|1DMG|1ASPD	1DLOT|23AART|4ASPD|5DMSP|6VULN|7RCR|8FEWX|9LWND|aDMG
854	23511 42152	   	148.32	DCR|2AART|1VULN|1DMG|1ASPD	1DLOT|23AART|4ASPD|59DMSP|6VULN|7RCR|8FEWX|aDMG
855	23511 42522	   	148.32	DCR|2AART|1VULN|1DMG|1ASPD	1DLOT|23AART|4ASPD|5DMSP|6VULN|7RCR|8LWND|9BEXP|aDMG
856	23511 42532	   	148.32	DCR|2AART|1DMG|1VULN|1ASPD	1DLOT|23AART|4ASPD|5DMSP|6VULN|7RCR|8LWND|9LHND|aDMG
857	23511 42622	   	148.32	DCR|2AART|1VULN|1DMG|1ASPD	1DLOT|23AART|4ASPD|5DMSP|6VULN|7RCR|89BEXP|aDMG
858	23432 31363	   	148.28	DCR|2AART|1DMG|1CDMG|1ZMB	1DLOT|28AART|3DUST|4FEWX|5BEXP|6RCR|7ZMB|9CDMG|aDMG
859	23644 35843	   	148.28	DCR|2AART|1VULN|1CDMG|1ZMB	1DLOT|28AART|3MBVNT|4ZMB|5LWND|6RCR|7VULN|9LIT|aCDMG
860	23645 33281	   	148.28	DCR|2AART|1VULN|1CDMG|1ZMB	1DLOT|2aAART|3MBVNT|4ZMB|5VULN|6RCR|7RPLT|8CGEN|9CDMG
861	23645 33431	   	148.28	DCR|2AART|1VULN|1CDMG|1ZMB	1DLOT|2aAART|3MBVNT|4ZMB|5VULN|6RCR|7RPLT|8CDMG|9CGEN
862	23645 33451	   	148.28	DCR|2AART|1VULN|1CDMG|1ZMB	1DLOT|2aAART|3MBVNT|4ZMB|5VULN|6RCR|7RPLT|8CDMG|9RMIN
863	23647 33426	   	148.28	DCR|2AART|1VULN|1CDMG|1ZMB	1DLOT|29AART|3MBVNT|4ZMB|5FEWX|6RCR|7RPLT|8CDMG|aVULN
864	56512 32233	   	148.26	DCR|2VULN|1AART|2ASPD|1CDMG	17ASPD|27VULN|3ERES|4LIT|5AART|67FEWX|7BPWR|8CDMG|9RCR|aBEXP
865	21633 12426	 * 	148.24	DCR|2AART|1VULN|1DMG|2ZMB	1DLOT|2LSRREG|35AART|4DMG|6ERES|7VULN|89ZMB|aRCR
866	21633 23426	   	148.24	DCR|2AART|1VULN|1DMG|2ZMB	1DLOT|2LSRREG|35AART|4DMG|6VULN|7ERES|89ZMB|aRCR
867	51461 23123	   	148.23	DCR|2VULN|1AART|3ASPD|1ZMB	123ASPD|2BPWR|4RMIN|59VULN|6ZMB|7AART|8BELT|aRCR
868	42322 53134	 * 	148.23	DCR|3ZMB|1AART|1VULN|1DMG	1BEXP|2FEWX|349ZMB|5CGEN|6DMG|7AART|8VULN|aRCR
869	62322 53134	   	148.23	DCR|3ZMB|1AART|1DMG|1VULN	1LHND|2FEWX|349ZMB|5CGEN|6DMG|7AART|8VULN|aRCR
870	23511 42232	   	148.22	DCR|2AART|1VULN|1DMG|1ASPD	1DLOT|23AART|4ASPD|5DMSP|6VULN|7RCR|8DUST|9LWND|aDMG
871	23511 42252	   	148.22	DCR|2AART|1VULN|1DMG|1ASPD	1DLOT|23AART|4ASPD|59DMSP|6VULN|7RCR|8DUST|aDMG
872	23525 32512	   	148.22	DCR|2AART|1VULN|1DMG|1ASPD	1DLOT|23AART|4MLV|5ASPD|6ERES|7RCR|8LWND|9VULN|aDMG
873	12152 51343	   	148.18	ACR|2VULN|1AART|1DMG|1DUR	1ERES|2BASICY|37VULN|4LIT|5RCR|6FEWX|8DUR|9AART|aDMG
874	56512 32231	   	148.16	DCR|2VULN|1AART|2ASPD|1CDMG	17ASPD|27VULN|3ERES|4LIT|5AART|67FEWX|7BPWR|8CDMG|9RCR|aDLOT
875	56512 32232	   	148.16	DCR|2VULN|1AART|2ASPD|1CDMG	17ASPD|27VULN|3ERES|4LIT|5AART|67FEWX|7BPWR|8CDMG|9RCR|aDUST
876	23431 32221	   	148.15	DCR|2AART|2VULN|1DUR	1DLOT|2aAART|3DUST|4FEWX|59VULN|6RCR|7RMIN|8DUR
877	23674 28231	   	148.15	ACR|2AART|1VULN|1DMG|1DUR	1DLOT|2aAART|3MBVNT|4DUR|5RCR|6LHND|7VULN|8RCVC|9DMG
878	23231 16635	   	148.13	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DLOT|2AART|3RPLT|4FEWX|5VULN|6CDMG|7DMG|8RCR|9CGEN|aDUR
879	23231 16651	   	148.13	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DLOT|2AART|3RPLT|4FEWX|5VULN|6CDMG|7DMG|8RCR|9DUR|aCGEN
880	23231 16652	   	148.13	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DLOT|2AART|3RPLT|4FEWX|5VULN|6CDMG|7DMG|8RCR|9DUR|aLHND
881	23232 16524	   	148.13	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DLOT|2AART|3RPLT|4FEWX|5LWND|6CDMG|7DUR|8RCR|9VULN|aDMG
882	23263 21611	   	148.13	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DLOT|2AART|3RPLT|4CDMG|5DMG|6FEWX|7DUR|8RCR|9VULN|aCGEN
883	23263 21612	   	148.13	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DLOT|2AART|3RPLT|4CDMG|5DMG|6FEWX|7DUR|8RCR|9VULN|aLHND
884	23263 21616	   	148.13	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DLOT|2AART|3RPLT|4CDMG|5DMG|6aFEWX|7DUR|8RCR|9VULN
885	23263 61611	   	148.13	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DLOT|2AART|3RPLT|4CDMG|5DMG|6LHND|7DUR|8RCR|9VULN|aCGEN
886	12152 61343	   	148.08	ACR|2VULN|1AART|1DMG|1DUR	1ERES|2BASICY|37VULN|4LIT|5RCR|6DUST|8DUR|9AART|aDMG
887	53122 46223	   	148.06	DCR|2VULN|1AART|2ASPD|1CDMG	14ASPD|2CGEN|37VULN|5LHND|6ERES|8RCR|9AART|aCDMG
888	12414 21612	   	148.05	DCR|3VULN|1AART|1DUR	1ERES|2BASICY|3LIT|4TLV|5AART|6DUR|7RCR|89aVULN
889	26151 25333	   	148.05	DCR|3VULN|3CDMG|1ASPD	1DLOT|2RPLT|38aVULN|4ASPD|569CDMG|7RCR
890	16133 43333	 * 	148.05	ACR|3VULN|1DMG|2ZMB	1ERES|279VULN|3RPLT|4aZMB|5RCR|6LSRICY|8DMG
891	16133 62333	   	148.05	ACR|3VULN|1DMG|2ZMB	1ERES|269VULN|3RPLT|4aZMB|5RCR|7MGNSTR|8DMG
892	23331 18581	   	148.05	DCR|2VULN|1AART|2ASPD|1DUR	1DLOT|2AART|39ASPD|4CGEN|59FEWX|6MBVNT|7RCR|89VULN|9BPWR|aDUR
893	23263 61612	   	148.03	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DLOT|2AART|3RPLT|4CDMG|5DMG|6LHND|7DUR|8RCR|9VULN|aLEGI
894	23345 14642	 * 	148.03	DCR|1AART|1VULN|1DMG|1FLTHEA|1ASPD	1DLOT|2AART|3ASPD|4RPLT|5MLV|6MBVNT|7FLTHEA|8RCR|9DMG|aVULN
895	23633 14614	   	148.03	DCR|1AART|1VULN|1DMG|1FLTHEA|1DUR	1DLOT|2AART|3MBVNT|4MLV|5DMG|6RPLT|7FLTHEA|8RCR|9DUR|aVULN
896	23633 14652	   	148.03	DCR|1AART|1VULN|1DMG|1FLTHEA|1ASPD	1DLOT|2AART|3MBVNT|4MLV|5DMG|6RPLT|7FLTHEA|8RCR|9ASPD|aVULN
897	23216 61121	   	148.02	DCR|2DMG|1AART|2ZMB	1DLOT|2AART|3RPLT|4RCVC|5aDMG|6RCR|7LHND|8aZMB|9aCGEN|aBPWR
898	52132 51221	   	147.96	DCR|2VULN|1AART|1DMG|1ASPD	1ASPD|24MLV|3aVULN|57LHND|6DMG|8RCR|9AART
899	53123 46223	   	147.96	DCR|2VULN|1AART|2ASPD|1CDMG	14ASPD|2CGEN|37VULN|5LEGI|6ERES|8RCR|9AART|aCDMG
900	23331 18441	   	147.95	DCR|2VULN|1AART|1CDMG|1ASPD	1DLOT|2AART|3ASPD|4CGEN|5FEWX|6MBVNT|7RCR|8CDMG|9aVULN
901	56431 33123	 * 	147.93	3VULN|2DMG|1AART|3ASPD|1ZMB	16aASPD|28aVULN|3DUST|4ZMB|5aDMG|7AART|9RPLT|aBPWR
902	23216 64121	   	147.92	DCR|2DMG|1AART|2ZMB	1DLOT|2AART|3RPLT|4RCVC|5aDMG|6RCR|7DUST|8aZMB|9aCGEN|aBPWR
903	23234 11435	 * 	147.92	ACR|1AART|1VULN|1DMG|2CDMG	1DLOT|2AART|3RPLT|4FEWX|5RCR|68CDMG|7LIT|9DMG|aVULN
904	53133 62124	 * 	147.90	DCR|2VULN|1DMG|2ASPD|2DUR	15ASPD|2CGEN|39VULN|45MLV|5BPWR|6RCR|78DUR|aDMG
905	12115 12536	   	147.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2BASICY|3VULN|4LWND|5AART|6ZMB|7CDMG|8CGEN|9RCR|aDMG
906	52133 54223	   	147.89	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB	17ASPD|24MLV|3VULN|5LEGI|6DMG|8RCR|9AART|aZMB
907	52162 11243	   	147.89	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1ASPD|2MLV|37VULN|4BEXP|5CGEN|6DUR|8RCR|9CDMG|aAART
908	11523 55333	   	147.88	ACR|2VULN|1AART|2ZMB|1DUR	123ERES|29BPWR|4RCR|5AART|69VULN|79ZMB|89LWND|aDUR
909	11523 52233	   	147.88	ACR|2VULN|1AART|2ZMB|1DUR	123ERES|29BPWR|4RCR|5AART|69VULN|79LWND|89ZMB|aDUR
910	11523 52236	   	147.88	ACR|2VULN|1AART|2ZMB|1ASPD	123ERES|29BPWR|4RCR|5AART|69VULN|79LWND|89ZMB|aASPD
911	23624 38811	   	147.87	ACR|3VULN|1AART|1DUR	1DLOT|2AART|3MBVNT|4FEWX|5RCR|6DUST|789VULN|aDUR
912	53112 21251	   	147.87	DCR|3VULN|1AART|2ASPD	17ASPD|2CGEN|367VULN|478LIT|5AART|7BPWR|9CANSTR|aRCR
913	23624 28721	   	147.83	ACR|2AART|2VULN|1ZMB	1DLOT|2aAART|3MBVNT|4FEWX|5RCR|6LHND|79VULN|8ZMB
914	26131 24233	   	147.83	DCR|2VULN|1AART|2CDMG	1DLOT|2RPLT|38VULN|4LIT|5RCVC|6RCR|79CDMG|aAART
915	62136 21143	   	147.81	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LHND|2FEWX|3DMG|4DUST|5RCR|6ZMB|7CDMG|8DMSP|9VULN|aAART
916	62136 21222	   	147.81	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LHND|2FEWX|3DMG|4DUST|5RCR|6ZMB|7CDMG|8VULN|9LIT|aAART
917	62136 21235	   	147.81	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB	1LHND|2FEWX|3DMG|4DUST|5RCR|6ZMB|7CDMG|8VULN|9CGEN|aAART
918	62136 21243	   	147.81	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	19LHND|2FEWX|3DMG|4DUST|5RCR|6ZMB|7CDMG|8VULN|aAART
919	62136 21263	   	147.81	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LHND|2FEWX|3DMG|4DUST|5RCR|6ZMB|7CDMG|8VULN|9DMSP|aAART
920	23322 11622	   	147.79	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1DLOT|2AART|3ASPD|4DUR|57LHND|6CDMG|89VULN|aRCR
921	23322 64352	   	147.79	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1DLOT|2AART|3ASPD|4DUR|5LHND|6LWND|79VULN|8CDMG|aRCR
922	23324 42352	   	147.79	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1DLOT|2AART|3ASPD|4DUR|59VULN|6LWND|7LHND|8CDMG|aRCR
923	23674 33343	   	147.77	ACR|2DMG|1AART|1CDMG|1DUR	1DLOT|2AART|3MBVNT|4DUR|5RCR|6DUST|7CDMG|8RCVC|9aDMG
924	52126 13221	   	147.72	DCR|2VULN|1AART|2ASPD|1ZMB	14ASPD|2MLV|3aVULN|5LWND|6ZMB|7RCVC|8RCR|9AART
925	12136 34814	   	147.72	DCR|2VULN|1AART|1CDMG|1ZMB	1ERES|2BASICY|3aVULN|4MBVNT|5AART|6BEXP|7CDMG|8RCR|9ZMB
926	12136 41814	   	147.72	DCR|2VULN|1AART|1CDMG|1ZMB	1ERES|2BASICY|3aVULN|4MBVNT|5AART|6CDMG|7FEWX|8RCR|9ZMB
927	12136 64814	   	147.72	DCR|2VULN|1AART|1CDMG|1ZMB	1ERES|2BASICY|3aVULN|4MBVNT|5AART|6FEWX|7CDMG|8RCR|9ZMB
928	23431 31213	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3DUST|4FEWX|5aVULN|6RCR|7ZMB|8DUR|9RMIN
929	23431 31222	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3DUST|4FEWX|59VULN|6RCR|7ZMB|8DUR|aCGEN
930	23431 31223	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3DUST|4FEWX|59VULN|6RCR|7ZMB|8DUR|aRMIN
931	23431 31225	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3DUST|4aFEWX|59VULN|6RCR|7ZMB|8DUR
932	23431 31226	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3DUST|4FEWX|59VULN|6RCR|7ZMB|8DUR|aLIT
933	23431 31264	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3DUST|4FEWX|5aVULN|6RCR|7ZMB|8DUR|9MGNLIT
934	23642 35722	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5LHND|6RCR|79VULN|8DUR|aCGEN
935	23642 35724	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5LHND|6RCR|79VULN|8DUR|aRMIN
936	23644 35722	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5LWND|6RCR|79VULN|8DUR|aCGEN
937	23644 35724	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5LWND|6RCR|79VULN|8DUR|aRMIN
938	23644 35744	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5LWND|6RCR|7aVULN|8DUR|9LIT
939	23645 32722	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|59VULN|6RCR|7LHND|8DUR|aCGEN
940	23645 32724	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|59VULN|6RCR|7LHND|8DUR|aRMIN
941	23645 36213	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5aVULN|6RCR|7BEXP|8DUR|9RMIN
942	23645 36222	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|59VULN|6RCR|7BEXP|8DUR|aCGEN
943	23645 36224	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|59VULN|6RCR|7BEXP|8DUR|aRMIN
944	23645 36244	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5aVULN|6RCR|7BEXP|8DUR|9LIT
945	23647 35213	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5FEWX|6RCR|7aVULN|8DUR|9RMIN
946	23647 35222	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5FEWX|6RCR|79VULN|8DUR|aCGEN
947	23647 35224	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5FEWX|6RCR|79VULN|8DUR|aRMIN
948	23647 35244	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5FEWX|6RCR|7aVULN|8DUR|9LIT
949	23431 31363	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3DUST|4FEWX|59VULN|6RCR|7ZMB|8BELT|aDUR
950	23431 31366	   	147.70	DCR|2VULN|1AART|1ZMB|1ASPD	1DLOT|2AART|3DUST|4FEWX|59VULN|6RCR|7ZMB|8BELT|aASPD
951	23431 31511	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3DUST|4FEWX|59VULN|6RCR|7ZMB|8RMIN|aDUR
952	23431 31611	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3DUST|4FEWX|59VULN|6RCR|7ZMB|8MLV|aDUR
953	23431 33511	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3DUST|4FEWX|59VULN|6RCR|7CGEN|8ZMB|aDUR
954	23645 31418	   	147.70	DCR|2VULN|1AART|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|58VULN|6RCR|7LIT|9LHND|aASPD
955	23645 31482	   	147.70	DCR|2VULN|1AART|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|58VULN|6RCR|7LIT|9ASPD|aBEXP
956	23645 31484	   	147.70	DCR|2VULN|1AART|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|58VULN|6RCR|7LIT|9ASPD|aCGEN
957	23645 35143	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|57VULN|6RCR|8FEWX|9BELT|aDUR
958	23431 32213	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3DUST|4FEWX|5aVULN|6RCR|7RMIN|8DUR|9ZMB
959	23642 35227	   	147.70	DCR|2VULN|1AART|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|5LHND|6RCR|7aVULN|8BELT|9ASPD
960	23645 31134	   	147.70	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5aVULN|6RCR|7LIT|8FEWX|9DUR
961	23645 32227	   	147.70	DCR|2VULN|1AART|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|5aVULN|6RCR|7LHND|8BELT|9ASPD
962	23324 12552	   	147.69	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1DLOT|2AART|3ASPD|4DUR|59VULN|6CDMG|7DUST|8LWND|aRCR
963	23324 23322	   	147.69	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1DLOT|2AART|3ASPD|4DUR|59VULN|6TLV|7CDMG|8RMIN|aRCR
964	21623 53325	   	147.68	DCR|2AART|1VULN|1CDMG|1ZMB	1DLOT|2LSRREG|3aAART|4LHND|5VULN|6RCR|7CDMG|8BEXP|9ZMB
965	23216 63361	   	147.67	DCR|1AART|1VULN|1DMG|2DUR	1DLOT|2AART|3RPLT|4RCVC|5DMG|6RCR|79DUR|8VULN|aLWND
