0	Index      	 *	Score 	Summary	Detail	
1	24163 22742	 * 	195.13	ACR|3VULN|3DMG|3ZMB	1RPLT|2BELT|39aDMG|4MBVNT|5RCR|69aVULN|7NUKE|89aZMB|9aBPWR
849	11221 12433	   	166.41	DCR|3VULN|2DMG|2ASPD	19ASPD|239VULN|46DMG|5CGEN|7RCR|89BASHEA|9BPWR|aRMIN
850	11521 12431	   	166.41	DCR|3VULN|2DMG|2ASPD	19ASPD|29aVULN|3DMSP|46DMG|5CGEN|7RCR|89BASHEA|9BPWR
851	13434 51223	   	166.41	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1ASPD|2RCVC|3ERES|4CDMG|56aVULN|7RCR|8DMG|9DUR
852	11213 71536	   	166.39	ACR|4VULN|1AART|2ASPD	18ASPD|2389VULN|4RCR|5MBVNT|68ERES|7RPLT|8BPWR|aAART
853	11214 33345	   	166.36	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1ASPD|235VULN|4RCR|6DUR|7BEXP|8MLV|9CDMG|aAART
854	11214 51422	   	166.36	ACR|3VULN|2AART|1ASPD|1DUR	1ASPD|235VULN|4RCR|68AART|79DUST|aDUR
855	51213 22345	   	166.34	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|23VULN|4RCR|5CDMG|6RCVC|7FEWX|8DUR|9DMG|aAART
856	11214 11235	   	166.34	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6DMG|7LHND|8LIT|9AART|aDUST
857	11214 12235	   	166.34	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6DMG|7LWND|8LIT|9AART|aDUST
858	16112 36412	   	166.34	ACR|3VULN|1AART|2CDMG|1ASPD	1ASPD|23LWND|4RCR|57aVULN|68CDMG|9AART
859	11221 12435	   	166.31	DCR|3VULN|2DMG|2ASPD	19ASPD|239VULN|46DMG|5CGEN|7RCR|89BASHEA|9BPWR|aDUST
860	32121 31115	   	166.28	DCR|3VULN|1AART|2CDMG|1ZMB	1aCDMG|2ZMB|3ERES|4LHND|568VULN|7AART|9RCR
861	32421 31115	   	166.28	DCR|3VULN|1AART|2CDMG|1ZMB	1aCDMG|2ZMB|3TLV|4LHND|568VULN|7AART|9RCR
862	11214 33145	   	166.26	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1ASPD|235VULN|4RCR|6DUR|7BEXP|8TLV|9CDMG|aAART
863	11213 37326	   	166.26	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1ASPD|237VULN|4RCR|5MBVNT|6CDMG|8DUR|9CGEN|aAART
864	11213 33411	   	166.24	ACR|3VULN|1AART|2CDMG|1ASPD	1ASPD|238VULN|4RCR|5MBVNT|67CDMG|9AART|aLWND
865	11213 33413	   	166.24	ACR|3VULN|1AART|2CDMG|1ASPD	1ASPD|238VULN|4RCR|5MBVNT|67CDMG|9AART|aBEXP
866	11213 33415	   	166.24	ACR|3VULN|1AART|2CDMG|1ASPD	1ASPD|238VULN|4RCR|5MBVNT|67CDMG|9AART|aBELT
867	11213 33417	   	166.24	ACR|3VULN|1AART|2CDMG|1ASPD	1ASPD|238VULN|4RCR|5MBVNT|67CDMG|9AART|aFEWX
868	11213 33418	   	166.24	ACR|3VULN|1AART|2CDMG|1ASPD	1ASPD|238VULN|4RCR|5MBVNT|67CDMG|9AART|aRPLT
869	11213 37511	   	166.24	ACR|3VULN|1AART|2CDMG|1ASPD	1ASPD|237VULN|4RCR|5MBVNT|68CDMG|9AART|aLWND
870	11213 37513	   	166.24	ACR|3VULN|1AART|2CDMG|1ASPD	1ASPD|237VULN|4RCR|5MBVNT|68CDMG|9AART|aBEXP
871	11213 37515	   	166.24	ACR|3VULN|1AART|2CDMG|1ASPD	1ASPD|237VULN|4RCR|5MBVNT|68CDMG|9AART|aBELT
872	11213 37517	   	166.24	ACR|3VULN|1AART|2CDMG|1ASPD	1ASPD|237VULN|4RCR|5MBVNT|68CDMG|9AART|aFEWX
873	11213 37518	   	166.24	ACR|3VULN|1AART|2CDMG|1ASPD	1ASPD|237VULN|4RCR|5MBVNT|68CDMG|9AART|aRPLT
874	11513 33412	   	166.24	ACR|3VULN|1AART|2CDMG|1ASPD	1ASPD|28aVULN|3DMSP|4RCR|5MBVNT|67CDMG|9AART
875	11513 37512	   	166.24	ACR|3VULN|1AART|2CDMG|1ASPD	1ASPD|27aVULN|3DMSP|4RCR|5MBVNT|68CDMG|9AART
876	41214 35223	   	166.24	ACR|3VULN|1AART|1DMG|1DUR	1TLV|235VULN|4RCR|6DUR|7LWND|8VENICY|9AART|aDMG
877	41214 36223	   	166.24	ACR|3VULN|1AART|1DMG|1DUR	1TLV|235VULN|4RCR|6DUR|7FEWX|8VENICY|9AART|aDMG
878	51213 53412	   	166.24	ACR|3VULN|1AART|2CDMG|1ASPD	1CGEN|23aVULN|4RCR|58CDMG|6TLV|7ASPD|9AART
879	11265 14813	   	166.21	DCR|3VULN|2DMG|2ASPD	19ASPD|235VULN|4MBVNT|6aDMG|7RCR|8DUST
880	11214 15111	   	166.19	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	1ASPD|235VULN|4RCR|6DMG|7SELL|8CGEN|9AART|aLHND
881	11214 15113	   	166.19	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	1ASPD|235VULN|4RCR|6DMG|7SELL|8CGEN|9AART|aBEXP
882	11214 15114	   	166.19	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	1ASPD|235VULN|4RCR|6DMG|7SELL|8CGEN|9AART|aFEWX
883	11214 15115	   	166.19	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	1ASPD|235VULN|4RCR|6DMG|7SELL|8CGEN|9AART|aRMIN
884	11514 15112	   	166.19	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	1ASPD|25aVULN|3DMSP|4RCR|6DMG|7SELL|8CGEN|9AART
885	41412 13152	   	166.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15TLV|2aVULN|3RCVC|4RCR|6DMG|7AART|8ZMB|9DUR
886	15323 13625	   	166.18	ACR|2VULN|1AART|2ASPD|1CDMG|1ZMB	17ASPD|2FEWX|3RCR|4LIT|5aVULN|6AART|8ZMB|9CDMG
887	32653 31115	   	166.18	DCR|3VULN|1AART|2CDMG|1ZMB	1aCDMG|2ZMB|3LEGI|468VULN|5ERES|7AART|9RCR
888	11213 37336	   	166.16	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1ASPD|237VULN|4RCR|5MBVNT|6CDMG|8DUR|9ERES|aAART
889	11221 15163	 * 	166.15	DCR|3VULN|2DMG|1FLTHEA|1ASPD	1ASPD|238VULN|46DMG|5CGEN|7TLV|9FLTHEA|aRCR
890	11213 33414	   	166.14	ACR|3VULN|1AART|2CDMG|1ASPD	1ASPD|238VULN|4RCR|5MBVNT|67CDMG|9AART|aLEGI
891	11213 33416	   	166.14	ACR|3VULN|1AART|2CDMG|1ASPD	1ASPD|238VULN|4RCR|5MBVNT|67CDMG|9AART|aDUST
892	11213 37514	   	166.14	ACR|3VULN|1AART|2CDMG|1ASPD	1ASPD|237VULN|4RCR|5MBVNT|68CDMG|9AART|aLEGI
893	11213 37516	   	166.14	ACR|3VULN|1AART|2CDMG|1ASPD	1ASPD|237VULN|4RCR|5MBVNT|68CDMG|9AART|aDUST
894	11514 53232	   	166.12	ACR|3VULN|1AART|1ZMB|1ASPD|1DUR	1ASPD|257VULN|3DMSP|4RCR|6AART|8LHND|9DUR|aZMB
895	11514 53322	   	166.12	ACR|3VULN|1AART|1ZMB|1ASPD|1DUR	1ASPD|257VULN|3DMSP|4RCR|6AART|8CGEN|9ZMB|aDUR
896	32354 36323	   	166.10	DCR|3VULN|3CDMG|1ZMB|1DUR|1ASPD	156CDMG|2ZMB|3DUR|458VULN|5BPWR|7RCR|9DUST|aASPD
897	11214 15411	   	166.09	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	1ASPD|235VULN|4RCR|6DMG|7SELL|8ERES|9AART|aLHND
898	11214 15413	   	166.09	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	1ASPD|235VULN|4RCR|6DMG|7SELL|8ERES|9AART|aBEXP
899	11211 55212	   	166.09	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	1ASPD|23aVULN|4RCR|5ERES|6DMSP|7SELL|8DMG|9AART
900	11212 55212	   	166.09	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	1ASPD|23aVULN|4RCR|5TLV|6DMSP|7SELL|8DMG|9AART
901	32354 12316	   	166.07	DCR|3VULN|3CDMG|3DUR|1ZMB	15aCDMG|2ZMB|39aDUR|45aVULN|5aBPWR|6RPLT|7LEGI|8RCR
902	11213 52152	   	166.07	ACR|3VULN|2ASPD|1CDMG|2DUR|1ZMB	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7ZMB|8aDUR|9CDMG
903	11213 53356	 * 	166.04	ACR|3VULN|1AART|2ASPD|1CDMG	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7BEXP|8MLV|9CDMG|aAART
904	11214 52132	   	166.02	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ASPD|235VULN|4RCR|6AART|7TLV|8ZMB|9DMSP|aDUR
905	11214 52151	   	166.02	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ASPD|235VULN|4RCR|6AART|7TLV|8ZMB|9DUR|aBELT
906	11214 52153	   	166.02	ACR|3VULN|1AART|1ZMB|1ASPD|1DUR	1ASPD|235VULN|4RCR|6AART|7TLV|8ZMB|9DUR|aLWND
907	11214 52341	   	166.02	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ASPD|235VULN|4RCR|6AART|7TLV|8DUR|9FEWX|aZMB
908	11214 52361	   	166.02	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ASPD|235VULN|4RCR|6AART|7TLV|8DUR|9LIT|aZMB
909	11514 53122	   	166.02	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ASPD|257VULN|3DMSP|4RCR|6AART|8ERES|9ZMB|aDUR
910	15343 25121	   	166.01	ACR|2VULN|2DMG|2ASPD|2DUR	18ASPD|2FEWX|3RCR|48DUR|5aDMG|6BEXP|78VULN|8BPWR|9RMIN
911	15343 25131	   	166.01	ACR|2VULN|2DMG|2ASPD|2DUR	18ASPD|2FEWX|3RCR|48DUR|5aDMG|6BEXP|78VULN|8BPWR|9CGEN
912	11213 53156	   	165.94	ACR|3VULN|1AART|2ASPD|1CDMG	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7BEXP|8TLV|9CDMG|aAART
913	11214 52351	   	165.92	ACR|3VULN|1AART|1ZMB|1ASPD|1DUR	1ASPD|235VULN|4RCR|6AART|7TLV|8DUR|9LEGI|aZMB
914	11214 56422	   	165.92	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ASPD|235VULN|4RCR|6AART|7MBVNT|8SNIHEL|9ZMB|aDUR
915	32351 23215	   	165.91	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3DUR|457VULN|6RCVC|8BEXP|9AART|aRCR
916	32351 23515	   	165.91	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3DUR|457VULN|6RCVC|8LHND|9AART|aRCR
917	15343 15121	   	165.91	ACR|2VULN|2DMG|2ASPD|2DUR	18ASPD|2FEWX|3RCR|48DUR|5aDMG|6DUST|78VULN|8BPWR|9RMIN
918	15343 15131	   	165.91	ACR|2VULN|2DMG|2ASPD|2DUR	18ASPD|2FEWX|3RCR|48DUR|5aDMG|6DUST|78VULN|8BPWR|9CGEN
919	11413 54114	   	165.90	ACR|3VULN|3ASPD|1DMG|1DUR	169ASPD|26aVULN|3RCVC|4RCR|5MBVNT|6BPWR|7DMG|8DUR
920	11214 32143	   	165.87	ACR|3VULN|1DMG|2DUR|1ZMB|1ASPD	1ASPD|235VULN|4RCR|68DUR|7ZMB|9FEWX|aDMG
921	32354 36312	   	165.86	DCR|3VULN|3CDMG|2DUR|1ZMB	156CDMG|2ZMB|39DUR|458VULN|5BPWR|7RCR|aRCVC
922	11214 11214	   	165.84	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6DMG|7LHND|8LIT|9BELT|aAART
923	11214 11251	   	165.84	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6DMG|7LHND|8LIT|9BEXP|aAART
924	11214 11263	   	165.84	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6DMG|7LHND|8LIT|9LWND|aAART
925	11214 11651	   	165.84	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6DMG|7LHND|8BEXP|9LIT|aAART
926	11214 12214	   	165.84	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6DMG|7LWND|8LIT|9BELT|aAART
927	11214 12251	   	165.84	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6DMG|7LWND|8LIT|9BEXP|aAART
928	11214 12651	   	165.84	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6DMG|7LWND|8BEXP|9LIT|aAART
929	11214 14215	   	165.84	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6DMG|79LIT|8MLV|aAART
930	11214 16315	   	165.84	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6DMG|7RMIN|89LIT|aAART
931	11214 44221	   	165.84	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6LIT|7BEXP|8LWND|9DMG|aAART
932	11216 21321	   	165.84	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|238VULN|4RCR|5LIT|6FEWX|7LHND|9DMG|aAART
933	11216 23321	   	165.84	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|238VULN|4RCR|5LIT|6FEWX|7LWND|9DMG|aAART
934	41412 13221	   	165.84	ACR|2VULN|2DMG|1AART	15aTLV|2aVULN|3RCVC|4RCR|6aDMG|7AART|8LEGI|9BELT|aBPWR
935	41412 13621	   	165.84	ACR|2VULN|2DMG|1AART	15TLV|29VULN|3RCVC|4RCR|6aDMG|7AART|8CGEN
936	41234 31223	   	165.82	DCR|3VULN|1AART|1DMG|1DUR	1TLV|235VULN|4FEWX|6DUR|7RCR|8VENICY|9AART|aDMG
937	41254 31223	   	165.82	DCR|3VULN|1AART|1DMG|1DUR	1TLV|235VULN|4BEXP|6DUR|7RCR|8VENICY|9AART|aDMG
938	11214 32333	   	165.77	ACR|3VULN|1DMG|2DUR|1ZMB|1ASPD	1ASPD|235VULN|4RCR|69DUR|7ZMB|8DUST|aDMG
939	11214 32633	   	165.77	ACR|3VULN|1DMG|2DUR|1ZMB|1ASPD	1ASPD|235VULN|4RCR|69DUR|7ZMB|8LEGI|aDMG
940	13635 51312	   	165.74	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2RCVC|3CGEN|4CDMG|5RCR|6aVULN|7DMSP|8DMG|9AART
941	11213 61321	   	165.74	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|238VULN|4RCR|5MBVNT|6LIT|7LHND|9DMG|aAART
942	11213 63321	   	165.74	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|238VULN|4RCR|5MBVNT|6LIT|7LWND|9DMG|aAART
943	11213 67321	   	165.74	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|238VULN|4RCR|5MBVNT|6LIT|7FEWX|9DMG|aAART
944	11213 68321	   	165.74	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|238VULN|4RCR|5MBVNT|6LIT|7BEXP|9DMG|aAART
945	11216 11321	   	165.74	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|238VULN|4RCR|5LIT|6DUST|7LHND|9DMG|aAART
946	11216 13321	   	165.74	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|238VULN|4RCR|5LIT|6DUST|7LWND|9DMG|aAART
947	11216 16321	   	165.74	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|238VULN|4RCR|5LIT|6DUST|7FEWX|9DMG|aAART
948	11414 53212	   	165.68	ACR|4VULN|1AART|1ASPD	1ASPD|257aVULN|3RCVC|4RCR|6AART|8LHND|9FEWX
949	41225 12512	   	165.67	DCR|3VULN|2DMG|1ZMB	1TLV|239VULN|46DMG|5RMIN|7RCR|8RCVC|aZMB
950	11214 64131	   	165.66	ACR|5VULN|2ASPD|1DUR	17ASPD|23578VULN|4RCR|6RCVC|7BPWR|9DUR|aLWND
951	11214 64133	   	165.66	ACR|5VULN|2ASPD|1DUR	17ASPD|23578VULN|4RCR|6RCVC|7BPWR|9DUR|aFEWX
952	11214 64223	   	165.66	ACR|5VULN|2ASPD|1DUR	17ASPD|2357aVULN|4RCR|6RCVC|7BPWR|8RPLT|9DUR
953	11213 34172	   	165.64	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|23VULN|4RCR|5MBVNT|6CDMG|7DMG|8MLV|9AART|aRCVC
954	11213 34272	   	165.64	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|23VULN|4RCR|5MBVNT|6CDMG|7DMG|8CGEN|9AART|aRCVC
955	11213 34436	   	165.64	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|23VULN|4RCR|5MBVNT|6CDMG|7DMG|8RCVC|9LWND|aAART
956	13435 51212	   	165.64	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2RCVC|3ERES|4CDMG|5RCR|6aVULN|7DMSP|8DMG|9AART
957	11212 46222	   	165.64	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|237VULN|4RCR|5TLV|6LIT|8BASICY|9DMG|aAART
958	11214 41222	   	165.64	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6LIT|7TLV|8BASICY|9DMG|aAART
959	11216 36222	   	165.64	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|237VULN|4RCR|5LIT|6TLV|8BASICY|9DMG|aAART
960	11222 13323	   	165.62	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|23VULN|4DMG|5LIT|6AART|7RCVC|8RCR|9BELT|aCDMG
961	11413 54633	   	165.59	ACR|2VULN|2DMG|2ASPD|1ZMB	16ASPD|26VULN|3RCVC|4RCR|5MBVNT|6BPWR|7aDMG|8ZMB|9CGEN
962	11414 53313	   	165.58	ACR|4VULN|1AART|1ASPD	1ASPD|257aVULN|3RCVC|4RCR|6AART|8CGEN|9NUKE
963	13634 36212	 * 	165.57	DCR|4VULN|3CDMG|2ASPD	19ASPD|2RCVC|3CGEN|469CDMG|5789VULN|9BPWR|aRCR
964	11334 35113	 * 	165.57	DCR|2VULN|1DMG|2CDMG|2ASPD|2DUR	18ASPD|28VULN|3BEXP|4RPLT|59DUR|68CDMG|7RCR|8BPWR|aDMG
965	11214 21443	 * 	165.55	ACR|4VULN|2CDMG|2ASPD	1aASPD|235aVULN|4RCR|6BELT|7RCVC|8DLOT|9aCDMG|aBPWR
966	11414 15331	   	165.54	ACR|2VULN|2DMG|2ASPD|1ZMB|1SELL	19ASPD|25VULN|3RCVC|4RCR|69DMG|7SELL|89LHND|9BPWR|aZMB
967	11213 34872	   	165.54	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|23VULN|4RCR|5MBVNT|6CDMG|7DMG|8ERES|9AART|aRCVC
968	33241 36215	   	165.53	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2LHND|3DMSP|4BEXP|567VULN|8DMG|9AART|aRCR
969	33631 36215	   	165.53	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|24LHND|3BEXP|567VULN|8DMG|9AART|aRCR
970	14342 36212	   	165.53	ACR|3VULN|1AART|1CDMG|1ASPD	1ASPD|2LHND|3RCR|4RCVC|57aVULN|6CDMG|8DMSP|9AART
971	13212 42145	   	165.52	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1ASPD|2RCVC|36LWND|4RCR|56VULN|6BPWR|7ZMB|8DUR|9CDMG|aAART
972	51216 23312	   	165.52	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	16CGEN|23aVULN|4RCR|5ZMB|7AART|8DUR|9ASPD
973	51216 53312	   	165.52	ACR|3VULN|1AART|1ZMB|1ASPD|1DUR	1CGEN|23aVULN|4RCR|5ZMB|6DMSP|7AART|8DUR|9ASPD
974	11413 54613	   	165.49	ACR|2VULN|2DMG|2ASPD|1ZMB	16ASPD|26VULN|3RCVC|4RCR|5MBVNT|6BPWR|7aDMG|8ZMB|9ERES
975	11414 53113	   	165.48	ACR|4VULN|1AART|1ASPD	1ASPD|257aVULN|3RCVC|4RCR|6AART|8ERES|9NUKE
976	31135 32366	 * 	165.46	DCR|2DMG|3CDMG|1AART|2ZMB|1DUR	136CDMG|239FEWX|39BPWR|4DUR|59DMG|7AART|89ZMB|aRCR
977	11221 62431	   	165.43	DCR|4VULN|1DMG|2ASPD	19ASPD|239aVULN|4DMG|5CGEN|6RCVC|7RCR|89BASHEA|9BPWR
978	33131 32215	   	165.43	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	13CDMG|23LHND|3BPWR|4DUR|56VULN|7RCVC|8DMG|9AART|aRCR
979	11214 21252	   	165.43	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|235VULN|4RCR|6BELT|7RCVC|8CDMG|9DMG|aDUR
980	11222 12323	   	165.42	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|23aVULN|4DMG|5LIT|6AART|79LWND|8RCR
981	11222 12353	   	165.42	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|23aVULN|4DMG|5LIT|6AART|7LWND|8RCR|9RMIN
982	11211 53152	   	165.42	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ASPD|23aVULN|4RCR|5ERES|6DMSP|7AART|8ZMB|9DUR
983	11212 53152	   	165.42	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ASPD|23aVULN|4RCR|5TLV|6DMSP|7AART|8ZMB|9DUR
984	11211 63131	   	165.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|23VULN|4RCR|5ERES|6RCVC|7AART|8ZMB|9DMSP|aDMG
985	11212 63131	   	165.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|23VULN|4RCR|5TLV|6RCVC|7AART|8ZMB|9DMSP|aDMG
986	11265 84133	   	165.35	DCR|3VULN|1DMG|2DUR|1ZMB|1ASPD	1ASPD|235VULN|4MBVNT|6ZMB|7RCR|89DUR|aDMG
987	51211 55211	   	165.34	ACR|2VULN|2DMG|1AART	1CGEN|23VULN|4RCR|5ERES|6AART|7RCVC|8DMSP|9aDMG
988	51212 55211	   	165.34	ACR|2VULN|2DMG|1AART	1CGEN|23VULN|4RCR|5TLV|6AART|7RCVC|8DMSP|9aDMG
989	11214 63242	   	165.33	ACR|5VULN|3ASPD	18aASPD|2358aVULN|4RCR|6RCVC|78aMLV|8aBPWR|9RPLT
990	11265 14241	   	165.32	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4MBVNT|6DMG|7RCR|8LIT|9FEWX|aAART
991	11265 14271	   	165.32	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4MBVNT|6DMG|7RCR|8LIT|9LWND|aAART
992	25113 33622	   	165.31	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1RPLT|2ZMB|3BEXP|4DMG|57VULN|6DUR|8RCR|9ASPD|aAART
993	41211 55211	   	165.24	ACR|2VULN|2DMG|1AART	1TLV|23VULN|4RCR|5ERES|6AART|7RCVC|8DMSP|9aDMG
994	36131 32215	   	165.23	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	13CDMG|2LEGI|3BPWR|4DUR|56VULN|7RCVC|8DMG|9AART|aRCR
995	11414 11231	   	165.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|25VULN|3RCVC|4RCR|6DMG|7LHND|8LIT|9AART|aZMB
996	11414 12231	   	165.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|25VULN|3RCVC|4RCR|6DMG|7LWND|8LIT|9AART|aZMB
997	11421 12436	   	165.17	DCR|2VULN|2DMG|2ASPD|1ZMB	19ASPD|29VULN|3RCVC|46DMG|5CGEN|7RCR|89BASHEA|9BPWR|aZMB
