0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22123 43542	4	 * 	258.64	DCR|4VULN|2DUR|1DMG	18MLV|2RPLT|3LWND|48DUR|5789VULN|6RCR|8BPWR|aDMG
836	12232 35662	5	   	229.30	DCR|2VULN|3DUR|1TLV|1ASPD	1BEXP|2ASPD|3RMIN|458DUR|69VULN|7TLV|aRCR
837	12232 63342	9	   	229.30	DCR|2VULN|3DUR|1TLV|1ASPD	1BEXP|2ASPD|3RMIN|456DUR|79VULN|8TLV|aRCR
838	12232 63362	8	   	229.30	DCR|2VULN|3DUR|1TLV|1ASPD	1BEXP|2ASPD|3RMIN|456DUR|79VULN|8TLV|aRCR
839	15332 63342	9	   	229.30	DCR|2VULN|3DUR|1TLV|1ASPD	1BEXP|2RMIN|356DUR|4ASPD|79VULN|8TLV|aRCR
840	15332 63362	8	   	229.30	DCR|2VULN|3DUR|1TLV|1ASPD	1BEXP|2RMIN|356DUR|4ASPD|79VULN|8TLV|aRCR
841	22262 12552	6	   	229.28	DCR|3VULN|2DUR|1CDMG	1MLV|2RPLT|367VULN|4CDMG|5aDUR|8ERES|9RCR
842	22262 13352	8	   	229.28	DCR|3VULN|2DUR|1CDMG	1MLV|2RPLT|368VULN|4CDMG|5aDUR|7ERES|9RCR
843	32262 11252	8	   	229.28	DCR|3VULN|2DUR|1CDMG	1ZMB|2RPLT|369VULN|4CDMG|58DUR|7RCR|aBBNT
844	32262 11255	8	   	229.28	DCR|3VULN|2DUR|1CDMG	1ZMB|2RPLT|369VULN|4CDMG|58DUR|7RCR|aDUST
845	32262 11256	8	   	229.28	DCR|3VULN|2DUR|1CDMG	1ZMB|2RPLT|369VULN|4CDMG|58DUR|7RCR|aERES
846	32262 11622	9	   	229.28	DCR|3VULN|2DUR|1CDMG	1ZMB|2RPLT|368VULN|4CDMG|5aDUR|7RCR|9DUST
847	32262 11624	10	   	229.28	DCR|3VULN|2DUR|1CDMG	1ZMB|2RPLT|368VULN|4CDMG|5aDUR|7RCR|9DUST
848	32262 11662	8	   	229.28	DCR|3VULN|2DUR|1CDMG	1ZMB|2RPLT|368VULN|4CDMG|5aDUR|7RCR|9ERES
849	32266 11262	9	   	229.28	DCR|3VULN|2DUR|1CDMG	1ZMB|2RPLT|369VULN|4CDMG|5DUST|7RCR|8aDUR
850	32266 11632	8	   	229.28	DCR|3VULN|2DUR|1CDMG	1ZMB|2RPLT|368VULN|4CDMG|5DUST|7RCR|9aDUR
851	63132 32351	1	   	229.25	DCR|2VULN|2DMG|3TLV|1CDMG	138TLV|2CDMG|48DMG|5MBVNT|6RCR|78CGEN|8BPWR|9aVULN
852	63135 24424	1	   	229.25	DCR|2VULN|2DMG|3TLV|1CDMG	139TLV|2CDMG|49DMG|5CGEN|6MBVNT|7BEXP|89VULN|9BPWR|aRCR
853	14612 31428	6	   	229.25	ACR|4VULN|2DMG|1DUR	18BEXP|2RCR|3MBVNT|4DUR|5RCVC|68DMG|789aVULN|8BPWR
854	14612 33428	7	   	229.25	ACR|4VULN|2DMG|1DUR	18BEXP|2RCR|3MBVNT|4DUR|5RCVC|68DMG|789aVULN|8BPWR
855	14621 43611	7	   	229.25	ACR|4VULN|2DMG|1DUR	18BEXP|2RCR|3MBVNT|48DMG|5RPLT|678aVULN|8BPWR|9DUR
856	44231 43611	7	   	229.25	ACR|4VULN|2DMG|1DUR	1RCR|28DMG|38BEXP|4MBVNT|5RPLT|678aVULN|8BPWR|9DUR
857	46613 21311	5	   	229.25	ACR|4VULN|2DMG|1DUR	1RCR|259LWND|3MBVNT|4DUR|69DMG|789aVULN|9BPWR
858	46613 31311	6	   	229.25	ACR|4VULN|2DMG|1DUR	1RCR|259LWND|3MBVNT|4DUR|69DMG|789aVULN|9BPWR
859	46613 33311	7	   	229.25	ACR|4VULN|2DMG|1DUR	1RCR|259LWND|3MBVNT|4DUR|69DMG|789aVULN|9BPWR
860	34332 63211	9	   	229.20	DCR|2VULN|3DUR|1TLV|1ASPD	1ZMB|2TLV|3DUST|456DUR|7aVULN|8ASPD|9RCR
861	62336 31622	1	   	229.20	DCR|2VULN|3DUR|1TLV|1ASPD	1TLV|2ASPD|3ERES|45VULN|6RCR|7BEXP|89aDUR
862	63231 43122	1	 * 	229.20	4VULN|2DMG|2DUR|2TLV|1CDMG	19TLV|2CDMG|359aVULN|4CGEN|67DUR|89DMG|9BPWR
863	22123 41515	4	   	229.16	DCR|3VULN|3DUR	18MLV|2RPLT|3LWND|478DUR|58aVULN|6RCR|8BPWR|9DMSP
864	22123 41535	4	   	229.16	DCR|3VULN|3DUR	18MLV|2RPLT|3LWND|478DUR|58aVULN|6RCR|8BPWR|9RCVC
865	32261 17643	3	   	229.16	DCR|3VULN|3DUR	148ZMB|2RPLT|348VULN|48BPWR|5MBVNT|689DUR|7RCR|aRMIN
866	32261 17644	3	   	229.16	DCR|3VULN|3DUR	148ZMB|2RPLT|348VULN|48BPWR|5MBVNT|689DUR|7RCR|aBEXP
867	22212 56331	5	   	229.16	DCR|3VULN|3DUR	19MLV|2RPLT|379VULN|4LWND|5CGEN|6RCR|89aDUR|9BPWR
868	51252 33533	10	   	229.16	DCR|3VULN|3DUR	18LHND|258DUR|3MLV|46CGEN|789VULN|8BPWR|aRCR
869	63132 38424	1	   	229.15	DCR|2VULN|2DMG|3TLV|1CDMG	13aTLV|2CDMG|4aDMG|5MBVNT|6RCR|7BBNT|8aVULN|9RCVC|aBPWR
870	32611 13225	6	   	229.06	DCR|3VULN|3DUR	14ZMB|2RPLT|345DUR|4BPWR|69aVULN|7RCR|8BEXP
871	32616 13225	4	   	229.06	DCR|3VULN|3DUR	14ZMB|2RPLT|346DUR|4BPWR|59aVULN|7RCR|8BEXP
872	32616 13225	5	   	229.06	DCR|3VULN|3DUR	14ZMB|2RPLT|346DUR|4BPWR|59aVULN|7RCR|8BEXP
873	32616 13225	6	   	229.06	DCR|3VULN|3DUR	14ZMB|2RPLT|346DUR|4BPWR|59aVULN|7RCR|8BEXP
874	22123 41526	4	   	229.06	DCR|3VULN|3DUR	18MLV|2RPLT|3LWND|478DUR|58aVULN|6RCR|8BPWR|9ERES
875	22214 56331	5	   	229.06	DCR|3VULN|3DUR	19MLV|2RPLT|379VULN|4LWND|5ERES|6RCR|89aDUR|9BPWR
876	25434 33323	6	   	229.06	DCR|3VULN|3DUR	179MLV|269ERES|347DUR|579VULN|79BPWR|8RMIN|aRCR
877	32261 17641	3	   	229.06	DCR|3VULN|3DUR	148ZMB|2RPLT|348VULN|48BPWR|5MBVNT|689DUR|7RCR|aDUST
878	32261 17642	3	   	229.06	DCR|3VULN|3DUR	148ZMB|2RPLT|348VULN|48BPWR|5MBVNT|689DUR|7RCR|aERES
879	32621 43643	4	   	229.06	DCR|3VULN|3DUR	189ZMB|2RPLT|348DUR|5MBVNT|6LEGI|789VULN|89BPWR|aRCR
880	25434 33133	5	   	229.06	DCR|3VULN|3DUR	167MLV|2ERES|347DUR|579VULN|7BPWR|8BELT|aRCR
881	32611 13425	8	   	229.06	DCR|3VULN|3DUR	14ZMB|2RPLT|345DUR|4BPWR|69aVULN|7BEXP|8RCR
882	44362 13321	9	   	229.05	ACR|4VULN|2DMG|1DUR	1RCR|2aDMG|3MLV|4689VULN|5DUR|7ERES
883	11142 32221	5	   	228.96	DCR|3VULN|3DUR	1BEXP|289DUR|3FEWX|47aVULN|5MLV|6RCR
884	11142 32322	5	   	228.96	DCR|3VULN|3DUR	1BEXP|29aDUR|3FEWX|478VULN|5MLV|6RCR
885	11142 35261	5	   	228.96	DCR|3VULN|3DUR	1BEXP|278DUR|3FEWX|49aVULN|5MLV|6RCR
886	11221 32221	4	   	228.96	DCR|3VULN|3DUR	1BEXP|289DUR|3MLV|47aVULN|5FEWX|6RCR
887	11221 32322	4	   	228.96	DCR|3VULN|3DUR	1BEXP|29aDUR|3MLV|478VULN|5FEWX|6RCR
888	11221 35261	4	   	228.96	DCR|3VULN|3DUR	1BEXP|278DUR|3MLV|49aVULN|5FEWX|6RCR
889	11223 32221	5	   	228.96	DCR|3VULN|3DUR	1BEXP|289DUR|3MLV|47aVULN|5FEWX|6RCR
890	11223 32322	5	   	228.96	DCR|3VULN|3DUR	1BEXP|29aDUR|3MLV|478VULN|5FEWX|6RCR
891	11223 35261	5	   	228.96	DCR|3VULN|3DUR	1BEXP|278DUR|3MLV|49aVULN|5FEWX|6RCR
892	11321 32221	2	   	228.96	DCR|3VULN|3DUR	1BEXP|289DUR|37aVULN|4MLV|5FEWX|6RCR
893	11321 32322	2	   	228.96	DCR|3VULN|3DUR	1BEXP|29aDUR|378VULN|4MLV|5FEWX|6RCR
894	11321 35261	2	   	228.96	DCR|3VULN|3DUR	1BEXP|278DUR|39aVULN|4MLV|5FEWX|6RCR
895	12321 32221	1	   	228.96	DCR|3VULN|3DUR	1BEXP|289DUR|37aVULN|4MLV|5FEWX|6RCR
896	12321 32322	1	   	228.96	DCR|3VULN|3DUR	1BEXP|29aDUR|378VULN|4MLV|5FEWX|6RCR
897	12321 35261	1	   	228.96	DCR|3VULN|3DUR	1BEXP|278DUR|39aVULN|4MLV|5FEWX|6RCR
898	13321 32221	4	   	228.96	DCR|3VULN|3DUR	1BEXP|2MLV|389DUR|47aVULN|5FEWX|6RCR
899	13321 32322	4	   	228.96	DCR|3VULN|3DUR	1BEXP|2MLV|39aDUR|478VULN|5FEWX|6RCR
900	13321 35261	4	   	228.96	DCR|3VULN|3DUR	1BEXP|2MLV|378DUR|49aVULN|5FEWX|6RCR
901	13323 32221	5	   	228.96	DCR|3VULN|3DUR	1BEXP|2MLV|389DUR|47aVULN|5FEWX|6RCR
902	13323 32322	5	   	228.96	DCR|3VULN|3DUR	1BEXP|2MLV|39aDUR|478VULN|5FEWX|6RCR
903	13323 35261	5	   	228.96	DCR|3VULN|3DUR	1BEXP|2MLV|378DUR|49aVULN|5FEWX|6RCR
904	32611 11425	8	   	228.96	DCR|3VULN|3DUR	14ZMB|2RPLT|345DUR|4BPWR|69aVULN|7DUST|8RCR
905	32621 13225	6	   	228.96	DCR|3VULN|3DUR	1ZMB|2RPLT|345DUR|69aVULN|7RCR|8BEXP
906	32621 13425	8	   	228.96	DCR|3VULN|3DUR	1ZMB|2RPLT|345DUR|69aVULN|7BEXP|8RCR
907	32626 13225	6	   	228.96	DCR|3VULN|3DUR	1ZMB|2RPLT|346DUR|59aVULN|7RCR|8BEXP
908	32626 13225	5	   	228.96	DCR|3VULN|3DUR	1ZMB|2RPLT|346DUR|59aVULN|7RCR|8BEXP
909	32626 13225	4	   	228.96	DCR|3VULN|3DUR	1ZMB|2RPLT|346DUR|59aVULN|7RCR|8BEXP
910	11142 35321	5	   	228.96	DCR|3VULN|3DUR	1BEXP|279DUR|3FEWX|48aVULN|5MLV|6RCR
911	11221 35321	4	   	228.96	DCR|3VULN|3DUR	1BEXP|279DUR|3MLV|48aVULN|5FEWX|6RCR
912	11223 35321	5	   	228.96	DCR|3VULN|3DUR	1BEXP|279DUR|3MLV|48aVULN|5FEWX|6RCR
913	11321 35321	2	   	228.96	DCR|3VULN|3DUR	1BEXP|279DUR|38aVULN|4MLV|5FEWX|6RCR
914	12321 35321	1	   	228.96	DCR|3VULN|3DUR	1BEXP|279DUR|38aVULN|4MLV|5FEWX|6RCR
915	13321 35321	4	   	228.96	DCR|3VULN|3DUR	1BEXP|2MLV|379DUR|48aVULN|5FEWX|6RCR
916	13323 35321	5	   	228.96	DCR|3VULN|3DUR	1BEXP|2MLV|379DUR|48aVULN|5FEWX|6RCR
917	32261 17316	3	   	228.96	DCR|3VULN|3DUR	14ZMB|2RPLT|34aVULN|4BPWR|5MBVNT|689DUR|7RCR
918	24235 11313	9	   	228.95	DCR|2VULN|2DUR|2TLV|2CDMG	1MLV|2aTLV|3FEWX|49DUR|5aCDMG|6ZMB|7aVULN|8RCR|aBPWR
919	42311 13652	2	 * 	228.94	ACR|3VULN|2TLV|1DMG|2CDMG|1DUR	1RCR|28TLV|38CDMG|4LHND|5MBVNT|6DUR|789VULN|8BPWR|aDMG
920	11225 32221	5	   	228.86	DCR|3VULN|3DUR	1BEXP|289DUR|3MLV|47aVULN|5DUST|6RCR
921	11225 32322	5	   	228.86	DCR|3VULN|3DUR	1BEXP|29aDUR|3MLV|478VULN|5DUST|6RCR
922	11542 32221	5	   	228.86	DCR|3VULN|3DUR	1BEXP|289DUR|3DUST|47aVULN|5MLV|6RCR
923	11542 32322	5	   	228.86	DCR|3VULN|3DUR	1BEXP|29aDUR|3DUST|478VULN|5MLV|6RCR
924	11612 44813	9	   	228.86	DCR|3VULN|3DUR	1BEXP|245DUR|3MBVNT|6FEWX|78aVULN|9RCR
925	13325 32221	5	   	228.86	DCR|3VULN|3DUR	1BEXP|2MLV|389DUR|47aVULN|5DUST|6RCR
926	13325 32322	5	   	228.86	DCR|3VULN|3DUR	1BEXP|2MLV|39aDUR|478VULN|5DUST|6RCR
927	32621 11425	8	   	228.86	DCR|3VULN|3DUR	1ZMB|2RPLT|345DUR|69aVULN|7DUST|8RCR
928	51613 18341	7	   	228.86	DCR|3VULN|3DUR	17LHND|247DUR|3MBVNT|5LEGI|67aVULN|7BPWR|8RCR|9TBNT
929	44238 42114	4	 * 	228.85	ACR|4VULN|3DMG	1RCR|29aDMG|3BEXP|4MBVNT|579aVULN|69aLWND|8DMSP|9aBPWR
930	62221 41142	4	   	228.85	DCR|2VULN|2DUR|2TLV|1DMG	19TLV|2RPLT|39VULN|48DUST|5LWND|6RCR|79DUR|9BPWR|aDMG
931	64324 33121	5	   	228.85	DCR|2VULN|2DUR|2TLV|2CDMG	12TLV|35DUR|45VULN|5BPWR|6RCR|7aCDMG|8CGEN|9BELT
932	64324 33221	5	   	228.85	DCR|2VULN|2DUR|2TLV|2CDMG	12TLV|35DUR|45VULN|5BPWR|6RCR|79CDMG|8FEWX|aLWND
933	64324 33222	5	   	228.85	DCR|2VULN|2DUR|2TLV|2CDMG	12TLV|35DUR|45VULN|5BPWR|6RCR|79CDMG|8FEWX|aCGEN
934	64324 33223	5	   	228.85	DCR|2VULN|2DUR|2TLV|2CDMG	12TLV|35DUR|45VULN|5BPWR|6RCR|79CDMG|8FEWX|aRMIN
935	66433 23122	1	   	228.85	DCR|2VULN|2DUR|2TLV|1DMG	17TLV|27DUR|3DMG|4FEWX|5TBNT|67VULN|7BPWR|8LHND|9DUST|aRCR
936	66433 23312	1	   	228.85	DCR|2VULN|2DUR|2TLV|1DMG	17TLV|27DUR|3DMG|4FEWX|5TBNT|67VULN|7BPWR|8DUST|9LHND|aRCR
937	34235 41313	9	   	228.85	DCR|2VULN|2DUR|2CDMG|2TLV	1ZMB|2aTLV|3FEWX|49DUR|5aCDMG|6ERES|7aVULN|8RCR|aBPWR
938	34251 61313	9	   	228.85	DCR|2VULN|2DUR|2CDMG|2TLV	1ZMB|2aTLV|3FEWX|4ERES|5aCDMG|69DUR|7aVULN|8RCR|aBPWR
939	62331 12342	8	   	228.85	DCR|2VULN|2DUR|2TLV|1DMG	13TLV|2RPLT|49VULN|56DUR|7FEWX|8RCR|aDMG
940	62336 44312	9	   	228.75	DCR|2VULN|2DUR|2TLV|1DMG	13TLV|2RPLT|45VULN|6MBVNT|79DUR|8RCR|aDMG
941	62336 44312	8	   	228.75	DCR|2VULN|2DUR|2TLV|1DMG	13TLV|2RPLT|45VULN|6MBVNT|79DUR|8RCR|aDMG
942	62336 44314	10	   	228.75	DCR|2VULN|2DUR|2TLV|1DMG	13TLV|2RPLT|45VULN|6MBVNT|79DUR|8RCR|aDMG
943	64324 23223	6	   	228.75	DCR|2VULN|2DUR|2TLV|2CDMG	12TLV|35DUR|45VULN|5BPWR|6DUST|79CDMG|8FEWX|aRCR
944	64324 32121	5	   	228.75	DCR|2VULN|2DUR|2TLV|2CDMG	12TLV|35DUR|45VULN|5BPWR|6RCR|7ERES|8aCDMG|9BELT
945	64325 34432	7	   	228.75	DCR|2VULN|2DUR|2TLV|1DMG	12TLV|3aDUR|47VULN|5FEWX|6MBVNT|8DMG|9RCR
946	64325 34441	7	   	228.75	DCR|2VULN|2DUR|2TLV|1DMG	12TLV|39DUR|47VULN|5FEWX|6MBVNT|8DMG|aRCR
947	51613 18334	7	   	228.71	DCR|3VULN|3DUR|1SELL	17LHND|247DUR|3MBVNT|5LEGI|67aVULN|7BPWR|8RCR|9SELL
948	44413 33124	2	   	228.65	ACR|4VULN|3DMG	1RCR|23aDMG|4LHND|569aVULN|7MBVNT|8aLWND|aBPWR
949	64326 33323	4	 * 	228.65	DCR|2VULN|2DUR|3TLV|2CDMG	125TLV|38DUR|47VULN|69CDMG|aRCR
950	64326 33323	6	   	228.65	DCR|2VULN|2DUR|3TLV|2CDMG	125TLV|38DUR|47VULN|69CDMG|aRCR
951	64326 33323	5	   	228.65	DCR|2VULN|2DUR|3TLV|2CDMG	125TLV|38DUR|47VULN|69CDMG|aRCR
952	64336 33323	3	   	228.65	DCR|2VULN|2DUR|3TLV|2CDMG	125TLV|38DUR|47VULN|69CDMG|aRCR
