0	Index      	 *	Score 	Summary	Detail	
1	25111 15335	 * 	194.95	DCR|3DMG|2AART|2VULN|1DUR	14AART|256DMG|3AIRHEL|7aVULN|8DUR|9RCR
819	12333 62463	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|3DUST|489VULN|5AART|6RCVC|7RCR|aLWND
820	22631 12121	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	1AART|2FEWX|3VENICY|469VULN|5ASPD|7LWND|8RCR|aDMG
821	22631 14121	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	1AART|2FEWX|3VENICY|469VULN|5ASPD|7LHND|8RCR|aDMG
822	25111 32231	   	168.22	DCR|2AART|2DMG|1VULN|1CDMG	14AART|25DMG|3AIRHEL|6VULN|7CDMG|8ERES|9RCR|aDLOT
823	25111 32233	   	168.22	DCR|2AART|2DMG|1VULN|1CDMG	14AART|25DMG|3AIRHEL|6VULN|7CDMG|8ERES|9RCR|aDUST
824	25114 32231	   	168.22	DCR|2AART|2DMG|1VULN|1CDMG	14AART|25DMG|35AIRHEL|5BPWR|6VULN|7CDMG|8ERES|9RCR|aDLOT
825	25114 32233	   	168.22	DCR|2AART|2DMG|1VULN|1CDMG	14AART|25DMG|35AIRHEL|5BPWR|6VULN|7CDMG|8ERES|9RCR|aDUST
826	11633 32424	   	168.22	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|26DUST|3DMG|48aVULN|5AART|7RCR|9LWND
827	11633 32461	   	168.22	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|26DUST|3DMG|489VULN|5AART|7RCR|aRPLT
828	11633 32462	   	168.22	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|26DUST|3DMG|489VULN|5AART|7RCR|aLHND
829	11633 32463	   	168.22	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|26DUST|3DMG|489VULN|5AART|7RCR|aLWND
830	12333 32424	   	168.22	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|36DUST|48aVULN|5AART|7RCR|9LWND
831	12333 32461	   	168.22	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|36DUST|489VULN|5AART|7RCR|aRPLT
832	12333 32462	   	168.22	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|36DUST|489VULN|5AART|7RCR|aLHND
833	12333 32463	   	168.22	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|36DUST|489VULN|5AART|7RCR|aLWND
834	12333 32464	   	168.22	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|36DUST|489VULN|5AART|7RCR|aCGEN
835	12333 32466	   	168.22	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|36DUST|489VULN|5AART|7RCR|aFEWX
836	22635 43121	   	168.22	DCR|3VULN|1AART|1DMG|1ASPD	1AART|2FEWX|3VENICY|459VULN|6LEGI|7ASPD|8RCR|aDMG
837	25413 22541	   	168.22	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DMG|3DUR|49aVULN|5FEWX|6MBVNT|7DUST|8RCR
838	25213 12615	   	168.19	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2DMG|3LWND|4aVULN|5FEWX|6BEXP|7RCR|89CDMG
839	25215 12222	   	168.19	DCR|2DMG|1AART|1VULN|2CDMG	1AART|25DMG|3LWND|4VULN|6CGEN|7RCR|8FEWX|9aCDMG
840	25215 12322	   	168.19	DCR|2DMG|1AART|1VULN|2CDMG	1AART|25DMG|3LWND|4VULN|6CGEN|7RCR|8LHND|9aCDMG
841	25261 12222	   	168.19	DCR|2DMG|1AART|1VULN|2CDMG	1AART|24DMG|3LWND|5VULN|6CGEN|7RCR|8FEWX|9aCDMG
842	25261 12322	   	168.19	DCR|2DMG|1AART|1VULN|2CDMG	1AART|24DMG|3LWND|5VULN|6CGEN|7RCR|8LHND|9aCDMG
843	21241 23612	   	168.18	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3DUST|46VULN|5ZMB|7LIT|8RCR|9LHND|aDMG
844	21241 23653	   	168.18	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3DUST|46VULN|5ZMB|7LIT|8RCR|9DMG|aLWND
845	11633 53622	 * 	168.12	DCR|3AART|2DMG|1VULN|1ASPD|1DUR	1ASPD|2DUST|39DMG|4VULN|578AART|6DUR|aRCR
846	12333 53622	   	168.12	DCR|3AART|2DMG|1VULN|1ASPD|1DUR	1ASPD|29DMG|3DUST|4VULN|578AART|6DUR|aRCR
847	12333 32465	   	168.12	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|36DUST|489VULN|5AART|7RCR|aTLV
848	25541 12321	 * 	168.09	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	1AART|2DMG|3aASPD|4VULN|5RCR|6LWND|78DUR|9CDMG
849	25211 32222	   	168.09	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2DMG|3LWND|46VULN|5ERES|7RCR|8FEWX|9aCDMG
850	25211 32322	   	168.09	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2DMG|3LWND|46VULN|5ERES|7RCR|8LHND|9aCDMG
851	25215 32222	   	168.09	DCR|2DMG|1AART|1VULN|2CDMG	1AART|25DMG|3LWND|4VULN|6TLV|7RCR|8FEWX|9aCDMG
852	25215 32322	   	168.09	DCR|2DMG|1AART|1VULN|2CDMG	1AART|25DMG|3LWND|4VULN|6TLV|7RCR|8LHND|9aCDMG
853	25242 32222	   	168.09	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2DMG|3LWND|4ERES|56VULN|7RCR|8FEWX|9aCDMG
854	25242 32322	   	168.09	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2DMG|3LWND|4ERES|56VULN|7RCR|8LHND|9aCDMG
855	25261 32222	   	168.09	DCR|2DMG|1AART|1VULN|2CDMG	1AART|24DMG|3LWND|5VULN|6TLV|7RCR|8FEWX|9aCDMG
856	25261 32322	   	168.09	DCR|2DMG|1AART|1VULN|2CDMG	1AART|24DMG|3LWND|5VULN|6TLV|7RCR|8LHND|9aCDMG
857	25652 32222	   	168.09	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2DMG|3ERES|4LWND|56VULN|7RCR|8FEWX|9aCDMG
858	25652 32322	   	168.09	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2DMG|3ERES|4LWND|56VULN|7RCR|8LHND|9aCDMG
859	25212 12615	   	168.09	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2DMG|3LWND|4aVULN|5DUST|6FEWX|7RCR|89CDMG
860	25111 32232	   	168.08	DCR|2AART|2DMG|1VULN|1CDMG|1SELL	14AART|25DMG|3AIRHEL|6VULN|7CDMG|8ERES|9RCR|aSELL
861	25114 32232	   	168.08	DCR|2AART|2DMG|1VULN|1CDMG|1SELL	14AART|25DMG|35AIRHEL|5BPWR|6VULN|7CDMG|8ERES|9RCR|aSELL
862	25414 21441	   	168.05	DCR|2VULN|2DMG|1AART|1DUR	1AART|2aDMG|3DUR|4aVULN|5aLWND|6MBVNT|7RMIN|8BELT|9RCR|aBPWR
863	21241 12146	 * 	168.02	DCR|2AART|2VULN|2ZMB|1CDMG	12AART|3DUST|4aVULN|58ZMB|6CGEN|7RCR|9CDMG
864	24362 21431	   	168.01	DCR|2VULN|2DMG|1AART	1AART|2CGEN|37DUST|49DMG|58VULN|6RCR|aRPLT
865	24362 21432	   	168.01	DCR|2VULN|2DMG|1AART	1AART|2CGEN|37DUST|49DMG|58VULN|6RCR|aLHND
866	24362 21433	   	168.01	DCR|2VULN|2DMG|1AART	1AART|2CGEN|37DUST|49DMG|58VULN|6RCR|aLWND
867	25643 21231	   	168.01	DCR|2VULN|2DMG|1AART	1AART|29DMG|3ERES|49VULN|5BEXP|6RCR|7DUST|89TLV|9BPWR|aLWND
868	42262 33412	   	168.01	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	16DUR|2TLV|3AART|4DMG|58VULN|7RPLT|9RCR|aCDMG
869	25642 32222	   	167.99	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2DMG|3ERES|45VULN|6DUST|7RCR|8FEWX|9aCDMG
870	25642 32322	   	167.99	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2DMG|3ERES|45VULN|6DUST|7RCR|8LHND|9aCDMG
871	12542 53232	   	167.97	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1ASPD|2DMG|3AART|4VULN|5LIT|6LWND|7RCR|8DUR|9ZMB|aCDMG
872	25215 13411	   	167.95	DCR|2VULN|2DMG|1AART|1ASPD	1AART|25DMG|3LWND|48VULN|6CGEN|7RPLT|9RCR|aASPD
873	25261 13411	   	167.95	DCR|2VULN|2DMG|1AART|1ASPD	1AART|24DMG|3LWND|58VULN|6CGEN|7RPLT|9RCR|aASPD
874	21241 32146	   	167.92	DCR|2AART|2VULN|2ZMB|1CDMG	12AART|3DUST|4aVULN|58ZMB|6TLV|7RCR|9CDMG
875	25643 21232	   	167.91	DCR|2VULN|2DMG|1AART	1AART|29DMG|3aERES|49VULN|5BEXP|6RCR|7DUST|89TLV|9BPWR
876	25643 21233	   	167.91	DCR|2VULN|2DMG|1AART	1AART|29DMG|3ERES|49VULN|5BEXP|6RCR|7aDUST|89TLV|9BPWR
877	26222 22441	   	167.89	DCR|2AART|2VULN|1CDMG|2DUR	14AART|27DUR|3BEXP|58VULN|6RCR|9CDMG|aFEWX
878	26222 22442	   	167.89	DCR|2AART|2VULN|1CDMG|2DUR	14AART|27DUR|3BEXP|58VULN|6RCR|9CDMG|aMLV
879	26322 22246	   	167.89	DCR|2AART|2VULN|1CDMG|2DUR	14AART|27DUR|38FEWX|5aVULN|6RCR|9CDMG
880	26322 22441	   	167.89	DCR|2AART|2VULN|1CDMG|2DUR	14AART|27DUR|3FEWX|58VULN|6RCR|9CDMG|aBEXP
881	26322 22442	   	167.89	DCR|2AART|2VULN|1CDMG|2DUR	14AART|27DUR|3FEWX|58VULN|6RCR|9CDMG|aMLV
882	25215 33411	   	167.85	DCR|2VULN|2DMG|1AART|1ASPD	1AART|25DMG|3LWND|48VULN|6TLV|7RPLT|9RCR|aASPD
883	25261 33411	   	167.85	DCR|2VULN|2DMG|1AART|1ASPD	1AART|24DMG|3LWND|58VULN|6TLV|7RPLT|9RCR|aASPD
884	45313 41212	   	167.85	DCR|2VULN|2DMG|1AART|2DUR	15DUR|2LWND|3LHND|45VULN|5BPWR|67DMG|8LEGI|9RCR|aAART
885	26222 22443	   	167.79	DCR|2AART|2VULN|1CDMG|2DUR	14AART|27DUR|3BEXP|58VULN|6RCR|9CDMG|aDUST
886	26322 22443	   	167.79	DCR|2AART|2VULN|1CDMG|2DUR	14AART|27DUR|3FEWX|58VULN|6RCR|9CDMG|aDUST
887	25541 12322	   	167.79	ACR|1AART|1VULN|1DMG|2CDMG|2DUR|1ASPD	1AART|2DMG|3ASPD|4VULN|5RCR|6LWND|78DUR|9aCDMG
888	12542 53332	   	167.71	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	18ASPD|28DMG|3AART|4VULN|5LIT|68LWND|7RCR|8BPWR|9DUR|aCGEN
889	31333 22444	   	167.70	DCR|2VULN|1AART|1CDMG|1FLTHEA|2DUR	1LHND|2RCVC|37DUR|48VULN|5AART|6RCR|9CDMG|aFLTHEA
890	25215 61113	   	167.68	DCR|3DMG|1AART|1VULN|1ZMB	1AART|259DMG|3LWND|4VULN|6RCVC|7ZMB|8LIT|aRCR
891	25261 61113	   	167.68	DCR|3DMG|1AART|1VULN|1ZMB	1AART|249DMG|3LWND|5VULN|6RCVC|7ZMB|8LIT|aRCR
892	25263 51113	   	167.68	DCR|3DMG|1AART|1VULN|1ZMB	1AART|249DMG|3LWND|5ZMB|67LIT|8VULN|aRCR
893	26222 22424	   	167.65	DCR|2AART|2VULN|1FLTHEA|2DUR|1SELL	14AART|27DUR|3BEXP|58VULN|6RCR|9SELL|aFLTHEA
894	26322 22424	   	167.65	DCR|2AART|2VULN|1FLTHEA|2DUR|1SELL	14AART|27DUR|3FEWX|58VULN|6RCR|9SELL|aFLTHEA
895	12541 22431	   	167.64	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|3AART|489VULN|5RCR|6RMIN|7CGEN|aRPLT
896	12541 22432	   	167.64	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|3AART|489VULN|5RCR|6RMIN|7CGEN|aLHND
897	12541 22433	   	167.64	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|3AART|489VULN|5RCR|6RMIN|7CGEN|aLWND
898	43233 26323	   	167.62	DCR|1AART|1DMG|1VULN|1CDMG|2DUR|1ZMB	13DUR|23FEWX|3BPWR|4VULN|5AART|6RCR|7DMG|8CGEN|9CDMG|aZMB
899	12542 53331	   	167.61	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	18ASPD|28DMG|3AART|4VULN|5LIT|68LWND|7RCR|8BPWR|9DUR|aTLV
900	12553 12421	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|46LWND|58VULN|7RCR|9CDMG|aFEWX
901	12553 12422	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|46LWND|58VULN|7RCR|9CDMG|aMLV
902	14632 23322	 * 	167.57	DCR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|2BEXP|3DMG|457aVULN|6LIT|8RCR|9CDMG
903	25213 62422	   	167.52	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|3LWND|4VULN|5FEWX|6aDUR|7RCR|8ZMB|9CDMG
904	25413 12422	   	167.52	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|3aDUR|4VULN|5FEWX|6BEXP|7RCR|8ZMB|9CDMG
905	25432 32223	   	167.52	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|36DUR|4RMIN|5VULN|7RCR|8FEWX|9CDMG|aZMB
906	25432 32323	   	167.52	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|36DUR|4RMIN|5VULN|7RCR|8LHND|9CDMG|aZMB
907	22636 13131	   	167.52	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1AART|2FEWX|3VENICY|46VULN|59ZMB|7DUR|8RCR|aDMG
908	12543 32214	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|45VULN|6DUST|7RCR|8FEWX|9MLV|aCDMG
909	12543 32223	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|45VULN|6DUST|7RCR|8FEWX|9CDMG|aLIT
910	12543 32224	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|45VULN|6DUST|7RCR|8FEWX|9CDMG|aLHND
911	12543 32225	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|45VULN|6DUST|7RCR|8FEWX|9CDMG|aRMIN
912	12543 32314	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|45VULN|6DUST|7RCR|8LHND|9MLV|aCDMG
913	12543 32323	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|45VULN|6DUST|7RCR|8LHND|9CDMG|aLIT
914	12543 32324	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|45VULN|6DUST|7RCR|8aLHND|9CDMG
915	12553 12423	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|46LWND|58VULN|7RCR|9CDMG|aDUST
916	11632 23322	   	167.47	DCR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|2DUST|3DMG|457aVULN|6LIT|8RCR|9CDMG
917	11636 53322	   	167.47	DCR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|2DUST|3DMG|467aVULN|5LIT|8RCR|9CDMG
918	12332 23322	   	167.47	DCR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3DUST|457aVULN|6LIT|8RCR|9CDMG
919	12336 53322	   	167.47	DCR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3DUST|467aVULN|5LIT|8RCR|9CDMG
920	25212 62422	   	167.42	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|3LWND|4VULN|5DUST|6aDUR|7RCR|8ZMB|9CDMG
921	25411 32223	   	167.42	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|36DUR|4VULN|5ERES|7RCR|8FEWX|9CDMG|aZMB
922	25411 32323	   	167.42	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|36DUR|4VULN|5ERES|7RCR|8LHND|9CDMG|aZMB
923	25412 12422	   	167.42	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|3aDUR|4VULN|5DUST|6FEWX|7RCR|8ZMB|9CDMG
924	25432 32114	   	167.42	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|36DUR|4RMIN|5VULN|7RCR|8ZMB|9DUST|aCDMG
925	25432 32135	   	167.42	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|36DUR|4RMIN|5VULN|7RCR|8ZMB|9MBVNT|aCDMG
926	25442 32223	   	167.42	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|36DUR|4ERES|5VULN|7RCR|8FEWX|9CDMG|aZMB
927	25442 32323	   	167.42	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|36DUR|4ERES|5VULN|7RCR|8LHND|9CDMG|aZMB
928	25632 32223	   	167.42	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|3ERES|46DUR|5VULN|7RCR|8FEWX|9CDMG|aZMB
929	25632 32323	   	167.42	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|3ERES|46DUR|5VULN|7RCR|8LHND|9CDMG|aZMB
930	12543 32226	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|45VULN|6DUST|7RCR|8FEWX|9CDMG|aERES
931	12543 32234	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|45VULN|6DUST|7RCR|8FEWX|9ERES|aCDMG
932	12543 32326	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|45VULN|6DUST|7RCR|8LHND|9CDMG|aERES
933	12543 32334	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|45VULN|6DUST|7RCR|8LHND|9ERES|aCDMG
934	44322 31241	 * 	167.41	DCR|3VULN|2AART|3DUR	17aDUR|2DLOT|37FEWX|45AART|67aVULN|7aBPWR|8RCR|9aLIT
935	25411 32114	   	167.32	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|36DUR|4VULN|5ERES|7RCR|8ZMB|9DUST|aCDMG
936	25411 32135	   	167.32	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|36DUR|4VULN|5ERES|7RCR|8ZMB|9MBVNT|aCDMG
937	25632 32114	   	167.32	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|3ERES|46DUR|5VULN|7RCR|8ZMB|9DUST|aCDMG
938	25632 32135	   	167.32	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2DMG|3ERES|46DUR|5VULN|7RCR|8ZMB|9MBVNT|aCDMG
939	42262 26121	   	167.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2TLV|3AART|47DMG|5VULN|6RCR|8ZMB|9CGEN|aDMSP
940	42262 26123	   	167.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2TLV|3AART|47DMG|5VULN|6RCR|8ZMB|9CGEN|aRMIN
941	12543 14211	 * 	167.22	DCR|2AART|2VULN|1DMG|2ASPD	1aASPD|2DMG|36AART|45VULN|7RPLT|8LWND|9RCR
942	42262 26111	   	167.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2TLV|3AART|47DMG|5VULN|6RCR|8ZMB|9DUST|aLWND
943	42262 26113	   	167.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2TLV|3AART|47DMG|5VULN|6RCR|8ZMB|9DUST|aLHND
944	42262 26131	   	167.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2TLV|3AART|47DMG|5VULN|6RCR|8ZMB|9MBVNT|aLWND
945	42262 26133	   	167.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2TLV|3AART|47DMG|5VULN|6RCR|8ZMB|9MBVNT|aLHND
946	42262 26134	   	167.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2TLV|3AART|47DMG|5VULN|6RCR|8ZMB|9MBVNT|aMLV
947	12543 14111	   	167.12	DCR|2AART|2VULN|1DMG|2ASPD	1aASPD|2DMG|36AART|45VULN|7RPLT|8DUST|9RCR
948	42262 26112	   	167.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2TLV|3AART|47DMG|5VULN|6RCR|8ZMB|9DUST|aERES
949	42262 26132	   	167.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2TLV|3AART|47DMG|5VULN|6RCR|8ZMB|9MBVNT|aERES
950	22242 42221	   	166.93	ACR|2AART|2VULN|1DMG|1ASPD	18AART|2FEWX|3BEXP|4RCR|59VULN|6SNIHEL|7ASPD|aDMG
951	22243 24225	   	166.93	ACR|2AART|2VULN|1DMG|1DUR	18AART|2FEWX|3BEXP|4RCR|5AIRHEL|6DMG|7DUR|9aVULN
952	25361 12136	   	166.92	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB|1MSE	1AART|24DMG|3MSE|5aVULN|6CGEN|7RCR|8ZMB|9CDMG
953	11113 16216	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DUST|3BELT|4AART|5CGEN|69VULN|7RCR|8DMG|aCDMG
954	11113 16226	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ASPD|2DUST|3BELT|4AART|5CGEN|6VULN|7RCR|89DMG|aCDMG
955	12541 12321	   	166.89	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	1aASPD|2DMG|3AART|4VULN|5RCR|6LWND|78DUR|9CDMG
956	12541 52221	   	166.89	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	1aASPD|2DMG|3AART|4VULN|5RCR|67DUR|8FEWX|9CDMG
957	12541 52321	   	166.89	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	1aASPD|2DMG|3AART|4VULN|5RCR|67DUR|8LHND|9CDMG
958	25541 23321	   	166.86	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1AART|2DMG|3aASPD|4VULN|5RCR|6RMIN|7ZMB|8BEXP|9CDMG
959	25541 13221	   	166.76	ACR|1AART|1VULN|1DMG|1CDMG|2ASPD|1ZMB	1AART|2DMG|3aASPD|4VULN|5RCR|6LWND|7TLV|8ZMB|9CDMG
960	25541 21221	   	166.76	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1AART|2DMG|3aASPD|4VULN|5RCR|6RMIN|7DUST|8ZMB|9CDMG
961	25551 23321	   	166.76	ACR|1AART|1VULN|1DMG|1CDMG|2ASPD|1ZMB	1AART|2DMG|3aASPD|4LWND|5RCR|6ERES|7ZMB|8VULN|9CDMG
962	12541 23114	   	166.74	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1ASPD|2DMG|3AART|4aVULN|5RCR|6RMIN|78ZMB|9DUST
963	12551 23134	   	166.74	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1ASPD|2DMG|3AART|4LWND|5RCR|6ERES|78ZMB|9aVULN
964	24215 12133	   	166.74	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1aAART|2CGEN|36LWND|4VULN|5DMG|7RCR|8ZMB|9CDMG
965	24215 42131	   	166.74	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	16AART|2aCGEN|3LWND|4VULN|5DMG|7RCR|8ZMB|9CDMG
966	24215 42132	   	166.74	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	16AART|2CGEN|3aLWND|4VULN|5DMG|7RCR|8ZMB|9CDMG
967	24215 42223	   	166.74	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	16AART|2CGEN|3LWND|4VULN|5DMG|7RCR|8FEWX|9CDMG|aZMB
968	24215 42323	   	166.74	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	16AART|2CGEN|3LWND|4VULN|5DMG|7RCR|8LHND|9CDMG|aZMB
969	24262 12133	   	166.74	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1aAART|2CGEN|36LWND|4DMG|5VULN|7RCR|8ZMB|9CDMG
970	24262 42131	   	166.74	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	16AART|2aCGEN|3LWND|4DMG|5VULN|7RCR|8ZMB|9CDMG
971	24262 42132	   	166.74	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	16AART|2CGEN|3aLWND|4DMG|5VULN|7RCR|8ZMB|9CDMG
972	24262 42223	   	166.74	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	16AART|2CGEN|3LWND|4DMG|5VULN|7RCR|8FEWX|9CDMG|aZMB
973	24262 42323	   	166.74	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	16AART|2CGEN|3LWND|4DMG|5VULN|7RCR|8LHND|9CDMG|aZMB
974	25214 12133	   	166.74	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1aAART|2DMG|35LWND|4VULN|6CGEN|7RCR|8ZMB|9CDMG
975	25221 12133	   	166.74	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1aAART|2DMG|34LWND|5VULN|6CGEN|7RCR|8ZMB|9CDMG
976	25211 42143	   	166.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	16AART|2DMG|3LWND|4VULN|5ERES|7RCR|8ZMB|9FEWX|aCDMG
977	25211 42223	   	166.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	16AART|2DMG|3LWND|4VULN|5ERES|7RCR|8FEWX|9CDMG|aZMB
978	25211 42323	   	166.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	16AART|2DMG|3LWND|4VULN|5ERES|7RCR|8LHND|9CDMG|aZMB
979	25242 42223	   	166.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	16AART|2DMG|3LWND|4ERES|5VULN|7RCR|8FEWX|9CDMG|aZMB
980	25242 42323	   	166.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	16AART|2DMG|3LWND|4ERES|5VULN|7RCR|8LHND|9CDMG|aZMB
981	24111 63363	   	166.64	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	14AART|2CGEN|3LSRREG|5DMG|6LIT|7RCR|8CDMG|9VULN|aZMB
