0	Index      	 *	Score 	Summary	Detail	
1	63131 61316	 * 	182.88	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6RCVC|7FLTHEA|8CDMG|9AART|aDMG
816	22116 23323	   	153.28	DCR|2VULN|1AART|1DMG|2ZMB	1MGNSTR|23ZMB|4TLV|5AART|6DUST|78VULN|9DMG|aRCR
817	35222 12451	   	153.25	DCR|2VULN|2DMG|2DUR|1ZMB	1LIT|29DUR|3CGEN|48DMG|57VULN|6ZMB|aRCR
818	35322 12441	   	153.25	DCR|2VULN|2DMG|2DUR|1ZMB	1LIT|29DUR|3RMIN|48DMG|57VULN|6ZMB|aRCR
819	63231 53531	   	153.23	ACR|2VULN|1AART|1CDMG|1ZMB	1BELT|2RCR|3LHND|45VULN|6FEWX|7CDMG|8ZMB|9AART|aMLV
820	63231 53532	   	153.23	ACR|2VULN|1AART|1CDMG|1ZMB	1aBELT|2RCR|3LHND|45VULN|6FEWX|7CDMG|8ZMB|9AART
821	63531 23531	   	153.23	ACR|2VULN|1AART|1CDMG|1ZMB	1BELT|2RCR|3BEXP|45VULN|6LWND|7CDMG|8ZMB|9AART|aMLV
822	63531 23532	   	153.23	ACR|2VULN|1AART|1CDMG|1ZMB	1aBELT|2RCR|3BEXP|45VULN|6LWND|7CDMG|8ZMB|9AART
823	63411 32142	   	153.23	ACR|2VULN|2DMG|1ZMB	1BELT|2RCR|3LSRREG|47VULN|5LHND|69DMG|8ZMB|aDUST
824	63414 32313	   	153.23	ACR|2VULN|2DMG|1ZMB	1BELT|2RCR|3LSRREG|47VULN|5DUST|68DMG|9ZMB|aLIT
825	34326 51112	   	153.22	DCR|3VULN|1DMG|1ZMB|1ASPD	1LIT|28aVULN|3RMIN|4DMG|5RPLT|6ASPD|7RCR|9ZMB
826	23125 31663	   	153.16	DCR|2VULN|2DMG|1CDMG	1MGNSTR|2DUST|3LHND|49DMG|5aVULN|6RCR|7BEXP|8CDMG
827	23125 32363	   	153.16	DCR|2VULN|2DMG|1CDMG	1MGNSTR|2DUST|3LHND|49DMG|5aVULN|6RCR|7CDMG|8FEWX
828	23625 32363	   	153.16	DCR|2VULN|2DMG|1CDMG	1MGNSTR|2DUST|3LWND|49DMG|5aVULN|6RCR|7CDMG|8FEWX
829	63131 35351	   	153.15	ACR|3VULN|1FLTHEA|2DUR|1ASPD	1BELT|2RCR|3aDUR|458VULN|6FLTHEA|7TLV|9ASPD
830	36612 12212	 * 	153.15	DCR|5VULN|1ZMB	1LIT|2LWND|3456aVULN|7RCR|8CGEN|9ZMB
831	45242 33813	   	153.13	ACR|2VULN|1AART|1CDMG|1ZMB	1LWND|2RCR|3MBVNT|47VULN|5RCVC|6LHND|8CDMG|9AART|aZMB
832	45323 12343	   	153.13	ACR|2VULN|1AART|1CDMG|1ZMB	13LWND|2RCR|45VULN|6DUST|7FEWX|8CDMG|9AART|aZMB
833	45336 22411	   	153.13	ACR|2VULN|1AART|1CDMG|1ZMB	13LWND|2RCR|4CDMG|5MBVNT|6CGEN|7ZMB|8aVULN|9AART
834	63414 32312	   	153.13	ACR|2VULN|2DMG|1ZMB	1BELT|2RCR|3LSRREG|47VULN|5aDUST|68DMG|9ZMB
835	63135 42332	   	153.10	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1SELL	1BELT|2RCR|3DUR|4VULN|5FEWX|6AART|7DUST|8CDMG|9SELL|aDMG
836	36612 12112	   	153.05	DCR|5VULN|1ZMB	1LIT|2LWND|3456aVULN|7RCR|8ERES|9ZMB
837	36612 12532	   	153.05	DCR|5VULN|1ZMB	1LIT|2LWND|3456aVULN|7RCR|8ZMB|9ERES
838	25324 11121	   	152.92	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1MGNSTR|24MLV|3AART|5VULN|69DUR|7CDMG|8RCR|aDMG
