0	Index      	 *	Score 	Summary	Detail	
1	45263 32331	 * 	186.92	ACR|2VULN|2DMG|1AART|2ASPD|1DUR	1AART|2RMIN|39DMG|4RCR|59VULN|6BEXP|7FEWX|89ASPD|9BPWR|aDUR
843	41131 54211	   	157.37	DCR|3VULN|1AART|1CDMG	1AART|234VULN|5RPLT|6LHND|7RCR|8FEWX|9DLOT|aCDMG
844	41131 54311	   	157.37	DCR|3VULN|1AART|1CDMG	1AART|234VULN|5RPLT|6LHND|7RCR|8LWND|9DLOT|aCDMG
845	42133 63253	   	157.36	DCR|2VULN|1AART|1DMG|1DUR	1AART|2DUR|35VULN|4BEXP|6RCR|7MLV|8DUST|9AIRHEA|aDMG
846	32232 61436	   	157.35	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DMSP|2DUR|3FEWX|4CDMG|5ZMB|6RCR|7LWND|8aVULN|9AART
847	42143 12151	   	157.35	DCR|2VULN|1AART|3DUR|1ZMB|1ASPD	1AART|248DUR|35VULN|6LIT|7ASPD|9RCR|aZMB
848	43263 83241	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1AART|2BEXP|3ASPD|4MBVNT|5CDMG|6ZMB|7VULN|8DMG|9RCR|aFEWX
849	43263 83243	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1AART|2BEXP|3ASPD|4MBVNT|5CDMG|6ZMB|7VULN|8DMG|9RCR|aRPLT
850	43263 83244	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1AART|2BEXP|3ASPD|4MBVNT|5CDMG|6ZMB|7VULN|8DMG|9RCR|aLHND
851	36522 51113	   	157.33	DCR|3VULN|1DMG|2ASPD|1ZMB	1DMSP|279VULN|3DUST|4aASPD|5DMG|6ZMB|8RCR
852	51152 26131	   	157.30	DCR|3VULN|2DMG|1DUR	1CGEN|269VULN|3LWND|47DMG|5LEGI|8RCR|aDUR
853	51152 26133	   	157.30	DCR|3VULN|2DMG|1ASPD	1CGEN|269VULN|3LWND|47DMG|5LEGI|8RCR|aASPD
854	33363 26332	   	157.28	DCR|3VULN|2CDMG|1DMG|1DUR	1DMSP|26CDMG|3LSRREG|4DUR|567VULN|6BPWR|8DMG|9RCR|aDLOT
855	24341 22531	   	157.28	DCR|2VULN|1AART|1DMG|1CDMG	18LHND|2LWND|38VULN|4DMG|5CDMG|68aFEWX|7RCR|8BPWR|9AART
856	41152 22411	   	157.27	DCR|2AART|2VULN|1DMG	14AART|23VULN|5aCGEN|67FEWX|8RCR|9DMG
857	12421 81183	   	157.27	DCR|3VULN|1DMG|2ASPD|1DUR	1RCVC|2DUR|3MBVNT|4aASPD|567VULN|8RCR|9DMG
858	51333 12315	   	157.27	DCR|3VULN|2ZMB|2ASPD|1CDMG	1CGEN|259VULN|36ZMB|4CDMG|7RCR|8aASPD
859	43131 48342	   	157.27	DCR|3VULN|1AART|1CDMG	1AART|2BEXP|39aVULN|4BELT|5CDMG|6MBVNT|7RCR|8NUKE
860	42363 32643	   	157.26	DCR|2VULN|1AART|2CDMG|1DUR	1AART|2DUR|3MLV|4MBVNT|5aCDMG|6RCR|7DUST|89VULN
861	42363 35233	   	157.26	DCR|2DMG|1AART|2CDMG|1DUR	1AART|2DUR|3MLV|4MBVNT|59CDMG|6RCR|7ERES|8aDMG
862	22314 25162	   	157.25	ACR|2VULN|1AART|1DMG|1ZMB	1LHND|2CGEN|3RCR|4BEXP|5ZMB|6aVULN|7RPLT|8DMG|9AART
863	16422 11151	   	157.24	DCR|2VULN|2DMG|2ASPD|2RCVC	16RCVC|29VULN|3MBVNT|49ASPD|59DMG|7RCR|8RMIN|9BPWR|aCGEN
864	16422 11154	   	157.24	DCR|2VULN|2DMG|2ASPD|2RCVC	16RCVC|29VULN|3MBVNT|49ASPD|59DMG|7RCR|8aRMIN|9BPWR
865	16422 11812	   	157.24	DCR|2VULN|2DMG|2ASPD|2RCVC	16RCVC|28VULN|3MBVNT|48ASPD|58DMG|7RCR|8BPWR|9BELT|aLHND
866	16422 11813	   	157.24	DCR|2VULN|2DMG|2ASPD|2RCVC	16RCVC|28VULN|3MBVNT|48ASPD|58DMG|7RCR|8BPWR|9BELT|aBEXP
867	16422 11822	   	157.24	DCR|2VULN|2DMG|2ASPD|2RCVC	16RCVC|28VULN|3MBVNT|48ASPD|58DMG|7RCR|8BPWR|9LHND|aCGEN
868	16422 11824	   	157.24	DCR|2VULN|2DMG|2ASPD|2RCVC	16RCVC|28VULN|3MBVNT|48ASPD|58DMG|7RCR|8BPWR|9LHND|aLWND
869	16422 11831	   	157.24	DCR|2VULN|2DMG|2ASPD|2RCVC	16RCVC|28VULN|3MBVNT|48ASPD|58DMG|7RCR|8BPWR|9RMIN|aCGEN
870	16422 11834	   	157.24	DCR|2VULN|2DMG|2ASPD|2RCVC	16RCVC|28VULN|3MBVNT|48ASPD|58DMG|7RCR|8BPWR|9aRMIN
871	16442 11823	   	157.24	DCR|2VULN|2DMG|1CDMG|2RCVC	16RCVC|28VULN|3MBVNT|4RMIN|58DMG|7RCR|8BPWR|9LHND|aCDMG
872	42232 13412	   	157.23	DCR|1AART|1VULN|1DMG|2ASPD|2DUR	1AART|25DUR|35ASPD|4RCVC|5BPWR|6MLV|7CGEN|8RCR|9DMG|aVULN
873	41213 33414	   	157.18	DCR|3AART|2VULN|1ZMB	17aAART|28VULN|3BELT|4ZMB|5BEXP|6RCR|9DUST
874	24341 22533	   	157.18	DCR|2VULN|1AART|1DMG|1CDMG	18LHND|2LWND|38VULN|4DMG|5CDMG|68FEWX|7RCR|8BPWR|9AART|aTLV
875	41152 12411	   	157.17	DCR|2AART|2VULN|1DMG	14AART|23VULN|5aCGEN|6MLV|7ERES|8RCR|9DMG
876	13431 11218	   	157.17	DCR|2VULN|1DMG|2CDMG|1ZMB|2RCVC	15RCVC|24CDMG|3DMG|6MBVNT|7RCR|89VULN|aZMB
877	13431 11278	   	157.17	DCR|2DMG|1VULN|2CDMG|1ZMB|2RCVC	15RCVC|24CDMG|39DMG|6MBVNT|7RCR|8VULN|aZMB
878	41223 48342	   	157.17	DCR|3VULN|1AART|1CDMG	1AART|29aVULN|3BELT|4CDMG|5DUST|6MBVNT|7RCR|8NUKE
879	43323 34241	 * 	157.15	DCR|1AART|3ZMB|1VULN|1CDMG|1DUR	1AART|2BEXP|3MLV|4DUR|5CDMG|679ZMB|8RCR|aVULN
880	16422 11814	   	157.14	DCR|2VULN|2DMG|2ASPD|2RCVC	16RCVC|28VULN|3MBVNT|48ASPD|58DMG|7RCR|8BPWR|9BELT|aERES
881	42232 12416	   	157.13	DCR|1AART|1VULN|1DMG|2ASPD|2DUR	1AART|25DUR|35ASPD|4RCVC|5BPWR|6MLV|7ERES|8RCR|9DMG|aVULN
882	41213 35212	   	157.12	DCR|3VULN|1AART|1ZMB	1AART|27aVULN|3BELT|4ZMB|58BEXP|6RCR|9DUST
883	41213 35411	   	157.12	DCR|3VULN|1AART|1ZMB	1AART|278VULN|3BELT|4ZMB|5BEXP|6RCR|9DUST|aLWND
884	41133 52326	   	157.11	DCR|3VULN|1AART|1CDMG|1DUR	1AART|234VULN|5DUR|6BASICY|7LHND|8FEWX|9CDMG|aRCR
885	12434 61154	 * 	157.10	DCR|2VULN|1DMG|2CDMG|3DUR|1SELL	1RCVC|259DUR|3MBVNT|49CDMG|6SELL|79VULN|8RCR|9BPWR|aDMG
886	24131 32541	   	157.08	DCR|2VULN|1AART|1DMG|1CDMG	18LHND|2LWND|38DUST|4DMG|5CDMG|68VULN|7RCR|8BPWR|9AART|aFEWX
887	24341 22231	   	157.08	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2LWND|38VULN|4DMG|5CDMG|6aFEWX|7RCR|9AART
888	24341 22234	   	157.08	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2LWND|38VULN|4DMG|5CDMG|6FEWX|7RCR|9AART|aRMIN
889	24341 22331	   	157.08	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|2LWND|3VULN|48DMG|5CDMG|6aFEWX|7RCR|9AART
890	24341 22334	   	157.08	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|2LWND|3VULN|48DMG|5CDMG|6FEWX|7RCR|9AART|aRMIN
891	24341 62231	   	157.08	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2LWND|38VULN|4DMG|5CDMG|6BEXP|7RCR|9AART|aFEWX
892	24341 62331	   	157.08	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|2LWND|3VULN|48DMG|5CDMG|6BEXP|7RCR|9AART|aFEWX
893	41632 51231	   	157.08	DCR|2VULN|1AART|1DMG|2ASPD	1AART|2aVULN|3aASPD|4BELT|5RPLT|6ERES|7DMG|8aCGEN|9RCR|aBPWR
894	16433 63333	 * 	157.04	DCR|2VULN|1DMG|2CDMG|1FLTHEA	1RCVC|29VULN|3MBVNT|48CDMG|5ERES|6FLTHEA|7RCR|aDMG
895	41331 23311	   	157.03	4VULN|2DMG|1AART|2CDMG	1AART|269aVULN|3RMIN|4BELT|5aCDMG|7RCVC|8aDMG|aBPWR
896	41213 35112	   	157.02	DCR|3VULN|1AART|1ZMB	1AART|27aVULN|3BELT|4ZMB|5BEXP|6RCR|89DUST
897	41216 35112	   	157.02	DCR|3VULN|1AART|1ZMB	1AART|27aVULN|3BELT|4ZMB|5FEWX|6RCR|89DUST
898	16422 11843	   	156.99	DCR|2VULN|2DMG|2ASPD|2RCVC|1SELL	16RCVC|28VULN|3MBVNT|48ASPD|58DMG|7RCR|8BPWR|9SELL|aMLV
899	24131 32341	   	156.98	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|2LWND|3DUST|48DMG|5CDMG|6VULN|7RCR|9AART|aFEWX
900	24131 32344	   	156.98	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|2LWND|3DUST|48DMG|5CDMG|6VULN|7RCR|9AART|aRMIN
901	24131 32346	   	156.98	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|2LWND|3DUST|48DMG|5CDMG|6VULN|7RCR|9AART|aCGEN
902	24131 32543	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	18LHND|2LWND|38DUST|4DMG|5CDMG|68VULN|7RCR|8BPWR|9AART|aMBVNT
903	24341 12341	   	156.98	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|2LWND|3VULN|48DMG|5CDMG|6DUST|7RCR|9AART|aFEWX
904	24341 22233	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2LWND|38VULN|4DMG|5CDMG|6FEWX|7RCR|9AART|aTLV
905	24341 22333	   	156.98	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|2LWND|3VULN|48DMG|5CDMG|6FEWX|7RCR|9AART|aTLV
906	24341 62233	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2LWND|38VULN|4DMG|5CDMG|6BEXP|7RCR|9AART|aMBVNT
907	24341 62333	   	156.98	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|2LWND|3VULN|48DMG|5CDMG|6BEXP|7RCR|9AART|aMBVNT
908	41261 41342	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2aVULN|3BELT|48BEXP|5CDMG|6MBVNT|7DMG|9RCR
909	43131 41342	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	1AART|28BEXP|3aVULN|4BELT|5CDMG|6MBVNT|7DMG|9RCR
910	43131 41742	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2BEXP|3aVULN|48BELT|5CDMG|6MBVNT|7DMG|9RCR
911	43131 41841	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2BEXP|38VULN|4BELT|5CDMG|6MBVNT|7DMG|9RCR|aLIT
912	43131 41844	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2BEXP|38VULN|4BELT|5CDMG|6MBVNT|7DMG|9RCR|aCGEN
913	64131 32341	   	156.98	DCR|2DMG|1AART|1VULN|1CDMG	1aFEWX|2LWND|3DUST|48DMG|5CDMG|6VULN|7RCR|9AART
914	41131 13641	   	156.96	DCR|3VULN|1AART|1ZMB|1ASPD	1AART|234VULN|5RPLT|6ZMB|7LWND|8ASPD|9RCR|aCGEN
915	41131 13642	   	156.96	DCR|3VULN|1AART|1ZMB|1ASPD	1AART|234VULN|5RPLT|6ZMB|7LWND|8ASPD|9RCR|aDMSP
916	41132 25242	   	156.96	DCR|3VULN|1AART|1ZMB|1DUR	1AART|234VULN|5CGEN|6FEWX|7ZMB|8BELT|9RCR|aDUR
917	41132 35242	   	156.96	DCR|3VULN|1AART|1ZMB|1DUR	1AART|234VULN|5CGEN|6BEXP|7ZMB|8BELT|9RCR|aDUR
918	41212 52342	   	156.96	DCR|3VULN|1AART|1ZMB|1DUR	1AART|267VULN|3BELT|4ZMB|5CGEN|8FEWX|9RCR|aDUR
919	21324 23462	   	156.92	ACR|3VULN|1AART|1CDMG|1DUR	1LHND|2DUR|369VULN|4LWND|5RCR|7CDMG|8DLOT|aAART
920	21364 13523	   	156.92	ACR|3VULN|1AART|1CDMG|1DUR	1LHND|2DUR|389VULN|4FEWX|5RCR|6DUST|7CDMG|aAART
921	61324 13523	   	156.92	ACR|3VULN|1AART|1CDMG|1DUR	1FEWX|2DUR|389VULN|4LWND|5RCR|6DUST|7CDMG|aAART
922	61334 13523	   	156.92	ACR|3VULN|1AART|1CDMG|1DUR	1FEWX|2DUR|389VULN|4LHND|5RCR|6DUST|7CDMG|aAART
