0	Index      	 *	Score 	Summary	Detail	
1	11245 24333	 * 	179.67	DCR|3VULN|2DMG|1AART	14MLV|24DMG|3RPLT|4BPWR|57aVULN|6RCR|8AART|9TLV
813	34322 21252	   	150.01	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1LIT|2CDMG|38VULN|4ASPD|5RCR|6TLV|7AART|9DUR|aBEXP
814	34322 21254	   	150.01	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1LIT|2CDMG|38VULN|4ASPD|5RCR|6TLV|7AART|9DUR|aLWND
815	34322 21255	   	150.01	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1LIT|2CDMG|38VULN|4ASPD|5RCR|6TLV|7AART|9DUR|aCGEN
816	34322 31243	   	150.01	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LIT|2CDMG|38VULN|4ASPD|5RCR|6CGEN|7AART|9DUST|aDUR
817	34322 51241	   	150.01	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LIT|2CDMG|38VULN|4ASPD|5RCR|6RMIN|7AART|9DUST|aDUR
818	21323 53123	   	149.98	DCR|1AART|1VULN|3DUR|1CDMG|1ZMB	18aDUR|2ZMB|3LIT|4VULN|5CDMG|6RCR|7AART|9ERES
819	21323 53163	   	149.98	DCR|1AART|1VULN|3DUR|1CDMG|1ZMB	18aDUR|2ZMB|3LIT|4VULN|5CDMG|6RCR|7AART|9TLV
820	25333 53261	   	149.93	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DUR|2LWND|3ERES|4LIT|5CDMG|6RCR|7AART|8VULN|9RPLT|aDMG
821	32523 53261	   	149.93	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2DUR|3LWND|4ERES|5CDMG|6RCR|7AART|8VULN|9RPLT|aDMG
822	32623 53261	   	149.93	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2DUR|3LHND|4ERES|5CDMG|6RCR|7AART|8VULN|9RPLT|aDMG
823	33222 41416	   	149.93	DCR|1AART|1VULN|2FLTHEA|1CDMG|1DUR	16LIT|2CGEN|3AART|4DUST|56FLTHEA|6BPWR|7RCR|8VULN|9CDMG|aDUR
824	13313 53214	   	149.93	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1MLV|2DUR|3LIT|4LHND|5CDMG|6RCR|7AART|8VULN|9ERES|aDMG
825	22313 53214	   	149.93	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DUR|2CGEN|3LIT|4LHND|5CDMG|6RCR|7AART|8VULN|9ERES|aDMG
826	22533 53214	   	149.93	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DUR|2CGEN|3LWND|4LIT|5CDMG|6RCR|7AART|8VULN|9ERES|aDMG
827	32213 53214	   	149.93	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2DUR|3CGEN|4LHND|5CDMG|6RCR|7AART|8VULN|9ERES|aDMG
828	33513 53214	   	149.93	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2CGEN|3DUR|4LHND|5CDMG|6RCR|7AART|8VULN|9ERES|aDMG
829	34322 21243	   	149.91	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1LIT|2CDMG|38VULN|4ASPD|5RCR|6TLV|7AART|9DUST|aDUR
830	34322 21256	   	149.91	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1LIT|2CDMG|38VULN|4ASPD|5RCR|6aTLV|7AART|9DUR
831	25615 21121	   	149.85	DCR|2VULN|1AART|1CDMG|1DUR	1DUR|2LWND|3AART|48FEWX|5CDMG|6RCR|7aVULN|9TLV
832	31313 41232	   	149.82	DCR|4VULN|1AART	1LIT|2BEXP|3458VULN|6AART|7RCVC|9DUST|aRCR
833	35313 41232	   	149.82	DCR|4VULN|1AART	1LIT|2FEWX|3458VULN|6AART|7RCVC|9DUST|aRCR
834	16223 26622	   	149.82	DCR|3VULN|1AART|1ZMB	1MLV|2ZMB|3RPLT|4aDUST|568VULN|7RCR|9AART
835	41123 36632	   	149.82	DCR|3VULN|1AART|1ZMB	158VULN|2ZMB|3ERES|4RPLT|6LHND|7RCR|9AART|aDUST
836	41123 36633	   	149.82	DCR|3VULN|1AART|1ZMB	158VULN|2ZMB|3ERES|4RPLT|6LHND|7RCR|9AART|aBASHEA
837	33242 24335	   	149.82	DCR|4VULN|1AART	18LIT|25CGEN|3AART|4568VULN|58BPWR|78FEWX|9LSRICY|aRCR
838	34212 33441	   	149.80	DCR|4VULN|1CDMG|1ASPD	1LIT|2CDMG|3MBVNT|489aVULN|5ASPD|6CGEN|7RCR
839	34232 11288	 * 	149.78	ACR|2VULN|1AART|1FLTHEA|1CDMG	1LIT|2CDMG|3MBVNT|4CGEN|5RCR|6MLV|7AART|8aVULN|9FLTHEA
840	43211 21425	   	149.78	DCR|2VULN|1AART|1DMG|1FLTHEA	16VULN|2BEXP|3LHND|4DUST|5DMG|7FLTHEA|8CGEN|9AART|aRCR
841	43211 21525	   	149.78	DCR|2VULN|1AART|1DMG|1FLTHEA	16VULN|2BEXP|3LHND|4DUST|5DMG|7FLTHEA|8MLV|9AART|aRCR
842	11151 22243	   	149.77	DCR|2DMG|3CDMG|1AART	1MLV|25DMG|3RCVC|456CDMG|5BPWR|7CANSTR|8RCR|9LWND|aAART
843	41122 26622	   	149.72	DCR|3VULN|1AART|1ZMB	168VULN|2ZMB|3ERES|4RPLT|5aDUST|7RCR|9AART
844	61123 26622	   	149.72	DCR|3VULN|1AART|1ZMB	1aDUST|2ZMB|3ERES|4RPLT|568VULN|7RCR|9AART
845	33242 24342	   	149.72	DCR|4VULN|1AART	18LIT|25CGEN|3AART|4568VULN|58BPWR|78FEWX|9ERES|aRCR
846	33242 24362	   	149.72	DCR|4VULN|1AART	18LIT|25CGEN|3AART|4568VULN|58BPWR|78FEWX|9TLV|aRCR
847	34232 21288	   	149.68	ACR|2VULN|1AART|1FLTHEA|1CDMG	1LIT|2CDMG|3MBVNT|4CGEN|5RCR|6TLV|7AART|8aVULN|9FLTHEA
848	43211 21325	   	149.68	DCR|2VULN|1AART|1DMG|1FLTHEA	16VULN|2BEXP|3LHND|4DUST|5DMG|7FLTHEA|8ERES|9AART|aRCR
849	51151 22243	   	149.67	DCR|2DMG|3CDMG|1AART	1TLV|25DMG|3RCVC|456CDMG|5BPWR|7CANSTR|8RCR|9LWND|aAART
