0	Index      	 *	Score 	Summary	Detail	
1	21381 26234	 * 	194.09	DCR|3DMG|2VULN|1AART|2CDMG|1SELL	1aVULN|2MBVNT|3MLV|47aDMG|5aCDMG|6SELL|8RCR|9AART|aBPWR
836	21762 38323	   	164.46	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	168VULN|2MBVNT|3RPLT|4CDMG|5RCR|7DUR|9AART|aASPD
837	21762 33338	   	164.43	ACR|3VULN|2DMG|1CDMG	16aVULN|2MBVNT|37RPLT|4CDMG|5RCR|8aDMG|9aERES|aBPWR
838	21441 48184	   	164.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2MBVNT|3DUR|4AART|5TLV|67DMG|8RCR|9LWND|aCDMG
839	31341 48184	   	164.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2MBVNT|3VULN|4AART|5TLV|67DMG|8RCR|9LWND|aCDMG
840	31341 22184	   	164.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|36VULN|4AART|56TLV|6BPWR|7DMG|8RCR|9LWND|aCDMG
841	31346 22184	   	164.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|36VULN|4AART|56ERES|6BPWR|7DMG|8RCR|9LWND|aCDMG
842	21437 41848	   	164.41	DCR|3VULN|2DMG|3DUR	18aVULN|2MBVNT|378DUR|4FEWX|5aDMG|68aCGEN|8aBPWR|9RCR
843	21477 41842	   	164.41	DCR|3VULN|2DMG|3DUR	18aVULN|2MBVNT|378DUR|4BEXP|5aDMG|68aCGEN|8aBPWR|9RCR
844	31337 41848	   	164.41	DCR|3VULN|2DMG|3DUR	178DUR|2MBVNT|38aVULN|4FEWX|5aDMG|68aCGEN|8aBPWR|9RCR
845	31377 41842	   	164.41	DCR|3VULN|2DMG|3DUR	178DUR|2MBVNT|38aVULN|4BEXP|5aDMG|68aCGEN|8aBPWR|9RCR
846	41111 61362	   	164.40	ACR|2DMG|2AART|1VULN|1ZMB	1CGEN|2ERES|3VULN|49DMG|5RCR|6ZMB|7RMIN|8aAART
847	31414 38421	   	164.37	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3LWND|4CDMG|5ZMB|67aDMG|8RCR|9VULN
848	33133 34341	 * 	164.37	ACR|3AART|1VULN|1DMG|1CDMG|1DUR	1DUR|2BEXP|3LIT|4RCR|5VULN|689AART|7CDMG|aDMG
849	11313 44212	   	164.34	DCR|4VULN|1DMG|2CDMG	1DUST|2MBVNT|3568VULN|46CDMG|6BPWR|7BASICY|9RCR|aDMG
850	21427 41842	   	164.31	DCR|3VULN|2DMG|3DUR	18aVULN|2MBVNT|378DUR|4DUST|5aDMG|68aCGEN|8aBPWR|9RCR
851	31327 41842	   	164.31	DCR|3VULN|2DMG|3DUR	178DUR|2MBVNT|38aVULN|4DUST|5aDMG|68aCGEN|8aBPWR|9RCR
852	31614 38421	   	164.27	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3DUST|4CDMG|5ZMB|67aDMG|8RCR|9VULN
853	31441 28827	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2MBVNT|3LWND|4AART|5VULN|69DMG|7RCR|8CGEN|aZMB
854	21124 52633	   	164.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	18VULN|2MBVNT|3LIT|4AART|5ASPD|6LWND|7RCR|9DMG|aZMB
855	21126 42617	   	164.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	18VULN|2MBVNT|3LIT|4AART|5LWND|6ZMB|7RCR|9DUR|aDMG
856	21126 42631	   	164.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	18VULN|2MBVNT|3LIT|4AART|5LWND|6ZMB|7RCR|9DMG|aDUR
857	43511 34133	   	164.24	ACR|3VULN|1AART|1DMG|1DUR	18CGEN|28MLV|3DUR|4DMG|5RCR|678VULN|8BPWR|9AART|aFEWX
858	23112 35238	   	164.21	DCR|3VULN|2DMG|1CDMG	16aVULN|2aCGEN|3CDMG|4RPLT|5MLV|7aDMG|8RCR|9MBVNT|aBPWR
859	21472 11848	   	164.21	DCR|3DMG|2VULN|3DUR	18VULN|2MBVNT|378DUR|4BEXP|5CGEN|68aDMG|8BPWR|9RCR
860	31372 11848	   	164.21	DCR|3DMG|2VULN|3DUR	178DUR|2MBVNT|38VULN|4BEXP|5CGEN|68aDMG|8BPWR|9RCR
861	32313 52626	   	164.14	DCR|2VULN|2AART|1CDMG|1ASPD|1DUR	1DUR|2LHND|35VULN|4CDMG|69AART|7RCR|8RCVC|aASPD
862	21742 17132	   	164.12	DCR|3VULN|1AART|1DMG|1DUR	167VULN|2MBVNT|3RPLT|4AART|5DMG|8LIT|9RCR|aDUR
863	23163 34532	   	164.11	DCR|3DMG|2VULN|1CDMG	16VULN|2CGEN|3CDMG|4BEXP|579DMG|8RCR|aRMIN
864	23163 33535	   	164.11	DCR|3VULN|2DMG|1CDMG	16aVULN|2CGEN|3CDMG|47BEXP|59DMG|8RCR
865	32315 12421	   	164.11	DCR|2AART|2VULN|2CDMG|1DUR	1DUR|2LHND|36VULN|48CDMG|59AART|7RCR|aRPLT
866	32315 12425	   	164.11	DCR|2AART|2VULN|2CDMG|1DUR	1DUR|2LHND|36VULN|48CDMG|59AART|7RCR|aLIT
867	32315 12624	   	164.11	DCR|2AART|2VULN|2CDMG|1DUR	1DUR|2LHND|36VULN|4aCDMG|59AART|7RCR|8RCVC
868	32315 62411	   	164.11	DCR|2AART|2VULN|2CDMG|1DUR	1DUR|2LHND|3aVULN|48CDMG|56AART|7RCR|9RMIN
869	32315 62431	   	164.11	DCR|2AART|2VULN|2CDMG|1DUR	1DUR|2LHND|3aVULN|48CDMG|56AART|7RCR|9CGEN
870	32315 62512	   	164.11	DCR|2AART|2VULN|2CDMG|1DUR	1DUR|2LHND|38VULN|4aCDMG|56AART|7RCR|9RMIN
871	32315 62532	   	164.11	DCR|2AART|2VULN|2CDMG|1DUR	1DUR|2LHND|38VULN|4aCDMG|56AART|7RCR|9CGEN
872	36315 12421	   	164.11	DCR|2AART|2VULN|2CDMG|1DUR	1DUR|2LWND|36VULN|48CDMG|59AART|7RCR|aRPLT
873	21413 38422	   	164.11	DCR|3VULN|2AART|1CDMG|1DUR|1SELL	156VULN|2MBVNT|3DUR|4CDMG|7SELL|89AART|aRCR
874	31313 38422	   	164.11	DCR|3VULN|2AART|1CDMG|1DUR|1SELL	1DUR|2MBVNT|356VULN|4CDMG|7SELL|89AART|aRCR
