0	Index      	 *	Score 	Summary	Detail	
1	21112 16334	 * 	202.73	ACR|3VULN|3DMG|2CDMG|1DUR|1ASPD|1SELL	18CDMG|2DUR|38aDMG|4RCR|568VULN|7SELL|8BPWR|9ASPD
830	25211 21126	   	172.98	ACR|2DMG|1AART|2ZMB|2ASPD|1CDMG|1DUR	1CDMG|2aASPD|3BEXP|4RCR|5DUR|6aZMB|7LIT|8aDMG|9AART|aBPWR
831	21112 15632	   	172.97	ACR|2VULN|2DMG|2ZMB|1CDMG|1DUR	1CDMG|2DUR|38DMG|4RCR|56VULN|79ZMB|aDUST
832	21112 15633	   	172.97	ACR|2VULN|2DMG|2ZMB|1CDMG|1DUR	1CDMG|2DUR|38DMG|4RCR|56VULN|79ZMB|aERES
833	21112 15634	   	172.97	ACR|2VULN|2DMG|2ZMB|1CDMG|1DUR	1CDMG|2DUR|38DMG|4RCR|56VULN|79ZMB|aMBVNT
834	22112 26141	   	172.95	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|257VULN|3DMG|4RCR|6CGEN|8ERES|9AART|aBASICY
835	22112 26144	   	172.95	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|257VULN|3DMG|4RCR|6CGEN|8ERES|9AART|aLEGI
836	22112 46241	   	172.95	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|257VULN|3DMG|4RCR|6ERES|8MLV|9AART|aBASICY
837	25612 34233	   	172.95	ACR|3VULN|1AART|2CDMG|2ASPD	17CDMG|26ASPD|358VULN|4RCR|9AART|aLHND
838	16312 32315	   	172.95	ACR|3VULN|1AART|3ASPD|1CDMG	1LHND|268ASPD|3CDMG|4RCR|57aVULN|9AART
839	25511 21126	   	172.88	ACR|2DMG|1AART|2ZMB|2ASPD|1CDMG|1DUR	1CDMG|2aASPD|3DUST|4RCR|5DUR|6aZMB|7LIT|8aDMG|9AART|aBPWR
840	22152 11534	   	172.87	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|24VULN|37DMG|5ERES|6RCVC|8AART|9RCR|aLIT
841	22152 11535	   	172.87	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|24VULN|37DMG|5ERES|6RCVC|8AART|9RCR|aFEWX
842	21111 26425	   	172.83	ACR|2VULN|2DMG|2CDMG|2DUR	1aCDMG|2aDUR|39DMG|4RCR|5RCVC|6CGEN|7aVULN|8RPLT|aBPWR
843	22152 11531	   	172.77	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|24VULN|37DMG|5aERES|6RCVC|8AART|9RCR
