0	Index      	 *	Score 	Summary	Detail	
1	31263 23163	 * 	186.06	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8aVULN|9ASPD
838	23221 31131	   	157.66	DCR|2VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR	1CGEN|26VULN|3DUR|4CDMG|56ASPD|6BPWR|7DMG|8LWND|9ZMB|aRCR
839	23221 31631	   	157.66	DCR|2VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR	1CGEN|26VULN|3DUR|4CDMG|56ASPD|6BPWR|7DMG|8FEWX|9ZMB|aRCR
840	23221 34331	   	157.66	DCR|2VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR	1CGEN|26VULN|3DUR|4CDMG|56ASPD|6BPWR|7FEWX|8DMG|9ZMB|aRCR
841	31143 34322	   	157.58	DCR|2VULN|1AART|1DMG|2ZMB	1ERES|2AART|34VULN|5DMG|6MLV|78ZMB|9RCR|aRCVC
842	31143 34323	   	157.58	DCR|2VULN|1AART|1DMG|2ZMB	1ERES|2AART|34VULN|5DMG|6aMLV|78ZMB|9RCR
843	31143 34324	   	157.58	DCR|2VULN|1AART|1DMG|2ZMB	1ERES|2AART|34VULN|5DMG|6MLV|78ZMB|9RCR|aRPLT
844	26632 13422	   	157.53	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1CGEN|2DMG|3BASHEA|4ZMB|56AART|7RCR|8MLV|9DUR|aVULN
845	11614 23326	 * 	157.49	DCR|3VULN|3CDMG|1DUR|1ASPD	125CDMG|2BPWR|3RMIN|489VULN|6RCR|7DUR|aASPD
846	31425 62122	   	157.49	DCR|3VULN|1AART|2DUR|1ASPD	16ERES|2AART|3ASPD|47DUR|568VULN|6BPWR|9RCR|aRCVC
847	31425 62123	   	157.49	DCR|3VULN|1AART|2DUR|1ASPD	16ERES|2AART|3ASPD|47DUR|568VULN|6BPWR|9RCR|aMLV
848	31143 34321	   	157.48	DCR|2VULN|1AART|1DMG|2ZMB	1ERES|2AART|34VULN|5DMG|6MLV|78ZMB|9RCR|aAIRHEL
849	31143 34326	   	157.48	DCR|2VULN|1AART|1DMG|2ZMB	1aERES|2AART|34VULN|5DMG|6MLV|78ZMB|9RCR
850	26222 42224	   	157.47	DCR|3DMG|1AART|1CDMG	14CGEN|23aDMG|5AART|6RCR|7LHND|8RMIN|9CDMG
851	21436 31342	 * 	157.45	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1CGEN|2aAART|3ASPD|4BELT|5RCR|6DMG|7RCVC|8ZMB|9VULN
852	23524 33151	 * 	157.41	DCR|5VULN|1DMG	17CGEN|23567VULN|47BASHEA|7BPWR|8MLV|9RCR|aDMG
853	31425 62121	   	157.39	DCR|3VULN|1AART|2DUR|1ASPD	16ERES|2AART|3ASPD|47DUR|568VULN|6BPWR|9RCR|aVENICY
854	31262 53611	   	157.37	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	15ERES|2AART|3CDMG|4DMG|6VULN|7RCR|8ASPD|9MLV|aDUR
855	31262 53631	   	157.37	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	15ERES|2AART|3CDMG|4DMG|6VULN|7RCR|8ASPD|9BEXP|aDUR
856	23524 33251	   	157.31	DCR|5VULN|1DMG	17CGEN|23567VULN|47BASHEA|7BPWR|8ERES|9RCR|aDMG
857	11235 54212	 * 	157.28	DCR|3VULN|1DMG|2CDMG|1DUR	12CDMG|2BPWR|3DUR|4DMG|5DUST|67aVULN|8BELT|9RCR
858	11333 36154	   	157.28	DCR|3DMG|1VULN|2CDMG|1ASPD	12CDMG|2BPWR|3FEWX|478DMG|5TLV|6ASPD|9RCR|aVULN
859	11431 55113	   	157.28	DCR|3VULN|2CDMG|1DMG|1DUR	12CDMG|2BPWR|37aVULN|4DMG|5LIT|6AIRHEL|8DUR|9RCR
860	21232 44223	   	157.27	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1CGEN|27AART|3CDMG|4LHND|5ASPD|6RMIN|8DMG|9RCR|aVULN
861	21261 44223	   	157.27	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1CGEN|27AART|3CDMG|4DMG|5LHND|6RMIN|8ASPD|9RCR|aVULN
862	26222 41124	   	157.27	DCR|3DMG|1AART|1CDMG	14CGEN|23aDMG|5AART|6RCR|7TLV|8DUST|9CDMG
863	31262 53621	   	157.27	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	15ERES|2AART|3CDMG|4DMG|6VULN|7RCR|8ASPD|9DUST|aDUR
864	21422 54131	   	157.26	DCR|2DMG|1AART|3DUR|2ASPD	1CGEN|2AART|35ASPD|458DUR|5BPWR|69DMG|7RCR|aLHND
865	21422 54133	   	157.26	DCR|2DMG|1AART|3DUR|2ASPD	1CGEN|2AART|35ASPD|458DUR|5BPWR|69DMG|7RCR|aLWND
866	21422 54311	   	157.26	DCR|2DMG|1AART|3DUR|2ASPD	1CGEN|2AART|35ASPD|459DUR|5BPWR|6aDMG|7RCR|8LWND
867	33524 33151	   	157.21	DCR|5VULN|1DMG	17ERES|23567VULN|47BASHEA|7BPWR|8MLV|9RCR|aDMG
868	21232 14223	   	157.17	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1CGEN|27AART|3CDMG|4LHND|5ASPD|6ERES|8DMG|9RCR|aVULN
869	21441 14223	   	157.17	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1CGEN|27AART|3ASPD|4LHND|5CDMG|6ERES|8DMG|9RCR|aVULN
870	21261 14223	   	157.17	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1CGEN|27AART|3CDMG|4DMG|5LHND|6ERES|8ASPD|9RCR|aVULN
871	21262 14223	   	157.17	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1CGEN|27AART|3CDMG|4DMG|5ERES|6LHND|8ASPD|9RCR|aVULN
872	31261 44223	   	157.17	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ERES|27AART|3CDMG|4DMG|5LHND|6RMIN|8ASPD|9RCR|aVULN
873	31442 53323	 * 	157.14	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1ERES|2AART|35ASPD|45LHND|5BPWR|6TLV|7RCR|8CDMG|9DMG|aVULN
874	52652 11222	 * 	157.12	ACR|2VULN|2DMG|2ZMB|1DUR	18LWND|29VULN|38ZMB|4DUST|5RCR|6FEWX|78DMG|8BPWR|aDUR
875	31232 64511	   	157.10	DCR|2AART|2VULN|1CDMG|1DUR	16ERES|27AART|3CDMG|4FEWX|56VULN|6BPWR|8RCR|9MLV|aDUR
876	31232 64521	   	157.10	DCR|2AART|2VULN|1CDMG|1DUR	16ERES|27AART|3CDMG|4FEWX|56VULN|6BPWR|8RCR|9RMIN|aDUR
877	31232 64532	   	157.10	DCR|2AART|2VULN|1CDMG|1DUR	16ERES|27AART|3CDMG|4FEWX|56VULN|6BPWR|8RCR|9DUR|aBELT
878	52125 51231	   	157.10	ACR|3VULN|1AART|1DMG	18LWND|278VULN|3LIT|4DMG|5RCR|68TLV|8BPWR|9AART|aMLV
879	31262 21325	   	157.07	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	15ERES|27AART|3CDMG|4DMG|6ASPD|8LHND|9RCR|aVULN
880	31262 21425	   	157.07	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	15ERES|27AART|3CDMG|4DMG|6ASPD|8BEXP|9RCR|aVULN
881	11423 12416	   	157.05	DCR|2AART|1VULN|1DMG|2CDMG	12CDMG|2BPWR|3VULN|4BEXP|59AART|6ERES|7AIRHEL|8RCR|aDMG
882	52131 43512	 * 	157.00	DCR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1LWND|2aVULN|3LIT|4DUR|5FLTHEA|6AART|7CDMG|8RCR|9LHND
883	31232 62412	   	157.00	DCR|2AART|2VULN|1CDMG|1DUR	16ERES|29AART|3CDMG|4FEWX|56VULN|6BPWR|7AIRHEL|8RCR|aDUR
884	31232 64533	   	157.00	DCR|2AART|2VULN|1CDMG|1DUR	16ERES|27AART|3CDMG|4FEWX|56VULN|6BPWR|8RCR|9DUR|aMBVNT
885	52125 51232	   	157.00	ACR|3VULN|1AART|1DMG	18LWND|278VULN|3LIT|4DMG|5RCR|68TLV|8BPWR|9AART|aBASHEA
886	21145 35131	   	156.99	DCR|3VULN|1AART|1ASPD|1DUR	1aCGEN|2AART|345VULN|6MBVNT|7RCR|8DUR|9ASPD
887	21145 35132	   	156.99	DCR|3VULN|1AART|1ASPD|1DUR	1CGEN|2AART|345VULN|6MBVNT|7RCR|8DUR|9ASPD|aBEXP
888	21145 35133	   	156.99	DCR|3VULN|1AART|1ASPD|1DUR	1CGEN|2AART|345VULN|6MBVNT|7RCR|8DUR|9ASPD|aDMSP
889	21145 35134	   	156.99	DCR|3VULN|1AART|1ASPD|1DUR	1CGEN|2AART|345VULN|6MBVNT|7RCR|8DUR|9ASPD|aFEWX
890	36456 34414	   	156.98	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2MBVNT|36DMG|46LWND|5AART|6BPWR|7VULN|8RCR|9DMSP|aCDMG
891	36456 34442	   	156.98	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2MBVNT|36DMG|46LWND|5AART|6BPWR|7VULN|8RCR|9RPLT|aCDMG
892	21153 54331	   	156.97	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2AART|39VULN|4ERES|5RCR|6ZMB|7TLV|8CDMG|aDUR
893	31163 54331	   	156.97	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2AART|39VULN|4CGEN|5RCR|6ZMB|7TLV|8CDMG|aDUR
894	11362 36313	   	156.91	DCR|2AART|2VULN|2CDMG|1DUR	12CDMG|2BPWR|3FEWX|4DUR|57AART|68VULN|9LHND|aRCR
895	11362 36324	   	156.91	DCR|2AART|2VULN|2CDMG|1DUR	12CDMG|2BPWR|39FEWX|4DUR|57AART|68VULN|aRCR
896	11433 11213	   	156.91	DCR|2VULN|2DMG|2CDMG|1DUR	12CDMG|2BPWR|38VULN|47DMG|5MLV|6BEXP|9DUR|aRCR
897	11433 51213	   	156.91	DCR|2VULN|2DMG|2CDMG|1DUR	12CDMG|2BPWR|38VULN|47DMG|5MLV|6LHND|9DUR|aRCR
898	31145 35131	   	156.89	DCR|3VULN|1AART|1DUR|1ASPD	1ERES|2AART|345VULN|6MBVNT|7RCR|8DUR|9ASPD|aCGEN
899	31145 35133	   	156.89	DCR|3VULN|1AART|1DUR|1ASPD	1ERES|2AART|345VULN|6MBVNT|7RCR|8DUR|9ASPD|aDMSP
900	31145 35134	   	156.89	DCR|3VULN|1AART|1DUR|1ASPD	1ERES|2AART|345VULN|6MBVNT|7RCR|8DUR|9ASPD|aLHND
901	21234 36243	   	156.83	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	15CGEN|2AART|3CDMG|4LHND|6ZMB|7DMG|8ASPD|9RCR|aVULN
902	21265 13243	   	156.83	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	17CGEN|2AART|3CDMG|4DMG|5ZMB|6LHND|8ASPD|9RCR|aVULN
903	23323 32653	   	156.81	DCR|2VULN|2DMG|1AART	17CGEN|27VULN|3VENICY|4RPLT|5TLV|67DMG|7BPWR|8AART|9RCR|aRCVC
904	11233 11263	   	156.81	DCR|2VULN|2DMG|2CDMG|1DUR	12CDMG|2BPWR|3DUR|47DMG|5TLV|6BEXP|89VULN|aRCR
905	11233 41223	   	156.81	DCR|2VULN|2DMG|2CDMG|1DUR	12CDMG|2BPWR|3DUR|47DMG|5TLV|68VULN|9BEXP|aRCR
906	11233 41243	   	156.81	DCR|2VULN|2DMG|2CDMG|1DUR	12CDMG|2BPWR|3DUR|47DMG|5TLV|68VULN|9LHND|aRCR
907	11233 41363	   	156.81	DCR|2VULN|2DMG|2CDMG|1DUR	12CDMG|2BPWR|3DUR|47DMG|5TLV|69VULN|8BEXP|aRCR
908	11233 41563	   	156.81	DCR|2VULN|2DMG|2CDMG|1DUR	12CDMG|2BPWR|3DUR|47DMG|5TLV|69VULN|8LWND|aRCR
909	11233 42363	   	156.81	DCR|2VULN|2DMG|2CDMG|1DUR	12CDMG|2BPWR|3DUR|48DMG|5TLV|69VULN|7LWND|aRCR
910	11233 43363	   	156.81	DCR|2VULN|2DMG|2CDMG|1DUR	12CDMG|2BPWR|3DUR|48DMG|5TLV|69VULN|7LHND|aRCR
911	11233 44363	   	156.81	DCR|2VULN|2DMG|2CDMG|1DUR	12CDMG|2BPWR|3DUR|48DMG|5TLV|69VULN|7FEWX|aRCR
912	11333 41213	   	156.81	DCR|2VULN|2DMG|2CDMG|1DUR	12CDMG|2BPWR|3FEWX|47DMG|5TLV|68VULN|9DUR|aRCR
913	53652 21322	 * 	156.80	ACR|2VULN|1AART|1DMG|2ZMB	1LWND|2LHND|3aZMB|4DUST|5RCR|69VULN|7DMG|8AART
914	21145 35333	   	156.77	DCR|3VULN|1AART|1CDMG	1CGEN|2AART|345VULN|6MBVNT|7RCR|8CDMG|9BEXP|aLHND
915	21145 35341	   	156.77	DCR|3VULN|1AART|1CDMG	1aCGEN|2AART|345VULN|6MBVNT|7RCR|8CDMG|9RPLT
916	21145 35342	   	156.77	DCR|3VULN|1AART|1CDMG	1CGEN|2AART|345VULN|6MBVNT|7RCR|8CDMG|9RPLT|aBEXP
917	21145 35343	   	156.77	DCR|3VULN|1AART|1CDMG	1CGEN|2AART|345VULN|6MBVNT|7RCR|8CDMG|9RPLT|aDMSP
918	21145 35344	   	156.77	DCR|3VULN|1AART|1CDMG	1CGEN|2AART|345VULN|6MBVNT|7RCR|8CDMG|9RPLT|aBELT
919	13134 32266	   	156.75	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2BEXP|3LWND|49VULN|5CGEN|6RCR|7ASPD|8ZMB|aAART
920	31262 53121	   	156.74	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	15ERES|2AART|39CDMG|4DMG|6VULN|7RCR|8FEWX|aDUR
921	31262 53511	   	156.74	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	15ERES|2AART|38CDMG|4DMG|6VULN|7RCR|9LHND|aDUR
922	31262 53521	   	156.74	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	15ERES|2AART|38CDMG|4DMG|6VULN|7RCR|9FEWX|aDUR
923	31262 53532	   	156.74	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	15ERES|2AART|38CDMG|4DMG|6VULN|7RCR|9DUR|aLHND
924	31262 53533	   	156.74	DCR|1AART|1VULN|2CDMG|1DMG|1DUR	15ERES|2AART|38CDMG|4DMG|6VULN|7RCR|9DUR|aRPLT
925	31263 53243	   	156.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2AART|3CDMG|4DMG|5ZMB|6RCVC|7FEWX|8ASPD|9RCR|aVULN
926	26632 36221	   	156.73	DCR|2DMG|1AART|1VULN|1ZMB	1CGEN|29DMG|3BASHEA|4ZMB|5AART|6BEXP|7RCR|8BELT|aVULN
927	26632 43221	   	156.73	DCR|2DMG|1AART|1VULN|1ZMB	1CGEN|29DMG|3BASHEA|4ZMB|5AART|6LHND|7RCR|8BELT|aVULN
928	23323 32652	   	156.71	DCR|2VULN|2DMG|1AART	17CGEN|27VULN|3VENICY|4RPLT|5TLV|67DMG|7BPWR|8AART|9RCR|aMBVNT
929	23323 32654	   	156.71	DCR|2VULN|2DMG|1AART	17CGEN|27VULN|3VENICY|4RPLT|5aTLV|67DMG|7BPWR|8AART|9RCR
930	23323 32656	   	156.71	DCR|2VULN|2DMG|1AART	17CGEN|27VULN|3VENICY|4RPLT|5TLV|67DMG|7BPWR|8AART|9RCR|aNUKE
931	11233 41233	   	156.71	DCR|2VULN|2DMG|2CDMG|1DUR	12CDMG|2BPWR|3DUR|47DMG|5TLV|68VULN|9DUST|aRCR
932	11233 51263	   	156.71	DCR|2VULN|2DMG|2CDMG|1DUR	12CDMG|2BPWR|3DUR|47DMG|5TLV|6DUST|89VULN|aRCR
933	21143 12124	   	156.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	18CGEN|2AART|34VULN|5DMG|6LHND|7DUR|9RCR|aASPD
934	21143 12224	   	156.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2AART|34VULN|5DMG|68LHND|7DUR|9RCR|aASPD
935	21145 35312	   	156.67	DCR|3VULN|1AART|1CDMG	1CGEN|2AART|345VULN|6MBVNT|7RCR|8CDMG|9MLV|aDUST
936	21145 35323	   	156.67	DCR|3VULN|1AART|1CDMG	1CGEN|2AART|345VULN|6MBVNT|7RCR|8CDMG|9DUST|aLHND
937	31145 35333	   	156.67	DCR|3VULN|1AART|1CDMG	1ERES|2AART|345VULN|6MBVNT|7RCR|8CDMG|9BEXP|aLHND
938	31145 35341	   	156.67	DCR|3VULN|1AART|1CDMG	1ERES|2AART|345VULN|6MBVNT|7RCR|8CDMG|9RPLT|aCGEN
939	31145 35342	   	156.67	DCR|3VULN|1AART|1CDMG	1ERES|2AART|345VULN|6MBVNT|7RCR|8CDMG|9RPLT|aRMIN
940	31145 35343	   	156.67	DCR|3VULN|1AART|1CDMG	1ERES|2AART|345VULN|6MBVNT|7RCR|8CDMG|9RPLT|aDMSP
941	31145 35344	   	156.67	DCR|3VULN|1AART|1CDMG	1ERES|2AART|345VULN|6MBVNT|7RCR|8CDMG|9RPLT|aLHND
942	21261 26523	   	156.65	DCR|2AART|1DMG|2CDMG|1VULN	1CGEN|27AART|38CDMG|4DMG|5LHND|6FEWX|9RCR|aVULN
943	21153 51343	   	156.65	ACR|2VULN|1AART|2CDMG|1ZMB	19CGEN|2AART|39VULN|4ERES|5RCR|6ZMB|7RCVC|89CDMG|9BPWR|aLIT
944	31262 53221	   	156.64	DCR|1AART|1DMG|1VULN|2CDMG|1DUR	15ERES|2AART|39CDMG|4DMG|6VULN|7RCR|8LEGI|aDUR
945	21213 36243	   	156.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2AART|3CDMG|4ERES|5ZMB|6TLV|7DMG|8ASPD|9RCR|aVULN
946	21252 36243	   	156.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2AART|3CDMG|4ZMB|5ERES|6TLV|7DMG|8ASPD|9RCR|aVULN
947	31215 36243	   	156.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	14ERES|2AART|3CDMG|5LHND|6ZMB|7DMG|8ASPD|9RCR|aVULN
948	31251 16243	   	156.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	16ERES|2AART|3CDMG|4ZMB|5LHND|7DMG|8ASPD|9RCR|aVULN
949	31252 22255	   	156.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	15ERES|2AART|3CDMG|4ZMB|6ASPD|7DMG|8RCVC|9RCR|aVULN
950	31252 22643	   	156.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	15ERES|2AART|3CDMG|4ZMB|6ASPD|7DMG|8BEXP|9RCR|aVULN
951	31263 12243	   	156.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	17ERES|2AART|3CDMG|4DMG|5ZMB|6LHND|8ASPD|9RCR|aVULN
952	31263 24325	   	156.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	18ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7DMSP|9RCR|aVULN
953	31264 13243	   	156.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	16ERES|2AART|3CDMG|4DMG|5BEXP|7ZMB|8ASPD|9RCR|aVULN
954	31435 33432	   	156.60	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1ERES|2AART|3ASPD|4BELT|5VULN|68DMG|7DUR|9RCR|aBEXP
955	31435 33433	   	156.60	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1ERES|2AART|3ASPD|4BELT|5VULN|68DMG|7DUR|9RCR|aRCVC
956	21524 42882	   	156.57	DCR|2AART|2VULN|1DMG	1CGEN|2aAART|3RPLT|4MBVNT|59VULN|6BEXP|7DMG|8RCR
957	31145 35312	   	156.57	DCR|3VULN|1AART|1CDMG	1ERES|2AART|345VULN|6MBVNT|7RCR|8CDMG|9MLV|aDUST
958	31145 35323	   	156.57	DCR|3VULN|1AART|1CDMG	1ERES|2AART|345VULN|6MBVNT|7RCR|8CDMG|9DUST|aLHND
959	31155 35313	   	156.57	DCR|3VULN|1AART|1CDMG	14ERES|2AART|35aVULN|6MBVNT|7RCR|8CDMG|9MLV
960	31454 22321	   	156.57	DCR|3VULN|1AART|2ASPD	146ERES|2AART|34ASPD|4BPWR|58aVULN|7RCR|9LSRICY
961	21153 51341	   	156.55	ACR|2VULN|1AART|2CDMG|1ZMB	19CGEN|2AART|39VULN|4aERES|5RCR|6ZMB|7RCVC|89CDMG|9BPWR
962	31163 51343	   	156.55	ACR|2VULN|1AART|2CDMG|1ZMB	19ERES|2AART|39VULN|4CGEN|5RCR|6ZMB|7RCVC|89CDMG|9BPWR|aLIT
963	21131 13548	   	156.52	DCR|3VULN|1AART|1ZMB	1CGEN|2AART|39aVULN|4LIT|5RPLT|6RCR|7ZMB|8MBVNT
964	21151 23333	   	156.51	DCR|3VULN|1AART|1CDMG|1DUR	1CGEN|2AART|389VULN|4ERES|5CDMG|6DUR|7LHND|aRCR
965	31161 23333	   	156.51	DCR|3VULN|1AART|1CDMG|1DUR	1ERES|2AART|389VULN|4CGEN|5CDMG|6DUR|7LHND|aRCR
966	21261 61223	   	156.48	DCR|2VULN|1AART|1DMG|1CDMG	17CGEN|2AART|3CDMG|4DMG|5LHND|6aVULN|8DMSP|9RCR
967	21261 63223	   	156.48	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2AART|3CDMG|4DMG|57LHND|6aVULN|8DMSP|9RCR
968	31163 51341	   	156.45	ACR|2VULN|1AART|2CDMG|1ZMB	19aERES|2AART|39VULN|4CGEN|5RCR|6ZMB|7RCVC|89CDMG|9BPWR
969	36283 14484	   	156.40	DCR|2AART|2VULN|1CDMG|1ASPD	1ERES|2MBVNT|35AART|4LWND|6ASPD|79VULN|8RCR|aCDMG
970	31143 32125	   	156.38	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2AART|34VULN|5DMG|6MLV|7RCVC|8RMIN|9RCR|aCDMG
971	31261 63225	   	156.38	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2AART|3CDMG|47DMG|5LHND|6VULN|8DMSP|9RCR|aFEWX
972	21141 42321	   	156.36	DCR|3VULN|1AART|1ZMB|1DUR	1aCGEN|2AART|348VULN|5LHND|6ZMB|7DUR|9RCR
973	21141 42323	   	156.36	DCR|3VULN|1AART|1ZMB|1DUR	1CGEN|2AART|348VULN|5LHND|6ZMB|7DUR|9RCR|aDMSP
974	21141 42326	   	156.36	DCR|3VULN|1AART|1ZMB|1DUR	1CGEN|2AART|348VULN|5LHND|6ZMB|7DUR|9RCR|aMLV
975	21141 62324	   	156.36	DCR|3VULN|1AART|1ZMB|1ASPD	1CGEN|2AART|348VULN|5LHND|6BEXP|7ZMB|9RCR|aASPD
976	21153 54323	   	156.35	ACR|2VULN|1AART|2CDMG|1ZMB	1CGEN|2AART|3aVULN|4ERES|5RCR|6ZMB|7TLV|89CDMG
977	31163 54323	   	156.35	ACR|2VULN|1AART|2CDMG|1ZMB	1ERES|2AART|3aVULN|4CGEN|5RCR|6ZMB|7TLV|89CDMG
978	52112 35242	   	156.32	DCR|4VULN|1DMG|1DUR	1LWND|289aVULN|3LIT|4FEWX|5DUR|6DMG|7RCR
979	21232 62523	 * 	156.28	DCR|2VULN|1AART|2CDMG|2ASPD	1CGEN|2AART|38CDMG|4LHND|57ASPD|6aVULN|9RCR
980	31143 21125	   	156.28	DCR|2VULN|1AART|1DMG|1CDMG	16ERES|2AART|34VULN|5DMG|7MLV|8RMIN|9RCR|aCDMG
981	31261 12561	   	156.28	DCR|2DMG|1AART|1VULN|1CDMG	167ERES|2AART|3CDMG|47DMG|57LHND|7BPWR|8VENICY|9RCR|aVULN
982	31261 16323	   	156.28	DCR|2DMG|1AART|1VULN|1CDMG	16ERES|2AART|3CDMG|47DMG|5LHND|8BEXP|9RCR|aVULN
983	31261 16623	   	156.28	DCR|2DMG|1AART|1VULN|1CDMG	16ERES|2AART|3CDMG|47DMG|5LHND|8FEWX|9RCR|aVULN
984	31261 63222	   	156.28	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2AART|3CDMG|47DMG|5LHND|6VULN|8DMSP|9RCR|aDUST
985	31261 63224	   	156.28	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2AART|3CDMG|47DMG|5LHND|6VULN|8DMSP|9RCR|aLEGI
986	31261 65223	   	156.28	DCR|2VULN|1AART|1DMG|1CDMG	17ERES|2AART|3CDMG|4DMG|5LHND|6aVULN|8DMSP|9RCR
987	31252 51334	   	156.26	DCR|2AART|2VULN|1CDMG|1ZMB	15ERES|29AART|3CDMG|4ZMB|68VULN|7BELT|aRCR
988	31256 11334	   	156.26	DCR|2AART|2VULN|1CDMG|1ZMB	16ERES|29AART|3CDMG|4ZMB|58VULN|7BELT|aRCR
989	21141 14325	   	156.26	DCR|3VULN|1AART|1ZMB|1ASPD	1CGEN|2AART|348VULN|5LHND|6ASPD|7DUST|9RCR|aZMB
990	21233 36523	   	156.20	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1CGEN|2AART|35CDMG|4LHND|6ZMB|7DMG|8RMIN|9RCR|aVULN
991	21261 41523	   	156.20	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1CGEN|2AART|38CDMG|4DMG|5LHND|6RMIN|7ZMB|9RCR|aVULN
992	31153 31125	   	156.18	DCR|2VULN|1AART|1DMG|1CDMG	14ERES|2AART|38VULN|5DMG|6MLV|7TLV|9RCR|aCDMG
993	21131 15163	   	156.17	DCR|2VULN|1AART|3CDMG	1aCGEN|2AART|39VULN|4aLIT|5RPLT|6RCR|78aCDMG|aBPWR
994	21143 36323	   	156.15	DCR|3AART|2VULN|1DMG	1CGEN|268AART|34VULN|5DMG|7DMSP|9RMIN|aRCR
995	21143 36363	   	156.15	DCR|3AART|2VULN|1DMG	1CGEN|268AART|34VULN|5DMG|7DMSP|9MLV|aRCR
996	21143 31643	   	156.15	DCR|3AART|2VULN|1DMG	1CGEN|269AART|34VULN|5DMG|7MLV|8RCVC|aRCR
997	33132 51112	   	156.12	ACR|2VULN|1AART|1FLTHEA|1CDMG|1DUR	1ERES|24VULN|3LHND|5RCR|6CDMG|7BELT|8AART|9DUR|aFLTHEA
998	52232 51112	   	156.12	ACR|2VULN|1AART|1FLTHEA|1CDMG|1DUR	1LWND|24VULN|3ERES|5RCR|6CDMG|7BELT|8AART|9DUR|aFLTHEA
999	21233 36623	   	156.10	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1CGEN|2AART|35CDMG|4LHND|6ZMB|7DMG|8ERES|9RCR|aVULN
1000	21261 11523	   	156.10	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1CGEN|2AART|38CDMG|4DMG|5LHND|6ERES|7ZMB|9RCR|aVULN
1001	21262 11523	   	156.10	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1CGEN|2AART|38CDMG|4DMG|5ERES|6LHND|7ZMB|9RCR|aVULN
