0	Index      	 *	Score 	Summary	Detail	
1	13152 51343	 * 	192.75	ACR|4VULN|2AART|1DMG	1ERES|2RCR|3LIT|49AART|568aVULN|7DMG
813	13533 55334	   	162.94	ACR|2DMG|1VULN|1FLTHEA|1CDMG|1ZMB	1ERES|2RCR|3MBVNT|4FLTHEA|5CDMG|6ZMB|7VULN|8aDMG|9RPLT
814	13534 42631	   	162.94	ACR|2VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1ERES|2RCR|3MBVNT|4FLTHEA|5aVULN|6RMIN|7ZMB|8DMG|9CDMG
815	13534 57433	   	162.94	ACR|2VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1ERES|2RCR|3MBVNT|4FLTHEA|56VULN|7DMG|8LWND|9ZMB|aCDMG
816	12233 12111	   	162.93	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	13ERES|23ASPD|3BPWR|48VULN|5RCR|6DMG|7AART|9TLV|aDUR
817	12233 12611	   	162.93	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	13ERES|23ASPD|3BPWR|4VULN|5RCR|68DMG|7AART|9TLV|aDUR
818	12133 12513	   	162.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	13ERES|2ASPD|49VULN|5RCR|6DMG|7AART|8CANSTR|aCDMG
819	13366 14433	   	162.92	ACR|2VULN|2DMG|1CDMG|1ASPD	19ERES|2RCR|3RCVC|4MBVNT|5ASPD|69DMG|79VULN|8RPLT|9BPWR|aCDMG
820	63534 83444	   	162.92	ACR|2VULN|2DMG|1FLTHEA|1DUR	1CGEN|2RCR|3MBVNT|4FLTHEA|57VULN|6DUR|8BEXP|9aDMG
821	13135 52521	   	162.90	ACR|2VULN|1AART|1DMG|2ZMB	17ERES|2RCR|3LIT|47VULN|57ZMB|6DMSP|7BPWR|8DMG|9FEWX|aAART
822	13135 52531	   	162.90	ACR|2VULN|1AART|1DMG|2ZMB	17ERES|2RCR|3LIT|47VULN|57ZMB|6DMSP|7BPWR|8DMG|9BEXP|aAART
823	13152 31313	   	162.89	ACR|2AART|2VULN|1DMG	16ERES|2RCR|3LIT|4aAART|58VULN|7DMG|9LHND
824	13152 31342	   	162.89	ACR|2AART|2VULN|1DMG	16ERES|2RCR|3LIT|49AART|58VULN|7DMG|aCGEN
825	13152 31344	   	162.89	ACR|2AART|2VULN|1DMG	16ERES|2RCR|3LIT|49AART|58VULN|7DMG|aBEXP
826	13152 31346	   	162.89	ACR|2AART|2VULN|1DMG	16ERES|2RCR|3LIT|49AART|58VULN|7DMG|aRPLT
827	13152 51433	   	162.89	ACR|2AART|2VULN|1DMG	1ERES|2RCR|3LIT|4aAART|56VULN|7DMG|8TLV|9MLV
828	13155 31215	   	162.89	ACR|2AART|2VULN|1DMG	19ERES|2RCR|3LIT|46AART|5DMG|7BELT|8aVULN
829	13155 31231	   	162.89	ACR|2AART|2VULN|1DMG	1ERES|2RCR|3LIT|46AART|5DMG|7BELT|8aVULN|9DUST
830	13155 31235	   	162.89	ACR|2AART|2DMG|1VULN	1ERES|2RCR|3LIT|46AART|5aDMG|7BELT|8VULN|9DUST
831	13155 31242	   	162.89	ACR|2AART|2VULN|1DMG	1ERES|2RCR|3LIT|46AART|5DMG|7BELT|89VULN|aDUST
832	13155 33316	   	162.89	ACR|2AART|2DMG|1VULN	178ERES|2RCR|38LIT|46AART|58DMG|8BPWR|9DUST|aVULN
833	13155 33363	   	162.89	ACR|2AART|2DMG|1VULN	178ERES|2RCR|38LIT|46AART|58DMG|8BPWR|9CANSTR|aVULN
834	14123 11642	   	162.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	13ERES|2TLV|4DUR|5ZMB|6AART|7RCR|8DMG|9aVULN
835	14223 11642	   	162.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	13ERES|23TLV|3BPWR|4DUR|5ZMB|6AART|7RCR|8DMG|9aVULN
836	63125 31226	 * 	162.83	ACR|3AART|1VULN|1DMG|1CDMG	1CGEN|2RCR|3LIT|4DMG|56aAART|7BELT|8VULN|9CDMG
837	13528 64444	   	162.82	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1ERES|2RCR|3MBVNT|4DUR|5DMG|6aVULN|7DUST|8AART|9ASPD
838	63433 31611	   	162.82	ACR|2VULN|1AART|1CDMG|1FLTHEA|1ASPD	18CGEN|2RCR|3LHND|4FLTHEA|5CDMG|6aVULN|7ASPD|9AART
839	13534 21288	   	162.82	ACR|2VULN|2DMG|1FLTHEA|1DUR	1ERES|2RCR|3MBVNT|4FLTHEA|5aVULN|6LIT|79DMG|8DUR
840	63534 32152	   	162.79	ACR|2VULN|1AART|1DMG|1FLTHEA	1CGEN|2RCR|3MBVNT|4FLTHEA|59VULN|6BEXP|7FEWX|8AART|aDMG
841	13152 31341	   	162.79	ACR|2AART|2VULN|1DMG	16aERES|2RCR|3LIT|49AART|58VULN|7DMG
842	63135 21235	   	162.78	ACR|3VULN|1AART|1ZMB|1ASPD	1CGEN|2RCR|3LIT|46aVULN|5ZMB|7ASPD|8AART|9MLV
