0	Index      	 *	Score 	Summary	Detail	
1	41344 13111	 * 	182.46	DCR|3VULN|1AART|1DMG|1CDMG|2DUR	14DUR|2ERES|367VULN|5AART|8CDMG|9RCR|aDMG
915	15221 61223	   	152.97	DCR|3VULN|1DMG|1ZMB|1DUR|1SELL	1LHND|2ZMB|3FEWX|46aVULN|5DMG|7RCR|8DUR|9SELL
916	61313 22524	   	152.96	DCR|2VULN|2DMG|1CDMG	1DUST|28ERES|35VULN|49DMG|6RCR|7LHND|aCDMG
917	33412 23231	   	152.96	DCR|2VULN|2DMG|1CDMG	1TLV|23VULN|4aDMG|5DUST|6RCR|7RPLT|8DLOT|9CDMG
918	33412 26224	   	152.96	DCR|2VULN|2DMG|1CDMG	17TLV|23VULN|49DMG|5DUST|6RCR|8FEWX|aCDMG
919	34413 23231	   	152.96	DCR|2VULN|2DMG|1CDMG	1TLV|2DUST|35VULN|4aDMG|6RCR|7RPLT|8DLOT|9CDMG
920	61313 23231	   	152.96	DCR|2VULN|2DMG|1CDMG	1DUST|2ERES|35VULN|4aDMG|6RCR|7RPLT|8DLOT|9CDMG
921	41311 43512	   	152.90	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2ERES|36VULN|4DMG|5BELT|7TLV|8AART|9RCR|aASPD
922	22623 55122	   	152.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	126FEWX|2BPWR|3ZMB|4RCVC|5AART|7RCR|8DMG|9VULN|aCDMG
923	25223 55122	   	152.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	136FEWX|2ZMB|4RCVC|5AART|7RCR|8DMG|9VULN|aCDMG
924	15412 61223	   	152.87	DCR|3VULN|1DMG|1ZMB|1DUR|1SELL	1LHND|2ZMB|36aVULN|4DMG|5DUST|7RCR|8DUR|9SELL
925	14422 23326	   	152.86	DCR|2VULN|1AART|1CDMG|1FLTHEA	1LHND|2MLV|34VULN|5ERES|6RCR|7LEGI|8FLTHEA|9AART|aCDMG
926	21221 12224	   	152.85	DCR|2VULN|2DMG|1ZMB|1DUR	13aFEWX|2ERES|4RCVC|5aVULN|6ZMB|7DUR|8RCR|9aDMG|aBPWR
927	42112 25621	   	152.85	DCR|3VULN|1AART|2DUR	12DUR|2BPWR|379VULN|4RMIN|5ERES|6RCR|8LSRREG|aAART
928	33442 21263	   	152.79	DCR|2VULN|1DMG|2CDMG|1ZMB	1TLV|23VULN|4BEXP|5ERES|6RCR|7ZMB|8aCDMG|9DMG
929	36422 21263	   	152.79	DCR|2VULN|1DMG|2CDMG|1ZMB	1TLV|2BEXP|34VULN|5ERES|6RCR|7ZMB|8aCDMG|9DMG
930	33521 66211	   	152.78	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|25VULN|3DMSP|4RCVC|6CDMG|7FEWX|8AART|9RCR|aDMG
931	11213 61121	   	152.76	DCR|3VULN|2DMG	1LHND|2ERES|38FEWX|49DMG|56aVULN|7RCR
932	11213 61621	   	152.76	DCR|3VULN|2DMG	18LHND|2ERES|3FEWX|49DMG|56aVULN|7RCR
933	11221 61121	   	152.76	DCR|3VULN|2DMG	1LHND|2ERES|38FEWX|46aVULN|59DMG|7RCR
934	11221 61621	   	152.76	DCR|3VULN|2DMG	18LHND|2ERES|3FEWX|46aVULN|59DMG|7RCR
935	11313 61521	   	152.76	DCR|3VULN|2DMG	15LHND|2ERES|38aVULN|49DMG|6LWND|7RCR
936	11316 61621	   	152.76	DCR|3VULN|2DMG	18LHND|2ERES|36aVULN|49DMG|5BEXP|7RCR
937	21411 61521	   	152.76	DCR|3VULN|2DMG	1FEWX|2ERES|38aVULN|49DMG|5RCVC|6LWND|7RCR
938	21413 61121	   	152.76	DCR|3VULN|2DMG	18FEWX|2ERES|35aVULN|49DMG|6LWND|7RCR
939	21413 61421	   	152.76	DCR|3VULN|2DMG	1FEWX|2ERES|35aVULN|49DMG|68LWND|7RCR
940	21413 61523	   	152.76	DCR|3VULN|2DMG	1FEWX|2ERES|358VULN|49DMG|6LWND|7RCR|aRPLT
941	21416 61221	   	152.76	DCR|3VULN|2DMG	18FEWX|2ERES|36aVULN|49DMG|5BEXP|7RCR
942	23413 61121	   	152.76	DCR|3VULN|2DMG	18FEWX|2LHND|3ERES|49DMG|56aVULN|7RCR
943	23413 61621	   	152.76	DCR|3VULN|2DMG	1FEWX|28LHND|3ERES|49DMG|56aVULN|7RCR
944	23421 61121	   	152.76	DCR|3VULN|2DMG	18FEWX|2LHND|3ERES|46aVULN|59DMG|7RCR
945	23421 61621	   	152.76	DCR|3VULN|2DMG	1FEWX|28LHND|3ERES|46aVULN|59DMG|7RCR
946	33213 61522	   	152.76	DCR|3VULN|2DMG	1TLV|258VULN|3FEWX|49DMG|6LWND|7RCR|aBEXP
947	11352 15224	   	152.75	DCR|2VULN|2DMG|1ZMB|1DUR	1aLHND|25ERES|3aVULN|4DMSP|6ZMB|7DUR|8RCR|9aDMG|aBPWR
948	11521 15224	   	152.75	DCR|2VULN|2DMG|1ZMB|1DUR	1aLHND|23ERES|4RCVC|5aVULN|6ZMB|7DUR|8RCR|9aDMG|aBPWR
949	21452 12224	   	152.75	DCR|2VULN|2DMG|1ZMB|1DUR	1aFEWX|25ERES|3aVULN|4DMSP|6ZMB|7DUR|8RCR|9aDMG|aBPWR
950	21521 12224	   	152.75	DCR|2VULN|2DMG|1ZMB|1DUR	1aFEWX|23ERES|4RCVC|5aVULN|6ZMB|7DUR|8RCR|9aDMG|aBPWR
951	21551 12224	   	152.75	DCR|2VULN|2DMG|1ZMB|1DUR	14aFEWX|23ERES|5aVULN|6ZMB|7DUR|8RCR|9aDMG|aBPWR
952	23151 74112	   	152.72	DCR|1AART|1VULN|1CDMG|1FLTHEA|1ZMB|1DUR	1FEWX|2LHND|3FLTHEA|4MBVNT|5DUR|6RCR|7CDMG|8VULN|9ZMB|aAART
953	43152 74112	   	152.72	DCR|1AART|1VULN|1CDMG|1FLTHEA|1ZMB|1DUR	1DUR|2LHND|3FLTHEA|4MBVNT|5BEXP|6RCR|7CDMG|8VULN|9ZMB|aAART
954	61322 21231	   	152.69	DCR|2VULN|1DMG|2CDMG|1ZMB	159DUST|2ERES|39VULN|4TLV|6RCR|7ZMB|89CDMG|9BPWR|aDMG
955	33423 66211	   	152.68	DCR|2VULN|1AART|1DMG|1CDMG	15TLV|23VULN|4RCVC|6CDMG|7FEWX|8AART|9RCR|aDMG
956	11313 22651	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	157LHND|2ERES|38VULN|4DMG|6RCR|9AART|aDUR
957	24413 23214	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2MLV|35VULN|4DMG|6RCR|7RPLT|8DLOT|9AART|aDUR
958	31413 22451	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1TLV|257LHND|38VULN|4DMG|6RCR|9AART|aDUR
959	33613 22451	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1TLV|28VULN|357LHND|4DMG|6RCR|9AART|aDUR
960	61313 61523	   	152.66	DCR|3VULN|2DMG	1DUST|2ERES|358VULN|49DMG|6LWND|7RCR|aRPLT
961	11213 61521	   	152.66	DCR|3VULN|2DMG	1LHND|28ERES|3FEWX|49DMG|56aVULN|7RCR
962	11221 61521	   	152.66	DCR|3VULN|2DMG	1LHND|28ERES|3FEWX|46aVULN|59DMG|7RCR
963	11312 61621	   	152.66	DCR|3VULN|2DMG	18LHND|2ERES|36aVULN|49DMG|5DUST|7RCR
964	11316 61521	   	152.66	DCR|3VULN|2DMG	1LHND|28ERES|36aVULN|49DMG|5BEXP|7RCR
965	23413 61521	   	152.66	DCR|3VULN|2DMG	1FEWX|2LHND|38ERES|49DMG|56aVULN|7RCR
966	23421 61521	   	152.66	DCR|3VULN|2DMG	1FEWX|2LHND|38ERES|46aVULN|59DMG|7RCR
967	31412 61314	   	152.66	DCR|3VULN|2DMG	1TLV|2LHND|369VULN|4aDMG|5DUST|7RCR|8MGNLIT
968	33213 61521	   	152.66	DCR|3VULN|2DMG	1TLV|258VULN|3FEWX|49DMG|6LWND|7RCR|aERES
969	33412 61314	   	152.66	DCR|3VULN|2DMG	1TLV|239VULN|4aDMG|5DUST|6LWND|7RCR|8MGNLIT
970	33412 61522	   	152.66	DCR|3VULN|2DMG	1TLV|238VULN|49DMG|5DUST|6LWND|7RCR|aBEXP
971	33612 61314	   	152.66	DCR|3VULN|2DMG	1TLV|269VULN|3LHND|4aDMG|5DUST|7RCR|8MGNLIT
972	61213 61221	   	152.66	DCR|3VULN|2DMG	1DUST|2ERES|38FEWX|49DMG|56aVULN|7RCR
973	61221 61221	   	152.66	DCR|3VULN|2DMG	1DUST|2ERES|38FEWX|46aVULN|59DMG|7RCR
974	61311 61521	   	152.66	DCR|3VULN|2DMG	1DUST|2ERES|38aVULN|49DMG|5RCVC|6LWND|7RCR
975	61313 31221	   	152.66	DCR|3VULN|2DMG	1DUST|2ERES|35aVULN|49DMG|68FEWX|7RCR
976	61313 61421	   	152.66	DCR|3VULN|2DMG	1DUST|2ERES|35aVULN|49DMG|68LWND|7RCR
977	61316 61321	   	152.66	DCR|3VULN|2DMG	1DUST|2ERES|36aVULN|49DMG|5BEXP|7RCR|8RCVC
978	32413 25432	   	152.66	DCR|4VULN|2DMG|1DUR|1MSE	1TLV|2MSE|3578VULN|49DMG|6RCR|aDUR
979	33113 25432	   	152.66	DCR|4VULN|2DMG|1DUR|1MSE	1TLV|2578VULN|3MSE|49DMG|6RCR|aDUR
980	21412 45222	   	152.65	DCR|2VULN|2DMG|1ZMB|1DUR	1FEWX|2ERES|37VULN|49DMG|5RMIN|6ZMB|8RCR|aDUR
981	21413 41242	   	152.65	DCR|2VULN|2DMG|1ZMB|1DUR	1FEWX|2ERES|35VULN|46DMG|7BEXP|8RCR|9ZMB|aDUR
982	21413 42234	   	152.65	DCR|2VULN|2DMG|1ZMB|1DUR	1FEWX|2ERES|35VULN|46DMG|7DUR|8RCR|9LIT|aZMB
983	21413 42241	   	152.65	DCR|2VULN|2DMG|1ZMB|1DUR	1FEWX|2ERES|35VULN|46DMG|7DUR|8RCR|9ZMB|aLHND
984	21413 42243	   	152.65	DCR|2VULN|2DMG|1ZMB|1DUR	1FEWX|2ERES|35VULN|46DMG|7DUR|8RCR|9ZMB|aCGEN
985	21413 22144	   	152.63	DCR|3VULN|1DMG|2ZMB	18aFEWX|2ERES|35aVULN|4DMG|6RCR|7LHND|9aZMB|aBPWR
986	33224 61225	 * 	152.62	DCR|2VULN|1AART|2ASPD|1FLTHEA|1SELL	1TLV|24VULN|3FEWX|5AART|6SELL|7RCR|8aASPD|9FLTHEA
987	63151 74112	   	152.62	DCR|1AART|1VULN|1CDMG|1FLTHEA|1ZMB|1DUR	1DUST|2LHND|3FLTHEA|4MBVNT|5DUR|6RCR|7CDMG|8VULN|9ZMB|aAART
988	24413 42233	   	152.60	DCR|3DMG|2VULN|1DUR	18FEWX|2MLV|35VULN|469DMG|7DUR|aRCR
989	24413 42323	   	152.60	DCR|3DMG|2VULN|1DUR	1FEWX|2MLV|35VULN|469DMG|7DUR|8BEXP|aRCR
990	21413 23214	   	152.56	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2ERES|35VULN|4DMG|6RCR|7RPLT|8DLOT|9AART|aDUR
991	33213 23214	   	152.56	DCR|2VULN|1AART|1DMG|1DUR	1TLV|25VULN|3FEWX|4DMG|6RCR|7RPLT|8DLOT|9AART|aDUR
992	36413 23214	   	152.56	DCR|2VULN|1AART|1DMG|1DUR	1TLV|2BEXP|35VULN|4DMG|6RCR|7RPLT|8DLOT|9AART|aDUR
993	11312 61521	   	152.56	DCR|3VULN|2DMG	1LHND|28ERES|36aVULN|49DMG|5DUST|7RCR
994	33412 61521	   	152.56	DCR|3VULN|2DMG	1TLV|238VULN|49DMG|5DUST|6LWND|7RCR|aERES
995	61213 61521	   	152.56	DCR|3VULN|2DMG	1DUST|28ERES|3FEWX|49DMG|56aVULN|7RCR
996	61221 61521	   	152.56	DCR|3VULN|2DMG	1DUST|28ERES|3FEWX|46aVULN|59DMG|7RCR
997	61313 31521	   	152.56	DCR|3VULN|2DMG	1DUST|28ERES|35aVULN|49DMG|6FEWX|7RCR
998	61352 12224	   	152.55	DCR|2VULN|2DMG|1ZMB|1DUR	1aDUST|25ERES|3aVULN|4DMSP|6ZMB|7DUR|8RCR|9aDMG|aBPWR
999	61521 12224	   	152.55	DCR|2VULN|2DMG|1ZMB|1DUR	1aDUST|23ERES|4RCVC|5aVULN|6ZMB|7DUR|8RCR|9aDMG|aBPWR
1000	61312 25222	   	152.55	DCR|2VULN|2DMG|1ZMB|1DUR	1DUST|2ERES|37VULN|49DMG|5RMIN|6ZMB|8RCR|aDUR
1001	61312 25226	   	152.55	DCR|2VULN|2DMG|1ZMB|1ASPD	1DUST|2ERES|37VULN|49DMG|5RMIN|6ZMB|8RCR|aASPD
1002	61313 41242	   	152.55	DCR|2VULN|2DMG|1ZMB|1DUR	1DUST|2ERES|35VULN|46DMG|7FEWX|8RCR|9ZMB|aDUR
1003	61313 41253	   	152.55	DCR|2VULN|2DMG|1ZMB|1DUR	1DUST|2ERES|35VULN|46DMG|7FEWX|8RCR|9DUR|aZMB
1004	61313 42234	   	152.55	DCR|2VULN|2DMG|1ZMB|1DUR	1DUST|2ERES|35VULN|46DMG|7DUR|8RCR|9LIT|aZMB
1005	61313 42241	   	152.55	DCR|2VULN|2DMG|1ZMB|1DUR	1DUST|2ERES|35VULN|46DMG|7DUR|8RCR|9ZMB|aLHND
1006	61313 42243	   	152.55	DCR|2VULN|2DMG|1ZMB|1DUR	1DUST|2ERES|35VULN|46DMG|7DUR|8RCR|9ZMB|aCGEN
1007	45423 22233	 * 	152.55	DCR|2VULN|3ZMB|1DMG|1DUR	1DUR|26aZMB|34VULN|5BEXP|7LWND|8RCR|9DMG
1008	33213 25344	   	152.53	DCR|3VULN|1DMG|2ZMB	1aTLV|257VULN|3aFEWX|4DMG|6RCR|8BEXP|9aZMB|aBPWR
1009	15436 32412	   	152.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2ZMB|3VULN|4DUR|5AART|6CDMG|7MBVNT|8LIT|9DMG|aRCR
1010	11313 45633	   	152.50	DCR|3DMG|2VULN|1DUR	15LHND|2ERES|38VULN|469DMG|7DUR|aRCR
1011	21411 42633	   	152.50	DCR|3DMG|2VULN|1DUR	1FEWX|2ERES|38VULN|469DMG|5RCVC|7DUR|aRCR
1012	21413 32634	   	152.50	DCR|3VULN|2DMG|1DUR	16FEWX|2ERES|358VULN|49DMG|7DUR|aRCR
1013	33211 42414	   	152.50	DCR|3VULN|2DMG|1DUR	1TLV|289VULN|3FEWX|46DMG|5RCVC|7DUR|aRCR
1014	33211 42433	   	152.50	DCR|3DMG|2VULN|1DUR	1TLV|28VULN|3FEWX|469DMG|5RCVC|7DUR|aRCR
1015	33213 32434	   	152.50	DCR|3VULN|2DMG|1DUR	1TLV|258VULN|36FEWX|49DMG|7DUR|aRCR
1016	33213 42214	   	152.50	DCR|3VULN|2DMG|1DUR	1TLV|259VULN|38FEWX|46DMG|7DUR|aRCR
1017	33213 42233	   	152.50	DCR|3DMG|2VULN|1DUR	1TLV|25VULN|38FEWX|469DMG|7DUR|aRCR
1018	33213 42323	   	152.50	DCR|3DMG|2VULN|1DUR	1TLV|25VULN|3FEWX|469DMG|7DUR|8BEXP|aRCR
1019	33213 55234	   	152.50	DCR|3VULN|2DMG|1DUR	1TLV|257VULN|38FEWX|49DMG|6DUR|aRCR
1020	33231 25434	   	152.50	DCR|3VULN|2DMG|1DUR	1TLV|278VULN|3FEWX|4DUR|59DMG|6RCVC|aRCR
1021	33631 67432	   	152.50	DCR|3DMG|2VULN|1DUR	18TLV|28VULN|3LHND|4DUR|578DMG|6MBVNT|8BPWR|9LIT|aRCR
1022	36413 42223	   	152.50	DCR|3DMG|2VULN|1DUR	1TLV|2BEXP|35VULN|469DMG|7DUR|8FEWX|aRCR
1023	33413 24245	   	152.49	DCR|3VULN|1DMG|2CDMG|1SELL	1aTLV|23aVULN|4DMG|5SELL|6MBVNT|7BEXP|8RCR|9aCDMG|aBPWR
1024	33413 26245	   	152.49	DCR|3VULN|1DMG|2CDMG|1SELL	1aTLV|23aVULN|4DMG|5SELL|6MBVNT|7FEWX|8RCR|9aCDMG|aBPWR
1025	34413 23214	   	152.46	DCR|2VULN|1AART|1DMG|1DUR	1TLV|2DUST|35VULN|4DMG|6RCR|7RPLT|8DLOT|9AART|aDUR
1026	61313 23214	   	152.46	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2ERES|35VULN|4DMG|6RCR|7RPLT|8DLOT|9AART|aDUR
1027	33412 23214	   	152.46	DCR|2VULN|1AART|1DMG|1DUR	1TLV|23VULN|4DMG|5DUST|6RCR|7RPLT|8DLOT|9AART|aDUR
