0	Index      	 *	Score 	Summary	Detail	
1	62243 52418	 * 	184.50	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CGEN|2MBVNT|3ASPD|4aVULN|59DMG|6RCR|7CDMG|8AART
815	23613 35213	   	157.50	ACR|2VULN|1AART|1DMG|2ZMB	18LSRICY|28VULN|3FEWX|4DUST|5RCR|68ZMB|7AART|8BPWR|9DMG|aBASICY
816	23613 35214	   	157.50	ACR|2VULN|1AART|1DMG|2ZMB	18LSRICY|28VULN|3FEWX|4aDUST|5RCR|68ZMB|7AART|8BPWR|9DMG
817	23523 21414	   	157.49	ACR|2VULN|1AART|1DMG|1CDMG	1LSRICY|2aVULN|3CGEN|4RCR|5DMG|6BEXP|7LIT|8CDMG|9AART
818	23523 54333	   	157.49	ACR|2VULN|1AART|1DMG|1CDMG	1LSRICY|28VULN|3CGEN|4RCR|5DMG|6RMIN|7LWND|9AART|aCDMG
819	23523 65122	   	157.49	ACR|2VULN|1DMG|2ZMB|2ASPD|1DUR	1LSRICY|2aVULN|3CGEN|4RCR|5DMG|6aASPD|7DUR|8RCVC|9aZMB|aBPWR
820	11161 21245	   	157.43	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|2TLV|36VULN|4RCVC|5RMIN|7RCR|8ZMB|9AART|aDMG
821	13351 21245	   	157.43	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|26VULN|3ERES|4RCVC|5RMIN|7RCR|8ZMB|9AART|aDMG
822	13461 21142	   	157.43	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|26VULN|3ZMB|4RCVC|5RMIN|7RCR|8DMG|9AART|aDUST
823	12253 21421	   	157.41	DCR|2VULN|2DMG|1AART	1LWND|2FEWX|3BEXP|4aVULN|58DMG|6BELT|7AART|9RCR
824	55132 22241	   	157.38	ACR|3VULN|1AART|1ZMB|1DUR	15MLV|235VULN|4RCR|5BPWR|6ERES|7DUR|8ZMB|9AART|aFEWX
825	55132 22243	   	157.38	ACR|3VULN|1AART|1ZMB|1DUR	15MLV|235VULN|4RCR|5BPWR|6ERES|7DUR|8ZMB|9AART|aCGEN
826	65132 22241	   	157.38	ACR|3VULN|1AART|1ZMB|1DUR	15CGEN|235VULN|4RCR|5BPWR|6ERES|7DUR|8ZMB|9AART|aFEWX
827	11162 21245	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|25TLV|35VULN|4RCVC|5BPWR|6ERES|7RCR|8ZMB|9AART|aDMG
828	31162 21245	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|25TLV|35VULN|4RCVC|5BPWR|6ERES|7RCR|8ZMB|9AART|aDMG
829	35123 51261	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|2MLV|3VULN|4DUST|5AART|6ASPD|7ZMB|8RCR|9DMG|aCDMG
830	14253 21421	   	157.31	DCR|2VULN|2DMG|1AART	1LWND|2DUST|3BEXP|4aVULN|58DMG|6BELT|7AART|9RCR
831	34153 21421	   	157.31	DCR|2VULN|2DMG|1AART	1BEXP|2DUST|3LWND|4aVULN|58DMG|6BELT|7AART|9RCR
832	11336 22362	   	157.29	ACR|2DMG|1AART|1VULN|1CDMG	1LWND|25TLV|3LHND|4RCR|6VULN|7CDMG|8aDMG|9AART
833	16132 62334	   	157.29	ACR|2VULN|1AART|1DMG|2ASPD	1LWND|2aASPD|38VULN|4RCR|5LSRREG|6DMG|7CGEN|9AART
834	55132 22242	   	157.28	ACR|3VULN|1AART|1ZMB|1DUR	15MLV|235VULN|4RCR|5BPWR|6ERES|7DUR|8ZMB|9AART|aDUST
835	65132 22242	   	157.28	ACR|3VULN|1AART|1ZMB|1DUR	15CGEN|235VULN|4RCR|5BPWR|6ERES|7DUR|8ZMB|9AART|aDUST
836	65132 22243	   	157.28	ACR|3VULN|1AART|1ZMB|1DUR	15CGEN|235VULN|4RCR|5BPWR|6aERES|7DUR|8ZMB|9AART
837	23425 13322	   	157.25	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|29VULN|38MLV|4RCR|5AART|6ZMB|7CGEN|aDMG
838	23425 16321	   	157.25	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|27VULN|3MLV|4RCR|5AART|6ZMB|8LWND|9DMG|aBEXP
839	23525 13224	   	157.25	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|29VULN|37CGEN|4RCR|5AART|6ZMB|8DMG|aLIT
840	23525 13226	   	157.25	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|29VULN|37CGEN|4RCR|5AART|6ZMB|8DMG|aMLV
841	23525 15321	   	157.25	ACR|2DMG|1AART|1VULN|1ZMB	1LSRICY|2VULN|3CGEN|4RCR|5AART|6ZMB|79DMG|8MLV|aLWND
842	23525 61222	   	157.25	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2aVULN|38CGEN|4RCR|5AART|6BEXP|7ZMB|9DMG
843	25225 13212	   	157.25	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|27CGEN|3BEXP|4RCR|5AART|6ZMB|8DMG|9aVULN
844	25225 16222	   	157.25	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|28CGEN|3BEXP|4RCR|5AART|6ZMB|7aVULN|9DMG
845	13431 31344	   	157.25	ACR|2AART|1DMG|1VULN|1ZMB|1ASPD	1LWND|2VULN|3ZMB|4RCR|5DUST|6aAART|7ASPD|8DMG|9AIRHEL
846	16131 32344	   	157.25	ACR|2AART|1DMG|1VULN|1ZMB|1ASPD	1LWND|2ASPD|3VULN|4RCR|5DUST|6aAART|7ZMB|8DMG|9AIRHEL
847	31123 51261	   	157.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|2TLV|3VULN|4DUST|5AART|6ASPD|7ZMB|8RCR|9DMG|aCDMG
848	16132 63241	   	157.22	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	18LWND|2ASPD|38VULN|4RCR|5LSRREG|6DMG|78FEWX|8BPWR|9DUR|aAART
849	43633 21225	   	157.21	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|267VULN|3LWND|4MLV|5AART|8LHND|9RCR|aCDMG
850	45113 21225	   	157.21	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2MLV|367VULN|4LWND|5AART|8LHND|9RCR|aCDMG
851	53113 21225	   	157.21	DCR|3VULN|1AART|1CDMG|1DUR	1MLV|2DUR|367VULN|4LWND|5AART|8LHND|9RCR|aCDMG
852	13451 51123	   	157.17	DCR|3VULN|1DMG|2ZMB|1DUR	1LWND|246VULN|36ZMB|5RMIN|6BPWR|7RCR|8DMG|9CGEN|aDUR
853	21322 74653	   	157.17	DCR|3VULN|1AART|1CDMG	1LSRICY|2RPLT|3MBVNT|457VULN|6RCR|8AART|9RCVC|aCDMG
854	23425 14323	   	157.16	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1LSRICY|2VULN|3MLV|4RCR|5AART|67ZMB|8LWND|9DMG|aCDMG
855	23525 12323	   	157.16	ACR|1AART|1DMG|1VULN|2ZMB|1CDMG	1LSRICY|2VULN|3CGEN|4RCR|5AART|68ZMB|7LHND|9DMG|aCDMG
856	23525 14323	   	157.16	ACR|1AART|1DMG|1VULN|2ZMB|1CDMG	1LSRICY|2VULN|3CGEN|4RCR|5AART|67ZMB|8LWND|9DMG|aCDMG
857	23525 31323	   	157.16	ACR|1AART|1DMG|1VULN|2ZMB|1CDMG	1LSRICY|2VULN|3CGEN|4RCR|5AART|6LHND|78ZMB|9DMG|aCDMG
858	25525 12323	   	157.16	ACR|1AART|1DMG|1VULN|2ZMB|1CDMG	1LSRICY|2CGEN|3VULN|4RCR|5AART|68ZMB|7LHND|9DMG|aCDMG
859	25525 31323	   	157.16	ACR|1AART|1DMG|1VULN|2ZMB|1CDMG	1LSRICY|2CGEN|3VULN|4RCR|5AART|6LHND|78ZMB|9DMG|aCDMG
860	26325 14213	   	157.16	ACR|1AART|1DMG|1VULN|2ZMB|1CDMG	1LSRICY|2LHND|3CGEN|4RCR|5AART|67ZMB|8DMG|9VULN|aCDMG
861	26325 16323	   	157.16	ACR|1AART|1DMG|1VULN|2ZMB|1CDMG	1LSRICY|2LHND|3CGEN|4RCR|5AART|68ZMB|7VULN|9DMG|aCDMG
862	16132 55213	 * 	157.16	ACR|1AART|1DMG|1VULN|3DUR|2ASPD	18LWND|28ASPD|3VULN|4RCR|5LSRREG|68aDUR|7AART|8BPWR|9DMG
863	15132 43141	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|25MLV|35VULN|4RCR|5BPWR|6ZMB|7RCVC|8DMG|9AART|aFEWX
864	15132 43143	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|25MLV|35VULN|4RCR|5BPWR|6ZMB|7RCVC|8DMG|9AART|aCGEN
865	13432 61421	   	157.15	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1LWND|2VULN|3ZMB|4RCR|5LSRREG|6ASPD|7LIT|8CDMG|9DMG|aAART
866	16132 61621	   	157.15	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1LWND|2ASPD|3VULN|4RCR|5LSRREG|6DMG|7LIT|8ZMB|9CDMG|aAART
867	22525 15321	   	157.15	ACR|2DMG|1AART|1VULN|1ZMB	1LSRICY|2TLV|3VULN|4RCR|5AART|6ZMB|79DMG|8MLV|aLWND
868	22525 16321	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2TLV|37VULN|4RCR|5AART|6ZMB|8LWND|9DMG|aBEXP
869	22225 15612	   	157.15	ACR|2DMG|1AART|1VULN|1ZMB	1LSRICY|2TLV|3BEXP|4RCR|5AART|6ZMB|79DMG|8LHND|aVULN
870	23425 11322	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|29VULN|38MLV|4RCR|5AART|6ZMB|7ERES|aDMG
871	23425 15312	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|29VULN|38MLV|4RCR|5AART|6ZMB|7DMG|aNUKE
872	23425 15313	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|29VULN|38MLV|4RCR|5AART|6ZMB|7DMG|aDUST
873	23425 16322	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|27VULN|3MLV|4RCR|5AART|6ZMB|8LWND|9DMG|aERES
874	23525 13222	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|29VULN|37CGEN|4RCR|5AART|6ZMB|8DMG|aNUKE
875	23525 13223	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|29VULN|37CGEN|4RCR|5AART|6ZMB|8DMG|aDUST
876	25525 13222	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|27CGEN|39VULN|4RCR|5AART|6ZMB|8DMG|aNUKE
877	25525 13223	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|27CGEN|39VULN|4RCR|5AART|6ZMB|8DMG|aDUST
878	23322 46232	   	157.13	DCR|2VULN|1AART|1DMG|1ZMB	1LSRICY|23VULN|4ZMB|5RCVC|6VENICY|7RCR|8DMG|9AART|aFEWX
879	23322 46233	   	157.13	DCR|2VULN|1AART|1DMG|1ZMB	1LSRICY|23VULN|4ZMB|5RCVC|6VENICY|7RCR|8DMG|9AART|aLIT
880	23322 46234	   	157.13	DCR|2VULN|1AART|1DMG|1ZMB	1LSRICY|23VULN|4ZMB|5RCVC|6VENICY|7RCR|8DMG|9AART|aRPLT
881	23322 46236	   	157.13	DCR|2VULN|1AART|1DMG|1ZMB	1LSRICY|23VULN|4ZMB|5RCVC|6VENICY|7RCR|8DMG|9AART|aLHND
882	41113 21225	   	157.11	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2TLV|367VULN|4LWND|5AART|8LHND|9RCR|aCDMG
883	43313 21225	   	157.11	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|267VULN|3ERES|4LWND|5AART|8LHND|9RCR|aCDMG
884	16111 51141	   	157.08	DCR|2VULN|1AART|1DMG|2ASPD	14LWND|26ASPD|36VULN|5RMIN|6BPWR|7RCR|8DMG|9AART|aFEWX
885	16111 51143	   	157.08	DCR|2VULN|1AART|1DMG|2ASPD	14LWND|26ASPD|36VULN|5RMIN|6BPWR|7RCR|8DMG|9AART|aCGEN
886	62842 38214	   	157.08	DCR|2DMG|1AART|1VULN|1CDMG	19CGEN|2MBVNT|39DMG|4VULN|5AART|6ERES|79MLV|8RCR|9BPWR|aCDMG
887	43452 21113	   	157.07	DCR|3VULN|1DMG|2ZMB|1DUR	1DUR|245VULN|35ZMB|5BPWR|6ERES|7RCR|8DMG|9FEWX|aCGEN
888	43452 21121	   	157.07	DCR|3VULN|1DMG|2ZMB|1DUR	1DUR|245VULN|35ZMB|5BPWR|6ERES|7RCR|8DMG|9CGEN|aLHND
889	43452 21122	   	157.07	DCR|3VULN|1DMG|2ZMB|1DUR	1DUR|245VULN|35ZMB|5BPWR|6ERES|7RCR|8DMG|9CGEN|aRPLT
890	13452 21123	   	157.07	DCR|3VULN|1DMG|2ZMB|1DUR	1LWND|245VULN|35ZMB|5BPWR|6ERES|7RCR|8DMG|9CGEN|aDUR
891	13452 21126	   	157.07	DCR|3VULN|1DMG|2ZMB|1ASPD	1LWND|245VULN|35ZMB|5BPWR|6ERES|7RCR|8DMG|9CGEN|aASPD
892	13452 21162	   	157.07	DCR|3VULN|1DMG|2ZMB|1DUR	1LWND|245VULN|35ZMB|5BPWR|6ERES|7RCR|8DMG|9DMSP|aDUR
893	22525 14323	   	157.06	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1LSRICY|2TLV|3VULN|4RCR|5AART|67ZMB|8LWND|9DMG|aCDMG
894	23425 14222	   	157.06	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1LSRICY|2VULN|3MLV|4RCR|5AART|67ZMB|8DMG|9CDMG|aDUST
895	23425 14223	   	157.06	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1LSRICY|2VULN|3MLV|4RCR|5AART|67ZMB|8DMG|9CDMG|aERES
896	15132 43142	   	157.05	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|25MLV|35VULN|4RCR|5BPWR|6ZMB|7RCVC|8DMG|9AART|aDUST
897	61133 23145	   	157.05	ACR|2DMG|1AART|1VULN|1ZMB	12CGEN|3LWND|4RCR|5ZMB|6VULN|7RCVC|8aDMG|9AART
898	22525 16322	   	157.05	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2TLV|37VULN|4RCR|5AART|6ZMB|8LWND|9DMG|aERES
899	22225 15512	   	157.05	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|28TLV|3BEXP|4RCR|5AART|6ZMB|7DMG|9aVULN
900	62842 33282	   	156.98	DCR|2DMG|1AART|1VULN|2ASPD	19aCGEN|2MBVNT|3aDMG|4VULN|5AART|6ERES|7aASPD|8RCR|aBPWR
901	16111 51142	   	156.98	DCR|2VULN|1AART|1DMG|2ASPD	14LWND|26ASPD|36VULN|5RMIN|6BPWR|7RCR|8DMG|9AART|aDUST
902	16112 21141	   	156.98	DCR|2VULN|1AART|1DMG|2ASPD	14LWND|25ASPD|35VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aFEWX
903	16112 21143	   	156.98	DCR|2VULN|1AART|1DMG|2ASPD	14LWND|25ASPD|35VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aCGEN
904	16112 21144	   	156.98	DCR|2VULN|1AART|1DMG|2ASPD	14LWND|25ASPD|35VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aMLV
905	62242 48282	   	156.98	DCR|2DMG|1AART|1VULN|2ASPD	19aCGEN|2MBVNT|3aASPD|4VULN|5AART|6TLV|7aDMG|8RCR|aBPWR
906	16112 21345	   	156.98	DCR|2VULN|1AART|1DMG|2ASPD	14LWND|25ASPD|35VULN|5BPWR|6ERES|7RCR|8RMIN|9AART|aDMG
907	43452 21133	   	156.97	DCR|3VULN|1DMG|2ZMB|1DUR	1DUR|245VULN|35ZMB|5BPWR|6ERES|7RCR|8DMG|9DUST|aCGEN
908	24512 41332	   	156.96	DCR|2VULN|1AART|1DMG|1ASPD	1LSRICY|2AART|35VULN|457CGEN|5BPWR|6RCR|8DUST|9ASPD|aDMG
909	22525 14222	   	156.96	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1LSRICY|2TLV|3VULN|4RCR|5AART|67ZMB|8DMG|9CDMG|aDUST
910	22525 14223	   	156.96	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1LSRICY|2TLV|3VULN|4RCR|5AART|67ZMB|8DMG|9CDMG|aERES
911	16151 21241	   	156.96	DCR|3VULN|1AART|1ZMB|1ASPD	1LWND|2ASPD|346VULN|5RMIN|7RCR|8ZMB|9AART|aFEWX
912	16151 21243	   	156.96	DCR|3VULN|1AART|1ZMB|1ASPD	1LWND|2ASPD|346VULN|5RMIN|7RCR|8ZMB|9AART|aCGEN
913	11132 43141	   	156.95	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|25TLV|35VULN|4RCR|5BPWR|6ZMB|7RCVC|8DMG|9AART|aFEWX
914	11132 43143	   	156.95	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|25TLV|35VULN|4RCR|5BPWR|6ZMB|7RCVC|8DMG|9AART|aCGEN
915	11132 43144	   	156.95	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|25TLV|35VULN|4RCR|5BPWR|6ZMB|7RCVC|8DMG|9AART|aMLV
916	13332 44141	   	156.95	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|25VULN|35ERES|4RCR|5BPWR|6ZMB|7RCVC|8DMG|9AART|aFEWX
917	13332 44143	   	156.95	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|25VULN|35ERES|4RCR|5BPWR|6ZMB|7RCVC|8DMG|9AART|aCGEN
918	13436 23141	   	156.95	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|26VULN|3ZMB|4RCR|5TLV|7RCVC|8DMG|9AART|aFEWX
919	13436 23143	   	156.95	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|26VULN|3ZMB|4RCR|5TLV|7RCVC|8DMG|9AART|aCGEN
920	13632 43141	   	156.95	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|25VULN|35TLV|4RCR|5BPWR|6ZMB|7RCVC|8DMG|9AART|aFEWX
921	13632 43143	   	156.95	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|25VULN|35TLV|4RCR|5BPWR|6ZMB|7RCVC|8DMG|9AART|aCGEN
922	11132 33245	   	156.95	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|25TLV|35VULN|4RCR|5BPWR|6CGEN|7RCVC|8ZMB|9AART|aDMG
923	13332 34245	   	156.95	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|25VULN|35ERES|4RCR|5BPWR|6CGEN|7RCVC|8ZMB|9AART|aDMG
924	13632 33245	   	156.95	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|25VULN|35TLV|4RCR|5BPWR|6CGEN|7RCVC|8ZMB|9AART|aDMG
925	42422 33262	   	156.93	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1DUR|2FEWX|3ZMB|4DUST|5LWND|6aAART|7RCR|8VULN|9DMG
926	16112 21142	   	156.88	DCR|2VULN|1AART|1DMG|2ASPD	14LWND|25ASPD|35VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aDUST
927	31113 23666	   	156.88	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2TLV|36VULN|4LWND|5AART|7DUST|8RCR|9DMG|aCDMG
928	62842 38244	   	156.88	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2MBVNT|3DMG|49VULN|5AART|6ERES|7MLV|8RCR|aCDMG
929	24242 41231	   	156.86	DCR|2VULN|1AART|1DMG|1ASPD	1LSRICY|2AART|35ERES|45VULN|5BPWR|6RCR|7CGEN|8DMG|9ASPD|aLWND
930	24242 41233	   	156.86	DCR|2VULN|1AART|1DMG|1ASPD	1LSRICY|2AART|35ERES|45VULN|5BPWR|6RCR|7CGEN|8DMG|9ASPD|aLIT
931	16151 21242	   	156.86	DCR|3VULN|1AART|1ZMB|1ASPD	1LWND|2ASPD|346VULN|5RMIN|7RCR|8ZMB|9AART|aDUST
932	11132 43142	   	156.85	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|25TLV|35VULN|4RCR|5BPWR|6ZMB|7RCVC|8DMG|9AART|aDUST
933	13332 44142	   	156.85	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|25VULN|35ERES|4RCR|5BPWR|6ZMB|7RCVC|8DMG|9AART|aDUST
934	13436 23142	   	156.85	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|26VULN|3ZMB|4RCR|5TLV|7RCVC|8DMG|9AART|aDUST
935	13632 43142	   	156.85	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|25VULN|35TLV|4RCR|5BPWR|6ZMB|7RCVC|8DMG|9AART|aDUST
936	15132 21514	   	156.84	ACR|4VULN|1DMG|1DUR	1LWND|25MLV|356aVULN|4RCR|5BPWR|7LHND|8DUR|9DMG
937	15132 22214	   	156.84	ACR|4VULN|1DMG|1DUR	1LWND|25MLV|356aVULN|4RCR|5BPWR|7BEXP|8DUR|9DMG
938	15132 23514	   	156.84	ACR|4VULN|1DMG|1DUR	1LWND|25MLV|356aVULN|4RCR|5BPWR|7FEWX|8DUR|9DMG
939	24524 12131	   	156.83	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1LSRICY|2AART|3VULN|4DMG|57LHND|6ZMB|8CDMG|9RCR|aASPD
940	42423 33262	   	156.83	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1DUR|2FEWX|3ZMB|4DUST|5LEGI|6aAART|7RCR|8VULN|9DMG
941	62842 33253	   	156.78	DCR|2VULN|1AART|1DMG|2ASPD	1CGEN|2MBVNT|3DMG|4aVULN|5AART|6ERES|79ASPD|8RCR
942	24242 41212	   	156.76	DCR|2VULN|1AART|1DMG|1ASPD	1LSRICY|2AART|35ERES|45VULN|5BPWR|6RCR|7CGEN|8DMG|9TLV|aASPD
943	24242 41213	   	156.76	DCR|2VULN|1AART|1DMG|1DUR	1LSRICY|2AART|35ERES|45VULN|5BPWR|6RCR|7CGEN|8DMG|9TLV|aDUR
944	24242 43111	   	156.76	DCR|2VULN|1AART|1DMG|1DUR	1LSRICY|2AART|35ERES|45VULN|5BPWR|6RCR|7MBVNT|8DUR|9DMG|aRPLT
945	24242 43112	   	156.76	DCR|2VULN|1AART|1DMG|1DUR	1LSRICY|2AART|35ERES|45VULN|5BPWR|6RCR|7MBVNT|8DUR|9DMG|aLWND
946	41152 21241	   	156.76	DCR|3VULN|1AART|1ZMB|1DUR	1DUR|25TLV|345VULN|5BPWR|6ERES|7RCR|8ZMB|9AART|aFEWX
947	41152 21243	   	156.76	DCR|3VULN|1AART|1ZMB|1DUR	1DUR|25TLV|345VULN|5BPWR|6ERES|7RCR|8ZMB|9AART|aCGEN
948	23521 34316	   	156.74	ACR|4VULN|1DMG|1ASPD	1LSRICY|268aVULN|35CGEN|4RCR|7ASPD|9DMG
949	55131 13331	   	156.74	ACR|4VULN|1DMG|1DUR	1MLV|239aVULN|4RCR|5RMIN|6LIT|7DUR|8DMG
950	55131 24212	   	156.74	ACR|4VULN|1DMG|1DUR	1MLV|236aVULN|4RCR|5RMIN|7DMG|8DUR|9FEWX
951	55132 22112	   	156.74	ACR|4VULN|1DMG|1DUR	15MLV|235aVULN|4RCR|5BPWR|6ERES|7DUR|8DMG|9FEWX
952	55132 22153	   	156.74	ACR|4VULN|1DMG|1DUR	15MLV|235aVULN|4RCR|5BPWR|6ERES|7DUR|8DMG|9RPLT
953	55132 24212	   	156.74	ACR|4VULN|1DMG|1DUR	15MLV|235aVULN|4RCR|5BPWR|6ERES|7DMG|8DUR|9FEWX
954	55132 32214	   	156.74	ACR|4VULN|1DMG|1DUR	15MLV|235aVULN|4RCR|5BPWR|6DUST|7BEXP|8DUR|9DMG
955	55133 22214	   	156.74	ACR|4VULN|1DMG|1DUR	1MLV|236aVULN|4RCR|5LWND|7BEXP|8DUR|9DMG
956	55134 13331	   	156.74	ACR|4VULN|1DMG|1DUR	1MLV|239aVULN|4RCR|5CGEN|6LIT|7DUR|8DMG
957	55134 22112	   	156.74	ACR|4VULN|1DMG|1DUR	1MLV|236aVULN|4RCR|5CGEN|7DUR|8DMG|9FEWX
958	55134 22132	   	156.74	ACR|4VULN|1DMG|1DUR	1MLV|236aVULN|4RCR|5CGEN|7DUR|8DMG|9LHND
959	65131 13331	   	156.74	ACR|4VULN|1DMG|1DUR	1CGEN|239aVULN|4RCR|5RMIN|6LIT|7DUR|8DMG
960	65131 24212	   	156.74	ACR|4VULN|1DMG|1DUR	1CGEN|236aVULN|4RCR|5RMIN|7DMG|8DUR|9FEWX
961	65131 24232	   	156.74	ACR|4VULN|1DMG|1DUR	1CGEN|236aVULN|4RCR|5RMIN|7DMG|8DUR|9LHND
962	65131 26112	   	156.74	ACR|4VULN|1DMG|1DUR	1CGEN|236aVULN|4RCR|5RMIN|7DUR|8DMG|9FEWX
963	65131 26132	   	156.74	ACR|4VULN|1DMG|1DUR	1CGEN|236aVULN|4RCR|5RMIN|7DUR|8DMG|9LHND
964	65132 22112	   	156.74	ACR|4VULN|1DMG|1DUR	15CGEN|235aVULN|4RCR|5BPWR|6ERES|7DUR|8DMG|9FEWX
965	65132 22132	   	156.74	ACR|4VULN|1DMG|1DUR	15CGEN|235aVULN|4RCR|5BPWR|6ERES|7DUR|8DMG|9LHND
966	65132 22153	   	156.74	ACR|4VULN|1DMG|1DUR	15CGEN|235aVULN|4RCR|5BPWR|6ERES|7DUR|8DMG|9RPLT
967	65132 24212	   	156.74	ACR|4VULN|1DMG|1DUR	15CGEN|235aVULN|4RCR|5BPWR|6ERES|7DMG|8DUR|9FEWX
968	65132 24232	   	156.74	ACR|4VULN|1DMG|1DUR	15CGEN|235aVULN|4RCR|5BPWR|6ERES|7DMG|8DUR|9LHND
969	65132 32214	   	156.74	ACR|4VULN|1DMG|1DUR	15CGEN|235aVULN|4RCR|5BPWR|6DUST|7BEXP|8DUR|9DMG
970	65133 22214	   	156.74	ACR|4VULN|1DMG|1DUR	1CGEN|236aVULN|4RCR|5LWND|7BEXP|8DUR|9DMG
971	24521 16133	   	156.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LSRICY|2AART|3VULN|4DMG|5DUST|6ZMB|7CDMG|8FEWX|9RCR|aASPD
972	24521 16333	   	156.73	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1LSRICY|2AART|3VULN|4DMG|5DUST|6ZMB|7CDMG|8LHND|9RCR|aASPD
973	31132 56121	   	156.73	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1BEXP|2TLV|3VULN|4MLV|5DUR|6DMG|7RCR|8FLTHEA|9ZMB|aAART
974	41133 56121	   	156.73	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1DUR|2TLV|3VULN|4MLV|5BEXP|6DMG|7RCR|8FLTHEA|9ZMB|aAART
975	51334 22262	   	156.67	ACR|2VULN|1AART|2ASPD|1ZMB|1DUR	1aMLV|25CGEN|3aASPD|4RCR|6ZMB|7AART|8DUR|9aVULN|aBPWR
976	24242 43113	   	156.66	DCR|2VULN|1AART|1DMG|1DUR	1LSRICY|2AART|35aERES|45VULN|5BPWR|6RCR|7MBVNT|8DUR|9DMG
