0	Index      	Bounty	 *	Score 	Summary	Detail	
1	31541 32315	4	 * 	265.58	DCR|4VULN|3TLV|1DMG|1DUR	1RCVC|235TLV|35BPWR|4568VULN|7DUR|9RCR|aDMG
833	21213 24425	1	   	236.21	DCR|3VULN|1TLV|1DMG|1DUR|1SELL	13BEXP|23aVULN|3BPWR|4DMG|5DUR|6SELL|7TLV|8BBNT|9RCR
834	22622 11135	2	 * 	236.15	DCR|4VULN|3CDMG|2LIT	178BEXP|2aLIT|378CDMG|4578VULN|6BBNT|78BPWR|9RCR
835	25622 11135	1	   	236.15	DCR|4VULN|3CDMG|2LIT	178BEXP|2aLIT|378CDMG|4578VULN|6BBNT|78BPWR|9RCR
836	61112 31335	6	   	236.14	DCR|3VULN|2DMG|1DUR	1ASPD|2ZMB|3aDMG|4DUR|578VULN|6RCR|9BEXP
837	61112 32334	6	   	236.14	DCR|3VULN|2DMG|1DUR	1ASPD|2ZMB|37DMG|4DUR|58aVULN|6RCR|9BEXP
838	61112 32352	6	   	236.14	DCR|3VULN|2DMG|1DUR	1ASPD|2ZMB|37DMG|4DUR|589VULN|6RCR|aMLV
839	61112 32354	6	   	236.14	DCR|3VULN|2DMG|1DUR	1ASPD|2ZMB|37DMG|4DUR|589VULN|6RCR|aRPLT
840	61112 32355	6	   	236.14	DCR|3VULN|2DMG|1DUR	1ASPD|2ZMB|37DMG|4DUR|589VULN|6RCR|aBEXP
841	63112 31335	6	   	236.14	DCR|3VULN|2DMG|1DUR	1ASPD|2MLV|3aDMG|4DUR|578VULN|6RCR|9BEXP
842	63112 32334	6	   	236.14	DCR|3VULN|2DMG|1DUR	1ASPD|2MLV|37DMG|4DUR|58aVULN|6RCR|9BEXP
843	63112 32352	6	   	236.14	DCR|3VULN|2DMG|1DUR	1ASPD|2aMLV|37DMG|4DUR|589VULN|6RCR
844	63112 32354	6	   	236.14	DCR|3VULN|2DMG|1DUR	1ASPD|2MLV|37DMG|4DUR|589VULN|6RCR|aRPLT
845	63112 32355	6	   	236.14	DCR|3VULN|2DMG|1DUR	1ASPD|2MLV|37DMG|4DUR|589VULN|6RCR|aBEXP
846	61112 31254	6	   	236.14	DCR|3VULN|2DMG|1DUR	1ASPD|2ZMB|39DMG|4DUR|57aVULN|6RCR|8LHND
847	63112 31254	6	   	236.14	DCR|3VULN|2DMG|1DUR	1ASPD|2MLV|39DMG|4DUR|57aVULN|6RCR|8LHND
848	12243 23221	6	   	236.11	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE|1SELL	1NUKE|245VULN|3SELL|4BPWR|6TLV|7LHND|8DUR|9RCR|aDMG
849	12243 25221	7	   	236.11	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE|1SELL	1NUKE|245VULN|3SELL|4BPWR|6TLV|7LHND|8DUR|9RCR|aDMG
850	12243 26221	7	   	236.11	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE|1SELL	1NUKE|245VULN|3SELL|4BPWR|6TLV|7FEWX|8DUR|9RCR|aDMG
851	12243 26621	8	   	236.11	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE|1SELL	1NUKE|245VULN|3SELL|4BPWR|6TLV|7FEWX|8DUR|9RCR|aDMG
852	12243 32621	6	   	236.11	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE|1SELL	1NUKE|245VULN|3SELL|4BPWR|6DUR|7TLV|8LHND|9RCR|aDMG
853	12243 52221	6	   	236.11	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE|1SELL	1NUKE|245VULN|3SELL|4BPWR|6LWND|7TLV|8DUR|9RCR|aDMG
854	12243 53321	8	   	236.11	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE|1SELL	1NUKE|245VULN|3SELL|4BPWR|6LWND|7DUR|8TLV|9RCR|aDMG
855	12244 63312	10	   	236.11	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE|1SELL	1NUKE|247VULN|3SELL|4BPWR|5DMG|6RCR|8TLV|9LHND|aDUR
856	12244 63322	9	   	236.11	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE|1SELL	1NUKE|247VULN|3SELL|4BPWR|5DMG|6RCR|8TLV|9RPLT|aDUR
857	12243 35321	8	   	236.11	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE|1SELL	1NUKE|245VULN|3SELL|4BPWR|6DUR|7LWND|8TLV|9RCR|aDMG
858	12243 36321	8	   	236.11	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE|1SELL	1NUKE|245VULN|3SELL|4BPWR|6DUR|7FEWX|8TLV|9RCR|aDMG
859	13112 31335	6	   	236.04	DCR|3VULN|2DMG|1DUR|1NUKE	1NUKE|2ASPD|3aDMG|4DUR|578VULN|6RCR|9BEXP
860	13112 32334	6	   	236.04	DCR|3VULN|2DMG|1DUR|1NUKE	1NUKE|2ASPD|37DMG|4DUR|58aVULN|6RCR|9BEXP
861	13112 32352	6	   	236.04	DCR|3VULN|2DMG|1DUR|1NUKE	1NUKE|2ASPD|37DMG|4DUR|589VULN|6RCR|aMLV
862	13112 32354	6	   	236.04	DCR|3VULN|2DMG|1DUR|1NUKE	1NUKE|2ASPD|37DMG|4DUR|589VULN|6RCR|aRPLT
863	13112 32355	6	   	236.04	DCR|3VULN|2DMG|1DUR|1NUKE	1NUKE|2ASPD|37DMG|4DUR|589VULN|6RCR|aBEXP
864	61112 32353	6	   	236.04	DCR|3VULN|2DMG|1DUR	1ASPD|2ZMB|37DMG|4DUR|589VULN|6RCR|aBBNT
865	63112 32353	6	   	236.04	DCR|3VULN|2DMG|1DUR	1ASPD|2MLV|37DMG|4DUR|589VULN|6RCR|aMBVNT
866	13112 31254	6	   	236.04	DCR|3VULN|2DMG|1DUR|1NUKE	1NUKE|2ASPD|39DMG|4DUR|57aVULN|6RCR|8LHND
867	61111 32385	4	   	236.04	DCR|3VULN|2DMG|1DUR	1ASPD|2ZMB|37DMG|4DUR|5MBVNT|68aVULN|9RCR
868	61112 23385	6	   	236.04	DCR|3VULN|2DMG|1DUR	1ASPD|2ZMB|36DMG|4DUR|58aVULN|7MBVNT|9RCR
869	61112 31165	6	   	236.04	DCR|3VULN|2DMG|1DUR	1ASPD|2ZMB|39DMG|4DUR|57aVULN|6RCR|8MBVNT
870	63111 32385	4	   	236.04	DCR|3VULN|2DMG|1DUR	1ASPD|2MLV|37DMG|4DUR|5MBVNT|68aVULN|9RCR
871	63112 31165	6	   	236.04	DCR|3VULN|2DMG|1DUR	1ASPD|2MLV|39DMG|4DUR|57aVULN|6RCR|8MBVNT
872	13411 42353	10	   	236.04	DCR|3VULN|2DMG|1DUR|1NUKE	1NUKE|2ASPD|359VULN|4LHND|68DMG|7DUR|aRCR
873	43112 21334	10	   	236.04	DCR|3VULN|2DMG|1DUR	1ERES|2MLV|3aDMG|4DUR|579VULN|6ASPD|8RCR
874	61111 31386	4	   	236.04	DCR|3VULN|2DMG|1DUR	1ASPD|2ZMB|3aDMG|4DUR|5MBVNT|678VULN|9RCR
875	61112 33386	5	   	236.04	DCR|3VULN|2DMG|1DUR	1ASPD|2ZMB|3aDMG|4DUR|568VULN|7MBVNT|9RCR
876	63111 31386	4	   	236.04	DCR|3VULN|2DMG|1DUR	1ASPD|2MLV|3aDMG|4DUR|5MBVNT|678VULN|9RCR
877	63212 21334	10	   	236.04	DCR|3VULN|2DMG|1DUR	1ASPD|2MLV|3ERES|4DUR|579VULN|6aDMG|8RCR
878	12161 61215	10	   	236.03	DCR|1VULN|2DMG|2DUR|1TLV|1CDMG|1NUKE	1NUKE|2VULN|36DMG|4RPLT|56DUR|6BPWR|7CDMG|8ASPD|9TLV|aRCR
879	12243 26221	6	   	236.01	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE|1SELL	1NUKE|245VULN|3SELL|4BPWR|6TLV|7DUST|8DUR|9RCR|aDMG
880	12243 32321	6	   	236.01	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE|1SELL	1NUKE|245VULN|3SELL|4BPWR|6DUR|7TLV|8LEGI|9RCR|aDMG
881	31416 62113	8	   	236.00	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1RCVC|2TLV|3aVULN|48DUR|5DMG|6RCR|7AART|9ZMB
882	31416 62123	8	   	236.00	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1RCVC|2TLV|3aVULN|48DUR|5DMG|6RCR|7AART|9MLV
883	31411 55322	9	   	236.00	DCR|2VULN|2DUR|1TLV|1DMG|1AART	18RCVC|2TLV|37VULN|45DUR|6AART|9DMG|aRCR
884	13422 61153	3	   	235.99	DCR|2VULN|3DMG|3ASPD|1NUKE|1AART	1NUKE|25aASPD|35VULN|4AART|5aBPWR|68aDMG|7aCGEN|9RCR
885	61112 41333	5	   	235.99	DCR|3VULN|1DMG|2AART|1DUR	1ASPD|2ZMB|3DMG|4DUR|58aVULN|69AART|7RCR
886	12122 45233	3	   	235.97	DCR|2VULN|2DMG|1DUR|2LIT|1NUKE|1AART	1NUKE|25VULN|35DMG|4AART|5BPWR|6DUR|79LIT|8ASPD|aRCR
887	13112 32353	6	   	235.94	DCR|3VULN|2DMG|1DUR|1NUKE	1NUKE|2ASPD|37DMG|4DUR|589VULN|6RCR|aBBNT
888	13112 31165	6	   	235.94	DCR|3VULN|2DMG|1DUR|1NUKE	1NUKE|2ASPD|39DMG|4DUR|57aVULN|6RCR|8MBVNT
889	31416 62131	10	   	235.90	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1RCVC|2TLV|3aVULN|48DUR|5DMG|6RCR|7AART|9ERES
890	61112 32364	6	   	235.90	DCR|3VULN|2DMG|1DUR|1SELL	1ASPD|2ZMB|37DMG|4DUR|58aVULN|6RCR|9SELL
891	63112 32364	6	   	235.90	DCR|3VULN|2DMG|1DUR|1SELL	1ASPD|2MLV|37DMG|4DUR|58aVULN|6RCR|9SELL
892	62412 12123	7	   	235.89	DCR|2VULN|3DUR|2TLV	1ASPD|2RCVC|35VULN|47aDUR|6RCR|89TLV
893	62412 12123	6	   	235.89	DCR|2VULN|3DUR|2TLV	1ASPD|2RCVC|35VULN|47aDUR|6RCR|89TLV
894	62412 12323	8	   	235.89	DCR|2VULN|3DUR|2TLV	1ASPD|2RCVC|35VULN|47aDUR|6RCR|89TLV
895	12121 13614	3	   	235.80	DCR|2VULN|2DUR|1TLV|1DMG|1NUKE|1AART	1NUKE|28VULN|3DMG|4AART|5BBNT|69DUR|7TLV|aRCR
896	12123 61251	3	   	235.70	DCR|2VULN|2DMG|2DUR|1NUKE|1AART	1NUKE|28VULN|38DMG|4AART|5ERES|6ASPD|78DUR|8BPWR|9RCR|aFEWX
897	12123 61252	3	   	235.70	DCR|2VULN|2DMG|2DUR|1NUKE|1AART	1NUKE|28VULN|38DMG|4AART|5ERES|6ASPD|78DUR|8BPWR|9RCR|aBEXP
898	12123 61255	3	   	235.70	DCR|2VULN|2DMG|2DUR|1NUKE|1AART	1NUKE|28VULN|38DMG|4AART|5ERES|6ASPD|78DUR|8BPWR|9RCR|aDMSP
899	12122 41151	3	   	235.60	DCR|2VULN|2DMG|2DUR|1NUKE|1AART	1NUKE|25VULN|35DMG|4AART|5BPWR|67DUR|8ASPD|9BBNT|aRCR
900	12123 61256	3	   	235.60	DCR|2VULN|2DMG|2DUR|1NUKE|1AART	1NUKE|28VULN|38DMG|4AART|5ERES|6ASPD|78DUR|8BPWR|9RCR|aLEGI
