0	Index      	 *	Score 	Summary	Detail	
1	43552 12111	 * 	183.87	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1aERES|2CGEN|3aVULN|4AART|5CDMG|6ZMB|7DMSP|8aDMG|9RCR|aBPWR
828	63426 33312	   	156.91	ACR|2AART|1VULN|1DMG|1ZMB	1RCVC|28AART|3ZMB|4RCR|5aBEXP|6DMG|7BELT|9VULN
829	63426 33313	   	156.91	ACR|2AART|1VULN|1DMG|1ZMB	1RCVC|28AART|3ZMB|4RCR|5BEXP|6DMG|7BELT|9VULN|aLIT
830	31512 43231	   	156.91	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB	1LIT|2RCR|39LWND|4CGEN|5CDMG|6DMG|7AART|8VULN|aZMB
831	31512 43251	   	156.91	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB	19LIT|2RCR|3LWND|4CGEN|5CDMG|6DMG|7AART|8VULN|aZMB
832	21413 12443	   	156.89	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2CGEN|3CDMG|4RCR|58VULN|6LHND|7RMIN|9DMG|aAART
833	63325 11153	   	156.87	ACR|2VULN|1AART|1ZMB|1DUR|1ASPD	1RCVC|2AART|35CGEN|4RCR|6ZMB|7ASPD|89VULN|aDUR
834	63422 31241	   	156.87	ACR|2DMG|1AART|1ZMB|1ASPD|1DUR	1RCVC|2AART|3ZMB|4RCR|5DUR|69DMG|7FEWX|8LHND|aASPD
835	63422 33241	   	156.87	ACR|2DMG|1AART|1ZMB|1ASPD|1DUR	1RCVC|2AART|3ZMB|4RCR|5DUR|69DMG|7BEXP|8LHND|aASPD
836	31284 31147	   	156.84	ACR|3VULN|1AART|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|6AART|78aVULN|9TLV
837	23216 65333	 * 	156.83	DCR|3AART|2VULN|1CDMG	1LWND|268AART|3DUST|4BEXP|5aVULN|7RCR|9CDMG
838	25213 25113	   	156.83	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|2FEWX|3DMG|4CGEN|5AART|6aVULN|7RCR|8BEXP|9ZMB
839	25213 25413	   	156.83	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|2FEWX|3DMG|4CGEN|5AART|6aVULN|7RCR|8LHND|9ZMB
840	63423 63132	   	156.81	ACR|2AART|1VULN|1DMG|1ZMB	1RCVC|25AART|3ZMB|4RCR|6DMG|7LWND|8VULN|9RMIN|aERES
841	63423 63232	   	156.81	ACR|2AART|1VULN|1DMG|1ZMB	1RCVC|25AART|3ZMB|4RCR|6DMG|7LWND|8MLV|9VULN|aERES
842	63423 63312	   	156.81	ACR|2AART|1VULN|1DMG|1ZMB	1RCVC|25AART|3ZMB|4RCR|6DMG|7LWND|8DUST|9VULN|aRMIN
843	63423 63313	   	156.81	ACR|2AART|1DMG|1VULN|1ZMB	1RCVC|25AART|3ZMB|4RCR|6DMG|7LWND|8DUST|9VULN|aCGEN
844	63324 13335	   	156.81	ACR|2AART|1DMG|1VULN|1ZMB	1RCVC|25AART|3CGEN|4RCR|6ZMB|7LWND|8DUST|9DMG|aVULN
845	63423 22154	   	156.81	ACR|2AART|1VULN|1DMG|1ZMB	1RCVC|25AART|3ZMB|4RCR|6LWND|7BEXP|8MBVNT|9VULN|aDMG
846	63423 22233	   	156.81	ACR|2AART|1VULN|1DMG|1ZMB	1RCVC|25AART|3ZMB|4RCR|6LWND|7BEXP|8ERES|9DMG|aVULN
847	63423 42233	   	156.81	ACR|2AART|1VULN|1DMG|1ZMB	1RCVC|25AART|3ZMB|4RCR|6BEXP|7FEWX|8ERES|9DMG|aVULN
848	63426 22233	   	156.81	ACR|2AART|1VULN|1DMG|1ZMB	1RCVC|26AART|3ZMB|4RCR|5BEXP|7FEWX|8ERES|9DMG|aVULN
849	63426 33311	   	156.81	ACR|2AART|1VULN|1DMG|1ZMB	1RCVC|28AART|3ZMB|4RCR|5BEXP|6DMG|7BELT|9VULN|aDUST
850	31512 43263	   	156.81	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2RCR|3LWND|4CGEN|5CDMG|6DMG|7AART|8VULN|9ERES|aZMB
851	31325 26353	   	156.78	ACR|2DMG|1AART|2CDMG|1DUR	1LIT|2RCR|3RPLT|46LHND|56CDMG|6BPWR|7AART|8DUR|9aDMG
852	31526 26112	   	156.78	ACR|2VULN|1AART|1DMG|1DUR	15LIT|2RCR|3LWND|4DUR|6DMG|7AART|89VULN|aBEXP
853	31526 26133	   	156.78	ACR|2DMG|1AART|1VULN|1DUR	15LIT|2RCR|3LWND|4DUR|6aDMG|7AART|8VULN|9RMIN
854	31325 26113	   	156.78	ACR|2VULN|1AART|2CDMG|1DUR	1LIT|2RCR|3RPLT|46LHND|56CDMG|6BPWR|7AART|89VULN|aDUR
855	63422 31115	   	156.77	ACR|2DMG|1AART|1ZMB|1ASPD|1DUR	1RCVC|2AART|3ZMB|4RCR|5DUR|6aDMG|7FEWX|8DUST|9ASPD
856	63422 33115	   	156.77	ACR|2DMG|1AART|1ZMB|1ASPD|1DUR	1RCVC|2AART|3ZMB|4RCR|5DUR|6aDMG|7BEXP|8DUST|9ASPD
857	63422 31141	   	156.77	ACR|2DMG|1AART|1ZMB|1ASPD|1DUR	1RCVC|2AART|3ZMB|4RCR|5DUR|69DMG|7FEWX|8DUST|aASPD
858	63422 31341	   	156.77	ACR|2DMG|1AART|1ZMB|1DUR|1ASPD	1RCVC|2AART|3ZMB|4RCR|5DUR|69DMG|7FEWX|8LEGI|aASPD
859	63422 33141	   	156.77	ACR|2DMG|1AART|1ZMB|1ASPD|1DUR	1RCVC|2AART|3ZMB|4RCR|5DUR|69DMG|7BEXP|8DUST|aASPD
860	63422 33341	   	156.77	ACR|2DMG|1AART|1ZMB|1DUR|1ASPD	1RCVC|2AART|3ZMB|4RCR|5DUR|69DMG|7BEXP|8LEGI|aASPD
861	23216 25511	   	156.77	DCR|3VULN|1AART|1CDMG	1LWND|2AART|3DUST|4BEXP|569VULN|7RCR|8CDMG|aLHND
862	23216 25512	   	156.77	DCR|3VULN|1AART|1CDMG	1LWND|2AART|3DUST|4BEXP|569VULN|7RCR|8CDMG|aLIT
863	23216 25513	   	156.77	DCR|3VULN|1AART|1CDMG	1LWND|2AART|3DUST|4BEXP|569VULN|7RCR|8CDMG|aCGEN
864	63351 63211	   	156.72	DCR|4VULN|1AART	1RCVC|2AART|3aCGEN|458aVULN|6RPLT|7aMLV|9RCR|aBPWR
865	63423 23154	   	156.71	ACR|2AART|1VULN|1DMG|1ZMB	1RCVC|25AART|3ZMB|4RCR|6LWND|7DUST|8MBVNT|9VULN|aDMG
866	63423 23233	   	156.71	ACR|2AART|1VULN|1DMG|1ZMB	1RCVC|25AART|3ZMB|4RCR|6LWND|7DUST|8ERES|9DMG|aVULN
867	63423 32154	   	156.71	ACR|2AART|1VULN|1DMG|1ZMB	1RCVC|25AART|3ZMB|4RCR|6DUST|7FEWX|8MBVNT|9VULN|aDMG
868	63423 32233	   	156.71	ACR|2AART|1VULN|1DMG|1ZMB	1RCVC|25AART|3ZMB|4RCR|6DUST|7FEWX|8ERES|9DMG|aVULN
869	63423 43233	   	156.71	ACR|2AART|1VULN|1DMG|1ZMB	1RCVC|25AART|3ZMB|4RCR|6BEXP|7DUST|8ERES|9DMG|aVULN
870	63423 52233	   	156.71	ACR|2AART|1DMG|1VULN|1ZMB	1RCVC|25AART|3ZMB|4RCR|6LEGI|7BEXP|8ERES|9DMG|aVULN
871	63423 62311	   	156.71	ACR|2AART|1VULN|1DMG|1ZMB	1RCVC|25AART|3ZMB|4RCR|6DMG|7CANSTR|8MBVNT|9RPLT|aVULN
872	63423 62321	   	156.71	ACR|2AART|1VULN|1DMG|1ZMB	1RCVC|25AART|3ZMB|4RCR|6DMG|7CANSTR|8MBVNT|9LWND|aVULN
873	63426 23233	   	156.71	ACR|2AART|1VULN|1DMG|1ZMB	1RCVC|26AART|3ZMB|4RCR|5BEXP|7DUST|8ERES|9DMG|aVULN
874	31254 27184	   	156.71	ACR|2VULN|2AART|1ZMB	1LIT|2RCR|3MBVNT|49RCVC|5ZMB|68VULN|7aAART
875	53531 14435	   	156.69	ACR|2VULN|1AART|1DMG|2ASPD	16ASPD|2CGEN|37VULN|4RCR|5MBVNT|8LIT|9DMG|aAART
876	31136 26315	   	156.68	ACR|2DMG|1AART|1VULN|1DUR	15LIT|2RCR|3DUST|4LWND|6aDMG|7AART|8DUR|9VULN
877	31223 27412	   	156.68	ACR|2DMG|1AART|1VULN|1DUR	1LIT|2RCR|3MBVNT|4DUR|5LHND|69DMG|7AART|8RMIN|aVULN
878	31234 27316	   	156.68	ACR|2DMG|1AART|1VULN|1DUR	15LIT|2RCR|3MBVNT|4LWND|6aDMG|7AART|8DUR|9VULN
879	31282 27316	   	156.68	ACR|2DMG|1AART|1VULN|1DUR	14LIT|2RCR|3MBVNT|5LWND|6aDMG|7AART|8DUR|9VULN
880	31413 26112	   	156.68	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4CGEN|5DUR|6DMG|7AART|89VULN|aBEXP
881	31413 26114	   	156.68	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4CGEN|5DUR|6DMG|7AART|89VULN|aLWND
882	31413 26115	   	156.68	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4CGEN|5DUR|6DMG|7AART|89VULN|aFEWX
883	31413 26116	   	156.68	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4aCGEN|5DUR|6DMG|7AART|89VULN
884	31136 26113	   	156.68	ACR|2VULN|1AART|1DMG|1DUR	15LIT|2RCR|3DUST|4LWND|6DMG|7AART|89VULN|aDUR
885	31136 26153	   	156.68	ACR|2DMG|1AART|1VULN|1DUR	15LIT|2RCR|3DUST|4LWND|69DMG|7AART|8VULN|aDUR
886	31234 27113	   	156.68	ACR|2VULN|1AART|1DMG|1DUR	15LIT|2RCR|3MBVNT|4LWND|6DMG|7AART|89VULN|aDUR
887	31234 27163	   	156.68	ACR|2DMG|1AART|1VULN|1DUR	15LIT|2RCR|3MBVNT|4LWND|69DMG|7AART|8VULN|aDUR
888	31282 27113	   	156.68	ACR|2VULN|1AART|1DMG|1DUR	14LIT|2RCR|3MBVNT|5LWND|6DMG|7AART|89VULN|aDUR
889	31282 27163	   	156.68	ACR|2DMG|1AART|1VULN|1DUR	14LIT|2RCR|3MBVNT|5LWND|69DMG|7AART|8VULN|aDUR
890	15443 33311	   	156.65	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CGEN|2LWND|3CDMG|4ASPD|5ERES|6RCR|78VULN|9ZMB|aAART
891	21443 33311	   	156.65	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LWND|2CGEN|3CDMG|4ASPD|5ERES|6RCR|78VULN|9ZMB|aAART
892	15531 41123	   	156.64	ACR|4VULN|1DMG|1DUR	1CGEN|2LWND|3DUR|4RCR|5LSRHEA|6DMG|789aVULN
893	21531 41123	   	156.64	ACR|4VULN|1DMG|1DUR	1LWND|2CGEN|3DUR|4RCR|5LSRHEA|6DMG|789aVULN
894	31254 31213	   	156.62	ACR|2VULN|1AART|2DUR|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6AART|79VULN|8aDUR
895	31254 33113	   	156.62	ACR|2VULN|1AART|2DUR|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6AART|7aDUR|89VULN
896	31254 31133	   	156.62	ACR|2VULN|1AART|2DUR|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6AART|78VULN|9aDUR
897	41241 22235	   	156.61	DCR|2VULN|2DMG|1AART	157ERES|2BEXP|3FEWX|45VULN|5BPWR|6aDMG|8AART|9RCR
898	63423 53233	   	156.61	ACR|2AART|1DMG|1VULN|1ZMB	1RCVC|25AART|3ZMB|4RCR|6LEGI|7DUST|8ERES|9DMG|aVULN
899	31247 27113	   	156.58	ACR|2VULN|1AART|1DMG|1DUR	15LIT|2RCR|3MBVNT|4LEGI|6DMG|7AART|89VULN|aDUR
900	31247 27163	   	156.58	ACR|2DMG|1AART|1VULN|1DUR	15LIT|2RCR|3MBVNT|4LEGI|69DMG|7AART|8VULN|aDUR
901	31412 25113	   	156.58	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4CGEN|5LEGI|6DMG|7AART|89VULN|aDUR
902	31123 26112	   	156.58	ACR|2DMG|1AART|1VULN|1DUR	1LIT|2RCR|3DUST|4DUR|5LHND|69DMG|7AART|8ERES|aVULN
903	31123 26612	   	156.58	ACR|2DMG|1AART|1VULN|1DUR	1LIT|2RCR|3DUST|4DUR|5LHND|69DMG|7AART|8TLV|aVULN
904	31223 27112	   	156.58	ACR|2DMG|1AART|1VULN|1DUR	1LIT|2RCR|3MBVNT|4DUR|5LHND|69DMG|7AART|8ERES|aVULN
905	31247 27316	   	156.58	ACR|2DMG|1AART|1VULN|1DUR	15LIT|2RCR|3MBVNT|4LEGI|6aDMG|7AART|8DUR|9VULN
906	31412 25315	   	156.58	ACR|2DMG|1AART|1VULN|1DUR	1LIT|2RCR|3ERES|4CGEN|5LEGI|6aDMG|7AART|8DUR|9VULN
907	31463 26112	   	156.58	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4TLV|5DUR|6DMG|7AART|89VULN|aBEXP
908	31273 31848	   	156.58	ACR|2AART|2VULN|1CDMG	15LIT|2RCR|3MBVNT|49AART|6LWND|7aVULN|8CDMG
909	53533 33241	   	156.57	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2CGEN|38VULN|4RCR|5CDMG|6LIT|7AART|9LHND|aZMB
910	23216 24343	   	156.57	DCR|2AART|2VULN|1DMG	1LWND|27AART|3DUST|4BEXP|56VULN|8RCR|9DMG|aRMIN
911	31227 21581	   	156.57	ACR|3DMG|1AART|2DUR	158LIT|2RCR|3MBVNT|48DUR|678DMG|8BPWR|9AART|aRMIN
912	31227 21582	   	156.57	ACR|3DMG|1AART|2DUR	158LIT|2RCR|3MBVNT|48DUR|678DMG|8BPWR|9AART|aCGEN
913	31227 23781	   	156.57	ACR|3DMG|1AART|2DUR	157LIT|2RCR|3MBVNT|47DUR|678DMG|7BPWR|9AART|aRMIN
914	31227 23782	   	156.57	ACR|3DMG|1AART|2DUR	157LIT|2RCR|3MBVNT|47DUR|678DMG|7BPWR|9AART|aCGEN
915	63311 31114	 * 	156.54	DCR|2DMG|1AART|2CDMG|1DUR|2RCVC	15RCVC|2AART|3aCGEN|4aCDMG|6DUR|7LWND|8aDMG|9RCR|aBPWR
916	63351 25211	   	156.52	DCR|4VULN|1AART	1RCVC|2AART|3aCGEN|458aVULN|6aTLV|7RPLT|9RCR|aBPWR
917	31564 11323	   	156.51	ACR|2AART|1DMG|1VULN|1ZMB	1LIT|2RCR|3LWND|48AART|5ZMB|6CGEN|7VULN|9FEWX|aDMG
918	31462 25113	   	156.48	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4TLV|5LEGI|6DMG|7AART|89VULN|aDUR
919	53533 33213	   	156.47	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2CGEN|38VULN|4RCR|5CDMG|6LIT|7AART|9TLV|aZMB
920	23216 24342	   	156.47	DCR|2AART|2VULN|1DMG	1LWND|27AART|3DUST|4BEXP|56VULN|8RCR|9DMG|aERES
921	63323 11155	   	156.45	ACR|2VULN|1AART|2ZMB|1ASPD|2RCVC	15RCVC|2AART|3CGEN|4RCR|6aZMB|7ASPD|89VULN
922	63213 76334	 * 	156.44	DCR|2AART|1VULN|1DMG|2ASPD	1RCVC|25AART|3aASPD|4MBVNT|6DMG|7ERES|8RCR|9VULN
923	31141 23623	   	156.44	ACR|2VULN|2DMG|1ZMB	1LIT|2RCR|3DUST|4RCVC|5LHND|6ZMB|79VULN|8aDMG
924	31251 23723	   	156.44	ACR|2VULN|2DMG|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5LHND|6ZMB|79VULN|8aDMG
925	31254 21135	   	156.44	ACR|2VULN|2DMG|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|69VULN|7aDMG|8RPLT
926	31254 21223	   	156.44	ACR|2VULN|2DMG|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|69VULN|7aDMG|8FEWX
927	31254 21523	   	156.44	ACR|2VULN|2DMG|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|69VULN|7aDMG|8LHND
928	31254 25463	   	156.44	ACR|2VULN|2DMG|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|68VULN|7FEWX|9aDMG
929	31254 53723	   	156.44	ACR|2VULN|2DMG|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6LHND|79VULN|8aDMG
930	31251 21784	 * 	156.43	ACR|2DMG|3ZMB|1VULN	19LIT|2RCR|3MBVNT|4RCVC|5LHND|689ZMB|79DMG|9BPWR|aVULN
931	31345 12352	   	156.43	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2RCR|3RPLT|4DUR|5CDMG|6ZMB|7MLV|89VULN|aDMG
932	31413 22341	   	156.43	ACR|2DMG|1VULN|1FLTHEA|1ZMB|1DUR	17LIT|2RCR|37ERES|4CGEN|5DUR|67DMG|7BPWR|8ZMB|9FLTHEA|aVULN
933	31341 12352	   	156.43	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2RCR|3RPLT|4DUR|5ZMB|6CGEN|7CDMG|89VULN|aDMG
934	31436 32222	   	156.41	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3ERES|49AART|5DMG|6VULN|7ZMB|8LHND|aBEXP
935	31436 32224	   	156.41	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3ERES|49AART|5DMG|6VULN|7ZMB|8LHND|aLWND
936	31436 32225	   	156.41	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3ERES|49AART|5DMG|6VULN|7ZMB|8LHND|aFEWX
937	31436 32226	   	156.41	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3ERES|49AART|5DMG|6VULN|7ZMB|8LHND|aCGEN
938	31436 32522	   	156.41	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3ERES|48AART|5DMG|6VULN|7ZMB|9LHND|aBEXP
939	31164 22315	   	156.41	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3DUST|48AART|5ZMB|6FEWX|7BEXP|9VULN|aDMG
940	31274 11417	   	156.41	ACR|2AART|1DMG|1VULN|1ZMB	1LIT|2RCR|3MBVNT|4aAART|5ZMB|6CGEN|7VULN|8LWND|9DMG
941	31274 22316	   	156.41	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3MBVNT|48AART|5ZMB|6FEWX|7BEXP|9VULN|aDMG
942	31274 34643	   	156.41	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3MBVNT|47AART|5ZMB|6RPLT|8VULN|9DMG|aCGEN
943	31274 34645	   	156.41	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3MBVNT|47AART|5ZMB|6RPLT|8VULN|9DMG|aLHND
944	31274 34646	   	156.41	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3MBVNT|47AART|5ZMB|6RPLT|8VULN|9DMG|aLWND
945	31274 34648	   	156.41	ACR|2AART|1VULN|1DMG|1ZMB	1aLIT|2RCR|3MBVNT|47AART|5ZMB|6RPLT|8VULN|9DMG
946	31274 41364	   	156.41	ACR|2AART|1VULN|1DMG|1ZMB	16LIT|2RCR|3MBVNT|4aAART|5ZMB|7VULN|8LHND|9DMG
947	31274 41464	   	156.41	ACR|2AART|1VULN|1DMG|1ZMB	16LIT|2RCR|3MBVNT|4aAART|5ZMB|7VULN|8LWND|9DMG
948	31274 44164	   	156.41	ACR|2AART|1VULN|1DMG|1ZMB	16LIT|2RCR|3MBVNT|4aAART|5ZMB|7LWND|8VULN|9DMG
949	31274 44647	   	156.41	ACR|2AART|1VULN|1DMG|1ZMB	16LIT|2RCR|3MBVNT|48AART|5ZMB|7LWND|9VULN|aDMG
950	31274 51164	   	156.41	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4aAART|5ZMB|6LHND|7DMSP|8VULN|9DMG
951	31274 52164	   	156.41	ACR|2AART|1VULN|1DMG|1ZMB	17LIT|2RCR|3MBVNT|4aAART|5ZMB|6LHND|8VULN|9DMG
952	31274 81164	   	156.41	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4aAART|5ZMB|6LWND|7DMSP|8VULN|9DMG
953	31274 82164	   	156.41	ACR|2AART|1VULN|1DMG|1ZMB	17LIT|2RCR|3MBVNT|4aAART|5ZMB|6LWND|8VULN|9DMG
954	31274 32682	   	156.36	ACR|2DMG|1AART|1ZMB|1DUR|1ASPD	1LIT|2RCR|3MBVNT|4AART|5ZMB|6RPLT|7DUR|89DMG|aASPD
955	33234 26342	   	156.35	DCR|2DMG|3ZMB|1VULN|1DUR	12LIT|36DMG|456ZMB|6BPWR|7RCR|8VULN|9DUR|aRCVC
956	31144 33322	 * 	156.35	ACR|1AART|1DMG|2CDMG|1FLTHEA|1ASPD	1LIT|2RCR|3DUST|4RCVC|5ASPD|6AART|7FLTHEA|8aCDMG|9DMG
957	63421 26232	   	156.34	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2AART|3ZMB|4RCR|58ERES|69VULN|7TLV|aCDMG
958	31284 27162	   	156.34	ACR|3VULN|1AART|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|689VULN|7AART|aLHND
959	31284 27163	   	156.34	ACR|3VULN|1AART|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|689VULN|7AART|aCGEN
960	31238 27118	   	156.34	ACR|3VULN|1AART|1ZMB	1LIT|2RCR|3MBVNT|4LWND|5ZMB|6DMSP|7AART|89aVULN
961	31284 27418	   	156.34	ACR|3VULN|1AART|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|69aVULN|7AART|8LWND
962	31284 27513	   	156.34	ACR|3VULN|1AART|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|69aVULN|7AART|8BELT
963	31254 21423	   	156.34	ACR|2VULN|2DMG|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|69VULN|7aDMG|8LEGI
964	31254 21723	   	156.34	ACR|2VULN|2DMG|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|69VULN|7aDMG|8DUST
965	31126 22521	   	156.33	ACR|2VULN|1DMG|1FLTHEA|1ZMB|1DUR	15LIT|2RCR|3DUST|4DUR|6DMG|7FLTHEA|89VULN|aZMB
966	31214 74831	   	156.33	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2RCR|3MBVNT|4CGEN|5DUR|6CDMG|7ZMB|89VULN|aDMG
967	31227 22622	   	156.33	ACR|2VULN|1DMG|1FLTHEA|1ZMB|1DUR	15LIT|2RCR|3MBVNT|4DUR|6DMG|7FLTHEA|89VULN|aZMB
968	31227 22882	   	156.33	ACR|2VULN|1DMG|1FLTHEA|1ZMB|1DUR	15LIT|2RCR|3MBVNT|4DUR|6DMG|7FLTHEA|8ZMB|9aVULN
969	31284 17427	   	156.33	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	14LIT|2RCR|3MBVNT|5ZMB|6CDMG|7DUR|89VULN|aDMG
970	31345 11352	   	156.33	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2RCR|3RPLT|4DUR|5CDMG|6ZMB|7ERES|89VULN|aDMG
971	31413 21341	   	156.33	ACR|2DMG|1VULN|1FLTHEA|1ZMB|1DUR	1LIT|2RCR|3ERES|4CGEN|5DUR|67DMG|8ZMB|9FLTHEA|aVULN
972	31433 31417	   	156.31	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3ERES|4aAART|5ZMB|6MBVNT|7VULN|8LWND|9DMG
973	31433 55322	   	156.31	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3ERES|46AART|5ZMB|7TLV|8DMG|9BEXP|aVULN
974	31433 55332	   	156.31	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3ERES|46AART|5ZMB|7TLV|8DMG|9FEWX|aVULN
975	31436 32512	   	156.31	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3ERES|48AART|5DMG|6VULN|7ZMB|9DUST|aBEXP
976	31274 26316	   	156.31	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3MBVNT|48AART|5ZMB|6FEWX|7DUST|9VULN|aDMG
977	31274 34644	   	156.31	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3MBVNT|47AART|5ZMB|6RPLT|8VULN|9DMG|aERES
978	31274 53614	   	156.31	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3MBVNT|49AART|5ZMB|6LHND|7BASICY|8VULN|aDMG
979	31274 83614	   	156.31	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3MBVNT|49AART|5ZMB|6LWND|7BASICY|8VULN|aDMG
980	24316 26113	   	156.29	ACR|2VULN|1AART|1DMG|1FLTHEA	12LWND|3LIT|4BEXP|5RCR|6DMG|7AART|89VULN|aFLTHEA
981	33166 26123	   	156.29	ACR|2VULN|1AART|1DMG|1FLTHEA	12LIT|3BEXP|48VULN|5RCR|6DMG|7AART|9LHND|aFLTHEA
982	33166 26313	   	156.29	ACR|2VULN|1AART|1DMG|1FLTHEA	12LIT|3BEXP|49VULN|5RCR|6DMG|7AART|8LHND|aFLTHEA
983	31216 25832	   	156.28	ACR|2VULN|2DMG|1CDMG	15aLIT|2RCR|3MBVNT|45CGEN|5aBPWR|6aVULN|7FEWX|8CDMG|9aDMG
984	15433 31314	   	156.28	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2LWND|3CDMG|4DUST|59VULN|6AART|7TLV|8RCR|aDMG
985	21433 31314	   	156.28	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2CGEN|3CDMG|4DUST|59VULN|6AART|7TLV|8RCR|aDMG
986	51512 26113	   	156.27	DCR|3VULN|1AART|2ASPD	1aASPD|2BEXP|3AART|4aLIT|5CGEN|6ERES|7RCR|89aVULN|aBPWR
987	31274 72741	   	156.26	ACR|2VULN|1AART|1ZMB|1DUR|1ASPD	1LIT|2RCR|3MBVNT|4AART|5ZMB|6SNIHEL|7ASPD|8aVULN|9DUR
988	63422 34122	   	156.26	ACR|1AART|1VULN|1DMG|2ZMB|1DUR	1RCVC|2AART|37ZMB|4RCR|5DUR|6DMG|8VULN|9BEXP|aRMIN
989	63422 34123	   	156.26	ACR|1AART|1VULN|1DMG|2ZMB|1DUR	1RCVC|2AART|37ZMB|4RCR|5DUR|6DMG|8VULN|9BEXP|aCGEN
990	63422 34211	   	156.26	ACR|1AART|1VULN|1DMG|2ZMB|1DUR	1RCVC|2AART|37ZMB|4RCR|5DUR|6DMG|8MLV|9CGEN|aVULN
991	63422 36331	   	156.26	ACR|1AART|1VULN|1DMG|2ZMB|1DUR	1RCVC|2AART|3aZMB|4RCR|5DUR|6DMG|7VULN|8DMSP|9RMIN
992	31284 27147	   	156.24	ACR|3VULN|1AART|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|68aVULN|7AART|9TLV
993	31564 21113	   	156.23	ACR|2VULN|1AART|1FLTHEA|1ZMB	1LIT|2RCR|3LWND|4AART|5ZMB|6BEXP|7DMSP|89VULN|aFLTHEA
