0	Index      	 *	Score 	Summary	Detail	
1	13255 31214	 * 	186.00	ACR|3VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1RCVC|2RCR|3ZMB|4SELL|56aVULN|7DMG|8DUR|9AART
799	13164 33311	   	159.51	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1RCVC|2RCR|3FEWX|4CDMG|5ASPD|67VULN|8CGEN|9DUR|aAART
800	13533 11651	   	159.51	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1RCVC|2RCR|3DUR|4FEWX|57VULN|6MLV|8CDMG|9ASPD|aAART
801	24415 21231	   	159.50	DCR|2DMG|1AART|2ZMB|1CDMG|2DUR	17DUR|29ZMB|37DMG|47LWND|5AART|6RPLT|7BPWR|8CDMG|aRCR
802	15342 31232	   	159.48	DCR|3VULN|1AART|1DMG	1RCVC|268VULN|3AART|4CGEN|5LHND|7DMG|9LWND|aRCR
803	13246 23162	   	159.46	ACR|3VULN|1DMG|2ZMB	1RCVC|2RCR|35ZMB|457VULN|5BPWR|6MLV|8CGEN|9BELT|aDMG
804	13246 23523	   	159.46	ACR|3VULN|1DMG|2ZMB	1RCVC|2RCR|35ZMB|457VULN|5BPWR|6MLV|8LHND|9LWND|aDMG
805	13246 63311	   	159.46	ACR|3VULN|1DMG|2ZMB	1RCVC|2RCR|35ZMB|457VULN|5BPWR|6CGEN|8DMG|9LIT|aFEWX
806	13246 63312	   	159.46	ACR|3VULN|1DMG|2ZMB	1RCVC|2RCR|35ZMB|457VULN|5BPWR|6CGEN|8DMG|9LIT|aBEXP
807	13246 21215	   	159.46	ACR|3VULN|1DMG|2ZMB	1RCVC|2RCR|35ZMB|45aVULN|5BPWR|6MLV|7RPLT|8LWND|9DMG
808	13211 35542	   	159.41	ACR|1AART|1VULN|1DMG|2ASPD|1ZMB	1RCVC|2RCR|3ZMB|46ASPD|5CANHEL|7VULN|8ERES|9AART|aDMG
809	13123 22371	   	159.41	ACR|2DMG|1AART|1CDMG|1ASPD|1DUR	1RCVC|2RCR|3FEWX|49DMG|5ASPD|6CDMG|7MBVNT|8DUR|aAART
810	13341 31651	   	159.41	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1RCVC|2RCR|3ERES|47VULN|5FEWX|6DUR|8CDMG|9ASPD|aAART
811	13342 21651	   	159.41	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1RCVC|2RCR|3ERES|47VULN|5DUR|6FEWX|8CDMG|9ASPD|aAART
812	13521 33232	   	159.40	ACR|2DMG|1AART|2DUR|1ZMB	18RCVC|2RCR|37DUR|49DMG|5FEWX|6AART|aZMB
813	13535 33232	   	159.40	ACR|2DMG|1AART|2DUR|1ZMB	18RCVC|2RCR|37DUR|4FEWX|59DMG|6AART|aZMB
814	15342 31252	   	159.38	DCR|3VULN|1AART|1DMG	1RCVC|268VULN|3AART|4CGEN|5LHND|7DMG|9DUST|aRCR
815	15345 31232	   	159.38	DCR|3VULN|1AART|1DMG	1RCVC|268VULN|3AART|4CGEN|5DUST|7DMG|9LWND|aRCR
816	52363 13241	   	159.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	16DUST|25DMG|3RPLT|4AART|7ZMB|8VULN|9RCR|aDUR
817	13244 23432	   	159.36	ACR|3VULN|2CDMG|2ZMB	1RCVC|2RCR|39ZMB|48aVULN|5NUKE|69CDMG|79CGEN|9BPWR
818	13246 22161	   	159.36	ACR|3VULN|2CDMG|2ZMB	1RCVC|2RCR|35ZMB|45aVULN|5BPWR|6MLV|79CDMG|8LWND
819	13246 63313	   	159.36	ACR|3VULN|1DMG|2ZMB	1RCVC|2RCR|35ZMB|457VULN|5BPWR|6CGEN|8DMG|9LIT|aDUST
820	13246 63321	   	159.36	ACR|3VULN|1DMG|2ZMB	1RCVC|2RCR|35ZMB|457VULN|5BPWR|6CGEN|8DMG|9ERES|aLWND
821	13246 63323	   	159.36	ACR|3VULN|1DMG|2ZMB	1RCVC|2RCR|35ZMB|457VULN|5BPWR|6CGEN|8DMG|9ERES|aBEXP
822	13616 62332	   	159.36	ACR|3VULN|1DMG|2ZMB	1RCVC|2RCR|3BELT|4LHND|58ZMB|679VULN|aDMG
823	13245 22413	   	159.34	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1RCVC|2RCR|3ZMB|4VULN|5RPLT|6DUR|7LWND|8DMG|9ASPD|aAART
824	53123 66312	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2TLV|3RMIN|4DMG|5aVULN|6RCR|7CDMG|8LWND|9AART
825	53123 66313	   	159.28	DCR|2DMG|1AART|1VULN|1CDMG	1DUST|2TLV|3RMIN|4aDMG|5VULN|6RCR|7CDMG|8LWND|9AART
826	13246 33161	   	159.26	ACR|3VULN|2CDMG|2ZMB	1RCVC|2RCR|35ZMB|45aVULN|5BPWR|6LWND|7TLV|89CDMG
827	15112 42133	   	159.24	ACR|3VULN|2ASPD|1CDMG|2DUR|2RCVC	16RCVC|27aVULN|3aDUR|4LWND|5RCR|8CDMG|9aASPD|aBPWR
828	13524 51312	   	159.24	ACR|2VULN|1AART|1DMG|1DUR|1SELL	1RCVC|2RCR|3DUR|4DMG|5SELL|6aVULN|7MBVNT|8LWND|9AART
829	13524 51313	   	159.24	ACR|2DMG|1AART|1VULN|1DUR|1SELL	1RCVC|2RCR|3DUR|4aDMG|5SELL|6VULN|7MBVNT|8LWND|9AART
830	13223 21356	   	159.24	ACR|3VULN|1AART|1ZMB	1RCVC|2RCR|3ZMB|4LHND|57aVULN|6FEWX|8LWND|9AART
831	13216 22261	   	159.24	ACR|1AART|1VULN|2CDMG|1ZMB|1ASPD|1DUR	1RCVC|2RCR|3ZMB|4ASPD|5FEWX|67CDMG|8DUR|9VULN|aAART
832	13246 32125	   	159.23	ACR|2VULN|1DMG|2ZMB|1CDMG	18RCVC|2RCR|35ZMB|45VULN|5BPWR|6LWND|7LHND|9CDMG|aDMG
833	22115 13212	   	159.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2DMG|3RMIN|4LWND|5AART|6LIT|79VULN|8CDMG|aRCR
834	22165 22162	   	159.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|26DMG|3RMIN|4CDMG|5AART|7VULN|8BEXP|9LIT|aRCR
835	13243 23651	   	159.21	ACR|2VULN|1AART|1CDMG|1ZMB	19RCVC|2RCR|3ZMB|4aVULN|5TLV|6CDMG|7CGEN|8AART
836	13246 63331	   	159.21	ACR|3VULN|1DMG|2ZMB|1SELL	1RCVC|2RCR|35ZMB|457VULN|5BPWR|6CGEN|8DMG|9SELL|aLWND
837	13246 63333	   	159.21	ACR|3VULN|1DMG|2ZMB|1SELL	1RCVC|2RCR|35ZMB|457VULN|5BPWR|6aCGEN|8DMG|9SELL
838	13246 21331	   	159.17	ACR|2VULN|1AART|2ZMB|2DUR	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6MLV|7RPLT|89DUR|aAART
839	13246 61331	   	159.17	ACR|2VULN|1AART|2ZMB|2DUR	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6CGEN|7RPLT|89DUR|aAART
840	13513 22121	   	159.13	ACR|4VULN|1CDMG|1DUR	1RCVC|2RCR|3DUR|46LWND|579aVULN|8CDMG
841	13246 31125	   	159.13	ACR|2VULN|1DMG|2ZMB|1CDMG	18RCVC|2RCR|35ZMB|45VULN|5BPWR|6LWND|7DUST|9CDMG|aDMG
842	13126 25162	   	159.11	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2RCR|3FEWX|4DMG|5MLV|6CDMG|7ZMB|8LIT|9VULN|aAART
843	13225 35351	   	159.11	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|4LHND|5RPLT|6VULN|7CDMG|8DMG|9DMSP|aAART
844	13161 52262	   	159.11	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2RCR|3FEWX|4CDMG|5LIT|6DMG|7RMIN|8ZMB|9VULN|aAART
845	23465 13212	   	159.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2TLV|3DMG|4BEXP|5AART|6LIT|79VULN|8CDMG|aRCR
846	13643 24311	   	159.11	ACR|2VULN|2DMG|1ZMB	19RCVC|2RCR|3BELT|47BEXP|57VULN|67DMG|7BPWR|8ZMB|aCGEN
847	13643 24313	   	159.11	ACR|2VULN|2DMG|1ZMB	19RCVC|2RCR|3BELT|47BEXP|57VULN|67DMG|7BPWR|8ZMB|aLHND
848	13653 24311	   	159.11	ACR|2VULN|2DMG|1ZMB	19RCVC|2RCR|3BELT|47FEWX|57VULN|67DMG|7BPWR|8ZMB|aCGEN
849	13653 24313	   	159.11	ACR|2VULN|2DMG|1ZMB	19RCVC|2RCR|3BELT|47FEWX|57VULN|67DMG|7BPWR|8ZMB|aLHND
850	42433 31422	 * 	159.10	ACR|3DMG|1AART|1VULN	18LWND|238DMG|4RCR|5VULN|6CGEN|789LIT|8BPWR|aAART
851	42433 31432	   	159.10	ACR|3DMG|1AART|1VULN	189LWND|238DMG|4RCR|5VULN|6CGEN|78LIT|8BPWR|aAART
852	42233 31412	   	159.10	ACR|3DMG|1AART|1VULN	138LWND|289DMG|4RCR|5VULN|6CGEN|78LIT|8BPWR|aAART
853	13253 21261	   	159.10	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD|1SELL	1RCVC|2RCR|3ZMB|4SELL|5ASPD|6MLV|7DMG|8DUR|9VULN|aAART
854	13253 23521	   	159.10	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD|1SELL	1RCVC|2RCR|3ZMB|4SELL|5ASPD|6MLV|7VULN|8DUR|9DMG|aAART
855	13316 26441	   	159.09	ACR|2VULN|1AART|2ASPD|1CDMG	1RCVC|2RCR|39ERES|49ASPD|5FEWX|6CDMG|7MBVNT|89VULN|9BPWR|aAART
856	13123 43115	   	159.08	ACR|1AART|1VULN|1DMG|1CDMG|3RCVC|1ASPD	16aRCVC|2RCR|3FEWX|4DMG|5ASPD|7VULN|8CDMG|9AART
857	15223 15221	   	159.07	DCR|3DMG|2VULN	1RCVC|2aVULN|3BELT|459DMG|6RCR|78ERES
858	62133 61112	 * 	159.05	DCR|2VULN|2DMG|2AART|1ASPD|1MSE	19FEWX|29DMG|3RMIN|4MSE|5ASPD|6RCR|79VULN|8aAART|9BPWR
859	13243 62243	   	159.04	ACR|3VULN|1AART|1ZMB	1RCVC|2RCR|3ZMB|48aVULN|5TLV|6LSRHEA|7RMIN|9AART
860	13163 11262	   	159.01	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2RCR|3FEWX|4CDMG|5TLV|6LIT|7DMG|8ZMB|9VULN|aAART
861	13241 21621	   	159.01	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|4VULN|56FEWX|7DUST|8CDMG|9DMG|aAART
862	13241 65221	   	159.01	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|4VULN|5FEWX|6RMIN|7CDMG|8ERES|9DMG|aAART
863	13643 24312	   	159.01	ACR|2VULN|2DMG|1ZMB	19RCVC|2RCR|3BELT|47BEXP|57VULN|67DMG|7BPWR|8ZMB|aDLOT
864	13653 24312	   	159.01	ACR|2VULN|2DMG|1ZMB	19RCVC|2RCR|3BELT|47FEWX|57VULN|67DMG|7BPWR|8ZMB|aDLOT
865	13253 11261	   	159.00	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD|1SELL	1RCVC|2RCR|3ZMB|4SELL|5ASPD|6TLV|7DMG|8DUR|9VULN|aAART
866	13253 13521	   	159.00	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD|1SELL	1RCVC|2RCR|3ZMB|4SELL|5ASPD|6TLV|7VULN|8DUR|9DMG|aAART
867	13123 56361	   	158.99	ACR|2DMG|1AART|1VULN|1ASPD	1RCVC|2RCR|38FEWX|48DMG|5ASPD|6LHND|78ERES|8BPWR|9VULN|aAART
868	13345 16313	   	158.99	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2RCR|37ERES|47VULN|5RPLT|67MLV|7BPWR|8DUR|9DMG|aAART
869	13523 12331	   	158.99	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2RCR|3DUR|48DMG|5MLV|6BEXP|7VULN|9CGEN|aAART
870	13255 31421	   	158.97	ACR|2VULN|2DMG|1ZMB|1SELL	18RCVC|2RCR|3ZMB|4SELL|56VULN|79DMG|aBEXP
871	13255 31423	   	158.97	ACR|2VULN|2DMG|1ZMB|1SELL	18RCVC|2RCR|3ZMB|4SELL|56VULN|79DMG|aDMSP
872	15135 12512	   	158.96	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|29VULN|3DUR|4FEWX|5AART|6LIT|7CDMG|8RCR|aZMB
873	13343 61243	   	158.94	ACR|3VULN|1AART|1ZMB	1RCVC|2RCR|3ERES|48aVULN|5TLV|6LSRHEA|7ZMB|9AART
874	13244 21113	   	158.91	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|4VULN|5NUKE|6CDMG|7LWND|8MBVNT|9DMG|aAART
875	13244 26213	   	158.91	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|4VULN|5NUKE|6CDMG|7MBVNT|8LWND|9DMG|aAART
876	13152 25421	   	158.91	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2RCR|3FEWX|45DUST|6CDMG|7ZMB|8VULN|9DMG|aAART
877	13224 26413	   	158.91	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|4LHND|5NUKE|6CDMG|7MBVNT|8VULN|9DMG|aAART
878	13255 33232	   	158.90	ACR|3VULN|1AART|1ZMB|1SELL	1RCVC|2RCR|3ZMB|4SELL|567VULN|8ERES|9AART|aRMIN
879	13255 33235	   	158.90	ACR|3VULN|1AART|1ZMB|1SELL	1RCVC|2RCR|3ZMB|4SELL|567VULN|8ERES|9AART|aFEWX
880	13255 63233	   	158.90	ACR|3VULN|1AART|1ZMB|1SELL	1RCVC|2RCR|3ZMB|4SELL|57aVULN|6DMSP|8ERES|9AART
881	13342 36213	   	158.89	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2RCR|3ERES|48VULN|5DUR|6CGEN|7RPLT|9DMG|aAART
882	13345 22213	   	158.89	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2RCR|3ERES|48VULN|5RPLT|6DUR|7CGEN|9DMG|aAART
883	13345 33313	   	158.89	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2RCR|3ERES|46VULN|5RPLT|7CGEN|8DUR|9DMG|aAART
884	13345 34313	   	158.89	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2RCR|3ERES|46VULN|5RPLT|7MLV|8DUR|9DMG|aAART
885	13123 52531	   	158.89	ACR|2DMG|1AART|1VULN|1ASPD	1RCVC|2RCR|3FEWX|49DMG|5ASPD|6LHND|7VULN|8ERES|aAART
886	13314 52331	   	158.89	ACR|2DMG|1AART|1VULN|1ASPD	1RCVC|2RCR|3ERES|4ASPD|5BEXP|6LHND|7VULN|89DMG|aAART
887	13251 23421	   	158.87	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	1RCVC|2RCR|3ZMB|4SELL|5RPLT|6CDMG|7CGEN|8VULN|9DMG|aAART
888	13521 42134	   	158.87	ACR|2VULN|2DMG|2DUR	1RCVC|2RCR|3aDUR|4aDMG|58FEWX|69CGEN|7aVULN|aBPWR
889	13643 22532	   	158.87	ACR|2VULN|2DMG|2DUR	1RCVC|2RCR|3BELT|489BEXP|5aVULN|69DMG|79DUR|9BPWR
890	13244 31621	   	158.81	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|4VULN|5NUKE|6ERES|7DUST|8CDMG|9DMG|aAART
891	13255 33236	   	158.80	ACR|3VULN|1AART|1ZMB|1SELL	1RCVC|2RCR|3ZMB|4SELL|567VULN|8ERES|9AART|aTLV
892	13513 42135	   	158.75	ACR|2VULN|1DMG|1CDMG|1DUR|1ASPD|2RCVC	16RCVC|2RCR|3DUR|4LWND|57VULN|8CDMG|9ASPD|aDMG
893	13523 43133	   	158.75	ACR|2VULN|1DMG|1CDMG|1DUR|1ASPD|2RCVC	16RCVC|2RCR|3DUR|4DMG|5MLV|7aVULN|8CDMG|9ASPD
894	13523 43135	   	158.75	ACR|2DMG|1VULN|1CDMG|1DUR|1ASPD|2RCVC	16RCVC|2RCR|3DUR|4aDMG|5MLV|7VULN|8CDMG|9ASPD
895	13124 33311	   	158.74	ACR|2VULN|1AART|1DMG|1DUR|1SELL	1RCVC|2RCR|3FEWX|4DMG|5SELL|67VULN|8CGEN|9DUR|aAART
896	13124 33533	   	158.74	ACR|2VULN|1AART|1DMG|1DUR|1SELL	1RCVC|2RCR|3FEWX|4DMG|5SELL|67VULN|8DUR|9LHND|aAART
897	13162 31432	 * 	158.70	ACR|4VULN|2CDMG	1RCVC|2RCR|39FEWX|47CDMG|59CGEN|689aVULN|9BPWR
898	51323 66321	   	158.68	DCR|2DMG|1AART|1VULN|1CDMG	12DUST|2BPWR|3BEXP|49DMG|5VULN|6RCR|7CDMG|8RMIN|aAART
899	13661 33112	   	158.67	ACR|2VULN|1AART|1ZMB|1DUR|1ASPD	1RCVC|2RCR|3BELT|4DUR|5ASPD|6ZMB|7AART|8aVULN|9LHND
900	13661 33121	   	158.67	ACR|2VULN|1AART|1ZMB|1ASPD|1DUR	1RCVC|2RCR|3BELT|4DUR|5ASPD|6ZMB|7AART|8aVULN|9RMIN
901	13611 33132	   	158.67	ACR|2VULN|1AART|1ZMB|1DUR|1ASPD	1RCVC|2RCR|3BELT|4LHND|5ASPD|6ZMB|7AART|8aVULN|9DUR
902	13355 31241	   	158.64	ACR|2VULN|1AART|1DMG|1DUR|1SELL	1RCVC|2RCR|3ERES|4SELL|56VULN|7DMG|8DUR|9BEXP|aAART
903	13524 51421	   	158.64	ACR|2DMG|1AART|1VULN|1DUR|1SELL	1RCVC|2RCR|3DUR|49DMG|5SELL|6VULN|7MBVNT|8CGEN|aAART
904	13124 33513	   	158.64	ACR|2VULN|1AART|1DMG|1DUR|1SELL	1RCVC|2RCR|3FEWX|4DMG|5SELL|67VULN|8DUR|9LEGI|aAART
905	22223 64212	   	158.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2DMG|3LWND|4MLV|59VULN|6AART|7LIT|8CDMG|aRCR
906	22441 26323	   	158.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|23DMG|4VULN|5BEXP|6FEWX|7CDMG|8LWND|9RCR|aAART
907	25141 21623	   	158.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3LWND|4FEWX|5BEXP|67VULN|8DMG|9RCR|aAART
908	13212 61626	   	158.58	ACR|1AART|1VULN|2ZMB|1CDMG|1DUR|1ASPD	1RCVC|2RCR|36ZMB|4ASPD|5LIT|7AART|8DUR|9VULN|aCDMG
909	13212 32524	   	158.57	ACR|2DMG|1AART|1ZMB|1DUR|1ASPD	1RCVC|2RCR|3ZMB|4ASPD|5LIT|6DUR|7AART|8MBVNT|9aDMG
910	13212 32588	   	158.57	ACR|2VULN|1AART|1ZMB|1DUR|1ASPD	1RCVC|2RCR|3ZMB|4ASPD|5LIT|6DUR|7AART|8MBVNT|9aVULN
911	13265 32524	   	158.57	ACR|2DMG|1AART|1ZMB|1DUR|1ASPD	1RCVC|2RCR|3ZMB|4LIT|5ASPD|6DUR|7AART|8MBVNT|9aDMG
912	13124 33413	 * 	158.56	ACR|4VULN|1DMG|1SELL	1RCVC|2RCR|3aFEWX|4DMG|5SELL|678aVULN|9aBEXP|aBPWR
913	13522 62221	   	158.55	ACR|2DMG|1VULN|3DUR|1CDMG	1RCVC|2RCR|358DUR|4aDMG|6CGEN|7CDMG|9VULN
914	13522 63111	   	158.55	ACR|2DMG|1VULN|3DUR|1CDMG	1RCVC|2RCR|359DUR|4aDMG|6CGEN|7VULN|8CDMG
915	13562 21221	   	158.55	ACR|2DMG|1VULN|3DUR|1CDMG	1RCVC|2RCR|368DUR|4CDMG|5CGEN|7aDMG|9VULN
916	13522 63123	 * 	158.55	ACR|2VULN|1DMG|3DUR|1CDMG	1RCVC|2RCR|35aDUR|4DMG|6CGEN|79VULN|8CDMG
917	13524 51143	   	158.52	ACR|2VULN|2DMG|2DUR|1SELL	1RCVC|2RCR|3aDUR|4aDMG|5SELL|6aVULN|7MBVNT|89DMSP|aBPWR
918	53123 61153	 * 	158.52	DCR|4VULN|1DMG|1DUR	1DUST|2TLV|3RMIN|4DMG|579aVULN|6RCR|8DUR
919	65332 21623	   	158.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2CDMG|3DUST|4DUR|5LWND|67VULN|8DMG|9RCR|aAART
920	22253 64212	   	158.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2DMG|3LWND|4ERES|59VULN|6AART|7LIT|8CDMG|aRCR
921	23413 64212	   	158.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2TLV|3DMG|4LWND|59VULN|6AART|7LIT|8CDMG|aRCR
922	13163 31432	   	158.50	ACR|4VULN|2CDMG	1RCVC|2RCR|39FEWX|47CDMG|59TLV|689aVULN|9BPWR
923	13522 22221	   	158.45	ACR|2DMG|1VULN|3DUR|1CDMG	1RCVC|2RCR|358DUR|4aDMG|6TLV|7CDMG|9VULN
924	13522 22225	   	158.45	ACR|2VULN|1DMG|3DUR|1CDMG	1RCVC|2RCR|358DUR|4DMG|6TLV|7CDMG|9aVULN
925	13563 21221	   	158.45	ACR|2DMG|1VULN|3DUR|1CDMG	1RCVC|2RCR|368DUR|4CDMG|5TLV|7aDMG|9VULN
926	13563 21225	   	158.45	ACR|2VULN|1DMG|3DUR|1CDMG	1RCVC|2RCR|368DUR|4CDMG|5TLV|7DMG|9aVULN
927	13522 23123	   	158.45	ACR|2VULN|1DMG|3DUR|1CDMG	1RCVC|2RCR|35aDUR|4DMG|6TLV|79VULN|8CDMG
928	13522 23111	   	158.45	ACR|2DMG|1VULN|3DUR|1CDMG	1RCVC|2RCR|359DUR|4aDMG|6TLV|7VULN|8CDMG
929	13522 23115	   	158.45	ACR|2VULN|1DMG|3DUR|1CDMG	1RCVC|2RCR|359DUR|4DMG|6TLV|7aVULN|8CDMG
930	13241 62115	   	158.41	ACR|2VULN|1AART|1CDMG|1ZMB	1aRCVC|2RCR|3ZMB|47VULN|5FEWX|6RMIN|8CDMG|9AART
931	13423 62114	 * 	158.41	ACR|3VULN|1AART|1DMG|1CDMG|1MSE	1RCVC|2RCR|3MSE|4DMG|57aVULN|6RMIN|8CDMG|9AART
932	63122 16312	   	158.38	DCR|3DMG|1AART|1VULN	18FEWX|25TLV|3RMIN|458DMG|58BPWR|68DUST|7RCR|9VULN|aAART
933	13523 26314	   	158.37	ACR|2DMG|1AART|1CDMG|2DUR	1RCVC|2RCR|38DUR|4aDMG|5MLV|6CDMG|7MBVNT|9AART
934	25215 21361	   	158.37	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	13DUR|2CDMG|4VULN|59AART|6DMG|7LIT|8MLV|aRCR
935	22243 22431	   	158.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2DMG|36LWND|4ZMB|57VULN|8RCR|9CGEN|aAART
936	24413 22431	   	158.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2ZMB|3DMG|46LWND|57VULN|8RCR|9CGEN|aAART
937	13124 33442	 * 	158.36	ACR|4VULN|1DMG|1SELL	1RCVC|2RCR|3FEWX|4DMG|5SELL|678aVULN|9DMSP
938	13124 33452	 * 	158.36	ACR|4VULN|1DMG|1SELL	1RCVC|2RCR|39FEWX|4DMG|5SELL|678aVULN
939	13611 33122	   	158.34	ACR|2VULN|1AART|2ASPD|1ZMB	1RCVC|2RCR|3BELT|4LHND|59ASPD|6ZMB|7AART|8aVULN
940	13643 41223	   	158.34	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3BELT|4BEXP|58VULN|6TLV|7AART|9CDMG|aZMB
941	13653 41223	   	158.34	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3BELT|4FEWX|58VULN|6TLV|7AART|9CDMG|aZMB
942	13244 12115	   	158.31	ACR|2VULN|1AART|1CDMG|1ZMB	1aRCVC|2RCR|3ZMB|47VULN|5NUKE|6BEXP|8CDMG|9AART
943	13243 42221	   	158.30	ACR|3VULN|1CDMG|1ZMB|1DUR|2RCVC	16RCVC|2RCR|3ZMB|49aVULN|5TLV|7CDMG|8DUR
944	13162 36121	   	158.28	ACR|2VULN|2AART|1CDMG	1RCVC|2RCR|3FEWX|4CDMG|5CGEN|6aVULN|7BEXP|89AART
945	13124 33462	 * 	158.26	ACR|4VULN|1DMG|1SELL	1RCVC|2RCR|3FEWX|4DMG|5SELL|678aVULN|9DUST
946	13164 31143	 * 	158.25	ACR|3VULN|3ASPD|1CDMG	1RCVC|2RCR|39aFEWX|4CDMG|59aASPD|69aVULN|7MBVNT|8DMSP|9aBPWR
947	42433 51312	   	158.22	ACR|2VULN|2DMG|1CDMG|1DUR	189LWND|23DMG|4RCR|57VULN|6DUR|aCDMG
948	42433 51322	   	158.22	ACR|2VULN|2DMG|1CDMG|1DUR	18LWND|23DMG|4RCR|57VULN|6DUR|9CDMG|aMLV
949	42433 62113	   	158.22	ACR|2VULN|2DMG|1CDMG|1DUR	1aLWND|23DMG|4RCR|57VULN|6RMIN|8CDMG|9DUR
950	42432 31335	   	158.22	ACR|2VULN|2DMG|1CDMG|1DUR	1LWND|23DMG|4RCR|5DUR|6CGEN|7LIT|8aVULN|9CDMG
951	13523 24352	   	158.15	ACR|1AART|2CDMG|1DMG|2DUR|1ZMB|1SELL	1RCVC|2RCR|38DUR|4DMG|58MLV|68CDMG|7SELL|8BPWR|9AART|aZMB
952	42433 51233	   	158.12	ACR|2VULN|2DMG|1CDMG|1DUR	1LWND|23DMG|4RCR|57VULN|6DUR|8DUST|9LHND|aCDMG
953	42433 51321	   	158.12	ACR|2VULN|2DMG|1CDMG|1DUR	18LWND|23DMG|4RCR|57VULN|6DUR|9CDMG|aDUST
954	42433 62112	   	158.12	ACR|2VULN|2DMG|1CDMG|1DUR	1LWND|23DMG|4RCR|57VULN|6RMIN|8CDMG|9DUR|aDUST
955	42433 62121	   	158.12	ACR|2VULN|2DMG|1CDMG|1DUR	1LWND|23DMG|4RCR|57VULN|6RMIN|8CDMG|9LEGI|aDUR
956	42433 62122	   	158.12	ACR|2VULN|2DMG|1CDMG|1ASPD	1LWND|23DMG|4RCR|57VULN|6RMIN|8CDMG|9LEGI|aASPD
957	13244 22213	   	158.10	ACR|1AART|1VULN|2CDMG|2DUR|1ZMB	1RCVC|2RCR|3ZMB|4VULN|5NUKE|67CDMG|8aDUR|9AART
958	41111 12235	   	158.10	DCR|3DMG|2VULN|2DUR	124LWND|29BPWR|39DUR|59VULN|679DMG|8RMIN|aRCR
959	13521 33631	   	158.07	ACR|2DMG|2AART|2DUR	1RCVC|2RCR|37DUR|49DMG|5FEWX|68AART|aLIT
960	13521 33633	   	158.07	ACR|2DMG|2AART|2DUR	1RCVC|2RCR|37DUR|49DMG|5FEWX|68AART|aLWND
961	13521 33636	   	158.07	ACR|2DMG|2AART|2DUR	1RCVC|2RCR|37DUR|49DMG|5FEWX|68AART|aMGNLIT
