0	Index      	 *	Score 	Summary	Detail	
1	32231 63662	 * 	197.43	ACR|4VULN|2DMG|1AART|1DUR	1DUR|2TLV|3567VULN|4RCR|89DMG|aAART
856	32236 26522	   	168.04	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2TLV|36VULN|4RCR|5AART|7DMG|8CDMG|9LHND|aRCVC
857	32236 26532	   	168.04	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2TLV|36VULN|4RCR|5AART|7DMG|8CDMG|9BEXP|aRCVC
858	61358 31334	   	168.04	DCR|3DMG|1AART|1VULN|2ZMB	159DMG|2MBVNT|3DMSP|4VULN|69ZMB|7AART|89FEWX|9BPWR|aRCR
859	61468 31334	   	168.04	DCR|3DMG|1AART|1VULN|2ZMB	159DMG|2MBVNT|3VULN|4DMSP|69ZMB|7AART|89FEWX|9BPWR|aRCR
860	61154 31334	   	168.04	DCR|3DMG|1AART|1VULN|2ZMB	139DMG|2MBVNT|4VULN|5DMSP|69ZMB|7AART|89FEWX|9BPWR|aRCR
861	33416 61122	   	168.00	DCR|2AART|2VULN|1CDMG|2DUR	1aDUR|25AART|3MGNSTR|4RCVC|6CDMG|7RCR|89VULN
862	61285 13313	   	167.95	DCR|3DMG|2AART|2DUR|1SELL	15aDMG|2MBVNT|3SELL|48AART|5aBPWR|6RCR|7aBEXP|9aDUR
863	31231 61632	   	167.94	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2ERES|356VULN|4RCR|7RCVC|8DMG|9LWND|aAART
864	32231 61632	   	167.94	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2TLV|356VULN|4RCR|7RCVC|8DMG|9LWND|aAART
865	32231 61642	   	167.94	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2TLV|356VULN|4RCR|7RCVC|8DMG|9DMSP|aAART
866	31231 61312	   	167.94	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2ERES|356VULN|4RCR|7RCVC|8LWND|9DMG|aAART
867	61125 24272	   	167.93	DCR|3DMG|2VULN|2CDMG	134DMG|2MBVNT|57CDMG|6MLV|8aVULN|9RCR
868	61125 34272	   	167.93	DCR|3DMG|2VULN|2CDMG	134DMG|2MBVNT|57CDMG|6RMIN|8aVULN|9RCR
869	61146 14272	   	167.93	DCR|3DMG|2VULN|2CDMG	136DMG|2MBVNT|4RMIN|57CDMG|8aVULN|9RCR
870	63113 52224	   	167.92	DCR|3DMG|1AART|2CDMG|1DUR	138DMG|28BEXP|4LIT|5MLV|6RCR|78CDMG|8BPWR|9DUR|aAART
871	33316 61122	   	167.90	DCR|2AART|2VULN|1CDMG|2DUR	1aDUR|25AART|3LSRHEA|4RCVC|6CDMG|7RCR|89VULN
872	33316 61335	   	167.90	DCR|2AART|2VULN|1CDMG|2DUR	1aDUR|25AART|3aLSRHEA|4RCVC|6CDMG|7RCR|8ERES|9aVULN|aBPWR
873	61647 44321	 * 	167.89	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1FLTHEA	1DMG|2MBVNT|34ZMB|5AART|6CDMG|7FLTHEA|8RCR|9VULN|aBEXP
874	61647 44323	   	167.89	DCR|1AART|1DMG|1VULN|2ZMB|1CDMG|1FLTHEA	1DMG|2MBVNT|34ZMB|5AART|6CDMG|7FLTHEA|8RCR|9VULN|aLHND
875	61647 44324	   	167.89	DCR|1AART|1DMG|1VULN|2ZMB|1CDMG|1FLTHEA	1DMG|2MBVNT|34ZMB|5AART|6CDMG|7FLTHEA|8RCR|9VULN|aLWND
876	31233 13461	   	167.87	ACR|4VULN|1AART|2DUR	16DUR|2ERES|3789VULN|4RCR|5RCVC|aAART
877	32233 13461	   	167.87	ACR|4VULN|1AART|2DUR	16DUR|2TLV|3789VULN|4RCR|5RCVC|aAART
878	61613 37322	   	167.87	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DMG|2MBVNT|3ZMB|4ASPD|5DUR|6RCR|7AART|8VULN|9CGEN|aCDMG
879	61125 14272	   	167.83	DCR|3DMG|2VULN|2CDMG	134DMG|2MBVNT|57CDMG|6TLV|8aVULN|9RCR
880	62121 36352	   	167.82	DCR|3DMG|2VULN|2ZMB	134DMG|269FEWX|5aVULN|7RCR|8aZMB|aBPWR
881	63111 52224	   	167.82	DCR|3DMG|1AART|2CDMG|1DUR	138DMG|28BEXP|4LIT|5TLV|6RCR|78CDMG|8BPWR|9DUR|aAART
882	61647 44322	   	167.79	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1FLTHEA	1DMG|2MBVNT|34ZMB|5AART|6CDMG|7FLTHEA|8RCR|9VULN|aTLV
883	11617 21511	   	167.78	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	14ASPD|2MBVNT|3ZMB|5AART|6ERES|7DMG|8RCR|9aVULN
884	61613 37312	   	167.77	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DMG|2MBVNT|3ZMB|4ASPD|5DUR|6RCR|7AART|8VULN|9TLV|aCDMG
885	35231 36362	   	167.74	ACR|4VULN|1DMG|1ZMB|1DUR	1DUR|28CGEN|357aVULN|4RCR|6ZMB|9DMG
886	35246 11312	   	167.66	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|26CGEN|369VULN|4AART|5RCR|6BPWR|7RPLT|8ASPD|aCDMG
887	33316 12551	   	167.65	DCR|2AART|2VULN|2DUR|1ZMB	19DUR|25AART|3LSRHEA|4RCVC|6RCR|7aVULN|8ZMB
888	22231 15342	   	167.64	ACR|3VULN|1AART|1DMG|1DUR	1CGEN|29FEWX|358VULN|4RCR|6DUR|7AART|aDMG
889	22231 15356	   	167.64	ACR|3VULN|1AART|1DMG|1DUR	1CGEN|2FEWX|358VULN|4RCR|6DUR|7AART|9LHND|aDMG
890	22231 15366	   	167.64	ACR|3VULN|1AART|1DMG|1DUR	1CGEN|2FEWX|358VULN|4RCR|6DUR|7AART|9LWND|aDMG
891	23231 15346	   	167.64	ACR|3VULN|1AART|1DMG|1DUR	1CGEN|2BEXP|358VULN|4RCR|6DUR|7AART|9FEWX|aDMG
892	31231 61624	   	167.62	ACR|3VULN|2DMG|2DUR	19DUR|2ERES|356VULN|4RCR|7RCVC|8aDMG
893	32231 61624	   	167.62	ACR|3VULN|2DMG|2DUR	19DUR|2TLV|356VULN|4RCR|7RCVC|8aDMG
894	31231 11662	   	167.62	ACR|3VULN|2DMG|2DUR	16DUR|2ERES|35aVULN|4RCR|7RCVC|89DMG
895	31231 11664	   	167.62	ACR|3DMG|2VULN|2DUR	16DUR|2ERES|35VULN|4RCR|7RCVC|89aDMG
896	32231 11664	   	167.62	ACR|3DMG|2VULN|2DUR	16DUR|2TLV|35VULN|4RCR|7RCVC|89aDMG
897	55331 62233	   	167.58	ACR|4VULN|2DMG	1569VULN|29CGEN|3LHND|4RCR|7MGNSTR|89DMG|9BPWR|aBEXP
898	35246 21312	   	167.56	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2CGEN|369VULN|4AART|5RCR|7RPLT|8ASPD|aCDMG
899	32231 63244	   	167.54	ACR|4VULN|1DMG|1ZMB|1DUR	1DUR|28TLV|3567VULN|4RCR|9ZMB|aDMG
900	31232 55361	   	167.54	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2ERES|38aVULN|4RCR|5CGEN|6DMG|7AART|9MLV
901	55331 62231	   	167.48	ACR|4VULN|2DMG	1569VULN|29CGEN|3LHND|4RCR|7MGNSTR|89DMG|9BPWR|aMBVNT
902	31246 11312	   	167.46	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1DUR|26ERES|369VULN|4AART|5RCR|6BPWR|7RPLT|8ASPD|aCDMG
903	31246 21312	   	167.46	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1DUR|2ERES|369VULN|4AART|5RCR|7RPLT|8ASPD|aCDMG
904	31231 45353	   	167.44	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2ERES|358VULN|4RCR|6DUST|7AART|9RPLT|aDMG
905	32231 45353	   	167.44	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2TLV|358VULN|4RCR|6DUST|7AART|9RPLT|aDMG
906	31232 55331	   	167.44	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2ERES|38aVULN|4RCR|5CGEN|6DMG|7AART|9TLV
907	31234 55331	   	167.44	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2ERES|38aVULN|4RCR|5MLV|6DMG|7AART|9TLV
