0	Index      	 *	Score 	Summary	Detail	
1	32131 51343	 * 	211.31	DCR|2VULN|2DMG|1AART|2CDMG|1DUR	17LHND|2DUR|3AART|47DMG|5LEGI|67CDMG|7BPWR|8aVULN|9RCR
778	11263 26413	   	181.69	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	1BEXP|2CDMG|3MDPS|4AART|5MLV|6DMG|7RCR|8aVULN|9TLV
779	31263 26413	   	181.69	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	1LHND|2CDMG|3MDPS|4AART|5MLV|6DMG|7RCR|8aVULN|9TLV
780	43623 24462	   	181.69	DCR|2VULN|1AART|1ASPD|1CDMG	1ERES|2AART|3MBVNT|4aVULN|5LWND|6RPLT|7RCR|8ASPD|9CDMG
781	43624 24462	   	181.69	DCR|2VULN|1AART|1ASPD|1CDMG	1ERES|2AART|3MBVNT|4aVULN|5FEWX|6RPLT|7RCR|8ASPD|9CDMG
782	43624 24724	   	181.69	DCR|2VULN|1AART|1ASPD|1CDMG	1ERES|2AART|3MBVNT|48VULN|5FEWX|6RPLT|7RCR|9ASPD|aCDMG
783	52122 31542	   	181.69	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUST|2DUR|37AART|4FEWX|5VULN|6CDMG|8DMG|9RCR|aERES
784	43644 53144	   	181.69	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1ERES|24AART|3MBVNT|5ASPD|6RPLT|7DUR|8VULN|9RCR|aCDMG
785	21333 22315	   	181.69	DCR|2VULN|1AART|2CDMG|1ZMB	137FEWX|23CDMG|3BPWR|4CGEN|58VULN|6RCR|9AART|aZMB
786	43233 31236	 * 	181.66	ACR|3VULN|1AART|1ASPD|1CDMG|1ZMB	1ERES|2AART|3ZMB|47aVULN|5RCR|6CDMG|8MLV|9ASPD
787	63233 33636	   	181.66	ACR|3VULN|1AART|1ASPD|1CDMG|1ZMB	1MLV|2AART|3ZMB|48aVULN|5RCR|6CDMG|7ERES|9ASPD
788	43212 12644	   	181.66	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1ERES|2AART|3ZMB|4MBVNT|5ASPD|6VULN|7CANARM|8RCR|9DMG|aDUR
789	52146 23211	   	181.66	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1DUST|2DUR|3AART|4ZMB|5VULN|6MBVNT|7DMG|8RCR|9BASARM|aASPD
790	52146 23241	   	181.66	DCR|1VULN|1AART|1DMG|1NUKE|1ZMB|1DUR	1DUST|2DUR|3AART|4ZMB|5VULN|6MBVNT|7DMG|8RCR|9ERES|aNUKE
791	51333 51336	   	181.66	DCR|2VULN|2ASPD|2CDMG	13DUST|23CDMG|3BPWR|4CGEN|57VULN|6RCR|8LIT|9aASPD
792	43212 12846	   	181.61	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB	1ERES|28AART|3ZMB|4MBVNT|5ASPD|6VULN|7CANARM|9CDMG|aRCR
793	31313 62146	 * 	181.60	DCR|2VULN|2CDMG|1ASPD|1DMG|1NUKE	13LHND|23CDMG|3BPWR|4ASPD|5aVULN|6LIT|7DMG|8NUKE|9RCR
794	43621 24462	   	181.59	DCR|2VULN|1AART|1ASPD|1CDMG	1ERES|2AART|3MBVNT|4aVULN|5LEGI|6RPLT|7RCR|8ASPD|9CDMG
795	52112 21541	   	181.59	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG|1DUR	16DUST|2DUR|37AART|4MDPS|5CDMG|8DMG|9RCR|aVULN
796	63212 44233	 * 	181.58	DCR|2ASPD|3ZMB|1VULN|1AART	18MLV|2AART|368ZMB|4MBVNT|58ASPD|7RPLT|8BPWR|9RCR|aVULN
797	36613 36133	   	181.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	12LHND|3BELT|4CDMG|5DMG|6LWND|7RCR|8ASPD|9AART|aVULN
798	11265 11333	   	181.55	DCR|3DMG|1MDPS|3CDMG|1AART	17BEXP|267CDMG|3MDPS|4AART|578DMG|7BPWR|9RCR|aMLV
799	31265 11333	   	181.55	DCR|3DMG|1MDPS|3CDMG|1AART	17LHND|267CDMG|3MDPS|4AART|578DMG|7BPWR|9RCR|aMLV
800	43623 24722	   	181.51	DCR|2VULN|2AART|1ASPD	1ERES|2aAART|3MBVNT|48VULN|5LWND|6RPLT|7RCR|9ASPD
801	32251 42361	   	181.49	DCR|2VULN|1MDPS|1ASPD|1DMG|1DUR	1LHND|2DUR|3DUST|4DMG|5LIT|6RCR|79VULN|8ASPD|aMDPS
802	32135 63621	   	181.48	DCR|3DMG|1AART|1CDMG|1DUR	17LHND|2DUR|3AART|47aDMG|579LIT|6RCR|7BPWR|8CDMG
803	11265 11334	   	181.45	DCR|3DMG|1MDPS|3CDMG|1AART	17BEXP|267CDMG|3MDPS|4AART|578DMG|7BPWR|9RCR|aDUST
804	11265 11335	   	181.45	DCR|3DMG|1MDPS|3CDMG|1AART	17BEXP|267CDMG|3MDPS|4AART|578DMG|7BPWR|9RCR|aERES
805	31265 11334	   	181.45	DCR|3DMG|1MDPS|3CDMG|1AART	17LHND|267CDMG|3MDPS|4AART|578DMG|7BPWR|9RCR|aDUST
806	31265 11335	   	181.45	DCR|3DMG|1MDPS|3CDMG|1AART	17LHND|267CDMG|3MDPS|4AART|578DMG|7BPWR|9RCR|aERES
807	31334 53362	 * 	181.44	DCR|1MDPS|2ASPD|1VULN|2CDMG|1DMG	13LHND|23CDMG|3BPWR|4BEXP|5MDPS|6RCR|7DMG|8aASPD|9VULN
808	43621 24722	   	181.41	DCR|2VULN|2AART|1ASPD	1ERES|2aAART|3MBVNT|48VULN|5LEGI|6RPLT|7RCR|9ASPD
809	12122 13545	   	181.39	DCR|1VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1BEXP|26DUR|3AART|4FEWX|5VULN|7CDMG|8DMG|9RCR|aZMB
810	22122 13545	   	181.39	DCR|1VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1FEWX|26DUR|3AART|4BEXP|5VULN|7CDMG|8DMG|9RCR|aZMB
811	12135 63262	   	181.38	DCR|3DMG|1AART|1CDMG|1DUR	17BEXP|2DUR|3AART|478DMG|57LIT|6RCR|7BPWR|9DUST|aCDMG
812	22135 63262	   	181.38	DCR|3DMG|1AART|1CDMG|1DUR	17FEWX|2DUR|3AART|478DMG|57LIT|6RCR|7BPWR|9DUST|aCDMG
813	32135 63262	   	181.38	DCR|3DMG|1AART|1CDMG|1DUR	17LHND|2DUR|3AART|478DMG|57LIT|6RCR|7BPWR|9DUST|aCDMG
814	43623 24461	 * 	181.37	DCR|1VULN|1AART|1ASPD|1NUKE|1CDMG	1ERES|2AART|3MBVNT|4VULN|5LWND|6RPLT|7RCR|8ASPD|9CDMG|aNUKE
815	43624 24461	   	181.37	DCR|1VULN|1AART|1ASPD|1NUKE|1CDMG	1ERES|2AART|3MBVNT|4VULN|5FEWX|6RPLT|7RCR|8ASPD|9CDMG|aNUKE
816	43232 16115	   	181.36	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ERES|2AART|3ZMB|46VULN|5ASPD|7AME|8RCVC|9RCR|aDUR
817	43236 13115	   	181.36	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2AART|3ZMB|46VULN|5AME|7DMG|8RCVC|9RCR|aDUR
818	63232 12115	   	181.36	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1MLV|2AART|3ZMB|46VULN|5ASPD|7ERES|8RCVC|9RCR|aDUR
819	63234 13115	   	181.36	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2AART|3ZMB|46VULN|5ERES|7DMG|8RCVC|9RCR|aDUR
820	51265 11333	   	181.35	DCR|3DMG|1MDPS|3CDMG|1AART	17DUST|267CDMG|3MDPS|4AART|578DMG|7BPWR|9RCR|aMLV
821	11231 53362	   	181.34	DCR|1MDPS|2ASPD|1VULN|2CDMG|1DMG	1BEXP|25CDMG|3MDPS|4LWND|6RCR|7DMG|8aASPD|9VULN
822	21322 51643	   	181.33	DCR|2VULN|2AART|1MDPS|2CDMG	13FEWX|23CDMG|3BPWR|47AART|5aVULN|6MDPS|8AME|9RCR
