0	Index      	 *	Score 	Summary	Detail	
1	25531 31336	 * 	192.73	ACR|3DMG|2VULN|2AART	1LEGI|27VULN|3RCR|47aDMG|5BELT|68AART|7BPWR|9CGEN
849	42651 23322	   	164.09	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|39VULN|4CDMG|5DMG|6AART|7BEXP|8LWND|aLHND
850	12511 33362	   	164.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|26VULN|3RCR|4RPLT|5DUR|7LIT|8DMG|9AART|aZMB
851	12512 63362	   	164.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|25VULN|3RCR|4RPLT|6DUR|7LIT|8DMG|9AART|aZMB
852	12515 22242	   	164.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2aVULN|3RCR|4RPLT|5ZMB|6ASPD|7DMG|8BEXP|9AART
853	25632 22226	   	164.08	DCR|2VULN|1AART|1DMG|2ZMB	1LEGI|2aVULN|3AART|4BASHEA|59ZMB|6RCR|7LIT|8DMG
854	62622 21262	   	164.08	DCR|2VULN|1AART|1DMG|2ZMB	18AIRHEL|2LEGI|3AART|4FEWX|58ZMB|6RCR|78VULN|8BPWR|9DMG|aTLV
855	26325 33363	   	164.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LEGI|2ERES|3ZMB|4VULN|5BASICY|6RCR|7ASPD|8AART|9aDMG
856	42621 16331	   	164.01	ACR|3VULN|1AART|2DUR|1ASPD	1RCVC|2RCR|347VULN|5MLV|6ASPD|8AART|9aDUR
857	12532 24514	   	164.00	ACR|3VULN|1AART|1DMG	1DUST|27aVULN|3RCR|4DMG|5AART|6ERES|8DMSP|9MBVNT
858	12532 32634	   	164.00	ACR|3VULN|1AART|1DMG	19DUST|26aVULN|3RCR|4DMG|5AART|7CGEN|8MBVNT
859	12532 33523	   	164.00	ACR|3VULN|1AART|1DMG	19DUST|268VULN|3RCR|4DMG|5AART|7LHND|aNUKE
860	12532 43634	   	164.00	ACR|3VULN|1AART|1DMG	19DUST|27aVULN|3RCR|4DMG|5AART|6CGEN|8MBVNT
861	13532 31523	   	164.00	ACR|3VULN|1AART|1DMG	19DUST|2LHND|3RCR|4DMG|5AART|678VULN|aNUKE
862	21532 16346	   	164.00	ACR|3VULN|1AART|1DMG	1LEGI|2LHND|3RCR|4DMG|5AART|6DUST|7MBVNT|89aVULN
863	25522 34214	   	164.00	ACR|3VULN|1AART|1DMG	1LEGI|27aVULN|3RCR|47ERES|5AART|6RCVC|7BPWR|8DMG|9MBVNT
864	25532 11512	   	164.00	ACR|3VULN|1AART|1DMG	1LEGI|278VULN|3RCR|4DMG|5AART|6DUST|9LHND|aERES
865	25532 11521	   	164.00	ACR|3VULN|1AART|1DMG	1LEGI|278VULN|3RCR|4DMG|5AART|69DUST|aLHND
866	25532 11522	   	164.00	ACR|3VULN|1AART|1DMG	1LEGI|278VULN|3RCR|4DMG|5AART|69DUST|aBEXP
867	16422 23142	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2LWND|3DMG|4aVULN|5AART|6LHND|7DUR|8RCR|9CDMG
868	12225 22115	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2aVULN|3CDMG|4LWND|5AART|6DUR|7LIT|8RCR|9DMG
869	12255 22115	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2aVULN|3CDMG|4FEWX|5AART|6LIT|7DUR|8RCR|9DMG
870	12442 23142	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2aVULN|3DMG|4FEWX|5AART|6LHND|7DUR|8RCR|9CDMG
871	12452 23142	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2aVULN|3DMG|4BEXP|5AART|6LHND|7DUR|8RCR|9CDMG
872	12532 24634	   	163.90	ACR|3VULN|1AART|1DMG	19DUST|27aVULN|3RCR|4DMG|5AART|6ERES|8MBVNT
873	13512 12435	   	163.83	ACR|2VULN|2DMG|1AART	1aDUST|268LHND|3RCR|4RPLT|5aVULN|7aDMG|9AART|aBPWR
874	12432 23142	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2aVULN|3DMG|4LEGI|5AART|6LHND|7DUR|8RCR|9CDMG
875	21422 63142	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LEGI|2LHND|3DMG|4aVULN|5AART|6DUST|7DUR|8RCR|9CDMG
876	25424 33333	   	163.78	DCR|3VULN|1AART|1DMG	1LEGI|24aVULN|3DMG|5AART|6RCR|7LHND|8LWND|9LIT
877	25532 33253	   	163.78	ACR|1AART|1DMG|1VULN|1FLTHEA|2DUR|1ASPD	1LEGI|2VULN|3RCR|4DMG|5AART|67DUR|8FEWX|9FLTHEA|aASPD
878	42621 21334	   	163.73	ACR|3VULN|1AART|1ZMB|1DUR|1SELL	1RCVC|2RCR|349VULN|5MLV|6AART|7SELL|8ZMB|aDUR
879	12512 22335	   	163.73	ACR|2VULN|2DMG|1AART	18aDUST|25VULN|3RCR|4RPLT|6aLWND|7aDMG|9AART|aBPWR
880	12512 42335	   	163.73	ACR|2VULN|2DMG|1AART	18aDUST|25VULN|3RCR|4RPLT|6aLHND|7aDMG|9AART|aBPWR
881	13512 12335	   	163.73	ACR|2VULN|2DMG|1AART	18aDUST|26LHND|3RCR|4RPLT|5aVULN|7aDMG|9AART|aBPWR
882	25324 31448	   	163.71	DCR|2DMG|2VULN|1AART	1LEGI|2aVULN|3BASHEA|4aERES|5aDMG|6RCR|7MBVNT|8AART|9BELT|aBPWR
883	15234 21362	   	163.70	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUST|2AART|37VULN|4BASHEA|5ASPD|6RCR|8DUR|9DMG|aLWND
884	25532 33353	   	163.68	ACR|1AART|1DMG|1VULN|1FLTHEA|2DUR|1ASPD	1LEGI|2VULN|3RCR|4DMG|5AART|67DUR|8DUST|9FLTHEA|aASPD
885	42543 31122	   	163.67	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2RCR|3AART|4CANSTR|5BELT|6CDMG|7ZMB|89VULN|aASPD
886	42554 33431	   	163.67	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3AART|4MBVNT|5DUR|67VULN|8CDMG|9LWND|aZMB
887	42552 24421	   	163.67	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3AART|4MBVNT|5CDMG|6DUR|79VULN|8BEXP|aZMB
888	42133 36333	   	163.63	ACR|3VULN|1DMG|2DUR|1ZMB	1RCVC|2RCR|3DLOT|45DUR|67aVULN|8ZMB|9DMG
889	15234 21363	   	163.60	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUST|2AART|37VULN|4BASHEA|5ASPD|6RCR|8DUR|9DMG|aERES
890	42551 24314	   	163.59	ACR|2AART|2VULN|1DMG	16RCVC|2RCR|35AART|4MBVNT|7LIT|8DMG|9aVULN
891	42551 41144	   	163.59	ACR|2AART|2VULN|1DMG	1RCVC|2RCR|35AART|4MBVNT|6LHND|7MLV|8aVULN|9DMG
892	42553 41424	   	163.57	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2RCR|3AART|4MBVNT|5LSRHEA|69VULN|7CDMG|8ZMB|aASPD
893	42552 24121	   	163.57	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3AART|4MBVNT|5CDMG|6DUR|79VULN|8DUST|aZMB
894	12424 34311	   	163.57	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DUST|24VULN|3DMG|5AART|6CDMG|7SELL|8RCR|9MBVNT|aDUR
895	12313 33131	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|28VULN|3BASHEA|4CGEN|5DMG|6RCR|7DUR|9AART|aZMB
896	25314 33131	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LEGI|28VULN|3BASHEA|4CGEN|5DMG|6RCR|7DUR|9AART|aZMB
897	61213 33131	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AIRHEL|2DUST|3CGEN|48VULN|5DMG|6RCR|7DUR|9AART|aZMB
898	61235 32131	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AIRHEL|2DUST|3CGEN|4DMG|5DUR|6RCR|78VULN|9AART|aZMB
899	62214 33131	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AIRHEL|2LEGI|3CGEN|48VULN|5DMG|6RCR|7DUR|9AART|aZMB
900	62235 32131	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AIRHEL|2LEGI|3CGEN|4DMG|5DUR|6RCR|78VULN|9AART|aZMB
901	62316 33131	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AIRHEL|2LEGI|3DMG|48VULN|5RMIN|6RCR|7DUR|9AART|aZMB
902	13422 51531	   	163.52	DCR|3VULN|1AART|1DMG|1DUR	1DUST|2LHND|3DMG|478VULN|5AART|6DUR|9RCR|aLIT
903	13422 51533	   	163.52	DCR|3VULN|1AART|1DMG|1DUR	1DUST|2LHND|3DMG|478VULN|5AART|6DUR|9RCR|aLWND
904	15432 21135	   	163.51	DCR|2AART|2VULN|1DMG|1DUR	1DUST|29AART|3DMG|4BEXP|5DUR|6LHND|7aVULN|8RCR
905	12522 54133	   	163.50	ACR|3VULN|1AART|1DMG	17DUST|278VULN|3RCR|47ERES|5DMSP|6AART|7BPWR|9DMG|aBEXP
906	12533 21524	   	163.49	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2VULN|3RCR|47DMG|5FEWX|6ASPD|8ZMB|9RMIN|aAART
907	21511 42225	   	163.49	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LEGI|2LHND|3RCR|4RPLT|5DUR|6ZMB|7VULN|89DMG|aAART
908	21512 24225	   	163.49	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LEGI|2LHND|3RCR|4RPLT|5VULN|6DUR|7ZMB|89DMG|aAART
909	21512 43225	   	163.49	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LEGI|2LHND|3RCR|4RPLT|5VULN|6ZMB|7DUR|89DMG|aAART
910	12324 33131	   	163.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|28VULN|3BASHEA|4ERES|5DMG|6RCR|7DUR|9AART|aZMB
911	12415 33131	   	163.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|28VULN|3DMG|4ERES|5BASICY|6RCR|7DUR|9AART|aZMB
912	12465 33131	   	163.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|28VULN|3DMG|4TLV|5BASICY|6RCR|7DUR|9AART|aZMB
913	25324 33131	   	163.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LEGI|28VULN|3BASHEA|4ERES|5DMG|6RCR|7DUR|9AART|aZMB
914	25415 33131	   	163.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LEGI|28VULN|3DMG|4ERES|5BASICY|6RCR|7DUR|9AART|aZMB
915	61312 33131	   	163.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AIRHEL|2DUST|3DMG|48VULN|5ERES|6RCR|7DUR|9AART|aZMB
916	61314 41231	   	163.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AIRHEL|2DUST|35DMG|4VULN|6RCR|7DUR|8TLV|9AART|aZMB
917	61334 41231	   	163.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AIRHEL|2DUST|34DMG|5VULN|6RCR|7DUR|8TLV|9AART|aZMB
918	62312 33131	   	163.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AIRHEL|2LEGI|3DMG|48VULN|5ERES|6RCR|7DUR|9AART|aZMB
919	62314 41231	   	163.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AIRHEL|2LEGI|35DMG|4VULN|6RCR|7DUR|8TLV|9AART|aZMB
920	62334 41231	   	163.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AIRHEL|2LEGI|34DMG|5VULN|6RCR|7DUR|8TLV|9AART|aZMB
921	42623 31135	   	163.45	ACR|3VULN|1AART|1DMG|1SELL	1RCVC|2RCR|349VULN|5LWND|6SELL|7DMG|8LIT|aAART
922	13422 51532	   	163.42	DCR|3VULN|1AART|1DMG|1DUR	1DUST|2LHND|3DMG|478VULN|5AART|6DUR|9RCR|aERES
923	12522 54132	   	163.40	ACR|3VULN|1AART|1DMG	17DUST|278VULN|3RCR|47aERES|5DMSP|6AART|7BPWR|9DMG
924	12522 54214	   	163.40	ACR|3VULN|1AART|1DMG	17DUST|27aVULN|3RCR|47ERES|5DMSP|6AART|7BPWR|8DMG|9MBVNT
925	12515 22125	   	163.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|29VULN|3RCR|4RPLT|5ZMB|6ASPD|7DMG|8ERES|aAART
926	13531 11335	   	163.34	ACR|2VULN|2DMG|1AART|2SELL	1aDUST|2LHND|3RCR|4aDMG|5RCVC|68SELL|7aVULN|9AART|aBPWR
927	16531 11335	   	163.34	ACR|2VULN|2DMG|1AART|2SELL	1aDUST|2LWND|3RCR|4aDMG|5RCVC|68SELL|7aVULN|9AART|aBPWR
928	14363 22422	   	163.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2RPLT|3AART|4VULN|5DMG|6RCR|7DUR|8CDMG|9RMIN|aZMB
929	15432 13314	 * 	163.31	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUST|2AART|3DMG|4BEXP|5DUR|6RMIN|7aVULN|8FLTHEA|9RCR
930	12532 34161	 * 	163.30	ACR|2VULN|1AART|1DMG|2ZMB	1DUST|26VULN|3RCR|4DMG|5AART|7LSRHEA|8LHND|9aZMB
931	15232 21215	   	163.26	DCR|3VULN|1AART|1ZMB|1DUR	1DUST|2AART|37aVULN|4BASHEA|5ZMB|6RCR|8TLV|9DUR
932	42561 13232	   	163.25	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3AART|4CGEN|5DMSP|6aVULN|7LHND|8DMG|9ZMB
933	42563 13232	   	163.25	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3AART|45CGEN|5BPWR|6aVULN|7LHND|8DMG|9ZMB
934	62316 34331	   	163.21	DCR|2VULN|2DMG|1AART	1AIRHEL|2LEGI|3aDMG|48VULN|5RMIN|6RCR|7RPLT|9AART
935	14363 22252	   	163.20	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUST|2RPLT|3AART|4aVULN|5DMG|6RCR|7DUR|8CGEN|9ASPD
936	14363 23313	   	163.20	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUST|2RPLT|3AART|4aVULN|5DMG|6RCR|7BELT|8ASPD|9DUR
937	25531 61313	 * 	163.19	ACR|2VULN|1DMG|2ASPD|1CDMG|1FLTHEA	1LEGI|27VULN|3RCR|4DMG|5BELT|6aASPD|8FLTHEA|9CDMG
938	42521 13232	   	163.15	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3AART|4ERES|5DMSP|6aVULN|7LHND|8DMG|9ZMB
939	42524 13232	   	163.15	ACR|2VULN|1AART|1DMG|1ZMB	15RCVC|2RCR|3AART|4ERES|6aVULN|7LHND|8DMG|9ZMB
940	12512 43336	   	163.13	ACR|2VULN|2DMG|1AART	1DUST|25VULN|3RCR|4RPLT|6LHND|7LIT|89DMG|aAART
941	25531 51113	   	163.10	ACR|4VULN|1DMG|1ZMB	1LEGI|279aVULN|3RCR|4DMG|5BELT|6ZMB|8CGEN
942	14313 25226	   	163.08	DCR|2DMG|1AART|1VULN|1CDMG	17DUST|2RPLT|3AART|47FEWX|57DMG|6RCR|7BPWR|8BEXP|9VULN|aCDMG
943	14333 25236	   	163.08	DCR|2DMG|1AART|1VULN|1CDMG	17DUST|2RPLT|3AART|47LHND|57DMG|6RCR|7BPWR|8BEXP|9VULN|aCDMG
944	12261 24326	   	163.07	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1DUST|24VULN|3CDMG|5DMG|6AART|7SELL|8RCR|9MLV|aASPD
945	12261 24351	   	163.07	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DUST|24VULN|3CDMG|5DMG|6AART|7SELL|8RCR|9LWND|aDUR
946	12261 24361	   	163.07	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DUST|24VULN|3CDMG|5DMG|6AART|7SELL|8RCR|9BEXP|aDUR
947	42523 13232	   	163.05	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3AART|45ERES|5BPWR|6aVULN|7LHND|8DMG|9ZMB
948	42634 31122	   	163.02	ACR|2AART|2VULN|1CDMG|1ASPD	1RCVC|2RCR|39VULN|4ASPD|5aAART|6CDMG|7FEWX|8MLV
949	42634 33122	   	163.02	ACR|2AART|2VULN|1CDMG|1ASPD	1RCVC|2RCR|39VULN|4ASPD|5aAART|6CDMG|7BEXP|8MLV
950	42223 11632	 * 	163.00	ACR|4VULN|2ZMB|1CDMG|1SELL	1RCVC|2RCR|39LWND|4789VULN|59ZMB|6SELL|9BPWR|aCDMG
951	13534 11234	   	162.99	ACR|2VULN|2DMG|1AART|1SELL	1DUST|25LHND|3RCR|45DMG|5BPWR|6SELL|78VULN|9CGEN|aAART
952	21534 11233	   	162.99	ACR|2VULN|2DMG|1AART|1SELL	1LEGI|25LHND|3RCR|45DMG|5BPWR|6SELL|78VULN|9CGEN|aAART
953	21534 11262	   	162.99	ACR|2VULN|2DMG|1AART|1SELL	1LEGI|25LHND|3RCR|45DMG|5BPWR|6SELL|78VULN|9FEWX|aAART
954	14363 21422	   	162.98	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2RPLT|3AART|4aVULN|5DMG|6RCR|7FEWX|8CDMG|9RMIN
955	12261 24311	   	162.97	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DUST|24VULN|3CDMG|5DMG|6AART|7SELL|8RCR|9MBVNT|aDUR
956	12261 24341	   	162.97	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	19DUST|24VULN|3CDMG|5DMG|6AART|7SELL|8RCR|aDUR
957	25261 24311	   	162.97	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1LEGI|24VULN|3CDMG|5DMG|6AART|7SELL|8RCR|9MBVNT|aDUR
958	14313 25162	   	162.96	DCR|3DMG|1AART|1ZMB|1DUR	17DUST|2RPLT|3AART|47FEWX|578DMG|6RCR|7BPWR|9ZMB|aDUR
959	14333 25133	   	162.96	DCR|3DMG|1AART|1ZMB|1DUR	17DUST|2RPLT|3AART|47LHND|578DMG|6RCR|7BPWR|9DUR|aZMB
960	14333 25162	   	162.96	DCR|3DMG|1AART|1ZMB|1DUR	17DUST|2RPLT|3AART|47LHND|578DMG|6RCR|7BPWR|9ZMB|aDUR
961	13534 11214	   	162.89	ACR|2VULN|2DMG|1AART|1SELL	1DUST|25LHND|3RCR|45DMG|5BPWR|6SELL|78VULN|9TLV|aAART
962	13534 11222	   	162.89	ACR|2VULN|2DMG|1AART|1SELL	1DUST|25LHND|3RCR|45DMG|5BPWR|6SELL|78VULN|9ERES|aAART
963	16534 11222	   	162.89	ACR|2VULN|2DMG|1AART|1SELL	1DUST|25LWND|3RCR|45DMG|5BPWR|6SELL|78VULN|9ERES|aAART
964	21534 11213	   	162.89	ACR|2VULN|2DMG|1AART|1SELL	1LEGI|25LHND|3RCR|45DMG|5BPWR|6SELL|78VULN|9TLV|aAART
965	12531 11662	   	162.86	ACR|4VULN|1DMG|1ZMB|1SELL	1DUST|278aVULN|3RCR|4DMG|5RCVC|6SELL|9ZMB
966	42235 24231	   	162.85	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|37LWND|4AART|57CGEN|67VULN|7BPWR|8DMG|9ZMB|aLHND
967	42235 24233	   	162.85	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|37LWND|4AART|57CGEN|67VULN|7BPWR|8DMG|9ZMB|aBEXP
968	42651 31244	   	162.82	ACR|2VULN|2DMG|1CDMG|1DUR	1RCVC|2RCR|37VULN|4CDMG|5aDMG|6MBVNT|8DUST|9DUR
969	12532 53325	   	162.79	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	189DUST|2VULN|3RCR|4DMG|57AART|6DUR|aCDMG
970	42621 62333	   	162.78	ACR|3VULN|1AART|1ZMB|1DUR	1RCVC|2RCR|34aVULN|5MLV|6ZMB|7DMSP|8AART|9DUR
971	61312 33323	   	162.75	DCR|2VULN|2DMG|2DUR|1ZMB	1AIRHEL|2DUST|3aDMG|4aVULN|5ERES|6RCR|7aDUR|8CGEN|9ZMB|aBPWR
