0	Index      	 *	Score 	Summary	Detail	
1	32421 61336	 * 	181.27	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG|1ASPD	12ZMB|3FEWX|47VULN|5CDMG|6RCR|8ASPD|9AART|aDMG
828	14252 14451	   	153.44	DCR|2VULN|1AART|1ZMB|1DUR|1ASPD	1LHND|2MBVNT|3aVULN|4AART|5DUR|6RCR|7ZMB|8SNIHEL|9ASPD
829	26335 12235	   	153.44	ACR|3DMG|1AART|1ZMB	1LIT|2LWND|3RCR|4RCVC|5ZMB|6BEXP|79aDMG|8AART
830	26366 12213	 * 	153.43	ACR|2AART|2VULN|1CDMG|1SELL	1LIT|26LWND|3RCR|4CDMG|5aAART|79VULN|8SELL
831	52235 13511	   	153.42	DCR|2VULN|1AART|2ASPD|1CDMG|1SELL	15FEWX|2LHND|37VULN|45ASPD|5BPWR|6RCR|8AART|9CDMG|aSELL
832	21531 65222	   	153.41	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2LSRHEA|3DUR|4aVULN|5CDMG|6RCR|7TLV|8ZMB|9DMG
833	21531 66132	   	153.41	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2LSRHEA|3DUR|4aVULN|5CDMG|6RCR|7ZMB|8DMG|9ERES
834	13213 42828	   	153.39	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1LHND|2LWND|3VULN|4MBVNT|5CDMG|6RCR|7DMG|8AART|9FEWX|aZMB
835	32122 13564	 * 	153.39	DCR|3VULN|1AART|1DMG|2ZMB|1MSE	12ZMB|3LWND|47aVULN|5MSE|6RCR|8AART|9DMG
836	14251 14215	   	153.39	DCR|2AART|1VULN|1DMG|1ZMB	1LHND|2MBVNT|3VULN|48AART|5DUST|6RCR|7ZMB|9ERES|aDMG
837	14251 14235	   	153.39	DCR|2AART|1VULN|1DMG|1ZMB	1LHND|2MBVNT|3VULN|48AART|5DUST|6RCR|7ZMB|9NUKE|aDMG
838	13232 42624	   	153.38	DCR|2VULN|1AART|1DMG|2ASPD	1LHND|25LWND|3aVULN|46ASPD|7AART|8DMG|9RCR
839	12325 13524	   	153.36	DCR|2VULN|1AART|1DMG|1DUR	12LHND|37VULN|49BEXP|5DMG|6RCR|8AART|aDUR
840	12325 13534	   	153.36	DCR|2VULN|1AART|1DMG|1DUR	129LHND|37VULN|4BEXP|5DMG|6RCR|8AART|aDUR
841	15231 62134	   	153.36	DCR|2DMG|1VULN|2CDMG|1ASPD|1DUR	1LHND|2DUST|3VULN|4ASPD|5DUR|69CDMG|7RCR|8aDMG
842	22411 23325	   	153.36	DCR|2VULN|2DMG|1CDMG	13aLIT|2aVULN|45RMIN|6RCR|7ERES|8CDMG|9aDMG|aBPWR
843	22535 25321	   	153.36	DCR|2VULN|2DMG|1CDMG	1LIT|25VULN|345CGEN|5BPWR|6RCR|79DMG|8CDMG|aMLV
844	54224 22415	   	153.35	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|2MBVNT|34VULN|5RCR|6DUST|7AART|8ZMB|9ERES|aDMG
845	26335 32235	   	153.34	ACR|3DMG|1AART|1ZMB	1LIT|2LWND|3RCR|4RCVC|5ZMB|6DUST|79aDMG|8AART
846	15235 13511	   	153.32	DCR|2VULN|1AART|2ASPD|1CDMG|1SELL	15LHND|2DUST|37VULN|45ASPD|5BPWR|6RCR|8AART|9CDMG|aSELL
847	14258 11121	   	153.32	DCR|2VULN|1AART|1CDMG|1ZMB	1LHND|2MBVNT|39VULN|4AART|5FEWX|6RCR|7BEXP|8CDMG|aZMB
848	14258 14324	   	153.32	DCR|2VULN|1AART|1CDMG|1ZMB	1LHND|2MBVNT|38VULN|4AART|59FEWX|6RCR|7ZMB|aCDMG
849	14258 14334	   	153.32	DCR|2VULN|1AART|1CDMG|1ZMB	19LHND|2MBVNT|38VULN|4AART|5FEWX|6RCR|7ZMB|aCDMG
850	14258 14341	   	153.32	DCR|2VULN|1AART|1CDMG|1ZMB	1LHND|2MBVNT|38VULN|4AART|5FEWX|6RCR|7ZMB|9CDMG|aLWND
851	14258 14343	   	153.32	DCR|2VULN|1AART|1CDMG|1ZMB	1aLHND|2MBVNT|38VULN|4AART|5FEWX|6RCR|7ZMB|9CDMG
852	14258 14344	   	153.32	DCR|2VULN|1AART|1CDMG|1ZMB	1LHND|2MBVNT|38VULN|4AART|5FEWX|6RCR|7ZMB|9CDMG|aCGEN
853	13213 42838	   	153.29	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LHND|2LWND|3VULN|4MBVNT|5CDMG|6RCR|7DMG|8AART|9TLV|aZMB
854	32521 53332	   	153.27	DCR|2AART|1VULN|2ZMB|1CDMG|1DUR	12ZMB|3LHND|4VULN|5CDMG|6LIT|7RCR|8aAART|9DUR
855	32145 61311	   	153.26	DCR|4VULN|2ZMB|1DUR|1SELL	12ZMB|3LWND|4SELL|5DUR|6RCR|789aVULN
856	13213 45416	   	153.26	DCR|2VULN|2DMG|1CDMG	1aLHND|2aLWND|37VULN|4MBVNT|5CDMG|6RCR|8aDMG|9LEGI|aBPWR
857	22411 25315	   	153.26	DCR|2VULN|2DMG|1CDMG	13LIT|29VULN|45RMIN|6RCR|7aDMG|8CDMG
858	22532 25315	   	153.26	DCR|2VULN|2DMG|1CDMG	1LIT|29VULN|34CGEN|5RCVC|6RCR|7aDMG|8CDMG
859	22532 25523	   	153.26	DCR|2VULN|2DMG|1CDMG	1LIT|29VULN|34CGEN|5RCVC|6RCR|78DMG|aCDMG
860	22535 25322	   	153.26	DCR|2VULN|2DMG|1CDMG	1LIT|25VULN|345CGEN|5BPWR|6RCR|79DMG|8CDMG|aERES
861	22535 25323	   	153.26	DCR|2VULN|2DMG|1CDMG	1LIT|25VULN|345CGEN|5BPWR|6RCR|79DMG|8CDMG|aTLV
862	22536 25321	   	153.26	DCR|2VULN|2DMG|1CDMG	1LIT|25VULN|34CGEN|6RCR|79DMG|8CDMG|aMLV
863	33421 61512	   	153.26	DCR|3VULN|2ZMB|1CDMG|1DUR	18ZMB|2DUR|38MLV|4CGEN|5CDMG|6RCR|789VULN|8BPWR|aLHND
864	33421 61521	   	153.26	DCR|3VULN|2ZMB|1CDMG|1DUR	18ZMB|2DUR|38MLV|49CGEN|5CDMG|6RCR|78aVULN|8BPWR
865	13231 22333	   	153.25	DCR|3VULN|1AART|1ASPD|1DUR|1SELL	1LHND|2LWND|36aVULN|4ASPD|5DUR|7RCR|8AART|9SELL
866	13241 22333	   	153.25	DCR|3VULN|1AART|1ASPD|1DUR|1SELL	1LHND|2LWND|36aVULN|4DUR|5ASPD|7RCR|8AART|9SELL
867	14251 15121	   	153.22	DCR|2VULN|1AART|1CDMG|1ZMB	1LHND|2MBVNT|39VULN|4AART|5DUST|6RCR|7FEWX|8CDMG|aZMB
868	14258 14342	   	153.22	DCR|2VULN|1AART|1CDMG|1ZMB	1LHND|2MBVNT|38VULN|4AART|5FEWX|6RCR|7ZMB|9CDMG|aERES
869	33121 11433	   	153.20	DCR|1AART|1VULN|1CDMG|2DUR|1ZMB|1ASPD	1ZMB|25DUR|3BEXP|4FEWX|6RCR|7AART|8ASPD|9VULN|aCDMG
870	33151 11433	   	153.20	DCR|1AART|1VULN|1CDMG|2DUR|1ZMB|1ASPD	1ZMB|25DUR|3BEXP|4LWND|6RCR|7AART|8ASPD|9VULN|aCDMG
871	22321 36562	   	153.18	DCR|4VULN|1DMG|1ZMB	1LIT|2458VULN|34FEWX|4BPWR|6DUST|7ZMB|9DMG|aRCR
872	53262 12225	   	153.16	DCR|2VULN|1AART|2CDMG|1DUR	1FEWX|2DUR|34VULN|5ERES|6RCR|7aCDMG|8AART|9BELT
873	13213 42345	   	153.16	DCR|2VULN|2DMG|1CDMG	1LHND|2LWND|39VULN|4MBVNT|5CDMG|6RCR|7aDMG|8CGEN
874	14428 42345	   	153.16	DCR|2VULN|2DMG|1CDMG	1LHND|2MBVNT|3FEWX|49VULN|5CDMG|6RCR|7aDMG|8CGEN
875	22231 63625	   	153.16	DCR|2VULN|2DMG|1CDMG	1LIT|28VULN|3LWND|4AIRHEL|5CDMG|6RCR|7BEXP|9aDMG
876	22536 25322	   	153.16	DCR|2VULN|2DMG|1CDMG	1LIT|25VULN|34CGEN|6RCR|79DMG|8CDMG|aERES
877	22536 25323	   	153.16	DCR|2VULN|2DMG|1CDMG	1LIT|25VULN|34CGEN|6RCR|79DMG|8CDMG|aTLV
878	52218 42345	   	153.16	DCR|2VULN|2DMG|1CDMG	1FEWX|2LHND|39VULN|4MBVNT|5CDMG|6RCR|7aDMG|8CGEN
879	52242 11261	   	153.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|2LHND|37VULN|4AART|5DUR|6ZMB|8CDMG|9RCR|aLWND
880	52242 11263	   	153.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|2aLHND|37VULN|4AART|5DUR|6ZMB|8CDMG|9RCR
881	13213 32868	   	153.13	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LHND|2LWND|3VULN|4MBVNT|5CDMG|6DUR|7DMG|8AART|9RCR|aZMB
882	14251 14318	   	153.12	DCR|2VULN|1AART|1CDMG|1ZMB	1LHND|2MBVNT|38VULN|4AART|5DUST|6RCR|7ZMB|9ERES|aCDMG
883	14251 14338	   	153.12	DCR|2VULN|1AART|1CDMG|1ZMB	1LHND|2MBVNT|38VULN|4AART|5DUST|6RCR|7ZMB|9NUKE|aCDMG
884	33161 11433	   	153.10	DCR|1AART|1VULN|1CDMG|2DUR|1ZMB|1ASPD	1ZMB|25DUR|3BEXP|4DUST|6RCR|7AART|8ASPD|9VULN|aCDMG
885	26326 62112	   	153.08	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2LWND|3RCR|4AIRHEL|5DUR|68VULN|7DMG|9AART|aRMIN
886	54224 34383	   	153.07	ACR|2VULN|2DMG|1ZMB|1DUR	1FEWX|2MBVNT|34VULN|5RCR|6DMSP|7DUR|8ZMB|9aDMG
887	13213 45475	   	153.06	DCR|2VULN|2DMG|1CDMG	1LHND|2LWND|37VULN|4MBVNT|5CDMG|6RCR|8aDMG|9TLV
888	32121 61312	   	153.06	DCR|3VULN|2ZMB|1CDMG|1DUR	12ZMB|3LWND|479VULN|5CDMG|6RCR|8DUR|aLHND
889	32121 61314	   	153.06	DCR|3VULN|2ZMB|1CDMG|1DUR	12ZMB|3LWND|479VULN|5CDMG|6RCR|8DUR|aBEXP
890	32121 61321	   	153.06	DCR|3VULN|2ZMB|1CDMG|1DUR	12ZMB|3LWND|47aVULN|5CDMG|6RCR|8DUR|9CGEN
891	32121 61351	   	153.06	DCR|3VULN|2ZMB|1CDMG|1DUR	12ZMB|3LWND|47aVULN|5CDMG|6RCR|8DUR|9RMIN
892	32121 61551	   	153.06	DCR|3VULN|2ZMB|1CDMG|1DUR	12ZMB|3LWND|47aVULN|5CDMG|6RCR|8RMIN|9DUR
893	32121 63311	   	153.06	DCR|3VULN|2ZMB|1CDMG|1DUR	12ZMB|37LWND|49aVULN|5CDMG|6RCR|8DUR
894	32421 61212	   	153.06	DCR|3VULN|2ZMB|1CDMG|1DUR	12ZMB|3FEWX|479VULN|5CDMG|6RCR|8DUR|aLHND
895	32421 61214	   	153.06	DCR|3VULN|2ZMB|1CDMG|1DUR	12ZMB|3FEWX|479VULN|5CDMG|6RCR|8DUR|aBEXP
896	32421 61221	   	153.06	DCR|3VULN|2ZMB|1CDMG|1DUR	12ZMB|3FEWX|47aVULN|5CDMG|6RCR|8DUR|9CGEN
897	32421 61251	   	153.06	DCR|3VULN|2ZMB|1CDMG|1DUR	12ZMB|3FEWX|47aVULN|5CDMG|6RCR|8DUR|9RMIN
898	32421 61321	   	153.06	DCR|3VULN|2ZMB|1CDMG|1ASPD	12ZMB|3FEWX|47aVULN|5CDMG|6RCR|8ASPD|9MLV
899	32421 61341	   	153.06	DCR|3VULN|2ZMB|1CDMG|1ASPD	12ZMB|3FEWX|47aVULN|5CDMG|6RCR|8ASPD|9BEXP
900	32421 62211	   	153.06	DCR|3VULN|2ZMB|1CDMG|1DUR	12ZMB|37FEWX|49aVULN|5CDMG|6RCR|8DUR
901	32516 12326	   	153.06	DCR|3VULN|2ZMB|1CDMG|1DUR	12ZMB|3LHND|4BEXP|5DUR|6RCR|7CDMG|89aVULN
902	32521 61312	   	153.06	DCR|3VULN|2ZMB|1CDMG|1DUR	12ZMB|3aLHND|479VULN|5CDMG|6RCR|8DUR
903	32521 61314	   	153.06	DCR|3VULN|2ZMB|1CDMG|1DUR	12ZMB|3LHND|479VULN|5CDMG|6RCR|8DUR|aBEXP
904	32521 61321	   	153.06	DCR|3VULN|2ZMB|1CDMG|1DUR	12ZMB|3LHND|47aVULN|5CDMG|6RCR|8DUR|9CGEN
905	32521 61351	   	153.06	DCR|3VULN|2ZMB|1CDMG|1DUR	12ZMB|3LHND|47aVULN|5CDMG|6RCR|8DUR|9RMIN
906	32521 62226	   	153.06	DCR|3VULN|2ZMB|1CDMG|1DUR	12ZMB|3LHND|49aVULN|5CDMG|6RCR|7FEWX|8DUR
907	14254 31543	   	153.05	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LHND|2MBVNT|37VULN|4AART|5ZMB|6BEXP|8ASPD|9RCR|aCDMG
908	52242 11262	   	153.05	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|2LHND|37VULN|4AART|5DUR|6ZMB|8CDMG|9RCR|aERES
909	14251 45211	   	153.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2MBVNT|3VULN|4AART|5DUST|6CDMG|7ZMB|8DMG|9DUR|aRCR
910	26366 11223	   	152.99	ACR|2DMG|1AART|1CDMG|1ZMB|1SELL	1LIT|26LWND|3RCR|4CDMG|5AART|7SELL|8ZMB|9aDMG
911	21465 21124	 * 	152.98	ACR|2VULN|3CDMG|1DMG|1DUR	1aLIT|2LSRHEA|37aCDMG|4RCR|5MBVNT|6DUR|8DMG|9aVULN|aBPWR
912	32221 66133	   	152.97	DCR|2VULN|3ZMB|3CDMG|1DMG|1MSE	128ZMB|3MSE|48VULN|589CDMG|6RCR|7NUKE|8BPWR|aDMG
913	32121 61315	   	152.96	DCR|3VULN|2ZMB|1CDMG|1DUR	12ZMB|3LWND|479VULN|5CDMG|6RCR|8DUR|aMBVNT
914	32121 61341	   	152.96	DCR|3VULN|2ZMB|1CDMG|1DUR	12ZMB|3LWND|47aVULN|5CDMG|6RCR|8DUR|9ERES
915	32421 61215	   	152.96	DCR|3VULN|2ZMB|1CDMG|1DUR	12ZMB|3FEWX|479VULN|5CDMG|6RCR|8DUR|aMBVNT
916	32421 61241	   	152.96	DCR|3VULN|2ZMB|1CDMG|1DUR	12ZMB|3FEWX|47aVULN|5CDMG|6RCR|8DUR|9ERES
917	32421 61361	   	152.96	DCR|3VULN|2ZMB|1CDMG|1ASPD	12ZMB|3FEWX|47aVULN|5CDMG|6RCR|8ASPD|9LEGI
918	32521 61315	   	152.96	DCR|3VULN|2ZMB|1CDMG|1DUR	12ZMB|3LHND|479VULN|5CDMG|6RCR|8DUR|aMBVNT
919	32521 61341	   	152.96	DCR|3VULN|2ZMB|1CDMG|1DUR	12ZMB|3LHND|47aVULN|5CDMG|6RCR|8DUR|9ERES
920	14433 45433	   	152.92	DCR|2VULN|2DMG|1CDMG|1SELL	1LHND|2MBVNT|3FEWX|4SELL|57VULN|6RCR|8aDMG|9CDMG
921	32651 31223	   	152.90	DCR|4VULN|3ZMB	128ZMB|3RPLT|4568VULN|78ERES|8BPWR|9RCR|aCGEN
922	32651 31225	   	152.90	DCR|4VULN|3ZMB	128ZMB|3RPLT|4568VULN|78ERES|8BPWR|9RCR|aFEWX
923	54431 31383	   	152.90	DCR|2VULN|2DMG|1CDMG|1ASPD	13FEWX|2MBVNT|4aDMG|5CDMG|67VULN|8ASPD|9RCR
924	12325 16623	   	152.89	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	12LHND|3VULN|4BEXP|5DMG|6RCR|7LWND|8ZMB|9AART|aCDMG
925	12425 13623	   	152.89	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	12LHND|3LWND|4BEXP|5DMG|6RCR|7VULN|8ZMB|9AART|aCDMG
926	13223 12223	   	152.89	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	14LHND|2LWND|3VULN|5ZMB|6RCR|7BEXP|8DMG|9AART|aCDMG
927	13235 12624	   	152.89	DCR|1AART|1DMG|1VULN|2ASPD|1ZMB	15LHND|2LWND|3VULN|45ASPD|5BPWR|6RCR|7BEXP|8ZMB|9AART|aDMG
928	16152 13223	   	152.89	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1LHND|2ZMB|3BEXP|45LWND|6RCR|7VULN|8DMG|9AART|aCDMG
929	31322 13223	   	152.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2CGEN|3VULN|4BEXP|5RMIN|6RCR|7LHND|8DMG|9AART|aCDMG
930	62322 13223	   	152.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MLV|2ZMB|3VULN|4BEXP|5RMIN|6RCR|7LHND|8DMG|9AART|aCDMG
931	62355 12233	   	152.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MLV|2ZMB|3VULN|4LWND|5CGEN|6RCR|7BEXP|8DMG|9AART|aCDMG
932	22231 66125	   	152.89	DCR|2DMG|1VULN|2CDMG|1ZMB	1LIT|2VULN|3LWND|4AIRHEL|5aCDMG|6RCR|7ZMB|89DMG
933	51521 61331	   	152.86	DCR|2VULN|1AART|2ASPD|1CDMG	13FEWX|2NUKE|47VULN|5CDMG|6RCR|8aASPD|9AART
934	32121 61316	   	152.81	DCR|3VULN|2ZMB|1CDMG|1DUR|1SELL	12ZMB|3LWND|479VULN|5CDMG|6RCR|8DUR|aSELL
935	32145 61313	   	152.81	DCR|3VULN|2ZMB|1CDMG|1DUR|1SELL	12ZMB|3LWND|4SELL|5DUR|6RCR|789VULN|aCDMG
936	32421 61216	   	152.81	DCR|3VULN|2ZMB|1CDMG|1DUR|1SELL	12ZMB|3FEWX|479VULN|5CDMG|6RCR|8DUR|aSELL
937	32521 61316	   	152.81	DCR|3VULN|2ZMB|1CDMG|1DUR|1SELL	12ZMB|3LHND|479VULN|5CDMG|6RCR|8DUR|aSELL
938	32651 31221	   	152.80	DCR|4VULN|3ZMB	128ZMB|3RPLT|4568VULN|78aERES|8BPWR|9RCR
939	12215 13633	   	152.79	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	12LHND|3BEXP|4LEGI|5DMG|6RCR|7VULN|8ZMB|9AART|aCDMG
940	13213 42478	   	152.79	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1LHND|2LWND|3VULN|4MBVNT|5CDMG|6RCR|7DMG|8FEWX|9AART|aZMB
941	31326 14223	   	152.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2CGEN|3VULN|4BEXP|5TLV|6RCR|7LHND|8DMG|9AART|aCDMG
942	31352 12233	   	152.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2CGEN|3VULN|4LWND|5ERES|6RCR|7BEXP|8DMG|9AART|aCDMG
943	36322 13223	   	152.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3VULN|4BEXP|5RMIN|6RCR|7LHND|8DMG|9AART|aCDMG
944	36355 12233	   	152.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3VULN|4LWND|5CGEN|6RCR|7BEXP|8DMG|9AART|aCDMG
945	62326 14223	   	152.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MLV|2ZMB|3VULN|4BEXP|5ERES|6RCR|7LHND|8DMG|9AART|aCDMG
946	62352 12233	   	152.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MLV|2ZMB|3VULN|4LWND|5ERES|6RCR|7BEXP|8DMG|9AART|aCDMG
947	32121 65134	   	152.79	DCR|3ZMB|1VULN|1DMG|2CDMG	128ZMB|38LWND|4VULN|59CDMG|6RCR|78ERES|8BPWR|aDMG
948	32423 25613	 * 	152.75	DCR|2DMG|3ZMB|1VULN|1DUR	129ZMB|39FEWX|4VULN|5LIT|6RCVC|79DMG|8RCR|9BPWR|aDUR
949	36326 14223	   	152.69	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3VULN|4BEXP|5ERES|6RCR|7LHND|8DMG|9AART|aCDMG
950	36352 12233	   	152.69	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3VULN|4LWND|5ERES|6RCR|7BEXP|8DMG|9AART|aCDMG
951	33121 11534	   	152.67	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1ZMB|25DUR|3BEXP|4FEWX|6RCR|7AART|8MLV|9VULN|aDMG
952	33151 11264	   	152.67	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1ZMB|25DUR|3BEXP|48LWND|6RCR|7AART|9DMG|aVULN
953	33151 11534	   	152.67	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1ZMB|25DUR|3BEXP|4LWND|6RCR|7AART|8MLV|9VULN|aDMG
954	33321 11264	   	152.67	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1ZMB|25DUR|38LWND|4FEWX|6RCR|7AART|9DMG|aVULN
955	33321 11534	   	152.67	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1ZMB|25DUR|3LWND|4FEWX|6RCR|7AART|8MLV|9VULN|aDMG
956	32121 11563	   	152.67	DCR|2VULN|1DMG|2ZMB|1CDMG|1ASPD	12ZMB|3LWND|47VULN|5CDMG|6LHND|8RCR|9DMG|aASPD
957	32421 11563	   	152.67	DCR|2VULN|1DMG|2ZMB|1CDMG|1ASPD	12ZMB|3FEWX|47VULN|5CDMG|6LWND|8RCR|9DMG|aASPD
958	32421 22561	   	152.67	DCR|2VULN|1DMG|2ZMB|1CDMG|1DUR	12ZMB|37FEWX|4aVULN|5CDMG|6DUR|8RCR|9DMG
959	32521 11563	   	152.67	DCR|2VULN|1DMG|2ZMB|1CDMG|1ASPD	12ZMB|3LHND|47VULN|5CDMG|6LWND|8RCR|9DMG|aASPD
960	54212 35221	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2MBVNT|36VULN|4RPLT|5AART|7RCR|8DMG|9DUR|aMLV
961	54212 35222	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2MBVNT|36VULN|4RPLT|5AART|7RCR|8DMG|9DUR|aLWND
962	54212 35223	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2MBVNT|36VULN|4RPLT|5AART|7RCR|8DMG|9DUR|aDMSP
963	54212 35224	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2MBVNT|36VULN|4RPLT|5AART|7RCR|8DMG|9DUR|aRMIN
964	54212 35232	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2MBVNT|36VULN|4RPLT|5AART|7RCR|8DMG|9BELT|aDUR
965	33161 11534	   	152.57	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1ZMB|25DUR|3BEXP|4DUST|6RCR|7AART|8MLV|9VULN|aDMG
966	33361 11264	   	152.57	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1ZMB|25DUR|38LWND|4DUST|6RCR|7AART|9DMG|aVULN
967	33361 11534	   	152.57	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1ZMB|25DUR|3LWND|4DUST|6RCR|7AART|8MLV|9VULN|aDMG
968	32421 33563	   	152.57	DCR|2VULN|1DMG|2ZMB|1CDMG|1ASPD	12ZMB|3FEWX|46VULN|5CDMG|7DUST|8RCR|9DMG|aASPD
969	33623 32623	   	152.55	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3RMIN|4FEWX|5AART|68VULN|7RCVC|9RCR|aCDMG
970	33663 32623	   	152.55	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3RMIN|4BEXP|5AART|68VULN|7RCVC|9RCR|aCDMG
971	53223 22132	   	152.55	DCR|4VULN|2DUR|1ZMB	1FEWX|28DUR|369aVULN|4LHND|5ZMB|7RCR
972	35121 66121	   	152.53	DCR|3VULN|2CDMG|2ZMB	18ZMB|2RCVC|3LWND|48aVULN|58CDMG|6RCR|7NUKE|8BPWR|9MLV
973	36221 61513	   	152.53	DCR|3VULN|2CDMG|2ZMB	18ZMB|2TLV|38BEXP|4CGEN|5aCDMG|6RCR|789VULN|8BPWR
974	31312 52543	   	152.45	ACR|2VULN|1AART|1DMG|1ZMB	1ZMB|2CGEN|3aVULN|4DMSP|5RCR|6RPLT|7DMG|8LSRICY|9AART
975	31412 52623	   	152.45	ACR|2VULN|1AART|1DMG|1ZMB	1ZMB|2CGEN|3LWND|4DMSP|5RCR|6RPLT|7DMG|8aVULN|9AART
976	62312 32653	   	152.45	ACR|2VULN|1AART|1DMG|1ZMB	1MLV|2ZMB|38VULN|4DMSP|5RCR|6LHND|7CGEN|9AART|aDMG
977	32111 61313	   	152.43	DCR|3VULN|2CDMG|2ZMB	12ZMB|3LWND|4BEXP|5aCDMG|6RCR|789VULN
978	32111 61331	   	152.43	DCR|3VULN|2CDMG|2ZMB	12ZMB|3LWND|4BEXP|59CDMG|6RCR|78aVULN
979	32121 61413	   	152.43	DCR|3VULN|2CDMG|2ZMB	12ZMB|3LWND|479VULN|5aCDMG|6RCR|8BEXP
980	32121 61431	   	152.43	DCR|3VULN|2CDMG|2ZMB	12ZMB|3LWND|47aVULN|59CDMG|6RCR|8BEXP
981	32121 61613	   	152.43	DCR|3VULN|2CDMG|2ZMB	12ZMB|3LWND|479VULN|5aCDMG|6RCR|8LHND
982	32121 61631	   	152.43	DCR|3VULN|2CDMG|2ZMB	12ZMB|3LWND|47aVULN|59CDMG|6RCR|8LHND
983	32421 61113	   	152.43	DCR|3VULN|2CDMG|2ZMB	12ZMB|3FEWX|479VULN|5aCDMG|6RCR|8LWND
984	32421 61131	   	152.43	DCR|3VULN|2CDMG|2ZMB	12ZMB|3FEWX|47aVULN|59CDMG|6RCR|8LWND
985	32421 61413	   	152.43	DCR|3VULN|2CDMG|2ZMB	12ZMB|3FEWX|479VULN|5aCDMG|6RCR|8BEXP
986	32421 61431	   	152.43	DCR|3VULN|2CDMG|2ZMB	12ZMB|3FEWX|47aVULN|59CDMG|6RCR|8BEXP
987	32421 61613	   	152.43	DCR|3VULN|2CDMG|2ZMB	12ZMB|3FEWX|479VULN|5aCDMG|6RCR|8LHND
988	32421 61631	   	152.43	DCR|3VULN|2CDMG|2ZMB	12ZMB|3FEWX|47aVULN|59CDMG|6RCR|8LHND
989	32511 61313	   	152.43	DCR|3VULN|2CDMG|2ZMB	12ZMB|3LHND|4BEXP|5aCDMG|6RCR|789VULN
990	32511 61331	   	152.43	DCR|3VULN|2CDMG|2ZMB	12ZMB|3LHND|4BEXP|59CDMG|6RCR|78aVULN
991	32521 61113	   	152.43	DCR|3VULN|2CDMG|2ZMB	12ZMB|3LHND|479VULN|5aCDMG|6RCR|8LWND
992	32521 61131	   	152.43	DCR|3VULN|2CDMG|2ZMB	12ZMB|3LHND|47aVULN|59CDMG|6RCR|8LWND
993	32521 61413	   	152.43	DCR|3VULN|2CDMG|2ZMB	12ZMB|3LHND|479VULN|5aCDMG|6RCR|8BEXP
994	32521 61431	   	152.43	DCR|3VULN|2CDMG|2ZMB	12ZMB|3LHND|47aVULN|59CDMG|6RCR|8BEXP
