0	Index      	 *	Score 	Summary	Detail	
1	12625 11511	 * 	185.95	DCR|2VULN|3ZMB|1AART|1DMG|2DUR	134ZMB|24DUR|4BPWR|59VULN|6RCR|7LIT|8DMG|aAART
804	45321 44236	   	156.55	DCR|2VULN|1AART|2ASPD|1ZMB|1DUR	1MBVNT|2RCVC|34ASPD|4BPWR|59VULN|6AART|7RCR|8DUR|aZMB
805	45142 43534	   	156.55	ACR|2VULN|1AART|1DMG|1ZMB	1MBVNT|23RCVC|4RCR|5CGEN|6AART|78VULN|9DMG|aZMB
806	26112 53362	   	156.55	ACR|2VULN|1AART|1DMG|1ZMB	18LWND|2BEXP|39VULN|4RCR|5DUST|6AART|7ZMB|aDMG
807	41131 18321	   	156.50	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1MBVNT|2DUST|3VULN|4ASPD|56DMG|7RCR|8DUR|9LIT|aAART
808	41136 18321	   	156.50	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1MBVNT|2DUST|35VULN|4ASPD|6DMG|7RCR|8DUR|9LIT|aAART
809	42136 42135	   	156.50	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1MBVNT|2RMIN|35VULN|4DUR|6AART|7DUST|8RCR|9ASPD|aDMG
810	43131 18314	   	156.48	DCR|2VULN|2DMG|2DUR|1ASPD	1MBVNT|2aFEWX|3aVULN|4ASPD|56DMG|7RCR|8aDUR|9RMIN|aBPWR
811	46131 18314	   	156.48	DCR|2VULN|2DMG|2DUR|1ASPD	1MBVNT|2aBEXP|3aVULN|4ASPD|56DMG|7RCR|8aDUR|9RMIN|aBPWR
812	26121 63613	   	156.48	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2BEXP|39VULN|4LIT|5CGEN|6AART|7CDMG|8RCR|aDMG
813	15432 63133	   	156.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|28VULN|3LHND|4DUR|5AART|6DMG|7MBVNT|9LWND|aRCR
814	15432 63433	   	156.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2VULN|3LHND|4DUR|5AART|68DMG|7MBVNT|9LWND|aRCR
815	32321 25265	   	156.41	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	14TLV|24DUR|3RCVC|4BPWR|59VULN|6ZMB|7RCR|8CDMG|aDMG
816	52321 25232	 * 	156.41	DCR|2VULN|2CDMG|2ASPD|2DUR|1ZMB	14ASPD|24DUR|3RCVC|4BPWR|5aVULN|6ZMB|7RCR|89CDMG
817	35112 63613	   	156.38	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|29VULN|3LIT|4LWND|5BEXP|6AART|7CDMG|8RCR|aDMG
818	12625 13513	   	156.33	DCR|2VULN|3ZMB|1CDMG|2DUR	134ZMB|24DUR|4BPWR|58VULN|6RCR|7CGEN|9RMIN|aCDMG
819	15631 13111	   	156.31	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	13ZMB|26VULN|4CGEN|5AART|7LSRHEA|8CDMG|9RCR|aDUR
820	23116 12653	 * 	156.28	ACR|3VULN|1DMG|2ASPD|1DUR	1aLWND|2DUR|38aVULN|4RCR|5FEWX|6DMG|7LEGI|9aASPD|aBPWR
821	41131 18314	   	156.28	DCR|2VULN|2DMG|2DUR|1ASPD	1MBVNT|2aDUST|3aVULN|4ASPD|56DMG|7RCR|8aDUR|9RMIN|aBPWR
822	52343 18413	   	156.28	DCR|2VULN|2DMG|2DUR|1ASPD	1ASPD|2aDUR|3RCVC|4MBVNT|59VULN|68DMG|7RCR
823	15552 43433	 * 	156.28	2VULN|2DMG|3ZMB|1AART|1CDMG|2DUR	178ZMB|29VULN|38DMG|48DUR|5MBVNT|6AART|8BPWR|aCDMG
824	43136 43132	   	156.28	DCR|2VULN|1AART|1DMG|2ASPD	1MBVNT|2FEWX|35VULN|49ASPD|6AART|7LHND|8RCR|aDMG
825	43136 46132	   	156.28	DCR|2VULN|1AART|1DMG|2ASPD	1MBVNT|2FEWX|35VULN|49ASPD|6AART|7BEXP|8RCR|aDMG
826	46136 43132	   	156.28	DCR|2VULN|1AART|1DMG|2ASPD	1MBVNT|2BEXP|35VULN|49ASPD|6AART|7LHND|8RCR|aDMG
827	46136 44132	   	156.28	DCR|2VULN|1AART|1DMG|2ASPD	1MBVNT|2BEXP|35VULN|49ASPD|6AART|7FEWX|8RCR|aDMG
828	48136 43132	   	156.28	DCR|2VULN|1AART|1DMG|2ASPD	1MBVNT|2LWND|35VULN|49ASPD|6AART|7LHND|8RCR|aDMG
829	48136 44132	   	156.28	DCR|2VULN|1AART|1DMG|2ASPD	1MBVNT|2LWND|35VULN|49ASPD|6AART|7FEWX|8RCR|aDMG
830	43136 42132	   	156.18	DCR|2VULN|1AART|1DMG|2ASPD	1MBVNT|2FEWX|35VULN|49ASPD|6AART|7DUST|8RCR|aDMG
831	46136 42132	   	156.18	DCR|2VULN|1AART|1DMG|2ASPD	1MBVNT|2BEXP|35VULN|49ASPD|6AART|7DUST|8RCR|aDMG
832	48136 42132	   	156.18	DCR|2VULN|1AART|1DMG|2ASPD	1MBVNT|2LWND|35VULN|49ASPD|6AART|7DUST|8RCR|aDMG
833	52213 54132	   	156.13	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	19ASPD|2DUR|3RMIN|4ZMB|5VULN|6LHND|7AART|8RCR|aDMG
834	15253 14123	   	156.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2VULN|3RMIN|4DUR|5LHND|6DMG|7AART|8RCR|9ERES|aCDMG
835	15431 34123	   	156.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2VULN|3LHND|4DUR|5DMG|6CGEN|7AART|8RCR|9ERES|aCDMG
836	42123 44334	   	156.13	DCR|2VULN|1AART|1DMG|1ZMB	1MBVNT|28RMIN|35VULN|4RCVC|6AART|7RCR|9DMG|aZMB
837	13625 12231	   	156.13	DCR|3ZMB|1AART|1DMG|1VULN	134ZMB|24BEXP|4BPWR|5VULN|6RCR|7LHND|8DMG|9CGEN|aAART
838	13625 12252	   	156.13	DCR|3ZMB|1AART|1DMG|1VULN	134ZMB|249BEXP|4BPWR|5VULN|6RCR|7LHND|8DMG|aAART
839	13625 12322	   	156.13	DCR|3ZMB|1AART|1DMG|1VULN	134ZMB|248BEXP|4BPWR|5VULN|6RCR|7LHND|9DMG|aAART
840	12625 11352	   	156.09	DCR|2VULN|3ZMB|1CDMG|2DUR|1SELL	134ZMB|24DUR|4BPWR|59VULN|6RCR|7LIT|8SELL|aCDMG
841	12321 15262	   	156.05	DCR|3VULN|2ZMB|1CDMG|2DUR	14ZMB|24DUR|3RCVC|4BPWR|59aVULN|6MLV|7RCR|8CDMG
842	26115 14122	   	156.05	ACR|2DMG|1AART|1VULN|1ZMB	1LWND|2BEXP|3VULN|4RCR|5RCVC|6aDMG|7AART|8ZMB|9RMIN
843	26116 14122	   	156.05	ACR|2DMG|1AART|1VULN|1ZMB	1LWND|25BEXP|3VULN|4RCR|6aDMG|7AART|8ZMB|9RMIN
844	12348 12412	   	156.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4MBVNT|5DUST|6DMG|7AART|8RCR|9CDMG|aVULN
845	12348 12473	   	156.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4MBVNT|5DUST|6DMG|7AART|8RCR|9VULN|aCDMG
846	32213 45163	   	156.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2DUR|3RMIN|4ZMB|5VULN|6MBVNT|7AART|8RCR|9DMG|aCDMG
847	32513 24123	   	156.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2DUR|3DMG|4ZMB|5VULN|6FEWX|7AART|8RCR|9ERES|aCDMG
848	32513 24153	   	156.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2DUR|3DMG|4ZMB|5VULN|6FEWX|7AART|8RCR|9NUKE|aCDMG
849	32513 34123	   	156.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2DUR|3DMG|4ZMB|5VULN|6BEXP|7AART|8RCR|9ERES|aCDMG
850	32513 34153	   	156.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2DUR|3DMG|4ZMB|5VULN|6BEXP|7AART|8RCR|9NUKE|aCDMG
851	32513 54123	   	156.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2DUR|3DMG|4ZMB|5VULN|6LHND|7AART|8RCR|9ERES|aCDMG
852	33513 64123	   	156.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2BEXP|3DMG|4ZMB|5VULN|6DUR|7AART|8RCR|9ERES|aCDMG
853	41745 12412	   	156.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1MBVNT|2DUST|3MLV|4ZMB|5ASPD|6DMG|7AART|8RCR|9CDMG|aVULN
854	51313 64132	   	156.03	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	19ASPD|2MLV|3DUST|4ZMB|5VULN|6DUR|7AART|8RCR|aDMG
855	23145 31632	   	156.01	DCR|3VULN|1AART|1CDMG|1DUR	14LWND|2DUR|38aVULN|5BEXP|6CDMG|7AART|9RCR
856	23155 31632	   	156.01	DCR|3VULN|1AART|1CDMG|1DUR	1LWND|2DUR|38aVULN|4RCVC|5BEXP|6CDMG|7AART|9RCR
857	26141 31632	   	156.01	DCR|3VULN|1AART|1CDMG|1DUR	14LWND|2BEXP|38aVULN|5DUR|6CDMG|7AART|9RCR
858	43123 45135	   	156.00	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MBVNT|2FEWX|36VULN|4DUR|5MLV|7AART|8RCR|9ASPD|aDMG
859	43144 15132	   	156.00	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1MBVNT|2FEWX|35VULN|4LHND|6DMG|7AART|8RCR|9ASPD|aDUR
860	46144 15132	   	156.00	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1MBVNT|2BEXP|35VULN|4LHND|6DMG|7AART|8RCR|9ASPD|aDUR
861	48124 15131	   	156.00	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MBVNT|2aLWND|35VULN|4DUR|6DMG|7AART|8RCR|9ASPD
862	48124 15132	   	156.00	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MBVNT|2LWND|35VULN|4DUR|6DMG|7AART|8RCR|9ASPD|aDMSP
863	48124 15133	   	156.00	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1MBVNT|2LWND|35VULN|4DUR|6DMG|7AART|8RCR|9ASPD|aLHND
864	23142 15135	   	156.00	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	14LWND|2DUR|3VULN|5MBVNT|6aDMG|7AART|8RCR|9ASPD
865	23152 15135	   	156.00	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1LWND|2DUR|3VULN|4RCVC|5MBVNT|6aDMG|7AART|8RCR|9ASPD
866	42131 35135	   	156.00	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1MBVNT|2RMIN|3VULN|4DUR|5aDMG|6CGEN|7AART|8RCR|9ASPD
867	44514 22521	   	155.98	ACR|2VULN|1AART|1DMG|2DUR	1MBVNT|2LIT|38DUR|4RCR|5DMG|6BEXP|7aVULN|9AART
