0	Index      	 *	Score 	Summary	Detail	
1	15611 12621	 * 	189.49	DCR|2VULN|1AART|1DMG|2ASPD|2DUR|1ZMB|2RCVC	18ASPD|26RCVC|38VULN|4AART|58DUR|7RCR|8BPWR|9DMG|aZMB
789	12611 22652	   	162.48	DCR|2VULN|1AART|3ASPD|3DUR	128ASPD|38VULN|4AART|568DUR|7RCR|8BPWR|9MLV|aBEXP
790	12611 22653	   	162.48	DCR|2VULN|1AART|3ASPD|3DUR	128ASPD|38VULN|4AART|568DUR|7RCR|8BPWR|9MLV|aCGEN
791	65111 22513	   	162.48	DCR|2DMG|1AART|1VULN|3DUR	1DMSP|29DMG|3LHND|4AART|56aDUR|7RCR|8VULN
792	53111 22513	   	162.46	DCR|2DMG|1AART|1VULN|2DUR	1RCVC|2TLV|3LEGI|4AART|56DUR|7RCR|8VULN|9aDMG
793	53611 22523	   	162.46	DCR|2VULN|1AART|1DMG|2DUR	1RCVC|2TLV|38VULN|4AART|56DUR|7RCR|9DMG|aERES
794	15611 12113	   	162.44	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR|2RCVC	1ASPD|26RCVC|3VULN|4AART|5DUR|7RCR|8CDMG|9RPLT|aDMG
795	15611 12153	   	162.44	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR|2RCVC	1ASPD|26RCVC|3VULN|4AART|5DUR|7RCR|8CDMG|9DMG|aCGEN
796	15111 12152	   	162.44	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR|2RCVC	1ASPD|26RCVC|3LHND|4AART|5DUR|7RCR|8CDMG|9DMG|aVULN
797	15111 12162	   	162.44	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR|2RCVC	1ASPD|26RCVC|3LHND|4AART|5DUR|7RCR|8CDMG|9VULN|aDMG
798	55611 22312	   	162.44	DCR|1AART|1VULN|1DMG|3DUR|2ASPD	1RCVC|2DMG|3VULN|4AART|568DUR|7RCR|9aASPD
799	33215 23426	   	162.43	ACR|2VULN|1AART|2CDMG|1DUR|1ASPD	1ERES|2DUR|3aVULN|4RCR|5AART|6RCVC|7ASPD|89CDMG
800	23214 42312	   	162.43	ACR|2VULN|1DMG|2ZMB|1CDMG|1DUR|1ASPD	1MLV|2DUR|38VULN|4RCR|5ASPD|67ZMB|9DMG|aCDMG
801	43214 42312	   	162.43	ACR|2VULN|1DMG|2ZMB|1CDMG|1DUR|1ASPD	1CGEN|2DUR|38VULN|4RCR|5ASPD|67ZMB|9DMG|aCDMG
802	23215 42326	   	162.42	ACR|3VULN|1AART|1CDMG|1DUR	1MLV|2DUR|38aVULN|4RCR|5AART|6BEXP|7CDMG|9LWND
803	25311 22513	   	162.36	DCR|2DMG|1AART|1VULN|2DUR	1MLV|2RCVC|3LHND|4AART|56DUR|7RCR|8VULN|9aDMG
804	25611 22522	   	162.36	DCR|2VULN|1AART|1DMG|2DUR	1MLV|2RCVC|38VULN|4AART|56DUR|7RCR|9DMG|aFEWX
805	25611 22613	   	162.36	DCR|2DMG|1AART|1VULN|2DUR	1MLV|2RCVC|3VULN|4AART|56DUR|7RCR|8LWND|9aDMG
806	45311 22513	   	162.36	DCR|2DMG|1AART|1VULN|2DUR	1CGEN|2RCVC|3LHND|4AART|56DUR|7RCR|8VULN|9aDMG
807	15611 12152	   	162.34	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD|2RCVC	1ASPD|26RCVC|3VULN|4AART|5DUR|7RCR|8CDMG|9DMG|aTLV
808	33214 42312	   	162.33	ACR|2VULN|1DMG|2ZMB|1CDMG|1DUR|1ASPD	1ERES|2DUR|38VULN|4RCR|5ASPD|67ZMB|9DMG|aCDMG
809	21215 52326	   	162.32	ACR|3VULN|1AART|1CDMG|1DUR	1MLV|2DUST|38aVULN|4RCR|5AART|6DUR|7CDMG|9LWND
810	23215 62326	   	162.32	ACR|3VULN|1AART|1CDMG|1DUR	1MLV|2DUR|38aVULN|4RCR|5AART|6DUST|7CDMG|9LWND
811	51843 11118	   	162.32	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1RCVC|2MBVNT|36DUR|4VULN|5AART|7RCR|8ZMB|9DMG|aASPD
812	23214 43325	   	162.31	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1MLV|2DUR|38VULN|4RCR|5ASPD|6ZMB|7FEWX|9AART|aCDMG
813	11411 24153	 * 	162.31	ACR|2VULN|2AART|2ASPD|2DUR	1aASPD|2DUST|3aDUR|4RCR|5LIT|6BEXP|79AART|8aVULN|aBPWR
814	21215 22113	   	162.30	ACR|2VULN|1AART|1DMG|1CDMG	1MLV|2DUST|37VULN|4RCR|5AART|6RCVC|8CDMG|9RPLT|aDMG
815	21215 22132	   	162.30	ACR|2VULN|1AART|1DMG|1CDMG	1MLV|2DUST|37VULN|4RCR|5AART|6RCVC|8CDMG|9LWND|aDMG
816	21215 22153	   	162.30	ACR|2VULN|1AART|1DMG|1CDMG	1MLV|2DUST|37VULN|4RCR|5AART|6RCVC|8CDMG|9DMG|aCGEN
817	21215 22156	   	162.30	ACR|2VULN|1AART|1DMG|1CDMG	1MLV|2DUST|37VULN|4RCR|5AART|6RCVC|8CDMG|9DMG|aLIT
818	41215 22113	   	162.30	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2DUST|37VULN|4RCR|5AART|6RCVC|8CDMG|9RPLT|aDMG
819	41215 22132	   	162.30	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2DUST|37VULN|4RCR|5AART|6RCVC|8CDMG|9LWND|aDMG
820	41215 22153	   	162.30	ACR|2VULN|1AART|1DMG|1CDMG	1aCGEN|2DUST|37VULN|4RCR|5AART|6RCVC|8CDMG|9DMG
821	25111 22513	   	162.26	DCR|2DMG|1AART|1VULN|2DUR	1MLV|2RCVC|3LEGI|4AART|56DUR|7RCR|8VULN|9aDMG
822	25611 22523	   	162.26	DCR|2VULN|1AART|1DMG|2DUR	1MLV|2RCVC|38VULN|4AART|56DUR|7RCR|9DMG|aERES
823	35611 22522	   	162.26	DCR|2VULN|1AART|1DMG|2DUR	1ERES|2RCVC|38VULN|4AART|56DUR|7RCR|9DMG|aFEWX
824	45111 22513	   	162.26	DCR|2DMG|1AART|1VULN|2DUR	1CGEN|2RCVC|3LEGI|4AART|56DUR|7RCR|8VULN|9aDMG
825	11653 22216	   	162.26	DCR|3VULN|1AART|1ZMB|1ASPD	1ASPD|2DUST|3BEXP|4AART|5LHND|6RCR|78aVULN|9ZMB
826	25611 22151	   	162.24	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	1MLV|2RCVC|3VULN|4AART|56aDUR|7RCR|8CDMG|9DMG
827	15611 12633	   	162.24	DCR|2VULN|1AART|3DUR|2ASPD|2RCVC	18ASPD|26RCVC|38VULN|4AART|58aDUR|7RCR|8BPWR|9LHND
828	11113 61415	   	162.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2DUST|3ZMB|4LHND|5AART|6RCVC|7RCR|8CDMG|9DMG|aVULN
829	33214 43325	   	162.21	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2DUR|38VULN|4RCR|5ASPD|6ZMB|7FEWX|9AART|aCDMG
830	31215 22132	   	162.20	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2DUST|37VULN|4RCR|5AART|6RCVC|8CDMG|9LWND|aDMG
831	31215 22153	   	162.20	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2DUST|37VULN|4RCR|5AART|6RCVC|8CDMG|9DMG|aCGEN
832	31215 22156	   	162.20	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2DUST|37VULN|4RCR|5AART|6RCVC|8CDMG|9DMG|aLIT
833	31215 26412	   	162.20	ACR|2DMG|1AART|1VULN|1CDMG	1ERES|2DUST|3VULN|4RCR|5AART|6RCVC|7MLV|8CDMG|9aDMG
834	11211 52531	   	162.19	ACR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1ASPD|2DUST|36VULN|4RCR|5LIT|7aCDMG|8AART|9ZMB
835	33215 22561	   	162.18	ACR|3VULN|1AART|1ZMB|1DUR	1ERES|2DUR|378VULN|4RCR|5AART|6RCVC|9MLV|aZMB
836	35611 22523	   	162.16	DCR|2VULN|1AART|1DMG|2DUR	1aERES|2RCVC|38VULN|4AART|56DUR|7RCR|9DMG
837	35611 22151	   	162.14	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	1ERES|2RCVC|3VULN|4AART|56aDUR|7RCR|8CDMG|9DMG
838	11232 62313	   	162.11	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1ASPD|2DUST|3VULN|4RCVC|5DMSP|6AART|7RCR|8DUR|9aDMG
839	11213 45312	 * 	162.10	ACR|2VULN|1DMG|2ZMB|2ASPD|1CDMG	17ASPD|27DUST|38VULN|4RCR|5CGEN|67ZMB|7BPWR|9DMG|aCDMG
840	11212 63252	   	162.10	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	18ASPD|2DUST|3VULN|4RCR|5FEWX|6AART|7DUR|9CDMG|aDMG
841	31215 23634	   	162.08	ACR|3VULN|1AART|1ZMB|1ASPD	1ERES|2DUST|38aVULN|4RCR|5AART|6RCVC|7ASPD|9ZMB
842	12612 52613	   	162.08	DCR|3VULN|1AART|3ASPD	128ASPD|38aVULN|4AART|568BEXP|7RCR|8BPWR|9LIT
843	24662 32122	   	162.07	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1MLV|24AART|35BEXP|6VULN|7RCR|8CDMG|9DUR|aDMG
844	23411 22513	   	162.06	DCR|2DMG|1AART|1VULN|2DUR	1MLV|25DUR|3RCVC|4AART|6LWND|7RCR|8VULN|9aDMG
845	23411 32522	   	162.06	DCR|2VULN|1AART|1DMG|2DUR	1MLV|25DUR|3RCVC|4AART|68VULN|7RCR|9DMG|aFEWX
846	23411 32524	   	162.06	DCR|2VULN|1AART|1DMG|2DUR	1MLV|25DUR|3RCVC|4AART|68VULN|7RCR|9DMG|aCGEN
847	23411 32525	   	162.06	DCR|2VULN|1AART|1DMG|2DUR	1MLV|25DUR|3RCVC|4AART|68VULN|7RCR|9DMG|aLIT
848	23411 32613	   	162.06	DCR|2DMG|1AART|1VULN|2DUR	1MLV|25DUR|3RCVC|4AART|6VULN|7RCR|8LWND|9aDMG
849	23412 62322	   	162.06	DCR|2DMG|1AART|1VULN|2DUR	1MLV|28DUR|3RCVC|4AART|59DMG|6CGEN|7RCR|aVULN
850	43411 22513	   	162.06	DCR|2DMG|1AART|1VULN|2DUR	1CGEN|25DUR|3RCVC|4AART|6LWND|7RCR|8VULN|9aDMG
851	43411 32522	   	162.06	DCR|2VULN|1AART|1DMG|2DUR	1CGEN|25DUR|3RCVC|4AART|68VULN|7RCR|9DMG|aFEWX
852	43411 32613	   	162.06	DCR|2DMG|1AART|1VULN|2DUR	1CGEN|25DUR|3RCVC|4AART|6VULN|7RCR|8LWND|9aDMG
853	43413 32326	   	162.06	DCR|2VULN|1AART|1DMG|2DUR	15CGEN|28DUR|3RCVC|4AART|6aVULN|7RCR|9DMG
854	51143 41883	   	162.06	DCR|2VULN|1AART|1DMG|2DUR	1RCVC|2MBVNT|36BEXP|46DUR|5AART|6BPWR|7RCR|89VULN|aDMG
855	11211 52636	 * 	162.03	ACR|2VULN|2AART|2CDMG|1ASPD	1ASPD|2DUST|36VULN|4RCR|5LIT|78CDMG|9aAART
856	12611 53216	   	162.01	DCR|2VULN|1AART|3ASPD|1CDMG|1DUR	127ASPD|38VULN|4AART|5DUR|6BEXP|9RCR|aCDMG
857	12612 13216	   	162.01	DCR|2VULN|1AART|3ASPD|1CDMG|1DUR	127ASPD|38VULN|4AART|5BEXP|6DUR|9RCR|aCDMG
858	51713 11213	   	162.00	DCR|3DMG|2VULN|2DUR	1RCVC|2MBVNT|389DMG|4DMSP|5BEXP|68VULN|78DUR|8BPWR|aRCR
859	51732 11213	   	162.00	DCR|3DMG|2VULN|2DUR	1RCVC|2MBVNT|389DMG|4LWND|5DMSP|68VULN|78DUR|8BPWR|aRCR
860	51734 11213	   	162.00	DCR|3DMG|2VULN|2DUR	1RCVC|2MBVNT|389DMG|45LWND|68VULN|78DUR|8BPWR|aRCR
861	51724 26313	   	162.00	DCR|3DMG|2VULN|2DUR	1RCVC|2MBVNT|379DMG|48DUR|57LWND|67VULN|7BPWR|aRCR
862	51773 11213	   	162.00	DCR|3DMG|2VULN|2DUR	1RCVC|2MBVNT|348DMG|48BPWR|59BEXP|68VULN|78DUR|aRCR
863	31215 61334	   	161.98	ACR|2AART|2VULN|2ASPD|1ZMB	1ERES|2DUST|3aVULN|4RCR|58AART|67ASPD|9ZMB
864	34662 32122	   	161.97	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1ERES|24AART|35BEXP|6VULN|7RCR|8CDMG|9DUR|aDMG
865	15611 12511	   	161.97	DCR|3VULN|1AART|1ASPD|1DUR|2RCVC	1ASPD|26RCVC|38aVULN|4AART|5DUR|7RCR|9BELT
866	51843 11413	   	161.96	DCR|2DMG|1AART|1VULN|2DUR	1RCVC|2MBVNT|36DUR|4VULN|5AART|7RCR|8RMIN|9aDMG
867	51843 11813	   	161.96	DCR|2VULN|1AART|1DMG|2DUR	1RCVC|2MBVNT|36DUR|48VULN|5AART|7RCR|9FEWX|aDMG
868	51843 11833	   	161.96	DCR|2VULN|1AART|1DMG|2DUR	1RCVC|2MBVNT|36DUR|48VULN|5AART|7RCR|9BEXP|aDMG
869	33411 32522	   	161.96	DCR|2VULN|1AART|1DMG|2DUR	1ERES|25DUR|3RCVC|4AART|68VULN|7RCR|9DMG|aFEWX
870	33411 32524	   	161.96	DCR|2VULN|1AART|1DMG|2DUR	1ERES|25DUR|3RCVC|4AART|68VULN|7RCR|9DMG|aCGEN
871	33411 32525	   	161.96	DCR|2VULN|1AART|1DMG|2DUR	1ERES|25DUR|3RCVC|4AART|68VULN|7RCR|9DMG|aLIT
872	51843 11283	   	161.96	DCR|2VULN|1AART|1DMG|2DUR	1RCVC|2MBVNT|36DUR|49VULN|5AART|7RCR|8LWND|aDMG
873	23411 32523	   	161.96	DCR|2VULN|1AART|1DMG|2DUR	1MLV|25DUR|3RCVC|4AART|68VULN|7RCR|9DMG|aERES
874	33412 62322	   	161.96	DCR|2DMG|1AART|1VULN|2DUR	1ERES|28DUR|3RCVC|4AART|59DMG|6CGEN|7RCR|aVULN
875	43411 32523	   	161.96	DCR|2VULN|1AART|1DMG|2DUR	1CGEN|25DUR|3RCVC|4AART|68VULN|7RCR|9DMG|aERES
876	51143 11883	   	161.96	DCR|2VULN|1AART|1DMG|2DUR	1RCVC|2MBVNT|3BEXP|46DUR|5AART|7RCR|89VULN|aDMG
877	23411 32151	   	161.94	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	1MLV|25aDUR|3RCVC|4AART|6VULN|7RCR|8CDMG|9DMG
878	43411 32151	   	161.94	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	1CGEN|25aDUR|3RCVC|4AART|6VULN|7RCR|8CDMG|9DMG
879	11214 51223	 * 	161.93	ACR|4VULN|3ASPD|2DUR	158ASPD|2DUST|368aVULN|4RCR|78DUR|8BPWR|9LIT
880	12611 33216	   	161.91	DCR|2VULN|1AART|3ASPD|1CDMG|1DUR	127ASPD|38VULN|4AART|5DUR|6DUST|9RCR|aCDMG
881	12613 13216	   	161.91	DCR|2VULN|1AART|3ASPD|1CDMG|1DUR	127ASPD|38VULN|4AART|5DUST|6DUR|9RCR|aCDMG
882	51742 11213	   	161.90	DCR|3DMG|2VULN|2DUR	1RCVC|2MBVNT|389DMG|4LEGI|5DMSP|68VULN|78DUR|8BPWR|aRCR
883	34536 32122	   	161.87	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	15ERES|24AART|3FEWX|6VULN|7RCR|8CDMG|9DUR|aDMG
884	33416 32326	   	161.86	DCR|2VULN|1AART|1DMG|2DUR	15ERES|28DUR|3RCVC|4AART|6aVULN|7RCR|9DMG
885	51843 11721	   	161.86	DCR|2VULN|1AART|1DMG|2DUR	1RCVC|2MBVNT|36DUR|49VULN|5AART|7RCR|8LSRREG|aDMG
886	33411 32523	   	161.86	DCR|2VULN|1AART|1DMG|2DUR	1aERES|25DUR|3RCVC|4AART|68VULN|7RCR|9DMG
887	12611 22164	   	161.86	DCR|1AART|1VULN|2ASPD|1CDMG|1FLTHEA|2DUR	12ASPD|3VULN|4AART|56DUR|7RCR|8CDMG|9MLV|aFLTHEA
888	14532 31131	 * 	161.86	DCR|4VULN|1AART|1ASPD	1ASPD|2AART|359aVULN|4BELT|67FEWX|8RCR
889	23215 23641	   	161.85	ACR|2VULN|1AART|2ASPD|1ZMB|1DUR	18MLV|2DUR|38VULN|4RCR|5AART|69RCVC|78ASPD|8BPWR|aZMB
890	23135 13312	   	161.84	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1MLV|29DUR|3ZMB|4CDMG|5RCR|6ERES|7AART|8VULN|aDMG
891	33135 33262	   	161.84	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ERES|28DUR|3ZMB|4CDMG|5RCR|6DMG|7AART|9RMIN|aVULN
892	33135 33311	   	161.84	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ERES|29DUR|3ZMB|4CDMG|5RCR|6DMG|7AART|8VULN|aRMIN
893	33135 33315	   	161.84	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ERES|29DUR|3ZMB|4CDMG|5RCR|6DMG|7AART|8VULN|aMLV
894	33135 33332	   	161.84	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ERES|2aDUR|3ZMB|4CDMG|5RCR|6DMG|7AART|8VULN|9MGNSTR
895	33535 33522	   	161.84	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ERES|29DUR|3RMIN|4CDMG|5RCR|6DMG|7AART|8ZMB|aVULN
896	43135 13312	   	161.84	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1CGEN|29DUR|3ZMB|4CDMG|5RCR|6ERES|7AART|8VULN|aDMG
897	23135 13252	   	161.84	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1MLV|28DUR|3ZMB|4CDMG|5RCR|6ERES|7AART|9DMG|aVULN
898	23135 13262	   	161.84	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1MLV|28DUR|3ZMB|4CDMG|5RCR|6ERES|7AART|9VULN|aDMG
899	33535 33262	   	161.84	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ERES|28DUR|3RMIN|4CDMG|5RCR|6DMG|7AART|9ZMB|aVULN
900	33411 32151	   	161.84	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	1ERES|25aDUR|3RCVC|4AART|6VULN|7RCR|8CDMG|9DMG
901	23212 32322	   	161.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1aMLV|2DUR|38VULN|4RCR|5FEWX|6DMG|7ZMB|9AART
902	23212 32422	   	161.79	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1aMLV|2DUR|3VULN|4RCR|5FEWX|68DMG|7ZMB|9AART
903	43212 32322	   	161.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2DUR|38VULN|4RCR|5FEWX|6DMG|7ZMB|9AART|aMLV
904	43212 32422	   	161.79	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2DUR|3VULN|4RCR|5FEWX|68DMG|7ZMB|9AART|aMLV
905	12613 62613	   	161.78	DCR|3VULN|1AART|3ASPD	128ASPD|38aVULN|4AART|568DUST|7RCR|8BPWR|9LIT
906	12132 62152	   	161.78	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12ASPD|3LHND|4DUR|5DMSP|6AART|7RCR|8CDMG|9DMG|aVULN
907	12132 62162	   	161.78	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12ASPD|3LHND|4DUR|5DMSP|6AART|7RCR|8CDMG|9VULN|aDMG
908	12632 62113	   	161.78	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12ASPD|3VULN|4DUR|5DMSP|6AART|7RCR|8CDMG|9RPLT|aDMG
909	12632 62153	   	161.78	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12ASPD|3VULN|4DUR|5DMSP|6AART|7RCR|8CDMG|9DMG|aCGEN
910	11232 62526	   	161.76	DCR|3VULN|1AART|1ZMB|1ASPD	1ASPD|2DUST|38aVULN|4RCVC|5DMSP|6AART|7RCR|9ZMB
911	12611 22144	   	161.76	DCR|1AART|1VULN|2ASPD|1CDMG|1FLTHEA|2DUR	12ASPD|3VULN|4AART|56DUR|7RCR|8CDMG|9TLV|aFLTHEA
912	21215 64322	   	161.75	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1MLV|2DUST|3VULN|4RCR|5AART|6ASPD|7CDMG|8ZMB|9RCVC|aDMG
913	33135 33242	   	161.74	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ERES|28DUR|3ZMB|4CDMG|5RCR|6DMG|7AART|9TLV|aVULN
914	33135 33313	   	161.74	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ERES|29DUR|3ZMB|4CDMG|5RCR|6DMG|7AART|8VULN|aMBVNT
915	61457 12332	 * 	161.74	ACR|3DMG|2VULN|1ZMB|1SELL	1DMSP|2MBVNT|39LIT|4SELL|5RCR|6ZMB|79aDMG|89VULN|9BPWR
916	23212 32323	   	161.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DUR|38VULN|4RCR|5FEWX|6DMG|7ZMB|9AART|aERES
917	23212 32423	   	161.69	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1MLV|2DUR|3VULN|4RCR|5FEWX|68DMG|7ZMB|9AART|aERES
918	33212 32322	   	161.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DUR|38VULN|4RCR|5FEWX|6DMG|7ZMB|9AART|aMLV
919	33212 32422	   	161.69	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2DUR|3VULN|4RCR|5FEWX|68DMG|7ZMB|9AART|aMLV
920	21415 25312	   	161.68	ACR|3VULN|1DMG|1CDMG|2DUR	17MLV|2DUST|37DUR|4RCR|5DMSP|678VULN|7BPWR|9DMG|aCDMG
921	41413 25312	   	161.68	ACR|3VULN|1DMG|1CDMG|2DUR	157CGEN|2DUST|37DUR|4RCR|678VULN|7BPWR|9DMG|aCDMG
922	12622 62122	   	161.68	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12ASPD|3VULN|4DUST|5DMSP|6AART|7RCR|8CDMG|9DUR|aDMG
923	12622 62151	   	161.68	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12ASPD|3VULN|4DUST|5DMSP|6AART|7RCR|8CDMG|9DMG|aDUR
924	12632 62152	   	161.68	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12ASPD|3VULN|4DUR|5DMSP|6AART|7RCR|8CDMG|9DMG|aTLV
925	53233 24338	   	161.67	DCR|2VULN|2DMG|1AART|1SELL	1RCVC|27TLV|3RMIN|4SELL|57VULN|67DMG|7BPWR|8RCR|9MBVNT|aAART
926	22511 22152	   	161.66	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1MLV|2ASPD|3CGEN|4AART|56DUR|7RCR|8CDMG|9DMG|aVULN
927	22511 22162	   	161.66	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1MLV|2ASPD|3CGEN|4AART|56DUR|7RCR|8CDMG|9VULN|aDMG
928	42611 22152	   	161.66	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1CGEN|2ASPD|3MLV|4AART|56DUR|7RCR|8CDMG|9DMG|aVULN
929	42611 22162	   	161.66	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1CGEN|2ASPD|3MLV|4AART|56DUR|7RCR|8CDMG|9VULN|aDMG
930	64111 22152	   	161.66	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1DMSP|2ASPD|3LHND|4AART|56DUR|7RCR|8CDMG|9DMG|aVULN
931	64111 22162	   	161.66	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1DMSP|2ASPD|3LHND|4AART|56DUR|7RCR|8CDMG|9VULN|aDMG
932	64611 22113	   	161.66	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1DMSP|2ASPD|3VULN|4AART|56DUR|7RCR|8CDMG|9RPLT|aDMG
933	15115 11412	   	161.66	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2RCVC|3LHND|4AART|5ZMB|6BEXP|7RCR|8CDMG|9aDMG
934	31215 64322	   	161.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2DUST|3VULN|4RCR|5AART|6ASPD|7CDMG|8ZMB|9RCVC|aDMG
935	33215 23641	   	161.65	ACR|2VULN|1AART|2ASPD|1ZMB|1DUR	18ERES|2DUR|38VULN|4RCR|5AART|69RCVC|78ASPD|8BPWR|aZMB
936	34215 53321	   	161.63	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2AART|3MGNLIT|4RCVC|5LWND|6ZMB|7RCR|89VULN|aDMG
937	31135 31121	   	161.60	ACR|3VULN|1DMG|2ZMB|1CDMG	1ERES|2DUST|38ZMB|4CDMG|5RCR|6DMG|79aVULN
938	14362 11413	   	161.60	DCR|2DMG|1AART|2ASPD|1CDMG|1DUR	13ASPD|2AART|4DUR|59DMG|6BEXP|7RCR|8CDMG|aERES
939	33135 43532	 * 	161.58	ACR|2AART|1VULN|1FLTHEA|1CDMG|1ZMB|1DUR	1ERES|2DUR|3ZMB|4CDMG|5RCR|6FEWX|79AART|8VULN|aFLTHEA
940	33135 43151	 * 	161.58	ACR|2AART|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1ERES|2DUR|3ZMB|4CDMG|5RCR|6FEWX|79AART|8FLTHEA|aDMG
941	25233 24338	   	161.57	DCR|2VULN|2DMG|1AART|1SELL	17MLV|2RCVC|3RMIN|4SELL|57VULN|67DMG|7BPWR|8RCR|9MBVNT|aAART
942	45233 24334	   	161.57	DCR|2VULN|2DMG|1AART|1SELL	17CGEN|2RCVC|3RMIN|4SELL|57VULN|67DMG|7BPWR|8RCR|9MBVNT|aAART
943	15115 31412	   	161.56	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2RCVC|3LHND|4AART|5ZMB|6DUST|7RCR|8CDMG|9aDMG
944	34352 21125	   	161.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2AART|3ASPD|4DMG|5BEXP|6MLV|7RCR|8ZMB|9VULN|aCDMG
945	14362 11122	   	161.53	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	13ASPD|2AART|4DUR|5DMG|6BEXP|7RCR|8ZMB|9VULN|aMLV
946	14362 41122	   	161.53	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	13ASPD|2AART|4DUR|5DMG|6FEWX|7RCR|8ZMB|9VULN|aMLV
947	14362 51122	   	161.53	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	13ASPD|2AART|4DUR|5DMG|6LHND|7RCR|8ZMB|9VULN|aMLV
