0	Index      	 *	Score 	Summary	Detail	
1	21213 16434	 * 	196.09	ACR|4VULN|2DMG|1AART	1AART|257aVULN|3DLOT|4RCR|6LHND|8aLWND|9aDMG|aBPWR
825	21161 14333	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|27VULN|3ASPD|49LHND|5RCR|6CDMG|8FEWX|aDMG
826	21161 14363	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|27VULN|3ASPD|4LHND|5RCR|6CDMG|89FEWX|aDMG
827	21161 14521	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|27VULN|3ASPD|4LHND|5RCR|6CDMG|8RMIN|9RPLT|aDMG
828	21161 14622	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|27VULN|3ASPD|4LHND|5RCR|6CDMG|8LWND|9DMG|aMLV
829	21551 12233	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|29VULN|3BEXP|4CGEN|5RCR|6CDMG|7ASPD|8LHND|aDMG
830	24161 13263	   	166.83	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2LWND|3ASPD|48LHND|5RCR|6CDMG|7aDMG|9VULN
831	24161 13363	   	166.83	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2LWND|3ASPD|4LHND|5RCR|6CDMG|7aDMG|8RCVC|9VULN
832	24651 12233	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2LWND|39VULN|4CGEN|5RCR|6CDMG|7ASPD|8LHND|aDMG
833	21551 14323	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|27VULN|3BEXP|4CGEN|5RCR|6CDMG|8FEWX|9ASPD|aDMG
834	21551 15211	   	166.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2VULN|3BEXP|4CGEN|5RCR|6CDMG|79DMG|8LHND|aDUR
835	21122 13212	   	166.83	ACR|3VULN|2AART|2ASPD	19AART|26aVULN|38ASPD|4LIT|5RCR|7RPLT
836	21122 16512	   	166.83	ACR|3VULN|2AART|2ASPD	19AART|268VULN|37ASPD|4LIT|5RCR|aLHND
837	21122 16516	   	166.83	ACR|3VULN|2AART|2ASPD	19AART|268VULN|37ASPD|4LIT|5RCR|aBEXP
838	21361 25631	   	166.83	ACR|3VULN|2AART|1CDMG	16AART|289VULN|3ERES|49DUST|5RCR|79LIT|9BPWR|aCDMG
839	21122 41212	   	166.83	ACR|3VULN|2AART|2ASPD	19AART|27aVULN|38ASPD|4LIT|5RCR|6RPLT
840	21322 51631	   	166.83	ACR|3VULN|2AART|1CDMG	16AART|289VULN|3ERES|49LIT|5RCR|79DUST|9BPWR|aCDMG
841	21211 53351	   	166.83	ACR|2AART|2DMG|1VULN|1DUR	17AART|2VULN|3DLOT|4RCR|5RPLT|69DMG|8DUR|aERES
842	21212 63221	   	166.83	ACR|2AART|2VULN|2CDMG|1DUR	18AART|29VULN|3DLOT|4RCR|5DUR|6aCDMG|7LIT
843	21212 64243	   	166.83	ACR|2AART|2VULN|2CDMG|1DUR	18AART|27VULN|3DLOT|4RCR|5DUR|69CDMG|aMGNSTR
844	21121 12262	   	166.81	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|25aVULN|3ASPD|4LIT|6RCR|7LHND|8CDMG|9RCVC
845	21321 31352	   	166.77	DCR|4VULN|2AART	1aAART|2567VULN|3ERES|4LIT|8RCR|9LEGI
846	61315 12343	   	166.77	DCR|4VULN|2DMG	169ERES|2SNIHEL|3RMIN|49DMG|5689VULN|69BPWR|7RCR|aNUKE
847	21161 12253	   	166.76	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1AART|2VULN|37ASPD|4LHND|5RCR|6CDMG|8DUST|9ZMB|aDMG
848	21322 11625	   	166.74	ACR|4VULN|1AART|1ZMB	1AART|268aVULN|3ERES|4LIT|5RCR|7DUST|9ZMB
849	21161 13122	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2VULN|3ASPD|4LHND|5RCR|6CDMG|79DMG|8ERES|aCGEN
850	21161 13125	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2VULN|3ASPD|4aLHND|5RCR|6CDMG|79DMG|8ERES
851	21161 13233	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2VULN|3ASPD|48LHND|5RCR|6CDMG|7aDMG|9DUST
852	21161 13261	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|29VULN|3ASPD|48LHND|5RCR|6CDMG|7DMG|aBASHEA
853	21161 13266	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|29VULN|3ASPD|48LHND|5RCR|6CDMG|7DMG|aDUST
854	21161 13333	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2VULN|3ASPD|4LHND|5RCR|6CDMG|7aDMG|8RCVC|9DUST
855	21161 13361	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|29VULN|3ASPD|4LHND|5RCR|6CDMG|7DMG|8RCVC|aBASHEA
856	21161 13366	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|29VULN|3ASPD|4LHND|5RCR|6CDMG|7DMG|8RCVC|aDUST
857	21161 13421	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2VULN|3ASPD|4LHND|5RCR|6CDMG|79DMG|8MLV|aMBVNT
858	21161 13426	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2VULN|3ASPD|4LHND|5RCR|6CDMG|79DMG|8MLV|aERES
859	21161 14326	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|27VULN|3ASPD|4LHND|5RCR|6CDMG|8FEWX|9DMG|aERES
860	21161 14421	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|27VULN|3ASPD|4LHND|5RCR|6CDMG|8TLV|9RPLT|aDMG
861	21161 14433	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|27VULN|3ASPD|4LHND|5RCR|6CDMG|8TLV|9RMIN|aDMG
862	21161 14533	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|27VULN|3ASPD|4LHND|5RCR|6CDMG|8RMIN|9DUST|aDMG
863	21531 12223	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2VULN|3BEXP|4ERES|5RCR|6CDMG|7ASPD|8CGEN|9aDMG
864	21531 15223	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2VULN|3BEXP|4ERES|5RCR|6CDMG|7aDMG|8CGEN|9ASPD
865	21531 15314	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2VULN|3BEXP|4ERES|5RCR|6CDMG|79DMG|8DUR|aCGEN
866	21531 15315	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2VULN|3BEXP|4ERES|5RCR|6CDMG|79DMG|8DUR|aMLV
867	21531 15341	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2aVULN|3BEXP|4ERES|5RCR|6CDMG|7DMG|8DUR|9LHND
868	21531 15343	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2VULN|3BEXP|4ERES|5RCR|6CDMG|7aDMG|8DUR|9LHND
869	21551 12123	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2VULN|3BEXP|4CGEN|5RCR|6CDMG|7ASPD|8ERES|9aDMG
870	21551 15123	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2VULN|3BEXP|4CGEN|5RCR|6CDMG|7aDMG|8ERES|9ASPD
871	21551 15332	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2aVULN|3BEXP|4CGEN|5RCR|6CDMG|7DMG|8AIRHEA|9ASPD
872	24161 13126	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2LWND|3ASPD|4LHND|5RCR|6CDMG|79DMG|8ERES|aVULN
873	24161 14333	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2LWND|3ASPD|4LHND|5RCR|6CDMG|79VULN|8ERES|aDMG
874	24631 12223	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2LWND|3VULN|4ERES|5RCR|6CDMG|7ASPD|8CGEN|9aDMG
875	24631 15223	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2LWND|3VULN|4ERES|5RCR|6CDMG|7aDMG|8CGEN|9ASPD
876	24651 12123	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2LWND|3VULN|4CGEN|5RCR|6CDMG|7ASPD|8ERES|9aDMG
877	21322 35613	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|28VULN|3ERES|4LIT|5RCR|6MLV|7DMG|9DUR|aCDMG
878	21531 14323	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|27VULN|3BEXP|4ERES|5RCR|6CDMG|8FEWX|9ASPD|aDMG
879	21531 14623	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|27VULN|3BEXP|4ERES|5RCR|6CDMG|8LWND|9ASPD|aDMG
880	24631 14323	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2LWND|37VULN|4ERES|5RCR|6CDMG|8FEWX|9ASPD|aDMG
881	21122 16511	   	166.73	ACR|3VULN|2AART|2ASPD	19AART|268VULN|37ASPD|4LIT|5RCR|aLEGI
882	21361 14314	   	166.73	ACR|3VULN|2AART|1CDMG	1aAART|279VULN|3ERES|4DUST|5RCR|6CDMG|8BELT
883	21361 14341	   	166.73	ACR|3VULN|2AART|1CDMG	19AART|27aVULN|3ERES|4DUST|5RCR|6CDMG|8BELT
884	21361 23311	   	166.73	ACR|3VULN|2AART|1CDMG	16AART|29aVULN|3ERES|4DUST|5RCR|7CDMG|8BELT
885	21531 21335	   	166.73	ACR|3VULN|2AART|1CDMG	16AART|27aVULN|3BEXP|49ERES|5RCR|8CDMG
886	21212 64242	   	166.73	ACR|2AART|2VULN|2CDMG|1DUR	18AART|27VULN|3DLOT|4RCR|5DUR|69CDMG|aERES
887	21433 35124	   	166.71	DCR|3VULN|1AART|1FLTHEA|1DUR	1AART|239VULN|3BPWR|4RCVC|5LEGI|6RCR|7DUR|8RMIN|aFLTHEA
888	21433 35362	   	166.71	DCR|3VULN|1AART|1CDMG|1DUR	1AART|239VULN|3BPWR|4RCVC|5LEGI|6RCR|7DUR|8RPLT|aCDMG
889	21121 13353	   	166.71	DCR|3VULN|1AART|2ASPD|1DUR	1AART|259VULN|3aASPD|4LIT|6RCR|7RPLT|8DUR
890	21121 16524	   	166.71	DCR|3VULN|1AART|2ASPD|1DUR	1AART|258VULN|37ASPD|49LIT|6RCR|aDUR
891	21418 42342	   	166.71	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LWND|8RPLT|9CDMG|aASPD
892	21418 44342	   	166.71	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LHND|8RPLT|9CDMG|aASPD
893	21418 44822	   	166.71	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LHND|8CDMG|9RPLT|aASPD
894	21418 44841	   	166.71	DCR|3VULN|1AART|1CDMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LHND|8CDMG|9FEWX|aDUR
895	21418 46342	   	166.71	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7BEXP|8RPLT|9CDMG|aASPD
896	21418 47322	   	166.71	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ASPD|8CDMG|9RMIN|aRPLT
897	21418 47323	   	166.71	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ASPD|8CDMG|9RMIN|aRCVC
898	21418 47342	   	166.71	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ASPD|8CDMG|9CGEN|aRPLT
899	21418 47343	   	166.71	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ASPD|8CDMG|9CGEN|aRCVC
900	21418 48122	   	166.71	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8ASPD|9RMIN|aRPLT
901	21418 48123	   	166.71	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8ASPD|9RMIN|aRCVC
902	21418 48142	   	166.71	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8ASPD|9CGEN|aRPLT
903	21418 48143	   	166.71	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8ASPD|9CGEN|aRCVC
904	21418 48212	   	166.71	DCR|3VULN|1AART|1CDMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8DUR|9RCVC|aRPLT
905	21418 48213	   	166.71	DCR|3VULN|1AART|1CDMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8DUR|9aRCVC
906	21418 48223	   	166.71	DCR|3VULN|1AART|1CDMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8DUR|9RPLT|aLWND
907	21418 48224	   	166.71	DCR|3VULN|1AART|1CDMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8DUR|9RPLT|aDMSP
908	21121 11222	   	166.71	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|25aVULN|3ASPD|49LIT|6RCR|7DUST|8CDMG
909	21121 11262	   	166.71	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|25aVULN|3ASPD|4LIT|6RCR|7DUST|8CDMG|9RCVC
910	21121 16345	   	166.71	DCR|3VULN|1AART|2ASPD|1DUR	1AART|25aVULN|37ASPD|4LIT|6RCR|8CGEN|9DUR
911	21161 13121	   	166.63	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2VULN|3ASPD|4LHND|5RCR|6CDMG|79DMG|8ERES|aMBVNT
912	21161 14213	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|27VULN|3ASPD|4LHND|5RCR|6CDMG|89DUST|aDMG
913	21361 15314	   	166.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2VULN|3ERES|4DUST|5RCR|6CDMG|79DMG|8DUR|aCGEN
914	21361 15315	   	166.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2VULN|3ERES|4DUST|5RCR|6CDMG|79DMG|8DUR|aMLV
915	21361 15341	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2aVULN|3ERES|4DUST|5RCR|6CDMG|7DMG|8DUR|9LHND
916	21361 15343	   	166.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2VULN|3ERES|4DUST|5RCR|6CDMG|7aDMG|8DUR|9LHND
917	21531 15316	   	166.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2VULN|3BEXP|4aERES|5RCR|6CDMG|79DMG|8DUR
918	21531 15333	   	166.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2VULN|3BEXP|49ERES|5RCR|6CDMG|7aDMG|8DUR
919	23161 14333	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3DUST|4LHND|5RCR|6CDMG|79VULN|8ERES|aDMG
920	24631 15333	   	166.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2LWND|3VULN|49ERES|5RCR|6CDMG|7aDMG|8DUR
921	21361 21335	   	166.63	ACR|3VULN|2AART|1CDMG	16AART|27aVULN|39ERES|4DUST|5RCR|8CDMG
922	34311 16152	   	166.62	DCR|3VULN|1AART|1DMG|1DUR	17DUST|2DUR|37LHND|4AART|57aVULN|6DMSP|7BPWR|8RCR|9DMG
923	21121 16542	   	166.61	DCR|3VULN|1AART|2ASPD|1DUR	1AART|258VULN|37ASPD|4LIT|6RCR|9DUR|aLEGI
924	21321 21613	   	166.61	DCR|3VULN|1AART|1CDMG|1DUR	1AART|258VULN|3ERES|4LIT|6RCR|7DUST|9DUR|aCDMG
925	21418 41382	   	166.61	DCR|3VULN|1AART|1CDMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7TLV|8CDMG|9DUR|aLWND
926	21418 42631	   	166.61	DCR|3VULN|1AART|1CDMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LWND|8DUST|9CDMG|aDUR
927	21418 43342	   	166.61	DCR|3VULN|1AART|1CDMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ERES|8CDMG|9DUR|aLWND
928	21418 43348	   	166.61	DCR|3VULN|1AART|1CDMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ERES|8CDMG|9DUR|aCGEN
929	21418 44831	   	166.61	DCR|3VULN|1AART|1CDMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LHND|8CDMG|9DUST|aDUR
930	21418 45342	   	166.61	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LEGI|8RPLT|9CDMG|aASPD
931	21418 47321	   	166.61	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ASPD|8CDMG|9RMIN|aBASHEA
932	21418 47324	   	166.61	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ASPD|8CDMG|9RMIN|aDUST
933	21418 47332	   	166.61	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ASPD|8CDMG|9ERES|aRPLT
934	21418 47333	   	166.61	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ASPD|8CDMG|9ERES|aRCVC
935	21418 47341	   	166.61	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ASPD|8CDMG|9CGEN|aVENICY
936	21418 47344	   	166.61	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ASPD|8CDMG|9CGEN|aDUST
937	21418 48121	   	166.61	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8ASPD|9RMIN|aBASHEA
938	21418 48124	   	166.61	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8ASPD|9RMIN|aDUST
939	21418 48132	   	166.61	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8ASPD|9ERES|aRPLT
940	21418 48133	   	166.61	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8ASPD|9ERES|aRCVC
941	21418 48141	   	166.61	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8ASPD|9CGEN|aVENICY
942	21418 48144	   	166.61	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8ASPD|9CGEN|aDUST
943	21418 48211	   	166.61	DCR|3VULN|1AART|1CDMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8DUR|9RCVC|aBASHEA
944	21418 48214	   	166.61	DCR|3VULN|1AART|1CDMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8DUR|9RCVC|aDUST
945	21418 48244	   	166.61	DCR|3VULN|1AART|1CDMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8DUR|9FEWX|aERES
946	21418 48342	   	166.61	DCR|3VULN|1AART|1CDMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8ERES|9DUR|aLWND
947	21121 16116	   	166.61	DCR|3VULN|1AART|2ASPD|1DUR	1AART|25aVULN|37ASPD|4LIT|6RCR|8DUST|9DUR
948	21212 64212	   	166.59	ACR|2AART|2VULN|2CDMG|1DUR|1SELL	18AART|27VULN|3DLOT|4RCR|5DUR|6aCDMG|9SELL
949	21213 42142	   	166.59	ACR|3VULN|2AART|1ZMB	1aAART|257VULN|3DLOT|4RCR|6ZMB|8RMIN|9LWND
950	21215 43124	   	166.59	ACR|3VULN|2AART|1ZMB	18AART|27aVULN|3DLOT|4RCR|5ZMB|6aDUST|9aLWND|aBPWR
951	21361 15316	   	166.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2VULN|3aERES|4DUST|5RCR|6CDMG|79DMG|8DUR
952	21361 15333	   	166.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2VULN|39ERES|4DUST|5RCR|6CDMG|7aDMG|8DUR
953	21418 43333	   	166.51	DCR|3VULN|1AART|1CDMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|79ERES|8CDMG|aDUR
954	21418 43346	   	166.51	DCR|3VULN|1AART|1CDMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7aERES|8CDMG|9DUR
955	21418 47331	   	166.51	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ASPD|8CDMG|9ERES|aVENICY
956	21418 47334	   	166.51	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ASPD|8CDMG|9ERES|aDUST
957	21418 48131	   	166.51	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8ASPD|9ERES|aVENICY
958	21418 48134	   	166.51	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8ASPD|9ERES|aDUST
959	21418 48234	   	166.51	DCR|3VULN|1AART|1CDMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8DUR|9DUST|aERES
960	21418 48333	   	166.51	DCR|3VULN|1AART|1CDMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|89ERES|aDUR
961	21322 16234	   	166.49	ACR|3VULN|1AART|2ASPD|1ZMB	1AART|269VULN|3ERES|49LIT|5RCR|79ASPD|8RMIN|9BPWR|aZMB
962	21213 21212	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|25VULN|3DLOT|4RCR|6DUR|7FEWX|8ZMB|9MLV|aDMG
963	21213 43112	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|25VULN|3DLOT|4RCR|6ZMB|7LHND|8DUR|9MLV|aDMG
964	21213 43615	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|25VULN|3DLOT|4RCR|6ZMB|7LHND|8ASPD|9CGEN|aDMG
965	21213 44333	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|25VULN|3DLOT|4RCR|6ZMB|7RPLT|8DUR|9LHND|aDMG
966	21215 33233	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|27VULN|3DLOT|4RCR|5ZMB|6DUR|8RPLT|9LHND|aDMG
967	21215 33512	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|27VULN|3DLOT|4RCR|5ZMB|6DUR|8FEWX|9MLV|aDMG
968	26215 12215	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|26LHND|3DLOT|4RCR|5ZMB|78VULN|9DUR|aDMG
969	21215 11215	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|28VULN|3DLOT|4RCR|5ZMB|67LHND|9DUR|aDMG
970	21213 42542	   	166.49	ACR|3VULN|2AART|1ZMB	1aAART|257VULN|3DLOT|4RCR|6ZMB|8ERES|9LWND
971	23266 21211	   	166.47	DCR|2DMG|1AART|2ASPD|1CDMG|1ZMB	1AART|2aASPD|3CDMG|4aFEWX|5ZMB|6LEGI|7RCR|8LHND|9aDMG|aBPWR
972	21121 16256	   	166.46	DCR|2AART|2VULN|2ASPD|1ZMB	1aAART|25VULN|37ASPD|4LIT|6RCR|8ZMB|9VENICY
973	21165 41324	   	166.44	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1AART|257VULN|3ASPD|4LHND|6MBVNT|8CDMG|9RCR|aDUR
974	21416 21324	   	166.44	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1AART|237VULN|3BPWR|4MBVNT|5LHND|6ASPD|8CDMG|9RCR|aDUR
975	21321 31325	   	166.42	DCR|4VULN|1AART|1ZMB	1AART|2567VULN|3ERES|4LIT|8RCR|9RCVC|aZMB
976	41336 63223	   	166.42	DCR|3DMG|1AART|1VULN|1DUR	1LWND|2DUST|3ERES|4VULN|56aDMG|7RCR|8AART|9DUR
977	43136 63213	   	166.42	DCR|3DMG|1AART|1VULN|1DUR	1LWND|2ERES|3DUR|4VULN|56aDMG|7RCR|8AART|9DUST
978	43136 63231	   	166.42	DCR|3DMG|1AART|1VULN|1DUR	1LWND|2ERES|3DUR|4VULN|56aDMG|7RCR|8AART|9TLV
979	21421 11563	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|23VULN|3BPWR|4CDMG|5MLV|69FEWX|7DUR|8RCR|aDMG
980	21421 32536	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|23VULN|3BPWR|4CDMG|5MLV|6DUR|7LWND|8RCR|9LHND|aDMG
981	21421 32553	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|23VULN|3BPWR|4CDMG|5MLV|6DUR|7LWND|8RCR|9RPLT|aDMG
982	21421 61533	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|23VULN|3BPWR|4CDMG|5MLV|69LHND|7DUR|8RCR|aDMG
983	21453 23523	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|23VULN|3BPWR|4RMIN|5BEXP|6LHND|7CDMG|8RCR|9ASPD|aDMG
984	21522 14523	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|27VULN|3BEXP|4LHND|5CGEN|6CDMG|8RCR|9ASPD|aDMG
985	21122 16225	   	166.39	ACR|3VULN|1AART|2ASPD|1ZMB	1AART|26aVULN|37ASPD|4LIT|5RCR|8ZMB|9FEWX
986	21122 16265	   	166.39	ACR|3VULN|1AART|2ASPD|1ZMB	1AART|26aVULN|37ASPD|4LIT|5RCR|8ZMB|9LHND
987	21122 16425	   	166.39	ACR|3VULN|1AART|2ASPD|1ZMB	1AART|26aVULN|37ASPD|4LIT|5RCR|8FEWX|9ZMB
