0	Index      	 *	Score 	Summary	Detail	
1	12234 34324	 * 	205.48	ACR|3VULN|1AART|1DMG|2ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|478VULN|57ASPD|6AART|7BPWR|9LWND|aDMG
816	21222 31464	   	175.97	DCR|3DMG|2VULN|1AART	1FEWX|2CGEN|34aDMG|5DUST|6AART|79VULN|8RCR
817	36534 32211	   	175.96	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	19VULN|2AART|35DMG|4DMSP|6ZMB|7DUR|8CGEN|aRCR
818	11311 36211	   	175.95	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1RCR|2LIT|3CDMG|4ZMB|59DMG|6ERES|7SELL|8AART|aVULN
819	32221 52662	 * 	175.95	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB|1SELL	12VULN|2BPWR|3SELL|4ZMB|57CDMG|6RCR|8LIT|9DMG|aAART
820	12234 14351	   	175.94	ACR|2VULN|1DMG|2CDMG|2ZMB|1ASPD|1DUR	1RCR|2DUR|38ZMB|46VULN|5ASPD|79CDMG|aDMG
821	12341 22164	   	175.94	ACR|3VULN|1AART|2CDMG|1DUR	1RCR|2DUR|37CDMG|49aVULN|5AART|6LIT|8RCVC
822	12341 22364	   	175.94	ACR|3VULN|1AART|2CDMG|1DUR	1RCR|2DUR|37CDMG|49aVULN|5AART|68LIT
823	12341 24251	   	175.94	ACR|3VULN|1AART|2CDMG|1DUR	1RCR|2DUR|3aCDMG|479VULN|5AART|6LIT|8LWND
824	13341 24151	   	175.94	ACR|3VULN|1AART|2CDMG|1DUR	1RCR|2FEWX|3aCDMG|479VULN|5AART|6LIT|8DUR
825	13341 22156	   	175.94	ACR|3VULN|1AART|2CDMG|1DUR	1RCR|2FEWX|37CDMG|49aVULN|5AART|6LIT|8DUR
826	15652 13133	 * 	175.94	ACR|3VULN|3DMG	1RCR|2ERES|38aDMG|467VULN|5DUST|9RCVC
827	12234 16332	   	175.93	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1RCR|2DUR|3ZMB|46VULN|5ASPD|7aBEXP|8DMG|9AART
828	12234 16333	   	175.93	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1RCR|2DUR|3ZMB|46VULN|5ASPD|7BEXP|8DMG|9AART|aLIT
829	12234 16334	   	175.93	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1RCR|2DUR|3ZMB|46VULN|5ASPD|7BEXP|8DMG|9AART|aRMIN
830	12333 23252	   	175.93	ACR|2DMG|1AART|2CDMG|1ZMB|1ASPD|1DUR	1RCR|2DUR|3aCDMG|4ASPD|5ZMB|6aBEXP|7DUST|8aDMG|9AART|aBPWR
831	12333 65252	   	175.93	ACR|2DMG|1AART|2CDMG|1ZMB|1ASPD|1DUR	1RCR|2DUR|3aCDMG|4ASPD|5ZMB|6aDMG|7DUST|8aBEXP|9AART|aBPWR
832	33325 32536	   	175.90	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB	179VULN|2ZMB|34DUR|5AART|6LHND|8RCR|aCDMG
833	12341 32315	   	175.84	ACR|3VULN|1AART|2CDMG|1DUR	1RCR|2DUR|38CDMG|49aVULN|5AART|6BELT|7LSRHEA
834	15225 31334	   	175.84	ACR|3VULN|1AART|1DMG|1DUR	1RCR|26ERES|3CGEN|4DMG|5AART|79aVULN|8DUR
835	12234 34131	   	175.84	ACR|2VULN|1AART|3ASPD|2DUR|1ZMB|1SELL	1RCR|27DUR|3ZMB|47VULN|578ASPD|6AART|7BPWR|9BEXP|aSELL
836	31135 51363	   	175.84	DCR|3VULN|1AART|1DMG|2ZMB	159VULN|2CGEN|3FEWX|45ZMB|5BPWR|6RCR|7LHND|8DMG|aAART
837	12232 13162	 * 	175.83	ACR|2VULN|2DMG|3DUR|2ZMB	1RCR|27aDUR|3aZMB|46VULN|5ERES|8aDMG|9RPLT|aBPWR
838	12234 16331	   	175.83	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1RCR|2DUR|3ZMB|46VULN|5ASPD|7BEXP|8DMG|9AART|aLEGI
839	12234 16336	   	175.83	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1RCR|2DUR|3ZMB|46VULN|5ASPD|7BEXP|8DMG|9AART|aDUST
840	23254 53213	   	175.82	DCR|2VULN|2DMG|1AART|1ZMB	158FEWX|2ZMB|38DMG|48VULN|6RCR|7AART|8BPWR|9LHND|aRMIN
841	23254 53231	   	175.82	DCR|2VULN|2DMG|1AART|1ZMB	158FEWX|2ZMB|38DMG|48VULN|6RCR|7AART|8BPWR|9BELT|aCGEN
842	12554 13133	   	175.81	ACR|4VULN|1AART|1ASPD|1DUR	1RCR|2DUR|3RCVC|469aVULN|5FEWX|7AART|8ASPD
843	12263 41335	   	175.80	ACR|3ZMB|1AART|1VULN|1CDMG|2DUR|1ASPD	1RCR|29DUR|358ZMB|4CDMG|6VULN|7AART|aASPD
844	12232 36516	   	175.78	ACR|3ZMB|1AART|1VULN|1DMG|2DUR	1RCR|29DUR|378ZMB|4VULN|5ERES|6AART|aDMG
845	12232 36526	   	175.78	ACR|3ZMB|1AART|1VULN|1DMG|2DUR	1RCR|2aDUR|378ZMB|4VULN|5ERES|6AART|9DMG
846	51213 36334	   	175.78	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1AART|23CGEN|4ASPD|5RCR|69aVULN|7DMG|8DUR
847	12434 31353	   	175.76	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1RCR|2DUR|3NUKE|49aVULN|5ASPD|6AART|7ERES|8CDMG
848	24231 11355	 * 	175.75	DCR|5VULN|1AART|1ZMB	1FEWX|2459aVULN|3ZMB|6RPLT|7AART|8RCR
849	32431 11355	   	175.75	DCR|5VULN|1AART|1ZMB	1259aVULN|2BPWR|3ZMB|4BEXP|6RPLT|7AART|8RCR
850	33131 11355	   	175.75	DCR|5VULN|1AART|1ZMB	1459aVULN|2ZMB|3FEWX|6RPLT|7AART|8RCR
851	31135 52363	   	175.74	DCR|3VULN|1AART|1DMG|2ZMB	159VULN|2CGEN|3FEWX|45ZMB|5BPWR|6RCR|7DUST|8DMG|aAART
852	12516 31224	   	175.72	ACR|3VULN|1AART|2ZMB|2DUR	1RCR|28DUR|3RCVC|4CGEN|58ZMB|6AART|78aVULN|8BPWR|9RMIN
853	12526 31214	   	175.72	ACR|3VULN|1AART|2ZMB|2DUR	1RCR|28DUR|3RCVC|4MLV|58ZMB|6AART|78aVULN|8BPWR|9CGEN
854	12234 33114	   	175.72	ACR|2VULN|2AART|2ASPD|1ZMB|1DUR	1RCR|2DUR|3ZMB|4aVULN|58ASPD|67AART|9CGEN
855	13224 33156	   	175.72	ACR|2VULN|2AART|2ASPD|1ZMB|1DUR	1RCR|2FEWX|3ZMB|49VULN|58ASPD|67AART|aDUR
856	12331 42641	   	175.72	ACR|3VULN|1DMG|1CDMG|2DUR|1ASPD	1RCR|25DUR|3CDMG|4ASPD|689VULN|7RMIN|aDMG
857	23254 53211	   	175.72	DCR|2VULN|2DMG|1AART|1ZMB	158FEWX|2ZMB|38DMG|48VULN|6RCR|7AART|8BPWR|9LHND|aERES
858	23254 53212	   	175.72	DCR|2VULN|2DMG|1AART|1ZMB	158FEWX|2ZMB|38DMG|48VULN|6RCR|7AART|8BPWR|9LHND|aDUST
859	23254 53233	   	175.72	DCR|2VULN|2DMG|1AART|1ZMB	158FEWX|2ZMB|38DMG|48VULN|6RCR|7AART|8BPWR|9BELT|aTLV
860	12434 13234	   	175.71	ACR|4VULN|1AART|1ASPD|1DUR	1RCR|2DUR|3NUKE|469aVULN|5ASPD|7AART|8CGEN
861	12434 13314	   	175.71	ACR|4VULN|1AART|1ASPD|1DUR	1RCR|2DUR|3NUKE|468aVULN|5ASPD|7AART|9CGEN
862	13243 12156	   	175.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|28FEWX|3ZMB|4LWND|5DMG|6aVULN|7CDMG|9AART
863	13243 12551	   	175.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2FEWX|3ZMB|4LWND|5DMG|68VULN|7CDMG|9AART|aLHND
864	13221 15163	   	175.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2FEWX|3ZMB|47VULN|5LWND|6LIT|8CDMG|9AART|aDMG
865	13223 55163	   	175.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2FEWX|3ZMB|47VULN|5LIT|6LHND|8CDMG|9AART|aDMG
866	13223 65163	   	175.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2FEWX|3ZMB|47VULN|5LIT|6LWND|8CDMG|9AART|aDMG
867	12526 31234	   	175.62	ACR|3VULN|1AART|2ZMB|2DUR	1RCR|28DUR|3RCVC|4MLV|58ZMB|6AART|78aVULN|8BPWR|9NUKE
868	12234 33154	   	175.62	ACR|2VULN|2AART|2ASPD|1ZMB|1DUR	1RCR|2DUR|3ZMB|4aVULN|58ASPD|67AART|9ERES
869	12331 43441	   	175.62	ACR|3VULN|1DMG|1CDMG|2DUR|1ASPD	1RCR|25DUR|3CDMG|4ASPD|679VULN|8TLV|aDMG
870	12632 14631	   	175.62	ACR|3VULN|1DMG|1CDMG|2DUR|1ASPD	1RCR|29DUR|3ASPD|468VULN|5ERES|7CDMG|aDMG
871	32231 55162	   	175.61	DCR|3VULN|2DMG|1CDMG|1DUR|1SELL	12aVULN|2aBPWR|3SELL|4aERES|5CDMG|6RCR|7DUR|8aDMG|9RPLT
872	33135 31241	 * 	175.61	DCR|4VULN|1AART|2ZMB|2DUR	1479VULN|26ZMB|39FEWX|5AART|89DUR|9BPWR|aRCR
873	33135 35341	   	175.61	DCR|4VULN|1AART|2ZMB|2DUR	1489VULN|26ZMB|39FEWX|5AART|79DUR|9BPWR|aRCR
874	13243 12552	   	175.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2FEWX|3ZMB|4LWND|5DMG|68VULN|7CDMG|9AART|aCANHEL
875	13243 12553	   	175.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2FEWX|3ZMB|4LWND|5DMG|68VULN|7CDMG|9AART|aERES
876	32221 56353	 * 	175.59	DCR|3VULN|1AART|2CDMG|2ZMB|1SELL	128VULN|28BPWR|3SELL|48ZMB|58CDMG|6RCR|79RCVC|aAART
877	52142 32431	   	175.55	DCR|2VULN|2DMG|1AART|2DUR	1AART|259ERES|39DMG|4LWND|6aVULN|79DUR|8RCR|9BPWR
878	52162 32431	   	175.55	DCR|2VULN|2DMG|1AART|2DUR	1AART|259ERES|39DMG|4BEXP|6aVULN|79DUR|8RCR|9BPWR
879	12626 23333	   	175.53	ACR|2VULN|1AART|3DUR|2ASPD|1CDMG	1RCR|259DUR|39ASPD|4ERES|6FEWX|7AART|89VULN|9BPWR|aCDMG
880	12232 36214	   	175.52	ACR|3VULN|1AART|2ZMB|2DUR	1RCR|28DUR|37ZMB|48aVULN|58ERES|6AART|8BPWR|9CGEN
881	12236 43511	 * 	175.52	ACR|2VULN|3ZMB|1AART|3DUR	1RCR|25aDUR|368ZMB|46VULN|6BPWR|7LIT|9AART
