0	Index      	 *	Score 	Summary	Detail	
1	23361 31344	 * 	188.28	DCR|2VULN|2DMG|1AART|3ASPD	1AART|2aCGEN|3RMIN|4aDMG|589ASPD|6RCR|7aVULN|aBPWR
855	52631 53123	   	162.70	ACR|2DMG|1AART|1VULN|1CDMG	1BEXP|2CDMG|3RCVC|4RCR|5aDMG|6AART|7VULN|8LWND|9DMSP
856	52631 53323	   	162.70	ACR|2DMG|1AART|1VULN|1CDMG	1BEXP|2CDMG|3RCVC|4RCR|5aDMG|6AART|7VULN|8LHND|9DMSP
857	25323 25123	   	162.68	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1AART|25CDMG|3LEGI|4RCVC|6ASPD|7DUR|8VULN|9RCR|aDMG
858	25323 62123	   	162.68	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1AART|25CDMG|3LEGI|4RCVC|6DUR|7ASPD|8VULN|9RCR|aDMG
859	25325 35123	   	162.68	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1AART|26CDMG|3LEGI|4RCVC|5ASPD|7DUR|8VULN|9RCR|aDMG
860	22621 52523	   	162.66	DCR|3VULN|1AART|1ZMB|1ASPD	1AART|2ERES|3RCVC|47aVULN|5ASPD|6ZMB|8RCR|9LHND
861	51132 11661	   	162.66	ACR|3DMG|2VULN	1aBEXP|2RCR|34TLV|59aDMG|67RCVC|8aVULN|aBPWR
862	51231 24521	   	162.65	ACR|2VULN|1AART|1DMG|1ZMB	19BEXP|2RCR|3FEWX|4AART|58VULN|6DMG|7LIT|aZMB
863	51231 32513	   	162.65	ACR|2VULN|1AART|1DMG|1ZMB	17BEXP|2RCR|3FEWX|4AART|59VULN|6LHND|8ZMB|aDMG
864	51231 34513	   	162.65	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|2RCR|37FEWX|4AART|59VULN|6LHND|8ZMB|aDMG
865	23524 42331	   	162.64	DCR|3AART|1VULN|1DMG|1ASPD|1DUR	145AART|2aCGEN|3VULN|6RCR|7DUR|8DMG|9ASPD
866	16622 32311	   	162.61	DCR|3VULN|2AART|1DUR	1CGEN|26AART|3RCVC|47aVULN|5DUR|8RCR|9BELT
867	16622 32331	   	162.61	DCR|3VULN|2AART|1DUR	1CGEN|26AART|3RCVC|47aVULN|5DUR|8RCR|9MLV
868	52111 11613	   	162.57	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1BEXP|2CDMG|3SELL|4DUR|59VULN|6FEWX|7AART|8RCR|aDMG
869	51231 12356	 * 	162.56	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1BEXP|2RCR|3FEWX|4AART|5VULN|6CDMG|7LHND|89ZMB|aDMG
870	51112 53511	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	1aBEXP|2RCR|3TLV|4AART|59VULN|6DMG|7LHND|8ZMB
871	51112 53512	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|2RCR|3TLV|4AART|59VULN|6DMG|7LHND|8ZMB|aFEWX
872	51112 61623	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|2RCR|3TLV|4AART|56VULN|7FEWX|8ZMB|9RMIN|aDMG
873	51112 61633	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|2RCR|3TLV|4AART|56VULN|7FEWX|8ZMB|9MLV|aDMG
874	51114 23241	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|2RCR|3TLV|4AART|5MLV|6LIT|78VULN|9DMG|aZMB
875	51116 23241	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|2RCR|3TLV|4AART|5RMIN|6LIT|78VULN|9DMG|aZMB
876	51231 63513	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|2RCR|3FEWX|4AART|59VULN|6ERES|7MLV|8ZMB|aDMG
877	22524 41332	   	162.54	DCR|3AART|1VULN|1DMG|1DUR|1ASPD	145AART|2ERES|3VULN|6RCR|7LWND|8DMG|9ASPD|aDUR
878	22524 42331	   	162.54	DCR|3AART|1VULN|1DMG|1DUR|1ASPD	145AART|2ERES|3VULN|6RCR|7DUR|8DMG|9ASPD|aCGEN
879	22524 42333	   	162.54	DCR|3AART|1VULN|1DMG|1DUR|1ASPD	145AART|2ERES|3VULN|6RCR|7DUR|8DMG|9ASPD|aMLV
880	23524 42333	   	162.54	DCR|3AART|1VULN|1DMG|1DUR|1ASPD	145AART|2CGEN|3VULN|6RCR|7DUR|8DMG|9ASPD|aERES
881	25534 43444	   	162.52	DCR|3VULN|1AART|3CDMG	1AART|268CDMG|3FEWX|4MBVNT|58ERES|789VULN|8BPWR|aRCR
882	13154 31413	 * 	162.51	ACR|2VULN|1AART|3ASPD|1DMG	1CGEN|2DMG|346ASPD|5RCR|7AART|8FEWX|9aVULN
883	13154 31513	   	162.51	ACR|2VULN|1AART|3ASPD|1DMG	1CGEN|2DMG|346ASPD|5RCR|7AART|8LWND|9aVULN
884	26435 23313	   	162.49	ACR|2AART|2DMG|1VULN	17AART|24LHND|3RCR|4BPWR|56DMG|8VULN|9BELT|aCGEN
885	23623 42233	   	162.48	DCR|3VULN|1AART|1DMG	1AART|27CGEN|3RCVC|458VULN|6LIT|9RCR|aDMG
886	23361 31421	   	162.47	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1AART|2CGEN|3RMIN|4DMG|5ASPD|6RCR|7VULN|8RCVC|9CDMG|aDUR
887	16522 23423	   	162.47	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1CGEN|24AART|3VULN|5aDUR|6DMG|7TLV|8CDMG|9RCR
888	51231 11156	   	162.46	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1BEXP|2RCR|3FEWX|4AART|5VULN|6CDMG|79ZMB|8DUST|aDMG
889	23542 42313	   	162.46	DCR|4VULN|1AART|1DUR	1AART|2aCGEN|3567VULN|4DUR|8RCR|9BELT
890	23542 42332	   	162.46	DCR|4VULN|1AART|1DUR	1AART|2CGEN|3567VULN|4DUR|8RCR|9MLV|aLHND
891	51111 23241	   	162.45	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|2RCR|3TLV|4AART|5NUKE|6LIT|78VULN|9DMG|aZMB
892	51112 51511	   	162.45	ACR|2VULN|1AART|1DMG|1ZMB	1aBEXP|2RCR|3TLV|4AART|59VULN|6DMG|7LEGI|8ZMB
893	51112 51512	   	162.45	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|2RCR|3TLV|4AART|59VULN|6DMG|7LEGI|8ZMB|aFEWX
894	25234 43444	   	162.42	DCR|3VULN|1AART|3CDMG	1AART|268CDMG|3DUST|4MBVNT|58ERES|789VULN|8BPWR|aRCR
895	13154 31313	   	162.41	ACR|2VULN|1AART|3ASPD|1DMG	1CGEN|2DMG|346ASPD|5RCR|7AART|8DUST|9aVULN
896	21331 31421	   	162.37	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1AART|2TLV|3RMIN|4DMG|5ASPD|6RCR|7VULN|8RCVC|9CDMG|aDUR
897	22361 31421	   	162.37	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1AART|2ERES|3RMIN|4DMG|5ASPD|6RCR|7VULN|8RCVC|9CDMG|aDUR
898	22511 52523	   	162.36	DCR|3VULN|1AART|1ZMB|1ASPD	1AART|2ERES|37aVULN|4RCVC|5ASPD|6ZMB|8RCR|9LHND
899	23542 42333	   	162.36	DCR|4VULN|1AART|1DUR	1AART|2CGEN|3567VULN|4DUR|8RCR|9MLV|aERES
900	23524 41332	   	162.31	DCR|3AART|1DMG|1VULN|2ASPD	145AART|2CGEN|3VULN|6RCR|7LWND|8DMG|9aASPD
901	16512 32311	   	162.31	DCR|3VULN|2AART|1DUR	1CGEN|26AART|37aVULN|4RCVC|5DUR|8RCR|9BELT
902	16512 32331	   	162.31	DCR|3VULN|2AART|1DUR	1CGEN|26AART|37aVULN|4RCVC|5DUR|8RCR|9MLV
903	23522 62311	   	162.31	DCR|3VULN|2AART|1DUR	14AART|2CGEN|37aVULN|5DUR|6RCVC|8RCR|9BELT
904	23522 62331	   	162.31	DCR|3VULN|2AART|1DUR	14AART|2CGEN|37aVULN|5DUR|6RCVC|8RCR|9MLV
905	22643 22163	   	162.28	DCR|3DMG|1AART|1VULN	1AART|28ERES|3RCVC|46aDMG|5RMIN|7VULN|9RCR
906	21561 31421	   	162.27	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1AART|2TLV|3ERES|4DMG|5ASPD|6RCR|7VULN|8RCVC|9CDMG|aDUR
907	25342 22242	   	162.24	DCR|2AART|2VULN|1CDMG|1ASPD|1DUR	14AART|2CDMG|3LEGI|56VULN|7ASPD|8LIT|9RCR|aDUR
908	25353 26322	   	162.24	DCR|2AART|2VULN|1CDMG|1ASPD|1DUR	15AART|2CDMG|3LEGI|4DUR|67VULN|8ASPD|9RCR|aMLV
909	21561 32122	   	162.23	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD	1aAART|2TLV|3ERES|4DMG|5ASPD|6RCR|7LIT|8VULN|9ZMB
910	23513 42233	   	162.18	DCR|3VULN|1AART|1DMG	1AART|27CGEN|358VULN|4RCVC|6LIT|9RCR|aDMG
911	22523 62253	   	162.17	DCR|4VULN|2AART	14AART|29ERES|3579VULN|69FEWX|8RPLT|9BPWR|aRCR
912	23523 53124	   	162.17	DCR|4VULN|2AART	14AART|2CGEN|3578VULN|6RPLT|9LWND|aRCR
913	23623 65313	   	162.15	DCR|2AART|2VULN|1DMG	17AART|2CGEN|39RCVC|45VULN|6FEWX|8RCR|aDMG
914	23624 62313	   	162.15	DCR|2AART|2VULN|1DMG	15AART|2CGEN|39RCVC|47VULN|6FEWX|8RCR|aDMG
915	25353 26321	   	162.14	DCR|2AART|2VULN|1CDMG|1ASPD|1DUR	15AART|2CDMG|3LEGI|4DUR|67VULN|8ASPD|9RCR|aERES
916	22523 32253	   	162.07	DCR|4VULN|2AART	14AART|2ERES|3579VULN|6LHND|8RPLT|aRCR
917	22523 53123	   	162.07	DCR|4VULN|2AART	14AART|2ERES|3578VULN|6RPLT|9LWND|aRCR
918	22523 53143	   	162.07	DCR|4VULN|2AART	14AART|2ERES|3578VULN|6RPLT|9FEWX|aRCR
919	26323 42253	   	162.07	DCR|4VULN|2AART	14AART|2LHND|3ERES|5679VULN|8RPLT|aRCR
920	26435 22211	   	162.05	ACR|2DMG|1AART|1VULN|1ZMB	1AART|24LHND|3RCR|4BPWR|56DMG|7VULN|8LIT|9BEXP|aZMB
921	23522 23426	   	162.05	DCR|3AART|1VULN|1DMG|1CDMG|1DUR	14aAART|2CGEN|3VULN|5DUR|6DMG|7TLV|8CDMG|9RCR
922	25231 21561	   	162.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3DUST|4MBVNT|5BEXP|6VULN|7RCR|8DMG|9ZMB|aASPD
923	52631 34312	   	161.98	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1BEXP|2CDMG|3RCVC|4RCR|5DMG|6ZMB|79VULN|8ASPD|aDUR
924	42261 33522	   	161.97	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1RPLT|24AART|3BASICY|5FEWX|6ASPD|7RCR|8CDMG|9DMG|aVULN
925	22523 12253	   	161.97	DCR|4VULN|2AART	14AART|29ERES|3579VULN|69DUST|8RPLT|9BPWR|aRCR
926	22522 23426	   	161.95	DCR|3AART|1VULN|1DMG|1CDMG|1DUR	14aAART|2ERES|3VULN|5DUR|6DMG|7TLV|8CDMG|9RCR
927	23323 42336	   	161.91	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2CGEN|3RMIN|4TLV|567VULN|8RCR|9CDMG|aDUR
928	51213 51532	   	161.89	ACR|2VULN|2AART|1DMG	1BEXP|2RCR|3FEWX|48VULN|5RPLT|69AART|7LIT|aDMG
929	16623 42233	   	161.88	DCR|3VULN|1AART|1DMG	17CGEN|2AART|3RCVC|458VULN|6LIT|9RCR|aDMG
930	42262 33522	   	161.87	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1RPLT|24AART|3BASICY|5DUST|6ASPD|7RCR|8CDMG|9DMG|aVULN
931	51631 11631	   	161.87	ACR|1AART|1VULN|2ZMB|1CDMG|2DUR|1ASPD	18BEXP|2RCR|38DUR|4AART|5VULN|6CDMG|78ZMB|8BPWR|9FEWX|aASPD
932	16361 31421	   	161.87	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CGEN|2AART|3RMIN|4DMG|5ASPD|6RCR|7VULN|8RCVC|9CDMG|aDUR
933	23525 32333	   	161.86	DCR|2AART|2VULN|1CDMG|1ZMB	14AART|25CGEN|37VULN|6LHND|8RCR|9CDMG|aZMB
934	23514 62313	   	161.85	DCR|2AART|2VULN|1DMG	15AART|2CGEN|37VULN|49RCVC|6FEWX|8RCR|aDMG
935	23513 65313	   	161.85	DCR|2AART|2VULN|1DMG	17AART|2CGEN|35VULN|49RCVC|6FEWX|8RCR|aDMG
936	26411 23241	   	161.85	ACR|2VULN|1AART|1DMG|1ZMB	1AART|2LHND|3RCR|4ERES|5NUKE|6LIT|78VULN|9DMG|aZMB
937	51613 32353	   	161.82	ACR|2VULN|2AART|1CDMG|1DUR	1BEXP|2RCR|3DUR|49VULN|5RPLT|6LHND|78AART|aCDMG
938	15622 33334	   	161.78	ACR|2DMG|1VULN|2CDMG|2DUR|1ASPD	1CGEN|29DUR|3RCR|4LIT|5FEWX|69CDMG|7ASPD|89DMG|9BPWR|aVULN
939	25531 21373	   	161.78	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3FEWX|4MBVNT|5BEXP|6aVULN|7RCR|8RMIN|9DMG
940	51631 11621	   	161.77	ACR|1AART|1VULN|2ZMB|1CDMG|2DUR|1ASPD	18BEXP|2RCR|38DUR|4AART|5VULN|6CDMG|78ZMB|8BPWR|9LEGI|aASPD
941	66331 31421	   	161.77	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1TLV|2AART|3RMIN|4DMG|5ASPD|6RCR|7VULN|8RCVC|9CDMG|aDUR
942	21314 52333	   	161.76	DCR|2AART|2VULN|1CDMG|1ZMB	14AART|2TLV|3RMIN|57VULN|6CGEN|8RCR|9CDMG|aZMB
943	16522 62311	   	161.71	DCR|3VULN|2AART|1DUR	1CGEN|24AART|37aVULN|5DUR|6RCVC|8RCR|9BELT
944	16522 62331	   	161.71	DCR|3VULN|2AART|1DUR	1CGEN|24AART|37aVULN|5DUR|6RCVC|8RCR|9MLV
945	25231 21536	   	161.68	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2CDMG|3DUST|4MBVNT|5BEXP|6VULN|7RCR|8aDMG|9LWND
946	25231 21572	   	161.68	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2CDMG|3DUST|4MBVNT|5BEXP|6VULN|7RCR|89DMG|aRPLT
947	22524 15322	   	161.62	DCR|3AART|2VULN|1ZMB|1ASPD	145AART|2ERES|38VULN|6TLV|7RCR|9ASPD|aZMB
948	52631 21612	   	161.62	ACR|2VULN|2DMG|1CDMG|1DUR	1BEXP|2CDMG|3RCVC|4RCR|56DMG|7LWND|89VULN|aDUR
949	23362 22424	   	161.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CGEN|3RMIN|46DMG|5DUR|7VULN|8CDMG|9MLV|aRCR
950	25342 13162	   	161.61	DCR|3VULN|2AART|1CDMG	14AART|2CDMG|3LEGI|578VULN|6RMIN|9LIT|aRCR
951	22523 26162	   	161.61	DCR|2AART|2VULN|1DMG|1ASPD	14AART|28ERES|35VULN|6DMG|7ASPD|9RCR|aLHND
952	23521 42163	   	161.61	DCR|2AART|2VULN|1DMG|1ASPD	14AART|2CGEN|37VULN|5ASPD|68ERES|9RCR|aDMG
953	51231 26431	   	161.58	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1BEXP|2RCR|3FEWX|4AART|5VULN|6DMG|7CDMG|8DUR|9LWND|aASPD
954	51631 12431	   	161.58	ACR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1BEXP|2RCR|3DUR|4AART|5VULN|6CDMG|7LHND|8DMG|9LWND|aASPD
955	51631 16331	   	161.58	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2RCR|3DUR|4AART|5VULN|6CDMG|7ASPD|8CGEN|9FEWX|aDMG
956	51631 26232	   	161.58	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2RCR|3DUR|4AART|5VULN|6DMG|7CDMG|8ASPD|9FEWX|aRPLT
957	51231 15431	   	161.58	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1BEXP|2RCR|3FEWX|4AART|5VULN|6CDMG|7DUR|8DMG|9LWND|aASPD
958	51231 15531	   	161.58	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2RCR|3FEWX|4AART|5VULN|6CDMG|7DUR|8BELT|9ASPD|aDMG
959	51232 16251	   	161.58	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1BEXP|2RCR|3FEWX|4AART|5DUR|6CDMG|7MLV|8ASPD|9VULN|aDMG
960	51232 26252	   	161.58	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2RCR|3FEWX|4AART|5DUR|6DMG|7CDMG|8ASPD|9VULN|aRPLT
961	51232 26631	   	161.58	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1BEXP|2RCR|3FEWX|4AART|5DUR|6DMG|7CDMG|8VULN|9LWND|aASPD
962	16513 42233	   	161.58	DCR|3VULN|1AART|1DMG	17CGEN|2AART|358VULN|4RCVC|6LIT|9RCR|aDMG
963	25231 21573	   	161.58	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2CDMG|3DUST|4MBVNT|5BEXP|6VULN|7RCR|89DMG|aERES
964	21332 22424	   	161.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2TLV|3RMIN|46DMG|5DUR|7VULN|8CDMG|9MLV|aRCR
965	21332 22464	   	161.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2TLV|3RMIN|46DMG|5DUR|7VULN|8CDMG|9CGEN|aRCR
966	21332 43424	   	161.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2TLV|3RMIN|4DMG|5DUR|67VULN|8CDMG|9MLV|aRCR
967	21333 63424	   	161.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2TLV|3RMIN|4DMG|57VULN|6DUR|8CDMG|9MLV|aRCR
968	22362 22424	   	161.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2ERES|3RMIN|46DMG|5DUR|7VULN|8CDMG|9MLV|aRCR
969	23362 22434	   	161.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CGEN|3RMIN|46DMG|5DUR|7VULN|8CDMG|9ERES|aRCR
970	25111 26241	   	161.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3RPLT|4DUR|5NUKE|6LIT|78VULN|9DMG|aRCR
971	25212 13514	   	161.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3DUST|4DMSP|57VULN|6RMIN|8DMG|9DUR|aRCR
972	25312 13514	   	161.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3LEGI|4DMSP|57VULN|6RMIN|8DMG|9DUR|aRCR
973	25342 23162	   	161.51	DCR|3VULN|2AART|1CDMG	14AART|2CDMG|3LEGI|568VULN|7ERES|9LIT|aRCR
974	22523 26161	   	161.51	DCR|2AART|2VULN|1DMG|1ASPD	14AART|28ERES|35VULN|6DMG|7ASPD|9RCR|aDUST
975	51113 22461	   	161.48	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1BEXP|2RCR|3TLV|4AART|5CDMG|6VULN|7LHND|8DUR|9DMG|aASPD
976	51631 12161	   	161.48	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1BEXP|2RCR|3DUR|4AART|5VULN|6CDMG|7LHND|8ERES|9DMG|aASPD
977	51631 16131	   	161.48	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1BEXP|2RCR|3DUR|4AART|5VULN|6CDMG|7ASPD|8DUST|9LWND|aDMG
978	51631 16311	   	161.48	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2RCR|3DUR|4AART|5VULN|6CDMG|7ASPD|8CGEN|9DUST|aDMG
979	51631 26131	   	161.48	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1BEXP|2RCR|3DUR|4AART|5VULN|6DMG|7CDMG|8DUST|9LWND|aASPD
980	51631 26212	   	161.48	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2RCR|3DUR|4AART|5VULN|6DMG|7CDMG|8ASPD|9DUST|aRPLT
981	51631 26233	   	161.48	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1BEXP|2RCR|3DUR|4AART|5VULN|6DMG|7CDMG|8ASPD|9FEWX|aERES
982	51231 15161	   	161.48	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1BEXP|2RCR|3FEWX|4AART|5VULN|6CDMG|7DUR|8ERES|9DMG|aASPD
983	51232 26253	   	161.48	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1BEXP|2RCR|3FEWX|4AART|5DUR|6DMG|7CDMG|8ASPD|9VULN|aERES
984	15612 11313	   	161.48	ACR|2VULN|1AART|1DMG|2DUR	17CGEN|29DUR|3RCR|4AART|58VULN|6BEXP|aDMG
985	15612 25313	   	161.48	ACR|2VULN|1AART|1DMG|2DUR	16CGEN|29DUR|3RCR|4AART|58VULN|7BEXP|aDMG
986	25253 21362	   	161.43	DCR|2VULN|1AART|2CDMG|1ZMB	1AART|29CDMG|3DUST|49LIT|5ZMB|6RCR|7CANSTR|89VULN|9BPWR|aTLV
987	25253 21363	   	161.43	DCR|2VULN|1AART|2CDMG|1ZMB	1AART|29CDMG|3DUST|49LIT|5ZMB|6RCR|7CANSTR|89VULN|9BPWR|aERES
988	26543 21311	   	161.43	DCR|2VULN|1AART|2CDMG|1ZMB	1AART|2LHND|3LIT|49CDMG|5ZMB|6RCR|7CANSTR|8aVULN
989	25553 21311	   	161.43	DCR|2VULN|1AART|2CDMG|1ZMB	1AART|29CDMG|3FEWX|4LIT|5ZMB|6RCR|7CANSTR|8aVULN
990	21332 22434	   	161.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2TLV|3RMIN|46DMG|5DUR|7VULN|8CDMG|9ERES|aRCR
991	21332 43434	   	161.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2TLV|3RMIN|4DMG|5DUR|67VULN|8CDMG|9ERES|aRCR
992	21333 63434	   	161.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2TLV|3RMIN|4DMG|57VULN|6DUR|8CDMG|9ERES|aRCR
993	22362 22434	   	161.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|29ERES|3RMIN|46DMG|5DUR|7VULN|8CDMG|aRCR
994	25212 23514	   	161.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3DUST|4DMSP|56VULN|7ERES|8DMG|9DUR|aRCR
995	25235 25441	   	161.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3DUST|4MBVNT|56VULN|7DMG|8LSRICY|9DUR|aRCR
996	25312 23514	   	161.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3LEGI|4DMSP|56VULN|7ERES|8DMG|9DUR|aRCR
997	51631 26213	   	161.38	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1BEXP|2RCR|3DUR|4AART|5VULN|6DMG|7CDMG|8ASPD|9DUST|aERES
998	51631 26222	   	161.38	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1BEXP|2RCR|3DUR|4AART|5VULN|6DMG|7CDMG|8ASPD|9ERES|aDUST
999	23323 42315	   	161.38	DCR|3VULN|1AART|1DMG	1AART|2CGEN|3RMIN|4TLV|567VULN|8RCR|9BELT|aDMG
1000	23323 42353	   	161.38	DCR|3VULN|1AART|1DMG	1AART|29CGEN|3RMIN|4TLV|567VULN|8RCR|aDMG
1001	23462 61313	   	161.38	DCR|3VULN|1AART|1DMG	1AART|2CGEN|3DUST|4BEXP|569VULN|7FEWX|8RCR|aDMG
1002	15612 51132	   	161.38	ACR|2VULN|1AART|1DMG|2DUR	1CGEN|2aDUR|3RCR|4AART|59VULN|6DMG|7LEGI|8RPLT
1003	15612 52131	   	161.38	ACR|2VULN|1AART|1DMG|2DUR	18CGEN|27DUR|3RCR|4AART|5aVULN|6DMG|9ERES
1004	42231 52324	   	161.37	DCR|2AART|2VULN|1DMG	1RPLT|29AART|3BASICY|4LWND|58VULN|6RCR|7FEWX|aDMG
1005	51112 62217	   	161.37	ACR|3VULN|1AART|2DUR	1aBEXP|2RCR|3TLV|4AART|56aVULN|7MBVNT|8RCVC|9aDUR|aBPWR
1006	25113 22121	   	161.34	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1AART|25CDMG|3RPLT|4DUR|6DMG|7LIT|8VULN|9ZMB|aRCR
1007	25113 26261	   	161.34	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1AART|25CDMG|3RPLT|4DUR|6DMG|7ZMB|8LIT|9VULN|aRCR
1008	51112 62417	   	161.34	ACR|4VULN|1AART	1aBEXP|2RCR|3TLV|4AART|569aVULN|7MBVNT|8aFEWX|aBPWR
1009	25253 21311	   	161.33	DCR|2VULN|1AART|2CDMG|1ZMB	1AART|29CDMG|3DUST|4LIT|5ZMB|6RCR|7CANSTR|8aVULN
1010	25253 21511	   	161.33	DCR|2VULN|1AART|2CDMG|1ZMB	1AART|28CDMG|3DUST|4LIT|5ZMB|6RCR|7CANSTR|9aVULN
1011	25253 26311	   	161.33	DCR|2VULN|1AART|2CDMG|1ZMB	1AART|29CDMG|3DUST|4LIT|5ZMB|6RCR|7LSRREG|8aVULN
1012	16323 42336	   	161.31	DCR|3VULN|1AART|1CDMG|1DUR	1CGEN|2AART|3RMIN|4TLV|567VULN|8RCR|9CDMG|aDUR
1013	42351 13216	   	161.31	DCR|3VULN|1AART|1CDMG|1ASPD	1RPLT|2AART|35aVULN|4LSRHEA|6LIT|7ASPD|8RCR|9CDMG
1014	42351 33216	   	161.31	DCR|3VULN|1AART|1CDMG|1ASPD	1RPLT|2AART|35aVULN|4LSRHEA|6ASPD|7LIT|8RCR|9CDMG
1015	51216 33132	   	161.29	ACR|2VULN|2AART|1DMG	1BEXP|2RCR|3FEWX|49VULN|5CGEN|6DMG|7aAART|8RPLT
1016	16525 32333	   	161.26	DCR|2AART|2VULN|1CDMG|1ZMB	15CGEN|24AART|37VULN|6LHND|8RCR|9CDMG|aZMB
1017	51231 26241	   	161.26	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG	1BEXP|2RCR|3FEWX|4AART|5VULN|6DMG|7CDMG|8aASPD|9RMIN
1018	23622 32342	   	161.20	DCR|2AART|2VULN|1CDMG|1DUR	16AART|2CGEN|3RCVC|47VULN|5DUR|8RCR|9LIT|aCDMG
1019	23624 32336	   	161.20	DCR|2AART|2VULN|1CDMG|1DUR	15AART|2CGEN|3RCVC|47VULN|6LHND|8RCR|9CDMG|aDUR
