0	Index      	 *	Score 	Summary	Detail	
1	14552 33123	 * 	178.07	DCR|4VULN|3ZMB|2CDMG	13aLWND|236ZMB|36aBPWR|4DMSP|569aVULN|7RCR|8aCDMG
821	21512 46123	   	150.72	DCR|3VULN|1DMG|1ZMB|1DUR	1FEWX|2DUR|349VULN|5DMG|6DUST|7RMIN|8RCR|aZMB
822	31512 23113	   	150.72	DCR|3VULN|1DMG|1ZMB|1DUR	1DUST|2DUR|34aVULN|5DMG|6BEXP|7ZMB|8RCR|9LHND
823	31512 23122	   	150.72	DCR|3VULN|1DMG|1ZMB|1DUR	1DUST|2DUR|349VULN|5DMG|6BEXP|7ZMB|8RCR|aCGEN
824	31512 23124	   	150.72	DCR|3VULN|1DMG|1ZMB|1DUR	1DUST|2DUR|349VULN|5DMG|6aBEXP|7ZMB|8RCR
825	31512 23125	   	150.72	DCR|3VULN|1DMG|1ZMB|1DUR	1DUST|2DUR|349VULN|5DMG|6BEXP|7ZMB|8RCR|aMLV
826	31512 26123	   	150.72	DCR|3VULN|1DMG|1ZMB|1DUR	1DUST|2DUR|349VULN|5DMG|6BEXP|7RMIN|8RCR|aZMB
827	21513 26384	   	150.71	ACR|3VULN|1AART|1ASPD|1DUR	1FEWX|2DUR|34aVULN|5RCR|6MBVNT|7ASPD|8DUST|9AART
828	31513 26484	   	150.71	ACR|3VULN|1AART|1ASPD|1DUR	1DUST|2DUR|34aVULN|5RCR|6MBVNT|7ASPD|8FEWX|9AART
829	13552 33226	   	150.69	DCR|2VULN|3ASPD|1DMG|1ZMB	13LWND|236ASPD|36BPWR|49DMSP|56VULN|7RCR|8DMG|aZMB
830	31336 31236	   	150.66	DCR|2DMG|1AART|1VULN|1DUR	1aDUST|2DUR|3ERES|49DMG|5VULN|6LWND|7RCR|8AART
831	31426 31236	   	150.66	DCR|2DMG|1AART|1VULN|1DUR	1aDUST|2DUR|39DMG|4ERES|5VULN|6LWND|7RCR|8AART
832	31511 21231	   	150.66	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5LWND|6MBVNT|7RCR|8AART|9DMG|aTLV
833	31511 21234	   	150.66	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5LWND|6MBVNT|7RCR|8AART|9DMG|aVENICY
834	31514 21231	   	150.66	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5LHND|6MBVNT|7RCR|8AART|9DMG|aTLV
835	31514 21237	   	150.66	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5LHND|6MBVNT|7RCR|8AART|9DMG|aVENICY
836	43121 64332	   	150.66	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2CANSTR|36VULN|4DUST|5RMIN|7RCR|8AART|9DMG|aLEGI
837	43121 64333	   	150.66	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2CANSTR|36VULN|4DUST|5RMIN|7RCR|8AART|9DMG|aERES
838	51161 32223	   	150.66	DCR|2VULN|2DMG|1CDMG	19ERES|2CDMG|3aFEWX|45DMG|68VULN|7RCR
839	51161 32224	   	150.66	DCR|2VULN|2DMG|1CDMG	19ERES|2CDMG|3FEWX|45DMG|68VULN|7RCR|aCGEN
840	51161 32251	   	150.66	DCR|2VULN|2DMG|1CDMG	1aERES|2CDMG|3FEWX|45DMG|68VULN|7RCR|9LHND
841	51161 32253	   	150.66	DCR|2VULN|2DMG|1CDMG	1ERES|2CDMG|3FEWX|45DMG|68VULN|7RCR|9LHND|aMBVNT
842	51221 14131	   	150.66	DCR|2VULN|2DMG|1CDMG	1ERES|2CDMG|3TLV|49VULN|5aDMG|6BEXP|7RCR|8LIT
843	51221 34121	   	150.66	DCR|2VULN|2DMG|1CDMG	1ERES|2CDMG|3TLV|49VULN|5aDMG|6LWND|7RCR|8LIT
844	61161 32362	   	150.66	DCR|2VULN|2DMG|1CDMG	1CGEN|2CDMG|3FEWX|45DMG|6aVULN|7RCR|8DUST|9LEGI
845	61221 52131	   	150.66	DCR|2VULN|2DMG|1CDMG	1CGEN|2CDMG|3TLV|49VULN|5aDMG|6DUST|7RCR|8LIT
846	26163 33213	   	150.64	DCR|3VULN|3ZMB|1ASPD	12FEWX|36aVULN|456ZMB|6BPWR|7RCR|8ASPD|9LHND
847	26163 33222	   	150.64	DCR|3VULN|3ZMB|1ASPD	12FEWX|369VULN|456ZMB|6BPWR|7RCR|8ASPD|aCGEN
848	26163 33223	   	150.64	DCR|3VULN|3ZMB|1ASPD	12FEWX|369VULN|456ZMB|6BPWR|7RCR|8ASPD|aRMIN
849	26163 33224	   	150.64	DCR|3VULN|3ZMB|1ASPD	12FEWX|369VULN|456ZMB|6BPWR|7RCR|8ASPD|aBEXP
850	26163 33225	   	150.64	DCR|3VULN|3ZMB|1ASPD	12FEWX|369VULN|456ZMB|6BPWR|7RCR|8ASPD|aLIT
851	26163 33226	   	150.64	DCR|3VULN|3ZMB|1ASPD	12FEWX|369VULN|456ZMB|6BPWR|7RCR|8ASPD|aRPLT
852	51221 62332	   	150.64	DCR|2AART|1VULN|1DMG|1CDMG	1ERES|2CDMG|3TLV|4VULN|5DMG|6CGEN|7RCR|8DUST|9aAART
853	61221 52632	   	150.64	DCR|2AART|1VULN|1DMG|1CDMG	1CGEN|2CDMG|3TLV|4VULN|5DMG|6DUST|7RCR|8ERES|9aAART
854	21512 45123	   	150.62	DCR|3VULN|1DMG|1ZMB|1DUR	1FEWX|2DUR|349VULN|5DMG|6DUST|7TLV|8RCR|aZMB
855	31512 25123	   	150.62	DCR|3VULN|1DMG|1ZMB|1DUR	1DUST|2DUR|349VULN|5DMG|6BEXP|7TLV|8RCR|aZMB
856	11512 32322	   	150.60	DCR|2VULN|2DMG|1CDMG|1DUR	16LWND|2DUR|34VULN|56DMG|6BPWR|7ERES|8CDMG|9RPLT|aRCR
857	21512 32322	   	150.60	DCR|2VULN|2DMG|1CDMG|1DUR	16FEWX|2DUR|34VULN|56DMG|6BPWR|7ERES|8CDMG|9RPLT|aRCR
858	11513 51234	   	150.59	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5RCR|6LIT|7RCVC|8FEWX|9AART|aDMG
859	41112 35361	 * 	150.56	DCR|2VULN|2DMG|3DUR	127DUR|37VULN|4BEXP|5aDMG|67CGEN|7BPWR|8RCVC|9RCR
860	51161 32211	   	150.56	DCR|2VULN|2DMG|1CDMG	1aERES|2CDMG|3FEWX|45DMG|68VULN|7RCR|9DUST
861	51161 32213	   	150.56	DCR|2VULN|2DMG|1CDMG	1ERES|2CDMG|3FEWX|45DMG|68VULN|7RCR|9DUST|aMBVNT
862	51161 32214	   	150.56	DCR|2VULN|2DMG|1CDMG	1ERES|2CDMG|3FEWX|45DMG|68VULN|7RCR|9aDUST
863	51161 32216	   	150.56	DCR|2VULN|2DMG|1CDMG	1ERES|2CDMG|3FEWX|45DMG|68VULN|7RCR|9DUST|aNUKE
864	51161 32221	   	150.56	DCR|2VULN|2DMG|1CDMG	19ERES|2CDMG|3FEWX|45DMG|68VULN|7RCR|aTLV
865	51161 32226	   	150.56	DCR|2VULN|2DMG|1CDMG	19aERES|2CDMG|3FEWX|45DMG|68VULN|7RCR
866	51221 54131	   	150.56	DCR|2VULN|2DMG|1CDMG	1ERES|2CDMG|3TLV|49VULN|5aDMG|6DUST|7RCR|8LIT
867	41113 12425	 * 	150.55	ACR|1AART|1VULN|1DMG|3DUR|1ASPD	12aDUR|3VULN|4BEXP|5RCR|6RCVC|7AART|8ASPD|9DMG
868	11513 14623	 * 	150.53	ACR|4VULN|2ASPD|1DUR	1aLWND|2DUR|349aVULN|5RCR|6RCVC|7RPLT|8aASPD|aBPWR
869	51161 32332	   	150.49	DCR|2DMG|1VULN|2CDMG|1ZMB	1ERES|28CDMG|3FEWX|45DMG|6VULN|7RCR|9ZMB|aLHND
870	51161 32334	   	150.49	DCR|2DMG|1VULN|2CDMG|1ZMB	1ERES|28CDMG|3FEWX|45DMG|6VULN|7RCR|9ZMB|aBEXP
871	41133 12425	   	150.45	ACR|1AART|1VULN|1DMG|3DUR|1ASPD	12aDUR|3VULN|4LEGI|5RCR|6RCVC|7AART|8ASPD|9DMG
872	31512 32322	   	150.40	DCR|2VULN|2DMG|1CDMG|1DUR	16DUST|2DUR|34VULN|56DMG|6BPWR|7ERES|8CDMG|9RPLT|aRCR
873	31512 33452	   	150.40	DCR|2VULN|2DMG|1CDMG|1DUR	167DUST|2DUR|34VULN|56DMG|6BPWR|8BELT|9CDMG|aRCR
874	51221 22384	   	150.39	DCR|2AART|1VULN|1DMG|1CDMG|1SELL	1ERES|2CDMG|3TLV|4VULN|5DMG|6SELL|7RCR|8MBVNT|9aAART
875	51161 32331	   	150.39	DCR|2DMG|1VULN|2CDMG|1ZMB	1ERES|28CDMG|3FEWX|45DMG|6VULN|7RCR|9ZMB|aLEGI
876	16513 28422	   	150.39	ACR|2VULN|1AART|2ZMB|1CDMG	1LWND|2FEWX|34VULN|5RCR|6MBVNT|7aZMB|8AART|9CDMG
877	65126 32233	   	150.36	DCR|2VULN|1AART|1DMG|1ASPD	1CGEN|2DMG|3aVULN|46MLV|5ASPD|7RCR|8RPLT|9AART
878	16531 24226	   	150.32	DCR|1AART|1VULN|1CDMG|1FLTHEA|1ZMB|1ASPD	1LWND|2FEWX|3VULN|4ASPD|5MBVNT|6AART|7FLTHEA|8RCR|9CDMG|aZMB
879	43133 32563	   	150.25	DCR|2VULN|2DMG|1ZMB|1DUR	1DUR|2CANSTR|3aVULN|4LHND|5ZMB|6CGEN|78DMG|9RCR
880	41113 23485	 * 	150.24	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	12DUR|3VULN|4BEXP|5RCR|6MBVNT|7CGEN|8AART|9DMG|aCDMG
881	41113 23428	   	150.24	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	12DUR|3VULN|4BEXP|5RCR|6MBVNT|7CGEN|8AART|9CDMG|aDMG
882	51223 26336	   	150.24	DCR|3VULN|1DMG|2CDMG	1ERES|25CDMG|3TLV|47aVULN|6DMG|8CGEN|9RCR
883	51223 36236	   	150.24	DCR|3VULN|1DMG|2CDMG	1ERES|25CDMG|3TLV|47aVULN|6CGEN|8DMG|9RCR
884	21123 43462	 * 	150.22	DCR|3AART|1DMG|1CDMG|1ASPD|1DUR	1FEWX|2DUR|36aAART|4CDMG|5BELT|7DMG|8RCR|9ASPD
885	21513 23224	   	150.21	ACR|3VULN|1AART|1ASPD|1DUR	1FEWX|2DUR|349VULN|5RCR|6MBVNT|7CGEN|8ASPD|aAART
886	21513 26424	   	150.21	ACR|3VULN|1AART|1ASPD|1DUR	1FEWX|2DUR|349VULN|5RCR|6MBVNT|7ASPD|8CGEN|aAART
887	21553 63224	   	150.21	ACR|3VULN|1AART|1ASPD|1DUR	1FEWX|2DUR|379VULN|4CGEN|5RCR|6MBVNT|8ASPD|aAART
888	46513 23224	   	150.21	ACR|3VULN|1AART|1ASPD|1DUR	1DUR|2FEWX|349VULN|5RCR|6MBVNT|7CGEN|8ASPD|aAART
889	11531 24211	   	150.19	DCR|2VULN|1AART|1FLTHEA|1ASPD|1DUR	1LWND|2DUR|3aVULN|4ASPD|5MBVNT|6AART|7FLTHEA|8RCR|9FEWX
890	11531 24232	   	150.19	DCR|2VULN|1AART|1FLTHEA|1DUR|1ASPD	1LWND|2DUR|3aVULN|4ASPD|5MBVNT|6AART|7FLTHEA|8RCR|9MLV
891	11553 24321	   	150.18	ACR|2VULN|1AART|1DMG|1DUR	18LWND|2DUR|37VULN|4CGEN|5RCR|6AART|9DMG|aLHND
892	21553 24331	   	150.18	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|37VULN|4CGEN|5RCR|6AART|8LWND|9LIT|aDMG
893	11553 22521	   	150.18	ACR|2VULN|1AART|1DMG|1DUR	17LWND|2DUR|38VULN|4CGEN|5RCR|6AART|9DMG|aLHND
894	11553 22332	   	150.18	ACR|2VULN|1AART|1DMG|1DUR	178LWND|2DUR|39VULN|4CGEN|5RCR|6AART|aDMG
895	11513 16211	   	150.17	ACR|2VULN|2DMG|2DUR	19LWND|29DUR|34VULN|5RCR|6RCVC|7CGEN|89DMG|9BPWR|aLHND
896	11513 16214	   	150.17	ACR|2VULN|2DMG|2DUR	19LWND|29DUR|34VULN|5RCR|6RCVC|7CGEN|89DMG|9BPWR|aRPLT
897	11513 16215	   	150.17	ACR|2VULN|2DMG|2DUR	19LWND|29DUR|34VULN|5RCR|6RCVC|7CGEN|89DMG|9BPWR|aBEXP
898	31123 43462	   	150.12	DCR|3AART|1DMG|1CDMG|1ASPD|1DUR	1DUST|2DUR|36aAART|4CDMG|5BELT|7DMG|8RCR|9ASPD
899	31513 23224	   	150.11	ACR|3VULN|1AART|1ASPD|1DUR	1DUST|2DUR|349VULN|5RCR|6MBVNT|7CGEN|8ASPD|aAART
900	31553 63224	   	150.11	ACR|3VULN|1AART|1ASPD|1DUR	1DUST|2DUR|379VULN|4CGEN|5RCR|6MBVNT|8ASPD|aAART
901	11531 24261	   	150.09	DCR|2VULN|1AART|1FLTHEA|1ASPD|1DUR	1LWND|2DUR|3aVULN|4ASPD|5MBVNT|6AART|7FLTHEA|8RCR|9DUST
902	11531 24282	   	150.09	DCR|2VULN|1AART|1FLTHEA|1DUR|1ASPD	1LWND|2DUR|3aVULN|4ASPD|5MBVNT|6AART|7FLTHEA|8RCR|9TLV
903	11513 13256	   	150.09	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5RCR|6RCVC|79ERES|8DMG|aAART
904	11553 22133	   	150.08	ACR|2VULN|1AART|1DMG|1DUR	17LWND|2DUR|3aVULN|4CGEN|5RCR|6AART|8ERES|9DMG
905	11553 24131	   	150.08	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|37VULN|4CGEN|5RCR|6AART|8ERES|9DMG|aLHND
906	11553 24132	   	150.08	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|37VULN|4CGEN|5RCR|6AART|8ERES|9DMG|aRPLT
907	11553 24323	   	150.08	ACR|2VULN|1AART|1DMG|1DUR	18LWND|2DUR|37VULN|4CGEN|5RCR|6AART|9DMG|aERES
908	31553 24331	   	150.08	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|37VULN|4CGEN|5RCR|6AART|8LWND|9LIT|aDMG
909	11553 22523	   	150.08	ACR|2VULN|1AART|1DMG|1DUR	17LWND|2DUR|38VULN|4CGEN|5RCR|6AART|9DMG|aERES
910	11513 11211	   	150.07	ACR|2VULN|2DMG|2DUR	19LWND|29DUR|34VULN|5RCR|6RCVC|7TLV|89DMG|9BPWR|aLHND
911	11513 11214	   	150.07	ACR|2VULN|2DMG|2DUR	19LWND|29DUR|34VULN|5RCR|6RCVC|7TLV|89DMG|9BPWR|aRPLT
912	11513 11215	   	150.07	ACR|2VULN|2DMG|2DUR	19LWND|29DUR|34VULN|5RCR|6RCVC|7TLV|89DMG|9BPWR|aBEXP
913	11513 13211	   	150.07	ACR|2VULN|2DMG|2DUR	19LWND|29DUR|34VULN|5RCR|6RCVC|7ERES|89DMG|9BPWR|aLHND
914	11513 13214	   	150.07	ACR|2VULN|2DMG|2DUR	19LWND|29DUR|34VULN|5RCR|6RCVC|7ERES|89DMG|9BPWR|aRPLT
915	11513 13215	   	150.07	ACR|2VULN|2DMG|2DUR	19LWND|29DUR|34VULN|5RCR|6RCVC|7ERES|89DMG|9BPWR|aBEXP
916	11513 16212	   	150.07	ACR|2VULN|2DMG|2DUR	19LWND|29DUR|34VULN|5RCR|6RCVC|7CGEN|89DMG|9BPWR|aDUST
917	55134 12232	   	150.05	ACR|2AART|1VULN|1DMG|1CDMG	1ERES|2DMG|3VULN|4DMSP|5RCR|6LWND|78AART|9CDMG|aMLV
918	55134 12233	   	150.05	ACR|2AART|1VULN|1DMG|1CDMG	1ERES|2DMG|3VULN|4DMSP|5RCR|6LWND|78AART|9CDMG|aCGEN
919	11536 33226	   	150.00	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	16LWND|2DUR|3VULN|4ASPD|58DMG|7ERES|9AART|aRCR
920	11513 11212	   	149.97	ACR|2VULN|2DMG|2DUR	19LWND|29DUR|34VULN|5RCR|6RCVC|7TLV|89DMG|9BPWR|aDUST
921	11513 13212	   	149.97	ACR|2VULN|2DMG|2DUR	19LWND|29DUR|34VULN|5RCR|6RCVC|7ERES|89DMG|9BPWR|aDUST
922	55134 12231	   	149.95	ACR|2AART|1VULN|1DMG|1CDMG	1aERES|2DMG|3VULN|4DMSP|5RCR|6LWND|78AART|9CDMG
923	11152 36612	   	149.95	DCR|2VULN|1AART|3DUR|1ASPD	16LWND|289DUR|3AART|45VULN|7RCR|aASPD
924	65421 32232	   	149.93	DCR|2VULN|1DMG|2CDMG|1ASPD	1CGEN|2DMG|3RCVC|48CDMG|5LWND|69VULN|7RCR|aASPD
925	65433 32232	   	149.93	DCR|2VULN|1DMG|2CDMG|1ASPD	1CGEN|2DMG|3RCVC|4BEXP|58CDMG|69VULN|7RCR|aASPD
926	11513 16213	   	149.92	ACR|2VULN|2DMG|2DUR|1SELL	19LWND|29DUR|34VULN|5RCR|6RCVC|7CGEN|89DMG|9BPWR|aSELL
927	41131 61236	   	149.92	DCR|2AART|1DMG|1VULN|2DUR	12DUR|3VULN|4LEGI|5LWND|6MBVNT|7RCR|8aAART|9DMG
928	55433 13321	   	149.90	ACR|1AART|1VULN|1DMG|1ZMB|1DUR	1ERES|2DMG|3RCVC|4RCR|5AART|6DUR|7VULN|8RPLT|9ZMB|aCGEN
929	55433 13332	   	149.90	ACR|1AART|1VULN|1DMG|1ZMB|1DUR	1ERES|2DMG|3RCVC|4RCR|5AART|6DUR|7VULN|8RPLT|9MLV|aZMB
930	53433 22226	   	149.90	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD	1ERES|2ZMB|3RCVC|4RCR|5AART|6FEWX|7CGEN|8ASPD|9VULN|aDMG
931	53433 23421	   	149.90	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD	1ERES|2ZMB|3RCVC|4RCR|5AART|6FEWX|7VULN|8ASPD|9DMG|aLHND
932	53433 23422	   	149.90	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD	1ERES|2ZMB|3RCVC|4RCR|5AART|6FEWX|7VULN|8ASPD|9DMG|aBEXP
933	55433 23312	   	149.90	ACR|1AART|1VULN|1DMG|1ZMB|1DUR	1ERES|2DMG|3RCVC|4RCR|5AART|6FEWX|7VULN|8RPLT|9DUR|aZMB
934	11513 34215	   	149.87	ACR|3VULN|1AART|2DUR	1LWND|29DUR|34aVULN|5RCR|6LHND|7BEXP|8AART
935	21513 34215	   	149.87	ACR|3VULN|1AART|2DUR	1FEWX|29DUR|34aVULN|5RCR|6LHND|7BEXP|8AART
936	21513 36215	   	149.87	ACR|3VULN|1AART|2DUR	1FEWX|29DUR|34aVULN|5RCR|6LHND|7LWND|8AART
937	21131 31422	   	149.83	DCR|1AART|1VULN|2CDMG|1FLTHEA|1DUR	1FEWX|2DUR|3AART|4BEXP|5TLV|6FLTHEA|7RCR|8VULN|9aCDMG
938	46131 31422	   	149.83	DCR|1AART|1VULN|2CDMG|1FLTHEA|1DUR	1DUR|2FEWX|3AART|4BEXP|5TLV|6FLTHEA|7RCR|8VULN|9aCDMG
939	11513 11213	   	149.82	ACR|2VULN|2DMG|2DUR|1SELL	19LWND|29DUR|34VULN|5RCR|6RCVC|7TLV|89DMG|9BPWR|aSELL
940	11513 13213	   	149.82	ACR|2VULN|2DMG|2DUR|1SELL	19LWND|29DUR|34VULN|5RCR|6RCVC|7ERES|89DMG|9BPWR|aSELL
941	11511 61462	   	149.80	DCR|4VULN|1CDMG|1DUR	1LWND|2DUR|348aVULN|5LHND|6MBVNT|7RCR|9CDMG
942	11511 61483	 * 	149.80	DCR|4VULN|1FLTHEA|1DUR	1LWND|2DUR|348aVULN|5LHND|6MBVNT|7RCR|9FLTHEA
943	53433 23423	   	149.80	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD	1aERES|2ZMB|3RCVC|4RCR|5AART|6FEWX|7VULN|8ASPD|9DMG
944	11513 21443	   	149.77	ACR|3VULN|1AART|2DUR	1LWND|29DUR|34aVULN|5RCR|6MBVNT|7RMIN|8AART
945	11513 23443	   	149.77	ACR|3VULN|1AART|2DUR	1LWND|29DUR|34aVULN|5RCR|6MBVNT|7CGEN|8AART
946	11513 25216	   	149.77	ACR|3VULN|1AART|2DUR	1LWND|29DUR|34aVULN|5RCR|6MBVNT|7BEXP|8AART
947	11513 32216	   	149.77	ACR|3VULN|1AART|2DUR	1LWND|29DUR|34aVULN|5RCR|6LHND|7MBVNT|8AART
948	11513 42216	   	149.77	ACR|3VULN|1AART|2DUR	1LWND|29DUR|34aVULN|5RCR|6BEXP|7MBVNT|8AART
949	11553 63443	   	149.77	ACR|3VULN|1AART|2DUR	1LWND|29DUR|37aVULN|4CGEN|5RCR|6MBVNT|8AART
950	21513 23443	   	149.77	ACR|3VULN|1AART|2DUR	1FEWX|29DUR|34aVULN|5RCR|6MBVNT|7CGEN|8AART
951	21513 27216	   	149.77	ACR|3VULN|1AART|2DUR	1FEWX|29DUR|34aVULN|5RCR|6MBVNT|7LWND|8AART
952	21513 32216	   	149.77	ACR|3VULN|1AART|2DUR	1FEWX|29DUR|34aVULN|5RCR|6LHND|7MBVNT|8AART
953	21553 63443	   	149.77	ACR|3VULN|1AART|2DUR	1FEWX|29DUR|37aVULN|4CGEN|5RCR|6MBVNT|8AART
954	31513 34215	   	149.77	ACR|3VULN|1AART|2DUR	1DUST|29DUR|34aVULN|5RCR|6LHND|7BEXP|8AART
955	31513 36215	   	149.77	ACR|3VULN|1AART|2DUR	1DUST|29DUR|34aVULN|5RCR|6LHND|7LWND|8AART
956	46513 23443	   	149.77	ACR|3VULN|1AART|2DUR	19DUR|2FEWX|34aVULN|5RCR|6MBVNT|7CGEN|8AART
957	11433 24531	   	149.76	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|3DMG|4FEWX|5LHND|6AART|7aVULN|8RCR|9LIT
958	11223 22653	   	149.74	DCR|2VULN|1AART|1CDMG|2DUR	13LWND|23DUR|3BPWR|4TLV|5CDMG|6NUKE|7RCR|8AART|9aVULN
959	31232 34331	   	149.74	DCR|2DMG|1AART|1FLTHEA|2DUR	13DUST|23DUR|3BPWR|4LHND|59DMG|6FLTHEA|7RCR|8AART|aMLV
960	31232 34332	   	149.74	DCR|2DMG|1AART|1FLTHEA|2DUR	13DUST|23DUR|3BPWR|4LHND|59DMG|6FLTHEA|7RCR|8AART|aBEXP
961	31232 34333	   	149.74	DCR|2DMG|1AART|1FLTHEA|2DUR	13DUST|23DUR|3BPWR|4LHND|59DMG|6FLTHEA|7RCR|8AART|aBELT
962	31412 34331	   	149.74	DCR|2DMG|1AART|1FLTHEA|2DUR	1DUST|24DUR|39DMG|5LWND|6FLTHEA|7RCR|8AART|aMLV
963	31412 34332	   	149.74	DCR|2DMG|1AART|1FLTHEA|2DUR	1DUST|24DUR|39DMG|5LWND|6FLTHEA|7RCR|8AART|aBEXP
964	31412 34333	   	149.74	DCR|2DMG|1AART|1FLTHEA|2DUR	1DUST|24DUR|39DMG|5LWND|6FLTHEA|7RCR|8AART|aBELT
965	31416 34331	   	149.74	DCR|2DMG|1AART|1FLTHEA|2DUR	1DUST|24DUR|39DMG|5LHND|6FLTHEA|7RCR|8AART|aMLV
966	31416 34332	   	149.74	DCR|2DMG|1AART|1FLTHEA|2DUR	1DUST|24DUR|39DMG|5LHND|6FLTHEA|7RCR|8AART|aBEXP
967	31416 34333	   	149.74	DCR|2DMG|1AART|1FLTHEA|2DUR	1DUST|24DUR|39DMG|5LHND|6FLTHEA|7RCR|8AART|aBELT
968	63112 16226	   	149.73	DCR|2DMG|1AART|1VULN|1ZMB	1CGEN|2ZMB|3VULN|4BEXP|58DMG|6RCVC|7LWND|9AART|aRCR
969	43151 31322	   	149.73	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DUR|2CANSTR|3VULN|4LIT|59ERES|6RCR|7AART|8DMG|aCDMG
970	65134 12323	   	149.71	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB	1CGEN|2DMG|3VULN|4DMSP|5RCR|6LWND|7AART|8CDMG|9ZMB|aRPLT
971	21132 24261	   	149.69	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1FEWX|2DUR|3AART|4BEXP|57VULN|6ASPD|8CDMG|9RCR|aCGEN
972	31513 23443	   	149.67	ACR|3VULN|1AART|2DUR	1DUST|29DUR|34aVULN|5RCR|6MBVNT|7CGEN|8AART
973	31513 27216	   	149.67	ACR|3VULN|1AART|2DUR	1DUST|29DUR|34aVULN|5RCR|6MBVNT|7LWND|8AART
974	31513 32216	   	149.67	ACR|3VULN|1AART|2DUR	1DUST|29DUR|34aVULN|5RCR|6LHND|7MBVNT|8AART
975	31553 63443	   	149.67	ACR|3VULN|1AART|2DUR	1DUST|29DUR|37aVULN|4CGEN|5RCR|6MBVNT|8AART
976	41112 32126	   	149.66	DCR|2DMG|1AART|1VULN|2DUR	12DUR|3VULN|4BEXP|59DMG|6CGEN|7AART|8RMIN|aRCR
977	31232 34334	   	149.64	DCR|2DMG|1AART|1FLTHEA|2DUR	13aDUST|23DUR|3BPWR|4LHND|59DMG|6FLTHEA|7RCR|8AART
978	31412 34334	   	149.64	DCR|2DMG|1AART|1FLTHEA|2DUR	1aDUST|24DUR|39DMG|5LWND|6FLTHEA|7RCR|8AART
979	41113 23188	   	149.64	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	12DUR|3VULN|4BEXP|5RCR|6MBVNT|7CGEN|8CDMG|9AART|aDMG
980	53112 16226	   	149.63	DCR|2DMG|1AART|1VULN|1ZMB	1ERES|2ZMB|3VULN|4BEXP|58DMG|6RCVC|7LWND|9AART|aRCR
981	55134 12323	   	149.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2DMG|3VULN|4DMSP|5RCR|6LWND|7AART|8CDMG|9ZMB|aRPLT
982	21132 24265	   	149.59	DCR|2VULN|1AART|1CDMG|1DUR|1ASPD	1FEWX|2DUR|3AART|4BEXP|57VULN|6ASPD|8CDMG|9RCR|aERES
983	31132 24261	   	149.59	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1DUST|2DUR|3AART|4BEXP|57VULN|6ASPD|8CDMG|9RCR|aCGEN
984	31153 24261	   	149.59	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1DUST|2DUR|3AART|47VULN|5FEWX|6ASPD|8CDMG|9RCR|aCGEN
985	23533 13364	 * 	149.57	DCR|1AART|1VULN|2ZMB|1CDMG|2ASPD|1DUR	136FEWX|23ASPD|36BPWR|4DUR|56ZMB|7VULN|8CDMG|9RCR|aAART
986	41112 52126	   	149.56	DCR|2DMG|1AART|1VULN|2DUR	12DUR|3VULN|4BEXP|59DMG|6ERES|7AART|8RMIN|aRCR
987	41112 52326	   	149.56	DCR|2DMG|1AART|1VULN|2DUR	12DUR|3VULN|4BEXP|59DMG|6ERES|7AART|8CGEN|aRCR
988	11553 23231	 * 	149.54	ACR|2AART|1DMG|1VULN|2DUR	18LWND|28DUR|3VULN|4CGEN|5RCR|6aAART|78LIT|8BPWR|9DMG
989	51161 31326	   	149.53	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1ERES|2CDMG|3FEWX|45DMG|6VULN|7SELL|8LHND|9AART|aRCR
990	61161 31326	   	149.53	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1CGEN|2CDMG|3FEWX|45DMG|6VULN|7SELL|8LEGI|9AART|aRCR
