0	Index      	 *	Score 	Summary	Detail	
1	56311 32531	 * 	186.49	ACR|4VULN|1AART|1CDMG|1ZMB	1DMSP|2RCR|3AART|4ERES|569aVULN|7ZMB|8CDMG
834	32386 42364	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	14VULN|2ERES|3MBVNT|5ASPD|6aDMG|7RCR|8MLV|9CDMG
835	35632 25123	   	157.52	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	19VULN|2SELL|3AART|4FEWX|5BEXP|6DMG|7ZMB|8DUR|aRCR
836	31354 25532	 * 	157.51	5VULN|3DMG|3ASPD	1689aVULN|2CGEN|3MBVNT|48aASPD|5RCVC|78aDMG|8aBPWR
837	32356 42164	   	157.50	DCR|2VULN|2DMG|1CDMG|1ASPD	15VULN|2ERES|3MBVNT|4ASPD|6aDMG|7RCR|8TLV|9CDMG
838	32356 42432	   	157.50	DCR|2VULN|2DMG|1CDMG|1ASPD	15VULN|2ERES|3MBVNT|4ASPD|69DMG|7RCR|8CDMG|aTLV
839	32356 42433	   	157.50	DCR|2VULN|2DMG|1CDMG|1ASPD	15VULN|2ERES|3MBVNT|4ASPD|69DMG|7RCR|8CDMG|aCANHEL
840	32356 42438	   	157.50	DCR|2VULN|2DMG|1CDMG|1ASPD	15VULN|2ERES|3MBVNT|4ASPD|69DMG|7RCR|8CDMG|aLEGI
841	32356 42474	   	157.50	DCR|2VULN|2DMG|1CDMG|1ASPD	15VULN|2ERES|3MBVNT|4ASPD|6aDMG|7RCR|8CDMG|9CANHEL
842	32386 42164	   	157.50	DCR|2VULN|2DMG|1CDMG|1ASPD	14VULN|2ERES|3MBVNT|5ASPD|6aDMG|7RCR|8TLV|9CDMG
843	32386 42432	   	157.50	DCR|2VULN|2DMG|1CDMG|1ASPD	14VULN|2ERES|3MBVNT|5ASPD|69DMG|7RCR|8CDMG|aTLV
844	32386 42433	   	157.50	DCR|2VULN|2DMG|1CDMG|1ASPD	14VULN|2ERES|3MBVNT|5ASPD|69DMG|7RCR|8CDMG|aCANHEL
845	32386 42438	   	157.50	DCR|2VULN|2DMG|1CDMG|1ASPD	14VULN|2ERES|3MBVNT|5ASPD|69DMG|7RCR|8CDMG|aLEGI
846	32386 42474	   	157.50	DCR|2VULN|2DMG|1CDMG|1ASPD	14VULN|2ERES|3MBVNT|5ASPD|6aDMG|7RCR|8CDMG|9CANHEL
847	56122 21236	 * 	157.48	ACR|2VULN|2DMG|2ZMB	1DMSP|2RCR|3aZMB|4FEWX|5aLHND|67VULN|8LIT|9aDMG|aBPWR
848	41233 11213	   	157.46	DCR|2VULN|1AART|2CDMG|2DUR	19DUR|2CGEN|3RPLT|49CDMG|5AIRHEA|6RCR|7FEWX|89VULN|9BPWR|aAART
849	36323 23135	   	157.43	DCR|3VULN|1DMG|1CDMG|1ZMB	156VULN|2ZMB|3MBVNT|4FEWX|7LIT|8RCR|9DMG|aCDMG
850	36323 23144	   	157.43	DCR|3VULN|1DMG|1CDMG|1ZMB	156VULN|2ZMB|3MBVNT|4FEWX|7LIT|8RCR|9CDMG|aDMG
851	36323 36135	   	157.43	DCR|3VULN|1DMG|1CDMG|1ZMB	157VULN|2ZMB|3MBVNT|4FEWX|6LIT|8RCR|9DMG|aCDMG
852	36323 36144	   	157.43	DCR|3VULN|1DMG|1CDMG|1ZMB	157VULN|2ZMB|3MBVNT|4FEWX|6LIT|8RCR|9CDMG|aDMG
853	36343 23135	   	157.43	DCR|3VULN|1DMG|1CDMG|1ZMB	156VULN|2ZMB|3MBVNT|4LHND|7LIT|8RCR|9DMG|aCDMG
854	36343 36135	   	157.43	DCR|3VULN|1DMG|1CDMG|1ZMB	157VULN|2ZMB|3MBVNT|4LHND|6LIT|8RCR|9DMG|aCDMG
855	36381 23135	   	157.43	DCR|3VULN|1DMG|1CDMG|1ZMB	146VULN|2ZMB|3MBVNT|5LWND|7LIT|8RCR|9DMG|aCDMG
856	22512 36153	   	157.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|25VULN|3LIT|4CDMG|6LSRICY|7DMG|8AART|9DUR|aRCR
857	31512 36153	   	157.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CGEN|3LIT|4CDMG|6LSRICY|7DMG|8AART|9DUR|aRCR
858	32354 25532	   	157.41	5VULN|3DMG|3ASPD	1689aVULN|2ERES|3MBVNT|48aASPD|5RCVC|78aDMG|8aBPWR
859	24153 25311	   	157.40	DCR|3VULN|2AART|1ASPD	15CGEN|2ASPD|3LHND|456VULN|5BPWR|7RCR|8TLV|9aAART
860	56123 21236	   	157.38	ACR|2VULN|2DMG|2ZMB	1DMSP|2RCR|3aZMB|4aFEWX|5LEGI|67VULN|8LIT|9aDMG|aBPWR
861	33426 22511	   	157.37	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2DUST|3CDMG|4AART|5aRCVC|6ZMB|7RCR|8DMG|9BEXP
862	42233 11213	   	157.36	DCR|2VULN|1AART|2CDMG|2DUR	19DUR|2ERES|3RPLT|49CDMG|5AIRHEA|6RCR|7FEWX|89VULN|9BPWR|aAART
863	42233 16215	   	157.36	DCR|2VULN|1AART|2CDMG|2DUR	19DUR|2ERES|3RPLT|49CDMG|5AIRHEA|6RCR|7LWND|89VULN|9BPWR|aAART
864	22336 42482	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	14CGEN|2VULN|3MBVNT|5ASPD|6DMG|7RCR|8CDMG|9AART|aZMB
865	22355 42482	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2VULN|3MBVNT|4ASPD|5DMSP|6DMG|7RCR|8CDMG|9AART|aZMB
866	31336 42482	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|24CGEN|3MBVNT|5ASPD|6DMG|7RCR|8CDMG|9AART|aZMB
867	31355 42482	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2CGEN|3MBVNT|4ASPD|5DMSP|6DMG|7RCR|8CDMG|9AART|aZMB
868	22233 62231	   	157.27	DCR|2VULN|2DMG|2CDMG	1CGEN|25VULN|3RPLT|45CDMG|5BPWR|69DMG|7RCR|8aLIT
869	22233 62233	   	157.27	DCR|2VULN|2DMG|2CDMG	1CGEN|25VULN|3RPLT|45CDMG|5BPWR|69DMG|7RCR|8LIT|aLWND
870	22233 62235	   	157.27	DCR|2VULN|2DMG|2CDMG	1CGEN|25VULN|3RPLT|45CDMG|5BPWR|69DMG|7RCR|8LIT|aBEXP
871	22233 62541	   	157.27	DCR|2VULN|2DMG|2CDMG	1CGEN|25VULN|3RPLT|45CDMG|5BPWR|69DMG|7RCR|8aFEWX
872	62233 62231	   	157.27	DCR|2VULN|2DMG|2CDMG	1MLV|25VULN|3RPLT|45CDMG|5BPWR|69DMG|7RCR|8aLIT
873	62233 62233	   	157.27	DCR|2VULN|2DMG|2CDMG	1MLV|25VULN|3RPLT|45CDMG|5BPWR|69DMG|7RCR|8LIT|aLWND
874	62233 62235	   	157.27	DCR|2VULN|2DMG|2CDMG	1MLV|25VULN|3RPLT|45CDMG|5BPWR|69DMG|7RCR|8LIT|aBEXP
875	35633 23523	   	157.27	DCR|2VULN|2DMG|1AART|1SELL	17VULN|2SELL|3AART|4FEWX|57LHND|67DMG|7BPWR|8NUKE|9BEXP|aRCR
876	36233 13261	   	157.25	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1aVULN|2ZMB|3RPLT|4CDMG|5LSRREG|6RCR|7ASPD|8LWND|9AART
877	62431 61331	   	157.25	DCR|3VULN|1AART|2DUR	1MLV|28aVULN|3AART|49DUR|5LHND|6RCR|7FEWX
878	32355 42482	   	157.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2ERES|3MBVNT|4ASPD|5DMSP|6DMG|7RCR|8CDMG|9AART|aZMB
879	56342 13332	 * 	157.22	ACR|3AART|1VULN|1DMG|1DUR	1DMSP|2RCR|359AART|4DUR|6TLV|7LWND|8DMG|aVULN
880	36663 21331	   	157.20	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ZMB|35RMIN|4RCVC|6RCR|7AART|8DMG|9CDMG|aLHND
881	36663 21332	   	157.20	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ZMB|35RMIN|4RCVC|6RCR|7AART|8DMG|9CDMG|aCGEN
882	36663 21333	   	157.20	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ZMB|35RMIN|4RCVC|6RCR|7AART|8DMG|9CDMG|aFEWX
883	22233 62232	   	157.17	DCR|2VULN|2DMG|2CDMG	1CGEN|25VULN|3RPLT|45CDMG|5BPWR|69DMG|7RCR|8LIT|aDUST
884	62233 62232	   	157.17	DCR|2VULN|2DMG|2CDMG	1MLV|25VULN|3RPLT|45CDMG|5BPWR|69DMG|7RCR|8LIT|aDUST
885	33422 34126	   	157.08	DCR|2VULN|1AART|1DMG|1CDMG	16VULN|2DUST|3CDMG|4AART|5BEXP|7DMG|8RCVC|9RCR|aFEWX
886	33423 34124	   	157.08	DCR|2VULN|1AART|1DMG|1CDMG	16VULN|2DUST|3CDMG|4AART|5LHND|7DMG|8RCVC|9RCR|aDMSP
887	33423 34125	   	157.08	DCR|2VULN|1AART|1DMG|1CDMG	16VULN|2DUST|3CDMG|4AART|5LHND|7DMG|8RCVC|9RCR|aFEWX
888	22353 12481	   	157.07	DCR|2VULN|2DMG|3ASPD	1CGEN|25VULN|3MBVNT|45aASPD|5BPWR|6MLV|7RCR|89DMG
889	22353 42381	   	157.07	DCR|2VULN|2DMG|3ASPD	1CGEN|25VULN|3MBVNT|45aASPD|5BPWR|69DMG|7RCR|8MLV
890	22353 42581	   	157.07	DCR|2VULN|2DMG|3ASPD	1CGEN|25VULN|3MBVNT|45aASPD|5BPWR|69DMG|7RCR|8RMIN
891	22353 42735	   	157.07	DCR|2VULN|2DMG|3ASPD	18CGEN|25VULN|3MBVNT|459ASPD|5BPWR|6aDMG|7RCR
892	36334 42482	   	157.05	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1VULN|2aZMB|3MBVNT|4CGEN|5RCVC|6DMG|7RCR|8CDMG|9AART
893	56332 32316	   	157.01	ACR|2AART|1VULN|1DMG|1ZMB	1DMSP|2RCR|35AART|4DUST|6RMIN|7ZMB|8DMG|9BELT|aVULN
894	56332 32324	   	157.01	ACR|2AART|1VULN|1DMG|1ZMB	1DMSP|2RCR|35AART|4DUST|6RMIN|7ZMB|8DMG|9CGEN|aVULN
895	33422 34123	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	16VULN|2DUST|3CDMG|4AART|5BEXP|7DMG|8RCVC|9RCR|aERES
896	33422 34124	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	16VULN|2DUST|3CDMG|4AART|5BEXP|7DMG|8RCVC|9RCR|aLEGI
897	33422 34125	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	16VULN|2aDUST|3CDMG|4AART|5BEXP|7DMG|8RCVC|9RCR
898	33423 34123	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	16VULN|2DUST|3CDMG|4AART|5LHND|7DMG|8RCVC|9RCR|aERES
899	62314 84144	   	156.98	DCR|2VULN|1AART|1DMG|1FLTHEA	14MLV|26VULN|3MBVNT|5AART|7FLTHEA|8RCR|9BEXP|aDMG
900	62324 14144	   	156.98	DCR|2VULN|1AART|1DMG|1FLTHEA	16MLV|24VULN|3MBVNT|5AART|7FLTHEA|8RCR|9BEXP|aDMG
901	62324 14176	   	156.98	DCR|2VULN|1AART|1DMG|1FLTHEA	16MLV|24VULN|3MBVNT|5AART|7FLTHEA|8RCR|9LIT|aDMG
902	22353 42181	   	156.97	DCR|2VULN|2DMG|3ASPD	1CGEN|25VULN|3MBVNT|45aASPD|5BPWR|69DMG|7RCR|8TLV
903	22387 42416	   	156.97	DCR|2VULN|2DMG|2CDMG	1CGEN|24VULN|3MBVNT|5ERES|6aDMG|7RCR|89CDMG
904	31387 42416	   	156.97	DCR|2VULN|2DMG|2CDMG	14VULN|2CGEN|3MBVNT|5ERES|6aDMG|7RCR|89CDMG
905	32336 42416	   	156.97	DCR|2VULN|2DMG|2CDMG	15VULN|2ERES|3MBVNT|4CGEN|6aDMG|7RCR|89CDMG
906	32383 42416	   	156.97	DCR|2VULN|2DMG|2CDMG	14VULN|2ERES|3MBVNT|5CGEN|6aDMG|7RCR|89CDMG
907	36343 82451	   	156.97	DCR|3VULN|1AART|2ZMB	15aVULN|2aZMB|3MBVNT|49aLHND|6RCR|7RMIN|8AART|aBPWR
908	46383 12234	   	156.97	DCR|3VULN|1DMG|2ZMB|1DUR	1DUR|26ZMB|3MBVNT|45aVULN|7RCR|8LIT|9DMG
909	62324 52212	   	156.96	DCR|2AART|2VULN|1CDMG|1ZMB	1MLV|24VULN|3MBVNT|56AART|7ZMB|8LIT|9RCR|aCDMG
910	56331 11334	   	156.96	ACR|2VULN|1AART|1ZMB|1DUR|1ASPD	1DMSP|2RCR|3AART|4DUST|5LWND|6DUR|78VULN|9ASPD|aZMB
911	35122 25123	   	156.92	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	19VULN|2SELL|3FEWX|4AART|5BEXP|6DMG|7ZMB|8DUR|aRCR
912	56133 16211	   	156.91	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|2RCR|3ZMB|4CGEN|5CDMG|6DMG|7AART|8LIT|9VULN|aBEXP
913	56133 16321	   	156.91	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|2RCR|3ZMB|4CGEN|5CDMG|6DMG|7AART|8BELT|9VULN|aFEWX
914	56133 16333	   	156.91	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|2RCR|3ZMB|49CGEN|5CDMG|6DMG|7AART|8BELT|aVULN
915	56132 11533	   	156.91	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|2RCR|3ZMB|45CGEN|6FEWX|7AART|8CDMG|9VULN|aDMG
916	32384 34452	   	156.91	DCR|3VULN|1AART|1FLTHEA|1ASPD	146VULN|2ERES|3MBVNT|5AART|7FLTHEA|8AIRHEA|9RCR|aASPD
917	22431 61341	   	156.89	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1CGEN|28VULN|3AART|4DUR|5LHND|6RCR|7FEWX|9CDMG|aASPD
918	31431 61341	   	156.89	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	18VULN|2CGEN|3AART|4DUR|5LHND|6RCR|7FEWX|9CDMG|aASPD
919	62314 84134	   	156.88	DCR|2VULN|1AART|1DMG|1FLTHEA	14MLV|26VULN|3MBVNT|5AART|7FLTHEA|8RCR|9DUST|aDMG
920	62324 14134	   	156.88	DCR|2VULN|1AART|1DMG|1FLTHEA	16MLV|24VULN|3MBVNT|5AART|7FLTHEA|8RCR|9DUST|aDMG
921	56311 32352	   	156.86	ACR|2VULN|1AART|1ZMB|1DUR|1ASPD	1DMSP|2RCR|3AART|4ERES|56VULN|7ZMB|8DUST|9ASPD|aDUR
922	56313 63312	   	156.83	ACR|2VULN|1AART|1CDMG|1ZMB	1DMSP|2RCR|3AART|4aERES|5aBEXP|6BELT|7CDMG|8ZMB|9aVULN|aBPWR
923	56133 16212	   	156.81	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|2RCR|3ZMB|4CGEN|5CDMG|6DMG|7AART|8LIT|9VULN|aNUKE
924	56133 16213	   	156.81	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|2RCR|3ZMB|4CGEN|5CDMG|6DMG|7AART|8LIT|9VULN|aDUST
925	32441 21226	   	156.77	DCR|3VULN|1AART|1CDMG	159VULN|2ERES|3AART|4RCVC|6TLV|7BEXP|8RCR|aCDMG
926	56311 32115	   	156.73	ACR|2VULN|1AART|1CDMG|1ZMB	1DMSP|2RCR|3AART|4ERES|56VULN|7ZMB|8MLV|9FEWX|aCDMG
927	56311 32215	   	156.73	ACR|2VULN|1AART|1CDMG|1ZMB	1DMSP|2RCR|3AART|4ERES|56VULN|7ZMB|8RMIN|9FEWX|aCDMG
928	56311 32521	   	156.73	ACR|2VULN|1AART|1CDMG|1ZMB	1DMSP|2RCR|3AART|4ERES|56VULN|7ZMB|8CDMG|9BEXP|aRMIN
929	56311 32523	   	156.73	ACR|2VULN|1AART|1CDMG|1ZMB	1DMSP|2RCR|3AART|4ERES|56VULN|7ZMB|8CDMG|9BEXP|aRPLT
930	36335 42448	   	156.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2ZMB|3MBVNT|4CGEN|5DMSP|6DMG|7RCR|8CDMG|9DUR|aAART
931	56133 16133	   	156.71	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|2RCR|3ZMB|4CGEN|5CDMG|6DMG|7AART|8DUST|9VULN|aNUKE
932	36335 42484	   	156.70	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1VULN|2ZMB|3MBVNT|4CGEN|5DMSP|6DMG|7RCR|8aCDMG|9AART
933	62353 15423	 * 	156.68	DCR|3VULN|1DMG|2ZMB|2ASPD	169MLV|259VULN|3MBVNT|45ASPD|59BPWR|7DMG|89ZMB|aRCR
934	35123 23523	   	156.67	DCR|2VULN|2DMG|1AART|1SELL	17VULN|2SELL|3FEWX|4AART|57LHND|67DMG|7BPWR|8NUKE|9BEXP|aRCR
935	36233 11253	   	156.65	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	18VULN|2ZMB|3RPLT|4CDMG|5LSRREG|6RCR|7FEWX|9DUR|aAART
936	56311 32522	   	156.63	ACR|2VULN|1AART|1CDMG|1ZMB	1DMSP|2RCR|3AART|4aERES|56VULN|7ZMB|8CDMG|9BEXP
937	22353 42883	   	156.63	DCR|2VULN|1AART|1DMG|2ASPD|1SELL	1CGEN|25VULN|3MBVNT|45ASPD|5BPWR|6DMG|7RCR|8SELL|9AART|aERES
938	22461 12261	   	156.62	DCR|4VULN|1AART	1aCGEN|245aVULN|3AART|6RPLT|7RCR|8LEGI|9aCANHEL|aBPWR
939	31461 12261	   	156.62	DCR|4VULN|1AART	145aVULN|2aCGEN|3AART|6RPLT|7RCR|8LEGI|9aCANHEL|aBPWR
940	62324 54128	   	156.60	DCR|2AART|2VULN|1FLTHEA|1DUR	1MLV|24VULN|3MBVNT|56AART|7FLTHEA|8RCR|9DUR|aRCVC
941	36323 48164	   	156.57	DCR|3VULN|2DMG|1ZMB	159VULN|2ZMB|3MBVNT|48FEWX|67DMG|aRCR
942	32384 54123	   	156.50	DCR|2AART|2VULN|1FLTHEA|1DUR	14VULN|2ERES|3MBVNT|56AART|7FLTHEA|8RCR|9DUR|aRCVC
