0	Index      	 *	Score 	Summary	Detail	
1	23142 82242	 * 	190.99	ACR|2VULN|2DMG|1AART|3DUR|1ZMB	1AART|269DUR|3MBVNT|4FEWX|5RCR|79DMG|89VULN|9BPWR|aZMB
812	25221 13226	   	161.90	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1AART|2ERES|3DMG|48VULN|5DUR|6CGEN|7RCR|9DUST|aASPD
813	23164 33285	   	161.90	DCR|3VULN|2AART|1DUR	16AART|2DUR|3MBVNT|4ERES|58aVULN|7RCR|9TLV
814	22443 13423	   	161.90	DCR|3AART|1VULN|1DMG|1ZMB|1DUR	17aAART|2LIT|3DMG|4ZMB|5CGEN|6VULN|8RCR|9DUR
815	23434 32134	   	161.87	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1AART|2DUR|3ASPD|4ZMB|5MBVNT|6VULN|7DMG|8CDMG|9BEXP|aRCR
816	23434 32184	   	161.87	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1AART|2DUR|3ASPD|4ZMB|5MBVNT|6VULN|7DMG|8CDMG|9FEWX|aRCR
817	23178 42164	   	161.87	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1AART|2DUR|3MBVNT|4BEXP|5ZMB|6ASPD|7DMG|8CDMG|9VULN|aRCR
818	24124 33436	   	161.85	DCR|2AART|1VULN|1DMG|2CDMG	16AART|2LWND|3MBVNT|4ERES|5VULN|7RCR|8DMG|9aCDMG
819	45111 16311	   	161.84	ACR|2VULN|2DMG|1CDMG|1ZMB|1SELL	1SELL|26DMG|36VULN|4DMSP|5RCR|6BPWR|7RCVC|8CDMG|9ERES|aZMB
820	22423 53352	   	161.81	DCR|2AART|2DMG|1VULN|1DUR	18AART|27LIT|3aDMG|4VULN|5DUR|6DMSP|9RCR
821	23127 34177	   	161.80	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1AART|2DUR|3MBVNT|4TLV|5DMG|69VULN|7RCR|8ERES|aASPD
822	24172 18413	   	161.80	ACR|3DMG|1AART|1VULN	1AART|29LWND|3MBVNT|4BEXP|5RCR|69TLV|789DMG|9BPWR|aVULN
823	26112 18413	   	161.80	ACR|3DMG|1AART|1VULN	1AART|29FEWX|3MBVNT|4LWND|5RCR|69TLV|789DMG|9BPWR|aVULN
824	21172 28211	   	161.80	ACR|3VULN|1AART|1DMG	1AART|2LHND|3MBVNT|4BEXP|5RCR|689VULN|7FEWX|aDMG
825	24172 28211	   	161.80	ACR|3VULN|1AART|1DMG	1AART|2LWND|3MBVNT|4BEXP|5RCR|689VULN|7FEWX|aDMG
826	24324 83431	   	161.78	DCR|2VULN|1AART|1DMG|1CDMG	1AART|23LWND|4aVULN|5MBVNT|6MLV|7RCR|8DMG|9CDMG
827	24325 13213	   	161.78	DCR|2VULN|1AART|1DMG|1CDMG	1AART|23LWND|48VULN|5DMG|6LEGI|7RCR|9RPLT|aCDMG
828	25222 13131	   	161.78	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2ERES|3DMG|49VULN|5LWND|6CGEN|7RCR|8CDMG|aBEXP
829	25222 13133	   	161.78	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2ERES|3DMG|49VULN|5LWND|6CGEN|7RCR|8CDMG|aLHND
830	25222 13135	   	161.78	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2ERES|3DMG|49VULN|5LWND|6CGEN|7RCR|8CDMG|aRPLT
831	25222 13136	   	161.78	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2ERES|3DMG|49VULN|5LWND|6CGEN|7RCR|8CDMG|aDMSP
832	25222 13152	   	161.78	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2ERES|3DMG|4aVULN|5LWND|69CGEN|7RCR|8CDMG
833	25222 13213	   	161.78	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2ERES|3DMG|48VULN|5LWND|6CGEN|7RCR|9RPLT|aCDMG
834	25222 33131	   	161.78	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2ERES|3DMG|49VULN|5LWND|6MLV|7RCR|8CDMG|aBEXP
835	25222 33133	   	161.78	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2ERES|3DMG|49VULN|5LWND|6MLV|7RCR|8CDMG|aLHND
836	25222 33135	   	161.78	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2ERES|3DMG|49VULN|5LWND|6MLV|7RCR|8CDMG|aRPLT
837	25222 33136	   	161.78	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2ERES|3DMG|49VULN|5LWND|6MLV|7RCR|8CDMG|aDMSP
838	25222 33162	   	161.78	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2ERES|3aDMG|4VULN|5LWND|6MLV|7RCR|8CDMG|9LIT
839	25222 33213	   	161.78	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2ERES|3DMG|48VULN|5LWND|6MLV|7RCR|9RPLT|aCDMG
840	25242 12323	 * 	161.78	DCR|2DMG|1AART|1VULN|3DUR	1AART|257ERES|37DMG|467DUR|7BPWR|8RCR|9LWND|aVULN
841	25242 12343	   	161.78	DCR|2DMG|1AART|1VULN|3DUR	1AART|257ERES|37DMG|467DUR|7BPWR|8RCR|9LHND|aVULN
842	23434 32153	   	161.77	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1AART|2DUR|3ASPD|4ZMB|5MBVNT|6VULN|7DMG|8CDMG|9ERES|aRCR
843	45111 13313	   	161.74	ACR|3VULN|2DMG|1ZMB|1SELL	1SELL|26DMG|369VULN|4DMSP|5RCR|6BPWR|7CGEN|8ZMB|aFEWX
844	45111 13316	   	161.74	ACR|3VULN|2DMG|1ZMB|1SELL	1SELL|26DMG|369VULN|4DMSP|5RCR|6BPWR|7CGEN|8ZMB|aLWND
845	23174 32253	   	161.71	DCR|2AART|2VULN|1DMG|1DUR	1aAART|2DUR|3MBVNT|45BEXP|68VULN|7DMG|9RCR
846	23174 32453	   	161.71	DCR|2AART|2DMG|1VULN|1DUR	1aAART|2DUR|3MBVNT|45BEXP|6VULN|78DMG|9RCR
847	25211 13424	   	161.71	DCR|2AART|2VULN|1DMG|1DUR	18AART|2ERES|3DMG|4CGEN|5DMSP|67VULN|9RCR|aDUR
848	26141 32253	   	161.71	DCR|2AART|2VULN|1DMG|1DUR	1aAART|24FEWX|3MBVNT|5DUR|68VULN|7DMG|9RCR
849	26141 32453	   	161.71	DCR|2AART|2DMG|1VULN|1DUR	1aAART|24FEWX|3MBVNT|5DUR|6VULN|78DMG|9RCR
850	24172 18431	   	161.70	ACR|3DMG|1AART|1VULN	1AART|2LWND|3MBVNT|4BEXP|5RCR|6TLV|78aDMG|9VULN
851	26112 18431	   	161.70	ACR|3DMG|1AART|1VULN	1AART|2FEWX|3MBVNT|4LWND|5RCR|6TLV|78aDMG|9VULN
852	26172 18431	   	161.70	ACR|3DMG|1AART|1VULN	1AART|2FEWX|3MBVNT|4BEXP|5RCR|6TLV|78aDMG|9VULN
853	24132 28211	   	161.70	ACR|3VULN|1AART|1DMG	1AART|2LWND|3MBVNT|4DUST|5RCR|689VULN|7FEWX|aDMG
854	31353 43314	   	161.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DMSP|3DUR|4RCR|5aVULN|6DMG|7ZMB|8CGEN|9AART
855	21127 34386	   	161.68	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LHND|3MBVNT|4TLV|5DMG|6aVULN|7RCR|8RPLT|9CDMG
856	25535 13213	   	161.68	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2ERES|38VULN|4MLV|5DMG|6LEGI|7RCR|9RPLT|aCDMG
857	21164 13181	   	161.68	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LHND|3MBVNT|4ERES|56VULN|7RCR|8CDMG|9RPLT|aDMG
858	24124 13181	   	161.68	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LWND|3MBVNT|4ERES|56VULN|7RCR|8CDMG|9RPLT|aDMG
859	24124 13417	   	161.68	DCR|2VULN|1AART|1DMG|1CDMG	1AART|29LWND|3MBVNT|4ERES|56VULN|7RCR|8DMG|aCDMG
860	24124 13432	   	161.68	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LWND|3MBVNT|4ERES|56VULN|7RCR|8DMG|9CDMG|aCGEN
861	24124 13435	   	161.68	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LWND|3MBVNT|4ERES|56VULN|7RCR|8DMG|9CDMG|aBEXP
862	24124 13438	   	161.68	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2aLWND|3MBVNT|4ERES|56VULN|7RCR|8DMG|9CDMG
863	24324 33431	   	161.68	DCR|2VULN|1AART|1DMG|1CDMG	1AART|23LWND|4aVULN|5MBVNT|6TLV|7RCR|8DMG|9CDMG
864	24325 13151	   	161.68	DCR|2VULN|1AART|1DMG|1CDMG	1AART|23LWND|4aVULN|5DMG|6LEGI|7RCR|8CDMG|9TLV
865	25222 13142	   	161.68	DCR|2VULN|1AART|1DMG|1CDMG	1AART|29ERES|3DMG|4aVULN|5LWND|6CGEN|7RCR|8CDMG
866	25222 33142	   	161.68	DCR|2VULN|1AART|1DMG|1CDMG	1AART|29ERES|3DMG|4aVULN|5LWND|6MLV|7RCR|8CDMG
867	45111 13311	   	161.64	ACR|3VULN|2DMG|1ZMB|1SELL	1SELL|26DMG|369VULN|4DMSP|5RCR|6BPWR|7CGEN|8ZMB|aTLV
868	45111 13315	   	161.64	ACR|3VULN|2DMG|1ZMB|1SELL	1SELL|26DMG|369VULN|4DMSP|5RCR|6BPWR|7CGEN|8ZMB|aDUST
869	21422 36161	   	161.61	DCR|2DMG|1AART|1VULN|1FLTHEA|1ASPD	1AART|2LHND|3ASPD|4FLTHEA|57MLV|6VULN|89DMG|aRCR
870	24421 31151	   	161.61	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1AART|27LWND|3ASPD|4FLTHEA|5CGEN|69VULN|8DMG|aRCR
871	24422 31161	   	161.61	DCR|2DMG|1AART|1VULN|1FLTHEA|1ASPD	1AART|27LWND|3ASPD|4FLTHEA|5MLV|6VULN|89DMG|aRCR
872	25212 13424	   	161.61	DCR|2AART|2VULN|1DMG|1DUR	18AART|25ERES|3DMG|4CGEN|67VULN|9RCR|aDUR
873	32313 33634	   	161.61	DCR|3DMG|2VULN|1ASPD	1ERES|2MLV|3ASPD|456DMG|7RCR|8RCVC|9aVULN
874	32353 31621	   	161.59	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2MLV|3ASPD|4RCR|58VULN|6ZMB|7LSRHEA|9AART|aDMG
875	25125 13162	   	161.58	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2ERES|3TLV|4VULN|5aDMG|6LEGI|7RCR|8CDMG|9LIT
876	25125 13263	   	161.58	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2ERES|3TLV|48VULN|5DMG|6LEGI|7RCR|9LIT|aCDMG
877	24124 13431	   	161.58	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LWND|3MBVNT|4ERES|56VULN|7RCR|8DMG|9CDMG|aTLV
878	24124 13434	   	161.58	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LWND|3MBVNT|4aERES|56VULN|7RCR|8DMG|9CDMG
879	23124 13216	   	161.56	DCR|3VULN|1AART|1ZMB|1DUR	1AART|2DUR|3MBVNT|4TLV|568VULN|7RCR|9RPLT|aZMB
880	23124 13251	   	161.56	DCR|3VULN|1AART|1ZMB|1DUR	1AART|2DUR|3MBVNT|4TLV|568VULN|7RCR|9ZMB|aBELT
881	23124 13252	   	161.56	DCR|3VULN|1AART|1ZMB|1DUR	1AART|2DUR|3MBVNT|4TLV|568VULN|7RCR|9ZMB|aFEWX
882	23124 13253	   	161.56	DCR|3VULN|1AART|1ZMB|1DUR	1AART|2DUR|3MBVNT|4TLV|568VULN|7RCR|9ZMB|aLIT
883	23124 13254	   	161.56	DCR|3VULN|1AART|1ZMB|1DUR	1AART|2DUR|3MBVNT|4TLV|568VULN|7RCR|9ZMB|aLHND
884	23124 13256	   	161.56	DCR|3VULN|1AART|1ZMB|1DUR	1AART|2DUR|3MBVNT|4TLV|568VULN|7RCR|9ZMB|aCGEN
885	23164 13216	   	161.56	DCR|3VULN|1AART|1ZMB|1DUR	1AART|2DUR|3MBVNT|4ERES|568VULN|7RCR|9RPLT|aZMB
886	23164 13251	   	161.56	DCR|3VULN|1AART|1ZMB|1DUR	1AART|2DUR|3MBVNT|4ERES|568VULN|7RCR|9ZMB|aBELT
887	23164 13252	   	161.56	DCR|3VULN|1AART|1ZMB|1DUR	1AART|2DUR|3MBVNT|4ERES|568VULN|7RCR|9ZMB|aFEWX
888	23164 13253	   	161.56	DCR|3VULN|1AART|1ZMB|1DUR	1AART|2DUR|3MBVNT|4ERES|568VULN|7RCR|9ZMB|aLIT
889	23164 13254	   	161.56	DCR|3VULN|1AART|1ZMB|1DUR	1AART|2DUR|3MBVNT|4ERES|568VULN|7RCR|9ZMB|aLHND
890	23164 13256	   	161.56	DCR|3VULN|1AART|1ZMB|1DUR	1AART|2DUR|3MBVNT|4ERES|568VULN|7RCR|9ZMB|aCGEN
891	21412 23114	   	161.56	DCR|2AART|1VULN|2ASPD|1CDMG|2DUR	1aAART|29LHND|35ASPD|45DUR|5BPWR|6VULN|7RCR|8CDMG
892	23361 23642	 * 	161.51	ACR|2VULN|1AART|3ZMB|1DUR	1AART|2DUR|3LWND|4BEXP|5RCR|69VULN|78aZMB
893	25413 14137	   	161.50	ACR|3DMG|1AART|1VULN	1AART|26ERES|3AIRHEA|4MBVNT|5RCR|78aDMG|9VULN
894	25125 13142	   	161.48	DCR|2VULN|1AART|1DMG|1CDMG	1AART|29ERES|3TLV|4aVULN|5DMG|6LEGI|7RCR|8CDMG
895	23124 83255	   	161.46	DCR|3VULN|1AART|1ZMB|1DUR	1AART|2DUR|3MBVNT|46TLV|58aVULN|7RCR|9ZMB
896	23164 43255	   	161.46	DCR|3VULN|1AART|1ZMB|1DUR	1AART|2DUR|3MBVNT|46ERES|58aVULN|7RCR|9ZMB
897	23331 23642	   	161.41	ACR|2VULN|1AART|3ZMB|1DUR	1AART|2DUR|3LWND|4DUST|5RCR|69VULN|78aZMB
898	25261 13132	   	161.40	DCR|1AART|1DMG|1VULN|2CDMG|1ZMB	1AART|2ERES|3DMG|4ZMB|5LEGI|6LHND|7RCR|89CDMG|aVULN
899	25263 13132	   	161.40	DCR|1AART|1DMG|1VULN|2CDMG|1ZMB	1AART|2ERES|3DMG|4ZMB|5LHND|6LEGI|7RCR|89CDMG|aVULN
900	23112 83431	   	161.38	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1AART|26DUR|3MBVNT|4LWND|5RCR|7ASPD|8DMG|9CDMG|aVULN
901	23142 83431	   	161.38	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1AART|26DUR|3MBVNT|4FEWX|5RCR|7ASPD|8DMG|9CDMG|aVULN
902	23172 83431	   	161.38	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1AART|26DUR|3MBVNT|4BEXP|5RCR|7ASPD|8DMG|9CDMG|aVULN
903	31212 43531	   	161.37	DCR|3DMG|2VULN|1ZMB	1ERES|2DMSP|39VULN|456DMG|7ZMB|8RCR|aLHND
904	31212 43532	   	161.37	DCR|3DMG|2VULN|1ZMB	1ERES|2aDMSP|39VULN|456DMG|7ZMB|8RCR
905	31212 43533	   	161.37	DCR|3DMG|2VULN|1ZMB	1ERES|2DMSP|39VULN|456DMG|7ZMB|8RCR|aLIT
906	31212 43534	   	161.37	DCR|3DMG|2VULN|1ZMB	1ERES|2DMSP|39VULN|456DMG|7ZMB|8RCR|aMLV
907	25225 22214	 * 	161.32	4VULN|3DMG|1AART|1ZMB	1AART|2ERES|356DMG|468aVULN|6BPWR|7CGEN|9ZMB
908	23634 32251	   	161.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5MBVNT|68VULN|7DMG|9RCR|aLWND
909	23634 32254	   	161.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5MBVNT|68VULN|7DMG|9RCR|aCGEN
910	23634 32451	   	161.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5MBVNT|6VULN|78DMG|9RCR|aLWND
911	23634 32454	   	161.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5MBVNT|6VULN|78DMG|9RCR|aCGEN
912	31212 43536	   	161.27	DCR|3DMG|2VULN|1ZMB	1ERES|2DMSP|39VULN|456DMG|7ZMB|8RCR|aDUST
913	23143 18851	   	161.21	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1AART|2DUR|3MBVNT|4FEWX|5ASPD|6VULN|7aDMG|8RCR|9RCVC
914	23634 32252	   	161.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5MBVNT|68VULN|7DMG|9RCR|aLEGI
915	23634 32452	   	161.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5MBVNT|6VULN|78DMG|9RCR|aLEGI
916	23413 23134	   	161.16	DCR|2AART|1VULN|2CDMG|2DUR|1ASPD	1aAART|24DUR|3ASPD|5LHND|6VULN|7RCR|89CDMG
917	21412 23346	   	161.11	DCR|1AART|1VULN|2ASPD|1CDMG|2DUR|1ZMB	1AART|28LHND|35ASPD|45DUR|5BPWR|6VULN|7RCR|9ZMB|aCDMG
918	34326 33313	 * 	161.06	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1ERES|23CDMG|4ASPD|5RCR|6DMG|7CGEN|8ZMB|9VULN|aAART
919	22416 21151	   	161.06	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1AART|2LIT|3DMG|4CDMG|5VULN|6RMIN|79DUR|8RCR|aASPD
920	22416 31131	   	161.06	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1AART|2LIT|3DMG|4CDMG|5VULN|6ASPD|7aDUR|8RCR|9MLV
921	22421 33532	   	161.01	DCR|2VULN|2DMG|1AART	1AART|2LIT|37DMG|4aVULN|5RPLT|68BEXP|9RCR
922	21412 23143	   	161.01	DCR|1AART|1VULN|2ASPD|1CDMG|2DUR|1ZMB	1AART|2LHND|35ASPD|45DUR|5BPWR|6VULN|7RCR|8CDMG|9ERES|aZMB
923	34223 13424	   	160.99	DCR|3AART|2VULN|1CDMG|1ZMB|1SELL	1ERES|2CDMG|3ZMB|4SELL|58aAART|67VULN|9RCR
