0	Index      	 *	Score 	Summary	Detail	
1	43415 44532	 * 	183.61	DCR|3VULN|2DMG|1AART|1DUR	1MBVNT|2aLIT|34aVULN|5SNIHEL|6DUR|7RCR|8aDMG|9AART|aBPWR
803	43424 12448	   	155.66	DCR|2VULN|1AART|1DMG|1DUR	1MBVNT|2LIT|3aVULN|4AART|5DMG|6RCR|7DUR|8RCVC|9LWND
804	43424 12458	   	155.66	DCR|2VULN|1AART|1DMG|1DUR	1MBVNT|2LIT|3aVULN|4AART|5DMG|6RCR|7DUR|8RCVC|9FEWX
805	43424 12462	   	155.66	DCR|2VULN|1AART|1DMG|1DUR	1MBVNT|2LIT|3aVULN|4AART|5DMG|6RCR|7DUR|89RCVC
806	43424 12861	   	155.66	DCR|2VULN|1AART|1DMG|1DUR	1MBVNT|29LIT|39VULN|4AART|5DMG|6RCR|7DUR|89DUST|9BPWR|aBEXP
807	43424 12862	   	155.66	DCR|2VULN|1AART|1DMG|1DUR	1MBVNT|29LIT|39VULN|4AART|5DMG|6RCR|7DUR|89DUST|9BPWR|aLWND
808	43424 12864	   	155.66	DCR|2VULN|1AART|1DMG|1DUR	1MBVNT|29LIT|39VULN|4AART|5DMG|6RCR|7DUR|89DUST|9BPWR|aRPLT
809	43424 14431	   	155.66	DCR|2DMG|1AART|1VULN|1DUR	1MBVNT|2LIT|3VULN|4AART|59DMG|6RCR|7FEWX|8DUR|aBEXP
810	43424 14432	   	155.66	DCR|2DMG|1AART|1VULN|1DUR	1MBVNT|2LIT|3VULN|4AART|59DMG|6RCR|7FEWX|8DUR|aLWND
811	43424 14434	   	155.66	DCR|2DMG|1AART|1VULN|1DUR	1MBVNT|2LIT|3VULN|4AART|59DMG|6RCR|7FEWX|8DUR|aRPLT
812	43424 14435	   	155.66	DCR|2DMG|1AART|1VULN|1DUR	1MBVNT|2LIT|3VULN|4AART|59DMG|6RCR|7FEWX|8DUR|aCGEN
813	43424 14436	   	155.66	DCR|2DMG|1AART|1VULN|1DUR	1MBVNT|2LIT|3VULN|4AART|59DMG|6RCR|7FEWX|8DUR|aLHND
814	43424 14485	   	155.66	DCR|2VULN|1AART|1DMG|1DUR	1MBVNT|2LIT|3aVULN|4AART|5DMG|6RCR|7FEWX|8DUR|9RPLT
815	43424 14523	   	155.66	DCR|2DMG|1AART|1VULN|1ASPD	1MBVNT|2LIT|3VULN|4AART|5aDMG|6RCR|7FEWX|8ASPD|9RPLT
816	42417 42832	   	155.65	DCR|2AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1MBVNT|2LHND|3CDMG|4ZMB|59AART|6DUR|7VULN|8RCR|aASPD
817	46421 34543	   	155.63	DCR|4VULN|1DMG|1CDMG	1MBVNT|2DMG|3456VULN|7BEXP|8LEGI|9CDMG|aRCR
818	42122 18413	   	155.61	DCR|2VULN|2DMG|1AART	1MBVNT|28LHND|3MLV|48VULN|5RPLT|6AART|78DMG|8BPWR|9DLOT|aRCR
819	42252 18413	   	155.61	DCR|2VULN|2DMG|1AART	1MBVNT|28LHND|3CGEN|48VULN|5RPLT|6AART|78DMG|8BPWR|9DLOT|aRCR
820	43424 17712	   	155.59	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7ZMB|89DUST|aCDMG
821	43424 11623	   	155.56	DCR|2VULN|1AART|1DMG|1ASPD	1MBVNT|2LIT|38VULN|4AART|5DMG|6RCR|7RMIN|9ASPD|aSNIHEL
822	43424 11626	   	155.56	DCR|2VULN|1AART|1DMG|1ASPD	1MBVNT|2LIT|38VULN|4AART|5DMG|6RCR|7RMIN|9ASPD|aDUST
823	43424 11654	   	155.56	DCR|2VULN|1AART|1DMG|1DUR	1MBVNT|2LIT|38VULN|4AART|5DMG|6RCR|7RMIN|9DUR|aDUST
824	43424 11748	   	155.56	DCR|2DMG|1AART|1VULN|1ASPD	1MBVNT|2LIT|3VULN|4AART|59DMG|6RCR|7RMIN|8DUST|aASPD
825	43424 16423	   	155.56	DCR|2DMG|1AART|1VULN|1DUR	1MBVNT|2LIT|3VULN|4AART|58DMG|6RCR|7VENICY|9DUR|aFEWX
826	43424 16424	   	155.56	DCR|2DMG|1AART|1VULN|1DUR	1MBVNT|2LIT|3VULN|4AART|58DMG|6RCR|7VENICY|9DUR|aCGEN
827	43424 16427	   	155.56	DCR|2DMG|1AART|1VULN|1DUR	1MBVNT|2LIT|3VULN|4AART|58DMG|6RCR|7VENICY|9DUR|aRMIN
828	43424 16441	   	155.56	DCR|2DMG|1AART|1VULN|1ASPD	1MBVNT|2LIT|3VULN|4AART|58DMG|6RCR|7VENICY|9ASPD|aRCVC
829	43424 16444	   	155.56	DCR|2DMG|1AART|1VULN|1ASPD	1MBVNT|2LIT|3VULN|4AART|58DMG|6RCR|7VENICY|9ASPD|aCGEN
830	43424 16446	   	155.56	DCR|2DMG|1AART|1VULN|1ASPD	1MBVNT|2LIT|3VULN|4AART|58DMG|6RCR|7VENICY|9ASPD|aLHND
831	43424 11268	   	155.56	DCR|2VULN|1AART|1DMG|1ASPD	1MBVNT|2LIT|3aVULN|4AART|5DMG|6RCR|7RMIN|8AIRHEA|9ASPD
832	43424 11348	   	155.56	DCR|2VULN|1AART|1DMG|1DUR	1MBVNT|2LIT|3aVULN|4AART|5DMG|6RCR|7RMIN|8DUR|9ERES
833	43424 11727	   	155.56	DCR|2DMG|1AART|1VULN|1ASPD	1MBVNT|2LIT|3VULN|4AART|5aDMG|6RCR|7RMIN|8DUST|9ASPD
834	43424 12248	   	155.56	DCR|2VULN|1AART|1DMG|1DUR	1MBVNT|2LIT|3aVULN|4AART|5DMG|6RCR|7DUR|8RMIN|9ERES
835	43424 12418	   	155.56	DCR|2VULN|1AART|1DMG|1DUR	1MBVNT|2LIT|3aVULN|4AART|5DMG|6RCR|7DUR|8RCVC|9DUST
836	43424 12831	   	155.56	DCR|2DMG|1AART|1VULN|1DUR	1MBVNT|2LIT|3VULN|4AART|59DMG|6RCR|7DUR|8DUST|aBEXP
837	43424 12832	   	155.56	DCR|2DMG|1AART|1VULN|1DUR	1MBVNT|2LIT|3VULN|4AART|59DMG|6RCR|7DUR|8DUST|aLWND
838	43424 12834	   	155.56	DCR|2DMG|1AART|1VULN|1DUR	1MBVNT|2LIT|3VULN|4AART|59DMG|6RCR|7DUR|8DUST|aRPLT
839	43424 12835	   	155.56	DCR|2DMG|1AART|1VULN|1DUR	1MBVNT|2LIT|3VULN|4AART|59DMG|6RCR|7DUR|8DUST|aCGEN
840	43424 12836	   	155.56	DCR|2DMG|1AART|1VULN|1DUR	1MBVNT|2LIT|3VULN|4AART|59DMG|6RCR|7DUR|8DUST|aLHND
841	43424 14547	   	155.56	DCR|2DMG|1AART|1VULN|1ASPD	1MBVNT|2LIT|3VULN|4AART|5aDMG|6RCR|7FEWX|8ASPD|9ERES
842	43424 16811	   	155.56	DCR|2VULN|1AART|1DMG|1ASPD	1MBVNT|2LIT|39VULN|4AART|5DMG|6RCR|7VENICY|8ASPD|aRCVC
843	43424 16814	   	155.56	DCR|2VULN|1AART|1DMG|1ASPD	1MBVNT|2LIT|39VULN|4AART|5DMG|6RCR|7VENICY|8ASPD|aCGEN
844	43424 16841	   	155.56	DCR|2DMG|1AART|1VULN|1ASPD	1MBVNT|2LIT|3VULN|4AART|59DMG|6RCR|7VENICY|8ASPD|aRCVC
845	43424 16844	   	155.56	DCR|2DMG|1AART|1VULN|1ASPD	1MBVNT|2LIT|3VULN|4AART|59DMG|6RCR|7VENICY|8ASPD|aCGEN
846	43424 17137	   	155.55	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7ZMB|8BEXP|9CDMG|aSELL
847	43424 17438	   	155.55	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7ZMB|8LWND|9CDMG|aSELL
848	46323 51334	   	155.51	DCR|2VULN|2DMG|1AART|1ZMB|1DUR|1MSE	1MBVNT|2aDMG|3DUR|4aVULN|5MSE|6ZMB|7RCR|8aLSRICY|9AART|aBPWR
849	46421 14842	   	155.48	DCR|4VULN|1DMG|1ZMB	1MBVNT|2DMG|345aVULN|6ZMB|7LHND|8MGNLIT|9RCR
850	43424 54263	   	155.47	DCR|2AART|2VULN|1DMG	1MBVNT|29LIT|39VULN|4aAART|5DMG|6DUST|79FEWX|8RCR|9BPWR
851	43424 16428	   	155.46	DCR|2DMG|1AART|1VULN|1DUR	1MBVNT|2LIT|3VULN|4AART|58DMG|6RCR|7VENICY|9DUR|aTLV
852	43424 16447	   	155.46	DCR|2DMG|1AART|1VULN|1ASPD	1MBVNT|2LIT|3VULN|4AART|58DMG|6RCR|7VENICY|9ASPD|aDUST
853	43424 16338	   	155.46	DCR|2VULN|1AART|1DMG|1DUR	1MBVNT|2LIT|3aVULN|4AART|5DMG|6RCR|7VENICY|8DUST|9DUR
854	48411 84232	   	155.45	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1MBVNT|25BEXP|3CDMG|4ZMB|69DMG|7RCR|8AART|aDUR
855	41741 42834	   	155.45	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MBVNT|2CGEN|3CDMG|4AART|5LHND|6DUR|7aVULN|8RCR|9ZMB
856	23651 23221	   	155.45	ACR|2VULN|3ASPD|1DMG|1ZMB|1DUR	136ASPD|2BELT|47VULN|5RCR|8DMG|9DUR|aZMB
857	33124 22553	   	155.40	DCR|2VULN|2AART|1CDMG|1DUR	1BEXP|2MLV|3CGEN|45VULN|6CDMG|7RCR|8DUR|9aAART
858	33131 52553	   	155.40	DCR|2VULN|2AART|1CDMG|1DUR	1BEXP|2MLV|3CGEN|4CDMG|56VULN|7RCR|8DUR|9aAART
859	46432 11454	   	155.38	DCR|3DMG|3ZMB|1VULN|2CDMG|1MSE	1MBVNT|27aDMG|3VULN|457ZMB|67CDMG|7BPWR|8MSE|9RCR
860	43425 62342	   	155.37	DCR|2AART|2VULN|1DMG	1MBVNT|2LIT|3aVULN|47AART|56LWND|8RCR|9DMG
861	23351 23213	 * 	155.35	ACR|1AART|3ASPD|1DMG|1VULN|2DUR	146ASPD|2BELT|34DUR|4BPWR|5RCR|7VULN|8LSRREG|9DMG|aAART
862	23435 21325	   	155.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2BELT|3CDMG|4ZMB|5RCR|6TLV|7VULN|8CGEN|9AART|aDMG
863	46323 51434	   	155.31	DCR|2VULN|2DMG|1AART|1ZMB|1DUR|1MSE	1MBVNT|2aDMG|3DUR|4aVULN|5MSE|6ZMB|7RCR|8aCANHEL|9AART|aBPWR
864	43424 54228	   	155.27	DCR|2AART|2VULN|1DMG	1MBVNT|2LIT|3aVULN|49AART|5DMG|6DUST|7FEWX|8RCR
865	43424 54233	   	155.27	DCR|2AART|2DMG|1VULN	1MBVNT|2LIT|3VULN|4aAART|59DMG|6DUST|7FEWX|8RCR
866	43425 72343	   	155.27	DCR|2AART|2VULN|1DMG	1MBVNT|2LIT|36VULN|47AART|5LWND|8RCR|9DMG|aSNIHEL
867	46322 51323	   	155.25	DCR|2VULN|2DMG|1ZMB|1DUR	1MBVNT|29DMG|3DUR|49VULN|5BEXP|6ZMB|7RCR|89CGEN|9BPWR|aLHND
868	46322 51324	   	155.25	DCR|2VULN|2DMG|1ZMB|1DUR	1MBVNT|29DMG|3DUR|49VULN|5BEXP|6ZMB|7RCR|89CGEN|9BPWR|aDMSP
869	46324 51344	   	155.25	DCR|2VULN|2DMG|1ZMB|1DUR	1MBVNT|2aDMG|3DUR|4aVULN|5FEWX|6ZMB|7RCR|8aLSRICY|9RPLT|aBPWR
870	43422 17632	   	155.22	DCR|3VULN|1AART|1ZMB	1MBVNT|2LIT|38aVULN|4AART|5ERES|6RCR|7ZMB|9BELT
871	33311 23564	   	155.21	DCR|2VULN|2AART|1DMG|1DUR	1BEXP|2MLV|3DUR|4CGEN|57VULN|6DMG|89AART|aRCR
872	12124 22553	   	155.20	DCR|2VULN|2AART|1CDMG|1DUR	1ERES|2DUST|3CGEN|45VULN|6CDMG|7RCR|8DUR|9aAART
873	12131 52553	   	155.20	DCR|2VULN|2AART|1CDMG|1DUR	1ERES|2DUST|3CGEN|4CDMG|56VULN|7RCR|8DUR|9aAART
874	16432 16132	 * 	155.18	ACR|2VULN|1AART|2ASPD|1CDMG	1aERES|2RPLT|3RCR|4LWND|5aVULN|6AART|7CDMG|8FEWX|9aASPD|aBPWR
875	46322 51322	   	155.15	DCR|2VULN|2DMG|1ZMB|1DUR	1MBVNT|29DMG|3DUR|49VULN|5BEXP|6ZMB|7RCR|89CGEN|9BPWR|aDUST
876	43422 17214	   	155.12	DCR|3VULN|1AART|1ZMB	1MBVNT|2LIT|39aVULN|4AART|5ERES|6RCR|7ZMB|8LSRHEA
877	22244 12622	   	155.10	DCR|2VULN|2DMG|2ASPD|1DUR	1aASPD|2DUST|3DLOT|4aDMG|5LEGI|6ERES|7DUR|8RCR|9aVULN|aBPWR
878	61611 24222	   	155.09	ACR|2VULN|1AART|1DMG|1CDMG	14FEWX|2CGEN|3CDMG|5RCR|6LWND|78VULN|9AART|aDMG
879	16432 16332	   	155.08	ACR|2VULN|1AART|2ASPD|1CDMG	1aERES|2RPLT|3RCR|4LWND|5aVULN|6AART|7CDMG|8DUST|9aASPD|aBPWR
880	46221 11242	   	155.06	DCR|3DMG|2VULN	1MBVNT|29aDMG|3DLOT|4LIT|5aVULN|6RCR|7RMIN|8aAIRHEA|aBPWR
881	46221 16142	   	155.06	DCR|3DMG|2VULN	1MBVNT|29aDMG|3DLOT|4LIT|5aVULN|6RCR|7aVENICY|8RMIN|aBPWR
882	46221 11212	   	155.06	DCR|3VULN|2DMG	1MBVNT|2aDMG|3DLOT|4LIT|59aVULN|6RCR|7RMIN|8aAIRHEA|aBPWR
883	46221 16112	   	155.06	DCR|3VULN|2DMG	1MBVNT|2aDMG|3DLOT|4LIT|59aVULN|6RCR|7aVENICY|8RMIN|aBPWR
884	46324 51444	   	155.05	DCR|2VULN|2DMG|1ZMB|1DUR	1MBVNT|2aDMG|3DUR|4aVULN|5FEWX|6ZMB|7RCR|8aCANHEL|9RPLT|aBPWR
885	46123 84124	   	155.03	DCR|3VULN|1DMG|1CDMG|1ZMB	1MBVNT|2DMG|3CGEN|467VULN|5RPLT|8ZMB|9RCR|aCDMG
886	46131 84124	   	155.03	DCR|3VULN|1DMG|1CDMG|1ZMB	1MBVNT|2DMG|3CGEN|4RPLT|567VULN|8ZMB|9RCR|aCDMG
887	46413 84124	   	155.03	DCR|3VULN|1DMG|1CDMG|1ZMB	1MBVNT|2DMG|367VULN|4CGEN|5RPLT|8ZMB|9RCR|aCDMG
888	16411 31152	 * 	155.01	ACR|1AART|1VULN|1DMG|3DUR|1ZMB	1ERES|2RPLT|3RCR|4ZMB|5VULN|6DMG|789DUR|aAART
889	61611 14322	   	154.99	ACR|2VULN|1AART|1DMG|1CDMG	14FEWX|2CGEN|3CDMG|5RCR|67VULN|8DUST|9AART|aDMG
890	12246 23116	   	154.96	DCR|3VULN|2DMG	1ERES|2DUST|3DLOT|47DMG|58aVULN|6RCR|9LHND
891	43647 12421	   	154.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1MBVNT|2LIT|3DMG|4ZMB|5CDMG|6ASPD|7MLV|8RCR|9AART|aVULN
892	46844 32421	   	154.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1MBVNT|2DMG|3CDMG|4ASPD|5LIT|6ZMB|7MLV|8RCR|9AART|aVULN
893	26211 21133	   	154.90	DCR|3VULN|2DMG|1ASPD	1ASPD|2FEWX|3DLOT|4BEXP|567VULN|8aDMG|9RCR
894	26211 66133	   	154.90	DCR|3VULN|2DMG|1ASPD	1ASPD|2FEWX|3DLOT|4BEXP|578VULN|6aDMG|9RCR
895	16432 11361	   	154.88	ACR|2VULN|1AART|1DMG|1DUR	1ERES|2RPLT|3RCR|4LWND|59VULN|6AART|7DUR|8DMG|aLIT
896	23321 35661	 * 	154.88	ACR|2DMG|1AART|3ASPD|2DUR	19aASPD|24BELT|3aDUR|5RCR|6RMIN|7AART|8aDMG|aBPWR
897	16411 32153	 * 	154.86	ACR|2AART|1VULN|1DMG|2ZMB	1ERES|2RPLT|3RCR|48ZMB|5VULN|6DMG|7RMIN|9aAART
898	41128 24272	   	154.85	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1MBVNT|23CGEN|4DUR|5ZMB|6CDMG|7RCR|8aDMG|9AART
899	41228 24272	   	154.85	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1MBVNT|2CGEN|3RCVC|4DUR|5ZMB|6CDMG|7RCR|8aDMG|9AART
900	41428 24272	   	154.85	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1MBVNT|23CGEN|3BPWR|4DUR|5ZMB|6CDMG|7RCR|8aDMG|9AART
901	42417 42814	   	154.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MBVNT|2LHND|3CDMG|4ZMB|5AART|6DUR|7aVULN|8RCR|9CGEN
902	42417 42824	   	154.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MBVNT|2LHND|3CDMG|4ZMB|5AART|6DUR|7aVULN|8RCR|9MLV
903	42417 52313	   	154.85	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1MBVNT|2LHND|3CDMG|4ZMB|5AART|6LIT|79DMG|8RCR|aDUR
904	23333 36225	   	154.84	DCR|2VULN|1DMG|1CDMG|2DUR|1ASPD	1ASPD|2BELT|35DUR|49VULN|6RCR|7LHND|8DMG|aCDMG
905	43424 12753	   	154.82	DCR|2AART|1VULN|1DMG|2DUR	1MBVNT|2LIT|3VULN|4aAART|5DMG|6RCR|78DUR|9FEWX
906	43424 12773	   	154.82	DCR|2AART|1VULN|1DMG|2DUR	1MBVNT|2LIT|3VULN|4aAART|5DMG|6RCR|78DUR|9LHND
907	46211 21173	   	154.80	DCR|3VULN|2DMG|1ASPD	1MBVNT|2aDMG|3DLOT|4BEXP|567VULN|8ASPD|9RCR
908	22325 21253	   	154.79	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1ASPD|2DUST|3DUR|49VULN|56DMG|7CGEN|8ZMB|aRCR
909	16432 11362	   	154.78	ACR|2VULN|1AART|1DMG|1DUR	1aERES|2RPLT|3RCR|4LWND|59VULN|6AART|7DUR|8DMG
910	43424 12713	   	154.72	DCR|2AART|1VULN|1DMG|2DUR	1MBVNT|2LIT|3VULN|4aAART|5DMG|6RCR|78DUR|9DUST
911	54124 12213	   	154.71	DCR|2VULN|2DMG|1ZMB|1DUR|1SELL	1TLV|2ERES|3DUR|45VULN|6SELL|7RCR|89DMG|aZMB
912	43453 62321	   	154.70	DCR|2VULN|2AART|1CDMG|1ASPD	1MBVNT|2LIT|35VULN|4LWND|67AART|8RCR|9ASPD|aCDMG
913	45733 44232	   	154.68	DCR|2DMG|1AART|1VULN|1ZMB|1SELL	1MBVNT|2SELL|39DMG|4RMIN|5ZMB|6MLV|7RCR|8AART|aVULN
914	46221 36122	   	154.67	DCR|2VULN|2DMG|2CDMG	1MBVNT|2aDMG|3DLOT|4LIT|5aVULN|6LWND|7VENICY|8RCR|9aCDMG|aBPWR
915	46234 62122	   	154.67	DCR|2VULN|2DMG|2CDMG	1MBVNT|2aDMG|3DLOT|4CANSTR|5aVULN|6LHND|7LIT|8RCR|9aCDMG|aBPWR
916	31631 51213	   	154.66	DCR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|2CGEN|3CDMG|4ZMB|56VULN|7LWND|89DMG|aRCR
917	43634 21532	   	154.61	DCR|3VULN|3DMG|1DUR|1MSE	1MBVNT|28aLIT|38aDMG|4MSE|5DUR|6RCR|78aVULN|8aBPWR|9DMSP
918	46432 44445	   	154.59	DCR|2VULN|3ZMB|1DMG|1ASPD|1DUR	1MBVNT|2DMG|38VULN|457ZMB|6ASPD|9DUR|aRCR
919	46432 43446	   	154.58	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1MBVNT|2DMG|3VULN|45ZMB|6ASPD|7CDMG|8AART|9LIT|aRCR
920	42438 14814	   	154.58	DCR|2VULN|1AART|1DMG|1CDMG	1MBVNT|2LHND|3CDMG|4FEWX|5MLV|6DMG|7aVULN|8RCR|9AART
921	31631 53213	   	154.56	DCR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|2CGEN|3CDMG|4ZMB|56VULN|7DUST|89DMG|aRCR
922	11345 26213	   	154.56	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	15ERES|2RCVC|38AART|4DMG|6ASPD|7RCR|9DUR|aVULN
923	41713 14814	   	154.48	DCR|2VULN|1AART|1DMG|1CDMG	1MBVNT|2CGEN|3CDMG|4FEWX|5LEGI|6DMG|7aVULN|8RCR|9AART
924	46221 25313	   	154.48	DCR|2VULN|1AART|1DMG|1CDMG	1MBVNT|2DMG|3DLOT|4LIT|5aVULN|6CDMG|7MGNSTR|8RCR|9AART
925	43424 12738	   	154.37	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|78DUR|9BELT|aZMB
926	43424 17381	   	154.37	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7ZMB|89DUR|aLHND
927	43424 17383	   	154.37	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7ZMB|89DUR|aRPLT
928	21123 26643	   	154.37	DCR|3VULN|1AART|2ASPD	19ASPD|2RCVC|3DMSP|48aVULN|5FEWX|6AART|7RCR
929	23336 43223	   	154.35	DCR|3VULN|1DMG|2DUR|1ASPD	1ASPD|2BELT|39DUR|45aVULN|6DUST|7RCR|8DMG
930	16216 36222	   	154.33	DCR|2VULN|1AART|1DMG|1ZMB	16ERES|2RPLT|38VULN|4ZMB|56CGEN|6BPWR|7RCR|9AART|aDMG
931	16221 46322	   	154.33	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2RPLT|35VULN|48CGEN|6ZMB|7RCR|9AART|aDMG
932	16223 46222	   	154.33	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|25RPLT|38VULN|4CGEN|6ZMB|7RCR|9AART|aDMG
933	46433 44224	   	154.32	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1MBVNT|2DMG|37VULN|4ZMB|5SELL|6DUST|8AART|9DUR|aRCR
934	43424 17384	   	154.27	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7ZMB|89DUR|aDUST
935	41128 24217	   	154.25	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1MBVNT|23CGEN|4DUR|5ZMB|6CDMG|7RCR|89DMG|aAART
936	41228 24217	   	154.25	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1MBVNT|2CGEN|3RCVC|4DUR|5ZMB|6CDMG|7RCR|89DMG|aAART
937	41428 24217	   	154.25	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1MBVNT|23CGEN|3BPWR|4DUR|5ZMB|6CDMG|7RCR|89DMG|aAART
938	42417 52341	   	154.24	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1MBVNT|2LHND|3CDMG|4aZMB|5AART|6LIT|7DMG|8RCR|9VULN
939	23435 23211	   	154.07	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2BELT|3CDMG|4ZMB|5RCR|6TLV|7AART|8CGEN|9aVULN
940	43453 62343	   	154.07	DCR|2VULN|2AART|1DMG	1MBVNT|2LIT|35VULN|4LWND|67AART|8RCR|9DMG|aSNIHEL
941	43628 44233	   	154.07	DCR|2DMG|2AART|1VULN	1MBVNT|2LIT|39DMG|4DUST|5VULN|6aAART|7FEWX|8RCR
942	41734 27221	 * 	154.07	ACR|3DMG|3CDMG|2DUR	1MBVNT|28aCGEN|38aCDMG|4RCR|59DUR|6DUST|78aDMG|8aBPWR
943	43422 17352	   	154.01	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1MBVNT|2LIT|3VULN|49AART|5ERES|6RCR|7ZMB|8DUR|aCDMG
944	43412 46722	   	154.01	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1MBVNT|2LIT|34VULN|59DUR|6DMG|7CDMG|8RCR|aZMB
945	11341 24331	   	153.96	DCR|2DMG|1AART|1VULN|1DUR	18ERES|2RCVC|3AART|48DMG|58LIT|6RPLT|7RCR|8BPWR|9DUR|aVULN
946	11341 24343	   	153.96	DCR|2DMG|1AART|1VULN|1ASPD	18ERES|2RCVC|3AART|48DMG|58LIT|6RPLT|7RCR|8BPWR|9ASPD|aVULN
947	51341 24331	   	153.96	DCR|2DMG|1AART|1VULN|1DUR	18TLV|2RCVC|3AART|48DMG|58LIT|6RPLT|7RCR|8BPWR|9DUR|aVULN
948	11343 52233	   	153.93	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1ERES|2RCVC|38AART|4DMG|5DUR|6DMSP|7ZMB|9RCR|aVULN
949	51343 52233	   	153.93	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1TLV|2RCVC|38AART|4DMG|5DUR|6DMSP|7ZMB|9RCR|aVULN
950	41734 27244	 * 	153.88	ACR|2DMG|1VULN|2CDMG|1ASPD|1DUR	1MBVNT|28CGEN|38CDMG|4RCR|5DUR|6DUST|78DMG|8BPWR|9VULN|aASPD
951	11345 62233	   	153.83	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	15ERES|2RCVC|38AART|4DMG|6DUR|7ZMB|9RCR|aVULN
952	14343 52233	   	153.83	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	12ERES|38AART|4DMG|5DUR|6DMSP|7ZMB|9RCR|aVULN
953	43424 14423	 * 	153.80	DCR|3AART|1VULN|1DMG|1DUR	1MBVNT|2LIT|3VULN|49aAART|5DMG|6RCR|7FEWX|8DUR
954	22211 36451	   	153.76	DCR|2VULN|1AART|1DMG|1ASPD	1ASPD|2DUST|3DLOT|4BEXP|59VULN|6RCR|7AART|8DMG|aCGEN
955	22211 36452	   	153.76	DCR|2VULN|1AART|1DMG|1ASPD	1ASPD|2DUST|3DLOT|4BEXP|59VULN|6RCR|7AART|8DMG|aRMIN
956	22211 36453	   	153.76	DCR|2VULN|1AART|1DMG|1ASPD	1ASPD|2DUST|3DLOT|4BEXP|59VULN|6RCR|7AART|8DMG|aLWND
957	22211 36333	   	153.76	DCR|2DMG|1AART|1VULN|1ASPD	1ASPD|2DUST|3DLOT|4BEXP|5VULN|6RCR|7AART|8FEWX|9aDMG
958	23336 23231	   	153.76	DCR|2VULN|1DMG|2ASPD|1CDMG|1DUR	16ASPD|2BELT|3DUR|45VULN|7RCR|8LIT|9DMG|aCDMG
959	46221 18411	   	153.74	DCR|2AART|1VULN|1DMG|1CDMG	1MBVNT|2DMG|3DLOT|4LIT|5VULN|6RCR|7BELT|89AART|aCDMG
960	42122 18151	   	153.73	DCR|2DMG|1AART|1VULN|1ZMB	1MBVNT|2LHND|3MLV|4VULN|5RPLT|6AART|7aDMG|8RCR|9ZMB
961	43643 44211	   	153.73	DCR|2DMG|1AART|1VULN|1ZMB	1MBVNT|25LIT|39DMG|4ZMB|6AART|7RPLT|8RCR|aVULN
962	43424 12823	   	153.70	DCR|3AART|1VULN|1DMG|1DUR	1MBVNT|2LIT|3VULN|49aAART|5DMG|6RCR|7DUR|8DUST
