0	Index      	 *	Score 	Summary	Detail	
1	41235 15231	 * 	193.61	DCR|3VULN|2AART|1DMG|1ZMB|1ASPD|1DUR	1DUR|236VULN|47AART|5ZMB|8ASPD|9RCR|aDMG
769	11245 16323	   	167.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4RMIN|5aVULN|6LHND|7LIT|8AART|9DMG
770	11245 25323	   	167.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4RMIN|5aVULN|6LWND|7LIT|8AART|9DMG
771	42133 34335	 * 	167.40	ACR|3VULN|3ASPD|1DMG|1DUR	1DUR|2RCR|39aVULN|4LHND|5MLV|69aASPD|7DMG|89aTLV|9aBPWR
772	41235 12232	   	167.39	DCR|3VULN|1AART|2DUR|1ZMB|1ASPD	17DUR|236VULN|4AART|5ZMB|8ASPD|9RCR|aLWND
773	15211 61333	   	167.37	ACR|3AART|1VULN|1DMG|1CDMG|1ASPD	1CDMG|2FEWX|3RCR|4MLV|579AART|6DMG|8VULN|aASPD
774	15211 61335	   	167.37	ACR|3AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2FEWX|3RCR|4MLV|579AART|6DMG|8VULN|aDUR
775	12542 13135	   	167.36	DCR|1AART|1VULN|2CDMG|1DMG|2ZMB	17CDMG|2RCVC|3DMSP|47ZMB|57ERES|6RCR|7BPWR|8AART|9DMG|aVULN
776	12641 14112	   	167.34	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCVC|3DUR|4RCR|5TLV|69VULN|7DUST|8DMG|aAART
777	11215 62633	   	167.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4MLV|5aVULN|6ERES|7DMSP|8AART|9DMG
778	11263 35323	   	167.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4TLV|5LWND|6aVULN|7LIT|8AART|9DMG
779	11263 35363	   	167.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4TLV|5LWND|69VULN|7LIT|8AART|aDMG
780	11265 16323	   	167.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4TLV|5aVULN|6LHND|7LIT|8AART|9DMG
781	11265 25323	   	167.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4TLV|5aVULN|6LWND|7LIT|8AART|9DMG
782	13523 21333	   	167.33	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|25CGEN|378VULN|4DMG|6AART|9RMIN|aRCR
783	12143 51316	   	167.29	ACR|2VULN|1AART|2CDMG|1ZMB|1ASPD	15CDMG|2RCVC|35FEWX|4RCR|5BPWR|6AART|78VULN|9ZMB|aASPD
784	12143 52261	   	167.29	ACR|2DMG|1AART|2CDMG|1ZMB|1ASPD	15CDMG|2RCVC|35FEWX|4RCR|5BPWR|6AART|7ZMB|89DMG|aASPD
785	22114 31123	 * 	167.28	ACR|4VULN|1AART|1DUR	19LWND|2RCR|379aVULN|4MGNLIT|5DUR|6AART|89LIT|9BPWR
786	52114 31123	   	167.28	ACR|4VULN|1AART|1DUR	19LHND|2RCR|379aVULN|4MGNLIT|5DUR|6AART|89LIT|9BPWR
787	15261 61332	   	167.27	ACR|3AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2FEWX|3RCR|4TLV|579AART|6DMG|8VULN|aDUR
788	15261 61333	   	167.27	ACR|3AART|1VULN|1DMG|1CDMG|1ASPD	1CDMG|2FEWX|3RCR|4TLV|579AART|6DMG|8VULN|aASPD
789	11155 21331	 * 	167.25	DCR|1AART|1VULN|1DMG|2CDMG|3DUR	17CDMG|289DUR|3LHND|4AART|5VULN|6RCR|aDMG
790	21411 44233	   	167.24	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|2aVULN|3ASPD|4RCR|5RCVC|6DMG|7BEXP|8CDMG|9AART
791	15223 37841	   	167.23	ACR|2VULN|1AART|2CDMG|1FLTHEA|1ASPD	1aCDMG|2FEWX|3RCR|4FLTHEA|5MBVNT|6ASPD|79VULN|8AART
792	22423 11316	   	167.23	ACR|2DMG|2AART|1VULN|1ASPD	17LWND|2RCR|3ASPD|4BELT|57LIT|67DMG|7BPWR|8VULN|9aAART
793	52423 11316	   	167.23	ACR|2DMG|2AART|1VULN|1ASPD	17LHND|2RCR|3ASPD|4BELT|57LIT|67DMG|7BPWR|8VULN|9aAART
794	11161 11441	   	167.21	DCR|2AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1CDMG|2DUR|3LHND|4DMG|58AART|6LWND|7RCR|9VULN|aASPD
795	22336 43621	   	167.20	ACR|1AART|1DMG|1VULN|2ZMB|1CDMG|1ASPD	14LWND|2RCR|34ZMB|4BPWR|5VULN|6DMG|7CDMG|8AART|9BEXP|aASPD
796	21414 12116	   	167.19	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|29aVULN|3ASPD|4RCR|5ERES|6CDMG|7ZMB|8DMG
797	21416 12116	   	167.19	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|29aVULN|3ASPD|4RCR|5TLV|6CDMG|7ZMB|8DMG
798	22122 13211	   	167.19	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1aLWND|2RCR|3VULN|4ZMB|5LIT|6DUR|79DMG|8AART
799	22122 13215	   	167.19	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LWND|2RCR|3VULN|4ZMB|5LIT|6DUR|79DMG|8AART|aRPLT
800	22122 13216	   	167.19	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LWND|2RCR|3VULN|4ZMB|5LIT|6DUR|79DMG|8AART|aCGEN
801	22346 13211	   	167.19	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1aLWND|2RCR|3ZMB|4DUR|5VULN|6LIT|79DMG|8AART
802	22346 13215	   	167.19	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LWND|2RCR|3ZMB|4DUR|5VULN|6LIT|79DMG|8AART|aRPLT
803	22346 13216	   	167.19	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LWND|2RCR|3ZMB|4DUR|5VULN|6LIT|79DMG|8AART|aCGEN
804	52122 13211	   	167.19	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LHND|2RCR|3VULN|4ZMB|5LIT|6DUR|79DMG|8AART|aLWND
805	52122 13215	   	167.19	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LHND|2RCR|3VULN|4ZMB|5LIT|6DUR|79DMG|8AART|aRPLT
806	52122 13216	   	167.19	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LHND|2RCR|3VULN|4ZMB|5LIT|6DUR|79DMG|8AART|aCGEN
807	52346 13211	   	167.19	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LHND|2RCR|3ZMB|4DUR|5VULN|6LIT|79DMG|8AART|aLWND
808	42122 43211	   	167.19	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2RCR|3VULN|4ZMB|5LIT|6LHND|79DMG|8AART|aLWND
809	42122 43215	   	167.19	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2RCR|3VULN|4ZMB|5LIT|6LHND|79DMG|8AART|aRPLT
810	42122 43216	   	167.19	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2RCR|3VULN|4ZMB|5LIT|6LHND|79DMG|8AART|aCGEN
811	11223 27344	   	167.16	ACR|1AART|2CDMG|1VULN|2FLTHEA|1ZMB|1DUR	1aCDMG|2DUR|3RCR|4aFLTHEA|5MBVNT|6ZMB|7VULN|8AART|9aLHND|aBPWR
812	11223 27384	   	167.16	ACR|1AART|2CDMG|1VULN|2FLTHEA|1ZMB|1DUR	1aCDMG|2DUR|3RCR|4aFLTHEA|5MBVNT|6ZMB|7VULN|8AART|9aFEWX|aBPWR
813	21411 43233	   	167.14	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|2aVULN|3ASPD|4RCR|5RCVC|6DMG|7MBVNT|8CDMG|9AART
814	51411 43233	   	167.14	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|2aVULN|3ASPD|4RCR|5RCVC|6DMG|7MBVNT|8CDMG|9AART
815	11252 36111	   	167.13	ACR|2VULN|2DMG|2CDMG|1DUR	1aCDMG|2DUR|3RCR|4DMSP|5aVULN|6BEXP|78DMG|9aFEWX|aBPWR
816	11252 36121	   	167.13	ACR|2VULN|2DMG|2CDMG|1DUR	1aCDMG|2DUR|3RCR|4DMSP|5aVULN|6BEXP|78DMG|9aLHND|aBPWR
817	11252 36131	   	167.13	ACR|2VULN|2DMG|2CDMG|1DUR	1aCDMG|2DUR|3RCR|4DMSP|5aVULN|6BEXP|78DMG|9aLWND|aBPWR
818	11252 36221	   	167.13	ACR|2VULN|2DMG|2CDMG|1DUR	1aCDMG|2DUR|3RCR|4DMSP|5aVULN|6BEXP|79DMG|8aLHND|aBPWR
819	11252 36321	   	167.13	ACR|2VULN|2DMG|2CDMG|1DUR	1aCDMG|2DUR|3RCR|4DMSP|5aVULN|6BEXP|79DMG|8aFEWX|aBPWR
820	11252 36521	   	167.13	ACR|2VULN|2DMG|2CDMG|1DUR	1aCDMG|2DUR|3RCR|4DMSP|5aVULN|6BEXP|79DMG|8aLWND|aBPWR
821	22151 23615	   	167.13	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1LWND|2RCR|3aVULN|4CGEN|5RCVC|6AART|7DMG|8DUR|9ASPD
822	12353 14311	 * 	167.12	DCR|2VULN|1AART|2CDMG|2ZMB|1ASPD	1aCDMG|2RCVC|3ERES|4AART|5aZMB|6MLV|7ASPD|8aVULN|9RCR|aBPWR
823	11253 51433	   	167.12	ACR|2VULN|1AART|2CDMG|2DUR|1ASPD	15CDMG|25DUR|3RCR|4DMSP|5BPWR|6AART|7aVULN|8ASPD|9DUST
824	22336 43632	   	167.10	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	14LWND|2RCR|34ZMB|4BPWR|5VULN|6DMG|7CDMG|8AART|9DUR|aERES
825	22336 43633	   	167.10	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	14LWND|2RCR|34ZMB|4BPWR|5VULN|6DMG|7CDMG|8AART|9DUR|aBASHEA
826	22122 13212	   	167.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LWND|2RCR|3VULN|4ZMB|5LIT|6DUR|79DMG|8AART|aERES
827	22122 13213	   	167.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LWND|2RCR|3VULN|4ZMB|5LIT|6DUR|79DMG|8AART|aDUST
828	22346 13212	   	167.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LWND|2RCR|3ZMB|4DUR|5VULN|6LIT|79DMG|8AART|aERES
829	22346 13213	   	167.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LWND|2RCR|3ZMB|4DUR|5VULN|6LIT|79DMG|8AART|aDUST
830	15242 13114	   	167.03	ACR|2VULN|2DMG|2CDMG|1DUR	15CDMG|25FEWX|3RCR|4RMIN|5BPWR|69VULN|7DUR|8aDMG
831	22423 15316	   	167.03	ACR|2DMG|2AART|1VULN|1ASPD	1LWND|2RCR|3ASPD|4BELT|5LIT|67DMG|8VULN|9aAART
832	22161 23615	   	167.03	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1LWND|2RCR|3aVULN|4ERES|5RCVC|6AART|7DMG|8DUR|9ASPD
833	12316 21663	   	167.02	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2RCVC|3ERES|4DMG|5LWND|6AART|7aVULN|8RCR|9ASPD
834	22124 13114	   	166.98	ACR|2VULN|2DMG|1CDMG|1ZMB	1LWND|2RCR|39VULN|4ZMB|5ERES|6CDMG|7CGEN|8aDMG
835	22126 13114	   	166.98	ACR|2VULN|2DMG|1CDMG|1ZMB	1LWND|2RCR|39VULN|4ZMB|5TLV|6CDMG|7CGEN|8aDMG
836	52124 13114	   	166.98	ACR|2VULN|2DMG|1CDMG|1ZMB	1LHND|2RCR|39VULN|4ZMB|5ERES|6CDMG|7CGEN|8aDMG
837	52126 13114	   	166.98	ACR|2VULN|2DMG|1CDMG|1ZMB	1LHND|2RCR|39VULN|4ZMB|5TLV|6CDMG|7CGEN|8aDMG
838	52125 34332	   	166.98	ACR|2VULN|2DMG|2ASPD|1ZMB	1LHND|2RCR|3aVULN|4ZMB|5FEWX|6aASPD|78DMG|9aERES|aBPWR
839	22336 43232	 * 	166.98	ACR|2VULN|3ZMB|1DMG|1CDMG	14LWND|2RCR|348ZMB|4BPWR|5aVULN|6DMG|7CDMG|9LHND
840	11223 27334	   	166.96	ACR|1AART|2CDMG|1VULN|2FLTHEA|1ZMB|1DUR	1aCDMG|2DUR|3RCR|4aFLTHEA|5MBVNT|6ZMB|7VULN|8AART|9aDUST|aBPWR
841	13226 51333	   	166.95	DCR|3AART|1VULN|1DMG|1CDMG|1ASPD	1CDMG|2CGEN|3FEWX|4DMG|579AART|6RCR|8VULN|aASPD
842	13226 51335	   	166.95	DCR|3AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2CGEN|3FEWX|4DMG|579AART|6RCR|8VULN|aDUR
843	11252 36421	   	166.93	ACR|2VULN|2DMG|2CDMG|1DUR	1aCDMG|2DUR|3RCR|4DMSP|5aVULN|6BEXP|79DMG|8aDUST|aBPWR
844	12321 18332	   	166.92	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCVC|3ERES|46VULN|5MBVNT|7RCR|8DUR|9DMG|aAART
845	11626 36443	 * 	166.92	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1CDMG|2DUR|3MBVNT|4FLTHEA|5BELT|6DMG|7RCR|8VULN|9AART|aASPD
846	11225 22263	   	166.91	ACR|2DMG|1AART|1FLTHEA|1CDMG|2DUR	1CDMG|2aDUR|3RCR|4FLTHEA|5BELT|6LIT|7AART|89DMG
847	22151 23522	   	166.90	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2RCR|3aVULN|4CGEN|5RCVC|6AART|7DMG|8CDMG|9BEXP
848	22151 23563	   	166.90	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2RCR|3aVULN|49CGEN|5RCVC|6AART|7DMG|8CDMG
849	22336 43215	   	166.88	ACR|2VULN|3ZMB|1DMG|1CDMG	14LWND|2RCR|348ZMB|4BPWR|5aVULN|6DMG|7CDMG|9TLV
850	22336 43242	   	166.88	ACR|2VULN|3ZMB|1DMG|1CDMG	14LWND|2RCR|348ZMB|4BPWR|5aVULN|6DMG|7CDMG|9DUST
851	21213 42641	   	166.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|23VULN|4CGEN|5ZMB|6CDMG|7AART|8RCR|9RPLT|aDMG
852	42122 15234	   	166.87	ACR|3VULN|1AART|2DUR|1ZMB	16DUR|2RCR|389VULN|4ZMB|5LIT|7LHND|aAART
853	12242 33136	   	166.85	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1CDMG|2RCVC|3LHND|4RCR|5VULN|6ZMB|7aDUR|8DMG|9AART
854	13122 35315	   	166.84	DCR|2VULN|1DMG|2CDMG|1FLTHEA|1ZMB	17CDMG|27CGEN|3BEXP|4DMG|57VULN|6RCR|7BPWR|8BELT|9ZMB|aFLTHEA
855	11213 34135	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4MLV|57LWND|6aVULN|8DMG|9AART
856	11215 24135	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4MLV|5aVULN|67LWND|8DMG|9AART
857	11215 42135	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|46MLV|5aVULN|7LWND|8DMG|9AART
858	11215 52135	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4MLV|5aVULN|6DMSP|7LWND|8DMG|9AART
859	11232 14413	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4BEXP|5LIT|6DMG|7aVULN|8CGEN|9AART
860	11235 16163	   	166.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2DUR|3RCR|46BEXP|5FEWX|78DMG|9AART|aVULN
861	22155 13214	   	166.83	ACR|2VULN|2DMG|1AART	1LWND|2RCR|3aVULN|4CGEN|5FEWX|6LIT|79DMG|8AART
862	22252 32214	   	166.83	ACR|2VULN|2DMG|1AART	1LWND|2RCR|3FEWX|4CGEN|59DMG|6aVULN|7LIT|8AART
863	52252 32214	   	166.83	ACR|2VULN|2DMG|1AART	1LHND|2RCR|3FEWX|4CGEN|59DMG|6aVULN|7LIT|8AART
864	11211 23633	   	166.83	ACR|2AART|2VULN|2CDMG|1DUR	17CDMG|2DUR|3RCR|4MLV|59AART|6DUST|8aVULN
865	22161 23523	   	166.80	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2RCR|3aVULN|4ERES|5RCVC|6AART|7DMG|8CDMG|9MLV
866	22161 23532	   	166.80	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2RCR|3aVULN|4ERES|5RCVC|6AART|7DMG|8CDMG|9FEWX
867	22151 23513	   	166.80	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2RCR|3aVULN|4CGEN|5RCVC|6AART|7DMG|8CDMG|9ERES
868	21223 42641	   	166.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|23VULN|4ERES|5ZMB|6CDMG|7AART|8RCR|9RPLT|aDMG
869	11252 22515	   	166.74	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1CDMG|26DUR|3RCR|48DMSP|5VULN|7AART|9ZMB|aDMG
870	15241 61333	   	166.74	ACR|3AART|1VULN|1DMG|2CDMG	1aCDMG|2FEWX|3RCR|4RMIN|579AART|6DMG|8VULN
871	11232 14313	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4BEXP|5LIT|6DMG|7aVULN|8ERES|9AART
872	11251 12135	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4DMSP|5TLV|6aVULN|7LWND|8DMG|9AART
873	11263 34135	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4TLV|57LWND|6aVULN|8DMG|9AART
874	11236 16163	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2DUR|3RCR|4BEXP|5DMSP|6DUST|78DMG|9AART|aVULN
875	22262 32214	   	166.73	ACR|2VULN|2DMG|1AART	1LWND|2RCR|3FEWX|4ERES|59DMG|6aVULN|7LIT|8AART
876	52262 32214	   	166.73	ACR|2VULN|2DMG|1AART	1LHND|2RCR|3FEWX|4ERES|59DMG|6aVULN|7LIT|8AART
877	11261 23633	   	166.73	ACR|2AART|2VULN|2CDMG|1DUR	17CDMG|2DUR|3RCR|4TLV|59AART|6DUST|8aVULN
878	42112 51224	   	166.73	ACR|4VULN|1DMG|2DUR	16DUR|2RCR|3789VULN|4MGNLIT|5BASICY|aDMG
879	13516 25133	   	166.73	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|24CGEN|356VULN|7AART|8RMIN|9DMG|aRCR
880	22161 23513	   	166.70	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2RCR|3aVULN|49ERES|5RCVC|6AART|7DMG|8CDMG
881	21126 32136	   	166.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1LWND|2VULN|3TLV|4ASPD|5CDMG|6RCR|7ZMB|8DMG|9AART|aDUR
882	21326 32136	   	166.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1LWND|2VULN|3ERES|4ASPD|5CDMG|6RCR|7ZMB|8DMG|9AART|aDUR
883	21226 21641	 * 	166.65	DCR|5VULN|1DMG|1DUR	1LWND|23567VULN|4ERES|8RCR|9DMG|aDUR
884	41216 12116	 * 	166.65	DCR|5VULN|2CDMG|1DUR	1DUR|2359aVULN|4CGEN|67CDMG|8RCR
885	21411 44211	   	166.64	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|29VULN|3ASPD|4RCR|5RCVC|6DMG|7BEXP|8CDMG|aAART
886	51311 43431	   	166.64	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	17LHND|2VULN|37ERES|4RCR|5RCVC|67DMG|7BPWR|8DUR|9CDMG|aAART
887	11223 57634	   	166.63	ACR|2VULN|1AART|2CDMG|1FLTHEA|1DUR	16CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|7aVULN|8LHND|9AART
888	16561 11323	   	166.61	ACR|2DMG|1AART|1VULN|2CDMG	17CDMG|2LIT|37DMG|4RCR|5RCVC|67DUST|7BPWR|8VULN|9AART|aLHND
889	22336 43331	   	166.60	ACR|1AART|1DMG|1VULN|2ZMB|1CDMG|1ASPD	14LWND|2RCR|34ZMB|4BPWR|5VULN|6DMG|7CDMG|8BEXP|9AART|aASPD
890	22336 43336	   	166.60	ACR|1AART|1DMG|1VULN|2ZMB|1CDMG|1DUR	14LWND|2RCR|34ZMB|4BPWR|5VULN|6DMG|7CDMG|8BEXP|9AART|aDUR
891	52336 43331	   	166.60	ACR|1AART|1DMG|1VULN|2ZMB|1CDMG|1ASPD	14LHND|2RCR|34ZMB|4BPWR|5VULN|6DMG|7CDMG|8BEXP|9AART|aASPD
892	12142 62316	   	166.59	ACR|2VULN|1AART|2CDMG|1ZMB|1ASPD	16CDMG|2RCVC|3FEWX|4RCR|58VULN|7AART|9ZMB|aASPD
893	13122 35622	   	166.59	DCR|2VULN|1AART|1DMG|2CDMG	17CDMG|27CGEN|39BEXP|4DMG|57VULN|6RCR|7BPWR|8AART|aLWND
894	13122 35623	   	166.59	DCR|2VULN|1AART|1DMG|2CDMG	17CDMG|27CGEN|39BEXP|4DMG|57VULN|6RCR|7BPWR|8AART|aLHND
895	13122 35624	   	166.59	DCR|2VULN|1AART|1DMG|2CDMG	17CDMG|27CGEN|39BEXP|4DMG|57VULN|6RCR|7BPWR|8AART|aFEWX
896	13122 35642	   	166.59	DCR|2VULN|1AART|1DMG|2CDMG	17CDMG|27CGEN|3BEXP|4DMG|57VULN|6RCR|7BPWR|8AART|9RPLT|aMLV
897	13122 35643	   	166.59	DCR|2VULN|1AART|1DMG|2CDMG	17CDMG|27aCGEN|3BEXP|4DMG|57VULN|6RCR|7BPWR|8AART|9RPLT
898	13122 35662	   	166.59	DCR|2VULN|1AART|1DMG|2CDMG	17CDMG|279CGEN|3BEXP|4DMG|57VULN|6RCR|7BPWR|8AART|aLWND
899	13122 35663	   	166.59	DCR|2VULN|1AART|1DMG|2CDMG	17CDMG|279CGEN|3BEXP|4DMG|57VULN|6RCR|7BPWR|8AART|aLHND
900	11223 27444	   	166.56	ACR|1AART|2CDMG|1VULN|2FLTHEA|1ZMB|1DUR	1aCDMG|2DUR|3RCR|4aFLTHEA|5MBVNT|6ZMB|7VULN|8aFEWX|9AART|aBPWR
901	41226 12116	   	166.55	DCR|5VULN|2CDMG|1DUR	1DUR|2359aVULN|4ERES|67CDMG|8RCR
902	21411 43211	   	166.54	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|29VULN|3ASPD|4RCR|5RCVC|6DMG|7MBVNT|8CDMG|aAART
903	51411 43211	   	166.54	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|29VULN|3ASPD|4RCR|5RCVC|6DMG|7MBVNT|8CDMG|aAART
904	42121 41225	   	166.54	ACR|3DMG|1VULN|2DUR|1ZMB	17DUR|2RCR|3VULN|4ZMB|5RCVC|69aDMG|8CGEN
905	42421 13123	   	166.51	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2RCR|3ASPD|4BELT|5BEXP|6ZMB|7CDMG|89VULN|aAART
906	16561 11321	   	166.51	ACR|2DMG|1AART|1VULN|2CDMG	17CDMG|2LIT|37DMG|4RCR|5RCVC|67aDUST|7BPWR|8VULN|9AART
907	16561 11322	   	166.51	ACR|2DMG|1AART|1VULN|2CDMG	17CDMG|2LIT|37DMG|4RCR|5RCVC|67DUST|7BPWR|8VULN|9AART|aTLV
908	21326 33326	   	166.51	DCR|2VULN|2DMG|2CDMG|1ASPD	1LWND|2aVULN|3ERES|4ASPD|5aCDMG|6RCR|7CGEN|8LEGI|9aDMG|aBPWR
909	13122 35611	   	166.49	DCR|2VULN|1AART|1DMG|2CDMG	17CDMG|27CGEN|3BEXP|4DMG|57VULN|6RCR|7BPWR|8AART|9ERES|aLHND
910	13122 35615	   	166.49	DCR|2VULN|1AART|1DMG|2CDMG	17CDMG|27CGEN|3BEXP|4DMG|57VULN|6RCR|7BPWR|8AART|9ERES|aFEWX
911	13122 35621	   	166.49	DCR|2VULN|1AART|1DMG|2CDMG	17CDMG|27CGEN|39BEXP|4DMG|57VULN|6RCR|7BPWR|8AART|aLSRHEA
912	13122 35625	   	166.49	DCR|2VULN|1AART|1DMG|2CDMG	17CDMG|27CGEN|39BEXP|4DMG|57VULN|6RCR|7BPWR|8AART|aDUST
913	13122 35641	   	166.49	DCR|2VULN|1AART|1DMG|2CDMG	17CDMG|27CGEN|3BEXP|4DMG|57VULN|6RCR|7BPWR|8AART|9RPLT|aNUKE
914	13122 35661	   	166.49	DCR|2VULN|1AART|1DMG|2CDMG	17CDMG|279CGEN|3BEXP|4DMG|57VULN|6RCR|7BPWR|8AART|aLSRHEA
915	11211 12365	   	166.49	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	19CDMG|2DUR|3RCR|4MLV|5AART|6LWND|7aVULN|8ZMB
916	12143 51342	   	166.48	ACR|3VULN|1AART|2CDMG	15CDMG|29RCVC|35FEWX|4RCR|5BPWR|6AART|78aVULN
917	11211 61342	   	166.47	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4MLV|57AART|6DMG|89RCVC|aVULN
918	11253 51251	   	166.47	ACR|1AART|1DMG|2CDMG|1VULN|3DUR	15CDMG|258DUR|3RCR|4DMSP|5BPWR|6AART|7VULN|9LEGI|aDMG
919	21466 32131	   	166.44	DCR|1AART|1VULN|1DMG|1CDMG|2ASPD|1ZMB	1LWND|2VULN|3aASPD|4MLV|5CDMG|6RCR|7ZMB|8DMG|9AART
920	22135 33521	   	166.43	ACR|2VULN|2DMG|1AART	18LWND|2RCR|38VULN|4LHND|5MLV|6RPLT|78DMG|8BPWR|9AART|aBEXP
921	12226 22635	   	166.42	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCVC|3LHND|4DMG|5aVULN|6TLV|7AART|8RCR|9DUR
922	11161 11242	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|38LHND|4DMG|5AART|6LWND|7RCR|9aVULN
923	13222 35513	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2CGEN|3FEWX|4DMG|5aVULN|6RCR|7LIT|8DUR|9AART
924	21466 33133	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|2aVULN|3ASPD|4MLV|5CDMG|6RCR|7CGEN|8DMG|9AART
925	13122 35612	   	166.39	DCR|2VULN|1AART|1DMG|2CDMG	17CDMG|27CGEN|3BEXP|4DMG|57VULN|6RCR|7BPWR|8AART|9ERES|aLSRREG
