0	Index      	 *	Score 	Summary	Detail	
1	33173 74821	 * 	180.73	DCR|3VULN|2DMG|2FLTHEA|1ZMB	1RCVC|2MBVNT|38DMG|478VULN|5BELT|68FLTHEA|8BPWR|9ZMB|aRCR
803	24153 23632	   	152.43	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|25VULN|3FEWX|4AART|6DUST|7DMG|8ZMB|9RCR|aTLV
804	24153 23633	   	152.43	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|25VULN|3FEWX|4AART|6aDUST|7DMG|8ZMB|9RCR
805	24131 43631	   	152.41	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1MLV|2VULN|3FEWX|45DUR|6ASPD|7AART|8ZMB|9RCR|aDMG
806	61333 22213	   	152.40	DCR|2VULN|1AART|2DUR|1ZMB	1TLV|2aERES|3AART|4DUST|5FEWX|6RCR|7aVULN|8ZMB|9aDUR|aBPWR
807	33145 83422	   	152.36	DCR|2VULN|2DMG|1CDMG	1RCVC|2MBVNT|36DMG|4DMSP|56VULN|6BPWR|7FEWX|8RCR|9LEGI|aCDMG
808	33145 83436	   	152.36	DCR|2VULN|2DMG|1CDMG	1RCVC|2MBVNT|36DMG|4DMSP|56VULN|6BPWR|7FEWX|8RCR|9TLV|aCDMG
809	41552 12132	   	152.35	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LWND|2ASPD|3DUST|4ZMB|5AART|67VULN|8TLV|9RCR|aCDMG
810	11131 63366	   	152.35	DCR|2DMG|2AART|1ZMB|1DUR	1aLSRICY|27aBEXP|3DUR|4ZMB|5aDMG|69AART|8RCR|aBPWR
811	24111 31462	   	152.35	ACR|2VULN|1AART|1DMG|1ZMB	1MLV|2aVULN|3FEWX|4BELT|5RCR|6DMG|7ZMB|8CANSTR|9AART
812	21343 25214	   	152.33	DCR|2AART|1VULN|1DMG|1DUR	1MLV|2ERES|38AART|4DUR|5FEWX|6RCR|7RCVC|9DMG|aVULN
813	21343 22162	   	152.33	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1MLV|2ERES|3AART|4DUR|5FEWX|6RCR|7VULN|8LWND|9DMG|aCDMG
814	33766 23331	   	152.27	DCR|3VULN|1AART|1CDMG	1RCVC|2MBVNT|3BELT|4DUST|567VULN|8AART|9RCR|aCDMG
815	33766 24331	   	152.27	DCR|3VULN|1AART|1CDMG	1RCVC|2MBVNT|3BELT|47DUST|567VULN|7BPWR|8AART|9RCR|aCDMG
816	11531 63523	   	152.25	ACR|1AART|1DMG|1VULN|2ZMB|1DUR	1LSRICY|2BEXP|3RCR|4aZMB|5DMG|6AART|7DUR|8VULN|9CGEN
817	33381 13178	   	152.24	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2MBVNT|3BEXP|4RCR|5ZMB|6CDMG|7aVULN|8DUST|9AART
818	21343 22462	   	152.23	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1MLV|2ERES|3AART|4DUR|5FEWX|6RCR|7VULN|8DUST|9DMG|aCDMG
819	61343 22162	   	152.23	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1TLV|2ERES|3AART|4DUR|5FEWX|6RCR|7VULN|8LWND|9DMG|aCDMG
820	45324 32212	   	152.16	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2LIT|3DUR|45VULN|6RCR|7BEXP|8DMG|9LHND|aAART
821	33177 11531	 * 	152.14	DCR|3DMG|1VULN|2CDMG	1RCVC|2MBVNT|358DMG|4VULN|68CDMG|78LHND|8BPWR|9CGEN|aRCR
822	33177 11521	   	152.04	DCR|3DMG|1VULN|2CDMG	1RCVC|2MBVNT|358DMG|4VULN|68CDMG|78LHND|8BPWR|9ERES|aRCR
823	34113 22313	 * 	151.97	DCR|3VULN|2AART	1RCVC|2TLV|3CGEN|456VULN|7FEWX|8RCR|9aAART
824	34113 25313	   	151.97	DCR|3VULN|2AART	1RCVC|2TLV|3CGEN|456VULN|7BEXP|8RCR|9aAART
825	33177 12531	   	151.94	DCR|3DMG|1VULN|2CDMG	1RCVC|2MBVNT|358DMG|4VULN|68CDMG|78DUST|8BPWR|9CGEN|aRCR
826	21323 22312	   	151.85	DCR|3VULN|1AART|1DUR	1MLV|2ERES|3AART|4BEXP|5FEWX|6RCR|78aVULN|9DUR
827	33442 78122	   	151.85	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5DUST|6DMG|7AART|8CDMG|9RPLT|aVULN
828	33442 78151	   	151.85	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5DUST|6DMG|7AART|8CDMG|9VULN|aCGEN
829	33442 78152	   	151.85	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5DUST|6DMG|7AART|8CDMG|9VULN|aLWND
830	33442 78153	   	151.85	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5DUST|6DMG|7AART|8CDMG|9VULN|aLIT
831	33446 68122	   	151.85	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5DMG|6DUST|7AART|8CDMG|9RPLT|aVULN
832	33185 71232	   	151.84	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1RCVC|2MBVNT|3DMG|49CDMG|5AART|6DUR|7VULN|8RMIN|aRCR
833	33185 74332	   	151.84	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1RCVC|2MBVNT|3DMG|49CDMG|5AART|6DUR|7CGEN|8VULN|aRCR
834	33177 12521	   	151.84	DCR|3DMG|1VULN|2CDMG	1RCVC|2MBVNT|358DMG|4VULN|68CDMG|78DUST|8BPWR|9ERES|aRCR
835	33446 21142	   	151.83	ACR|3VULN|1DMG|2DUR	1RCVC|2MBVNT|36DUR|4RCR|5DMG|79aVULN|8DMSP
836	45352 12121	 * 	151.81	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1LWND|2LIT|3DUR|4CDMG|5CGEN|6RCR|7VULN|89AART|aZMB
837	41224 31131	   	151.81	DCR|1AART|1DMG|1VULN|2DUR|1ZMB|1ASPD	1LWND|2ASPD|3CGEN|45DUR|6ZMB|7VULN|8AART|9RCR|aDMG
838	41121 33216	 * 	151.78	ACR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1LWND|27ASPD|3BELT|48VULN|5RCR|6DUR|9DMG|aCDMG
839	33441 53762	 * 	151.76	ACR|2DMG|2ZMB|1CDMG|2DUR|1ASPD	1RCVC|2MBVNT|39DUR|4RCR|59ZMB|6ASPD|7BEXP|89DMG|9BPWR|aCDMG
840	21333 22312	   	151.75	DCR|3VULN|1AART|1DUR	1MLV|2ERES|3AART|4DUST|5FEWX|6RCR|78aVULN|9DUR
841	21343 22322	   	151.75	DCR|3VULN|1AART|1DUR	1MLV|2ERES|3AART|4DUR|5FEWX|6RCR|78aVULN|9LEGI
842	61323 22312	   	151.75	DCR|3VULN|1AART|1DUR	1TLV|2ERES|3AART|4BEXP|5FEWX|6RCR|78aVULN|9DUR
843	33381 13573	   	151.74	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2MBVNT|3BEXP|4RCR|5ZMB|6CDMG|79VULN|8LWND|aAART
844	33381 38623	   	151.74	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2MBVNT|3BEXP|4RCR|5ZMB|6LHND|78VULN|9CDMG|aAART
845	45351 12121	   	151.71	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1LWND|2LIT|3DUR|4CDMG|5ERES|6RCR|7VULN|89AART|aZMB
846	26621 21131	   	151.71	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1MLV|2DUST|3ASPD|46DUR|5ZMB|7VULN|8AART|9RCR|aDMG
847	26632 21131	   	151.71	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1MLV|2DUST|3ASPD|4ZMB|56DUR|7VULN|8AART|9RCR|aDMG
848	33441 51762	   	151.66	ACR|2DMG|2ZMB|1CDMG|2DUR|1ASPD	1RCVC|2MBVNT|39DUR|4RCR|59ZMB|6ASPD|7DUST|89DMG|9BPWR|aCDMG
849	61333 22312	   	151.65	DCR|3VULN|1AART|1DUR	1TLV|2ERES|3AART|4DUST|5FEWX|6RCR|78aVULN|9DUR
850	61343 22322	   	151.65	DCR|3VULN|1AART|1DUR	1TLV|2ERES|3AART|4DUR|5FEWX|6RCR|78aVULN|9LEGI
851	12511 52141	   	151.65	ACR|3VULN|1DMG|1CDMG	1LSRICY|2LWND|3RCR|4CDMG|5FEWX|69aVULN|7MBVNT|8DMG
852	12561 23541	   	151.65	ACR|3VULN|1DMG|1CDMG	1LSRICY|2LWND|3RCR|4FEWX|5DMG|6MBVNT|79aVULN|8CDMG
853	33381 13373	   	151.64	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2MBVNT|3BEXP|4RCR|5ZMB|6CDMG|79VULN|8LEGI|aAART
854	33441 12767	   	151.64	ACR|1AART|1DMG|2ZMB|1CDMG|2DUR	1RCVC|2MBVNT|3aDUR|4RCR|5aZMB|6CDMG|7DMG|8AART|9aLWND|aBPWR
855	33441 12787	   	151.64	ACR|1AART|1DMG|2ZMB|1CDMG|2DUR	1RCVC|2MBVNT|3aDUR|4RCR|5aZMB|6CDMG|7DMG|8AART|9aLHND|aBPWR
856	32353 36631	   	151.62	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1RCVC|2CGEN|3DUST|4DUR|5VULN|6AART|7ASPD|8ZMB|9RCR|aDMG
857	32362 36631	   	151.62	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1RCVC|2CGEN|3DUST|4VULN|5DUR|6AART|7ASPD|8ZMB|9RCR|aDMG
858	66621 21131	   	151.61	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1TLV|2DUST|3ASPD|46DUR|5ZMB|7VULN|8AART|9RCR|aDMG
859	66632 21131	   	151.61	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1TLV|2DUST|3ASPD|4ZMB|56DUR|7VULN|8AART|9RCR|aDMG
860	41421 51221	   	151.55	DCR|3VULN|1DMG|1ASPD|1DUR	1LWND|2ASPD|3BEXP|4LIT|59aVULN|6RCR|7DUR|8DMG
861	45221 52221	   	151.55	DCR|3VULN|1DMG|1DUR|1ASPD	1LWND|2LIT|3ASPD|4DUR|59aVULN|6RCR|7LHND|8DMG
862	15611 33221	   	151.55	ACR|2DMG|1VULN|2ASPD|1CDMG	1LSRICY|2BELT|3RCR|46ASPD|5VULN|7CDMG|8RCVC|9aDMG
863	21352 14323	   	151.52	DCR|2VULN|1AART|1CDMG|1ZMB	1MLV|2ERES|3AART|49VULN|5CDMG|6LWND|7RCR|8BEXP|aZMB
864	21322 14423	   	151.52	DCR|2VULN|1AART|1CDMG|1ZMB	1MLV|2ERES|3AART|4BEXP|5CDMG|6LWND|7RCR|89VULN|aZMB
865	33446 12321	   	151.47	ACR|2DMG|1VULN|1CDMG|1ASPD|1DUR	1RCVC|2MBVNT|3DUR|4RCR|57DMG|6CDMG|8ASPD|9VULN|aCGEN
866	33446 12323	   	151.47	ACR|2DMG|1VULN|1CDMG|1DUR|1ASPD	1RCVC|2MBVNT|3DUR|4RCR|57DMG|6CDMG|8ASPD|9VULN|aLWND
867	33446 12324	   	151.47	ACR|2DMG|1VULN|1CDMG|1ASPD|1DUR	1RCVC|2MBVNT|3DUR|4RCR|57DMG|6CDMG|8ASPD|9VULN|aRPLT
868	33446 12326	   	151.47	ACR|2DMG|1VULN|1CDMG|1ASPD|1DUR	1RCVC|2MBVNT|3DUR|4RCR|57DMG|6CDMG|8ASPD|9VULN|aLIT
869	33446 12327	   	151.47	ACR|2DMG|1VULN|1CDMG|1ASPD|1DUR	1RCVC|2MBVNT|3DUR|4RCR|57DMG|6CDMG|8ASPD|9VULN|aLHND
870	33446 53743	   	151.47	ACR|2DMG|1VULN|1CDMG|1ASPD|1DUR	1RCVC|2MBVNT|3DUR|4RCR|58DMG|6ASPD|7BEXP|9VULN|aCDMG
871	33446 56442	   	151.47	ACR|2VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5DMG|6ASPD|7RMIN|89VULN|aCDMG
872	24313 23636	   	151.46	DCR|2VULN|1AART|1DMG|2DUR	1MLV|26VULN|3BEXP|4BELT|5aDUR|7DMG|8AART|9RCR
873	41521 51221	   	151.45	DCR|3VULN|1DMG|1ASPD|1DUR	1LWND|2ASPD|3DUST|4LIT|59aVULN|6RCR|7DUR|8DMG
874	45221 53221	   	151.45	DCR|3VULN|1DMG|1ASPD|1DUR	1LWND|2LIT|3ASPD|4DUR|59aVULN|6RCR|7LEGI|8DMG
875	42361 33331	   	151.43	DCR|2DMG|1AART|1VULN|1ZMB	12LWND|3VULN|4FEWX|5ZMB|6AART|7aDMG|8MLV|9RCR
876	33413 57712	 * 	151.42	DCR|2AART|1VULN|2ASPD|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4ZMB|5VULN|6aASPD|79AART|8RCR
877	21352 14223	   	151.42	DCR|2VULN|1AART|1CDMG|1ZMB	1MLV|2ERES|3AART|49VULN|5CDMG|6LWND|7RCR|8DUST|aZMB
878	21332 14423	   	151.42	DCR|2VULN|1AART|1CDMG|1ZMB	1MLV|2ERES|3AART|4DUST|5CDMG|6LWND|7RCR|89VULN|aZMB
879	61322 14423	   	151.42	DCR|2VULN|1AART|1CDMG|1ZMB	1TLV|2ERES|3AART|4BEXP|5CDMG|6LWND|7RCR|89VULN|aZMB
880	61352 14323	   	151.42	DCR|2VULN|1AART|1CDMG|1ZMB	1TLV|2ERES|3AART|49VULN|5CDMG|6LWND|7RCR|8BEXP|aZMB
881	26113 33543	   	151.38	ACR|2VULN|2DMG|1CDMG	19MLV|2DUST|38BELT|4RCR|5DMSP|69DMG|79VULN|9BPWR|aCDMG
882	33446 12322	   	151.37	ACR|2DMG|1VULN|1CDMG|1DUR|1ASPD	1RCVC|2MBVNT|3DUR|4RCR|57DMG|6CDMG|8ASPD|9VULN|aERES
883	33446 51743	   	151.37	ACR|2DMG|1VULN|1CDMG|1ASPD|1DUR	1RCVC|2MBVNT|3DUR|4RCR|58DMG|6ASPD|7DUST|9VULN|aCDMG
884	33125 17472	   	151.37	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|2RCVC	14RCVC|2MBVNT|3DMG|5VULN|6CDMG|7AART|8ZMB|9LWND|aRCR
885	33445 41373	   	151.37	ACR|2VULN|2AART|2DUR	1RCVC|2MBVNT|35DUR|4RCR|6MLV|78VULN|9aAART
886	33132 88611	   	151.36	DCR|2DMG|1AART|2ZMB|1DUR	1RCVC|2MBVNT|38DMG|48CANHEL|5AART|68ZMB|7RCR|8BPWR|9DUST|aDUR
887	33132 88633	   	151.36	DCR|2DMG|1AART|2ZMB|1DUR	1RCVC|2MBVNT|38DMG|48CANHEL|5AART|68ZMB|7RCR|8BPWR|9DUR|aDUST
888	26133 23636	   	151.36	DCR|2VULN|1AART|1DMG|2DUR	1MLV|2DUST|3BELT|46VULN|5aDUR|7DMG|8AART|9RCR
889	12533 42211	 * 	151.36	ACR|2VULN|3ZMB|1CDMG|1DUR	1LSRICY|2LWND|3RCR|45aZMB|67VULN|8CDMG|9DUR
890	42361 33131	   	151.33	DCR|2DMG|1AART|1VULN|1ZMB	12LWND|3VULN|4FEWX|5ZMB|6AART|7aDMG|8TLV|9RCR
891	11131 26422	   	151.32	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1LSRICY|2BEXP|3DUR|4ZMB|5DMG|6RPLT|7RCR|8AART|9ASPD|aVULN
892	12131 26422	   	151.32	DCR|1AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1LSRICY|2LWND|3DUR|4ZMB|5DMG|6RPLT|7RCR|8AART|9ASPD|aVULN
893	61332 14423	   	151.32	DCR|2VULN|1AART|1CDMG|1ZMB	1TLV|2ERES|3AART|4DUST|5CDMG|6LWND|7RCR|89VULN|aZMB
894	61352 14223	   	151.32	DCR|2VULN|1AART|1CDMG|1ZMB	1TLV|2ERES|3AART|49VULN|5CDMG|6LWND|7RCR|8DUST|aZMB
895	11531 23641	   	151.30	ACR|3VULN|1DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|5DMG|69aVULN|7RCVC|8MLV
896	21341 26211	   	151.28	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1MLV|2ERES|3AART|4DUR|5LHND|6RCR|7VULN|8ZMB|9RCVC|aDMG
897	21343 22211	   	151.28	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1MLV|2ERES|3AART|4DUR|5FEWX|6RCR|7VULN|8ZMB|9RCVC|aDMG
898	24111 33143	   	151.28	ACR|2VULN|2DMG|1CDMG	19MLV|28VULN|39FEWX|4BELT|5RCR|69DMG|7RCVC|9BPWR|aCDMG
899	24111 35142	   	151.28	ACR|3DMG|2VULN	179MLV|28VULN|379FEWX|4BELT|5RCR|679DMG|79BPWR|aCGEN
900	26113 33243	   	151.28	ACR|2VULN|2DMG|1CDMG	19MLV|28DUST|3BELT|4RCR|5DMSP|69DMG|79VULN|9BPWR|aCDMG
901	32615 15222	   	151.27	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2CGEN|3ASPD|4VULN|5NUKE|6CDMG|7AART|8DMG|9DUR|aRCR
902	33145 17222	   	151.27	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2MBVNT|3DMG|4DMSP|5VULN|6CDMG|7AART|8ASPD|9DUR|aRCR
903	33176 36434	   	151.27	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DMG|4aVULN|5LWND|6AART|7DUR|8LIT|9RCR
904	33178 38331	   	151.27	DCR|2DMG|1AART|1VULN|1DUR	1RCVC|2MBVNT|3aDMG|4VULN|58LHND|6AART|7DUR|9RCR
905	15635 12321	   	151.23	ACR|2VULN|2DMG|1ZMB	1aLSRICY|2BELT|3RCR|4aVULN|5RMIN|6ZMB|7DMSP|8LWND|9aDMG|aBPWR
906	13131 26422	   	151.22	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1LSRICY|2DUST|3DUR|4ZMB|5DMG|6RPLT|7RCR|8AART|9ASPD|aVULN
907	11531 23241	   	151.20	ACR|3VULN|1DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|5DMG|69aVULN|7RCVC|8TLV
908	11536 33241	   	151.20	ACR|3VULN|1DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|59aVULN|6DMG|7RCVC|8TLV
909	12536 33241	   	151.20	ACR|3VULN|1DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|59aVULN|6DMG|7RCVC|8TLV
910	13531 23641	   	151.20	ACR|3VULN|1DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|5DMG|69aVULN|7RCVC|8MLV
911	11531 11333	   	151.19	ACR|1AART|1VULN|1DMG|2DUR|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|5DMG|69DUR|7NUKE|8VULN|aAART
912	61341 26211	   	151.18	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1TLV|2ERES|3AART|4DUR|5LHND|6RCR|7VULN|8ZMB|9RCVC|aDMG
913	61343 22211	   	151.18	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1TLV|2ERES|3AART|4DUR|5FEWX|6RCR|7VULN|8ZMB|9RCVC|aDMG
914	24111 35143	   	151.18	ACR|3DMG|2VULN	179MLV|28VULN|379FEWX|4BELT|5RCR|679DMG|79BPWR|aDLOT
915	21341 26123	 * 	151.16	DCR|2VULN|1AART|2ZMB|1DUR	1MLV|2aERES|3AART|4DUR|5LHND|6RCR|7aVULN|8LWND|9aZMB|aBPWR
916	21341 26523	   	151.16	DCR|2VULN|1AART|2ZMB|1DUR	1MLV|2aERES|3AART|4DUR|5LHND|6RCR|7aVULN|8FEWX|9aZMB|aBPWR
917	21343 22123	   	151.16	DCR|2VULN|1AART|2ZMB|1DUR	1MLV|2aERES|3AART|4DUR|5FEWX|6RCR|7aVULN|8LWND|9aZMB|aBPWR
918	15641 12321	   	151.13	ACR|2VULN|2DMG|1ZMB	1aLSRICY|2BELT|3RCR|4NUKE|5aVULN|6ZMB|7DMSP|8LWND|9aDMG|aBPWR
919	33441 13575	   	151.13	ACR|3VULN|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6CDMG|79aVULN|8LWND
920	33441 38625	   	151.13	ACR|3VULN|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6LWND|78aVULN|9CDMG
921	16252 63113	   	151.12	DCR|2VULN|1AART|1CDMG|1ZMB	1LSRICY|235LIT|45VULN|5BPWR|6RCR|7CDMG|8AART|9FEWX|aZMB
922	13531 23241	   	151.10	ACR|3VULN|1DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|5DMG|69aVULN|7RCVC|8TLV
923	13536 33241	   	151.10	ACR|3VULN|1DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|59aVULN|6DMG|7RCVC|8TLV
924	13531 11333	   	151.09	ACR|1AART|1VULN|1DMG|2DUR|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|5DMG|69DUR|7NUKE|8VULN|aAART
925	64111 33143	   	151.08	ACR|2VULN|2DMG|1CDMG	19TLV|28VULN|39FEWX|4BELT|5RCR|69DMG|7RCVC|9BPWR|aCDMG
926	24311 23145	   	151.08	ACR|3VULN|2DMG	19MLV|268VULN|39BEXP|4BELT|5RCR|79DMG|9BPWR|aFEWX
927	24111 35136	   	151.08	ACR|3VULN|2DMG	17MLV|28aVULN|37FEWX|4BELT|5RCR|67DMG|7BPWR|9CGEN
928	66113 33243	   	151.08	ACR|2VULN|2DMG|1CDMG	19TLV|28DUST|3BELT|4RCR|5DMSP|69DMG|79VULN|9BPWR|aCDMG
929	21341 26423	   	151.06	DCR|2VULN|1AART|2ZMB|1DUR	1MLV|2aERES|3AART|4DUR|5LHND|6RCR|7aVULN|8DUST|9aZMB|aBPWR
930	21343 22423	   	151.06	DCR|2VULN|1AART|2ZMB|1DUR	1MLV|2aERES|3AART|4DUR|5FEWX|6RCR|7aVULN|8DUST|9aZMB|aBPWR
931	61341 26123	   	151.06	DCR|2VULN|1AART|2ZMB|1DUR	1TLV|2aERES|3AART|4DUR|5LHND|6RCR|7aVULN|8LWND|9aZMB|aBPWR
932	61343 22123	   	151.06	DCR|2VULN|1AART|2ZMB|1DUR	1TLV|2aERES|3AART|4DUR|5FEWX|6RCR|7aVULN|8LWND|9aZMB|aBPWR
933	33163 12614	   	151.05	DCR|2VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2MBVNT|3DMG|4DUR|5aVULN|6CDMG|7RCR|8ASPD|9LWND
934	33163 12625	   	151.05	DCR|2VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2MBVNT|3DMG|4DUR|5aVULN|6CDMG|7RCR|8ASPD|9CGEN
935	33163 12634	   	151.05	DCR|2VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2MBVNT|3DMG|4DUR|5aVULN|6CDMG|7RCR|8ASPD|9LHND
936	33163 12646	   	151.05	DCR|2VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2MBVNT|3DMG|4DUR|5aVULN|6CDMG|7RCR|8ASPD|9LSRICY
937	33163 12745	   	151.05	DCR|2VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2MBVNT|3DMG|4DUR|5aVULN|6CDMG|7RCR|8CGEN|9ASPD
938	33172 12614	   	151.05	DCR|2VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2MBVNT|3DMG|4aVULN|5DUR|6CDMG|7RCR|8ASPD|9LWND
939	33172 12625	   	151.05	DCR|2VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2MBVNT|3DMG|4aVULN|5DUR|6CDMG|7RCR|8ASPD|9CGEN
940	33172 12634	   	151.05	DCR|2VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2MBVNT|3DMG|4aVULN|5DUR|6CDMG|7RCR|8ASPD|9LHND
941	33172 12646	   	151.05	DCR|2VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2MBVNT|3DMG|4aVULN|5DUR|6CDMG|7RCR|8ASPD|9LSRICY
942	33172 12745	   	151.05	DCR|2VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2MBVNT|3DMG|4aVULN|5DUR|6CDMG|7RCR|8CGEN|9ASPD
943	33182 12674	   	151.05	DCR|2VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2MBVNT|3DMG|4CDMG|5BEXP|6aVULN|7RCR|8ASPD|9DUR
944	33343 12674	   	151.05	DCR|2VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2MBVNT|3BEXP|4CDMG|5DMG|6aVULN|7RCR|8ASPD|9DUR
945	33166 36131	   	151.05	DCR|3DMG|1AART|2DUR	1RCVC|2MBVNT|35aDMG|45DUR|5BPWR|6LHND|7LWND|8AART|9RCR
946	11531 32311	   	151.03	ACR|2VULN|2DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|5aDMG|6MLV|78VULN|9CGEN
947	11536 11311	   	151.03	ACR|2VULN|2DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|58VULN|6MLV|7aDMG|9CGEN
948	12536 11311	   	151.03	ACR|2VULN|2DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|58VULN|6MLV|7aDMG|9CGEN
949	12536 51223	   	151.03	ACR|2VULN|2DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|58VULN|6FEWX|7BELT|9aDMG
950	12562 23223	   	151.03	ACR|2VULN|2DMG|1ZMB	1LSRICY|2LWND|3RCR|4FEWX|58VULN|6BELT|7ZMB|9aDMG
951	12531 33142	   	151.03	ACR|2VULN|3ZMB|1DMG	19LSRICY|2LWND|3RCR|489ZMB|5DMG|6aLIT|79VULN|9BPWR
952	12531 33144	   	151.03	ACR|2VULN|3ZMB|1DMG	19LSRICY|2LWND|3RCR|489ZMB|5DMG|6LIT|79VULN|9BPWR|aMLV
953	12531 33145	   	151.03	ACR|2VULN|3ZMB|1DMG	19LSRICY|2LWND|3RCR|489ZMB|5DMG|6LIT|79VULN|9BPWR|aCGEN
954	12531 33146	   	151.03	ACR|2VULN|3ZMB|1DMG	19LSRICY|2aLWND|3RCR|489ZMB|5DMG|6LIT|79VULN|9BPWR
955	33441 13175	   	151.03	ACR|3VULN|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6CDMG|79aVULN|8DUST
956	33441 13375	   	151.03	ACR|3VULN|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6CDMG|79aVULN|8LEGI
957	32353 43631	   	151.02	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1RCVC|2CGEN|3DUST|4DUR|5VULN|6ASPD|7AART|8ZMB|9RCR|aDMG
958	32362 43631	   	151.02	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1RCVC|2CGEN|3DUST|4VULN|5DUR|6ASPD|7AART|8ZMB|9RCR|aDMG
959	32613 23631	   	151.02	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1RCVC|2CGEN|3ASPD|4VULN|5DUR|6DUST|7AART|8ZMB|9RCR|aDMG
