0	Index      	 *	Score 	Summary	Detail	
1	54131 48224	 * 	199.28	ACR|2VULN|3BEXP|1ASPD|1DMG	148ZMB|2MBVNT|3RCR|48BPWR|5DMG|68aBEXP|78VULN|9ASPD
773	54143 26311	   	172.76	ACR|1BASARM|1ASPD|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5TLV|6aLWND|7LEGI|8ASPD|9BASARM
774	54143 26314	   	172.76	ACR|1BASARM|1ASPD|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5TLV|6LWND|7LEGI|8ASPD|9BASARM|aBELT
775	54143 84212	   	172.76	ACR|1BASARM|1DMG|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5TLV|6DMG|7FEWX|8DUR|9BASARM|aMDPS
776	23441 31533	   	172.70	ACR|2VULN|2DMG|1CDMG	1aVULN|2RMIN|3RCR|4CGEN|5aDMG|6LWND|7CDMG|8aLHND|9MDPS|aBPWR
777	23451 31533	   	172.70	ACR|2VULN|2DMG|1CDMG	1aVULN|2RMIN|3RCR|4MLV|5aDMG|6LWND|7CDMG|8aLHND|9MDPS|aBPWR
778	23461 24112	   	172.70	ACR|2VULN|2DMG|1CDMG	18VULN|2RMIN|3RCR|4ERES|58DMG|6RPLT|78LWND|8BPWR|9VENTOX|aCDMG
779	55431 33331	   	172.69	ACR|3DMG|2BEXP	14ZMB|24BEXP|3RCR|4BPWR|59aDMG|6LWND|7RMIN|8LSRREG
780	13431 52412	   	172.66	ACR|1BASARM|1DMG|1BEXP	14DUST|2RMIN|3RCR|4BPWR|5DMG|6TLV|7RPLT|8BEXP|9BASARM|aMDPS
781	13451 12412	   	172.66	ACR|1BASARM|1DMG|1BEXP	1DUST|2RMIN|3RCR|4AME|5DMG|6AEFBLL|7RPLT|8BEXP|9BASARM|aMDPS
782	13451 22412	   	172.66	ACR|1BASARM|1DMG|1BEXP	1DUST|2RMIN|3RCR|4AME|5DMG|6RPLT|7AEMAG|8BEXP|9BASARM|aMDPS
783	13451 23512	   	172.66	ACR|1BASARM|1DMG|1BEXP	18DUST|2RMIN|3RCR|4AME|5DMG|6RPLT|7BEXP|9BASARM|aMDPS
784	13461 22412	   	172.66	ACR|1BASARM|1DMG|1BEXP	1DUST|2RMIN|3RCR|4ERES|5DMG|6RPLT|7AEMAG|8BEXP|9BASARM|aMDPS
785	13461 23512	   	172.66	ACR|1BASARM|1DMG|1BEXP	18DUST|2RMIN|3RCR|4ERES|5DMG|6RPLT|7BEXP|9BASARM|aMDPS
786	23421 23251	   	172.60	ACR|2VULN|2ASPD|1CDMG	18VULN|2RMIN|3RCR|4MDPS|57DMSP|68ASPD|8BPWR|9FEWX|aCDMG
787	23461 31533	   	172.60	ACR|2VULN|2DMG|1CDMG	1aVULN|2RMIN|3RCR|4ERES|5aDMG|6LWND|7CDMG|8aLHND|9MDPS|aBPWR
788	54131 48144	   	172.58	ACR|1VULN|1DMG|1AART|1BEXP|1CDMG	14ZMB|2MBVNT|3RCR|4BPWR|5DMG|6BEXP|7VULN|8DUR|9AART|aCDMG
789	23434 21443	   	172.56	ACR|2VULN|1ASPD|1AART|1CDMG	15VULN|2RMIN|3RCR|4LWND|6MBVNT|7CDMG|8RPLT|9AART|aASPD
790	54144 23127	   	172.56	ACR|2VULN|1DMG|1AART|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5aVULN|6LHND|7DMG|8BELT|9AART
791	54144 43127	   	172.56	ACR|2VULN|1DMG|1AART|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5aVULN|6LWND|7DMG|8BELT|9AART
792	23433 55223	   	172.55	ACR|2VULN|2BEXP|1AART|1AAC	18VULN|2RMIN|3RCR|4LWND|58FEWX|6AAC|78BEXP|8BPWR|9RCVC|aAART
793	55432 32233	   	172.53	ACR|3BEXP|1DMG|1CDMG|1AAC|1SELL	14ZMB|245BEXP|3RCR|4BPWR|6SELL|7LIT|8DMG|9AAC|aCDMG
794	23421 23245	   	172.50	ACR|2VULN|2ASPD|1CDMG	18VULN|2RMIN|3RCR|4MDPS|57DMSP|68ASPD|8BPWR|9AEMAG|aCDMG
795	23421 23261	   	172.50	ACR|2VULN|2ASPD|1CDMG	18VULN|2RMIN|3RCR|4MDPS|57DMSP|68ASPD|8BPWR|9LEGI|aCDMG
796	23441 61132	   	172.50	ACR|2VULN|2DMG|1CDMG	18VULN|2RMIN|3RCR|4CGEN|59DMG|6SPLARM|7DMSP|aCDMG
797	23451 61132	   	172.50	ACR|2VULN|2DMG|1CDMG	18VULN|2RMIN|3RCR|4MLV|59DMG|6SPLARM|7DMSP|aCDMG
798	52432 28142	   	172.48	ACR|1VULN|1DMG|1AART|1BEXP|1CDMG	14ZMB|24DUST|3RCR|4BPWR|5BEXP|6MBVNT|7VULN|8DMG|9AART|aCDMG
799	23432 43233	   	172.47	ACR|2VULN|1DMG|1AART|1BEXP	16VULN|2RMIN|3RCR|46LWND|5RCVC|6BPWR|7FLTFST|8BEXP|9DMG|aAART
800	13324 22352	   	172.42	ACR|2ASPD|1VULN|1AART|1BEXP	1DUST|2RMIN|3BEXP|4RCR|5VULN|69ASPD|7LIT|8RCVC|aAART
801	13432 28142	   	172.38	ACR|1VULN|1DMG|1AART|1BEXP|1CDMG	14DUST|2RMIN|3RCR|4BPWR|5BEXP|6MBVNT|7VULN|8DMG|9AART|aCDMG
802	13432 28542	   	172.38	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	14DUST|2RMIN|3RCR|4BPWR|5BEXP|6MBVNT|7VULN|8ASPD|9AART|aCDMG
803	13563 12421	 * 	172.32	ACR|2DMG|2CDMG|1AART|1BEXP	18DUST|2RMIN|38CDMG|4MDPS|5RCR|6AART|78DMG|8BPWR|9RCVC|aBEXP
804	51513 12313	   	172.31	ACR|1BASARM|1VULN|1BEXP|1CDMG	1ZMB|2LWND|3CDMG|4VULN|5RCR|6LIT|7CGEN|8BASARM|9DLOT|aBEXP
805	63513 12313	   	172.31	ACR|1BASARM|1VULN|1BEXP|1CDMG	1LWND|2RMIN|3CDMG|4VULN|5RCR|6LIT|7CGEN|8BASARM|9DLOT|aBEXP
806	13321 28728	   	172.09	ACR|2AART|1VULN|1ASPD|1BEXP	1DUST|2RMIN|3BEXP|4RCR|5RCVC|6MBVNT|7VULN|8aAART|9ASPD
807	13325 25233	 * 	172.08	ACR|2BEXP|1DMG|2CDMG|1VULN	1DUST|2RMIN|36BEXP|4RCR|5ZMB|79CDMG|8DMG|aVULN
808	13325 25633	   	172.08	ACR|2BEXP|1ASPD|2CDMG|1VULN	1DUST|2RMIN|36BEXP|4RCR|5ZMB|79CDMG|8ASPD|aVULN
809	13326 25233	   	172.08	ACR|2BEXP|1DMG|2CDMG|1VULN	1DUST|2RMIN|36BEXP|4RCR|5MLV|79CDMG|8DMG|aVULN
810	13326 25633	   	172.08	ACR|2BEXP|1ASPD|2CDMG|1VULN	1DUST|2RMIN|36BEXP|4RCR|5MLV|79CDMG|8ASPD|aVULN
811	11224 23162	   	172.08	ACR|3AART|1VULN|1ASPD	1DUST|2FEWX|3ERES|4RCR|5VULN|6ASPD|79aAART|8RMIN
812	11224 23562	   	172.08	ACR|3AART|1VULN|1ASPD	1DUST|2FEWX|3ERES|4RCR|5VULN|6ASPD|79aAART|8CGEN
813	14224 23162	   	172.08	ACR|3AART|1VULN|1ASPD	1DUST|2LWND|3ERES|4RCR|5VULN|6ASPD|79aAART|8RMIN
814	23445 13222	   	171.97	ACR|1VULN|2BEXP|1ASPD|1CDMG	1VULN|2RMIN|3RCR|4CGEN|5FLTARM|6ASPD|7RCVC|89BEXP|aCDMG
815	23455 13222	   	171.97	ACR|1VULN|2BEXP|1ASPD|1CDMG	1VULN|2RMIN|3RCR|4MLV|5FLTARM|6ASPD|7RCVC|89BEXP|aCDMG
816	61561 33432	   	171.97	ACR|1BASARM|1VULN|1CDMG|1AAC	15LWND|2FEWX|3MBVNT|4RCR|6BASARM|7MLV|8AAC|9VULN|aCDMG
817	11124 23321	   	171.95	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1DUST|2FEWX|3MLV|4RCR|5VULN|6ASPD|7AART|8AAC|9DMG|aRCVC
818	23465 13222	   	171.87	ACR|1VULN|2BEXP|1ASPD|1CDMG	1VULN|2RMIN|3RCR|4ERES|5FLTARM|6ASPD|7RCVC|89BEXP|aCDMG
819	55431 32213	   	171.87	ACR|2BEXP|1VULN|1DMG|1AART	14ZMB|24BEXP|3RCR|4BPWR|5DMG|6LWND|7DMSP|8VULN|9AIRARM|aAART
820	23433 25513	   	171.87	ACR|1VULN|2BEXP|1ASPD|1AART	1VULN|2RMIN|3RCR|4LWND|5FEWX|6ASPD|79BEXP|8LHND|aAART
821	51432 42133	   	171.87	ACR|2BEXP|1VULN|1DMG|1AART	14ZMB|24LWND|3RCR|4BPWR|57BEXP|6FLTARM|8VULN|9DMG|aAART
822	11224 23321	   	171.85	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1DUST|2FEWX|3ERES|4RCR|5VULN|6ASPD|7AART|8AAC|9DMG|aRCVC
823	14561 34341	   	171.79	ACR|1BASARM|2ASPD	1DUST|25LWND|3MBVNT|4RCR|6BASARM|78ASPD|9DUR|aLIT
824	14561 34343	   	171.79	ACR|1BASARM|2ASPD	1DUST|25aLWND|3MBVNT|4RCR|6BASARM|78ASPD|9DUR
825	55431 11213	   	171.77	ACR|2BEXP|1VULN|1DMG|1AART	14ZMB|24BEXP|3RCR|4BPWR|5DMG|6CGEN|7ERES|8VULN|9FLTFST|aAART
826	55431 21213	   	171.77	ACR|2BEXP|1VULN|1DMG|1AART	14ZMB|24BEXP|3RCR|4BPWR|5DMG|6RMIN|7ERES|8VULN|9MSLFST|aAART
827	54131 44122	   	171.77	ACR|2BEXP|1VULN|1DMG|1AART	14ZMB|2MBVNT|3RCR|4BPWR|5DMG|69BEXP|7VENTOX|8VULN|aAART
828	54132 64122	   	171.77	ACR|2BEXP|1VULN|1ASPD|1AART	14ZMB|2MBVNT|3RCR|4BPWR|59BEXP|6ASPD|7VENTOX|8VULN|aAART
829	63432 42133	   	171.77	ACR|2BEXP|1VULN|1DMG|1AART	14LWND|2RMIN|3RCR|4BPWR|57BEXP|6FLTARM|8VULN|9DMG|aAART
830	11535 28424	 * 	171.77	DCR|1BASARM|2BEXP|1VULN|1ASPD|1AAC	1DUST|2FEWX|3MBVNT|4AAC|5VULN|6ASPD|7BASARM|89BEXP|aRCR
831	16532 28424	   	171.77	DCR|1BASARM|1VULN|2BEXP|1ASPD|1AAC	1DUST|2VULN|3MBVNT|4AAC|5FEWX|6ASPD|7BASARM|89BEXP|aRCR
832	21533 28424	   	171.77	DCR|1BASARM|1VULN|2BEXP|1ASPD|1AAC	1VULN|2FEWX|3MBVNT|4AAC|5DUST|6ASPD|7BASARM|89BEXP|aRCR
833	25532 28424	   	171.77	DCR|1BASARM|1VULN|2BEXP|1ASPD|1AAC	1VULN|2DUST|3MBVNT|4AAC|5FEWX|6ASPD|7BASARM|89BEXP|aRCR
834	14561 34332	   	171.69	ACR|1BASARM|2ASPD	1DUST|25LWND|3MBVNT|4RCR|6BASARM|78ASPD|9BELT|aAME
835	14561 34334	   	171.69	ACR|1BASARM|2ASPD	1DUST|25LWND|3MBVNT|4RCR|6BASARM|78ASPD|9BELT|aAEMAG
836	14561 34344	   	171.69	ACR|1BASARM|2ASPD	1DUST|25LWND|3MBVNT|4RCR|6BASARM|78ASPD|9DUR|aTLV
837	61561 33334	   	171.68	ACR|1BASARM|1VULN|1DMG	15LWND|2FEWX|3MBVNT|4RCR|6BASARM|7MLV|8VULN|9RCVC|aDMG
838	54144 23711	   	171.67	ACR|1VULN|2BEXP|1DMG|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5VULN|6LHND|7DMG|8RCVC|9aBEXP
839	54144 43711	   	171.67	ACR|1VULN|2BEXP|1DMG|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5VULN|6LWND|7DMG|8RCVC|9aBEXP
840	54137 43122	   	171.67	ACR|2BEXP|1VULN|1ASPD|1AART	14ZMB|2MBVNT|3RCR|4BPWR|5SNIHEL|6ASPD|79BEXP|8VULN|aAART
841	13322 21654	 * 	171.61	ACR|3BEXP|2ASPD|1AAC	19DUST|2RMIN|38aBEXP|4RCR|59FEWX|69ASPD|7AAC|9BPWR
842	13432 43622	   	171.57	ACR|2BEXP|1VULN|1DMG|1AART	14DUST|2RMIN|3RCR|4BPWR|59BEXP|6FLTARM|7VULN|8DMG|aAART
843	13513 23233	   	171.57	ACR|3VULN|1DMG|1AART|1CDMG	1DUST|2RMIN|3CDMG|489VULN|5RCR|6LHND|7DMG|aAART
844	52513 23233	   	171.57	ACR|3VULN|1DMG|1AART|1CDMG	1ZMB|2DUST|3CDMG|489VULN|5RCR|6LHND|7DMG|aAART
845	54144 23243	   	171.56	ACR|2VULN|1DMG|1AART|1CDMG	19ZMB|2MBVNT|3RCR|4CDMG|58VULN|6LHND|7DMG|aAART
846	54144 23253	   	171.56	ACR|2VULN|1DMG|1AART|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|58VULN|69LHND|7DMG|aAART
847	55513 23211	   	171.50	ACR|2VULN|2BEXP|1DMG|1CDMG	1ZMB|29BEXP|3CDMG|48VULN|5RCR|6LHND|7DMG|aLWND
848	55513 23212	   	171.50	ACR|2VULN|2BEXP|1DMG|1CDMG	1ZMB|29BEXP|3CDMG|48VULN|5RCR|6LHND|7DMG|aMLV
849	55433 32231	   	171.47	ACR|2BEXP|1VULN|1ASPD|2AAC	14ZMB|24BEXP|3RCR|4BPWR|59AAC|6LWND|7DMSP|8VULN|aASPD
850	54143 41833	   	171.46	ACR|2VULN|1DMG|1AART|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5TLV|6CGEN|79VULN|8DMG|aAART
851	13321 43625	   	171.41	ACR|2DMG|2BEXP|1VULN	1DUST|2RMIN|39BEXP|4RCR|5RCVC|6FLTARM|7VULN|8aDMG
852	13513 23211	   	171.40	ACR|2VULN|2BEXP|1DMG|1CDMG	1DUST|2RMIN|3CDMG|48VULN|5RCR|6LHND|7DMG|9aBEXP
853	13513 53211	   	171.40	ACR|2VULN|2BEXP|1DMG|1CDMG	1DUST|2RMIN|3CDMG|48VULN|5RCR|6DUR|7DMG|9aBEXP
854	51513 43211	   	171.40	ACR|2VULN|2BEXP|1DMG|1CDMG	1ZMB|2LWND|3CDMG|48VULN|5RCR|6DUST|7DMG|9aBEXP
855	52513 23211	   	171.40	ACR|2VULN|2BEXP|1DMG|1CDMG	1ZMB|2DUST|3CDMG|48VULN|5RCR|6LHND|7DMG|9aBEXP
856	52513 53211	   	171.40	ACR|2VULN|2BEXP|1DMG|1CDMG	1ZMB|2DUST|3CDMG|48VULN|5RCR|6DUR|7DMG|9aBEXP
857	63513 43211	   	171.40	ACR|2VULN|2BEXP|1DMG|1CDMG	1LWND|2RMIN|3CDMG|48VULN|5RCR|6DUST|7DMG|9aBEXP
858	35123 13354	   	171.40	ACR|2VULN|2BEXP|1DMG|1CDMG	1DMSP|2CDMG|3MDPS|4DMG|5RCR|6LIT|7aBEXP|89VULN
859	13432 21448	   	171.38	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	14DUST|2RMIN|3RCR|4BPWR|5BEXP|6MBVNT|7CDMG|8VULN|9ASPD|aAART
860	55433 11231	   	171.37	ACR|2BEXP|1VULN|1ASPD|2AAC	14ZMB|24BEXP|3RCR|4BPWR|59AAC|6CGEN|7ERES|8VULN|aASPD
861	55433 21231	   	171.37	ACR|2BEXP|1VULN|1ASPD|2AAC	14ZMB|24BEXP|3RCR|4BPWR|59AAC|6RMIN|7ERES|8VULN|aASPD
862	13324 11642	   	171.36	ACR|2AART|2BEXP|1VULN|1AAC	1DUST|2RMIN|39BEXP|4RCR|5VULN|6AME|7AAC|8aAART
863	13321 28722	   	171.28	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	1DUST|2RMIN|3BEXP|4RCR|5RCVC|6MBVNT|7VULN|8AART|9ASPD|aCDMG
864	13321 55182	   	171.28	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	1DUST|2RMIN|3BEXP|4RCR|5RCVC|6ASPD|7MBVNT|8AART|9VULN|aCDMG
865	54141 84221	   	171.26	ACR|1VULN|1ASPD|1DMG|2CDMG	1ZMB|2MBVNT|3RCR|4aCDMG|5RPLT|6DMG|7VULN|8ASPD|9RCVC
866	13324 22226	   	171.18	ACR|2BEXP|1VULN|1ASPD|1DMG	1DUST|2RMIN|39BEXP|4RCR|5VULN|6ASPD|7LIT|8LWND|aDMG
867	55133 21612	 * 	171.16	ACR|1BASARM|2CDMG|1BEXP|1AAC	1ZMB|2BEXP|3AAC|4MLV|5RCR|6MBVNT|7aCDMG|8LWND|9BASARM
868	13426 15223	   	171.14	ACR|1VULN|1ASPD|1AART|1CDMG|1AAC	1DUST|2RMIN|3RCR|4MDPS|5AART|6DUR|7VULN|8CDMG|9ASPD|aAAC
869	54127 14223	   	171.14	ACR|1VULN|1ASPD|1AART|1CDMG|1AAC	1ZMB|2MBVNT|3RCR|4MDPS|5AART|6DUR|7VULN|8CDMG|9ASPD|aAAC
870	13321 28148	   	171.09	ACR|2AART|1VULN|1DMG|1BEXP	1DUST|2RMIN|3BEXP|4RCR|5RCVC|6MBVNT|7VULN|8DMG|9aAART
871	13321 28548	   	171.09	ACR|2AART|1VULN|1ASPD|1BEXP	1DUST|2RMIN|3BEXP|4RCR|5RCVC|6MBVNT|7VULN|8ASPD|9aAART
872	55113 21612	   	171.06	ACR|1BASARM|2CDMG|1BEXP|1AAC	1ZMB|2BEXP|3AAC|4TLV|5RCR|6MBVNT|7aCDMG|8LWND|9BASARM
873	13426 34223	   	171.04	ACR|1VULN|1ASPD|1AART|1CDMG|1AAC	1DUST|2RMIN|3RCR|4MDPS|5AART|6MBVNT|7VULN|8CDMG|9ASPD|aAAC
874	52426 34223	   	171.04	ACR|1VULN|1ASPD|1AART|1CDMG|1AAC	1ZMB|2DUST|3RCR|4MDPS|5AART|6MBVNT|7VULN|8CDMG|9ASPD|aAAC
875	35123 13254	   	171.03	ACR|3BEXP|1DMG|1VULN|1CDMG	1DMSP|2CDMG|3MDPS|4DMG|5RCR|6LIT|78aBEXP|9VULN
876	35123 13344	   	171.03	ACR|3BEXP|1VULN|1DMG|1CDMG	1DMSP|2CDMG|3MDPS|4DMG|5RCR|6LIT|79aBEXP|8VULN
877	35332 31542	   	171.03	ACR|2ASPD|1VULN|1DMG|1CDMG	1DMSP|2CDMG|3FEWX|4BELT|5RCR|69ASPD|7VULN|8DMG|aCGEN
878	51513 23321	   	171.03	ACR|2ASPD|1VULN|1DMG|1CDMG	1ZMB|2LWND|3CDMG|4VULN|5RCR|6LHND|7DMG|8aASPD|9FEWX
879	51513 53321	   	171.03	ACR|2ASPD|1VULN|1DMG|1CDMG	1ZMB|2LWND|3CDMG|4VULN|5RCR|6DUR|7DMG|8aASPD|9FEWX
880	63513 23321	   	171.03	ACR|2ASPD|1VULN|1DMG|1CDMG	1LWND|2RMIN|3CDMG|4VULN|5RCR|6LHND|7DMG|8aASPD|9FEWX
881	63513 53321	   	171.03	ACR|2ASPD|1VULN|1DMG|1CDMG	1LWND|2RMIN|3CDMG|4VULN|5RCR|6DUR|7DMG|8aASPD|9FEWX
882	51513 12341	   	170.99	ACR|1BASARM|2VULN|1CDMG	1ZMB|2LWND|3CDMG|4aVULN|5RCR|6LIT|7CGEN|8BASARM|9RCVC
883	63513 12341	   	170.99	ACR|1BASARM|2VULN|1CDMG	1LWND|2RMIN|3CDMG|4aVULN|5RCR|6LIT|7CGEN|8BASARM|9RCVC
884	23426 21241	   	170.98	ACR|2ASPD|1VULN|1CDMG|1AAC	1VULN|2RMIN|3RCR|4MDPS|5RCVC|68ASPD|7AAC|9CGEN|aCDMG
885	23426 21341	   	170.98	ACR|2ASPD|1VULN|1CDMG|1AAC	1VULN|2RMIN|3RCR|4MDPS|5RCVC|6aASPD|7AAC|8DUR|9CDMG
886	61122 23625	   	170.98	ACR|1ASPD|1DMG|1AART|1BEXP|1CDMG	1LWND|2FEWX|3MLV|4RCR|5BEXP|6ASPD|7AART|8CDMG|9BELT|aDMG
887	61561 31424	   	170.96	ACR|1BASARM|1ASPD|1AART	15LWND|27FEWX|3MBVNT|4RCR|6BASARM|8AART|9RMIN|aASPD
888	35332 31543	   	170.93	ACR|2ASPD|1VULN|1DMG|1CDMG	1DMSP|2CDMG|3FEWX|4BELT|5RCR|69ASPD|7VULN|8DMG|aTLV
889	51513 23314	   	170.93	ACR|2ASPD|1VULN|1DMG|1CDMG	1ZMB|2LWND|3CDMG|4VULN|5RCR|6LHND|7DMG|8aASPD|9SNIHEL
890	51513 23341	   	170.93	ACR|2ASPD|1VULN|1DMG|1CDMG	1ZMB|2LWND|3CDMG|4VULN|5RCR|6LHND|7DMG|8aASPD|9DUST
891	63513 23314	   	170.93	ACR|2ASPD|1VULN|1DMG|1CDMG	1LWND|2RMIN|3CDMG|4VULN|5RCR|6LHND|7DMG|8aASPD|9SNIHEL
892	63513 23341	   	170.93	ACR|2ASPD|1VULN|1DMG|1CDMG	1LWND|2RMIN|3CDMG|4VULN|5RCR|6LHND|7DMG|8aASPD|9DUST
893	35123 25252	 * 	170.91	ACR|2DMG|2VULN|2CDMG	1DMSP|2aCDMG|3MDPS|4aDMG|5RCR|6LHND|7CGEN|8aVULN|9LEGI|aBPWR
894	23436 42233	   	170.87	ACR|2VULN|1DMG|1BASICY|1BEXP	16VULN|2RMIN|3RCR|4LWND|5SNIHEL|7BEXP|8BASICY|9ERES|aDMG
895	14561 32414	   	170.86	ACR|1BASARM|1ASPD|1AART	1DUST|25LWND|3MBVNT|4RCR|6BASARM|7LHND|8AART|9RMIN|aASPD
896	23461 15332	   	170.85	ACR|1VULN|1ASPD|1DMG|1BEXP|1AAC	1VULN|2RMIN|3RCR|4ERES|5DMG|6AEMAG|7ASPD|8BEXP|9AAC|aRCVC
897	35332 34334	   	170.81	ACR|2ASPD|1AART|1CDMG|1BEXP|1AAC	1DMSP|2CDMG|3FEWX|4BELT|5RCR|67ASPD|8AART|9AAC|aBEXP
898	35332 24124	   	170.81	ACR|2ASPD|1AART|1CDMG|1BEXP|1AAC	1DMSP|2CDMG|3FEWX|4BELT|5RCR|6AAC|79ASPD|8AART|aBEXP
899	23441 24113	   	170.80	ACR|2VULN|2DMG|1BEXP	18VULN|2RMIN|3RCR|4CGEN|58DMG|6RPLT|78LWND|8BPWR|9VENTOX|aBEXP
900	23451 24113	   	170.80	ACR|2VULN|2DMG|1BEXP	18VULN|2RMIN|3RCR|4MLV|58DMG|6RPLT|78LWND|8BPWR|9VENTOX|aBEXP
901	54141 23438	 * 	170.79	ACR|2DMG|2BEXP|1CDMG	1aZMB|2MBVNT|3RCR|4CDMG|5RPLT|6aBEXP|7DMSP|8BELT|9aDMG|aBPWR
902	55432 22321	 * 	170.78	ACR|3BEXP|1ASPD|1BASICY	14ZMB|245BEXP|3RCR|4BPWR|6RPLT|7AEMAG|8ASPD|9LIT|aBASICY
903	13321 51125	   	170.77	ACR|2BEXP|1ASPD|1DMG|1CDMG	1DUST|2RMIN|38BEXP|4RCR|5RCVC|6ASPD|7ERES|9DMG|aCDMG
904	61124 23321	   	170.75	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1LWND|2FEWX|3MLV|4RCR|5VULN|6ASPD|7AART|8AAC|9DMG|aBELT
905	61124 23322	   	170.75	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1LWND|2FEWX|3MLV|4RCR|5VULN|6ASPD|7AART|8AAC|9DMG|aDUR
906	61124 23325	   	170.75	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1LWND|2FEWX|3MLV|4RCR|5VULN|6ASPD|7AART|8AAC|9DMG|aCGEN
907	64123 23324	   	170.75	ACR|1ASPD|1DMG|1VULN|1AART|1AAC	1LWND|2LHND|3MLV|4RCR|5FEWX|6ASPD|7AART|8AAC|9DMG|aVULN
908	11562 18424	   	170.74	ACR|1BASARM|2BEXP|1AAC	1DUST|2FEWX|3MBVNT|4RCR|5AME|6TLV|7BASARM|89BEXP|aAAC
909	23451 21161	   	170.70	ACR|2VULN|2DMG|1BEXP	18VULN|2RMIN|3RCR|4MLV|58DMG|6RPLT|78FEWX|8BPWR|9ERES|aBEXP
910	23461 24113	   	170.70	ACR|2VULN|2DMG|1BEXP	18VULN|2RMIN|3RCR|4ERES|58DMG|6RPLT|78LWND|8BPWR|9VENTOX|aBEXP
911	35223 34322	 * 	170.69	DCR|1BASARM|1VULN|1ASPD|2CDMG|1BEXP	1DMSP|23CDMG|4DUR|5MDPS|6BASARM|7BEXP|8ASPD|9VULN|aRCR
912	54151 23441	   	170.68	ACR|3BEXP|1ASPD|1DMG	1ZMB|2MBVNT|3RCR|4CGEN|5DMG|6RPLT|78aBEXP|9ASPD
913	11121 21215	   	170.66	ACR|1BASARM|1ASPD|1CDMG	1DUST|2FEWX|3MLV|4RCR|5RCVC|6MBVNT|7CDMG|8DUR|9BASARM|aASPD
914	11121 21613	   	170.66	ACR|1BASARM|1ASPD|1CDMG	1DUST|2FEWX|3MLV|4RCR|5RCVC|6MBVNT|7CDMG|8LWND|9BASARM|aASPD
915	11121 21715	   	170.66	ACR|1BASARM|1ASPD|1CDMG	1DUST|2FEWX|3MLV|4RCR|5RCVC|6MBVNT|7CDMG|8LHND|9BASARM|aASPD
916	13321 63414	   	170.66	ACR|1BASARM|1ASPD|1BEXP	1DUST|2RMIN|3BEXP|4RCR|5RCVC|6RPLT|7AME|8ZMB|9BASARM|aASPD
917	11124 23313	   	170.65	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1DUST|2FEWX|3MLV|4RCR|5VULN|6ASPD|7AART|8AAC|9DUR|aDMG
918	11124 23323	   	170.65	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1DUST|2aFEWX|3MLV|4RCR|5VULN|6ASPD|7AART|8AAC|9DMG
919	11124 23325	   	170.65	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1DUST|2FEWX|3MLV|4RCR|5VULN|6ASPD|7AART|8AAC|9DMG|aCGEN
920	11124 23326	   	170.65	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1DUST|2FEWX|3MLV|4RCR|5VULN|6ASPD|7AART|8AAC|9DMG|aDUR
921	14124 23313	   	170.65	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1DUST|2LWND|3MLV|4RCR|5VULN|6ASPD|7AART|8AAC|9DUR|aDMG
922	14124 23321	   	170.65	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1DUST|2LWND|3MLV|4RCR|5VULN|6ASPD|7AART|8AAC|9DMG|aBELT
923	14124 23322	   	170.65	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1DUST|2LWND|3MLV|4RCR|5VULN|6ASPD|7AART|8AAC|9DMG|aDUR
924	14124 23325	   	170.65	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1DUST|2LWND|3MLV|4RCR|5VULN|6ASPD|7AART|8AAC|9DMG|aCGEN
925	23441 34234	   	170.65	ACR|1VULN|1ASPD|1DMG|1CDMG|1AAC	1VULN|2RMIN|3RCR|4CGEN|5DMG|6LWND|7MBVNT|8ASPD|9AAC|aCDMG
926	54144 23521	   	170.65	ACR|1VULN|1ASPD|1DMG|1CDMG|1AAC	1ZMB|2MBVNT|3RCR|4CDMG|5VULN|6LHND|7DMG|8AAC|9FEWX|aASPD
927	54144 23543	   	170.65	ACR|1VULN|1ASPD|1DMG|1CDMG|1AAC	1ZMB|2MBVNT|3RCR|4CDMG|5VULN|6LHND|7DMG|8AAC|9ASPD|aFEWX
