0	Index      	 *	Score 	Summary	Detail	
1	25323 62483	 * 	177.12	DCR|3VULN|3DMG|2ASPD|1SELL	1RMIN|2MBVNT|38aDMG|48ASPD|568VULN|7SELL|8BPWR|9RCR
799	25225 12143	   	149.74	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1RMIN|2MBVNT|3DUR|4DMG|5RCR|6ERES|7AART|8ASPD|9VULN|aZMB
800	25245 12343	   	149.74	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1RMIN|2MBVNT|3DUR|4ASPD|5RCR|6ERES|7AART|8VULN|9DMG|aZMB
801	16612 31134	   	149.72	DCR|3VULN|1DMG|1ZMB|1ASPD	14LHND|2ASPD|378VULN|5DMG|6ZMB|9RCR|aRCVC
802	32522 31132	   	149.72	DCR|3VULN|1DMG|1ZMB|1ASPD	12BEXP|378VULN|4ASPD|5DMG|6ZMB|9RCR|aRCVC
803	51522 31134	   	149.72	DCR|3VULN|1DMG|1ZMB|1ASPD	1DMSP|2LWND|378VULN|4ASPD|5DMG|6ZMB|9RCR|aRCVC
804	25425 43161	   	149.68	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1RMIN|2MBVNT|3AART|4LHND|5VULN|6RCR|7DMSP|8ASPD|9ZMB|aDMG
805	62151 23421	   	149.66	DCR|2VULN|2DMG|1CDMG	1ERES|2RCVC|35DMG|45VULN|5BPWR|6FEWX|7CDMG|8LIT|9RCR|aDUST
806	62151 33421	   	149.66	DCR|2VULN|2DMG|1CDMG	1ERES|2RCVC|35DMG|45VULN|5BPWR|6LWND|7CDMG|8LIT|9RCR|aDUST
807	23632 42622	   	149.66	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2TLV|3DUR|4RPLT|5aVULN|6AART|7LHND|8RCR|9DMG
808	23632 43622	   	149.66	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2TLV|3DUR|4RPLT|5aVULN|6AART|7BEXP|8RCR|9DMG
809	15333 14532	   	149.64	DCR|2AART|1DMG|1VULN|1CDMG	15LHND|2DUST|3VULN|4CDMG|6DMG|7aAART|8RCR|9CGEN
810	54252 31233	   	149.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|2CANSTR|3FEWX|4VULN|5RCR|6CDMG|7AART|8LHND|9DMG|aZMB
811	54252 31333	   	149.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|2CANSTR|3FEWX|4VULN|5RCR|6CDMG|7AART|8LWND|9DMG|aZMB
812	36141 31342	   	149.60	DCR|1AART|1VULN|1CDMG|2DUR|1ZMB|1ASPD	1BEXP|2ASPD|37DUR|4VULN|5AART|6ZMB|8RCR|9LIT|aCDMG
813	23364 68222	   	149.58	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	15RMIN|2TLV|3AART|4MBVNT|6RCR|7DMG|8DUR|9VULN|aZMB
814	25425 44643	   	149.58	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1RMIN|2MBVNT|3AART|4LHND|5VULN|6RCR|7ASPD|8ERES|9DMG|aZMB
815	25428 33632	   	149.56	DCR|2AART|2VULN|1CDMG	1RMIN|2MBVNT|3aAART|4LHND|5CDMG|67VULN|8RCR|9CGEN
816	25428 33641	   	149.56	DCR|2AART|2VULN|1CDMG	1RMIN|2MBVNT|39AART|4LHND|5CDMG|67VULN|8RCR|aLIT
817	25428 33643	   	149.56	DCR|2AART|2VULN|1CDMG	1RMIN|2MBVNT|39AART|4LHND|5CDMG|67VULN|8RCR|aCGEN
818	25467 21212	   	149.54	DCR|2AART|1VULN|1DMG|1CDMG	1RMIN|2MBVNT|36AART|4DMG|5CDMG|7AIRHEL|8LWND|9RCR|aVULN
819	25467 24212	   	149.54	DCR|2AART|1VULN|1DMG|1CDMG	1RMIN|2MBVNT|36AART|4DMG|5CDMG|7CANHEL|8LWND|9RCR|aVULN
820	23335 62131	   	149.53	ACR|2DMG|1AART|1CDMG|1ZMB	1RMIN|2TLV|3AART|4LHND|5RCR|6CDMG|7aDMG|8RPLT|9ZMB
821	45522 31132	   	149.52	DCR|3VULN|1DMG|1ZMB|1ASPD	12DUST|378VULN|4ASPD|5DMG|6ZMB|9RCR|aRCVC
822	62151 23422	   	149.52	DCR|2VULN|2DMG|1CDMG|1SELL	1ERES|2RCVC|35DMG|45VULN|5BPWR|6FEWX|7CDMG|8LIT|9RCR|aSELL
823	62151 33422	   	149.52	DCR|2VULN|2DMG|1CDMG|1SELL	1ERES|2RCVC|35DMG|45VULN|5BPWR|6LWND|7CDMG|8LIT|9RCR|aSELL
824	25225 22321	   	149.48	ACR|2DMG|1AART|1VULN|1DUR	1RMIN|2MBVNT|3DUR|4aDMG|5RCR|68CGEN|7AART|9VULN
825	25225 22326	   	149.48	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|4DMG|5RCR|68CGEN|7AART|9aVULN
826	25225 22522	   	149.48	ACR|2DMG|1AART|1VULN|1DUR	1RMIN|2MBVNT|3DUR|4aDMG|5RCR|6CGEN|7AART|8VULN|9MLV
827	25225 22533	   	149.48	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|4DMG|5RCR|6CGEN|7AART|8aVULN|9LIT
828	25225 22543	   	149.48	ACR|2DMG|1AART|1VULN|1DUR	1RMIN|2MBVNT|3DUR|49DMG|5RCR|6CGEN|7AART|8VULN|aLWND
829	25225 22621	   	149.48	ACR|2DMG|1AART|1VULN|1DUR	1RMIN|2MBVNT|3DUR|4aDMG|5RCR|6CGEN|7AART|8DMSP|9VULN
830	25315 22142	   	149.48	ACR|2DMG|1AART|1VULN|1ASPD	1RMIN|2MBVNT|3aDMG|4FEWX|5RCR|6CGEN|7AART|8ASPD|9VULN
831	25725 22142	   	149.48	ACR|2DMG|1AART|1VULN|1ASPD	1RMIN|2MBVNT|3FEWX|4aDMG|5RCR|6CGEN|7AART|8ASPD|9VULN
832	32532 32621	   	149.47	DCR|2VULN|2AART|1DMG	12BEXP|35VULN|4RPLT|69AART|7DMG|8LIT|aRCR
833	25428 33644	   	149.46	DCR|2AART|2VULN|1CDMG	1RMIN|2MBVNT|39AART|4LHND|5CDMG|67VULN|8RCR|aLSRREG
834	25425 74333	   	149.45	DCR|3VULN|1AART|1DUR	1RMIN|2MBVNT|3AART|4LHND|58aVULN|6DUR|7RCR|9LIT
835	11256 43122	   	149.43	ACR|2VULN|2AART|1CDMG|1SELL	17LHND|2LIT|37MLV|4RCR|57VULN|6SELL|7BPWR|89AART|aCDMG
836	31256 43122	   	149.43	ACR|2VULN|2AART|1CDMG|1SELL	17BEXP|2LIT|37MLV|4RCR|57VULN|6SELL|7BPWR|89AART|aCDMG
837	25414 63451	   	149.43	DCR|2DMG|1AART|1VULN	15RMIN|2MBVNT|3AART|49CGEN|6RCR|7BELT|89DMG|9BPWR|aVULN
838	11256 53121	 * 	149.41	ACR|2AART|1VULN|2CDMG|1ZMB	17LHND|27LIT|3MLV|4RCR|5VULN|67CDMG|7BPWR|89AART|aZMB
839	31256 53121	   	149.41	ACR|2AART|1VULN|2CDMG|1ZMB	17BEXP|27LIT|3MLV|4RCR|5VULN|67CDMG|7BPWR|89AART|aZMB
840	25225 12533	   	149.38	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|4DMG|5RCR|6ERES|7AART|8aVULN|9LIT
841	25225 12543	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1RMIN|2MBVNT|3DUR|49DMG|5RCR|6ERES|7AART|8VULN|aLWND
842	25225 12621	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1RMIN|2MBVNT|3DUR|4aDMG|5RCR|6ERES|7AART|8DMSP|9VULN
843	25225 22446	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1RMIN|2MBVNT|3DUR|49DMG|5RCR|6CGEN|7AART|8DUST|aVULN
844	25225 22512	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1RMIN|2MBVNT|3DUR|4aDMG|5RCR|6CGEN|7AART|8VULN|9TLV
845	25225 22544	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1RMIN|2MBVNT|3DUR|49DMG|5RCR|6CGEN|7AART|8VULN|aDUST
846	25315 12143	   	149.38	ACR|2VULN|1AART|1DMG|1ASPD	1RMIN|2MBVNT|3DMG|4FEWX|5RCR|6ERES|7AART|8ASPD|9aVULN
847	25315 82142	   	149.38	ACR|2DMG|1AART|1VULN|1ASPD	1RMIN|2MBVNT|3aDMG|4FEWX|5RCR|6NUKE|7AART|8ASPD|9VULN
848	25725 12143	   	149.38	ACR|2VULN|1AART|1DMG|1ASPD	1RMIN|2MBVNT|3FEWX|4DMG|5RCR|6ERES|7AART|8ASPD|9aVULN
849	25421 74373	   	149.35	DCR|3VULN|1AART|1DUR	1RMIN|2MBVNT|3AART|4LHND|5LEGI|6DUR|7RCR|89aVULN
850	22331 22432	   	149.33	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1RMIN|2FEWX|3ASPD|4DMG|5VENICY|6RCR|7LHND|8AART|9CDMG|aVULN
851	34341 22432	   	149.33	DCR|1AART|1DMG|1VULN|1CDMG|1ASPD	1BEXP|2CGEN|3ASPD|4DMG|5AIRHEL|6RCR|7LHND|8AART|9CDMG|aVULN
852	25414 63442	   	149.33	DCR|2VULN|1AART|1DMG	15RMIN|2MBVNT|3AART|4CGEN|6RCR|7BELT|8DMG|9aVULN
853	25425 42211	   	149.33	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3AART|4LHND|5aVULN|6RCR|78BELT|9DMG
854	25425 42215	   	149.33	DCR|2DMG|1AART|1VULN	1RMIN|2MBVNT|3AART|4LHND|5VULN|6RCR|78BELT|9aDMG
855	25425 42611	   	149.33	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3AART|4LHND|5aVULN|6RCR|7BELT|8DMSP|9DMG
856	25425 43813	   	149.33	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3AART|49LHND|5aVULN|6RCR|7DMSP|8DMG
857	25425 43821	   	149.33	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3AART|4aLHND|59VULN|6RCR|7DMSP|8DMG
858	25425 43841	   	149.33	DCR|2DMG|1AART|1VULN	1RMIN|2MBVNT|3AART|4LHND|5VULN|6RCR|7DMSP|8aDMG|9CGEN
859	25425 48331	   	149.33	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3AART|47LHND|57VULN|6RCR|7BPWR|8CGEN|9ERES|aDMG
860	25425 48422	   	149.33	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3AART|47LHND|57VULN|6RCR|7BPWR|8DUST|9MLV|aDMG
861	25425 48443	   	149.33	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3AART|47LHND|57VULN|6RCR|7BPWR|8DUST|9DMG|aFEWX
862	25414 63471	   	149.33	DCR|2DMG|1AART|1VULN	15RMIN|2MBVNT|3AART|4CGEN|6RCR|7BELT|89DMG|aVULN
863	25425 42325	   	149.33	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3AART|4LHND|59VULN|6RCR|7BELT|8MLV|aDMG
864	25225 12446	   	149.28	ACR|2DMG|1AART|1VULN|1DUR	1RMIN|2MBVNT|3DUR|49DMG|5RCR|6ERES|7AART|8DUST|aVULN
865	25225 12544	   	149.28	ACR|2DMG|1AART|1VULN|1DUR	1RMIN|2MBVNT|3DUR|49DMG|5RCR|6ERES|7AART|8VULN|aDUST
866	53653 11131	   	149.25	ACR|2VULN|1AART|1DMG	1DMSP|2MLV|3RCR|4RCVC|5BEXP|6TLV|7DMG|8aVULN|9AART
867	63122 26328	   	149.24	DCR|2VULN|2DMG|2DUR	1ERES|2BEXP|35DUR|4aDMG|6MBVNT|7RCR|89VULN
868	63132 26328	   	149.24	DCR|2VULN|2DMG|2DUR	1ERES|2BEXP|34DUR|5aDMG|6MBVNT|7RCR|89VULN
869	25364 31382	   	149.24	ACR|2VULN|2DMG|1ZMB	1RMIN|2MBVNT|39DMG|4RCVC|5RCR|6ZMB|7aVULN|8MGNSTR
870	43341 22432	   	149.23	DCR|1AART|1DMG|1VULN|1CDMG|1ASPD	1DUST|2CGEN|3ASPD|4DMG|5AIRHEL|6RCR|7LHND|8AART|9CDMG|aVULN
871	23364 63451	   	149.23	DCR|2DMG|1AART|1VULN	15RMIN|29TLV|3AART|4MBVNT|6RCR|7BELT|89DMG|9BPWR|aVULN
872	23364 63471	   	149.23	DCR|2DMG|1AART|1VULN	15RMIN|2TLV|3AART|4MBVNT|6RCR|7BELT|89DMG|aVULN
873	25425 42125	   	149.23	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3AART|4LHND|59VULN|6RCR|7BELT|8ERES|aDMG
874	25425 43442	   	149.23	DCR|2DMG|1AART|1VULN	1RMIN|2MBVNT|3AART|4LHND|5VULN|6RCR|7DMSP|8DUST|9aDMG
875	25425 43471	   	149.23	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3AART|4LHND|59VULN|6RCR|7DMSP|8DUST|aDMG
876	25425 43822	   	149.23	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3AART|4LHND|59VULN|6RCR|7DMSP|8DMG|aDUST
877	25425 43831	   	149.23	DCR|2DMG|1AART|1VULN	1RMIN|2MBVNT|3AART|4LHND|5VULN|6RCR|7DMSP|8aDMG|9ERES
878	25425 47242	   	149.23	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3AART|4LHND|59VULN|6RCR|7DUST|8CGEN|aDMG
879	25425 47322	   	149.23	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3AART|4LHND|58VULN|6RCR|7DUST|9MLV|aDMG
880	25425 47343	   	149.23	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3AART|4LHND|58VULN|6RCR|7DUST|9DMG|aFEWX
881	25425 47442	   	149.23	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3AART|4LHND|59VULN|6RCR|7DUST|8MLV|aDMG
882	25425 48412	   	149.23	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3AART|47LHND|57VULN|6RCR|7BPWR|8DUST|9TLV|aDMG
883	25425 48441	   	149.23	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3AART|47LHND|57VULN|6RCR|7BPWR|8DUST|9DMG|aERES
884	22332 51426	   	149.18	DCR|2VULN|2DMG|2DUR|1ASPD	1RMIN|2FEWX|3ASPD|45DMG|68DUR|79VULN|aRCR
885	53335 11153	   	149.13	ACR|2DMG|1VULN|1CDMG|1ZMB|1ASPD	1DMSP|2MLV|3ZMB|47DMG|5RCR|6TLV|8ASPD|9VULN|aCDMG
886	23364 68321	   	149.13	DCR|2VULN|1AART|1DMG	15RMIN|29TLV|3AART|4MBVNT|6RCR|7DMG|8aVULN
887	25425 47312	   	149.13	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3AART|4LHND|58VULN|6RCR|7DUST|9TLV|aDMG
888	25425 47341	   	149.13	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3AART|4LHND|58VULN|6RCR|7DUST|9DMG|aERES
889	25433 63451	   	149.13	DCR|2DMG|1AART|1VULN	1RMIN|2MBVNT|3AART|459ERES|6RCR|7BELT|89DMG|9BPWR|aVULN
890	25433 63471	   	149.13	DCR|2DMG|1AART|1VULN	1RMIN|2MBVNT|3AART|45ERES|6RCR|7BELT|89DMG|aVULN
891	25251 31342	   	149.11	DCR|2VULN|2DMG|1AART|1DUR|1MSE	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7MSE|9aDMG
892	56216 31213	   	149.09	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1DMSP|2LHND|3ASPD|4AART|5CDMG|6DUR|7LIT|8aVULN|9RCR
893	25451 13281	   	149.06	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3AART|4DMSP|57VULN|6FEWX|8DUR|9RCR|aDMG
894	25215 81413	   	149.05	DCR|3VULN|1DMG|1ASPD|1DUR	1RMIN|2MBVNT|3DUR|4LHND|58aVULN|6DMG|7RCR|9ASPD
895	25227 51413	   	149.05	DCR|3VULN|1DMG|1ASPD|1DUR	1RMIN|2MBVNT|3DUR|4DMG|5LHND|68aVULN|7RCR|9ASPD
896	25372 51413	   	149.05	DCR|3VULN|1DMG|1ASPD|1DUR	1RMIN|2MBVNT|3DMG|4LHND|5DUR|68aVULN|7RCR|9ASPD
897	53634 31321	   	149.05	ACR|2VULN|1AART|1DMG	1DMSP|2MLV|3RCR|4FEWX|5RCVC|67VULN|8DMG|9AART|aLHND
898	53634 31322	   	149.05	ACR|2VULN|1AART|1DMG	1DMSP|2MLV|3RCR|4FEWX|5RCVC|67VULN|8DMG|9AART|aRMIN
899	62351 21151	   	149.04	DCR|3VULN|1DMG|2ZMB	1ERES|2RCVC|35ZMB|458VULN|5BPWR|6FEWX|7DMG|9RCR|aLHND
900	62351 31151	   	149.04	DCR|3VULN|1DMG|2ZMB	1ERES|2RCVC|35ZMB|458VULN|5BPWR|6LWND|7DMG|9RCR|aLHND
901	62351 31152	   	149.04	DCR|3VULN|1DMG|2ZMB	1ERES|2RCVC|35ZMB|458VULN|5BPWR|6LWND|7DMG|9RCR|aBELT
902	11216 36336	   	149.03	DCR|3VULN|1DMG|1CDMG	19LHND|2LIT|39MLV|4VENICY|5CDMG|689VULN|7RCR|9BPWR|aDMG
903	22333 51156	   	149.02	DCR|4VULN|1DMG|1ASPD	1RMIN|2FEWX|3ASPD|4DMG|5678VULN|9DUST|aRCR
904	54252 33233	   	149.01	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|2CANSTR|3FEWX|4VULN|5RCR|6CDMG|7LWND|8AART|9DMG|aZMB
905	25332 34211	   	148.97	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1RMIN|2MBVNT|3DMG|4RPLT|5aDUR|6ZMB|7RCR|8VULN|9AART
906	16633 51133	   	148.97	DCR|4VULN|2ASPD|1ZMB	1LHND|2aASPD|3678VULN|4NUKE|5ZMB|9RCR
907	62124 62332	   	148.95	DCR|2DMG|1AART|1VULN|3RCVC	1ERES|247RCVC|35DMG|6AART|8VULN|9RCR|aBELT
908	53634 11131	   	148.95	ACR|2VULN|1AART|1DMG	1DMSP|2MLV|3RCR|4FEWX|5RCVC|6TLV|7DMG|8aVULN|9AART
909	62351 21153	   	148.94	DCR|3VULN|1DMG|2ZMB	1ERES|2RCVC|35ZMB|458VULN|5BPWR|6FEWX|7DMG|9RCR|aLSRHEA
910	25222 22642	   	148.93	DCR|3DMG|1VULN|3DUR	1RMIN|2MBVNT|357DUR|47aDMG|6RPLT|7BPWR|8RCR|9VULN
911	25232 22642	   	148.93	DCR|3DMG|1VULN|3DUR	1RMIN|2MBVNT|347DUR|57aDMG|6RPLT|7BPWR|8RCR|9VULN
912	62251 21152	   	148.90	DCR|3VULN|1DMG|2ASPD	1ERES|2aRCVC|35ASPD|458VULN|5BPWR|6FEWX|7DMG|9RCR
913	11521 12211	   	148.88	ACR|2VULN|2DMG|1CDMG	1LHND|2LIT|3CGEN|4aVULN|5RCR|6BEXP|79DMG|8CDMG
914	11521 22211	   	148.88	ACR|2VULN|2DMG|1CDMG	1LHND|2LIT|3CGEN|4aVULN|5RCR|6FEWX|79DMG|8CDMG
915	31521 62211	   	148.88	ACR|2VULN|2DMG|1CDMG	1BEXP|2LIT|3CGEN|4aVULN|5RCR|6FEWX|79DMG|8CDMG
916	33142 61126	   	148.87	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1BEXP|2NUKE|3aDUR|4VULN|5DUST|6ZMB|7RCR|8DMG|9AART
917	25434 12465	   	148.86	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3AART|4ERES|56VULN|7NUKE|8DMG|9RCR|aDUR
918	62121 62335	   	148.85	DCR|2DMG|1AART|1VULN|3RCVC	15ERES|247RCVC|3aDMG|6AART|8VULN|9RCR
919	62124 62333	   	148.85	DCR|2DMG|1AART|1VULN|3RCVC	1ERES|247RCVC|35DMG|6AART|8VULN|9RCR|aVENICY
920	22332 42662	   	148.84	DCR|2DMG|1AART|1ZMB|1ASPD|1DUR	1RMIN|2FEWX|3ASPD|45DMG|6LHND|7RCR|8AART|9DUR|aZMB
921	25317 51424	   	148.83	DCR|3VULN|1DMG|1CDMG	1RMIN|2MBVNT|3DMG|4FEWX|5LHND|689VULN|7RCR|aCDMG
922	25251 34128	   	148.82	DCR|2AART|1VULN|1DMG|1DUR	1RMIN|2MBVNT|3DUR|4VULN|59AART|6RCR|7DUST|8LIT|aDMG
923	25251 34272	   	148.82	DCR|2AART|1VULN|1DMG|1DUR	1RMIN|2MBVNT|3DUR|4VULN|59AART|6RCR|7DUST|8CGEN|aDMG
924	25251 34472	   	148.82	DCR|2AART|1VULN|1DMG|1DUR	1RMIN|2MBVNT|3DUR|4VULN|59AART|6RCR|7DUST|8MLV|aDMG
925	32563 43323	   	148.82	DCR|3VULN|1AART|1ZMB	12BEXP|39aVULN|4LHND|5ZMB|6CGEN|7AART|8RCR
926	62351 31153	   	148.79	DCR|3VULN|1DMG|2ZMB|1SELL	1ERES|2RCVC|35ZMB|458VULN|5BPWR|6LWND|7DMG|9RCR|aSELL
927	41521 12211	   	148.78	ACR|2VULN|2DMG|1CDMG	1DUST|2LIT|3CGEN|4aVULN|5RCR|6BEXP|79DMG|8CDMG
928	41521 22211	   	148.78	ACR|2VULN|2DMG|1CDMG	1DUST|2LIT|3CGEN|4aVULN|5RCR|6FEWX|79DMG|8CDMG
929	16116 33532	   	148.75	DCR|2AART|1VULN|1CDMG|1ASPD|1DUR	1LHND|2ASPD|3RCVC|4aAART|5CDMG|6DUR|7VULN|8RCR|9CGEN
930	11151 31423	   	148.74	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1LHND|2LIT|3DUR|4ZMB|5RCR|6ASPD|7BEXP|8DMG|9AART|aVULN
931	11151 32423	   	148.74	ACR|1AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1LHND|2LIT|3DUR|4ZMB|5RCR|6ASPD|7LWND|8DMG|9AART|aVULN
932	25251 14744	   	148.73	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|4VULN|5AART|6LWND|7RCR|8DMSP|9DMG|aCDMG
933	25251 24544	   	148.73	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|4VULN|5AART|68LHND|7RCR|9DMG|aCDMG
934	25251 14224	   	148.73	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|4VULN|5AART|6LWND|7RCR|8CGEN|9CDMG|aDMG
935	25251 24224	   	148.73	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|4VULN|5AART|6LHND|7RCR|8CGEN|9CDMG|aDMG
936	24162 61122	   	148.73	DCR|3VULN|1DMG|1CDMG	1RMIN|2CANSTR|3ERES|4CDMG|569VULN|7RCR|8DMG|aBEXP
937	25251 38244	   	148.65	DCR|2VULN|1AART|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|49VULN|5AART|6RCR|7LHND|8CGEN|aCDMG
938	25751 33344	   	148.65	DCR|2VULN|1AART|1CDMG|1DUR	1RMIN|2MBVNT|3FEWX|47VULN|5AART|6RCR|8CGEN|9DUR|aCDMG
939	11151 34423	   	148.64	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1LHND|2LIT|3DUR|4ZMB|5RCR|6ASPD|7LEGI|8DMG|9AART|aVULN
940	31253 22436	   	148.63	ACR|2VULN|2DMG|1ZMB	1BEXP|2LIT|3MLV|4RCR|5ZMB|6aVULN|7LHND|89DMG
941	31553 22433	   	148.63	ACR|2VULN|2DMG|1ZMB	1BEXP|2LIT|3CGEN|4RCR|5ZMB|6aVULN|7LHND|89DMG
942	24162 61121	   	148.63	DCR|3VULN|1DMG|1CDMG	1RMIN|2CANSTR|3aERES|4CDMG|569VULN|7RCR|8DMG
943	25323 24616	   	148.61	DCR|2DMG|1VULN|2ASPD|1ZMB|1DUR	1RMIN|2MBVNT|39DMG|46ASPD|5VULN|7DUR|8RCR|aZMB
944	25323 21616	   	148.61	DCR|2VULN|1DMG|2ASPD|1ZMB|1DUR	1RMIN|2MBVNT|3DMG|46ASPD|57VULN|8RCR|9DUR|aZMB
945	53335 21362	 * 	148.61	ACR|2VULN|2FLTHEA|1DMG|1ZMB	1DMSP|2MLV|3ZMB|4DMG|5RCR|6FEWX|7aVULN|89FLTHEA
946	25251 42741	   	148.59	DCR|2VULN|2AART|1ASPD|1DUR	1RMIN|2MBVNT|3DUR|4aVULN|56AART|7BELT|8RCR|9ASPD
947	35131 61331	   	148.59	DCR|2AART|2DMG|1ASPD|1DUR	1BEXP|2DUST|3MLV|4DUR|56AART|7ASPD|8RCR|9aDMG
948	35231 63331	   	148.59	DCR|2AART|2DMG|1DUR|1ASPD	1BEXP|2DUST|3ASPD|4DUR|56AART|7CGEN|8RCR|9aDMG
949	42131 61331	   	148.59	DCR|2AART|2DMG|1ASPD|1DUR	1DUST|2BEXP|3MLV|4DUR|56AART|7ASPD|8RCR|9aDMG
950	42231 63331	   	148.59	DCR|2AART|2DMG|1DUR|1ASPD	1DUST|2BEXP|3ASPD|4DUR|56AART|7CGEN|8RCR|9aDMG
951	62415 11311	   	148.57	ACR|2VULN|1AART|1CDMG|1ASPD	1ERES|2RCVC|38VULN|4AART|5RCR|6FEWX|7ASPD|9CDMG|aCGEN
952	62415 13111	   	148.57	ACR|2VULN|1AART|1CDMG|1ASPD	1ERES|2RCVC|37VULN|4AART|5RCR|6FEWX|8ASPD|9CDMG|aCGEN
953	25251 33244	   	148.55	DCR|2VULN|1AART|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|49VULN|5AART|6RCR|7LEGI|8CGEN|aCDMG
954	25251 33335	   	148.55	DCR|2VULN|1AART|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7LEGI|9LIT|aCDMG
955	25251 33362	   	148.55	DCR|2VULN|1AART|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7LEGI|9CDMG|aLHND
956	25251 33363	   	148.55	DCR|2VULN|1AART|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7LEGI|9CDMG|aBEXP
957	25251 33364	   	148.55	DCR|2VULN|1AART|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7LEGI|9CDMG|aBELT
958	25251 34244	   	148.55	DCR|2VULN|1AART|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|49VULN|5AART|6RCR|7DUST|8CGEN|aCDMG
959	25251 34335	   	148.55	DCR|2VULN|1AART|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7DUST|9LIT|aCDMG
960	25251 34362	   	148.55	DCR|2VULN|1AART|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7DUST|9CDMG|aRPLT
961	25251 34364	   	148.55	DCR|2VULN|1AART|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7DUST|9CDMG|aFEWX
962	41251 52112	   	148.55	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1DUST|2LIT|3MLV|4RCR|5RMIN|6AART|7DMG|8ASPD|9VULN|aCDMG
