0	Index      	 *	Score 	Summary	Detail	
1	54311 13224	 * 	188.58	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD|1DUR|1SELL	1CDMG|2ASPD|3RCR|478VULN|5SELL|6DMG|9DUR|aAART
807	54331 31152	   	161.15	ACR|3CDMG|1AART|3ASPD|3DUR|1ZMB	178CDMG|278ASPD|3RCR|4ZMB|5LHND|678DUR|78BPWR|9ERES|aAART
808	15361 12611	   	161.13	ACR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1CGEN|2DLOT|3RCR|4DMG|5AART|6aDUR|7VULN|8ASPD|9ZMB
809	51316 12121	   	161.10	ACR|3VULN|1AART|2CDMG	16CDMG|2TLV|3RCR|458VULN|7LWND|9BEXP|aAART
810	51316 12141	   	161.10	ACR|3VULN|1AART|2CDMG	16CDMG|2TLV|3RCR|458VULN|7LWND|9MGNSTR|aAART
811	51316 12151	   	161.10	ACR|3VULN|1AART|2CDMG	16CDMG|2TLV|3RCR|458VULN|7LWND|9FEWX|aAART
812	63246 22123	 * 	161.10	DCR|3DMG|1VULN|1CDMG|2DUR|1ASPD	17MLV|27DUR|3ASPD|4CDMG|567DMG|7BPWR|8VULN|9BEXP|aRCR
813	54315 13321	   	161.09	ACR|2VULN|1AART|2CDMG|2ASPD	1aCDMG|2aASPD|3RCR|46VULN|59LHND|7AART|8aLWND|aBPWR
814	33543 15431	   	161.09	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1TLV|2ASPD|3RCR|4CDMG|5MBVNT|6LWND|7VULN|89AART|aDMG
815	51323 35431	   	161.09	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|4CGEN|5MBVNT|6DUR|7VULN|89AART|aDMG
816	26233 51633	   	161.04	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1LHND|2FLTHEA|3ERES|4DMG|5CDMG|6VULN|7ZMB|8RCR|9LWND|aAART
817	54332 33241	   	161.03	ACR|2VULN|1AART|2ZMB|1CDMG|1ASPD	1CDMG|2ASPD|3RCR|45ZMB|67VULN|8CGEN|9MGNSTR|aAART
818	13323 42611	   	161.00	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1CGEN|29ASPD|34VULN|5DUR|6RCR|7AART|8BASHEA|aCDMG
819	51312 13111	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8DMG|9aRPLT
820	51312 13122	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8DMG|9FEWX|aCGEN
821	51312 13125	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8DMG|9FEWX|aLIT
822	51312 13126	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|46VULN|5aBEXP|7AART|8DMG|9FEWX
823	51312 13132	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8DMG|9RCVC|aDMSP
824	51312 13133	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8DMG|9RCVC|aLIT
825	51312 13134	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8DMG|9RCVC|aCGEN
826	51312 13152	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8DMG|9LWND|aCGEN
827	51312 13155	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8DMG|9LWND|aLIT
828	51312 13156	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|46VULN|5aBEXP|7AART|8DMG|9LWND
829	51312 13231	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8LHND|9CGEN|aDMG
830	51315 23116	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|4aVULN|5DMSP|6LWND|7AART|8DMG|9RPLT
831	51315 23121	   	160.99	ACR|2DMG|1AART|1VULN|1CDMG	1CDMG|2TLV|3RCR|4VULN|5DMSP|6LWND|7AART|8aDMG|9FEWX
832	51315 23133	   	160.99	ACR|2DMG|1AART|1VULN|1CDMG	1CDMG|2TLV|3RCR|4VULN|5DMSP|6LWND|7AART|8aDMG|9RCVC
833	51315 23135	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|4aVULN|5DMSP|6LWND|7AART|8DMG|9RCVC
834	51315 23151	   	160.99	ACR|2DMG|1AART|1VULN|1CDMG	1CDMG|2TLV|3RCR|4VULN|5DMSP|6LWND|7AART|8aDMG|9LHND
835	51316 23111	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|45VULN|6LWND|7AART|8DMG|9aRPLT
836	51316 23122	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|45VULN|6LWND|7AART|8DMG|9FEWX|aCGEN
837	51316 23125	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|45VULN|6LWND|7AART|8DMG|9FEWX|aLIT
838	51316 23126	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|45VULN|6LWND|7AART|8DMG|9FEWX|aBEXP
839	51316 23134	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|45VULN|6LWND|7AART|8DMG|9RCVC|aCGEN
840	51316 23152	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|45VULN|6LWND|7AART|8DMG|9LHND|aCGEN
841	51316 23231	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|45VULN|6LWND|7AART|8LHND|9CGEN|aDMG
842	51346 13111	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|4LHND|56VULN|7AART|8DMG|9aRPLT
843	51346 13122	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|4LHND|56VULN|7AART|8DMG|9FEWX|aCGEN
844	51356 13111	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|4LWND|56VULN|7AART|8DMG|9aRPLT
845	51356 13122	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|4LWND|56VULN|7AART|8DMG|9FEWX|aCGEN
846	51356 13231	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|4LWND|56VULN|7AART|8LHND|9CGEN|aDMG
847	51355 33131	   	160.99	ACR|2DMG|1AART|1VULN|1CDMG	1CDMG|2TLV|3RCR|4LWND|5DMSP|6FEWX|7AART|8aDMG|9VULN
848	33543 45431	   	160.99	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1TLV|2ASPD|3RCR|4CDMG|5MBVNT|6LEGI|7VULN|89AART|aDMG
849	54312 23222	   	160.98	ACR|2VULN|1AART|2CDMG|1DUR|1ASPD|1SELL	15CDMG|2ASPD|3RCR|48VULN|6LWND|7AART|9SELL|aDUR
850	15361 12251	   	160.98	ACR|2VULN|1AART|1DMG|2DUR	19CGEN|2DLOT|3RCR|4DMG|5AART|69DUR|79VULN|8DMSP|9BPWR|aRPLT
851	54331 34323	   	160.97	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2ASPD|3RCR|4ZMB|5LHND|6DUR|79VULN|8LIT|aDMG
852	13323 42423	   	160.90	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	19CGEN|2ASPD|34VULN|5DUR|6RCR|7AART|8LHND|aDMG
853	33323 42611	   	160.90	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1TLV|29ASPD|34VULN|5DUR|6RCR|7AART|8BASHEA|aCDMG
854	51316 14341	   	160.90	ACR|3VULN|1AART|2CDMG	16CDMG|2TLV|3RCR|459VULN|7AIRHEL|8MBVNT|aAART
855	36521 12131	   	160.89	ACR|2DMG|1AART|1VULN|1CDMG	1TLV|2NUKE|3RCR|4VULN|5MLV|6BEXP|7AART|8aDMG|9CDMG
856	36521 62131	   	160.89	ACR|2DMG|1AART|1VULN|1CDMG	1TLV|2NUKE|3RCR|4VULN|5MLV|6FEWX|7AART|8aDMG|9CDMG
857	36524 32131	   	160.89	ACR|2DMG|1AART|1VULN|1CDMG	1TLV|2NUKE|3RCR|4VULN|5LHND|6MLV|7AART|8aDMG|9CDMG
858	36526 12131	   	160.89	ACR|2DMG|1AART|1VULN|1CDMG	1TLV|2NUKE|3RCR|4VULN|5RMIN|6BEXP|7AART|8aDMG|9CDMG
859	51312 13113	   	160.89	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8DMG|9RPLT|aMBVNT
860	51312 13114	   	160.89	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8DMG|9RPLT|aDUST
861	51312 13115	   	160.89	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8DMG|9RPLT|aERES
862	51312 13124	   	160.89	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8DMG|9FEWX|aDUST
863	51312 13154	   	160.89	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8DMG|9LWND|aDUST
864	51312 13241	   	160.89	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8LHND|9ERES|aDMG
865	51312 13531	   	160.89	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8DUST|9CGEN|aDMG
866	51312 53116	   	160.89	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|26TLV|3RCR|4aVULN|5BEXP|7AART|8DMG|9RPLT
867	51312 53121	   	160.89	ACR|2DMG|1AART|1VULN|1CDMG	1CDMG|26TLV|3RCR|4VULN|5BEXP|7AART|8aDMG|9FEWX
868	51312 53135	   	160.89	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|26TLV|3RCR|4aVULN|5BEXP|7AART|8DMG|9RCVC
869	51312 53151	   	160.89	ACR|2DMG|1AART|1VULN|1CDMG	1CDMG|26TLV|3RCR|4VULN|5BEXP|7AART|8aDMG|9LWND
870	51316 23113	   	160.89	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|45VULN|6LWND|7AART|8DMG|9RPLT|aMBVNT
871	51316 23114	   	160.89	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|45VULN|6LWND|7AART|8DMG|9RPLT|aDUST
872	51316 23115	   	160.89	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|45VULN|6LWND|7AART|8DMG|9RPLT|aERES
873	51316 23124	   	160.89	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|45VULN|6LWND|7AART|8DMG|9FEWX|aDUST
874	51316 23241	   	160.89	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|45VULN|6LWND|7AART|8LHND|9ERES|aDMG
875	51316 23531	   	160.89	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|45VULN|6LWND|7AART|8DUST|9CGEN|aDMG
876	51346 13113	   	160.89	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|4LHND|56VULN|7AART|8DMG|9RPLT|aMBVNT
877	51356 13113	   	160.89	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|4LWND|56VULN|7AART|8DMG|9RPLT|aMBVNT
878	42253 34231	   	160.88	ACR|1AART|1DMG|1VULN|1CDMG|2DUR|1ASPD	1LWND|2AART|36DUR|4ASPD|5RCR|7CDMG|8VULN|9CGEN|aDMG
879	15361 12252	   	160.88	ACR|2VULN|1AART|1DMG|2DUR	19CGEN|2DLOT|3RCR|4DMG|5AART|69DUR|79VULN|8DMSP|9BPWR|aTLV
880	42331 13136	 * 	160.81	ACR|3AART|1VULN|1DMG|2DUR	1LWND|278AART|3RCR|4FEWX|5VULN|69DUR|aDMG
881	42331 41136	   	160.81	ACR|3AART|1VULN|1DMG|2DUR	1LWND|268AART|3RCR|4FEWX|5VULN|79DUR|aDMG
882	62323 32121	   	160.80	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2DMG|34VULN|5DUR|6RCR|7AART|8DUST|9BEXP|aASPD
883	62323 32326	   	160.80	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1MLV|2DMG|34VULN|5DUR|6RCR|7AART|8ERES|9LIT|aASPD
884	62323 32411	   	160.80	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2DMG|34VULN|5DUR|6RCR|7AART|8LHND|9DUST|aASPD
885	62323 32613	   	160.80	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2DMG|34VULN|5DUR|6RCR|7AART|8BASHEA|9ASPD|aCGEN
886	62323 32615	   	160.80	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2DMG|34VULN|5DUR|6RCR|7AART|8BASHEA|9ASPD|aLHND
887	62323 32616	   	160.80	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2DMG|34VULN|5DUR|6RCR|7AART|8BASHEA|9ASPD|aLIT
888	36521 22131	   	160.79	ACR|2DMG|1AART|1VULN|1CDMG	1TLV|2NUKE|3RCR|4VULN|5MLV|6MBVNT|7AART|8aDMG|9CDMG
889	36526 22131	   	160.79	ACR|2DMG|1AART|1VULN|1CDMG	1TLV|2NUKE|3RCR|4VULN|5RMIN|6MBVNT|7AART|8aDMG|9CDMG
890	36551 32131	   	160.79	ACR|2DMG|1AART|1VULN|1CDMG	1TLV|2NUKE|3RCR|4MBVNT|5MLV|6VULN|7AART|8aDMG|9CDMG
891	51312 13541	   	160.79	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|46VULN|5BEXP|7AART|8DUST|9ERES|aDMG
892	54332 31216	   	160.78	ACR|2VULN|1AART|2ZMB|1CDMG|1ASPD|1SELL	1CDMG|2ASPD|3RCR|45ZMB|68VULN|7SELL|9LHND|aAART
893	54332 31234	   	160.78	ACR|2VULN|1AART|2ZMB|1CDMG|1ASPD|1SELL	1CDMG|2ASPD|3RCR|45ZMB|68VULN|7SELL|9FEWX|aAART
894	42253 36131	   	160.78	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1LWND|2AART|36DUR|4ASPD|5RCR|7VULN|8NUKE|9CDMG|aDMG
895	15361 12235	   	160.78	ACR|2VULN|1AART|1DMG|2DUR	1CGEN|2DLOT|3RCR|4DMG|5AART|6aDUR|79VULN|8DMSP
896	15361 12531	   	160.78	ACR|2VULN|1AART|1DMG|2DUR	1CGEN|2DLOT|3RCR|4DMG|5AART|6aDUR|79VULN|8FEWX
897	54363 33111	   	160.78	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD|1MSE	1CDMG|2ASPD|3RCR|4DUST|5MSE|6aDMG|78VULN|9AART
898	51413 33132	 * 	160.75	DCR|2AART|1VULN|1DMG|2CDMG	15CDMG|2TLV|3LHND|4VULN|6RCR|7aAART|8DMG|9RCVC
899	51643 33132	   	160.75	DCR|2AART|1VULN|1DMG|2CDMG	15CDMG|2TLV|3VULN|4LHND|6RCR|7aAART|8DMG|9RCVC
900	54311 13162	   	160.73	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR|1SELL	1CDMG|2ASPD|3RCR|47VULN|5SELL|6DMG|8BEXP|9ZMB|aDUR
901	54311 13632	   	160.73	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR|1SELL	1CDMG|2ASPD|3RCR|47VULN|5SELL|6DMG|8ZMB|9FEWX|aDUR
902	33323 42313	   	160.70	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1TLV|2ASPD|34VULN|5DUR|6RCR|7AART|8ERES|9CGEN|aDMG
903	33323 42326	   	160.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1TLV|2ASPD|34VULN|5DUR|6RCR|7AART|8ERES|9LIT|aDMG
904	62323 32612	   	160.70	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2DMG|34VULN|5DUR|6RCR|7AART|8BASHEA|9ASPD|aTLV
905	11343 41546	   	160.68	DCR|3VULN|1AART|2CDMG	1CGEN|2MLV|39aVULN|48CDMG|5MBVNT|6AART|7RCR
906	51413 35131	   	160.68	DCR|3VULN|1AART|2CDMG	15CDMG|2TLV|3LHND|489VULN|6RCR|7FEWX|aAART
907	62321 32256	   	160.68	DCR|3VULN|1AART|1DMG	1MLV|2DMG|349VULN|5DUST|6RCR|7TLV|8FEWX|aAART
908	62321 32526	   	160.68	DCR|3VULN|1AART|1DMG	1MLV|2DMG|348VULN|5DUST|6RCR|7TLV|9RCVC|aAART
909	13326 55213	   	160.66	DCR|4VULN|1AART|1ASPD	1CGEN|2ASPD|349aVULN|5LIT|6LHND|7RCR|8AART
910	62343 83411	   	160.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1MLV|2DMG|3VULN|4CDMG|5MBVNT|6ZMB|7aAART|8RCR|9FEWX
911	62343 83441	   	160.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1MLV|2DMG|3VULN|4CDMG|5MBVNT|6ZMB|7aAART|8RCR|9BEXP
912	13551 43644	   	160.62	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2ASPD|3RCR|4MBVNT|5MLV|6DUR|7aVULN|8AART|9DMG
913	54314 32311	   	160.62	ACR|2AART|2VULN|1CDMG|1ASPD	1CDMG|2ASPD|3RCR|47VULN|5aAART|6BEXP|8LWND|9FEWX
914	13343 83482	   	160.59	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2ASPD|3aVULN|4CDMG|5MBVNT|6ZMB|7AART|8RCR|9DUR
915	31343 41546	   	160.58	DCR|3VULN|1AART|2CDMG	1TLV|2MLV|39aVULN|48CDMG|5MBVNT|6AART|7RCR
916	51413 31131	   	160.58	DCR|3VULN|1AART|2CDMG	15CDMG|2TLV|3LHND|489VULN|6RCR|7DUST|aAART
917	51643 31131	   	160.58	DCR|3VULN|1AART|2CDMG	15CDMG|2TLV|389VULN|4LHND|6RCR|7DUST|aAART
918	51415 33121	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	1CDMG|2TLV|3LHND|4VULN|5DMSP|6RCR|7AART|8aDMG|9FEWX
919	51415 33133	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	1CDMG|2TLV|3LHND|4VULN|5DMSP|6RCR|7AART|8aDMG|9RCVC
920	51416 33111	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3LHND|45VULN|6RCR|7AART|8DMG|9aRPLT
921	51416 33122	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3LHND|45VULN|6RCR|7AART|8DMG|9FEWX|aCGEN
922	51611 33111	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|34VULN|5BEXP|6RCR|7AART|8DMG|9aRPLT
923	51611 33122	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|34VULN|5BEXP|6RCR|7AART|8DMG|9FEWX|aCGEN
924	51611 33125	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|34VULN|5BEXP|6RCR|7AART|8DMG|9FEWX|aLIT
925	51611 33126	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|34VULN|5aBEXP|6RCR|7AART|8DMG|9FEWX
926	51611 33132	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|34VULN|5BEXP|6RCR|7AART|8DMG|9RCVC|aDMSP
927	51611 33133	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|34VULN|5BEXP|6RCR|7AART|8DMG|9RCVC|aLIT
928	51611 33134	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|34VULN|5BEXP|6RCR|7AART|8DMG|9RCVC|aCGEN
929	51611 33152	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|34VULN|5BEXP|6RCR|7AART|8DMG|9LWND|aCGEN
930	51611 33231	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|34VULN|5BEXP|6RCR|7AART|8LHND|9CGEN|aDMG
931	51621 33111	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|24TLV|34VULN|4BPWR|5BEXP|6RCR|7AART|8DMG|9aRPLT
932	51621 33122	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|24TLV|34VULN|4BPWR|5BEXP|6RCR|7AART|8DMG|9FEWX|aCGEN
933	51621 33125	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|24TLV|34VULN|4BPWR|5BEXP|6RCR|7AART|8DMG|9FEWX|aLIT
934	51621 33126	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|24TLV|34VULN|4BPWR|5aBEXP|6RCR|7AART|8DMG|9FEWX
935	51621 33132	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|24TLV|34VULN|4BPWR|5BEXP|6RCR|7AART|8DMG|9RCVC|aDMSP
936	51621 33133	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|24TLV|34VULN|4BPWR|5BEXP|6RCR|7AART|8DMG|9RCVC|aLIT
937	51621 33134	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|24TLV|34VULN|4BPWR|5BEXP|6RCR|7AART|8DMG|9RCVC|aCGEN
938	51621 33152	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|24TLV|34VULN|4BPWR|5BEXP|6RCR|7AART|8DMG|9LWND|aCGEN
939	51621 33231	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|24TLV|34VULN|4BPWR|5BEXP|6RCR|7AART|8LHND|9CGEN|aDMG
940	62323 34533	   	160.55	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1MLV|2DMG|34VULN|5DUR|6RCR|7FEWX|8CDMG|9ZMB|aASPD
941	54332 31613	 * 	160.53	ACR|3ZMB|1VULN|1DMG|1CDMG|1ASPD|1DUR|1SELL	1CDMG|2ASPD|3RCR|458ZMB|6VULN|7SELL|9DUR|aDMG
942	13562 23644	   	160.52	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1CGEN|2ASPD|3RCR|4ERES|5DUR|6MBVNT|7aVULN|8AART|9DMG
943	22233 53353	 * 	160.50	ACR|2DMG|1AART|1VULN|2ZMB	19LHND|2AART|39DUST|48ZMB|5RCR|6LIT|79DMG|9BPWR|aVULN
944	51335 13342	   	160.50	ACR|2VULN|1AART|2CDMG|2ZMB	19CDMG|2TLV|3RCR|49ZMB|5BELT|69VULN|78RCVC|9BPWR|aAART
945	33343 83482	   	160.49	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1TLV|2ASPD|3aVULN|4CDMG|5MBVNT|6ZMB|7AART|8RCR|9DUR
946	51416 33113	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3LHND|45VULN|6RCR|7AART|8DMG|9RPLT|aMBVNT
947	51611 33113	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|34VULN|5BEXP|6RCR|7AART|8DMG|9RPLT|aMBVNT
948	51611 33114	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|34VULN|5BEXP|6RCR|7AART|8DMG|9RPLT|aDUST
949	51611 33115	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|34VULN|5BEXP|6RCR|7AART|8DMG|9RPLT|aERES
950	51611 33124	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|34VULN|5BEXP|6RCR|7AART|8DMG|9FEWX|aDUST
951	51611 33241	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|34VULN|5BEXP|6RCR|7AART|8LHND|9ERES|aDMG
952	51611 33531	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|34VULN|5BEXP|6RCR|7AART|8DUST|9CGEN|aDMG
953	51621 33113	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|24TLV|34VULN|4BPWR|5BEXP|6RCR|7AART|8DMG|9RPLT|aMBVNT
954	51621 33114	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|24TLV|34VULN|4BPWR|5BEXP|6RCR|7AART|8DMG|9RPLT|aDUST
955	51621 33115	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|24TLV|34VULN|4BPWR|5BEXP|6RCR|7AART|8DMG|9RPLT|aERES
956	51621 33124	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|24TLV|34VULN|4BPWR|5BEXP|6RCR|7AART|8DMG|9FEWX|aDUST
957	51621 33241	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|24TLV|34VULN|4BPWR|5BEXP|6RCR|7AART|8LHND|9ERES|aDMG
958	51621 33531	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|24TLV|34VULN|4BPWR|5BEXP|6RCR|7AART|8DUST|9CGEN|aDMG
959	62321 31533	   	160.45	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1MLV|2DMG|34VULN|5DUST|6RCR|7DUR|8CDMG|9ZMB|aASPD
960	62323 33533	   	160.45	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1MLV|2DMG|34VULN|5DUR|6RCR|7DUST|8CDMG|9ZMB|aASPD
961	22233 36143	   	160.40	ACR|2DMG|1AART|1VULN|2ZMB	1LHND|2AART|3DUST|49ZMB|5RCR|6DMSP|7VULN|8aDMG
962	22133 56243	 * 	160.40	ACR|2VULN|1AART|1DMG|2ZMB	1LHND|2AART|3LWND|49ZMB|5RCR|6ERES|78VULN|aDMG
963	42332 22652	   	160.38	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LWND|2AART|3RCR|4FEWX|5CDMG|6ASPD|7VULN|8DMG|9RPLT|aDUR
964	42351 32353	   	160.38	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LWND|2AART|3RCR|4ASPD|5BEXP|6DUR|7CDMG|8FEWX|9DMG|aVULN
965	42222 21641	   	160.38	DCR|2VULN|1AART|1CDMG|2DUR|1ASPD	1LWND|2AART|3aDUR|4LHND|5CDMG|6ASPD|7RCR|89VULN
966	54311 12531	   	160.37	ACR|2VULN|2DMG|1CDMG|1ASPD|1SELL	1CDMG|2ASPD|3RCR|48VULN|5SELL|6aDMG|7LWND|9RMIN
