0	Index      	 *	Score 	Summary	Detail	
1	35321 16612	 * 	183.31	DCR|3VULN|3DMG|2ZMB|1DUR	1RMIN|248DMG|3FEWX|58ZMB|678VULN|8BPWR|9DUR|aRCR
843	11224 31324	   	157.68	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2LHND|3BEXP|4DMG|5aVULN|6CDMG|7RCR|8AART|9LIT
844	11224 31342	   	157.68	DCR|2DMG|1AART|1VULN|1CDMG	1LWND|2LHND|3BEXP|4aDMG|5VULN|6CDMG|7RCR|8AART|9CGEN
845	11224 31343	   	157.68	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2LHND|3BEXP|4DMG|5aVULN|6CDMG|7RCR|8AART|9CGEN
846	23321 25213	   	157.65	DCR|2VULN|2DMG|1ZMB|1ASPD	18LHND|2LIT|38DMG|4LWND|5TLV|6RCR|78VULN|8BPWR|9ZMB|aASPD
847	23341 25213	   	157.65	DCR|2VULN|2DMG|1ZMB|1ASPD	18LHND|2LIT|38DMG|4FEWX|5TLV|6RCR|78VULN|8BPWR|9ZMB|aASPD
848	53111 16223	   	157.63	DCR|3DMG|1VULN|1CDMG|1ZMB	13MLV|23aDMG|3BPWR|4BEXP|5ZMB|6VULN|7CDMG|8RCR|9LWND
849	53141 16213	   	157.63	DCR|3DMG|1VULN|1CDMG|1ZMB	13MLV|23aDMG|3BPWR|4LWND|5ZMB|6VULN|7CDMG|8RCR|9BEXP
850	53141 16221	   	157.63	DCR|3DMG|1VULN|1CDMG|1ZMB	13MLV|239DMG|3BPWR|4LWND|5ZMB|6VULN|7CDMG|8RCR|aFEWX
851	53141 16223	   	157.63	DCR|3DMG|1VULN|1CDMG|1ZMB	13MLV|239DMG|3BPWR|4LWND|5ZMB|6VULN|7CDMG|8RCR|aLIT
852	44133 61132	   	157.59	ACR|2AART|2VULN|1DMG	1BEXP|2DMG|3RCVC|4RCR|59AART|6TLV|7aVULN|8LWND
853	14321 23512	   	157.55	DCR|2VULN|2DMG|1ZMB|1ASPD	17LWND|24DMG|3CGEN|5ZMB|6RCR|8ASPD|9aVULN
854	24323 14214	   	157.55	DCR|2AART|2DMG|1ZMB|1DUR	1LHND|24DMG|38CGEN|57AART|6RCR|9DUR|aZMB
855	35621 23531	   	157.55	DCR|2VULN|2DMG|1ZMB|1DUR	1RMIN|24DMG|3DUR|5ZMB|6RCR|7LWND|8CGEN|9aVULN
856	23331 25213	   	157.55	DCR|2VULN|2DMG|1ZMB|1ASPD	18LHND|2LIT|38DMG|4DUST|5TLV|6RCR|78VULN|8BPWR|9ZMB|aASPD
857	14321 16221	   	157.53	DCR|3DMG|1VULN|1CDMG|1ZMB	1LWND|249DMG|3CGEN|5ZMB|6VULN|7CDMG|8RCR|aFEWX
858	14321 16223	   	157.53	DCR|3DMG|1VULN|1CDMG|1ZMB	1LWND|249DMG|3CGEN|5ZMB|6VULN|7CDMG|8RCR|aLIT
859	14321 16224	   	157.53	DCR|3DMG|1VULN|1CDMG|1ZMB	1LWND|249DMG|3CGEN|5ZMB|6VULN|7CDMG|8RCR|aRMIN
860	14321 16226	   	157.53	DCR|3DMG|1VULN|1CDMG|1ZMB	1aLWND|249DMG|3CGEN|5ZMB|6VULN|7CDMG|8RCR
861	24321 16221	   	157.53	DCR|3DMG|1VULN|1CDMG|1ZMB	1LHND|249DMG|3CGEN|5ZMB|6VULN|7CDMG|8RCR|aFEWX
862	24321 16223	   	157.53	DCR|3DMG|1VULN|1CDMG|1ZMB	1LHND|249DMG|3CGEN|5ZMB|6VULN|7CDMG|8RCR|aLIT
863	24321 16224	   	157.53	DCR|3DMG|1VULN|1CDMG|1ZMB	1LHND|249DMG|3CGEN|5ZMB|6VULN|7CDMG|8RCR|aRMIN
864	24321 16226	   	157.53	DCR|3DMG|1VULN|1CDMG|1ZMB	1LHND|249DMG|3CGEN|5ZMB|6VULN|7CDMG|8RCR|aLWND
865	53111 16253	   	157.53	DCR|3DMG|1VULN|1CDMG|1ZMB	13MLV|23aDMG|3BPWR|4BEXP|5ZMB|6VULN|7CDMG|8RCR|9DUST
866	53621 26213	   	157.53	DCR|3DMG|1VULN|1CDMG|1ZMB	1MLV|24aDMG|3VULN|5ZMB|6LHND|7CDMG|8RCR|9BEXP
867	53621 26221	   	157.53	DCR|3DMG|1VULN|1CDMG|1ZMB	1MLV|249DMG|3VULN|5ZMB|6LHND|7CDMG|8RCR|aFEWX
868	53621 26223	   	157.53	DCR|3DMG|1VULN|1CDMG|1ZMB	1MLV|249DMG|3VULN|5ZMB|6LHND|7CDMG|8RCR|aLIT
869	53111 23222	   	157.53	DCR|2DMG|1AART|1VULN|1ZMB	13MLV|23DMG|3BPWR|4BEXP|5ZMB|6RCR|79LWND|8AART|aVULN
870	53111 26232	   	157.53	DCR|2DMG|1AART|1VULN|1ZMB	13MLV|23DMG|3BPWR|4BEXP|5ZMB|6RCR|7FEWX|8AART|9RCVC|aVULN
871	53141 24222	   	157.53	DCR|2DMG|1AART|1VULN|1ZMB	13MLV|23DMG|3BPWR|49LWND|5ZMB|6RCR|7FEWX|8AART|aVULN
872	53151 23222	   	157.53	DCR|2DMG|1AART|1VULN|1ZMB	13MLV|23DMG|3BPWR|4FEWX|5ZMB|6RCR|79LWND|8AART|aVULN
873	53241 52311	   	157.49	ACR|2VULN|1AART|1DMG|1CDMG	16MLV|2DMG|3LIT|4RCR|57VULN|8CDMG|9AART|aFEWX
874	53241 52312	   	157.49	ACR|2VULN|1AART|1DMG|1CDMG	16MLV|2DMG|3LIT|4RCR|57VULN|8CDMG|9AART|aLWND
875	31356 41121	   	157.48	ACR|2DMG|1AART|1VULN|2DUR	16RMIN|2aCGEN|3AART|4aDUR|5RCR|7VULN|8LWND|9aDMG|aBPWR
876	24323 15235	   	157.47	DCR|3DMG|1AART|1CDMG	1LHND|249DMG|3CGEN|5AART|6RCR|7RMIN|8BELT|aCDMG
877	35621 21231	   	157.45	DCR|2VULN|2DMG|1ZMB|1DUR	1RMIN|24DMG|3DUR|5ZMB|6RCR|7NUKE|8LWND|9aVULN
878	35621 22231	   	157.45	DCR|2VULN|2DMG|1ZMB|1DUR	1RMIN|24DMG|3DUR|5ZMB|6RCR|7ERES|8LWND|9aVULN
879	35621 22512	   	157.45	DCR|2VULN|2DMG|1ZMB|1DUR	1RMIN|24DMG|3DUR|5ZMB|6RCR|7ERES|8DMSP|9aVULN
880	16521 23234	   	157.43	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LWND|2CGEN|3CDMG|4DUR|5AART|6VULN|7LIT|8RCR|9DMG|aZMB
881	14221 16213	   	157.43	DCR|3DMG|1VULN|1CDMG|1ZMB	1LWND|24aDMG|3TLV|5ZMB|6VULN|7CDMG|8RCR|9BEXP
882	14221 16221	   	157.43	DCR|3DMG|1VULN|1CDMG|1ZMB	1LWND|249DMG|3TLV|5ZMB|6VULN|7CDMG|8RCR|aFEWX
883	14221 16223	   	157.43	DCR|3DMG|1VULN|1CDMG|1ZMB	1LWND|249DMG|3TLV|5ZMB|6VULN|7CDMG|8RCR|aLIT
884	14221 16224	   	157.43	DCR|3DMG|1VULN|1CDMG|1ZMB	1LWND|249DMG|3TLV|5ZMB|6VULN|7CDMG|8RCR|aRMIN
885	14221 16226	   	157.43	DCR|3DMG|1VULN|1CDMG|1ZMB	1aLWND|249DMG|3TLV|5ZMB|6VULN|7CDMG|8RCR
886	24221 16213	   	157.43	DCR|3DMG|1VULN|1CDMG|1ZMB	1LHND|24aDMG|3TLV|5ZMB|6VULN|7CDMG|8RCR|9BEXP
887	24221 16221	   	157.43	DCR|3DMG|1VULN|1CDMG|1ZMB	1LHND|249DMG|3TLV|5ZMB|6VULN|7CDMG|8RCR|aFEWX
888	24221 16223	   	157.43	DCR|3DMG|1VULN|1CDMG|1ZMB	1LHND|249DMG|3TLV|5ZMB|6VULN|7CDMG|8RCR|aLIT
889	24221 16224	   	157.43	DCR|3DMG|1VULN|1CDMG|1ZMB	1LHND|249DMG|3TLV|5ZMB|6VULN|7CDMG|8RCR|aRMIN
890	24221 16226	   	157.43	DCR|3DMG|1VULN|1CDMG|1ZMB	1LHND|249DMG|3TLV|5ZMB|6VULN|7CDMG|8RCR|aLWND
891	35521 16213	   	157.43	DCR|3DMG|1VULN|1CDMG|1ZMB	1RMIN|24aDMG|3LEGI|5ZMB|6VULN|7CDMG|8RCR|9BEXP
892	35521 16221	   	157.43	DCR|3DMG|1VULN|1CDMG|1ZMB	1RMIN|249DMG|3LEGI|5ZMB|6VULN|7CDMG|8RCR|aFEWX
893	35521 16223	   	157.43	DCR|3DMG|1VULN|1CDMG|1ZMB	1RMIN|249DMG|3LEGI|5ZMB|6VULN|7CDMG|8RCR|aLIT
894	44221 16223	   	157.43	DCR|3DMG|1VULN|1CDMG|1ZMB	1BEXP|24aDMG|3TLV|5ZMB|6VULN|7CDMG|8RCR|9LWND
895	14321 24222	   	157.43	DCR|2DMG|1AART|1VULN|1ZMB	19LWND|24DMG|3CGEN|5ZMB|6RCR|7FEWX|8AART|aVULN
896	14331 23422	   	157.43	DCR|2VULN|1AART|1DMG|1ZMB	147LWND|2DMG|3CGEN|5ZMB|6RCR|8AART|9aVULN
897	35321 23222	   	157.43	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|24DMG|3FEWX|5ZMB|6RCR|79LWND|8AART|aVULN
898	44321 23222	   	157.43	DCR|2DMG|1AART|1VULN|1ZMB	1BEXP|24DMG|3CGEN|5ZMB|6RCR|79LWND|8AART|aVULN
899	44321 26232	   	157.43	DCR|2DMG|1AART|1VULN|1ZMB	1BEXP|24DMG|3CGEN|5ZMB|6RCR|7FEWX|8AART|9RCVC|aVULN
900	53141 21512	   	157.43	DCR|2DMG|1AART|1VULN|1ZMB	13MLV|23DMG|3BPWR|4LWND|5ZMB|6RCR|7NUKE|8AART|9FEWX|aVULN
901	53141 22512	   	157.43	DCR|2DMG|1AART|1VULN|1ZMB	13MLV|23DMG|3BPWR|4LWND|5ZMB|6RCR|7ERES|8AART|9FEWX|aVULN
902	14331 24232	   	157.43	DCR|2DMG|1AART|1VULN|1ZMB	14LWND|29DMG|3CGEN|5ZMB|6RCR|7FEWX|8AART|aVULN
903	35361 23232	   	157.43	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|29DMG|3FEWX|4RCVC|5ZMB|6RCR|7LWND|8AART|aVULN
904	44121 23232	   	157.43	DCR|2DMG|1AART|1VULN|1ZMB	1BEXP|29DMG|3RCVC|4MLV|5ZMB|6RCR|7LWND|8AART|aVULN
905	44161 23232	   	157.43	DCR|2DMG|1AART|1VULN|1ZMB	1BEXP|29DMG|3RCVC|4RMIN|5ZMB|6RCR|7LWND|8AART|aVULN
906	44361 23232	   	157.43	DCR|2DMG|1AART|1VULN|1ZMB	1BEXP|29DMG|3CGEN|4RCVC|5ZMB|6RCR|7LWND|8AART|aVULN
907	53511 23232	   	157.43	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|29DMG|3DMSP|4BEXP|5ZMB|6RCR|7LWND|8AART|aVULN
908	53551 23232	   	157.43	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|29DMG|3DMSP|4FEWX|5ZMB|6RCR|7LWND|8AART|aVULN
909	53314 32325	   	157.41	DCR|2VULN|2DMG|1AART	14MLV|24DMG|3AART|4BPWR|5FEWX|6RCVC|7ERES|89VULN|aRCR
910	43325 13116	 * 	157.41	DCR|2VULN|2DMG|2ASPD|1CDMG	178BEXP|27ASPD|3CGEN|45DMG|67VULN|7BPWR|9CDMG|aRCR
911	31356 41321	   	157.38	ACR|2DMG|1AART|1VULN|2DUR	16RMIN|2aCGEN|3AART|4aDUR|5RCR|7VULN|8DUST|9aDMG|aBPWR
912	52111 35611	   	157.37	DCR|2VULN|2DMG|2CDMG	1aMLV|28CDMG|3RMIN|4RPLT|5DMSP|6aDMG|7RCR|9aVULN|aBPWR
913	24223 15235	   	157.37	DCR|3DMG|1AART|1CDMG	1LHND|249DMG|3TLV|5AART|6RCR|7RMIN|8BELT|aCDMG
914	35621 21531	   	157.35	DCR|2VULN|2DMG|1ZMB|1DUR	1RMIN|24DMG|3DUR|5ZMB|6RCR|7NUKE|8LEGI|9aVULN
915	12521 34234	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2ERES|3CDMG|4DUR|5AART|6LIT|7VULN|8RCR|9DMG|aZMB
916	14221 24222	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	19LWND|24DMG|3TLV|5ZMB|6RCR|7FEWX|8AART|aVULN
917	14231 23426	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	147LWND|2DMG|3TLV|5ZMB|6RCR|8AART|9aVULN
918	14231 24232	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	14LWND|29DMG|3TLV|5ZMB|6RCR|7FEWX|8AART|aVULN
919	14321 21512	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1LWND|24DMG|3CGEN|5ZMB|6RCR|7NUKE|8AART|9FEWX|aVULN
920	14321 22512	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1LWND|24DMG|3CGEN|5ZMB|6RCR|7ERES|8AART|9FEWX|aVULN
921	14331 21542	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	14LWND|2DMG|3CGEN|5ZMB|6RCR|7NUKE|8AART|9aVULN
922	14331 22542	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	14LWND|2DMG|3CGEN|5ZMB|6RCR|7ERES|8AART|9aVULN
923	24321 21512	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|24DMG|3CGEN|5ZMB|6RCR|7NUKE|8AART|9FEWX|aVULN
924	24321 21532	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|24DMG|3CGEN|5ZMB|6RCR|7NUKE|8AART|9LWND|aVULN
925	24321 22512	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|24DMG|3CGEN|5ZMB|6RCR|7ERES|8AART|9FEWX|aVULN
926	24321 22532	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|24DMG|3CGEN|5ZMB|6RCR|7ERES|8AART|9LWND|aVULN
927	35521 23222	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|24DMG|3LEGI|5ZMB|6RCR|79LWND|8AART|aVULN
928	35521 24232	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|24DMG|3LEGI|5ZMB|6RCR|7FEWX|8AART|9RCVC|aVULN
929	35561 23232	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|29DMG|3LEGI|4RCVC|5ZMB|6RCR|7LWND|8AART|aVULN
930	44221 23222	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1BEXP|24DMG|3TLV|5ZMB|6RCR|79LWND|8AART|aVULN
931	44221 26232	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1BEXP|24DMG|3TLV|5ZMB|6RCR|7FEWX|8AART|9RCVC|aVULN
932	44261 23232	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1BEXP|29DMG|3TLV|4RCVC|5ZMB|6RCR|7LWND|8AART|aVULN
933	53141 21522	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	13MLV|23DMG|3BPWR|4LWND|5ZMB|6RCR|7NUKE|8AART|9DUST|aVULN
934	53141 22522	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	13MLV|23DMG|3BPWR|4LWND|5ZMB|6RCR|7ERES|8AART|9DUST|aVULN
935	43225 13116	   	157.31	DCR|2VULN|2DMG|2ASPD|1CDMG	178BEXP|27ASPD|3TLV|45DMG|67VULN|7BPWR|9CDMG|aRCR
936	31356 24211	   	157.28	ACR|2DMG|1AART|1VULN|2DUR	1RMIN|2aCGEN|3AART|4aDUR|5RCR|69DUST|7VULN|8aDMG|aBPWR
937	31356 24321	   	157.28	ACR|2DMG|1AART|1VULN|2DUR	1RMIN|2aCGEN|3AART|4aDUR|5RCR|68DUST|7VULN|9aDMG|aBPWR
938	33511 35511	   	157.27	DCR|2VULN|2DMG|2CDMG	1RMIN|2aCDMG|3ERES|4RPLT|58DMSP|6aDMG|7RCR|9aVULN|aBPWR
939	23112 12112	 * 	157.25	ACR|1AART|1VULN|1DMG|2CDMG|2DUR	1LHND|2LIT|36DUR|4DMG|5RCR|7AART|8aCDMG|9VULN
940	23112 12123	   	157.25	ACR|1AART|1VULN|1DMG|2CDMG|2DUR	1LHND|2LIT|36DUR|4DMG|5RCR|7AART|89CDMG|aVULN
941	14221 21512	   	157.23	DCR|2DMG|1AART|1VULN|1ZMB	1LWND|24DMG|3TLV|5ZMB|6RCR|7NUKE|8AART|9FEWX|aVULN
942	14221 21536	   	157.23	DCR|2DMG|1AART|1VULN|1ZMB	19LWND|24DMG|3TLV|5ZMB|6RCR|7NUKE|8AART|aVULN
943	14221 22512	   	157.23	DCR|2DMG|1AART|1VULN|1ZMB	1LWND|24DMG|3TLV|5ZMB|6RCR|7ERES|8AART|9FEWX|aVULN
944	14221 22536	   	157.23	DCR|2DMG|1AART|1VULN|1ZMB	19LWND|24DMG|3TLV|5ZMB|6RCR|7ERES|8AART|aVULN
945	14231 21542	   	157.23	DCR|2VULN|1AART|1DMG|1ZMB	14LWND|2DMG|3TLV|5ZMB|6RCR|7NUKE|8AART|9aVULN
946	14231 22542	   	157.23	DCR|2VULN|1AART|1DMG|1ZMB	14LWND|2DMG|3TLV|5ZMB|6RCR|7ERES|8AART|9aVULN
947	14321 21522	   	157.23	DCR|2DMG|1AART|1VULN|1ZMB	1LWND|24DMG|3CGEN|5ZMB|6RCR|7NUKE|8AART|9DUST|aVULN
948	14321 22522	   	157.23	DCR|2DMG|1AART|1VULN|1ZMB	1LWND|24DMG|3CGEN|5ZMB|6RCR|7ERES|8AART|9DUST|aVULN
949	14321 22562	   	157.23	DCR|2DMG|1AART|2CDMG|1ZMB	1LWND|24DMG|3CGEN|5ZMB|6RCR|7ERES|8AART|9aCDMG
950	24221 21512	   	157.23	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|24DMG|3TLV|5ZMB|6RCR|7NUKE|8AART|9FEWX|aVULN
951	24221 21532	   	157.23	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|24DMG|3TLV|5ZMB|6RCR|7NUKE|8AART|9LWND|aVULN
952	24221 22512	   	157.23	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|24DMG|3TLV|5ZMB|6RCR|7ERES|8AART|9FEWX|aVULN
953	24221 22532	   	157.23	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|24DMG|3TLV|5ZMB|6RCR|7ERES|8AART|9LWND|aVULN
954	24321 21522	   	157.23	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|24DMG|3CGEN|5ZMB|6RCR|7NUKE|8AART|9DUST|aVULN
955	24321 22522	   	157.23	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|24DMG|3CGEN|5ZMB|6RCR|7ERES|8AART|9DUST|aVULN
956	24321 22562	   	157.23	DCR|2DMG|1AART|2CDMG|1ZMB	1LHND|24DMG|3CGEN|5ZMB|6RCR|7ERES|8AART|9aCDMG
957	35521 22512	   	157.23	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|24DMG|3LEGI|5ZMB|6RCR|7ERES|8AART|9FEWX|aVULN
958	35521 22532	   	157.23	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|24DMG|3LEGI|5ZMB|6RCR|7ERES|8AART|9LWND|aVULN
959	24323 16632	   	157.22	DCR|3DMG|1AART|1CDMG|1SELL	1LHND|249DMG|3CGEN|5AART|6RCR|7BEXP|8SELL|aCDMG
960	11414 41231	   	157.16	DCR|2AART|1DMG|1VULN|1ASPD|1DUR	1LWND|28LHND|35AART|4VULN|6RCR|7ASPD|9DMG|aDUR
961	14221 21522	   	157.13	DCR|2DMG|1AART|1VULN|1ZMB	1LWND|24DMG|3TLV|5ZMB|6RCR|7NUKE|8AART|9DUST|aVULN
962	14221 22522	   	157.13	DCR|2DMG|1AART|1VULN|1ZMB	1LWND|24DMG|3TLV|5ZMB|6RCR|7ERES|8AART|9DUST|aVULN
963	14221 22562	   	157.13	DCR|2DMG|1AART|2CDMG|1ZMB	1LWND|24DMG|3TLV|5ZMB|6RCR|7ERES|8AART|9aCDMG
964	24221 21522	   	157.13	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|24DMG|3TLV|5ZMB|6RCR|7NUKE|8AART|9DUST|aVULN
965	24221 22522	   	157.13	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|24DMG|3TLV|5ZMB|6RCR|7ERES|8AART|9DUST|aVULN
966	24221 22562	   	157.13	DCR|2DMG|1AART|2CDMG|1ZMB	1LHND|24DMG|3TLV|5ZMB|6RCR|7ERES|8AART|9aCDMG
967	35521 22522	   	157.13	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|24DMG|3LEGI|5ZMB|6RCR|7ERES|8AART|9DUST|aVULN
968	24323 12632	   	157.12	DCR|3DMG|1AART|1CDMG|1SELL	1LHND|249DMG|3CGEN|5AART|6RCR|7LEGI|8SELL|aCDMG
969	13551 53223	   	157.10	DCR|2VULN|3CDMG|1DMG|1DUR|1ASPD	1LWND|2ASPD|34aCDMG|5DUR|67VULN|8RCR|9DMG
970	23362 34234	   	157.09	ACR|2DMG|1AART|1VULN|3DUR	18LHND|2LIT|38DMG|4VULN|5RCR|6CGEN|789DUR|8BPWR|aAART
971	23112 22143	   	157.09	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2LIT|3DUR|4DMG|5RCR|6DMSP|79AART|8CDMG|aVULN
972	14321 22543	   	157.08	DCR|2DMG|1AART|1VULN|1ZMB|1SELL	1LWND|24DMG|3CGEN|5ZMB|6RCR|7ERES|8AART|9VULN|aSELL
973	24321 22543	   	157.08	DCR|2DMG|1AART|1VULN|1ZMB|1SELL	1LHND|24DMG|3CGEN|5ZMB|6RCR|7ERES|8AART|9VULN|aSELL
974	32224 36612	   	157.08	DCR|2DMG|1AART|1VULN|3DUR	1RMIN|267DUR|37TLV|47DMG|5AART|7BPWR|8MLV|9RCR|aVULN
975	13325 13512	 * 	157.01	DCR|2VULN|2DMG|3ASPD|1DUR	17LWND|278ASPD|3CGEN|45DMG|67VULN|7BPWR|9DUR|aRCR
976	43325 13512	   	157.01	DCR|2VULN|2DMG|3ASPD|1DUR	17BEXP|278ASPD|3CGEN|45DMG|67VULN|7BPWR|9DUR|aRCR
977	14221 22543	   	156.98	DCR|2DMG|1AART|1VULN|1ZMB|1SELL	1LWND|24DMG|3TLV|5ZMB|6RCR|7ERES|8AART|9VULN|aSELL
978	24221 22543	   	156.98	DCR|2DMG|1AART|1VULN|1ZMB|1SELL	1LHND|24DMG|3TLV|5ZMB|6RCR|7ERES|8AART|9VULN|aSELL
979	16561 23231	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2CGEN|3CDMG|4LEGI|5AART|6aVULN|7LIT|8RCR|9DMG
980	32224 32312	   	156.98	DCR|2DMG|1AART|1VULN|3DUR	1RMIN|268DUR|3TLV|48DMG|5AART|78ERES|8BPWR|9RCR|aVULN
981	53111 24532	   	156.93	DCR|2DMG|1AART|1VULN|1ZMB	13MLV|23DMG|3BPWR|4BEXP|5ZMB|6RCR|7BELT|8VULN|9AART|aRCVC
982	53111 24533	   	156.93	DCR|2DMG|1AART|1VULN|1ZMB	13MLV|23DMG|3BPWR|4BEXP|5ZMB|6RCR|7BELT|8VULN|9AART|aLIT
983	15411 35332	   	156.92	DCR|4VULN|1AART	168LWND|28BEXP|3AART|458aVULN|7RCR|8BPWR|9DMSP
984	53242 21612	   	156.89	ACR|2DMG|1AART|1VULN|1CDMG	1MLV|25DMG|3LIT|4RCR|6RMIN|7FEWX|8CDMG|9VULN|aAART
985	12561 34231	   	156.88	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2ERES|3CDMG|4LEGI|5AART|6LIT|7aVULN|8RCR|9DMG
986	11414 43132	   	156.84	DCR|2AART|1VULN|1DMG|1CDMG	1LWND|2LHND|35AART|4VULN|6RCR|7BELT|8ERES|9CDMG|aDMG
987	35334 41232	   	156.83	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2DMG|3FEWX|4LWND|58VULN|6RCR|7BEXP|9AART|aZMB
988	35351 41232	   	156.83	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2DMG|3FEWX|48VULN|5LHND|6RCR|7BEXP|9AART|aZMB
989	53621 11142	   	156.67	DCR|3VULN|2DMG|1ZMB	1MLV|24DMG|369VULN|5ZMB|78BEXP|aRCR
990	53621 11232	   	156.67	DCR|3VULN|2DMG|1ZMB	19MLV|24DMG|368VULN|5ZMB|7BEXP|aRCR
991	53621 11262	   	156.67	DCR|3VULN|2DMG|1ZMB	1MLV|24DMG|368VULN|5ZMB|7BEXP|9RCVC|aRCR
992	53621 11342	   	156.67	DCR|3VULN|2DMG|1ZMB	1MLV|24DMG|369VULN|5ZMB|7BEXP|8RCVC|aRCR
993	53314 14332	   	156.66	DCR|3DMG|2AART	148MLV|248DMG|39AART|48BPWR|58FEWX|6RCR|7DMSP|aDUST
994	53322 14336	   	156.66	DCR|3DMG|2AART	18MLV|28aDMG|37AART|458LHND|6RCR|8BPWR|9LIT
995	35621 26212	   	156.65	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	18RMIN|24DMG|3DUR|5ZMB|6RCR|7CDMG|9ERES|aAART
996	31625 33222	   	156.65	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1RMIN|2CGEN|3AIRHEL|48DMG|5ZMB|6RCR|7DUR|9CDMG|aAART
997	31663 33222	   	156.65	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1RMIN|2CGEN|3AIRHEL|4ZMB|58DMG|6RCR|7DUR|9CDMG|aAART
998	35161 33222	   	156.65	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1RMIN|28DMG|3LSRREG|4ZMB|5CGEN|6RCR|7DUR|9CDMG|aAART
999	53334 13336	   	156.56	DCR|2DMG|1AART|1VULN|1ASPD	18MLV|28DMG|3AART|4RCVC|578FEWX|6RCR|8BPWR|9ASPD|aVULN
1000	11411 41242	 * 	156.56	DCR|2VULN|1AART|2ASPD|1CDMG	1LWND|28LHND|3AART|45VULN|6RCR|7aASPD|9CDMG
1001	14222 36225	   	156.51	DCR|3DMG|1AART|1CDMG|1ASPD	1LWND|249DMG|3TLV|5LHND|6ASPD|7CDMG|8RCR|aAART
1002	31366 31121	   	156.49	ACR|2AART|2DMG|1VULN	1RMIN|2aCGEN|36AART|4aDUST|5RCR|7VULN|8LWND|9aDMG|aBPWR
1003	55523 32231	   	156.48	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2LWND|3CDMG|4LIT|5aVULN|6AART|7BEXP|8RCR|9DMG
1004	53314 11121	   	156.46	DCR|2DMG|1AART|1VULN|1DUR	14MLV|24DMG|3AART|4BPWR|5FEWX|6RCR|7VULN|89LWND|aDUR
1005	53314 11141	   	156.46	DCR|2DMG|1AART|1VULN|1DUR	14MLV|24DMG|3AART|4BPWR|59FEWX|6RCR|7VULN|8LWND|aDUR
1006	53314 11325	   	156.46	DCR|2DMG|1AART|1VULN|1ASPD	14MLV|24DMG|3AART|4BPWR|5FEWX|6RCR|7VULN|8BEXP|9LWND|aASPD
1007	53314 11336	   	156.46	DCR|2DMG|1AART|1VULN|1DUR	149MLV|24DMG|3AART|4BPWR|5FEWX|6RCR|7VULN|8BEXP|aDUR
1008	53314 11361	   	156.46	DCR|2DMG|1AART|1VULN|1DUR	14MLV|24DMG|3AART|4BPWR|5FEWX|6RCR|7VULN|89BEXP|aDUR
